@English@|@Georgian@
@serum@|@მიჯრილი, შემჭიდროებული@
@servant@|@მსახური@
@servants@|@მსახურები@
@serve@|@ბურთის მიწოდება, ვარგისობა, მსახური@
@served@|@ემსახურა, ვარგოდა@
@server@|@სერვერი@
@servers@|@სერვერები@
@serves@|@ბურთის მიწოდებები, ემსახურება, ვარგა@
@service@|@მომსახურება, მომსახურება, სამსახური, სერვისი@
@serviceable@|@სასარგებლო@
@serviced@|@მოემსახურა@
@serviceman@|@სამხედრო მოსამსახურე, ხელოსანი@
@servicemen@|@სამხედრო მოსამსახურეები, ხელოსნები@
@services@|@ემსახურება, მომსახურება, სამსახური, სერვისი@
@servicing@|@ემსახურება@
@serviette@|@ხელსახოცი@
@serviettes@|@ხელსახოცები@
@servile@|@მონური@
@servilely@|@მონურად@
@servility@|@მონური მორჩილება@
@serving@|@ემსახურება@
@servitor@|@მსახური@
@servitors@|@მსახურები@
@servitude@|@მონობა@
@sesame@|@ქუნჯუტი@
@sesquipedalian@|@ფუთნახევრიანი@
@session@|@სესია, სხდომა@
@sessions@|@სესიები, სხდომები@
@set@|@გარკვეულ მდგომარეობაში მოიყვანა, გარკვეულ მდგომარეობაში მოყვანა, გარკვეულ მდგომარეობაში მოყვანილი, კომპლექტი, მოათავსა, მოთავსება, მოთავსებული, ნაკრები@
@setback@|@რეგრესი@
@setbacks@|@რეგრესები@
@sets@|@ათავსებს, გარკვეულ მდგომარეობაში მოყავს, კომპლექტები, ნაკრებები@
@set-square@|@გონიო@
@set-squares@|@გონიოები@
@settee@|@დივანი@
@settees@|@დივანები@
@setter@|@სეტერი@
@setters@|@სეტერები@
@setting@|@გარემოცვა, გარკვეულ მდგომარეობაში მოყავს, დეკორაცია და კოსტიუმები@
@settings@|@გარემოცვები, დეკორაციები და კოსტიუმები@
@settle@|@გადაწყვეტა, დაფუძნება, მოწესრიგება, რეგულირება@
@settled@|@გადაწყვეტილი, გადაწყვიტა, დაარეგულირა, დარეგულირებული, დაფუძნდა, დაფუძნებული, მოაწესრიგა, მოწესრიგებული, მყარი@
@settlement@|@დასახლება, კოლონიზაცია@
@settlements@|@დასახლებები, კოლონიზაციები@
@settler@|@ახალმოსახლე@
@settlers@|@ახალმოსახლეები@
@settles@|@არეგულირებს, ფუძნდება@
@settling@|@არეგულირებს, ფუძნდება@
@set-to@|@მუშტიკრივი@
@set-tos@|@მუშტიკრივები@
@set-up@|@სტრუქტურა, ტანადობა@
@set-ups@|@სტრუქტურა, ტანადობა@
@seven@|@შვიდი, შვიდი@
@sevenfold@|@შვიდჯერ, შვიდჯერადი@
@sevens@|@შვიდი ნომერი@
@seventeen@|@ჩვიდმეტი, ჩვიდმეტი@
@seventeens@|@ჩვიდმეტები@
@seventeenth@|@მეჩვიდმეტე, მეჩვიდმეტე@
@seventeenths@|@მეჩვიდმეტეები@
@seventh@|@მეშვიდე, მეშვიდე@
@seventhly@|@მეშვიდედ@
@sevenths@|@მეშვიდეები@
@seventies@|@-იანი წლები@
@seventieth@|@სამოცდამეათე@
@seventieths@|@სამოცდამეათედი ნაწილი@
@seventy@|@სამოცდაათი, სამოცდაათი@
@sever@|@გაწყვეტა, დაშორება@
@several@|@რამდენიმე@
@severally@|@რამდენიმედ@
@severance@|@გაწყვეტა@
@severe@|@მკაცრი@
@severed@|@გაწყვეტილი, გაწყვიტა, დააშორა@
@severely@|@მკაცრად@
@severer@|@უფრო მკაცრი@
@severest@|@ყველაზე მკაცრი@
@severities@|@სიმკაცრე@
@severity@|@სიმკაცრე@
@sew@|@გაშვება, კერვა@
