@Haitian creole@|@English@
@move zè@|@evil spirit@
@move zèb@|@weeds@
@movèz@|@bad, wicked (females or feminine nouns)@
@movèz mès@|@bad manners@
@movezè@|@evil spirit@
@musk@|@brawn@
@muskle@|@brawny@
@mwa@|@month@
@mwa pase@|@last month@
@mwa prochen@|@the coming month, next month@
@mwat@|@clammy, damp@
@mwatye (n)@|@half@
@mwayen@|@mild, medium sized, average (after noun), way@
@mwayèn@|@mean, average@
@mwayen 2@|@means, financial means, wherewithal, possibility@
@Mwayennoryan@|@Middle East@
@mwazi@|@mildewy, moldy, musty@
@mwèk@|@anything at all@
@mwen@|@my, me, I, minus@
@mwen pase pa m@|@I went through tough times@
@mwen te pase yon bon tan@|@I had a good time@
@mwen ye@|@I am@
@mwenmenm@|@me, I, myself@
@mwenn@|@least, smallest, slightest@
@mwens@|@least, less, fewer, minus@
@mwens ke@|@under, less than@
@mwezi@|@mildewy, moldy, musty@
@mwik@|@anything at all@
@mye@|@best, better, improvement@
@myèl@|@bee@
@myèt@|@crumb@
@myoukmyouke@|@to scintillate, to twinkle@
@n@|@nou, we us, you, our, your@
@N apral nan pòs@|@we are going to the police station@
@nachon@|@nation, race, entire family or tribe@
@nad marinad@|@nothing at all@
@nadmarinad@|@nothing at all@
@naje@|@swim@
@najè a@|@swimmer@
@nak la@|@mother of pearl@
@nan@|@to, in, into, the, within, among, from, of, in the@
@nan 2@|@to the, at, at the@
@nan 3@|@the, used after nasal consonant sounds@
@nan dòmi@|@asleep@
@nan fenwa@|@in the dark@
@nan jou ki te (...)-la@|@on (the day of )@
@nan kè m@|@to myself@
@nan kèk jou@|@in a few days@
@nan lang mwen@|@in my language@
@nan lè@|@in the air@
@nan lwès@|@west@
@nan men@|@from@
@nan men m@|@from me@
@nan mitan@|@between, among, amid, amidst, in the middle of@
@nan monn nan@|@in the world@
@nan mwa fevrye lane 1993@|@in February 1993@
@nan plas@|@instead of@
@nan pwen@|@there is no, there is not any@
@nan pwen plas@|@there is no room@
@nan règ@|@properly@
@nan sa@|@in that, in what, in this, in these, in it@
@nan sans@|@toward, in the direction of@
@nan sezon lete a@|@in the summer@
@nan tan lontan@|@a long long time ago@
@nan you moman@|@presently, soon, in a moment, in a jiffy@
@nanchon@|@nation, race, entire family or tribe@
@nanm@|@soul, souls, the soul, spirit, life, heart@
@nannan an@|@the inside(s), the pulpy meaty part of a fruit nut@
@nannan an 2@|@the eye ball, substance, guts@
@nanpwen@|@there is no, there is not any, there is none@
@nansid@|@south@
@napon@|@doily, table napkins@
@napron an@|@doily, table napkins@
@narin@|@nostril@
@nas la@|@fish trap, trap@
@nasyon@|@nation, race, entire family or tribe@
@nasyonal@|@national@
@nasyonalite@|@nationaity@
@Nasyonini@|@United Nations@
@natif natal@|@homespun@
@natif-natal@|@local, native@
@natirèlman@|@naturally@
@navige@|@sail@
@ne@|@kink, knot, node@
@nèf@|@new, nine, unopened, just built, just bought@
@nèf 2@|@still in its origianl package@
@nèg@|@man, guy, fellow@
@nèg lespri@|@smart, clever person@
@neglijan@|@lax@
@neglije@|@neglect@
@negòs@|@commerce, venture, business@
@nekoulan@|@noose@
@nèmal@|@normal@
@nemoni@|@pneumonia@
@nen@|@nose@
@nenpòt@|@either, whatever, any@
@nenpòt ki@|@anyway, anyhow@
@nenpòt ki bagay@|@whatever, whatsoever@
@nenpòt ki jan@|@in any manner@
@nenpòt ki kote@|@anywhere@
@nenpòt ki lè@|@no matter what time@
@nenpòt ki moun@|@whoever, whosoever, anyone, any person@
@nenpòt ki sa@|@whoever, whatever, anyone@
@nenpòt kilès@|@anyone, either, either one@
@nepòt@|@any@
@nepòt kilè@|@whenever@
@nesesite@|@must@
@nèspa@|@is it not so, didn't you, pa vre@
@nèt@|@clear, altogether, completely, definitely, quite@
@nèt 2@|@entirely, thoroughly, once and for all, absolutely@
@nèt 3@|@for real, really, tidy, clean, neat@
@nèt al kole@|@all the way, completely@
@nèt ale@|@all the way, completely@
@nètale@|@permanent, forever, eternal@
@netwaye@|@to clean, cleaned, tidy, make unfavorable report@
@netwaye@|@clean@
@netwaye 2@|@t make a clean sweep, to runn of, to overcome@
@netwaye 3@|@to clean, to eviscerate, disembowel, gut, filet@
@neve@|@nephew@
@neye@|@to drown, to get drowned@
@ni@|@nor, naked, nude, bare@
@ni ---- ni@|@both and@
@ni ... ni@|@neither@
@ni youn ni lòt@|@neither@
@nich@|@nest@
@niche@|@lick@
@nik@|@only, just, as soon as@
@nikleyè@|@nuclear@
@nimewo@|@number@
@nivle@|@grade@
@nivle (v)@|@level@
@nivo@|@level@
@nizans@|@nuisance@
@nominasyon@|@nomination@
@non@|@no, no as an expletive added for emphasis@
@non (adj) okenn@|@no@
@non an@|@name@
@non gate@|@nickname@
@non jwèt@|@nickname@
@non nò@|@north@
@non sèlman@|@not only@
@non yo@|@their names@
@nonm@|@number, man@
@nonmen@|@appoint@
@nonmen (v)@|@name@
@nonplis@|@either, neither@
@nonsans@|@nonsense@
@nonsèlman@|@not only@
@nosif@|@noxious@
@nosyon@|@notion@
@nòt@|@note@
@nòt; biye@|@bill@
@note (v)@|@note@
@note byen@|@please note@
@notis@|@notice@
@nou@|@us, our, we, plural you, plural your@
@nou gen kont@|@we are quarreling@
@nou konn sa@|@we know that, you know that@
@nou konnen yo@|@we know them@
@nou pase kondisyon@|@we came to an agreement under specific conditions@
@nou pase pa n@|@we went through tough times@
@nou rive genyen@|@we finally won@
@nou sot manje@|@we just ate@
@nou vle@|@we want, we want to, ye will@
@nou vle di@|@we mean, we mean to say@
@noumenm@|@ourselves, yourselves@
@noure@|@cram@
@nouri@|@nourish, feed@
@nout kanson@|@short@
@nouvèl@|@news@
@nouvo@|@new@
@Nouyèk@|@New York@
@novanm@|@November@
@noze@|@qualm@
@nuaj@|@cloud@
@nuit@|@night@
@nuizib@|@malign@
@nwa@|@nut, walnut, cashew, black, dark@
@nwa kou@|@nape of the neck@
@nwakou@|@nape of the neck@
@nwal@|@Christmas@
@nwasi@|@to blacken, to darken@
@nwaye@|@to drown, to get drowned@
@nwazèt@|@nut@
@nwè@|@very black, jet black@
@nwè kon dèyè chodyè@|@pitch black@
@nwè kon lank@|@pitch black@
@nwèl@|@xmas@
@Nwèl@|@Christmas@
@nyaj@|@cloud@
@nyapad@|@there is not, there are not@
@nye@|@to deny, to abanon, to reject, to disown@
@nyè@|@simple, foolish, stupid, ridiculous, silly@
@nyès@|@niece@
@nyezri@|@foolishness@
@nyouz@|@news@
@o@|@interjection of surprise, oh@
@ò@|@golden@
@o 2@|@at, to@
@o diab@|@to the devil@
@o gadavou@|@at attention@
@o kontrè@|@on the contrary@
@obeyi@|@to obey@
@obeyisan@|@obedient, obliging@
@obeyisans la@|@obedience@
@objektif@|@objective@
@objktif@|@goal@
@obligasyon an@|@obligation@
@obligatwa@|@obligatory, compulsory@
@oblijan@|@obliging@
@oblije@|@have to, has to, obliged, to oblige, to be obliged@
@oblije 2@|@to be constrained, forced, required@
@obsede@|@obsess@
@obsèn@|@obscene@
@obsèvasyon@|@scolding, reprimand, reproach@
@obsèvayon@|@observation@
@obsève@|@to observe, to reprimand, to scold@
@obstak@|@obstacle@
@obteni@|@obtain@
@ochan@|@salutation, honors, national hymm@
@odas la@|@daring, boldness, audacity@
@odasye@|@bold, shameless, insolent, impudent, dishonest@
@odasye 2@|@insistent in telling a lie regardless of evidence@
@odè@|@odor, scent, smell, bad smell, perfume@
@odeyid@|@used clothing for sale@
@òdinatè a@|@computer@
@òdinè@|@vulgar, coarse, ordinary, of inferior quality@
@odiyans@|@audience@
@odle a@|@orderly to an officer, aide de camp@
@òdonans@|@aide de camp, soldier, orderly to officer@
@òdonans 2@|@prescription from a doctor@
@òdone@|@commend, to order, to command@
@odyans@|@jokes, chatting, chit chat, talk, conversation@
@odyans@|@stores whether true or not@
@odyansè@|@a fine conversationalist and story teller@
@odyansè 2@|@a big talker who does nothing@
@oeng@|@avaricious@
@òf@|@offer, bid, proposition, off, absent from work@
@ofans@|@offense@
@ofanse@|@to offend@
@ofanses@|@offend@
@òfelen@|@orphan@
@ofèt@|@actually, in fact@
@òfèv@|@jeweler@
@ofiamezi@|@as, progressively@
@ofieye eta sivil@|@registrar of vital statistics@
@ofis@|@scullery, supply room, pantry, cabinet, office@
@ofisye@|@officer@
@ofisyedetasivil@|@registrar of vital statistics@
@ofisyèl@|@official, official car@
@ofisyèlman@|@officially@
@òflen@|@orphan@
@ofrann@|@offering@
@ofri@|@to offer@
@òg@|@organ musical@
@ogadavou@|@at attention@
@ogan@|@metal percussion device used with Arada drums@
@ògàn@|@gen gran ògàn to have a loud voice@
@òganizasyon@|@organization@
@òganize@|@to arrange, organize@
@ogatwa@|@oratory, altar@
@ògèy la@|@pride, anger, arrogance, conceit@
@ògeye@|@haughty@
@ògèye@|@haughty@
@ogmantasyon@|@increase, raise@
@ogmante@|@to step up, increase, augment@
@ogmante (v)@|@increase@
@òj@|@barley@
@oka@|@if, in case@
@okazyon@|@occasion@
@okenn@|@none, no, not at all, no one, any, whatever@
@okenn kote@|@nowhere@
@okenn lapli pa tonbe@|@there was no rainfall@
@okenn moun@|@nobody, anybody@
@òkès@|@orchestra@
@okèt@|@hiccup@
@okipasyon@|@occupation, work, business, job@
@okipe@|@to handle, occupy, busy oneself with, manage@
@okipe 2@|@to take care of, look after, pay attention to@
@okontrè@|@on the contrary@
@okouran@|@informed, current with, aware of@
@oktòb@|@October@
@okton@|@office messenger, low rank employee@
@òl@|@hall@
@olande@|@Dutchman, Hollander, Dutch@
@olandè@|@Dutchman, Hollander, Dutch@
@ole@|@with cream@
@oliv@|@olive@
@olye@|@instead, instead of@
@òm@|@mankind, men@
@omilye@|@middle@
@omilye@|@among, between@
@omwen@|@at least@
@omwens@|@at least@
@on@|@a, an@
@on@|@one, a, an@
@on dire@|@one would say, it seems@
@on moman@|@awhile@
@ondire@|@it seems@
@onè a@|@honor (can be greeting, answer respè)@
@onèkte@|@honesty, complaisance, politeness, good breeding@
@onèt@|@honest, proper, upright, honorable, polite@
@onètte@|@honesty, complaisance, politeness, good breeding@
@onfwa@|@once@
@onjenikon@|@vodou choirmistress@
@onlòt@|@another@
@onnè@|@honor (can be greeting, answer respè)@
@onnpepli@|@extremely@
@onodipè@|@sign of the cross, in the name of the father@
@onorab@|@honorable@
@onore@|@to honor@
@onz@|@eleven@
@operasyon@|@operation@
@operatè a@|@operator, projectionist@
@opere@|@to perform surgery, to operate, undergo surgery@
@opinyon@|@opinion@
@oplita@|@at the latest@
@opòtinite@|@opportunity@
@opozan@|@opponent@
@opoze@|@against, contrary, oppose@
@opozisyon an@|@opposition@
@opresyon an@|@asthma, breathlessness@
@opwen@|@to the point where@
@opwenke@|@to the point where@
@òr@|@now, but, well@
@oral@|@oral@
@oran@|@fresh, bold@
@oranj@|@amber@
@orè@|@scent, schedule@
@orespe@|@excuse my french, with due respect@
@orespè@|@excuse my french, with due respect@
@orezon an@|@prayer@
@orijin@|@origin@
@oryante@|@to orient, to find@
@ose@|@to shrug@
@ose zepòl@|@to shrug your shoulders@
@osekou@|@help (interjection)@
@oserye@|@seriously@
@osijède@|@about, concerning@
@osinion@|@or, or rather, or at least, otherwise@
@osinon@|@or, else@
@ositou@|@also, as a mater of fact, furthermore, well, thus@
@ositou 2@|@well, therefore, thus@
@osnon@|@or, or rather, or at least, otherwise@
@ospitalite@|@hospitality@
@ostre@|@haughty, high hat, angry, mad@
@oswa@|@either, or, or rather@
@otan@|@as, so, as much as, that is enough, as you were@
@otantik@|@real, genuine, authentic@
@otè@|@author, cause, height, high place@
@otèl la@|@hotel@
@otès@|@hostess@
@oto@|@car, automobile, auto, vehicle@
@oto kouri@|@speedster  car@
@otobis@|@bus@
@òtograf@|@spelling@
@òtolan@|@meadow lark, garden bunting, bobolink@
@otomatic@|@automatic@
@otomobil la@|@automobile, car@
@otòn nan@|@autumn, fall@
@otopsi a@|@autopsy@
@otorite@|@authority, official authorities, armed officials@
@otorizasyon@|@authorization, permission@
@otorize@|@empower, allow@
@otou@|@around@
@ou@|@or, you, your@
@ou a tèk@|@you will get nothing@
@ou ba l plis@|@you gave him more@
@ou byen@|@kit   ou byen, whether   or else@
@ou fouti tonbe@|@you may fall@
@ou gen fron@|@you have the nerve, you have the audacity (to)@
@ou gen je sèch@|@you are shameless@
@ou gen lè gen@|@you look like you have@
@ou menm@|@you, yourself@
@ou mèt vini@|@you may come@
@ou nan recho@|@you are in trouble@
@ou pa ka reyisi@|@you can not succeed@
@ou pa vitriye@|@you are not made of glass, obstructing my view@
@ou pase pa w@|@you went through tough times@
@ou poko tande sa@|@have you not heard it already@
@ou ponmen kon flè@|@you are filling up like a flower@
@ou pri@|@you are done for@
@ou vire gade@|@you turn and look@
@ou voras tròp@|@you are too greedy@
@oubyen@|@or@
@oumenm@|@you, yourself@
@ou-menm@|@yourself@
@oun (n)@|@individual@
@oundjenikon@|@vodou choirmistress@
@ous@|@bean@
@out@|@August@
@ouvè@|@to open, frank, fresh, impertinent@
@ouvri@|@to extend, spread, open, set up, unlock, turn on@
@ouvri 2@|@overly frank, fresh, impertinent@
@ouvriye@|@worker@
@oze@|@to dare, to take a chance or risk@
@ozetazini@|@in the U S@
@pa@|@by, per, from, that of, the one of, the propertyof@
@pa 2@|@that, is, to be in all its forms@
@pa 3@|@not, do not, does not, step@
@pa aksidan@|@by chance@
@pa ankò@|@not any longer, no longer, not any more@
@pa anmède m@|@dont bother me, let me alone@
@pa ap@|@will not, not plus the present progressive of verb@
@pa apeti pou@|@for love of@
@pa bak@|@backwards@
@pa bat kò w@|@Do not worry.@
@pa bliye@|@do not forget@
@pa dakò@|@disagree, differ@
@pa dèyè@|@from behind@
@pa di@|@pa vle di, does not mean@
@pa ditou@|@not at all@
@pa ekzanp@|@for example@
@pa fè@|@do not, did not, stop@
@pa fe efe@|@did not have any effect@
@pa fe jèn@|@do not be shy@
@pa fè jèn@|@do not be shy@
@pa fe melanj@|@do not mix your drinks@
@pa fè mowman@|@stand still, do not move@
@pa fe patipri@|@do not take sides, do not play favorites@
@pa fè patipri@|@do not take sides, do not play favorites@
@pa fon@|@shallow@
@pa frape lan pòt la@|@do not knock on the door@
@pa gen@|@does not will not do not or did not have or make@
@pa gen 2@|@there is no, there was no, there were no@
@pa gen 3@|@is not, are not, can not, not, has no, have no@
@pa gen 4@|@do not make, there is nothing@
@pa gen dekwa@|@it does not matter, don't mention it@
@pa gen tèt@|@can not remember@
@pa janm@|@never@
@pa janti@|@unkind, not nice@
@pa jennen@|@to take liberties@
@pa jennen w@|@make yourself at home@
@pa jennen w@|@make yourself at home, do not bother@
@pa jou@|@a day@
@pa kapab@|@unable, not able@
@pa kontan@|@unhappy@
@pa li@|@his, her, its, his, hers@
@pa mè@|@by sea@
@pa mechanste@|@out of meanness@
@pa mete@|@to omit@
@pa mwayen@|@by means of@
@pa mwen@|@my, mine@
@pa nou@|@our, ours, your, yours@
@pa okipe@|@do not bother about, ignore, do not bother with@
@pa ou@|@your, thine, yours@
@Pa ou ki te di m sa@|@Was it not you who told me that!@
@pa pito@|@would it not be better to, what if, and if@
@pa pito n ale@|@would it not be better if we go away?@
@pa ret ap dòmi@|@wake up do not sleep@
@pa t janm@|@was never, had never@
@pa t janm fini@|@was never finished@
@pa te@|@were not@
@pa tè@|@overland travel@
@pa te fouti@|@were not able@
@pa tèk@|@nothing@
@pa vle chita@|@will not sit down@
@pa vle detaye@|@will not sell at retail@
@pa vle di@|@does not mean@
@pa vle gen@|@do not want to have@
@pa vle limen@|@will not light@
@pa vle obeyi@|@does not obey@
@pa vle ranm sèvis@|@will not help@
@pa vle stat@|@will not start@
@pa vle travay@|@will not work, did not want to work@
@pa vle travay@|@will not work@
@pa vle vine@|@do not want to come@
@pa vle wè@|@so not like, does not like, no one likes, to hate@
@pa vre@|@false@
@pa vre 2@|@is it not true?  is it not so?@
@pa yo@|@their, theirs@
@pa yo youn@|@none of them@
@pa yon biznaw@|@nothing at all@
@padsi@|@overcoat@
@pafè@|@perfect@
@pafen@|@perfume@
@pafwa@|@sometimes@
@paj@|@page@
@pak@|@Easter, Passover@
@pake@|@batch, pack, bundle@
@pakèt@|@a bunch, package, parcel, bundle, a lot, many@
@pakèt 2@|@an abundance@
@pako@|@not yet, still not, not...yet@
@pal@|@pale, dim@
@pal@|@faint@
@pale@|@talk, speak@
@palè@|@parcel@
@pale andaki@|@to speak in code@
@pale fò@|@to speak loudly@
@pale mal@|@to speak ill of@
@pale met la@|@all talk and no action@
@pale yon moun mal@|@to speak evil of someone@
@palmante@|@parley@
@pam@|@favorite@
@pami@|@among@
@pan@|@ours@
@panche@|@to lean (over), tilt, inclined, inclination@
@pandan@|@while, during, for, in the course of@
@pandan twa dènye ane-yo@|@during the last two years@
@panik@|@panic@
@panike@|@panic@
@pankat@|@sign@
@panko@|@not yet, still not, not...yet@
@pann@|@hang, breakdown, a bunch@
@panno@|@wall@
@pans la@|@belly, stomach, gut, paunch@
@panse@|@to think, to believe, conceive, thought, bandage@
@pant@|@inclination@
@pantalon@|@trousers, pants@
@pantalon an jennen@|@pants that are too small@
@pantan@|@astound@
@pantlon@|@slack@
@panyèl@|@Spanish@
@panyol@|@Spanish@
@pap@|@shortened from pa ap, not plus pres prog of verb@
@pap 2@|@will not@
@papa@|@enormous, daddy, father@
@papa nou@|@our father@
@papay@|@papaya@
@papiyon@|@butterfly@
@papiyon lanp@|@gnat, moth@
@papye twalèt@|@tissue@
@paradi@|@paradise, heaven@
@paralize@|@palsy@
@paran@|@parent, relative, kin@
@parapè@|@rail@
@parapli@|@umbrella@
@parayj@|@betting@
@parazit@|@vermin@
@pare@|@to ward off, deflect, to face, to extend, parry@
@pare 2@|@to prepare, get ready, to build, to set@
@pare kou@|@to ward off a blow@
@pare lajan ou@|@get your money ready@
@pare lapli@|@to take shelter, take cover from the rain@
@pare men ou@|@extend your hand@
@parese@|@lazy@
@parese@|@sluggard@
@parèt@|@appear, be published, to seem, to show one's self@
@parèt 2@|@displayed, display, show, occur, to come on@
@parèt ankò@|@reintroduce, restore, apear again, come again@
@parèy@|@alike, such a, similar, like, san parey unmatched@
@pari@|@bid@
@paròl granmoun lontan@|@the sayings of long ago, wisdom of the ages@
@paryaj@|@wager@
@parye@|@wager, bet@
@pasaje@|@passenger@
@pasdlo@|@brook@
@pase@|@occur, pass, switch, happen, take place@
@pase 2@|@to experience, befall, sift, sieve, give, show@
@pase 3@|@to administer, to pass, to go through, to die@
@pase 4@|@to pass in a card game or sports, to succeed@
@pase 5@|@to occur, to come about, to happen@
@pase 6@|@to pass by, to stop by, to go by, past, last@
@pase 7@|@than, more than, instead of, for, because@
@pase ak sivil@|@to issue a marriage certificate in civil ceremony@
@pase bale@|@a specially prepared chair used to divine guilt@
@pase bale 1@|@to sweep@
@pase chaple@|@to say the rosary@
@pase cheve@|@to curl with a curling iron@
@pase ekriti@|@to note down, make a record of@
@pase mizè@|@to suffer from bad treatment or from poverty@
@pase mòp@|@mopping@
@pase nan betiz@|@make fun of, to mock, use irony or sarcasm@
@pase nan jwèt@|@make fun of, to mock, use irony or sarcasm@
@pase nan rizib@|@make fun of, to mock, use irony or sarcasm@
