@Laotian@|@English@
@ເຊື້ອ@|@family@
@ເຊື້ອກະສັດ@|@of royal blood@
@ເຊື້ອເຈົ້າ@|@of noble lineage@
@ເຊື້ອສາຍ@|@ancestry@
@ເຊື້ອຊັ້ນວັນນະ@|@class@
@ເຊື້ອຊັ້ນວັນນະ@|@caste@
@ເຊື້ອໄທ@|@Thai race@
@ເຊື້ອແນວ@|@lineage@
@ເຊື້ອໂລກ@|@germs@
@ເຊື້ອວົງ@|@family@
@ເຊືອກ@|@rope, string, cord@
@ເຊືອກຫມວດ@|@cord made from buffalo skin@
@ເຊືອກໝວດ@|@cord made from buffalo skin@
@ເຊືອບໄປ@|@to fall asleep@
@ເຊືອບໄປ@|@nap@
@ເຊີມ@|@much@
@ເຊີມ@|@many@
@ເຊີ້ມ@|@cut on the bias@
@ເຊີ້ມ@|@slice straight or at an angle@
@ເຊືອມ@|@increase in neck girth when a male buffalo reaches maturity@
@ເຊື່ອມ@|@lose@
@ເຊື່ອມ@|@absorbed@
@ເຊື່ອມ@|@melt@
@ເຊື່ອມເຂົ້າກັນ@|@mix together@
@ເຊື່ອມຄວາມສັມພັນ@|@lose friendship@
@ເຊື່ອມຄວາມສຳພັນ@|@lose friendship@
@ເຊື່ອມສູນ@|@lose@
@ເຊື່ອມສູນ@|@lose one’s character@
@ເຊື່ອມຊຶມ@|@soak@
@ເຊື່ອມເຫລັກ@|@weld@
@ເຊື່ອມເຫຼັກ@|@weld@
@ຊົ່ວ@|@bad@
@ຊົ່ວ@|@vile@
@ຊົ່ວຄາວ@|@temporary@
@ຊົ່ວຄົນ@|@generation time@
@ຊົ່ວຊ້າສາມານ@|@vile@
@ຊົ່ວຊ້າສາມານ@|@base@
@ຊົ່ວໂມງ@|@hour@
@ຊົ່ວໂມງ@|@par hour@
@ຊົ່ວອາຍຸ@|@lifetime@
@ຊົ່ວຮ້າຍ@|@evil@
@ຊ່ວງ@|@to race@
@ຊ່ວງມ້າ@|@horse race@
@ຊ່ວງຫນ້າ@|@next time@
@ຊ່ວງຫນ້າ@|@coming up@
@ຊ່ວງໜ້າ@|@next time@
@ຊ່ວງໜ້າ@|@coming up@
@ຊ່ວງເຮືອ@|@boat race@
@ຊ່ວຍ@|@to help@
@ຊ່ວຍກັນ@|@to help each other@
@ຊ່ວຍຊີວິດ@|@to save a life@
@ຊ່ວຍເຫລືອ@|@to help@
@ຊ່ວຍເຫຼືອ@|@to help@
@ຊ່ວຍແຮງ@|@to help out@
@ຊວດລວດ@|@to defy@
@ຊວດລວດ@|@impudent@
@ຊວນ@|@persuade@
@ຊວນ@|@urge@
@ຊວນເຊີນ@|@inviting@
@ຊວນເຊ@|@stagger@
@ຊວນເຊື່ອ@|@pretend@
@ຊວນເຊື່ອ@|@to convince@
@ຊວນໃຫ້ຄິດ@|@lead one to think@
@ຊວນໃຫ້ສົງໄສ@|@lead one to suspect@
@ຊວນຫົວ@|@comic performance@
@ຊ້ວນ@|@shovel@
@ຊ້ວນ@|@scoop up with a flat tool@
@ຊັບ@|@wealth@
@ຊັບ@|@property@
@ຊັບສິ່ງຂອງ@|@resources@
@ຊັບສິ່ງຂອງ@|@assets@
@ຊັບສິນ@|@property@
@ຊັບສິນ@|@asset@
@ຊັບສິນ@|@wealth@
@ຊັບສິນເງິນຄຳ@|@goods@
@ຊັບສິນເງິນຄຳ@|@property@
@ຊັບສິດ@|@property rights@
@ຊັບສົມບັດ@|@property@
@ຊັບເຈັ້ຍຊັບ@|@blotting paper@
@ຊັບຊຶ່ມ@|@whisper@
@ຊັບຊ້ອນ@|@complex@
@ຊັບທັມມະຊາດ@|@natural resources@
@ຊັບທຳມະຊາດ@|@natural resources@
@ຊັບພະຈອນ@|@natural resources@
@ຊັບພະຍາກອນ@|@natural resources@
@ຊາບ@|@know@
@ຊາບ@|@learn of@
@ຊາບ@|@acknowledge@
@ຊາບເກົ້າຊາບກະຫມ່ອມ@|@know@
@ຊາບເກົ້າຊາບກະຫມ່ອມ@|@understand@
@ຊາບເກົ້າຊາບກະໝ່ອມ@|@know@
@ຊາບເກົ້າຊາບກະໝ່ອມ@|@understand@
@ຊາບຊຶ້ງ@|@impressed@
@ຊາບຊຶ້ງ@|@affected@
@ຊາບຊຶ້ງ@|@touched@
@ຊາບໆ@|@murmur@
@ຊາບໆ@|@sound of low voice@
@ຊາບລາບ@|@stand in line@
@ຊິບ@|@jeep@
@ຊີບ@|@life@
@ຊີບ@|@existence@
@ຊຶບ@|@blot@
@ຊຸບ@|@established@
@ຊຸບຄຳ@|@goldplate@
@ຊຸບເງິນ@|@silverplate@
@ຊຸບທອງ@|@copperplate@
@ຊຸບມີດ@|@temper a knife@
@ຊຸບເຫລັກ@|@temper steel@
@ຊຸບເຫຼັກ@|@temper steel@
@ຊຸບລ້ຽງ@|@look after@
@ຊຸບລ້ຽງ@|@support@
@ຊູບ@|@time@
@ຊູບ@|@occasion@
@ຊູບ@|@times@
@ຊູບຜອມ@|@get thin@
@ຊູບລູບ@|@conical in shape@
@ຊູບລູບ@|@with truncate top@
@ເຊັບຕາມ@|@September@
@ເຊັບເລບ@|@conical in hsape@
@ເຊັບເລບ@|@with truncated top@
@ແຊບ@|@delicious@
@ແຊບ@|@delightful@
@ແຊບຊ້ອຍ@|@very delicious@
@ແຊບແລບ@|@conical in shape@
@ແຊບແລບ@|@with truncated top@
@ໂຊບ@|@thin@
@ໂຊບ@|@skinny@
@ຊົບ@|@sack@
@ຊົບ@|@bag@
@ຊົບລົບ@|@aligned@
@ຊອບ@|@be satisfied with@
@ຊອບ@|@be content with@
@ຊອບກົນ@|@tricky@
@ຊອບໃຈ@|@satisfied@
@ຊອບທັມ@|@righteous@
@ຊອບທັມ@|@ethical@
@ຊອບທຳ@|@righteous@
@ຊອບທຳ@|@ethical@
@ຊອບລອບ@|@conical in shape@
@ເຊີບໆ@|@walk with a slow step@
@ເຊືອບ@|@fall asleep@
@ເຊືອບ@|@nod@
@ຊັມພູມ@|@rose apple tree@
@ຊຳພູມ@|@rose apple tree@
@ຊາມ@|@plate@
@ຊາມ@|@dih@
@ຊາມ@|@bowl@
@ຊາມຊາ@|@temporary@
@ຊາມຊວຍ@|@hardwood tree@
@ຊາມແເນ@|@flat plate@
@ຊາມລ້າງຫນ້າ@|@wash basin@
@ຊາມລ້າງໜ້າ@|@wash basin@
@ຊ່າມ@|@repeatedly@
@ຊິ່ມ@|@whisper@
@ຊີມ@|@taste@
@ຊີມ@|@sip@
@ຊຶມ@|@ooze@
@ຊຶມ@|@soak into@
@ຊຶມ@|@penetrate@
@ຊຶມຊັບ@|@soak up@
@ຊຶ່ມ@|@whisper@
@ຊຸມ@|@group@
@ຊຸມ@|@team@
@ຊຸມກັນ@|@meet together@
@ຊຸມເຂົ້າ@|@banquet@
@ຊຸມເຂົ້າ@|@feast@
@ຊຸມແສງ@|@type of plant used for medicine@
@ຊຸມບ້ງ@|@a large black bird@
@ຊຸມບ້ງ@|@vulture@
@ຊຸມແຊວ@|@meet to celebrate@
@ຊຸມແຊວ@|@visit together and talk@
@ຊຸມນຸມ@|@meet@
@ຊຸມນຸມ@|@organize@
@ຊຸມນຸມຊົນ@|@assebly@
@ຊຸມນຸມຊົນ@|@meeting@
@ຊຸມພູ@|@pink@
@ຊຸມພອນ@|@type of fig tree with edible fruit@
@ຊຸ່ມ@|@humid@
@ຊຸ່ມ@|@wet@
@ຊຸ່ມ@|@damp@
@ຊຸ່ມ@|@moist@
@ຊຸ່ມນ້ຳ@|@water-soaked@
@ຊຸ່ມເຢັນ@|@be humid@
@ຊຸ່ມເຫື່ອ@|@wet with perspiration@
@ຊຸ້ມ@|@hide@
@ຊຸ້ມ@|@conceal@
@ຊຸ້ມກະຕ່າຍ@|@a tree@
@ຊຸ້ມຊ້ອນ@|@hide@
@ຊຸ້ມດັກ@|@waylay@
@ຊຸ້ມດັກ@|@ambush@
@ຊຸ້ມມືດ@|@at nightfall@
@ຊຸ້ມລ້າວ@|@darken@
@ເຊມເລມ@|@ugly@
@ແຊມ@|@pointed knife@
@ແຊ້ມແລ້ມ@|@pointed face@
@ໂຊມ@|@lift up@
@ໂຊມ@|@hold up@
@ໂຊມໂຊງ@|@bending forward to look down at@
@ຊົມ@|@admire@
@ຊົມ@|@praise@
@ຊົມ@|@laud@
@ຊົມຊ້ອນ@|@sexual relations@
@ຊົມເຊີຍ@|@praise@
@ຊົມເຊີຍ@|@admire@
@ຊົມເຊີຍ@|@rejoice@
@ຊົມຊື່ນ@|@pleasant to@
@ຊົມຊື່ນ@|@happy@
@ຊົມຊື່ນ@|@joyful@
@ຊົມຊື່ນຍິນດີ@|@gratified@
@ຊົມຊື່ນຍິນດີ@|@overjoyed@
@ຊົມຈັນ@|@watch the moon@
@ຊົມຕະຫລາດ@|@visit the market@
@ຊົມຕະຫຼາດ@|@go window-shappoing@
@ຊົມເມືອງ@|@go sight-seeing@
@ຊົມພູ@|@pink@
@ຊົມພູທະວີບ@|@India@
@ເຊົາ@|@cease@
@ເຊົາ@|@to stop@
@ເຊົາຈັ້ງ@|@stop@
@ເຊົາຈັ້ງ@|@rest@
@ເຊົາຈັ້ງ@|@remain@
@ເຊົາເສັ້ຍເຖີດ@|@stop@
@ເຊົາເສິກ@|@cease fire@
@ເຊົາເສິກ@|@stop war@
@ເຊົານົມ@|@be weaned@
@ເຊົາເມື່ອຍ@|@time break@
@ເຊົາເມື່ອຍ@|@a rest@
@ເຊົາຢັ້ງ@|@stop@
@ເຊົາຢັ້ງ@|@reat@
@ເຊົາວຽກ@|@stop work@
@ເຊົາເຮັດ@|@stop doing@
@ເຊົາວະເລກ@|@shorthand@
@ເຊົາວະເລກ@|@rapid-writing@
@ເຊົາແຮງ@|@take a break@
@ເຊົາແຮງ@|@a rest@
@ເຊົ່າ@|@rent@
@ເຊົ່າຊ່ວງ@|@sublease@
@ເຊົ່າຊ່ວງ@|@subrent@
@ເຊົ່າຊື້@|@buy on the installment plan@
@ເຊົ່າເຮືອນ@|@rent a house@
@ເຊົ້າ@|@morning early@
@ເຊົ້ານີ້@|@this morning@
@ເຊົ້າມືດ@|@dawn@
@ຊາວ@|@twenty@
@ຊາວຫນື່ງ@|@a score@
@ຊາວຫນື່ງ@|@twenty@
@ຊາວໜື່ງ@|@a score@
@ຊາວໜື່ງ@|@twenty@
@ຊາວເອັດ@|@twenty-one@
@ຊາວເກາະ@|@islander@
@ຊາວເຂົາ@|@mountainer@
@ຊາວເຂົາ@|@mountain dweller@
@ຊາວຈີນ@|@Chinese@
@ຊາວສວນ@|@gardener@
@ຊາວສວນ@|@farmer@
@ຊາວດອຍ@|@mountaineer@
@ຊາວຕາເວັນຕົກ@|@Westerner@
@ຊາວຕາເວັນຕົກ@|@Occidental@
@ຊາວຕາເວັນອອກ@|@Easterner@
@ຊາວຕາເວັນອອກ@|@Oriental@
@ຊາວໃຕ້@|@southerner@
@ຊາວຕ່າງປະເທດ@|@foreigner@
@ຊາວທະເລ@|@seaman@
@ຊາວທະເລ@|@mariner@
@ຊາວໄທ@|@Thai@
@ຊາວນາ@|@farmer@
@ຊາວນາ@|@peasant@
@ຊາວນາ@|@cultivator@
@ຊາວນິຄົມ@|@settler@
@ຊາວບ້ານ@|@villager@
@ຊາວບ້ານ@|@neighbor@
@ຊາວບ້ານນອກ@|@rura@
@ຊາວບ້ານນອກ@|@people@
@ຊາວປະມົງ@|@fisherman@
@ຊາວປ່າ@|@forest people@
@ຊາວຝລັ່ງ@|@French@
@ຊາວພຸດ@|@Buddhist@
@ຊາວພື້ນເມືອງ@|@city dweller@
@ຊາວພື້ນເມືອງ@|@native@
@ຊາວພື້ນເມືອງ@|@indigene@
@ຊາວເມືອງ@|@citizen@
@ຊາວຢຸໂຣບ@|@European@
@ຊາວລົດ@|@crew of a vehicle@
@ຊາວໂລກ@|@inhabitants of the world@
@ຊາວວັງ@|@people of the palace@
@ຊາວເຫນືອ@|@northerner@
@ຊາວເໜືອ@|@northerner@
@ຊາວໄຮ່@|@hillside farmer@
@ຊາວເຮືອ@|@crew of a boat@
@ຊ່າວ@|@clear land@
@ຊ່າວນາ@|@clear a ricefield@
@LaoWord@|@English@
@ຍ@|@the eight consonant of the Lao alphabet@
@ຍະ@|@separate@
@ຍະອອກ@|@speared apart@
@ຍະຂາ@|@spend the legs@
@ຍະສະ@|@honor@
@ຍະສະ@|@reputation@
@ຍະສະ@|@renown@
@ຍະໂສ@|@conceited@
@ຍະຕິ@|@restraint@
@ຍະຕິ@|@control@
@ຍະຕິ@|@cessation@
@ຍະກະນະ@|@liver@
@ຍະຊຸຣະເວດ@|@the name of the second book of the Brahman Bible which treats of magic spells and how to use them@
@ຍະຕິທັງ@|@the artificial pause observed between the rhymed word and the following word in reading poety@
@ຍະຖາ@|@comparatively similarly@
@ຍະຖາການ@|@at the proper time@
@ຍະຖາກັມ@|@at random@
@ຍະຖາກຳ@|@at random@
@ຍະຖາພູຕະຍານ@|@knowledge of the truth@
@ຍະມະ@|@pair@
@ຍະມະ@|@couple@
@ຍະມະກະປະຕິທານ@|@supernatural demonstration by proofs in pairs given by the Buddha to non-Buddhist priests to prove his superiority@
@ຍະມະກະ@|@name of the Buddhist Bible dealing with dharma@
@ຍະມະການ@|@the repetition sign@
@ຍະວະດີ@|@young lady (poetic)@
@ຍະວະນາລີ@|@young woman@
@ຍະວະຣາດ@|@crown prince@
@ຍາ@|@honorable@
@ຍາຄູ@|@monk@
@ຍານະ@|@vehicle of any kind@
@ຍານະ@|@litter or palanquin@
@ຍາກະ@|@small carriage@
@ຍານີ@|@one endowed with knowledge or intelligence@
@ຍາພໍ່@|@honorific to father or an older man@
@ຍາມະ@|@period of three hours@
@ຍາມະໂຍກ@|@an auspicious time@
@ຍາມາ@|@the third of seven stages in paradise@
@ຍາແມ່@|@honorific applied to mother or an older woman@
@ຍາຈະນາ@|@request@
@ຍາຈະນາ@|@demand@
@ຍາຈະນາ@|@requisition@
@ຍາຊະກະ@|@one who officiates at a sacrifice@
@ຍາຕະນາ@|@torment@
@ຍາຕະນາ@|@pain@
@ຍາຕິ@|@brothers and sisters@
@ຍາຕິ@|@blood relative@
@ຍາຕິກາ@|@blood relative@
@ຍາຕິພີ່ນ້ອງ@|@relatives and friends@
@ຍາຕິພົງພັນ@|@relatives@
@ຍານຸມາດ@|@royal palanquin@
@ຍາປະນະ@|@the preservation of all life@
@ຍາມັກການ@|@diacritical mark@
@ຍາມິກ@|@guardian@
@ຍ່າ@|@paternal grandmother@
@ຍ່າທວດ@|@great grandmother@
@ຍ່າເຖົ້າ@|@grandmother@
@ຍີ@|@stamp on@
@ຍີ@|@knead@
@ຍີ@|@rub with a circular motion@
@ຍີຍ່ອງ@|@crumple by hand or foot@
@ຍີ່@|@second(in order)@
@ຍີ່ສຸນ@|@the African marigold@
@ຍີ່ໂຖ@|@the ornamental shrub@
@ຍີ່ໂຖ@|@oleander@
@ຍີ່ບາ@|@epiphytic fern@
@ຍີ່ປຸ່ນ@|@Japan@
@ຍີ່ຫໍ້@|@brand@
@ຍີ່ຫໍ້@|@make@
@ຍີ່ຫໍ້@|@trade name@
@ຍີ່ຫໍ້@|@trademark@
@ຍີ່ຫຸບ@|@a shrub with large leaves and white flowers@
@ຍີ່@|@second (lunar month)@
@ຍຶໆ@|@swarming with maggots@
@ຍຸ@|@cajole@
@ຍຸ@|@rouse@
@ຍຸເຍົ້າ@|@deceive@
@ຍຸເຍົ້າ@|@incite@
@ຍຸເຍົ້າ@|@rouse@
@ຍຸຍົງ@|@incite@
@ຍຸຍົງ@|@exhort@
@ຍຸຍົງ@|@persuade@
@ຍຸຍົງສັບສໍ່@|@slander@
@ຍຸແຫຍ່@|@incite dissension@
@ຍຸຄັນຕະ@|@the end of the world@
@ຍຸວາດ@|@the great wind which will destroy the world@
@ຍຸຕິ@|@end@
@ຍຸຕິ@|@stop permanently@
@ຍຸທັມ@|@just@
@ຍຸທັມ@|@impartial@
@ຍຸທຳ@|@just@
@ຍຸທຳ@|@impartial@
@ຍຸບົນ@|@the heart of a text@
@ຍຸຄັນທອນ@|@the mountain chain surrounding the center of paradise@
@ຍຸຣົບ@|@Europe@
@ຍຸວະ@|@young@
@ຍຸວະ@|@young man@
@ຍຸວະຊົນ@|@adolescent@
@ຍຸແຍ່@|@incite@
@ຍຸຍົງ@|@exhort@
@ຍຸຕິທຳ@|@just@
@ຍຸຕິທຳ@|@impartial@
@ຍຸຕິທຳ@|@justice@
@ຍຸຕິທຳ@|@fair@
@ຍຸທະວີທີ@|@tactic@
@ຍຸດທະສາດ@|@strategy@
@ຍຸພາ@|@pretty girl@
@ຍຸຣະຍາດ@|@walk@
@ຍຸຣະຍາດ@|@go@
@ຍຸຣະຍາດ@|@move@
@ຍຸຣະຍາດ@|@travel (poetic)@
@ຍຸວະດີ@|@young lady (poetic)@
@ຍຸວະນາຣີ@|@young woman@
@ຍຸຣາດ@|@crown prince@
@ຍູ@|@broom@
@ຍູກວາດ@|@broom@
@ຍູປັດ@|@broom@
@ຍູຖະ@|@herd@
@ຍູຖະ@|@flock@
@ຍູຖະ@|@group@
@ຍູຖິກາ@|@jasmine@
@ຍູທ່າງ@|@amuse oneself@
@ຍູທ່າງ@|@enjoy oneself@
@ຍູນານ@|@Yunnan@
@ຍູນານ@|@province of South China@
@ຍູ່@|@crumple@
@ຍູ່@|@be crumbed@
@ຍູ່@|@crush@
@ຍູ່@|@be wrinkled@
@ຍູ່ຍີ່@|@wrinkled@
@ຍູ່ຍີ່@|@creased@
@ຍູ້@|@push forward@
@ຍູ້@|@push@
@ຍູ້@|@support@
@ຍູ້ຫນູນ@|@help@
@ຍູ້ຫນູນ@|@support@
@ຍູ້ໜູນ@|@help@
@ຍູ້ໜູນ@|@support@
@ຍຸ້ມສົບ@|@to pucker up@
@ຍູງ@|@mosquito@
@ຍູງ@|@peacock@
@ເຍຊູ@|@jesus@
@ແຍະ@|@unfold@
@ແຍະ@|@open out@
@ແຍະ@|@break open@
@ແຍະ@|@separate@
@ແຍ@|@hold out@
@ແຍມື@|@hold out the hand@
@ແຍ້@|@truth@
@ແຍ້@|@reality@
@ແຍ້@|@the real object as opposed to the picture or name@
@ໂຍະ@|@a type of slacked@
@ໂຍະ@|@loosed@
@ໂຍະ@|@moderate@
@ໂຍະຍານ@|@move one part smoothly within another@
@ໂຍ@|@provoke@
@ໂຍຄະ@|@yoga@
@ໂຍຄະ@|@action of composition@
@ໂຍຄະສາດ@|@aeronautical science@
@ໂຍຄີ@|@practitioner’s of yoga@
@ໂຍໂສ@|@bad@
@ໂຍໂສ@|@pretentious@
@ໂຍຊະນາ@|@name of a Pali treatise on syntax@
@ໂຍທາ@|@public works@
@ໂຍນີ@|@uterus@
@ໂຍນີ@|@birth@
@ໂຍນີ@|@origin@
@ໂຍນົກ@|@ancient name for the Greek people@
@ໂຍນົກ@|@a northern tribe@
@ໂຍນົກ@|@ancient kingdom of northern Laos and Thailand@
@ໂຍຄະຈັກຂຸ@|@clairvoyance@
@ໂຍຄະນິດທາ@|@period of time in a trance when external influences are not sensed@
@ໂຍຄາວະຈະຣະ@|@patient person@
@ໂຍທະກາ@|@a large hook@
@ໂຍທະກາ@|@an anchor@
@ໂຍທາ@|@manual labor@
@ໂຍທາທິການ@|@public work@
@ໂຍທີ@|@warrior@
@ໂຍນິໂສ@|@appropriately@
@ໂຍນິໂສ@|@suitably@
@ໂຍນິໂສ@|@clearly@
@ໂຍນິໂສມະນະສິການ@|@good comprehension@
@ໂຍ້@|@not firm@
@ໂຍ້@|@not straight@
@ໂຍ້ເຍ້@|@not firm@
@ໂຍ້ເຍ້@|@not straight@
@ເຍາະ@|@tap or strike softly@
@ເຍາະເຍີ້ຍ@|@deride@
@ເຍາະເຍີ້ຍ@|@mock@
@ຍໍ@|@to lift@
@ຍໍ່@|@a part of the intestine of bovines@
@ຍໍ@|@a kind of plant@
@ຍໍມືນົບ@|@salute with hands joined@
@ຍໍໃຫ້@|@offer@
@ຍໍໃຫ້@|@give@
@ຍໍໃຫ້@|@present to@
@ຍໍຄໍ@|@stretch the neck to see better@
@ຍໍໂຄກ@|@tree whose wood and bark are used for red dye@
@ຍໍແສງ@|@fade(as sunlight)@
@ຍໍສົ້ມ@|@bush with medicinal roots@
@ຍໍຂຶ້ນ@|@lift@
@ຍໍຍົກ@|@raise@
@ຍໍມື@|@raise the hand in greeting@
@ຍໍໃສ່ເກົ້າ@|@jion hands over the head in sign of respect or submission@
@ຍໍມືສາທຸ@|@salute in honor with palms joined@
@ຍໍດົງ@|@bush@
@ຍໍບ້ານ@|@bush having edible fruit@
@ຍໍ່ຊີ້ນ@|@a part of the intestine of bovines@
@ຍໍ່ແຍ້@|@meat paste@
@ຍໍ່ແຍ່@|@weak@
@ຍໍ່ແຍ່@|@weak@
@ຍໍ້@|@feeble@
@ຍໍ້ທໍ້@|@Lao-Thai tribe of upper Mekong@
@ຍໍ້ທໍ້@|@discouraged@
@ຍໍ້ຫຍັນ@|@tired@
@ເຍີ@|@mock@
@ເຍີ@|@the first man and woman@
@ເຍີ້@|@Adam and Eve@
@ເຍັຽະ@|@giant@
@ເຍັຽະ@|@do@
@ເຍັຽະ@|@make@
@ເຍັຽ@|@work@
@ເຍັຽ@|@storehouse@
@ເຍັຽເຂົ້າ@|@granary@
@ເຍັຍ@|@rice granary@
@ເຍັຍ@|@storehouse@
@ເຍັຍເຂົ້າ@|@granary@
@ເຍືອ@|@rice granary@
@ເຍື້ອໄຍ@|@long (of time)@
@ເຍື້ອໄຍ@|@connect@
@ຍົວະ@|@link@
@ຍົວະ@|@persuade@
@ຍົວະເຍົ້າ@|@act or believe@
@ຍົວະເຍົ້າ@|@incite maliciously@
@ຍົວະເຢີ້ຽ@|@propagandize beneficially@
@ຍົວະເຢີ້ຽ@|@tease@
@ຍົວະເຢີ້ຽ@|@ridicule@
@ຍົວະເຢີ້ຽ@|@deride@
@ຍົວະເຢີ້ຽ@|@ridicule@
@ຍົວະໃຫ້ຕື່ນເຕັ້ນ@|@deride@
@ຍົວະໃຫ້ໂມໂຫ@|@excite@
@ຍົວະໃຫ້ໂມໂຫ@|@anger@
@ຍົວຣະຍາດ@|@provoke@
@ຍົວຣະຍາດ@|@walk@
@ຍົ່ວໆ@|@go (poetic)@
@ຍົວຍວນ@|@swarming@
@ຍົ່ວຍວຍ@|@provoke@
@ໃຍ@|@excite love@
@ໃຍບາງໆທີ່ຫຸ້ມແກ່ນ@|@fiber@
@ໃຍແມງມຸມ@|@endocarp@
@ໃຍ່ໆ@|@spider thread@
@ເຍົາ@|@in file@
@ເຍົາ@|@very tired@
@ເຍົາ@|@exhausted@
@ເຍົາ@|@prostrate@
@ເຍົາ@|@very sick@
@ເຍົາ@|@mortally ill@
@ເຍົາ@|@very sick@
@ເຍົາຂາວ@|@mortally ill@
@ເຍົາແດງ@|@red flowers@
@ເຍົາເລືອດ@|@bush used medicinally for colic@
