@English@|@Sanskrit@
@one who talks@|@bhaashin.h@
@one who wishes good@|@hitaishhin.h@
@one who works slowly@|@diirgha-suutra@
@one with far-sight especially a statesman@|@duuradarshii@
@one with money@|@arthavaan.h@
@one with six legs (insect); here@|@shhaT-pada@
@one without a second@|@ekamevaadvitiiyaM@
@one without an eye@|@achakshus.h@
@one without flowers@|@apushhpa@
@one without fruit@|@aphala@
@one without money@|@adhana@
@one-pointed@|@ekaagra@
@one's own@|@nija@
@one's own country@|@svadesha@
@one's own ends@|@svaartha@
@one's prescribed duties@|@svadharmaH@
@one's true nature@|@svaruupa@
@one's+duty(normal work)@|@nijakarma@
@only@|@maatra@
@oozing@|@syandin.h@
@open@|@phulla, vyatta@
@opened@|@unmiilita@
@opening@|@unmishhan.h@
@opinion@|@matiH@
@Opinion@|@mata@
@opposition@|@virodha@
@options@|@prakaara@
@opulence@|@vibhuutiM@
@opulences@|@prabhavaM, vibhuutayaH, vibhuutibhiH, vibhuutinaaM@
@or@|@athavaa, vaa@
@or body part@|@aN^ga@
@or created)@|@jaata@
@or else@|@aaho@
@or end@|@antaM@
@or in other words@|@athau@
@or one who keeps night watch too much@|@jagrataH@
@or the source@|@yonii@
@or thro' Veda@|@shrutena@
@or Vedic study@|@adhyayanaiH@
@or Visnu@|@yaGYaarthaat.h@
@or while eating together@|@bhojaneshhu@
@orange colour@|@kesaravarNaH@
@orator@|@vaktR^i@
@ordered@|@aadishhTa@
@Ordinary@|@nirvisheshha@
@ordinary family man@|@sa.nsaariNo@
@organ of sense or action@|@indriya@
@organization@|@saN^gha, saNghaTana@
@origin@|@prabhavaM@
@original@|@aadyaM, puNyaH@
@ornament@|@bhuushhaNa, vibhuushhaNa@
@ornament (Nr.nom.sing.)@|@bhuushanaM@
@ornaments@|@aabharaNaM@
@other@|@anyaM, anyat.h, anyathaa, apara, para@
@Other@|@itara@
@other end@|@paraardha@
@other person@|@anya@
@others@|@anyaan.h, anye, aparaan.h, aparaaNi, apare@
@our@|@asmadiiyaiH@
@our study@|@tejasvinaavadhiitamastu@
@out of boundless compassion@|@kR^ipayaa.apaare@
@out of envy@|@abhyasuuyantaH@
@out of fear@|@bhayaat.h, bhayena, bhiitaani, bhitaaH@
@out of foolishness@|@pramaadaat.h@
@out of infatuation+ will give@|@mohaaddaasyati@
@out of its own accord@|@yadR^ichchhaa@
@out of love@|@praNayena@
@out of many thousands@|@sahasreshhu@
@out of pride@|@dambhena@
@outbreathing@|@rechaka@
@outside@|@bahiH@
@outskirts@|@abhyaasha@
@over@|@saMpuurNam.h@
@overcome@|@taranti, vashii+kR^i@
@Overking of kings@|@raajaadhiraaja@
@overlordship@|@aadhipatyaM@
@overly@|@ekaantaM@
@overpowered@|@upahata@
@overseer@|@upadrashhTaa@
@overwhelmed@|@aavishhTaH, aavishhTaM@
@own@|@svaM@
@ownership@|@aadhipatyaM@
@oyster@|@shuktiH@
@paarvati@|@girijaa@
@pact@|@samaya@
@pain@|@piDaa@
@palace@|@praasaada@
@palatable@|@ishhTaaH, priyaaH@
@pApa+AcharaNa@|@paapaacharaNaM@
@parched@|@aardita@
@parrot@|@shuka@
@parrot green)@|@shukaharitaH@
@part@|@a.nsha, a.nshena@
@part of itihas (history)@|@mahaabhaarataH, raamaayaNaH@
@Part of the day@|@prahara@
@particular@|@visheshha@
@particularly disciplined@|@viniyataM@
@particularly taking shelter@|@vyapaashritya@
@pArvatI@|@umaa@
@passage to heaven@|@svargatiM@
@passed@|@vyara.nsiit.h@
@passionate@|@raagavati@
@past and future)@|@kaalatraya@
@Past IIIP pl.PP) took birth; were born@|@jaGYire@
@path@|@adhvaan.h, sarani, vartma@
@patient@|@dhiiraM, rogii@
@pattern of sword@|@churikaabandha@
@pay attention@|@kurvavadhaanaM@
@peace@|@shaa.ntiH, shaanta, shaantiH, shaantiM@
@peaceful@|@shaantaH@
@peacock@|@shikhi.n@
@peacock (whose food is snakes)@|@naagaashana@
@pearls@|@maNigaNaaH@
@pearls or released@|@muktaanaaM@
@pebbles@|@loshhTra@
@penance@|@tapaH@
@people@|@janaH@
@perfect@|@niratiyasha, paramaH, siddhaH@
@perfect beings@|@siddhasaN^ghaaH@
@perfect illusion@|@sammohaH@
@perfect one@|@puurNaH@
@perfect peace@|@shantiM@
@perfection@|@purNatva@
@perfectly befooled@|@vimuuDhaan.h@
@perfectly done@|@svanushhThitaat.h@
@perfectly protected@|@abhirakshitaM@
@perfectly satiated@|@santushhTaH@
@perforce@|@sahasaa@
@perform@|@karishhyasi@
@performance of yajna@|@yaGYaH@
@performances@|@kriyaaH@
@performing@|@aacharaan.h, kurvaaNaH@
@perishable@|@antavantaH, antavat.h@
@perl@|@maaNikya@
@permanent@|@chirakaala, shaashvataH@
@permanently@|@chira@
@permitter@|@anumantaa@
@perpetually engaged@|@nityayuktaaH@
@perplexed@|@vibhraantaaH@
@person@|@purushhaH@
@person glowing with@|@shobhini@
@personal mental attributes@|@svabhaava@
@personal opulences@|@aatmavibhuutayaH@
@personality@|@vyaktiM, vyaktitva@
@persons@|@janaaH@
@persons conversant with the Vedas@|@vedavidaH@
@persons who do not know the value of life@|@anaarya@
@persons with a poor fund of knowledge@|@akR^itsnavidaaH@
@pertaining to Narasimha@|@naarasi.nhii@
@pertaining to Tantra@|@taantrik.h@
@pertaining to the body@|@kaayikaa@
@pertaining to the three modes of material nature@|@traiguNya@
@perturbed@|@pravyathita, pravyathitaaH, pravyathitaM@
@pervaded@|@tataM, vyaaptaM@
@pervading@|@vishhTabhya, vyaapya@
@perverse@|@pratinivishhTa@
@pestle@|@musala@
@petty@|@kshudraM@
@physics@|@bhoutikashaastram.h@
@pichkaari@|@sechananaalaH@
@picture@|@chhavii@
@Piece@|@lava@
@pierce@|@bheda@
@piercing@|@bhedana@
@pigeon@|@kapota@
@pill@|@gulikaa@
@pious@|@puNyaM, sukR^itasya@
@pious activities@|@sukR^itaM@
@pitambharam@|@vasanaM@
@pivotal region?@|@sakthinii@
@pl.)@|@puujya.nte@
@place@|@aayatana, bhavana, sthaana, sthaanaM@
@place for performing sacrifices@|@parnashala@
@place near Calcutta@|@dakshiNeshvara@
@place of miseries@|@duHkhaalayaM@
@place of work@|@kaaryaalayaH@
@place on the chest@|@urasthala@
@placed in transcendence@|@aatmasa.nsthaM@
@placing@|@pratishhThaapya, sthaapayitvaa, vidhaana@
@plan@|@saN^kalpaH@
@plane@|@vimaanam.h@
@Planet@|@graha@
@Planet in its own sign@|@svakshetra@
@planetary systems@|@lokeshhu@
@Planetary War@|@yuddha@
@Planets on one side of the Nodal Axis of Rahu-Ket@|@kaalasarpayoga@
@plantain@|@rambhaaphala@
@platform@|@maadhyam.h@
@play@|@kriiDaa@
@Play@|@paNa@
@playing cards@|@gaJNjiiphaa@
@plays@|@kriiDati@
@pleasable@|@aaraadhya@
@pleasant to mind@|@manoraJNjana@
@please@|@kR^ipayaa@
@please explain@|@aakhyaahi@
@please keep@|@sthaapaya@
@please maintain and cultivate@|@paripaalaya@
@please tell@|@vada@
@pleased in mind@|@priitamanaaH@
@pleasing one another@|@bhaavayantaH@
@pleasing to the heart@|@hR^idyaaH@
@pleasure@|@priitiH, shaanta@
@pleasure-loving age@|@kaliyuga@
@plentiful@|@udvarta@
@plentitude@|@baahulya@
@plenty@|@vipulaM@
@plowing@|@kR^ishhi@
@plural@|@anekavachanaM, bahuvachanaM@
@poet@|@kavi, kaviH@
@poetry@|@kaavya, kavitaa, kavya@
@pointer@|@suuchi@
@poison@|@haalaahala, halaahala, vishha@
@poison-like@|@vishhopameyaM@
@poll@|@sarvekshaNam.h@
@pompous ceremonies@|@kriyaavisheshha@
@pond@|@jalaashaya, taDaagaH@
@ponytail@|@veNii@
@poor@|@nirdhana@
@Porter@|@vahaa@
@portrait@|@chhavii@
@position@|@aayatana, sthaana, sthiti@
@possessing or controlling@|@aatmakaH@
@possessiveness@|@abhinivesha@
@possible@|@shakya@
@post@|@preshhayaami@
@post graduate@|@snaatakottara@
@post or send@|@preshhayanti@
@posting@|@preshhaNaM@
@postings@|@preshhaNaani@
@postures especially with hands and face@|@mudraa@
@postures)@|@viniyogaH@
@pot@|@ghaTa@
@potion to cause immortality@|@amR^ita@
@poverty@|@daaridrya@
@poverty (alaxmiH is opp. of laxmiH)@|@alakshmiH@
@poverty; shortage@|@daridrataa@
@power; might@|@shaktiH@
@powerful@|@balavaan.h, ugra@
@powers@|@siddhiM@
@practical@|@shakyaH@
@practice@|@abhyasanaM, prayoga, saadhanaa@
@practiced by@|@jushhTaM@
@practicing@|@samaacharan.h, yuJNjan.h@
@practise / observance@|@charyaa@
@practises this brahma science@|@brahmaadyaacharaNaM@
@Prahlada@|@prahlaadaH@
@praise@|@sha.nsa, stuti, stutiH, stuva.nti@
@praised@|@nuta, stuta, vandita@
@praises@|@abhinandatii@
@praising@|@guNan.h@
@prakRitii@|@maayaa@
@pranava@|@ekamaksharaM@
@pray@|@praarthe@
@pray for@|@praarthayante@
@Prayer@|@praarthanaa@
@preaching@|@bodhayantaH@
@precious stones@|@ratna@
@precise (literally@|@parichhinna@
@predominance@|@abhyutthaanaM@
@Prefix@|@upasarga@
@pregnancy@|@garbhaM@
@prepare food@|@pachanti@
@prepared@|@sannaddhaH@
@prepared to risk life@|@tyaktajiivitaaH@
@preposition@|@abhi@
@prescribed@|@niyatasya, vihita@
@prescribed according to one's nature@|@svabhaavaniyataM@
@prescribed duty@|@kartavyaM@
@present@|@preshhayaami, preshhayet.h, samupasthita, samupasthitaM, utthitaa, vartamaanaani, vartamana@
@Present@|@vartamaana@
@present or future)@|@kadaachit.h@
@present participle of ishh@|@ichchhan.h@
@pretender@|@mithyaachaaraH@
@previous@|@puurva@
@pride@|@dambhaH, darpaM@
@pride (masc)@|@darpa@
@pridelessness@|@adambhitvaM@
@priest@|@pujaarii, purohita@
@Primordial Sound@|@AUM@
@printing@|@mudraNa@
@pRishhThe+bhaanuH@|@pR^ishhThebhaanuH@
@prisoner@|@bandii@
@procedure/practice/custom@|@riitiH@
@procrastinates@|@diirgha-suutra@
@procrastinating@|@diirghasuutrii@
@procure@|@sachanta@
@produced@|@udbhavaM@
@produced by the material nature@|@prakR^itijaan.h@
@produced from the churning of the ocean@|@amR^itodbhavaM@
@produced of@|@sambhavaaH, sambhavaan.h, samudbhavaan.h, utthaM@
@production@|@sambhavaH, utpatti@
@Progeny@|@apatya@
@programme@|@samaaroha@
@progress@|@gatiM@
@proktAn.h + ena + eva:said + this + alone@|@proktaanyenaiva@
@prominent@|@prauchchaarita@
@prone to end@|@kshara@
@pronunciation@|@uchchaara@
@proof@|@praamaaNyaM@
@proper@|@samaachiina, samyak.h@
@propoganda@|@prasaaraH@
@proprietorship@|@kartR^itvaM@
@prosperity@|@abhyudaya, bhaagyodaya, sampatti, samunnati@
@prosperous@|@R^iddhaM@
@protect@|@paahi@
@protect me from the northern direction@|@avottaraattaat.h@
@protecting armour@|@rakshaaM@
@protecting RAma@|@raamabhadraaya@
@protection@|@avana, kR^ipaachhaayaa, kshemaM, rakshaa, rakshaNa, rakshya, traaNa@
@Protection@|@paripaalana@
@protector@|@adhipa, rakshakaH@
@Protector@|@naatha@
@proud@|@avalipta@
@prowess@|@tejaH@
@prrotect@|@ava@
@psychic centre in humans@|@chakra@
@publication@|@mudraNa@
@Publication@|@prakaashana@
@punaH+api@|@punarapi@
@punditry; expertise or scholarliness@|@paa.nDityaM@
@pungent@|@tiikshNa@
@punishment@|@da.nDaH@
@Purana@|@puraaNaaH@
@pure@|@amalaan.h, kevala, niraJNjana, shuchiH, shuddha, svachchha, vishuddha@
@pure consciousness@|@chit.h@
@Pure Planets i.e. Waxing Moon@|@saatvika@
@purification@|@sa.nshuddhiH, shodhana, taapasa@
@purification acquired by virtuous deeds@|@puNya@
@purification of one's existence@|@sattvasa.nshuddhiH@
@Purificationary rite@|@kriyaa@
@purified@|@kevalaiH, nirmalaM, puuta@
@purified butter@|@ghR^ita@
@purifying@|@paavanaani@
@purposeless/in vain/danger-productive@|@anarthaM@
@purposelss@|@vyartha@
@Purujit@|@purujit.h@
@put into degradation@|@avasaadayet.h@
@put under regulations@|@vyavasthitau@
@putting aside@|@visR^ijya@
@Quadrupedal signs@|@chatushhpaada-raashi@
@qualified@|@samanvitaH@
@qualities@|@guNa@
@Quality@|@prata@
@question@|@prashnaM@
@quick@|@kshana, kshipra, tvarita@
@quitting@|@muktvaa, tyajan.h@
@quitting the body@|@utkraamantaM@
@quiver(arrow receptacle)@|@tuuNa@
@raama \& lakshmaNa@|@raamalakshmaNau@
@raama who gives the well-being@|@raamabhadra@
@raamarakshA (hymn)@|@raamarakshaaM@
@raasa dance@|@raasalaasya@
@rabbit@|@shasha@
@race@|@gotra@
@Radha@|@raadhaa@
@radiant@|@a.nshumaan.h, ujjvala@
@radiant energy@|@tejasa@
@rage@|@raudra@
@RAghava (RAma)@|@raaghavaH@
@rags?@|@ka.nthaa@
@rain@|@parjanyaH, varshhaM, vR^ishhTi@
@raised@|@uurdhva@
@rajaH \&tamaH@|@guNatrayaH@
@rajas and tamas)@|@triguNa@
@rAma@|@raamacha.ndraH, raamaM, raamo, shriiraamacha.ndram.h@
@Rama@|@raama, raamaH, raghunandana@
@rAma armour or rama- protection@|@raamarakshaa@
@rAma+iti saying thus rAma@|@raameti@
@rAma-armour@|@raamakavachaM@
@rAmaa's@|@raamasya@
@rAmachandra@|@raamacha.ndra, raamacha.ndram.h@
@rare@|@virala@
@rare (thing)@|@durlabhaM@
@ravaNa@|@paulastya@
@rAvaNasya ariM@|@raavaNaarim.h@
@ray@|@kiraNa@
@rays@|@mariichi, nikaH@
@reach us@|@ya.ntu@
@reached (past part.)@|@gataM@
@read@|@apaTham.h, paThaami@
@reading@|@paThanaM@
@reads@|@kaamamadhiite@
@ready@|@aatta@
@ready to strike@|@prahR^ittaM@
@real intelligence@|@buddhiyogaM@
@really@|@hi, nanu, nuunaM@
@reason@|@kaaraNa, kaaraNam.h@
@rebirth@|@punarjanma@
@recalls@|@smaret.h@
@received@|@praaptaM@
@recently@|@adhunaa@
@Recitation@|@japa@
@recollect@|@smarati@
@recreation@|@vihaarasya@
@red@|@rakta@
@red (adj); blood (neut)@|@shoNita@
@red scent@|@raktaga.ndha@
@red-coloured@|@raagavati@
@reference@|@sandarbha@
@refined@|@sa.nskR^ita@
@Reflection@|@manana@
@reflectively illumined like planets or moon@|@paraprakaashita@
@Refuge@|@sharaNa@
@Refugee@|@sharaNaarthii@
@regained@|@labdhaa@
@Regal planets - Sun@|@raajasika@
@regularly@|@nityashaH@
@regularly perform@|@anutishhThanti@
@regulating@|@niyamya, viniyamya@
@regulations@|@niyamaM@
@rejoices@|@prahR^ishhyet.h@
@related to Shiva who is known as shambhu@|@shaambhavii@
@relation / connection@|@ambandha@
@relatives@|@bandhuun.h, bandhuvargaH, sambandhinaH@
@release (Verb)@|@mukshiya@
@released@|@muktaH@
@releases@|@traayate@
@religion@|@dharma, dharme@
@religious (used in plural )@|@dharmyaaNi@
@religious ceremony@|@kriyaa@
@religiousness@|@aastikyaM@
@remain@|@tishhThasi@
@remain alive@|@jivyate@
@remainderless@|@niHsheshha@
@remaining@|@sheshha@
@remains@|@aaste, avashishhyate, avatishhThati, sthaasyati, varteta@
@remedy@|@chikitsaka@
@remember@|@smaraami@
@remembered@|@smR^ita@
@remembering@|@anusmaran.h, bhaavitaaH, sa.nsmR^itya@
@remembers@|@smaret.h@
@remnants of food eaten by others@|@uchchhishhTaM@
@removed@|@nirasta@
@remover@|@chhettaa, haariNii@
@render service@|@bhajanti@
@render services@|@bhajante@
@renders transcendental loving service@|@bhajate@
@renouncer@|@parityaagii, sa.nnyaasii@
@renowned@|@prathita@
@renunciation@|@nyaasaM, parityaagaH, sa.nnyaasaM, tyaagaH, tyaagaM, vairaagyaM@
@renunciation of the results of fruitive action@|@karmaphalatyaagaH@
@renunciation of work@|@sa.nnyaasaH@
@repeated@|@santata@
@repeated births and deaths@|@janmanaaM@
@repeatedly@|@bhuuyaH, muhurmuhuH@
@repression@|@nigrahaH@
@repulsion@|@avadhiiraNaa@
@reputation@|@kiirtiM, yashaa.nsi@
@request@|@praarthe@
@resembling lakshmii@|@shriidaruupa@
@reservoir@|@nidhi@
@reside@|@vatsya@
@residence@|@bhavana, nivaasa@
@residing@|@tishhThantaM@
@residing in the heart@|@antaraatmaa@
@resigning@|@aadhaaya@
@resolute in KRishhNa consciousness@|@vyavasaayaatmikaa@
@resolution@|@saN^kalpaH@
@resort/surrender@|@sharaNaM@
@resounding@|@abhyanunaadayan.h@
@resourcefulness@|@daakshyaM@
@respect@|@gauravaM, satkaara@
@Respect@|@maana@
@respectful prefix@|@shriimad.h@
@respite@|@viraamaH@
@resplendant@|@uparanjitaiH@
@responsibility@|@dhuraa@
@responsible for life's existence@|@jivadhaaraNakaari@
@resting place@|@aayaatana, nidhaanaM@
@restraint@|@ayama@
@result@|@nishhkarshhaH, pariNaamaH@
@result of pious work@|@puNyaphalaM@
@results@|@phalaani, phalaiH, phalaM@
@results )@|@phaladaa@
@retriction@|@bandhana@
@Retrograde@|@vakra@
@return@|@aavR^ittiM@
@return(Verb Pr.III P. plural PP)@|@nivarta.nte@
@returned@|@gataH@
@returning@|@aavartinaH@
@revealed scripture@|@shaastraM@
@revel; enjoy (Vr.Pr.III P Pl.AP)@|@rama.nte@
@revels@|@nandati@
@revels alone/revels indeed@|@nandatyeva@
@revival of consciousness@|@buddhisa.nyogaM@
@revolting )@|@biibhatsa@
@reward@|@bhajaami@
@right@|@adhikaaraH, nyaayyaM@
@right side@|@dakhiNa@
@righteous@|@dharmaatmaa, puNyaaH@
@rightly@|@sthaane@
@ring@|@kuNDala@
@ripe@|@pakvaM@
@ripened(grey)@|@palitaM@
@rise@|@abhyudaya, udaya@
@rise of wealth and belongings@|@bhaagyodaya@
@rising@|@udayat.h@
@ritual@|@aaratii, vidhi@
@ritualistic principles of scriptures@|@shabdabrahma@
@rival@|@pratispardhii@
@river Ganga@|@gaN^gaa@
@road@|@adhvan.h, path.h@
@roaring sound@|@si.nhanaadaM@
@roasted?@|@shu.nThaH@
@robbery@|@steya@
@robust@|@drudha@
@rock@|@shila@
@rocking chair@|@sukhaasanam.h@
@Rogue@|@shaTha@
@rooster@|@kukkuTa@
@rooted@|@muulaM@
@roots@|@muulaani@
@roots-eaters (2 persons)@|@muulaashinau@
@rope/ties@|@paashaM@
@rouge@|@khala@
@row@|@aavali@
@rubbing@|@maarjanaM@
@rubbish@|@mala@
@ruler@|@maapikaa@
@Ruler of the Day@|@vaaradhipati@
@ruler of vaikuNTha which is Vishnu@|@vaikuNThaadhipatii@
@rushing@|@tvaramaaNaaH@
@sa.ngatiH+ekA@|@sa.ngatiraikaa@
@sa.nhitaa+sandhiH joined together?@|@sa.nhitaasa.ndhiH@
@sa+indriya+mAnasa@|@sendriyamaanasa@
@saa+eshhA@|@saishhaa@
@sacramental intercourse@|@maithuna@
@sacrifice@|@atyajat.h, yaGYaM, yaGYeshhu@
@sacrifice in austerities@|@tapoyaGYaaH@
@sacrifice in eightfold mysticism@|@yogayaGYaaH@
@sacrifice in knowledge@|@GYaanayaGYaH@
@sacrifices@|@yaGYaaH, yaGYaanaaM@
@sacrificial formulae@|@braahmaNaa@
@sacrificing@|@yajantaH@
@sacrificing one's possessions@|@dravyayaGYaaH@
@sacrificing/abandonment@|@tyaaga@
@sad@|@aakulitam.h, khinna@
@saffron cloth@|@kaashhaaya@
@sage@|@muneH, vipra@
@saha + nau + avatu: together + us + (You)protect@|@sahanavavatu@
@Sahadeva@|@sahadevaH@
@Saibya@|@shaibyaH@
@said@|@aaha, aha, prokta, proktaani, uktaM, uvaacha@
@salt@|@sikataa@
@salty@|@kshaara@
@salutation@|@namo@
@Salutation@|@namaskaara@
@Salutation to evil minded@|@namaskaaraniichamanii@
@saluted@|@vandita@
@salvation/freedom@|@muktiM@
@salvation+freedom from bondage of birth@|@jiivanmuktiH@
@samadhi@|@manomani, unmanii@
@same nature@|@saadharmyaM@
@saMkalpaM +  astu:resolution + let there be@|@sankalpamastu@
@sanctified@|@pavitraM@
@sandal@|@chandana@
@Sanskrit@|@sa.nskR^it.h@
@saraswati@|@kamalaa@
@sat down again@|@upavishat.h@
@sat.h and gamaya: Truth and lead(causal of 'go')@|@sadgamaya@
@Sati@|@satii@
@satisfaction@|@paritoshha, santosha, santoshha, tR^iptiH, tushhTiH@
@satisfaction of the mind@|@manaHprasaadaH@
@satisfied@|@samaahita, santushhTa, tR^ipta, tushhTaH@
@satisfied in sense gratification@|@indriyaaraamaH@
@satisfied look@|@prasannam.h@
@Saturday@|@shanivaara@
@Saturn@|@shani@
@saviour of makha (Indra)@|@makhatraataa@
@say@|@pravadanti, vadanti@
@saying@|@uktvaa@
@saying `rAmachandra'@|@raamacha.ndreti@
@says the `upanishat.h'@|@upanishhat.h@
@scale@|@maapanadaNDaH@
@scaricity@|@kshaya@
@scattered@|@nashhTaH, vikiirNa@
@scheming@|@kapaTika@
@scholar@|@vidvat.h, vipashchit.h@
@scholarliness@|@vidvattva@
@school@|@padhashala@
@science@|@shaastra@
@Science@|@viGYaana@
@sciences (scriptures)@|@shaastraaNi@
@scientist@|@viGYaanii@
@sculptor@|@shilpin.h@
@sea@|@abdhi, abdhii, ambudhi, samudra, udadhi@
@sea (one that stores water)@|@payodhii@
@sea/ ocean@|@jaladhi@
@season@|@R^itu@
@Season of plenty@|@abda@
@seat@|@aasana, aasanaM, adhishhThaana@
@seated@|@upavishhTha@
@Second house ruling over Wealth@|@dhanabhaava@
@Second nakshatra@|@bharaNii@
@secret@|@gupta@
@secretly clad@|@prachchhanna@
@sects@|@pantha@
@see@|@dR^ikshyati, pashyanti, pashyet.h@
@see (from dRish.h)@|@pashya@
@see your own self@|@pashyaatmaanaM@
@seed@|@biija@
@seeing@|@darshana, dR^ishhTavaan.h, iikshaNa, pashyan.h@
@seeing equally@|@samadarshanaH@
@seeker@|@saadhaka@
@seers@|@darshinaH@
@sees@|@pashyati@
@Self@|@sva@
@self righteousness@|@asmitaa@
@self-complacent@|@aatmaasambhavitaaH@
@self-connected@|@yuktaatmaa@
@self-control@|@aatmavinigrahaH, dama@
@self-controlled@|@vijitaatmaa, yataatma@
@self-illuminated@|@aatmatR^iptaH@
@self-illumined like stars(Sun)@|@svayaMprakaashita@
@self-importance@|@abhimaana@
@self-intelligent@|@sthirabuddhiH@
@selfishness@|@ahaN^kaara@
@self-purification through discipline@|@niyama@
@self-realization@|@yogaM@
@self-situated@|@yataatmavaan.h@
@self-study@|@svaadhyaaya@
@semen@|@reta, viirya@
@send forth@|@utsR^ijaami@
@sense gratification@|@kaamopabhoga@
@sense objects@|@indriyaarthaan.h, sparshaan.h, vishhayaan.h@
@sense of enjoyment@|@rasaH@
@sense of proprietorship over possessions@|@parigrahaH@
@senses@|@guNaaH, indriyaH@
@Sensitive point related to foreign travel@|@paradesha-sahama@
@sensory perception@|@maatraasparshaH@
@sensual/sexual attraction@|@kaamavikaaraH@
@sensuality@|@avirati@
@sensually controlled@|@vijitendriyaH@
@sentence@|@vaakya@
@sentences@|@vaakyaani@
@separated@|@bhinnaa@
@separated identities@|@pR^ithagbhaavaM@
@separation@|@viraha@
@serpent (that has bhoga@|@bhogi@
@serpents@|@uragaan.h@
@servant@|@bhR^itya@
@service@|@paricharya, sevaa, shushruushaa@
@sesame seeds@|@tila@
@settled@|@sa.nvR^ittaH@
@Seventeenth nakshatra@|@anuraadhaa@
@Seventh house of spouse (wife)@|@bhaaryaa-bhaava@
@Seventh nakshatra@|@punaravasuu@
@sexual pleasures?@|@raamaabhoga@
@Sexual union. The Zodiacal sign Gemini@|@mithuna@
