@English@|@Italian (Theology)@
@successor@|@epigono, erede@
@such@|@certo, cosifatto, tale@
@sudden@|@improvviso, subito@
@suddenly@|@improvvisamente, subito@
@suffering@|@pena, pianto, travaglio@
@suggestion@|@ombra, proposta, sfumatura@
@suitable@|@adatto, adeguato, apposito, appropriato, congruo, conveniente, dicevole, idoneo@
@suitable to@|@rispondente@
@suitably@|@appositamente@
@suite@|@fuga@
@suited@|@adatto@
@sum@|@cifra, compagine, conto@
@summary@|@argomento, quadro, riassunto, sintesi@
@summit@|@vertice@
@sunset@|@tramonto@
@superabundance@|@trionfo@
@superb@|@aureo, superbo@
@superiority@|@egemonia, primato@
@supervisor@|@sorvegliante@
@supplication@|@supplica@
@supplied@|@provvisto@
@supply@|@apporto, disponibilità@
@supply (rendimento)@|@prestazione@
@support@|@perno@
@supporter@|@seguace@
@supposed@|@preteso@
@supremacy@|@egemonia, prevalenza, primato, sovranità@
@supreme@|@sommo, sovrano, ultimo@
@sure@|@certo@
@surface@|@parete, piano@
@surmounting@|@superamento@
@surplus@|@eccesso, soprappiù@
@surprise@|@imprevisto, meraviglia@
@surprise (imprevedibile- improvviso)@|@imprevisto@
@surprising@|@sorprendente@
@survey@|@inchiesta, rassegna, rilievo, sondaggio@
@suspended@|@sospeso@
@suspicion@|@diffidenza@
@suspicious@|@equivoco@
@sweeping@|@travolgente@
@sweetness@|@sorriso@
@swindle@|@truffa@
@swindler@|@truffatore@
@switched-on@|@inserito@
@sword@|@ferro@
@symbol@|@segno@
@symbolic@|@emblematico@
@sympathetic with@|@solidale@
@symptom@|@indizio@
@syntony@|@sintonia@
@system@|@compagine, dispositivo, ordinamento, rete@
@systematic@|@organico@
@table@|@mensa, specchio@
@tact@|@politica@
@take off@|@staccare@
@taking@|@presa@
@taking part@|@partecipe@
@takings@|@ricavato@
@tale@|@favola@
@talent@|@dono, genio@
@tall@|@lungo@
@tame@|@mansueto@
@target@|@mira, obiettivo, scopo@
@tasteless@|@sciocco@
@teacher@|@maestro@
@team@|@compagine@
@tears@|@pianto@
@telling-off@|@predica@
@temporarily attached (past part. of aggregare)@|@aggregato@
@temporary@|@precario@
@tempting@|@suggestivo@
@tenant@|@conducente@
@tense@|@teso@
@tent@|@tenda@
@tenth@|@decima@
@term@|@clausola, patto@
@terrible@|@tremendo@
@terse@|@asciutto@
@tersely@|@asciutto@
@test@|@prova@
@testable@|@sperimentabile@
@tested (past part. of sperimentare)@|@sperimentato@
@testimonial@|@attestato, attestazione@
@text@|@stesura@
@text (past part. of dettare)@|@dettato@
@texture@|@trama@
@thankful@|@grato, riconoscente@
@thankfulness@|@riconoscenza@
@thanksgiving@|@ringraziamento@
@that@|@ciò, codesta, come, onde, tale@
@that can be compared (riscontrabile)@|@confrontabile@
@that can be compared to or with@|@paragonabile@
@that cannot be disregarded@|@imprescindibile@
@that is@|@cioè, ossia, ovvero@
@that is to say@|@vale a dire@
@that limits@|@riduttivo@
@that's right@|@già@
@the deceased or departed@|@assente@
@the one@|@colui@
@the plural form of "guaio@|@guai@
@the same@|@altrettanto, compagno, pari, uguale@
@the same thing@|@medesimo@
@the unconscious@|@profondo@
@the wrong way@|@a rovescio, alla rovescia@
@theater@|@scena@
@them@|@costoro, li@
@then@|@allora, così, dunque, insomma, orbene, poi, quindi, sicchè, successivamente@
@thence (allora- così- per cui- perciò- pertanto- quindi- sicchè)@|@dunque@
@theoretical@|@puro@
@theory@|@pensiero, tesi@
@there@|@ivi, li@
@therefore@|@allora, dunque, onde, pertanto, quindi@
@therefore (allora- cisì- dunque- perciò- pertanto- quindi- sicchè)@|@per cui@
@therefore (allora- così- dunque- per cui- perciò- pertanto- qunidi)@|@sicchè@
@therefore (allora- così- dunque- per cui- pertanto- quindi- sicchè)@|@perció@
@therefore (allora- dunque- per cui- perciò- pertanto- quindi- sicchè)@|@così@
@therein@|@ivi@
@thesaurus@|@tesoro@
@these@|@tale@
@these people@|@costoro@
@they@|@coloro, costoro@
@they who@|@coloro@
@thick@|@fitto, grosso@
@thin@|@fino, lungo, rado, scarno, scorrevole, sottile@
@thing@|@faccenda@
@thing responsible@|@colpevole@
@thinness@|@finezza@
@this@|@ciò, codesta, tale@
@this way@|@così@
@those@|@coloro, tale@
@those people@|@coloro, costoro@
@those who@|@coloro@
@though@|@comunque, eppure, per quanto@
@though (benchè- nondimento- per quanto- peraltro- pure- tuttavia)@|@comunque@
@though (comunque- nondimento- per quanto- peraltro- pure- tuttavia)@|@benchè@
@thoughtfully@|@premurosamente@
@thoughtfulness@|@sollecitudine@
@thoughtlessness@|@sconsideratezza@
@thoughts@|@animo@
@thriving@|@vitale@
@through@|@attraverso, fra, mediante, previo, tra@
@through which@|@onde@
@throw@|@tirare@
@throwing again@|@rilancio@
@throwing back@|@rilancio@
@thrust@|@spinta@
@thunderstorm (tempesta)@|@temporale@
@ticket@|@tessera@
@tidy@|@composto@
@tie@|@pari@
@tie (catena)@|@vincolo@
@tie (vincolo)@|@catena@
@tied@|@legato@
@tied up@|@impegnato@
@tight@|@serrato, stretto, teso@
@tight spot@|@pasticcio@
@tightly@|@strettamente@
@tightness@|@stretta@
@time@|@epoca, misura, secolo, termine@
@timetable@|@specchio@
@tired@|@rotto@
@tiring@|@faticoso@
@to@|@a, nei confronti di@
@to a greater extent@|@maggiormente@
@to abduct@|@involare@
@to absent oneself@|@assentarsi@
@to absolve@|@assolvere@
@to absorb@|@assorbire, coinvolgere, inglobare@
@to abuse@|@insultare@
@to accede to@|@accedere@
@to accept@|@accettare@
@to access@|@accedere@
@to accommodate@|@alloggiare, sistemare@
@to accomplish@|@adempire@
@to accomplish (adempire- compiere- compire)@|@eseguire@
@to accomplish (adempire- compiere- eseguire)@|@compire@
@to accomplish (adempire- compire- eseguire)@|@compiere@
@to accumulate@|@radunare@
@to achieve@|@conseguire, raggiungere@
@to achieve (concretare)@|@concretizzare@
@to achieve (concretizzare)@|@concretare@
@to achieve something@|@approdare@
@to acknowledge@|@consentire, riconoscere@
@to acquire@|@acquistare@
@to acquit@|@assolvere@
@to act@|@comportarsi@
@to act as@|@fungere@
@to adapt@|@adeguare, arrangiare, ridurre@
@to adapt oneself to@|@adeguarsi@
@to add@|@assommare, conferire, innestare@
@to add (agganciare- collegare- congiungere- legare- mettere in collegamento)@|@unire@
@to add fuel to@|@alimentare@
@to add to@|@rialzare@
@to address@|@indirizzare, rivolgere, rivolgersi@
@to adhere@|@attaccare@
@to adjust@|@adeguare, mettere a punto@
@to admit@|@accettare, ammettere, consentire, convenire, riconoscere@
@to adopt@|@adottare@
@to advise@|@consigliare, suggerire@
@to affect@|@interessare, toccare@
@to affect (commuovere- intenerire- muovere)@|@toccare@
@to affect (intenerire- muovere- toccare)@|@commuovere@
@to affirm@|@affermare, asserire@
@to afflict@|@affliggere, contristare@
@to age@|@invecchiare@
@to agree@|@acconsentire, aderire, conciliarsi, concorrere, confrontare, consentire@
@to agree (accedere- accettare- acconsentire- aderire- ammettere- concedere- consentire)@|@assentire@
@to agree to@|@accedere@
@to agree upon@|@convenire@
@to aim@|@tendere@
@to aim at@|@mirare@
@to alarm@|@inquietare@
@to alienate@|@allontanare@
@to allege@|@allegare@
@to alleviate@|@alleviare, attenuare@
@to allocate@|@destinare, ripartire@
@to allow@|@ammettere, concedere, consentire@
@to allow for@|@tenere conto@
@to allow oneself@|@concedersi@
@to allude@|@alludere@
@to alter (tramutare@|@mutare@
@to alter course@|@accostare@
@to alternate@|@avvicendare@
@to amaze@|@stupire@
@to amount@|@montare@
@to amount to@|@assommare@
@to analyze thoroughly@|@approfondire@
@to annoint@|@ungere@
@to announce@|@proferire@
@to annoy@|@urtare@
@to annul@|@sciogliere@
@to anticipate@|@precedere, prevedere, prevenire@
@to anwer back@|@ribattere@
@to appeal@|@ricorrere, sorridere@
@to appear@|@apparire, comparire, constare, parere, sembrare, spuntare@
@to appear clearly@|@risaltare@
@to appease@|@pacare@
@to apply to (riguardare)@|@riferirsi@
@to appoint@|@destinare@
@to apportion@|@compartire, spartire@
@to appreciate@|@apprezzare, gradire@
@to approach@|@accostare, accostarsi@
@to approve@|@assentire, omologare@
@to argue@|@argomentare@
@to arise@|@sorgere@
@to arouse@|@sdegnare@
@to arrange@|@arrangiare, collocare, comporre, disporre, inquadrare, provvedere, sistemare@
@to arrive@|@giungere, pervenire@
@to arrive at@|@capitare, dedurre, giungere a@
@to arrive at (attingere)@|@raggiungere@
@to arrive before@|@prevenire@
@to ascend@|@ascendere, montare, risalire@
@to ascertain@|@accertare, assodare, constatare@
@to ascribe@|@riferire@
@to ask@|@interpellare, rivolgersi@
@to ask for@|@pretendere@
@to ask for again@|@richiedere@
@to assemble@|@adunare, assembrarsi, commettere, radunare, radunarsi@
@to assent (accedere- accettare- acconsentire- aderire- ammettere- assentire- concedere)@|@consentire@
@to assent (accedere- accettare- acconsentire- ammettere- assentire- concedere- consentire)@|@aderire@
@to assent (accedere- accettare- aderire- ammettere- assentire- concedere- consentire)@|@acconsentire@
@to assert@|@affermare@
@to assert oneself@|@farsi valere, imporsi@
@to assess@|@stimare@
@to assign@|@destinare@
@to assimilate@|@assorbire@
@to assist@|@coadiuvare, favorire, sorreggere@
@to associate@|@accostare, associare, collegare@
@to associate with@|@mettersi@
@to assume@|@assumere, presupporre, supporre@
@to assure@|@accertare@
@to atone for@|@espiare, scontare@
@to attach@|@allegare, attaccare@
@to attack@|@attaccare@
@to attain@|@conseguire, pervenire, raggiungere, sorgere@
@to attain (raggiungere)@|@attingere@
@to attempt@|@sperimentare, tentare@
@to attend to@|@attendere@
@to attenuate@|@attenuare@
@to attract@|@attrarre@
@to attract (attirare- attrarre- tirare)@|@trarre@
@to attract (attirare- attrarre- trarre)@|@tirare@
@to attract (attrarre- tirare- trarre)@|@attirare@
@to attribute@|@riferire@
@to authorize@|@abilitare, autorizzare@
@to avenge@|@vendicare@
@to avert@|@allontanare, evitare, prevenire@
@to avoid@|@aggirare, evitare, fuggire, girare, prevenire, scampare, sfuggire, sottrarsi@
@to avoid (fuggire- scappare)@|@rifuggire@
@to awaken@|@risvegliare@
@to award@|@concedere, decretare@
@to back@|@appoggiare@
@to baffle@|@sconcertare@
@to bake@|@cuocere@
@to bang@|@urtare@
@to bargain for@|@contrattare@
@to base@|@appoggiare, basare@
@to be@|@contare, riuscire, versare@
@to be a liar@|@mentire@
@to be a matter of@|@trattare@
@to be a question of@|@trattare@
@to be able to@|@potere@
@to be about@|@trattare@
@to be admitted to@|@accedere@
@to be afraid@|@spaventarsi@
@to be after@|@tirare@
@to be allowed@|@potere@
@to be based@|@appoggiare, poggiare@
@to be based on@|@basarsi su, incentrarsi@
@to be based on (basarsi su)@|@poggiare su@
@to be becoming@|@addirsi@
@to be beneficial@|@giovare@
@to be brought about by@|@provenire@
@to be called for (ex:  Si impone un cambiamento. = A change is necessary.)@|@imporsi@
@to be caused by@|@provenire@
@to be connected@|@legare@
@to be connected to@|@riallacciarsi@
@to be consistent@|@scorrere@
@to be content with@|@appagarsi di@
@to be deeply grieved@|@contristarsi@
@to be deficient@|@peccare@
@to be edified@|@edificarsi@
@to be entitled to@|@spettare@
@to be equal to@|@valere@
@to be evident@|@risaltare@
@to be founded@|@appoggiare, poggiare@
@to be frightened@|@spaventarsi@
@to be fulfilled@|@attuarsi@
@to be given@|@percepire@
@to be glad@|@rallegrarsi@
@to be good@|@giovare@
@to be good at@|@riuscire@
@to be grafted onto@|@innestarsi@
@to be imminent@|@profilarsi@
@to be important@|@rilevare@
@to be in charge@|@presiedere@
@to be in the majority@|@prevalere@
@to be in trouble@|@essere nei guai@
@to be inclined@|@pendere, tendere@
@to be incumbent upon@|@spettare@
@to be influential@|@potere@
@to be inserted into@|@innestarsi@
@to be interested in@|@interessare@
@to be lacking in@|@scarseggiare@
@to be like@|@assomigliare, rassomigliare, somigliare@
@to be made up of@|@constare@
@to be mistaken@|@ingannarsi@
@to be moved@|@intenerirsi@
@to be moved to pity@|@intenerirsi@
@to be necessary (comportare- esigere- imporre- richiedere)@|@occorrere@
@to be of interest@|@interessare, premere@
@to be of use@|@giovare@
@to be of value@|@valere@
@to be on fire@|@ardere@
@to be one's concern@|@spettare@
@to be one's responsibility@|@spettare@
@to be outlined@|@delinearsi@
@to be paid by@|@a carico di@
@to be pending@|@pendere@
@to be permitted@|@potere@
@to be preparing something@|@avere in cantiere@
@to be quite honest@|@veramente@
@to be realized@|@attuarsi, avverarsi, esplicarsi@
@to be realized (concretarsi)@|@concretizzarsi@
@to be realized (concretizzarsi)@|@concretarsi@
@to be related to@|@riferirsi@
@to be revealed@|@risaltare@
@to be scarce@|@scarseggiare@
@to be set@|@svolgersi@
@to be set in@|@inquadrarsi@
@to be short@|@scarseggiare@
@to be shown up (sparire)@|@scomparire@
@to be silent@|@tacere@
@to be similar to@|@assomigliare, rassomigliare, somigliare@
@to be sorry@|@rincrescere@
@to be still@|@tacere@
@to be successful@|@imporsi, riuscire@
@to be sufficient@|@valere@
@to be suitable@|@addirsi@
@to be unfaithful to@|@tradire@
@to be unlike@|@differire@
@to be unsound (i.e. an argument)@|@zoppicare@
@to be unsteady@|@zoppicare@
@to be up to@|@spettare@
@to be weak@|@zoppicare@
@to be willing@|@essere disposto@
@to be worth@|@valere@
@to be worth it@|@valere la pena@
@to be worth the effort@|@valere la pena@
@to be worthwhile@|@convenire@
@to be wrong@|@ingannarsi@
@to bear@|@patire, recare, reggere@
@to bear (patire- soffrire)@|@subire@
@to bear with@|@compatire@
@to bear witness@|@deporre@
@to beat@|@battere, dibattere, picchiare@
@to beat (colpire- ferire- picchiare)@|@percuotere@
@to beat somebody to something@|@precedere@
@to become@|@buttare, divenire, diventare@
@to become absorbed in@|@profondarsi@
@to become aware of@|@accorgersi, percepire@
@to become dated or old-fashioned@|@invecchiare@
@to become entangled@|@intricarsi@
@to become established@|@invalere@
@to become estranged@|@allontanarsi@
@to become fat@|@ingrassare@
@to become heated or animated@|@riscaldarsi@
@to become immersed in@|@profondarsi@
@to become interested in@|@accostarsi@
@to become muffled@|@attutirsi@
@to become necessary@|@imporsi@
@to become reconciled@|@conciliarsi@
@to become strained@|@incrinare@
@to become thinner@|@dimagrire@
@to beg@|@chiedere l'elemosina, supplicare@
@to begin@|@avviare, scattare@
@to begin dating@|@mettersi@
@to begin something@|@mettere in cantiere@
@to behave@|@comportarsi@
@to believe@|@ritenere@
@to belong@|@appartenere@
@to bend@|@piegare, torcere, volgere@
@to bend down@|@inchinarsi@
@to benefit@|@approfittare@
@to beseech@|@supplicare@
@to bestow@|@conferire@
@to bestow (accedere- accettare- acconsentire- aderire- ammettere- assentire- consentire)@|@concedere@
@to betray@|@ingannare@
@to bewilder@|@sconcertare@
@to bind@|@legare@
@to bite@|@mordere@
@to blame@|@recriminare, rimproverare@
@to blame somebody for something@|@fare carico a qualcuno di qualcosa@
@to blend@|@fondere@
@to block@|@assediare, bloccare, interrompere@
@to blockade@|@bloccare@
@to blow@|@spirare@
@to blow up@|@saltare@
@to blunt (ex:  allo spuntare dell'alba = at the break of dawn)@|@spuntare@
@to boil@|@bollire@
@to bolster@|@alimentare@
@to book@|@prenotare@
@to boom (tonare)@|@tuonare@
@to boom (tuonare)@|@tonare@
@to border@|@profilare@
@to bother@|@affliggere, rompere@
@to bound@|@delimitare@
@to bow@|@inchinarsi, piegare, salutare@
@to bow down@|@prosternarsi@
@to brake@|@frenare@
@to break@|@rompere, scoppiare, sfondare, spaccarsi, spezzare, tradire, tralasciare@
@to break through or down@|@sfondare@
@to break up@|@interrompere, rompere, scindere, sciogliere, scomporre, spezzare@
@to breathe@|@spirare@
@to breathe one's last@|@spirare@
@to bribe@|@corrompere@
@to brim over@|@traboccare@
@to bring@|@accostare, apportare, condurre, recare, ridurre, trarre@
@to bring back@|@ricondurre, ridurre@
@to bring forth children@|@partorire@
@to bring or take again@|@riportare@
@to bring or take back@|@riportare@
@to broadcast@|@irradiare, spargere@
@to browse (ex:  le ore scorrone lente = the hours pass slowly)@|@scorrere@
@to bud@|@buttare@
@to build@|@edificare, impostare@
@to build up@|@fondare@
@to burden@|@opprimere@
@to burn@|@ardere, bruciare, cuocere@
@to burst@|@rompere, scoppiare@
@to bury@|@sotterrare@
@to butcher@|@scannare@
@to buy@|@acquistare@
@to bypass@|@aggirare@
@to calculate@|@stimare, tenere conto@
@to call@|@qualificare, richiamare@
@to call back@|@richiamare@
@to call for@|@imporre, richiedere@
@to call for (comportare- imporre- occorrere- richiedere)@|@esigere@
@to call out@|@urlare@
@to call together@|@convocare@
@to calm down@|@pacare@
@to camouflage@|@truccare@
@to capture@|@catturare@
@to care for@|@gradire@
@to carry@|@recare, riportare, trascinare@
@to carry about@|@portare in giro@
@to carry away@|@trascinare@
@to carry on@|@proseguire@
@to carry or sweep away@|@travolgere@
@to carry out@|@adempire, attuare, compiere, compire, eseguire, svolgere@
@to carry the weight of@|@sorreggere@
@to cast@|@buttare, fondere, gettare@
@to cast (light)@|@proiettare@
@to cast a shadow on@|@turbare@
@to catch@|@afferrare, arraffare, catturare, cogliere, pescare, pigliare@
@to catch a glimpse of@|@intravedere, scorgere@
@to catch on@|@invalere@
@to catch up with@|@raggiungere@
@to cause@|@apportare, promuovere, recare, suscitare, sviluppare@
@to caution@|@avvertire@
@to celebrate@|@festeggiare@
@to center on@|@incentrarsi@
@to certify@|@abilitare@
@to challenge@|@contestare, ricusare, sfidare@
@to change@|@mutare, ridurre, scambiare, spostare, toccare, tramutare, trasmutare, volgere@
@to change one's mind@|@pentire, ripensare@
@to characterize@|@improntare, individuare, qualificare@
@to charge@|@caricare, imporre, incaricare@
@to charge somebody with something@|@fare carico a qualcuno di qualcosa@
@to charm@|@affascinare, deliziare@
@to chastise@|@castigare@
@to chat@|@chiacchierare, discorrere@
@to cheat@|@aggirare, truffare@
@to check@|@reprimere@
@to check off@|@spuntare@
@to cheer@|@festeggiare@
@to cheer up@|@rallegrare, rallegrarsi@
@to cherish@|@custodire@
@to chide@|@rimproverare@
@to chill@|@ghiacciare@
@to chip@|@sboccare@
@to choose@|@scegliere@
@to circulate@|@spandere@
@to circumvent@|@aggirare@
@to cite@|@apportare, citare@
@to claim@|@asserire, presumere, pretendere, rivendicare@
@to claim responsibility for@|@rivendicare@
@to clarify@|@chiarire, enucleare, precisare, rischiarare@
@to clasify@|@inquadrare@
@to clear up@|@rischiarare@
@to climb@|@montare, salire@
@to climb up again@|@risalire@
@to clinch@|@ribadire, ribattere@
@to cling@|@attenersi@
@to cling to@|@aggrapparsi@
@to cloud@|@turbare@
@to collapse@|@rovinare@
@to collapse (rovinare)@|@crollare@
@to collect@|@raccogliere, radunare@
@to collect (radunare)@|@adunare@
@to collide@|@urtare@
@to color@|@tingere@
@to combine@|@associare@
@to come@|@pervenire, venturo@
@to come across@|@pescare@
@to come before@|@precedere@
