@English@|@Maliseet@
@lend to SB@|@nomkuwyal (vta)@
@lend: SB ~s@|@mahqihwan (vai+o), mahqiywan (vai+o)@
@length: ST is one continuous ~ (string-like/story)@|@qotatokot (vii)@
@lengthen: ST ~s as ST warms@|@siptokaqote (vii)@
@Lent: ST is ~ (preceding Easter)@|@kalahmuwin (vii), kelahmuwin (vii)@
@leprosy@|@lahpihkut (ni)@
@leprosy: SB has ~@|@lahpihkutuwine (vai)@
@lesson: there is a ~@|@kehkituwok (vai)@
@let go of SB@|@punehlal (vta)@
@let SB go@|@siyehlal (vta), siyehlal (vta)@
@let SB in: SB ~s@|@kossehlal (vta)@
@let SB out@|@nutehlal (vta)@
@let SB: SB ~s@|@kiseltomuwal (vta)@
@let ST be used (by SB else): SB ~s@|@kiseltomon (vti)@
@let us proceed@|@haw@
@let: SB ~s go of it@|@t-olahkan (vai/vai+o)@
@let: SB ~s ST go@|@punapociyan (vai+o)@
@letter@|@wikhikon (-ol)(ni)@
@letter of alphabet@|@tpaskutikon (-ok)(na)@
@letter: receive ~ from SB@|@petuwikhomakul (vta)@
@level (liquid) changes: ST ~@|@atpe (vii)@
@lewd@|@moc- (pv/pn)@
@liar: SB is a ~@|@koluskapiyiw (vai)@
@libel@|@mocacomuwakon (-ol)(ni)@
@library@|@wikhikonikuwam (-ol)(ni)@
@lice: SB has ~@|@oqomuwatpe (vai)@
@lick SB all up@|@nokkalahpal (vta)@
@lick SB clean@|@pehkolahpal (vta)@
@lick ST@|@t-olahtomon (vti)@
@lick ST all up@|@nokkalahtomon (vti)@
@lick ST clean@|@pehkolahtomon (vti)@
@lick through ST@|@sapolahtomon (vti)@
@lid@|@kpihikon (ni)@
@lid lifter for wood/oil cookstove@|@mahtihikon (-ol)(ni)@
@lie@|@pakotahsuwakon (-ol)(ni)@
@lie about SB@|@pisuwahqimal (vta)@
@lie about SB to SB: SB ~s@|@koluskakonutomuwal (vta)@
@lie about SB: SB ~s@|@koluskakonimal (vta)@
@lie across: SB ~s (ST stick like)@|@ksokayaqopu (vai)@
@lie around: SB ~s@|@yalossin (vai)@
@lie around: ST ~s@|@yalte (vii)@
@lie down@|@-hsin- (v rt), -ossin- (v rt)@
@lie there: ST ~s@|@laqe (vii)@
@lie to SB@|@nopakotuwal (vta)@
@lie to SB: SB ~s@|@koluskuhtuwal (vta)@
@lie: SB ~s@|@koluskacomu (vai), kolusku (vai), pahtayewestu (vai)@
@lie: SB ~s (infrequently used meaning)@|@koluskewestu (vai)@
@lie: SB ~s across@|@pasicossin (vai)@
@lie: SB ~s across it@|@qosokahsinon (vai/vai+o)@
@lie: SB ~s around@|@yalossin (vai)@
@lie: SB ~s down@|@wolossin (vai)@
@lie: SB ~s facing away (position)@|@olomaskotehsin (vai)@
@lie: SB ~s on top of it@|@tehsahqossinon (vai/vai+o), tehsahqossinon (vai)@
@lie: SB ~s straight@|@pomahqossin (vai)@
@lie: SB ~s stretched out@|@pomahqossin (vai)@
@lie: SB comes and ~s down@|@nacossin (vai)@
@lie: SB comes to tell ~s@|@peci-kolusku (vai)@
@lie: SB goes and ~s down@|@nacossin (vai)@
@lie: SB spreads ~s often@|@piluwikemosku (vai)@
@lie: SB stubbornly ~@|@ksonoqe (vai)@
@lie: SB tells a ~@|@pakotahsu (vai), pakotahsu (vai)@
@lie: ST ~s (something stick-like)@|@pomaqte (vii)@
@lie: ST ~s around@|@yalte (vii)@
@lieutenant governor (Pa and Penobscot communities)@|@leptanet (na)@
@life@|@pomawsuwakon (-ol)(ni)@
@life: grant SB a long ~@|@sipkawsuwelomal (vta), sipkawsuwelomal (vta)@
@life: SB comes back to ~@|@minuwawsu (vai)@
@life: SB has a good ~@|@woli-litu (vai)@
@life-of-man plant@|@mokahkewihqan (-ol)(ni)@
@lift and carry SB@|@poqanal (vta)@
@lift SB up and place on top@|@tehsahqehlal (vta)@
@lift: able to ~ and carry ST@|@poqanomon (vti)@
@light SB (pipe/cigarette)@|@posqolepal (vta)@
@light ST@|@posqolenomon (vti)@
@light: SB ~s cigarette@|@psqolehtoma (vai), psqolehtome (vai)@
@light: SB ~s up (smoking)@|@psqolehtoma (vai)@
@light: SB casts ~@|@possaqhenoma (vai)@
@light: SB makes self ~@|@nahnakonosu (vai)@
@light: SB uses source of ~@|@possaqhenoma (vai)@
@light: ST is ~ in color@|@pilsotte (vii)@
@light: ST is ~ in weight@|@nahnakon (vii)@
@lighter@|@mehcis (-ol)(ni), psqolehtikon (-ol)(ni)@
@lightning bug@|@possaqhessoss (-ok)(na)@
@lightning strikes@|@monomeqe (vai)@
@lights (animal lungs)@|@yaliyahsicik (na-pl)@
@like@|@ansa (pc), tahalu (pc)@
@like it: SB ~s@|@kiyewiwon (vai+o)@
@like making ST@|@wikihtun (vti)@
@like SB@|@muhsalal (vta)@
@like SB so much@|@tucitahamal (vta)@
@like SB: SB ~s@|@koselomal (vta), kosi-iywal (vta), kositahamal (vta)@
@like ST of SB: come to ~@|@witapehkatomuwan (vt2o)@
@like ST very much@|@muhsaltomon (vti)@
@like ST: SB ~s@|@koseltomon (vti), kosi-ihin (vti)@
@like the feel of ST@|@ulomotomon (vti)@
@like the place so much SB stays longer: SB ~s@|@ksatke (vai)@
@like the sound of ST: SB ~s@|@kossostomon (vti)@
@like the taste of ST@|@wikahtomon (vti)@
@like the way ST looks@|@ulinomon (vti)@
@like to be there: SB ~s@|@wikuwaci-iyu (vai)@
@like to do ST@|@wikuwacehtun (vti)@
@like to use ST@|@ulehtun (vti)@
@like very much to be in bed: SB ~s@|@ksacossin (vai)@
@like: come to ~ ST@|@witapehkatomon (vti)@
@like: come to ~ ST of SB's@|@witapehkatomuwan (vt2o)@
@like: SB ~s to talk@|@wikewestu (vai)@
@liked: SB is ~@|@muhsalqosu (vai)@
@lilly: trout ~@|@mulehpon (-ok)(na)@
@lily: water ~@|@samaqaney pesqahsuwehsok (na)@
@limb@|@pskiyahtoq (ni)@
@limbs@|@pskiyatkul (ni-pl)@
@lime@|@akiyahq (na)@
@limp around: SB ~@|@yalahkahamu (vai)@
@limp around: SB ~s@|@yalkahamu (vai)@
@limp: SB ~s along@|@pomahkahamu (vai)@
@limp: SB ~s around@|@yalahkahamu (vai), yalkahamu (vai)@
@line: chalk ~@|@kiyahqapihikon (ni)@
@line: SB goes in a straight ~@|@kiyahqessu (vai)@
@line: ST is marked with a ~@|@kiyahqapahasu (vii)@
@line: they are standing in a ~@|@lamkikapuwihik (vai), lamkikapuwiyik (vai)@
@liniment@|@sunpekonikon (-ol)(ni)@
@lion@|@pihtal (-uwok)(na)@
@lip: SB's ~@|@t-olektun (ni-d), t-olektunawon (ni-d)@
@lips: SB purses ~@|@qinusqotunewu (vai)@
@lipstick: red ~@|@pqolaqtunuhusut (-iyil)(ni)@
@liquor@|@puktewick (-ol)(ni)@
@liquor: hard ~@|@kessonuwik (ni)@
@liquor: SB holds ~ well@|@sipossomu (vai)@
@liquor: ST turns into ~  by fermentation@|@puktewickiye (vii)@
@lis ten: SB is tiring to ~ to@|@siwtaqsu (vai)@
@lisp: SB ~s@|@saktokilluwehtaqsu (vai), toqilluwehtaqsu (vai)@
@list: SB writes ~@|@mawwikhike (vai)@
@listen@|@ipakte (pc)@
@listen for ST@|@qilustomon (vai)@
@listen to SB@|@topostuwal (vta)@
@listen to SB: SB ~s@|@ciksotuwal (vta)@
@listen to ST: SB ~s@|@ciksotomon (vti)@
@listen: SB ~s as SB goes along@|@pomi-ciksotom (vai)@
@listen: SB ~s to ST as SB goes along@|@pomi-ciksotomon (vti)@
@little at a time@|@qasqew (pc), qasqihiw (pc), qasqiy- (pv)@
@little bit: a ~@|@kekesk (pc)@
@little by little@|@-uhse- (v rt)@
@little man!@|@ckinsis (na dim)(voc)@
@little person (Passamaquoddy oral tradition)@|@mihkomuwehsis (-ok)(na)@
@little person who lives among the rocks@|@wonakomehsis (na)@
@little toe: SB's ~@|@kotqesitsis (ni dim)@
@little while ago@|@nahaht (pc), nahahte (pc), nahahtew (pc), nahahtiw (pc), nahahtiwoss (pc), nahahtiwossis (pc)@
@little: a ~@|@kekesk (pc)@
@little: a very ~@|@kekeskossis (pc dim)@
@little: ST is ~@|@apsokihqon (vii)@
@little: there is ~ of him@|@wahkehsu (vai)@
@little: there is ~ of it@|@wahkehson (vii)@
@live@|@-awsi- (vai rt f)@
@live coal@|@pukset (-ol)(ni)@
@live forever: SB ~s@|@askomawsu (vai)@
@live in ST (place)@|@-katom- (vti rt f)@
@live there: SB ~s@|@lawsu (vai)@
@live well: SB ~s@|@woleyu (vai)@
@live with SB@|@witawsumal (vta)@
@live: SB  ~s a long life@|@sipkawsu (vai)@
@live: SB ~s@|@pomawsu (vai)@
@live: SB ~s (there)@|@wiku (vai)@
@live: SB ~s alone@|@qotuhkanu (vai), qotupihtom (vai)@
@live: SB ~s in a place@|@tolawsu (vai)@
@live: SB ~s longer than others@|@siyepawsu (vai)@
@live: SB ~s off it@|@utawsin (vai)@
@live: SB ~s properly@|@wewawsu (vai)@
@live: SB ~s well@|@woli-litu (vai)@
@live: SB ~s with SB@|@nisininiyal (vai+o)@
@live: SB still ~s there (house)@|@opihtom (vai)@
@live: they ~ near each other@|@wecuwawihkawotuwok (vai)@
@lived: SB ~@|@kisawsu (vai)@
@live-forever plant@|@metiyanokiyakil (ni)@
@liver@|@sqon (-iyil)(ni)@
@liver: SB has ~ disease@|@sqonine (vai), sqonsisuwine (vai)@
@living room@|@ihtoli-mawiyamok (ni)@
@living: SB is ~@|@tolawsu (vai)@
@load ST (gun)@|@pitkosewatomon (vti)@
@load: SB ~s a gun@|@pitkose (vai)@
@load: SB ~s ST (gun)@|@pitkosewan (vai/vai+o)@
@load: SB goes by with a ~@|@tutonahsu (vai)@
@load: ST is ~ ed@|@pithasu (vii)@
@loaded bat (baseball)@|@pitkosewatasik (-il)(ni)@
@loaf of bread: unsliced ~@|@pqesikon (-ok)(na)@
@lobster@|@sak (-iyik)(na), sak (-iyik)(na)@
@lobsterman@|@nuci-sakehket (na)@
@lobstermen@|@nuci-sakehkecik (na-pl)@
@located on-@|@toqc- (pv)@
@located: ST is ~ at a certain distance@|@tutte (vii)@
@lock@|@mecimsokhikon (-ol)(ni)@
@lock SB up: SB ~s@|@koppahal (vta)@
@lock ST: SB ~s@|@koppasokahmon (vti)@
@lock: SB ~s the trigger incorrectly@|@wapolahkonoma (vai)@
@locked in: SB is ~@|@kpasokahasu (vai)@
@locked in: ST is ~@|@kpasokahasu (vii)@
@locked up: SB is ~@|@kpahasu (vai), kpasokahasu (vai)@
@locked up: ST is ~@|@kpasokahasu (vii)@
@locked: ST is ~@|@lakhasu (vii)@
@locked: ST is ~ (box/room)@|@kpasokahasu (vii)@
@locquacious: SB is ~@|@cipokalokotune (vai)@
@lodged: SB has ST ~ in throat@|@possulin (vai/vai+o)@
@log@|@ku (na)@
@log (felled trunk of any tree species)@|@kuw (na) ²@
@log cabin@|@kuwehkewikuwam (ni)@
@log for fire: big ~@|@ktuwan (na)@
@log for fire: small ~@|@ktuwansis (na dim)@
@log: butt end of ~@|@cahahq (ni)@
@log: cedar ~@|@kakskusiyey (ni)@
@log: small ~@|@kuwehsis (na dim)@
@loincloth@|@wolek (-iyik)(na)@
@lonely evening: ST is a ~@|@kiwatolaqiw (vii)@
@lonely: SB is ~@|@kiwaciye (vai)@
@lonely: SB looks ~ (facial expression)@|@kiwaciqewu (vai)@
@lonely: SB make SB ~@|@kiwacehlal (vta)@
@lonely: SB sounds ~ (dog or wolf)@|@kiwattaqsu (vai)@
@lonely: ST looks ~@|@kiwacinaqot (vii)@
@long ago@|@neke (pc), neket (pc), pihce (pc)@
@long and narrow: SB is ~@|@cihciqi-pittoksu (vai)@
@long and narrow: SB/ST is ~@|@cihciqi-pihceyu (vai/vii)@
@long time@|@sipk- (pv)@
@long time: for a ~@|@sipkiw (pc)@
@long: for a ~ time@|@sipkiw (pc)@
@long: for as ~ as@|@qon- (pv)@
@long: SB is ~ (garment)@|@pihteku (vai)@
@long: SB is ~ (string-like)@|@pittoksu (vai)@
@long: SB is ~ and rigid@|@pihceyu (vai), pihtaqsu (vai)@
@long: SB is ~ horizontally (string-like)@|@pihtatokosu (vai), pittoksu (vai)@
@long: SB is more than ~ enough (rope)@|@siyepatokopu (vai)@
@long: SB is so ~ (rope-like)@|@qonatokosu (vai)@
@long: SB is so ~ (string-like)@|@qontoksu (vai)@
@long: ST is ~@|@pihtatokot (vii), pittokot (vii)@
@long: ST is ~ (lake/river)@|@pihcehute (vii)@
@long: ST is ~ and rigid@|@pihceyu (vii), pihtahqot (vii)@
@long: ST is so ~@|@kestokot (vii)@
@long: ST is so ~ (lake)@|@qonakome (vii)@
@long: ST is so ~ (ST string like or a story)@|@kehsatokot (vii)@
@long: ST is so ~ (string-like/story)@|@qonatokot (vii), qontokot (vii)@
@longhouse (archaic)@|@qanotuwan (-ol)(ni)@
@look@|@-api- (vai rt f)@
@look (eye) away: ST ~s@|@acikcessu (vii)@
@look after SB: SB ~s@|@ankeyuwal (vta)@
@look around for SB: SB ~s@|@kiluwapomal (vta), qiluwapomal (vta)@
@look around: SB ~s@|@yalapu (vai)@
@look as if: ST ~s@|@ksi-linaqot (vii)@
@look at@|@-apom- (vta rt f), apotom-@
@look at belonging of SB's@|@t-olapotomuwan (vt2o)@
@look at SB@|@t-olapomal (vta), t-osakiyal (vta)@
@look at SB secretly: SB ~s@|@kikimapomal (vta)@
@look at SB with curiosity@|@milapomal (vta)@
@look at ST@|@sakihtun (vti), t-olapotomon (vti), t-osakihtun (vti)@
@look at ST carefully@|@ulsakihtun (vti)@
@look at ST for SB@|@t-olapotomuwan (vt2o)@
@look at ST with curiosity@|@milapotomon (vti)@
@look continuously at SB@|@munsayapomal (vta)@
@look for@|@-khahsi- (vai rt f)@
@look for SB continuously@|@munsa-kiluwapomal (vta)@
@look for SB: SB ~s@|@kiluwahal (vta), qiluwahal (vta)@
@look for ST: SB ~s@|@kiluwahtun (vti), qiluwahtun (vti)@
@look for ST: SB starts to ~@|@macekhahsin (vai+o)@
@look for the good in things: SB ~s@|@koluwotke (vai)@
@look out for SB's interests@|@nossawatomuwewal (vta)@
@look pitiful: SB ~s (facial expression)@|@ktomakiqewu (vai)@
@look proud: SB ~s@|@paliqewu (vai)@
@look SB over in detail@|@papetsakiyal (vta)@
@look scornfully at SB: SB ~s@|@kinapomal (vta)@
@look sick: SB ~s@|@ksinuhkewinaqsu (vai)@
@look sickly: SB ~s (seen in the face)@|@ksinuhkewapewiw (vai)@
@look ST over in detail@|@papetsakihtun (vti)@
@look there: SB ~s@|@lapu (vai)@
@look through SB@|@puthiyapomal (vta)@
@look through ST@|@puthiyapotomon (vti)@
@look through ST (hole/window)@|@tuwapotomon (vti)@
@look through: SB ~s@|@saputiyapu (vai)@
@look toward here: SB ~s@|@ckuwapu (vai)@
@look with telescope: SB ~s@|@laputihike (vai)@
@look!@|@ipakte (pc)@
@look: become accustomed to ~ ing at ST@|@nokolanomon (vti)@
@look: refuse to ~ at SB due to anger@|@qolapomal (vta)@
@look: refuse to ~ at ST@|@qolapotomon (vti)@
@look: SB ~s around@|@yalapu (vai), yalikhahsu (vai)@
@look: SB ~s around to see what is going on@|@nusapu (vai)@
@look: SB ~s around with telescope or binoculars@|@yalaputihike (vai)@
@look: SB ~s at self in mirror@|@punicahkomasu (vai)@
@look: SB ~s back@|@sehtayapu (vai)@
@look: SB ~s back quickly over shoulder@|@qolopapessu (vai)@
@look: SB ~s bad@|@mocinaqsu (vai)@
@look: SB ~s different than what was expected@|@piltuwinaqsu (vai)@
@look: SB ~s good@|@wolinaqsu (vai)@
@look: SB ~s happy@|@wolitahasuwinaqsu (vai)@
@look: SB ~s hollow (e.g.container/log)@|@piqenaqsu (vai)@
@look: SB ~s inside@|@pisapu (vai)@
@look: SB ~s like a Native person@|@skicinuwinaqsu (vai)@
@look: SB ~s proud@|@paliqewu (vai)@
@look: SB ~s through@|@saputiyapu (vai)@
@look: SB ~s to the left@|@pahtayapu (vai)@
@look: SB starts to ~ for ST@|@macekhahsin (vai+o)@
@look: ST ~s bad@|@mocinaqot (vii)@
@look: ST ~s bright@|@possenaqot (vii)@
@look: ST ~s good@|@wolinaqot (vii)@
@look: ST ~s hollow@|@piqenaqot (vii)@
@looked at SB: SB ~@|@kisapomal (vta)@
@looking: come ~ for SB@|@peci-kiluwahal (vta)@
@lookout tower@|@aput (ni)@
@looks: ST ~ white@|@wapinaqot (vii)@
@loom: weaving ~@|@altulhawekonuhkewey (ni)@
@loon@|@oqim (-ok)(na)@
@loosening@|@kcoski (kcosk-)(pv)@
@loot@|@komutonikon (ni)@
@lose it: SB ~s@|@koskahtan(vai/vai+o)@
@lose SB tracks: SB ~s@|@koskayaphal (vta)@
@lose SB: SB ~s@|@koskahlal (vta)@
@lose ST: SB ~s@|@koskahtun (vti)@
@lose things: SB ~s@|@koskahtan(vai/vai+o)@
@lose track of SB: SB ~s@|@koskahlal (vta)@
@lose weight: SB is starting to ~@|@maciyaluwosu (vai)@
@lose: SB ~es it@|@putoman (vai+o)@
@lose: SB ~s (in gambling)@|@koskahtan(vai/vai+o)@
@lose: SB ~s hair@|@pskuwhe (vai)@
@lose: SB is starting to ~ weight@|@maciyaluwosu (vai)@
@lose: ST ~s carbonation@|@nutewonosson (vii)@
@loss for words: SB is at a ~@|@celitahasu (vai)@
@lost: SB is ~@|@ksihkehe (vai)@
@lost: ST is ~@|@ksihkehe (vii)@
@lot of it: ST sounds like there is a ~ (money)@|@ktanaqtaqot (vii)@
@lotion@|@sunhusut (-iyil)(ni), sunpekonikon (-ol)(ni)@
@lotion SB@|@sunpekonal (vta)@
@lotions himself: SB ~@|@sunpekonosu (vai)@
@loud@|@cipoki (cipok-)(pv)@
@loud noise: SB makes ~@|@cipokeyu (vai), cipokihtaqsu (vai)@
@loud: SB is ~ and angry@|@naskahtaqsu (vai)@
@loud: ST is ~@|@cipokihtaqot (vii)@
@loudmouth: SB is a ~@|@cipokalokotune (vai), kcahqalokotune (vai)@
@Louis@|@Oluwi (na), Oluwis (na)@
@louse@|@oqom (-ok)(na)@
@love children: SB ~s@|@ksiyaqsu (vai)@
@love each other: they ~@|@kselomotuwok (vai)@
@love medicine@|@muhsaltuwi-'pisun (-ol)(ni), muhsaltuwi-npisun (-ol)(ni)@
@love SB: SB ~s@|@koselomal (vta)@
@love ST: SB ~s@|@koseltomon (vti)@
@love: try to ~ SB@|@t-oqeci-kselomal (vta)@
@love: try to ~ ST@|@t-oqeci-kseltomon (vti)@
@low cloud on horizon in winter heralding warmth@|@wotokonahq (ni)@
@low in shape: SB is (bathtub pot)@|@cinahkuksu (vai)@
@low in shape: ST is ~ (sofa hassock car)@|@cinahkukot (vii)@
@low tide: ST is ~@|@kiskot (vii)@
@low tides: there are regularly ~@|@ksihkotihke (vii)@
@low: SB flies ~@|@cinituwiye (vai)@
@low: SB is held in ~ esteem@|@nutatahamqosu (vai)@
@low: SB sits at ~ level (position/job/rank)@|@nutapu (vai)@
@low: SB ST is ~@|@cineyu (vai/vii)@
@low: ST sits ~@|@cinte (vii)@
@low: the level of liquid in SB is ~@|@cinpe (vii)@
@lower SB@|@poneqehlal (vta)@
@luck: by ~@|@ahtopi (ahtop-)(pv)@
@luck: SB has bad ~@|@sesolahkelomoqe (vai)@
@luck: SB has good ~@|@wolelomoqe (vai)@
@luck: wish SB ~@|@t-olelomal (vta)@
@lumber@|@psiksokul (ni-pl)@
@lumber mill@|@psahqakon (-ol)(ni)@
@lumber piece for pre-fab house/furniture etc.@|@nahsomuskenikon (-ol)(ni)@
@lumber: piece of ~@|@psiksoq (ni)@
@lumpy: SB is@|@milapske (vai)@
@lumpy: ST is ~@|@milapske (vii)@
@lunch: pack ~ for SB@|@nimawonikhal (vta)@
@lunch: SB eats ~@|@pasqihihpu (vai)@
@lunch: SB takes a ~ along@|@nima (vai), nime (vai)@
@lung disease: SB has ~@|@woponine (vai)@
@lung: SB has ~ disease@|@woponine (vai)@
@lung: SB's ~@|@woponol (na-d)@
@lungs: animal ~@|@yaliyahsicik (na-pl)@
@lying curled up: SB is ~@|@mawihtahsin (vai)@
@lying down@|@-hsin- (v rt), -ossin- (v rt)@
@lying: SB is ~ curled up@|@mawihtahsin (vai)@
@lying: SB is ~ down@|@pomossin (vai)@
@lying: ST is ~ around@|@yalaqe (vii)@
@lynx@|@apiqosikon (na)@
@machine@|@mosinol (ni)@
@machines@|@mosin (ni-pl)@
@mackerel@|@amalomeq (na)@
@mad at SB@|@uhkayihtuwal (vta), wisokiluwehtuwal (vta)@
@mad at SB: get ~@|@wisokiluwehehtuwal (vta)@
@mad: get ~ at SB@|@wisokiluwehehtuwal (vta)@
@mad: make SB@|@wisokiluweyuwal (vta)@
@mad: SB is driven ~@|@muskuwaciye (vai)@
@made of ST: ST is ~@|@cihtasu (vii)@
@made SB do it: SB ~@|@kisehtuwan (vt2o)@
@made SB: SB ~@|@kisiyal (vta)@
@made ST for SB: SB ~@|@kisehtuwan (vt2o)@
@made ST: SB ~@|@kisihtun (vti)@
@made: ST is ~ in two rows@|@nissekonasu (vii)@
@Madeleine@|@Matolen (na)@
@Madeline@|@Matolen (na)@
@maggot@|@puhkes (-ok)(na)@
@magician@|@wahantoluhket (na)@
@magicians@|@wahantoluhkecik (na-pl)@
@magnet@|@skonahq (na)@
@maid@|@nuci-wisuniket (na)@
@maid: old ~@|@kakehki-naksq (na)@
@maiden@|@naksq (-iyik)(na)@
@maids@|@nuci-wisunikecik (na-pl)@
@Maine: in ~@|@Malihkinuwi-Waponahkik (nl)@
@mainland@|@kci-ktahkomiq (ni)@
@make a path for SB@|@nihkanawtihkewal (vta)@
@make binders for baskets: SB ~s@|@lakopehtike (vai)@
@make changes: SB ~s@|@acehtahsu (vai)@
@make faces at SB@|@mociqehtomuwal (vta)@
@make fun of SB@|@t-otoli-malikimal (vta), malikimal (vta)@
@make fun of SB playfully@|@pahpiyal (vta)@
@make fun of SB wherever they go: SB ~s@|@iyali-malikimal (vta)@
@make payments on ST@|@qasqiyapenkatomon (vti)@
@make SB happy@|@ulitahasuwehlal (vta)@
@make SB rigid: SB ~s@|@ceconiyal (vta)@
@make SB sick: SB ~s@|@kosinuhkuwal (vta)@
@make SB suffer@|@usikiyal (vta)@
@make SB very happy@|@miyawiluweyuwal (vta)@
@make SB w/o reason@|@pisuwiyal (vta)@
@make ST@|@t-otolihtun (vti), ulehtun (vti)@
@make ST a certain way@|@t-olihtun (vti)@
@make ST for SB@|@t-olihtuwan (vt2o)@
@make ST out of ST@|@ucihtun (vti)@
@make ST poorly@|@meqihtun (vti)@
@make ST: SB can ~@|@kisihtun (vti)@
@make up with SB after arguing@|@uli-kolultiniyal (vai)@
@make: SB ~s ST correctly by accident or luck@|@ahtopihtun (vti)@
@make: SB ~s ST perfectly by skill@|@ahtopihtun (vti)@
@make: they two ~ ST together@|@nisihtuniya (vti)@
@make: try to ~ ST@|@qecihtun (vti), t-oqecihtun (vti)@
@makes active vta > passive vai@|@-oqsi- (v rt), -qosi- (v rt), -qsi- (v rt)@
@makes active vta > passive vii@|@-oqot- (v rt), -qot- (v rt)@
@makes stops along way@|@ankuwakhucu (vai)@
@make-up@|@woliyusut (-iyil)(ni)@
@malady@|@ksinuhkewakon (ni)@
@male@|@-ap- (n rt/v rt), wenicanket (na)@
@male animal@|@napehsom (-ok)(na)@
@males@|@wenicankecik (na-pl)@
@malicious character in old stories@|@laks (Pa) (na), luks (Ma) (na)@
@Maliseet@|@Wolastoq (-iyik)(na), Wolastoqew (-iyik)(na)@
@mallet: round headed wooden ~@|@lakomakon (na)@
@malodorous: ST is ~@|@ksaqhe (vii)@
@man@|@-ap- (n rt/v rt), skitap (-iyik)(na)@
@man!@|@ckin (na)(voc)@
@man: adult ~@|@kci-skitap (na)@
@man: little old ~@|@ktaqhomuhsis (na dim)@
@man: mature ~@|@kci-skitap (na)@
@man: name of first ~ (in Wabanaki oral tradition)@|@Koluskap (na)@
@man: old ~@|@ktaqhomuhs (na)@
@man: SB behaves like a ~ (boy)@|@miyahsi-kisapihiw (vai), miyahsi-kisapiyiw (vai)@
@man: SB is ~ enough to do ST@|@tepapiyiw (vai)@
@man: SB turns himself into a ~@|@skitapewehlosu (vai)@
@man: she acts like a ~@|@skitapewomtu (vai)@
@man: white ~@|@ikolisoman (na), wapeyit (na), wenuhc (-ok)(na)@
@man: young ~ (archaic)@|@skinuhs (-uwok)(na)@
@manager@|@nihkanatpat (na)@
@manhandle SB: SB ~s@|@kosuwikotuwal (vta)@
@manure@|@-kc (ni rt f), woc (-iyil)(ni)@
@manure: cow ~@|@kuhuskc (ni)@
@manure: SB gets a little ~ on shoe@|@mickonikonatessu (vai)@
@manure: SB removes ~@|@monahce (vai)@
@manure: SB steps in ~@|@namcokkome (vai)@
@many@|@ktanaqi (ktanaq-)(pv)@
@many days: for ~@|@kakehsukoniw (pc)@
@many in number: they are ~@|@kakehsuwok (vai)@
@many kinds of them: there are ~@|@kehkihkikonul (vii), kehkihkiku (vai)@
@many of them: there are ~@|@ktenaqsu (vai)@
@many of them: there are ~ (as seen)@|@ktanaqsu (vai)@
@many times-@|@sawiy- (pv)@
@many: so ~@|@kehs (pc)@
@many: ST is so ~@|@kehson (vii)@
@many: there are ~ of them@|@natomeluk (vai)@
@many: too ~@|@sami ('sam-)(pv)@
@maple sap@|@sonawop (-iyil)(ni)@
@maple syrup or sugar@|@mahqan (-ol)(ni)@
@maple syrup producer@|@nuci-mahqanket (na)@
@maple syrup producers@|@nuci-mahqankahticik (na-pl)@
@maple tree: river ~@|@malsonaw (-iyik)@
@maple tree: silver ~@|@malsonaw (-iyik)@
@maple: hard ~@|@sonaw (-iyik)(na)@
@maple: red ~@|@sonaw (-iyik)(na)@
@maple: river ~ tree@|@malsonaw (-iyik)@
@maple: silver ~ tree@|@malsonaw (-iyik)@
@maple: sugar ~@|@sonaw (-iyik)(na)@
@March@|@siqoni-kisuhs (na)@
@mare@|@ahahs wenicansit (na)@
@Margaret@|@Makolit (na)@
@Mariah@|@Molaye (na)@
@Marion@|@Maliyan (na)@
@mark (ST) for identification: SB ~s@|@kinuwaskutike (vai)@
@mark all over SB with ST sharp@|@soqskapahal (vta)@
@mark all over ST with ST sharp@|@soqskapahmon (vti)@
@mark SB all over with paint@|@soqskilmonhal (vta)@
@mark SB all over with pen pencil crayon etc.@|@soqskuwikhal (vta)@
@mark ST all over with paint@|@soqskilomonhomon (vti)@
@mark ST with finger(s): SB ~s@|@cilonomon (vti)@
@marked by falling on or hitting ST: SB is ~@|@ciltehsin (vai)@
@marked with a line: ST is ~@|@kiyahqapahasu (vii)@
@marker: game ~@|@toqoss (-ok)(na)@
@marksman: SB is a poor ~@|@polhikesku (vai)@
@marriage@|@nipuwuwakon (-ol)(ni)@
@marriage wampum@|@nipuwi-wapap (-iyil)(ni)@
@married person@|@cepkatok (na), cpahkatomuwin (na)@
@married: SB fails to get ~@|@aluwahkatom (vai)@
@married: SB is ~@|@copkatom (vai), cpahkatom (vai), nipuhu (vai), nipuwiw (vai)@
@married: SB is ~ outside own group@|@nutiyahkatom (vai)@
@married: SB is ~ to him/her@|@nisuwiniyal (vai+o)@
@married: SB is going to get ~@|@kotuwahkatom (vai)@
@married: SB is living as ~ with SB@|@niseyiniyal (vai+o)@
@married: SB is newly ~@|@pilkatom (vai)@
@married: SB wants to get ~@|@kotuwahkatom (vai)@
@married: they are ~@|@nisuwiwok (vai)@
@marry SB@|@nipuwamal (vta)@
@marry SB to SB@|@nipuwikhal (vta)@
@Mars@|@mehqahtuwet (na)@
@Martha@|@Mahta (na)@
@Martin@|@Mahton (na)@
@marvels at ST: SB ~@|@assokinomon (vti)@
