@Esperanto@|@English@
@mormona@|@Mormon@
@mormono@|@Mormon@
@morna@|@dreary(3), gaunt, desolate, gloomy, mournful@
@moro@|@custom, mores@
@moroza@|@peevish, morose, sullen, fretful@
@morsa@|@Morse code@
@morsa alfabeto@|@Morse alphabet@
@morsa klavo@|@Morse key@
@morsi@|@send in Morse code@
@morta@|@dead@
@morta malamiko@|@arch-enemy@
@Morta Maro@|@Dead Sea@
@mortbati@|@beat to death, kill@
@mortema@|@mortal@
@mortero@|@mortar@
@morterujo@|@hod@
@morti@|@die, pass away, expire@
@mortiga@|@deadly@
@mortigi@|@kill, liquidate, slay@
@mortigi sin@|@commit suicide, kill oneself@
@mortigiloj@|@instruments of murder@
@mortinta@|@dead@
@mortnaskita@|@stillborn@
@morto@|@death@
@mortpafi@|@shoot dead@
@mortpala@|@ghastly@
@mortpuno@|@death penalty@
@moruo@|@codfish, cod@
@moruoleo@|@codfish-oil@
@morusarbo@|@mulberry-tree@
@morusujo@|@mulberry-tree@
@Moseo@|@Moses@
@moskatelo@|@muscatel@
@moskeo@|@mosque@
@moskitforpelilo@|@mosquito repellent@
@moskito@|@mosquito@
@mosko@|@musk@
@moskodoro@|@musky smell@
@moskulo@|@musk-deer@
@moskva@|@Muscovite@
@moskvano@|@Muscovite@
@moŝta@|@honorary@
@mosto@|@must@
@moŝto@|@excellency, majesty@
@motelo@|@motel@
@moteto@|@motet@
@motivado@|@motivation@
@motiviĝo@|@motivation@
@motiviteco@|@motivation@
@motivo@|@reason, motive@
@moto@|@motto@
@motorboato@|@motor-launch, motor-boat@
@motorciklisto@|@motor-cyclist@
@motorciklo@|@motorcycle@
@motoristo@|@motorist@
@motorizi@|@motorise@
@motoro@|@engine, motor@
@motorveturilo@|@motor vehicle@
@mova@|@locomotive, motoric@
@movado@|@movement@
@movebla@|@mobile@
@movi@|@move(2)@
@moviĝi@|@move(2)@
@movlibero@|@elbow-room@
@movo@|@movement@
@movsablo@|@quicksands, quicksand@
@mozaiko@|@mosaic, mosaic work@
@mozaikplanko@|@mosaic floor@
@mozambika@|@Mozambican@
@mozambikano@|@Mozambican@
@Mozambiko@|@Mozambique@
@Mozelo@|@Moselle@
@mozelvino@|@moselle@
@Mozo@|@Meuse@
@mucida@|@musty, moldy, mouldy@
@muelejo@|@mill@
@mueli@|@pulverise, grind@
@muelilo@|@mill@
@muelisto@|@miller@
@muezino@|@muezzin@
@muĝado@|@growling, roaring@
@muĝi@|@roar, howl@
@muka@|@mucous@
@muko@|@phlegm, mucus@
@mukozo@|@mucous membrane@
@mulatino@|@mulatto, female mulatto@
@mulato@|@mulatto@
@muldaĵo@|@cast@
@muldi@|@mould, cast, mold@
@muldilo@|@mold, mould@
@mulo@|@mule@
@mulpelisto@|@muleteer@
@multa@|@a lot of, much@
@multaj@|@many@
@multampleksa@|@comprehensive@
@multamplekse@|@comprehensively@
@multe@|@a lot@
@multe da@|@plenty of, a lot of, much@
@multekosta@|@dear, costly, pricey, expensive@
@multenombro@|@plural@
@multflanka@|@many-sided, multi-faceted@
@multfoja@|@repeated, on many occasions@
@multigi@|@increase@
@multiĝi@|@increase(2), multiply@
@multigi@|@multiply@
@multipliki@|@multiply@
@multkolora@|@multicoloured@
@multlingva@|@multilingual@
@multnacia@|@multinational@
@multnombra@|@numerous@
@multobla@|@multiple@
@multobligi@|@multiply, duplicate@
@multokupita@|@busy@
@multpaperujo@|@ring binder@
@multpeza@|@weighty@
@multsignifa@|@significant@
@multvalora@|@of great price@
@multvojaĝinta@|@widely-travelled, travelled@
@mumiigo@|@mummification@
@mumio@|@mummy@
@mungo@|@mongoose@
@mungoto@|@mongoose@
@municio@|@ammunition, munitions@
@municipo@|@municipality@
@muntado@|@fitting up, assemblage, assembly, mounting@
@muntadohalo@|@assembly shop, assembly hall@
@muntejo@|@assembly room@
@munti@|@mount, link, assemble@
@muntilo@|@linker@
@muntisto@|@assembler, fitter@
@muntita foto@|@photomontage@
@muntumo@|@setting@
@muo@|@mu@
@murapogilo@|@abutment@
@murbalo@|@squash@
@murdema@|@bloodthirsty@
@murdemo@|@bloodthirstiness@
@murdi@|@murder@
@murdilo@|@murderous weapon@
@murdintino@|@murderess@
@murdinto@|@murderer@
@murdisto@|@murderer@
@murdo@|@murder@
@murego@|@wall@
@murgazeto@|@wall newspaper@
@murkahelo@|@wall-tile@
@murkrampo@|@cramp-iron, brace@
@murmuri@|@murmur, mutter@
@murmuro@|@murmur@
@muro@|@wall@
@murpapero@|@paper-hangings, paper, hangings, wall-paper@
@murpentraĵo@|@wall-painting, mural, mural painting@
@murtapiŝo@|@tapestry, wall-hanging@
@muska@|@mossy@
@muskaptilo@|@mouse-trap, mousetrap@
@muskato@|@nutmeg@
@muskatvino@|@muscatel@
@muskedo@|@musket@
@musketero@|@musketeer@
@musketisto@|@musketeer@
@musketo@|@musket@
@musko@|@moss@
@muskola@|@muscular@
@muskolo@|@muscle@
@muskverda@|@moss-green@
@muslino@|@muslin@
@musmato@|@mousepad@
@muŝo@|@housefly, fly@
@muso@|@mouse@
@musono@|@monsoon@
@mustarda saŭco@|@mustard sauce@
@mustardo@|@mustard@
@mustardujo@|@mustard pot@
@mustelo@|@marten; weasel@
@musveneno@|@rat-poison@
@muta@|@dumb, speechless, mute@
@mutacio@|@mutation@
@mutili@|@mutilate@
@mutulo@|@mute@
@muzelingo@|@muzzle@
@muzelo@|@muzzle@
@muzeo@|@museum@
@muzika@|@musical@
@muzika komedio@|@musical@
@muzika prezentaĵo@|@musical performance@
@muzika societo@|@musical society, musical club@
@muzika vespero@|@musical evening@
@muzikaĵo@|@piece of music@
@muzikamanto@|@music-lover@
@muzikanto@|@musician, music-maker@
@muzikema@|@musical@
@muzikemo@|@musicality@
@muziki@|@make music@
@muzikilo@|@musical instrument@
@muzikinstruado@|@musical instruction@
@muzikistaro@|@band@
@muzikisto@|@musician@
@muzikkesto@|@music-box@
@muzikkiosko@|@bandstand@
@muzikleciono@|@music-lesson@
@muziklernejo@|@school of music@
@muziklibro@|@music-book@
@muziko@|@music@
@muzikologio@|@musicology@
@muzikportilo@|@music-stand@
@muzikteatraĵo@|@musical@
@muzikteorio@|@theory of music@
@muzikverko@|@piece of music@
@muzo@|@muse@
@muzulmano@|@Moslem, Mohammedan, Muslim, Mussulman@
@nababo@|@nabob@
@nabo@|@nave, hub@
@naboĉapo@|@hub-cap@
@nacia@|@national@
@nacieco@|@nationality@
@naciigi@|@nationalise@
@naciisma@|@nationalistic@
@naciismo@|@nationalism@
@naciliberiga@|@of national liberation@
@nacilingva@|@national-language@
@nacio@|@nation@
@nadiro@|@nadir@
@nadlo@|@needle@
@naftaleno@|@naphthalene@
@naftalino@|@naphthalene@
@nafto@|@crude oil@
@naftolo@|@naphthol@
@naĝbarelo@|@buoy@
@naĝbaseno@|@swimming-pool, swimming pool@
@naĝejo@|@swimming-bath@
@naĝi@|@float, swim@
@naĝilo@|@fin@
@naiva@|@naive@
@naiveco@|@confidence@
@naivulo@|@naive person@
@najado@|@naiad@
@najbara@|@neighbouring, nearby, adjacent@
@najbaraĵo@|@vicinity, neighbourhood@
@najbareco@|@neighbourhood@
@najbaro@|@neighbour@
@najleto@|@tack@
@najli@|@nail@
@najlo@|@nail@
@najlotirilo@|@pincers@
@najtingalo@|@nightingale@
@Nameno@|@Namur@
@namibia@|@Namibian@
@namibianino@|@Namibian woman@
@namibiano@|@Namibian@
@Namibio@|@Namibia@
@nana@|@dwarf, midget@
@nano@|@midget, dwarf@
@napo@|@turnip@
@napola@|@Neapolitan@
@napolano@|@Neapolitan@
@Napolo@|@Naples@
@nargileo@|@water pipe@
@narkotaĵo@|@drug(2)@
@narkoti@|@drug(2)@
@narkotismo@|@drug abuse, drug addiction@
@narkotulo@|@drug addict@
@Naserlago@|@Lake Nasser@
@naskado@|@giving birth@
@naskdoloroj@|@birth pains, labour pains@
@naski@|@bear(2), give birth to@
@naskiĝejo@|@cradle, place of birth@
@naskiĝi@|@arise, be born@
@naskiĝo@|@birth@
@naskiĝtago@|@birthday@
@naskiĝurbo@|@city of birth@
@naskitaro@|@brood@
@naskito@|@new-born@
@nasko@|@delivery, child-birth, parturition@
@naskolimigo@|@birth control@
@naskotago@|@birthday@
@Natalo@|@Natal@
@natria bikarbonato@|@bicarbonate of soda@
@natrio@|@sodium@
@natura@|@natural@
@naturamiko@|@friend of nature@
@naturdotita@|@talented, gifted@
@naturdoto@|@talent, turn, disposition, aptitude@
@nature@|@naturally@
@natureco@|@abandonment@
@naturismo@|@nudism, living according to nature@
@naturkatastrofo@|@natural disaster@
@naturleĝo@|@natural law, law of nature@
@naturo@|@nature, character@
@naturparko@|@natural park@
@naturriĉaĵo@|@natural resource@
@naŭ@|@nine@
@naŭa@|@ninth@
@naŭdek@|@ninety@
@naŭza@|@abhorrent, nauseous, nasty(2), abominable@
@naŭzi@|@nauseate@
@naŭzo@|@disgust, nausea@
@navedo@|@shuttle@
@navigaciado@|@navigation@
@navigacii@|@navigate@
@navigado@|@navigation@
@navighaltejo@|@landing-stage, pier@
@navigi@|@navigate@
@naza@|@nasal@
@nazalo@|@nasal sound@
@nazia@|@Nazi@
@nazio@|@Nazi@
@nazkataro@|@cold@
@nazlobo@|@nostril@
@nazmuko@|@snot@
@nazo@|@nose@
@naztruo@|@nostril@
@naztuko@|@handkerchief@
@nazumo@|@pince-nez@
@n.b.@|@N.B.@
@ndebela lingvo@|@Ndebele, Ndebele language@
@ndebelo@|@Ndebele@
@ne-@|@un-@
@ne@|@no@
@ne@|@not@
@ne-@|@in-@
@ne-@|@dis-, im-@
@ne atentante@|@apart from@
@ne fari@|@omit, fail, neglect@
@ne malbone@|@so so@
@ne plu@|@no longer@
@ne tute@|@not quite@
@ne ...-u@|@don't ...@
@nea@|@negative@
@neado@|@denial@
@nealiancita@|@non-aligned@
@neapartigebla@|@no, not@
@neatendita@|@abrupt@
@neatendite@|@unexpectedly@
@neatenta@|@careless, negligent@
@neaŭdita@|@unheard of@
@nebrila@|@dim@
@Nebukadnezo@|@Nebuchadnezzar@
@nebula@|@fuzzy, misty@
@nebuleco@|@nebulosity@
@nebuliĝi@|@get dim@
@nebuligi@|@cloud@
@nebuliĝi@|@become steamy@
@nebuligi@|@befog@
@nebuliĝi@|@get covered with@
@nebuligi@|@dim@
@nebulo@|@mist, fog@
@necesa@|@necessary@
@necesaĵoj@|@materials, requisites, necessaries@
@neceseco@|@necessity@
@neceseja broso@|@toilet brush@
@neceseja papero@|@toilet paper@
@necesejo@|@toilet@
@necesi@|@be needed; use the toilet@
@necesigi@|@make necessary@
@necesujo@|@toilet bowl, kit, tool-box; toilet@
@nedankinde@|@you're welcome, don't mention it@
@nedaŭra@|@temporary@
@nedeca@|@indecent@
@nederlanda@|@Dutch@
@nederlanda lingvo@|@Dutch language, Dutch@
@Nederlanda Suda Maro@|@Zuider Zee@
@Nederlandaj Antiloj@|@Netherlands Antilles@
@nederlandaneco@|@Dutch nationality@
@nederlandanino@|@Dutch woman@
@nederlandano@|@Dutchman@
@Nederlando@|@the Netherlands, Holland@
@nedigestebla@|@stodgy@
@nee@|@negatively@
@neebla@|@impossible@
@neeble@|@impossibly@
@needukita@|@uneducated@
@neelĉerpebla@|@inexhaustible@
@neeltenebla@|@unbearable@
@neesprimeble@|@inexpressibly@
@nefari@|@fail, neglect, omit@
@nefermita@|@open@
@nefiksita@|@loose@
@nefleksebla@|@inflexible@
@neforgesebla@|@unforgettable@
@neforigebla@|@indelible, unremovable@
@negativa@|@negative@
@negativo@|@negative@
@neĝblanka@|@snow white@
@neĝbuli@|@throw snowballs@
@neĝero@|@snowflake@
@neĝhomo@|@snowman@
@negi@|@deny@
@neĝi@|@snow@
@neĝkovrita@|@snowy@
@neglektebla@|@neglectable@
@neglektema@|@careless(2), remiss, neglectful, negligent(2)@
@neglektemo@|@carelessness, remissness, negligence@
@neglekti@|@neglect@
@neglekto@|@neglect, slighting@
@negliĝa robo@|@dressing-gown@
@negliĝo@|@undress, neglig‚e@
@neĝo@|@snow@
@negocado@|@trading@
@negoci@|@trade, negotiate@
@negocisto@|@businessman, merchant@
@negoco@|@business, trade@
@negra@|@Negro@
@negrava@|@unimportant@
@negravaĵo@|@accessory@
@negravas@|@it doesn't matter@
@negro@|@Negro@
@Neĝulino@|@Little Snow White@
@neĝviro@|@snowman@
@nei@|@deny@
@neimagebla@|@unimaginable@
@neintima@|@detached@
@nek@|@nor, neither@
@nek ...@|@neither ...@
@nek ... nek@|@neither ... nor@
@nekartografita@|@uncharted@
@neklara@|@unclear@
@nekombita@|@unkempt@
@nekompleta@|@incomplete@
@nekomprenebla@|@unintelligible, inconceivable@
@nekonata@|@unknown@
@nekonformismo@|@non-conformism@
@nekonsekvenca@|@inconsistent@
@nekredebla@|@incredible@
@nekristalizita sukero@|@caster sugar, castor sugar@
@nekrologo@|@obituary@
@nekropsio@|@autopsy@
@nekrozo@|@necrosis@
@nektaro@|@nectar@
@nekuirita@|@uncooked, raw@
@nekulturita@|@dreary(2)@
@nekuracebla@|@incurable@
@nekutima@|@unusual@
@neleĝa@|@illegal, unlawful@
@neligita@|@unconnected@
@nelimigita@|@absolute@
@neloĝata@|@gaunt(2)@
@nemalhavebla@|@indispensable@
@nemalplilongigita@|@unabbreviated@
@nematodo@|@eelworm, nematode@
@nematura@|@unripe@
@nememorebla@|@immemorial, impossible to remember@
@Nemeso@|@Nemesis@
@nemetiisto@|@amateur@
@nemetiulo@|@amateur@
@nemoveblaĵoj@|@real estate@
@nenatura@|@artificial@
@nenecesa@|@needless@
@nenia@|@no . . . whatsoever, no kind of@
@neniaĵo@|@trifle, nothing@
@nenial@|@for no reason@
@neniam@|@never@
@nenie@|@nowhere@
@neniel@|@in no way, not at all, by no means@
@nenies@|@no-one's@
@nenieslando@|@no-man's-land@
@neniigi@|@destroy, annihilate@
@neniiĝi@|@be destroyed@
@nenio@|@nothing@
@neniom@|@none@
@neniu@|@no-one, none, neither, nobody@
@nenocivo@|@harmlessness@
@nenombrebla@|@countless@
@nenormala@|@abnormal@
@nenormalaĵo@|@abnormality@
@nenormaleco@|@abnormality@
@neodimo@|@neodymium@
@neofito@|@neophyte@
@neokupita@|@unoccupied, vacant, free@
@Neolitiko@|@Neolithic@
@neologismo@|@neologism@
@neona@|@neon@
@neono@|@neon@
@neordinara@|@unordinary@
@neorganika@|@inorganic@
@nepagita@|@back(3), outstanding, overdue@
@nepala@|@Nepalese@
@nepalano@|@Nepalese@
@Nepalo@|@Nepal@
@nepardonebla@|@unpardonable@
@nepartia@|@neutral@
@nepenetrebla@|@impenetrable@
@nepino@|@granddaughter@
@nepo@|@grandson@
@nepra@|@absolute@
@nepre@|@definitely, absolutely, without fail@
@nepre ne@|@definitely not@
@nepreco@|@absolute necessity@
@nepriskribeble@|@indescribably@
@neprofitema@|@disinterested@
@neptunio@|@neptunium@
@Neptuno@|@Neptune@
@nepublika@|@private@
@nepublika kompanio@|@limited liability, company(2)@
@neregula@|@abnormal@
@nereguleco@|@abnormality(2)@
@nerekta@|@indirect@
@nereligia@|@non-religious@
@nerevenigebla@|@irretrievable@
@nerevokebla@|@irrevocable@
@nerezistebla@|@irresistible@
@nerva@|@nervous@
@nervo@|@nerve@
@nervoza@|@nervous@
@neŝanĝiĝema@|@continual, steady, constant, lasting@
@nesatigebla@|@insatiable@
@nesignifa@|@insignificant@
@nesimetria@|@asymmetric, asymmetrical, dissymmetric@
@nesondebla@|@abysmal@
@nesti@|@nest@
@nesto@|@den, nest@
@nesufiĉa@|@insufficient@
@neta@|@cleanly cut, neat, precise, net@
@netaksebla@|@priceless@
@netigi@|@put in finished form, finalise@
@neto@|@final copy@
@netolerebla@|@intolerable@
@netolerema@|@intolerant@
@netuŝumino@|@touch-me-not@
@neŭrozo@|@neurosis@
@neutila@|@not useful@
@neŭtra@|@neuter@
@neŭtrala@|@impartial, neutral@
@neŭtralulo@|@neutralist, opponent of polit. involvemen@
@nevenkebla@|@invincible@
@nevera@|@false, untrue@
@nevidata@|@unseen@
@nevino@|@niece@
@nevo@|@nephew@
@nevola@|@involuntary@
@nevundebla@|@invulnerable@
@ngunio@|@Nguni@
@ni@|@us, we@
@nia@|@our@
@Nia Sinjorino@|@Our Lady@
@niaflanke@|@for our part@
@Niĉjo la Dormigulo@|@the Dustman, Wee Willie Winkie, the Sandman@
@niĉo@|@niche@
@NIFO@|@UFO@
@nigeria@|@Nigerian@
@niĝeria@|@Nigerian(2)@
@niĝerianino@|@Nigerian woman@
@nigerianino@|@Nigerian lady, Nigerian woman, Nigerian@
@nigeriano@|@Nigerian@
@niĝeriano@|@Nigerian(2)@
@Niĝerio@|@Niger@
@Nigerio@|@Nigeria@
@Niĝero@|@Niger@
@nigra@|@black@
@Nigra Arbaro@|@Black Forest@
@Nigra Maro@|@Euxine Sea, Black Sea@
@nigreco@|@blackness@
@nigrega@|@pitch black@
@nigrigi@|@blacken; besmirch@
@nigro@|@black@
@nigrulo@|@black@
@nigrumi@|@black-out@
@nikaragva@|@Nicaraguan@
@nikaragvano@|@Nicaraguan@
@Nikaragvo@|@Nicaragua@
@nikelo@|@nickel@
@Nikobaroj@|@Nicobar Islands@
@Nilo@|@Nile@
@nilona@|@nylon@
@nilono@|@nylon@
@nimbo@|@nimbus, halo@
@Nimego@|@Nimwegen@
@nimfeo@|@waterlily@
@nimfo@|@nymph@
@Nimrodo@|@Nimrod@
@nin@|@us@
@niobo@|@niobium@
@niti@|@rivet@
@nito@|@rivet@
@nitrogeno@|@nitrogen@
@niveli@|@level@
@nivelilo@|@level@
@nivelo@|@level@
@Noaĥo@|@Noah@
@nobela@|@of noble birth@
@nobela klaso@|@nobility@
@nobelaro@|@nobility@
@nobeleco@|@nobility@
@nobelio@|@nobelium@
@nobelo@|@nobleman@
@nobla@|@noble@
@nobleco@|@nobleness@
@nobligi@|@ennoble@
@noblulo@|@noble person@
@noca@|@harmful@
@nocio@|@notion; concept@
@noĉo@|@notch@
@nodi@|@knot@
@nodo@|@node, knot@
@nokta@|@nocturnal@
@nokta besto@|@nocturnal animal@
@nokta deĵoro@|@night-duty, night-service, night-shift@
@nokta flugo@|@night flight@
@nokta frosto@|@ground frost, night-frost@
@nokta lampo@|@night-lamp@
@nokta ripozo@|@night's rest@
@nokta servo@|@night-shift, night-service, night-duty@
@nokta skipo@|@night-shift@
@nokta trajno@|@night-train@
@noktblinda@|@night-blind@
@noktblindeco@|@night-blindness@
@nokte@|@by night, at night@
@noktgardisto@|@watchman@
@noktgardo@|@night-watch@
@noktiĝo@|@evening twilight@
@noktmeza meso@|@midnight mass@
@noktmezo@|@midnight@
@nokto@|@night@
@noktoĉemizo@|@night-shirt@
@noktogardo@|@nightwatch@
@noktoklubo@|@night club, night spot@
@noktomezo@|@midnight@
@noktoŝranko@|@pedestal cupboard@
@noktotarifo@|@night rate, night tariff@
@noktovazo@|@chamber-pot, pot@
@noktpapilio@|@night-moŝ, moth@
@noktþranko@|@pedestal cupboard@
@noktuo@|@screech-owl@
@noktvazo@|@chamber pot@
@noktvestaĵo@|@night-attire@
@noma akcio@|@registered share@
@nomada@|@nomadic@
@nomado@|@nomad@
@nombri@|@count@
@nombro@|@number, amount@
@nome@|@viz., namely@
@nomfesto@|@saint's day, name-day@
@nomi@|@call@
@nomiĝi@|@be called@
@nominalvalora@|@at par@
@nomo@|@appellation, name@
@nomplato@|@name-plate@
@nomtago@|@name day@
@nomumi@|@appoint, nominate@
@nomumo@|@appointment, nomination@
@norda@|@northern@
@Norda Dvino@|@Northern Dvina@
@Norda Maro@|@North Sea@
@nordafrika@|@North African@
@nordafrikano@|@North African@
@Nordafriko@|@North Africa@
@nordamerika@|@North American@
@nordamerikano@|@North American@
@Nordameriko@|@North America@
@Nordbrabanto@|@North Brabant@
@norde de@|@above@
@Nordholando@|@North Holland@
@Nordirlando@|@Northern Ireland@
@nordkorea@|@North Korean@
@nordkoreano@|@North Korean@
@Nordkoreio@|@North Korea@
@nordo@|@North, north@
@Nordvjetnamo@|@North Vietnam@
@norma@|@normal@
@norma vortsignifo@|@acceptation@
@normala@|@normal@
@normale@|@ordinarily@
@normanda@|@Norman@
@Normandio@|@Normandy@
@normando@|@Norman@
@normano@|@Norseman, Dane, Northman@
@normigi@|@standardise@
@normigo@|@standardisation@
@normo@|@standard, norm@
@norvega@|@Norwegian@
@norvegino@|@Norwegian woman@
@Norvegio@|@Norway@
@norvego@|@Norwegian@
@nostalgio@|@nostalgia@
@notario@|@notary@
@notbloko@|@notepad@
@noti@|@note, make a note, write down@
@notinda@|@noteworthy@
@notlibro@|@notebook@
@noto@|@note, grade@
@nova@|@new, novel@
@Nova Gvineo@|@New Guinea@
@Nova Kaledonio@|@New Caledonia@
@Nova Sudkimrio@|@New South Wales@
@Novaj Hebridoj@|@New Hebrides@
@novaĵagentejo@|@news agency@
@novaĵgrupo@|@forum@
@novaĵo@|@something new, novelty, news@
@novaĵoj@|@news@
@noveco@|@newness@
@novedzino@|@bride@
@novedzo@|@bridegroom@
@novelo@|@short story@
@novembro@|@November@
@novgreka lingvo@|@Modern Greek@
@novhebrea lingvo@|@Modern Hebrew@
@novico@|@novice@
@novigi@|@renovate, renew@
@novjara tago@|@New Year's Day@
@Novjaro@|@New Year@
@Novjartago@|@New Year's Day@
@Novjorko@|@New York@
@novkaledona@|@New Caledonian@
@Novkaledonio@|@New Caledonia@
@novkaledono@|@New Caledonian@
@novnaskito@|@new-born@
@novriĉulo@|@nouveau riche, newly-rich@
@novulo@|@newcomer, new person@
@novzelanda@|@New Zealand@
@novzelandanino@|@New Zealand woman@
@novzelandano@|@New Zealander@
@Novzelando@|@New Zealand@
@nu@|@well then, well, now@
@nuanco@|@nuance, hue, shade, tint@
@nuba@|@cloudy; vague@
@nubia@|@Nubian@
@nubiano@|@Nubian@
@nubo@|@cloud@
@nuda@|@bare, naked, nude@
@nudaĵo@|@nude@
@nudeco@|@nudity, nakedness@
@nudelo@|@noodles@
@nudismo@|@nudism@
@nudisto@|@nudist@
@nudpieda@|@barefoot@
@nugato@|@nougat@
@nuklea@|@nuclear@
@nukleo@|@nucleus@
@nuko@|@nape, back of the neck@
@nukso@|@nut@
@nuksrompilo@|@nutcracker@
@nul@|@nought, zero@
@nuligi@|@abolish, annul, abrogate, cancel@
@nuligo@|@abolition, abrogation@
@nulo@|@naught, nought, zero, null@
@numerado@|@numbering@
@numeri@|@assign a number@
@numero@|@number, numeral@
@numerplato@|@license plate, numberplate@
@numismatikisto@|@numismatist@
@numismatiko@|@numismatics@
@numismato@|@numismatist@
@nun@|@now, at present@
@nuna@|@present, current@
@nuno@|@present-day, present@
@nuntempa@|@present(2), current@
@nuntempe@|@these days, currently, nowadays@
@nupto@|@wedding(2)@
@nur@|@only, exclusively, just@
@nura@|@mere, solitary, sole@
@Nurenbergo@|@Nuremberg@
@nurlegebla memoro@|@ROM@
@nutra@|@nutritional@
@nutrado@|@nutrition@
@nutraĵo@|@food, nourishment@
@nutri@|@feed, nourish@
@oazo@|@oasis@
@obea@|@obedient@
@obeema@|@obedient@
@obei@|@obey@
@obeigi@|@break(2)@
@obeza@|@obese@
@objektivo@|@objective@
@objekto@|@object, thing, article@
@obĵeti@|@object@
@obligacio@|@bond@
@oblikva@|@slanting, oblique@
@oblo@|@-fold, multiple@
@Obo@|@Ob@
@obscena@|@obscene@
@obsedi@|@obsess@
@obsedo@|@obsession@
@observi@|@keep, mind, observe@
@observi kaþe@|@peep, spy upon, peep at, spy(2)@
@observo@|@observation@
@obskura@|@obscure@
@obskuro@|@obscurity@
@obstaklo@|@obstacle@
@obstina@|@stubborn, obstinate@
@obstini@|@persist, be obstinate, be stubborn@
@obstinulo@|@stubborn person@
@obstrukci@|@obstruct, impede, stand in the way of, hamper@
@obstrukco@|@obstruction, impediment@
@obturilo@|@shutter@
@obtuza@|@obtuse, dull@
@obuso@|@shell@
@oceana@|@oceanic@
@Oceanio@|@Oceania, Oceanica@
@oceano@|@ocean@
@Odino@|@Odin@
@Odiseado@|@Odyssey@
@odo@|@ode@
@odoraĉi@|@smell bad, reek, stink@
@odori@|@reek, give off an odour, smell@
@odori kiel@|@smell of@
@odoro@|@odour, smell, scent@
@Odro@|@Oder@
@ofenda@|@nasty, abusive@
@ofendi@|@abuse(3), offend, insult@
@ofendiĝema@|@easily offended, touchy@
@ofendiĝi@|@take offence@
@ofendita@|@offended, affronted, insulted, hurt@
