@Koine Greek@|@English@
@νοσφίζω @|@I rob, purloin@
@νότος -ου -ὁ @|@the south wind, the South@
@νουθεσία -ας -ἡ @|@a warning, admonition@
@νουθετέω @|@I admonish, warn, counsel@
@νουμηνία -ας -ἡ @|@the new moon as a festival@
@νουνεχῶς @|@wisely, discreetly@
@νοῦς -νοός -νοΐ -νοῦν -ὁ @|@the mind, reasoning faculty@
@Νυμφᾶς -ᾶ -ὁ @|@Nymphas@
@νύμφη -ης -ἡ @|@a bride, daughter-in-law@
@νυμφίος -ου -ὁ @|@a bridegroom@
@νυμφών -ῶνος -ὁ @|@a bridal chamber@
@νῦν @|@now, already, at present@
@νυνί @|@now, already, at present@
@νύξ -νυκτός -ἡ @|@the night, night-time@
@νύσσω @|@I prick, pierce, stab@
@νυστάζω @|@I nod in sleep, am drowsy, slumber@
@νυχθήμερον -ου -τό @|@twenty-four hours@
@Νῶε -ὁ @|@Noah@
@νωθρός -ά -όν @|@dull, sluggish@
@νῶτος -ου -ὁ @|@the back of men or animals@
@ξενία -ας -ἡ @|@lodging, hospitality@
@ξενίζω @|@I entertain a stranger, I startle@
@ξενοδοχέω @|@I entertain strangers@
@ξένος -η -ον @|@new, novel, a foreigner@
@ξέστης -ου -ὁ @|@a Roman measure, pitcher@
@ξηραίνω @|@I dry up, parch, ripen@
@ξηρός -ά -όν @|@dry, withered, dry land@
@ξύλινος -η -ον @|@wooden@
@ξύλον -ου -τό @|@a staff, cross, anything made of wood@
@ξυράω @|@I shave@
@ὁ -ἡ -τό @|@Article the@
@ὀγδοήκοντα @|@eighty@
@ὄγδοος -η -ον @|@eighth@
@ὄγκος -ου -ὁ @|@a weight, burden@
@ὅδε -ἥδε -τόδε @|@this here, this@
@ὁδεύω @|@I journey, travel@
@ὁδηγέω @|@I lead, guide@
@ὁδηγός -οῦ -ὁ @|@a leader, guide@
@ὁδοιπορέω @|@I travel, pursue a way@
@ὁδοιπορία -ας -ἡ @|@a journey, travel@
@ὁδός -οῦ -ἡ @|@a way, road, journey@
@ὀδούς -όντος -ὁ @|@a tooth@
@ὀδυνάω @|@I torment, pain@
@ὀδύνη -ης -ἡ @|@pain, distress@
@ὀδυρμός -οῦ -ὁ @|@lamentation, wailing@
@Ὀζίας -ου -ὁ @|@Uzziah@
@ὄζω @|@I stink, am offensive@
@ὅθεν @|@whence, wherefore@
@ὀθόνη -ης -ἡ @|@a linen cloth, sheet@
@ὀθόνιον -ου -τό @|@a linen bandage@
@οἰκεῖος -α -ον ’ @|@of one’s family, domestic@
@οἰκέτης -ου -ὁ @|@a household servant@
@οἰκέω @|@I inhabit, dwell@
@οἴκημα -ατος -τό @|@a prison@
@οἰκητήριον -ου -τό -@|@a dwelling-place, habitation@
@οἰκία -ας -ἡ @|@a house, household@
@οἰκειακός -ή -όν @|@one of a family@
@οἰκοδεσποτέω @|@I manage a household@
@οἰκοδεσπότης -ου -ὁ @|@a head of a household@
@οἰκοδομέω @|@I build, build up, edify@
@οἰκοδομή -ῆς -ἡ @|@the act of building, a building, edification@
@οἰκονομέω @|@I am a steward@
@οἰκονομία -ας -ἡ @|@stewardship@
@οἰκονόμος -ου -ὁ @|@a steward@
@οἶκος -ου -ὁ @|@a house, household@
@οἰκουμένη -ης -ἡ() @|@the inhabited (Roman) world@
@οὐκουρός -οῦ -ὁ -ἡ @|@a housekeeper@
@οἰκτείρω @|@I pity, have compassion on@
@οἰκτιρμός -οῦ -ὁ @|@pity, compassion@
@οἰκτίρμων -ον @|@compassionate, merciful@
@οἰνοπότης -ου -ὁ @|@an excessive wine-drinker@
@οἶνος -ου -ὁ @|@wine@
@οἰνοφλυγία -ας -ἡ @|@drunkenness@
@οἴμαι @|@I think, suppose@
@οἵος -α -ον @|@of what kind, such as@
@ὀκνέω @|@I delay, hesitate, am slow@
@ὀκνηρός -ά -όν @|@slothful, backward@
@ὀκταήμερος -ον @|@belonging to the eighth day@
@ὀκτώ @|@eight@
@ὄλεθρος -ου -ὁ @|@ruin, doom, destruction@
@ὀλιγόπιστος -ον @|@of little faith@
@ὀλίγος -η -ον @|@small, brief, few, soon@
@ὀλιγόψυχος -ον @|@faint-hearted@
@ὀλιγωρέω @|@I despise, make light of@
@ὀλοθρευτής -οῦ -ὁ @|@a destroyer@
@ὀλοθρεύω @|@I destroy@
@ὁλοκαύτωμα -ατος -τό @|@a whole burnt offering@
@ὁλοκληρία -ας -ἡ @|@perfect soundness@
@ὁλόκληρος -ον @|@complete in every part, sound, perfect@
@ὀλολύζω @|@I howl, lament loudly@
@ὅλος -η -ον @|@all, the whole, entire@
@ὁλοτελής -ές @|@perfect, complete@
@Ὀλυμπᾶς -ᾶ -ὁ @|@Olympas@
@ὄλυνθος -ου -ὁ @|@an unripe fig@
@ὅλως @|@wholly, altogether, not at all@
@ὄμβρος -ου -ὁ @|@a violent rain@
@ὁμιλέω @|@I associate with, talk with@
@ὁμιλία -ας -ἡ @|@intercourse, companionship, conversation@
@ὄμμα -ατος -τό @|@an eye@
@ὀμνύω @|@I swear, take an oath@
@ὁμοθυμαδόν @|@with one mind, unanimously@
@ὁμοιάζω @|@I am like, resemble@
@ὁμοιοπαθής -ές @|@of like feelings@
@ὅμοιος -οία -οιον @|@like, similar to@
@ὁμοιότης -τητος -ἡ @|@likeness, resemblance@
@ὁμοιόω @|@I make like, liken, compare@
@ὁμοίωμα -ατος -τό @|@a likeness, form, similitude@
@ὁμοίως @|@in like manner@
@ὁμοίωσις -εως -ἡ @|@making like, likeness@
@ὁμολογέω @|@I confess, profess, acknowledge, praise@
@ὁμολογία -ας -ἡ @|@a profession, confession@
@ὁμολογουμένως @|@admittedly@
@ὁμότεχνος -ον @|@of the same trade or craft@
@ὁμοῦ @|@together@
@ὁμόφρων -ον @|@of one mind@
@ὅμως @|@yet, nevertheless@
@ὄναρ -ατος -τό @|@a dream@
@ὀνάριον -ου -τό @|@a young ass@
@ὀνειδίζω @|@I reproach, revile, upbraid@
@ὀνειδισμός -οῦ -ὁ @|@reproach, reviling@
@ὄνειδος -ους -τό @|@reproach, disgrace@
@Ὀνήσιμος -ου -ὁ @|@Onesimus@
@Ὀνησίφορος -ου -ὁ @|@Onesiphorus@
@ὀνικός -ή -όν @|@pertaining to an ass@
@ὀνίνημι @|@I help, profit, have joy of@
@ὄνομα -ατος -τό @|@name, character, reputation@
@ὀνομάζω @|@I give a name to, mention@
@ὄνος -ου -ὁ -ἡ @|@a donkey, an ass@
@ὄντως @|@really, truly@
@ὄξος -ους -τό @|@vinegar, sour wine@
@ὀξύς -εῖα -ύ @|@sharp, swift, eager@
@ὀπή -ῆς -ἡ @|@a crevice, cave@
@ὄπισθεν @|@from behind, after@
@ὀπίσω @|@behind, after@
@ὁπλίζω @|@I arm, equip@
@ὅπλον -ου -τό @|@an instrument, arms, weapons@
@ὁποῖος -οία -οῖον @|@of what kind or manner@
@ὁπότε @|@when@
@ὅπου @|@where, whither@
@ὀπτάνομαι @|@I appear, am seen@
@ὀπτασία -ας -ἡ @|@a vision, supernatural appearance@
@ὀπτός -ή -όν @|@roasted, broiled@
@ὀπώρα -ας -ἡ @|@autumn, autumnal fruits@
@ὅπως @|@how, in order that, so that@
@ὅραμα -ατος -τό @|@a spectacle, vision@
@ὅρασις -εως -ἡ @|@a sight, vision, appearance@
@ὁρατός -ή -όν @|@visible@
@ὁράω @|@I see, look upon, experience@
@ὀργή -ῆς -ἡ @|@anger, wrath, passion@
@ὀργίζω @|@I irritate, provoke, am angry@
@ὀργίλος -η -ον @|@prone to anger@
@ὀργυιά -ᾶς -ἡ @|@a fathom, about five or six feet@
@ὀρέγω @|@I stretch forth, long for@
@ὀρεινός -ή -όν @|@mountainous, hilly@
@ὄρεξις -εως -ἡ @|@strong desire, lust@
@ὀρθοποδέω @|@I walk in a straight course, walk uprightly@
@ὀρθός -ή -όν @|@upright, straight@
@ὀρθοτομέω @|@I cut straight, handle correctly@
@ὀρθρίζω @|@I rise early, come in the morning@
@ὄρθριος -ία -ιον @|@early in the morning@
@ὄρθρος -ου -ὁ @|@early dawn, day-break@
@ὀρθῶς @|@rightly@
@ὁρίζω @|@I define, determine, appoint, decree@
@ὅριον -ου -τό @|@districts, territory@
@ὁρκίζω @|@I adjure by, charge solemnly by@
@ὅρκος -ου -ὁ @|@an oath@
@ὁρκωμοσία -ας -ἡ @|@the taking of an oath, an oath@
@ὁρμάω @|@I rush@
@ὁρμή -ῆς -ἡ @|@a rush, violent assault@
@ὅρμημα -ατος -τό @|@a rushing on, impulse@
@ὄρνεον -ου -τό @|@a bird@
@ὄρνις -ιθος -ὁ -ἡ @|@a bird, fowl, hen@
@ὁροθεσία -ας -ἡ @|@a setting of boundaries, definite limit@
@ὄρος -ους -τό @|@a mountain@
@ὀρύσσω @|@I dig, dig out@
@ὀρφανός -ή -όν @|@bereaved, an orphan@
@ὀρχέομαι @|@I dance@
@ὅς -ἥ -ὅ @|@who, which, what, that@
@ὁσάκις @|@as often as@
@ὅσιος -ία -ιον @|@holy, pious@
@ὁσιότης -τητος -ἡ @|@holiness, godliness, piety@
@ὁσίως @|@piously@
@ὀσμή -ῆς -ἡ @|@an odor@
@ὅσος -η -ον @|@how much, how great, how many@
@ὅσπερ -ἥπερ -ὅπερ @|@the very one who@
@ὀστέον -ου -τό @|@a bone@
@ὅστις -ἥτις -ὅτι @|@whosoever, whichsoever, whatsoever@
@ὀστράκινος -η -ον @|@made of earth@
@ὄσφρησις -εως -ἡ @|@the sense of smell@
@ὀσφύς -ύος -ἡ @|@the loins@
@ὅταν @|@when, whensoever@
@ὅτε @|@when@
@ὅτι @|@that, since, because@
@ὅτου @|@until@
@οὐ @|@no, not@
@οὗ @|@where, whither, when@
@οὐά@|@ah!, aha!@
@οὐαί@|@woe!, alas!@
@οὐδαμῶς @|@by no means@
@οὐδέ @|@neither, nor, not even@
@οὐδείς -οὐδεμία -οὐδέν @|@no one, none, nothing@
@οὐδέποτε @|@never@
@οὐδέπω @|@not yet, never before@
@οὐκέτι @|@no longer, no more@
@οὐκοῦν @|@not therefore@
@οὖν @|@therefore, then@
@οὔπω @|@not yet@
@οὐρά -ᾶς -ἡ @|@a tail@
@οὐράνιος -ον @|@heavenly@
@οὐρανόθεν @|@from heaven@
@οὐρανός -οῦ -ὁ @|@the sky, the heaven@
@Οὐρβανός -οῦ -ὁ @|@Urbanus@
@Οὐρίας -ου -ὁ @|@Uriah@
@οὖς -ὠτός -τό @|@the ear@
@οὐσία -ας -ἡ @|@property, wealth@
@οὔτε @|@and not, neither, nor@
@οὗτος -αὕτη -τοῦτο @|@this, he, she, it@
@οὕτως @|@thus, so, in this manner@
@οὐχί @|@by no means, not at all@
@ὀφειλέτης -ου -ὁ @|@a debtor, sinner@
@ὀφειλή -ῆς -ἡ @|@a debt, duty@
@ὀφείλημα -ατος -τό @|@a debt, offense, sin@
@ὀφείλω @|@I owe, ought@
@ὄφελον!!! @|@O that! I wish! Would that!@
@ὄφελος -ους -τό @|@advantage, gain, profit@
@ὀφθαλμοδουλεία -ας -ἡ @|@service rendered only while the master watches@
@ὀφθαλμός -οῦ -ὁ @|@the eye@
@ὄφις -εως -ὁ @|@a serpent@
@ὀφρῦς -ύος -ἡ @|@the brow, a ridge@
@ὀχλέω @|@I trouble, torment, worry@
@ὀχλοποιέω @|@I gather a crowd@
@ὄχλος -ου -ὁ @|@a crowd@
@ὀχύρωμα -ατος -τό @|@a fortress, strong defense@
@ὀψάριον -ου -τό @|@a little fish@
@ὀψέ @|@late, in the evening@
@ὄψιμος -ον @|@late in the year@
@ὄψιος -α -ον @|@late@
@ὄψις -εως -ἡ @|@the features, outward appearance@
@ὀψώνιον -ου -τό @|@pay, wages@
@παγιδεύω @|@I ensnare, entrap@
@παγίς -ίδος -ἡ @|@a snare, trap@
@πάθημα -ατος -τό @|@suffering, passion@
@παθητός -ή -όν @|@destined to suffer@
@πάθος -ους -τό @|@suffering, emotion, depraved passion, lust@
@παιδαγωγός -οῦ -ὁ@|@a boy’s guardian or tutor@
@παιδάριον -ου -τό @|@a little boy, lad@
@παιδεία -ας -ἡ @|@discipline@
@παιδευτής -οῦ -ὁ @|@an instructor@
@παιδεύω @|@I discipline, educate, train, chastise@
@παιδιόθεν @|@from childhood@
@παιδίον -ου -τό @|@a little child, an infant@
@παιδίσκη -ης -ἡ @|@a female slave, maidservant, maid.@
@παίζω @|@I play, sport@
@παῖς -παιδός -ὁ -ἡ @|@a boy or girl child@
@παίω @|@I strike, smite@
@πάλαι @|@of old, long ago@
@παλαιός -ά -όν @|@old, ancient, worn out@
@παλαιότης -τητος -ἡ @|@oldness, obsoleteness@
@παλαιόω @|@I make old, declare obsolete@
@πάλη -ης -ἡ @|@a wrestling, struggle@
@παλιγγενεσία -ας -ἡ @|@a new birth, regeneration@
@πάλιν @|@again, further, on the other hand@
@παμπληθεί @|@all at once, all together@
@πάμπολυς -παμπόλλη -πάμπολυ @|@very great@
@Παμφυλία -ας -ἡ @|@Pamphylia@
@πανδοχεῖον -ου -τό @|@an inn@
@πανδοχεύς -έως -ὁ @|@an innkeeper@
@πανήγυρις -εως -ἡ @|@a festival assembly@
@πανοικί ’ @|@with one’s whole household or family@
@πανοπλία -ας -ἡ @|@complete armor@
@πανουργία -ας -ἡ @|@cunning, craftiness@
@πανοῦργος -ον @|@cunning, crafty@
@πανταχόθεν @|@from all sides@
@πανταχοῦ @|@everywhere@
@παντελής -ές @|@complete, forever, entirely@
@πάντῃ @|@in every way@
@πάντοθεν @|@from all sides@
@παντοκράτωρ -ορος -ὁ @|@ruler of the universe@
@πάντοτε @|@always, at all times@
@πάντως @|@entirely, in every way, certainly@
@παρά @|@from, in the presence of@
@παραβαίνω @|@I transgress@
@παραβάλλω @|@I compare, arrive@
@παράβασις -εως -ἡ @|@a transgression@
@παραβάτης -ου -ὁ @|@a transgressor@
@παραβιάζομαι @|@I urge, constrain by entreaties@
@παραβολή -ῆς -ἡ @|@a parable, comparison@
@παραβουλεύομαι @|@I expose myself to danger, am reckless@
@παραγγελία -ας -ἡ @|@a command, charge@
@παραγγέλλω @|@I notify, command, charge@
@παραγίνομαι @|@I appear, come, arrive at@
@παράγω @|@I pass by, depart, pass away@
@παραδειγματίζω @|@I put to open shame@
@παράδεισος -ου -ὁ @|@Paradise@
@παραδέχομαι @|@I receive, accept, acknowledge@
@παραδιατριβή -ῆς -ἡ @|@useless debate@
@παραδίδωμι @|@I hand over, deliver, betray@
@παράδοξος -ον @|@unexpected, strange, wonderful@
@παράδοσις -εως -ἡ @|@an instruction, tradition@
@παραζηλόω @|@I make jealous@
@παραθαλάσσιος -ία -ιον @|@by the sea@
@παραθεωρέω @|@I overlook, neglect@
@παραθήκη -ης -ἡ ’ @|@anything committed to one’s charge@
@παραινέω @|@I admonish, advise, exhort@
@παραιτέομαι @|@I make excuse, refuse, reject@
@παρακαθίζω @|@I sit down beside@
@παρακαλέω @|@I summon, entreat, admonish, comfort@
@παρακαλύπτω @|@I hide, conceal, veil@
@παράκειμαι @|@I am present with, rest with@
@παράκλησις -εως -ἡ. @|@exhortation, entreaty, encouragement, comfort@
@παράκλητος -ου -ὁ hippo -@|@an advocate, comforter, helper, Paraclete@
@παρακοή -ῆς -ἡ @|@disobedience@
@παρακολουθέω @|@I accompany, follow closely, investigate@
@παρακούω @|@I refuse to hear, disobey, disregard@
@παρακύπτω @|@I stoop, peer in, look down@
@παραλαμβάνω @|@I take, receive@
@παραλέγομαι @|@I coast along, sail along@
@παράλιος -ον @|@on the coast@
@παραλλαγή -ῆς -ἡ @|@a change, variation@
@παραλογίζομαι @|@I deceive, beguile@
@παραλυτικός -ή -όν @|@afflicted with paralysis@
@παραλύω @|@I relax, enfeeble@
@παραμένω @|@I remain by, abide with@
@παραμυθέομαι @|@I encourage, comfort, console@
@παραμυθία -ας -ἡ @|@encouragement, comfort@
@παραμύθιον -ου -τό @|@comfort, consolation@
@παρανομέω @|@I act contrary to law@
@παρανομία -ας -ἡ @|@a transgression@
@παραπικραίνω @|@I embitter, provoke, irritate@
@παραπικρασμός -οῦ -ὁ @|@a provocation, irritation@
@παραπίπτω @|@I fall away@
@παραπλέω @|@I sail past@
@παραπλήσιον @|@near to, nearly@
@παραπλησίως @|@similarly, in like manner@
@παραπορεύομαι @|@I go past@
@παράπτωμα -ατος -τό @|@a falling away, sin@
@παραρρέω @|@I am lost, perish, drift away@
@παράσημος -ον @|@marked with@
@παρασκευάζω @|@I prepare@
@παρασκευή -ῆς -ἡ @|@the day before the Sabbath@
@παρατείνω @|@I extend, prolong@
@παρατηρέω @|@I watch@
@παρατήρησις -εως -ἡ @|@observation@
@παρατίθημι @|@I set before, serve, entrust to@
@παρατυγχάνω @|@I chance to meet@
@παραυτίκα @|@immediate@
@παραφέρω @|@I turn aside, carry away, remove@
@παραφρονέω @|@I am out of my senses@
@παραφρονία -ας -ἡ @|@madness, folly@
@παραχειμάζω @|@I pass the winter@
@παραχειμασία -ας -ἡ @|@wintering@
@παραχρῆμα @|@instantly, immediately@
@πάρδαλις -εως -ἡ @|@a leopard, panther@
@πάρειμι @|@I am present, am near@
@παρεισάγω @|@I bring in secretly@
@παρείσακτος -ον @|@brought in secretly@
@παρεισδύω @|@I enter secretly@
@παρεισέρχομαι @|@I enter secretly@
@παρεισφέρω @|@I contribute besides@
@παρεκτός @|@besides, outside, without@
@παρεμβολή -ῆς -ἡ @|@a camp, barracks, army in battle array@
@παρενοχλέω @|@I trouble@
@παρεπίδημος -ον @|@residing in a strange country, a stranger@
