@English@|@Mam Todos Santos@
@science or study of resources and the creation of riches and production distribution and consumption of goods and services@|@pwaqb'il@
@scissors@|@matzb'il@
@scold@|@ila-, kawin, qawa@
@scolding@|@ch'otb'il, wul@
@scorpion@|@si'na, sina'@
@scourge@|@lantz'b'il@
@scrape@|@jaqu, jaqu-@
@scrape (He scraped his knee when he fell)@|@q'olj, qoljil@
@scratch@|@jaqu, jaqu-, kat, nqesj, sb'elaj, skyet, xhkatil@
@scratch marks@|@skatb'en@
@scratched it@|@ma'tzaj tskatan@
@scratching@|@xhkatil@
@scream@|@sich'@
@screen@|@pe'nb'il@
@screen (at the movies)@|@tilb'ilalb'il@
@screwdriver@|@jatzsu'y'b'il@
@scribe@|@ajtz'ib'@
@scum@|@plut@
@sea@|@najab', plow, ttxuyila'@
@sea shell@|@tal xleky@
@seagull@|@ma'chi'j@
@seahorse@|@cheja'@
@sealing wax (the letter was closed with a wax seal)@|@lak'b'il@
@seamstress@|@slapil, slepil@
@search (We made a search for the puppy)@|@joyb'aj@
@Search and Rescue vehicle@|@jyol@
@seashell@|@xleky@
@seat@|@japwaq@
@seat him or her@|@q'uqb'al@
@seated@|@q'uqli, tutz'li@
@seated (someone fat)@|@b'ewli@
@Sebastian@|@Xha'p@
@second@|@tkab', tkab'in@
@second (He was second in line)@|@kab'@
@second (if there is an enclitic) and third person singular absolutive marker (if there is no enclitic) attached to the beginning of a verb that starts with a vowel for a recently completed or potential action@|@tz'-@
@second (the second in line)@|@tkab'an@
@second and third person plural absolutive marker (xu'j woman che' xu'j women)@|@che'@
@second and third person plural absolutive marker used when the word it possesses begins with a consonant@|@che@
@second and third person plural absolutive marker when the word starts with a vowel@|@e, e'@
@second and third person plural marker indicating a recent past action (the recent past marker x- has synthesized with the second and third person plural absolutive marker chi to make xhi)@|@xhi, xhi-@
@second and third person singular absolutive marker (prefix to verbs that begin with a consonant) to indicate a potential action@|@k-@
@second grade@|@tkab' kol@
@second grinding of nixtamal@|@sk'alil@
@second person plural absolutive marker (ne' child e' ne' children)@|@e'@
@second person singular@|@ta'ya@
@second person singular absolutive marker (prefix to verbs that begin with a vowel) to indicate a potential action@|@k'-@
@second person singular absolutive marker attached to the beginning of a verb that starts with a consonant for a recently completed or potential action@|@tz-@
@second plowing of the ground@|@uchil@
@second weeding of the corn field@|@tkab' ti'j@
@second weeding of the corn patch@|@jox@
@secondary meaning completive@|@kyaj@
@secondary meaning motion from left to right@|@iky'tz@
@secondary meaning motion from right to left@|@iky'x@
@secondary meaning repeated action@|@ajtz@
@secret@|@ewjel@
@secretary@|@ajtz'ib'@
@secretly@|@tuj ewaj@
@section@|@pix, yaqun@
@security@|@b'a'ntten@
@see@|@ila-, ki, lo'n, yala@
@see (because he or she went to see it)@|@ilb'aj@
@see (with the antipassive marker -n)@|@kin@
@seed@|@b'aq'b'aj, ijaj, iyaj, tijajil@
@seed (of)@|@ijajil@
@seed of a specific fruit or vegetable (tijajil kjo'n 'corn seed' - tijajil b'ech 'flower seed'- tijajil sqal 'potato seed')@|@tijajil@
@seed of any kind of pumpkin or gourd or winter squash@|@xhchil@
@seed of some fruits like the peach or cherries@|@tb'aq'@
@seed pouch worn by sowers@|@awb'il@
@seed selected for planting@|@b'aq' íyaj@
@seed sown after the first seeding@|@awb'an@
@seed that has been sown for someone in particular@|@awb'en@
@seed used especially for reseeding@|@awb'il@
@seeded it@|@ma ku'x tawa'n@
@seedling@|@mu'n@
@seeds that germinate in great quantities@|@cheman@
@seeds that have germinated simultaneously (as in the whole crop came up at once)@|@b'echaj@
@seeing@|@ka'yin@
@seeing something that makes one sad@|@b'isb'ajil@
@seems like@|@nku'j@
@seer (In Colotenango there are a lot of Mayan Diviners)@|@ajmes, Ajyo'@
@segment@|@pix@
@seize@|@tzuy@
@select something out of a group@|@jyon@
@selected@|@jyo'n@
@self-esteem@|@jaw tib'@
@sell@|@k'a'ya, k'ayan@
@sellable@|@seka, tsekal@
@semi-trailer truck (semi)@|@ma'iqatzb'il@
@Sempervivum is a genus of about 40 species of flowering plants in the Crassulaceae family commonly known as houseleeks or live forever plant@|@wib'aq@
@send@|@sama-@
@send or sent (as in 'I sent her to buy groceries' 'I gave her the task of buying groceries')@|@q'o'n@
@sender's address (in the upper left corner of the envelope of correspondence)@|@samal@
@sensation of pain@|@ntxuqan@
@sensation of pain that remains after a body has been hurt (Injections can be painful)@|@k'ixk'oj@
@sensation provoked by a scrape on the body@|@julil@
@sentence (for a wrong committed)@|@ty il@
@separate@|@jetz'il@
@separated (not together)@|@pa'in maj@
@September@|@tb'exjaw@
@serene@|@xq'ab' che'w@
@serpent (from the Maya calender 'Our ancestors put Kan on a day that means peace)@|@kan@
@servant@|@ajb'el, aq'anál, majen@
@serve the community@|@munula-@
@service book@|@tu'jal@
@sesame seed@|@tsch'uxal@
@set aside@|@klol, pa'l@
@sets of twenty (the Mayan counting system uses sets of twenty)@|@k'al@
@seven@|@wuq@
@seven at a time@|@wuqchaq@
@seven each@|@wuqchaq@
@seven times@|@wuq maj@
@seventeen@|@wuqlaj@
@seventeenth@|@lwajxaqlajin, twuqlajin@
@seventh@|@twuqin@
@seventieth@|@toxk'alin@
@seventy-first@|@toxk'alin jun@
@several@|@ila'@
@several things that are individually coiled or rolled up@|@Kutxaj@
@several times@|@b'a'mpun maj, nimx maj@
@sewed it@|@ma' b'aj tslapan@
@sewing machine@|@k'uslapb'il, slepb'il@
@sewing needle@|@b'aq@
@sewing or needlework@|@slepb'e'tz@
@shack@|@pach, talja@
@shade@|@ewin, tewin, t-xlikumal, xlekumal@
@shade (that trees provide)@|@xlekan@
@shade (this word is reserved for the shade of objects that are large enough to produce ample shade to shield people or large objects from the sun)@|@leki'n@
@shade cloth@|@xmuj@
@shade or shadow that something specific produces (I'll meet you in the shade of the oak tree on the corner)@|@lekimil, tlekimil@
@shade that is placed over something in order to protect it from the sun's rays@|@t-xmuj@
@shadow@|@ewin, tewin, t-xlekamal, t-xlikumal, xlekumal@
@shady place@|@xmuj@
@shaft@|@tk'u'j tqan@
@shaggy (hair)@|@che'y@
@shaking@|@qnajnab'@
@shaman@|@ajmes, ajpon@
@shame@|@b'eyb'il, ch'ixb'il, ch'ixwi, tx'ixew@
@shamrock@|@tx'anxlitz@
@share@|@etzat ti' yax, sipal@
@share cropping@|@xtx'aqle'n@
@shark@|@nimkyix, xhok'@
@sharp@|@ch'u'p, ch'ut@
@sharp (sound)@|@jitx'in@
@sharp pointed@|@jitx'in, juch'@
@sharp pointed instrument made of different materials like bones wood or metal that is used for harvesting corn and to pull back the husks from corn in preparation for drying (When we finish the corn harvest season we store our jatx'b'il)@|@jatx'b'il@
@sharp sound made by a person (He sang with a high-pitched voice)@|@wich'@
@sharpening stone@|@u'x@
@shatter@|@b'uch@
@shave@|@k'ocho-@
@shaved head@|@sk'o'j, sle'j@
@shaver@|@job'l xmatzi@
@shawl@|@xmujb'aj@
@she@|@a, alpatxin, ataq, k-, k'-, tz-, tz'-@
@she (he) spoke@|@o yolin, yolin@
@she ate@|@ma wa'n@
@she ate (fruit)@|@ma txi' tlo'n@
@she ate (meat)@|@ma txi tcho'n chib'ij@
@She can't go@|@Mlay txi'@
@She can go@|@Jaku txi'@
@she defended herself@|@ma tkol tib'@
@she ground (the corn or other grain) the 'n is a directional suffix the original verb is chei and the t stands for her@|@tche'n@
@she he or it finished (doing something)@|@tb'aj@
@she is@|@a@
@she is here@|@ati@
@she killed@|@tb'iyon@
@she or he tasted it@|@ma b'aj tnib'e'n@
@she or he tried it@|@ma b'aj tnib'e'n@
@she or he wove (it)@|@tchmo'n@
@she protected herself@|@ma tkol tib'@
@she pulvorized@|@t-xq'uchin@
@She says 'it is good'.@|@b'a'nch@
@she says there are@|@at chitzan@
@she sent it (the 'sent' can have any third person singular before or after it)@|@ma txi' tlajo'n@
@she was (will be etc)@|@alpatxin, ataq@
@she was there@|@atitoq, attaq@
@she will@|@kb'el@
@sheep@|@karnel, ne'l, rit, xhne'l@
@sheepskin@|@mixhiky'@
@sheet@|@ttxo'w, txb'alanil xnoq'al@
@sheet (of metal or plywood etc)@|@k'uxk'o'n@
@sheet (of something like paper)@|@qet-xaq@
@shelf@|@ch'ikyte', tapexhk@
@shelf (like shelving for stores)@|@tkub'il k'axjel@
@shelf that is used to store things used especially in the kitchen@|@ch'ikyte'@
@shell@|@sol, t-xk'omil@
@shell still on the thing (such as a turtle shell)@|@xkomal@
@shelter (for protection against the elements)@|@tx'owb'aj@
@shelves made to store things (especially kitchen shelves)@|@tapexhk@
@shepherd's purse herb@|@ttz'u'xh k'lel@
@shimmering air from heat waves@|@le'mal, lemjil@
@shin@|@twitz qanb'aj, twitzqanb'aj@
@shinbone@|@twitzqanb'aj@
@shine brightly@|@qopil@
@ship@|@nim tib'aja'@
@shirt@|@kamixaj, kamixhj@
@shirt sleeve opening@|@tziq'ab'@
@shiver out of fear@|@salil@
@shiver with fear@|@yut'jil@
@shivering@|@sche'w@
@shoe@|@xjab'@
@shoe maker@|@b'inchaxjab'@
@shoe shine brush@|@sub'al xajajb'@
@shoe shop@|@k'ayib'al xajajb@
@shoe strings@|@taq'axjab'@
@shoe wax@|@qopsil@
@shoelaces@|@taq'axjab'@
@shoes@|@xajab'@
@shoeshine box (where a person rests his foot while his shoe is being shined by the shoeshine man)@|@tkax qopsil xjab'@
@shoeshine boy or man@|@qopsil xjab'@
@shoot@|@xo't@
@shop@|@k'wik@
@shop keeper@|@yo'b'il@
@shore@|@tzi@
@shore or edge of a river or a lake@|@ttzi a'@
@short@|@ch'in twe', letz, much' twe', pach', tuk, xhkunt, xhkut, xhtij, xhtok'@
@short-sleeved garment@|@xhkut@
@short (as in a short skirt)@|@xkut@
@short (clothing)@|@kut@
@short (It was a short note)@|@ch'inin@
@short (literally 'small its foot)@|@nuch tqan@
@short and fat@|@juk@
@short for Gregorio@|@Goyo@
@short person@|@xhty@
@short soft hair that covers some parts of the human body@|@tsmal@
@shorts (for outer wear)@|@netz' wexj@
@shot of alcohol (liquor)@|@ma'l@
@shoulder@|@semil, se'mil@
@shoulders@|@semil@
@shovel@|@pak'b'il@
@show@|@yek'a-, yek'in, yek'u-, yek'un, yek'u'n@
@show (yek'a 'show' with a directional suffix)@|@yek'an@
@show it@|@xi tyek'u'n@
@showcase@|@yek'b'il k'axjel@
@shrimp@|@txo'm@
@shrub@|@wi'@
@shrub whose small whitish flowers are edible and flavorful@|@knol@
@shrub with large green leaves with hairs on the underside and yellow flowers@|@txu'l@
@shrubby plant with a woody stem and alternating lanceolate leaves with clusters of white flowers and a berry-like fruit that Mockingbirds eat@|@twa txoqtxoq@
@shrubby resinous plant that has a short grey trunk with lots of branches and small gold colored flowers that is used in some places to treat tumors in animals due to its balsamic properties@|@txjab'@
@shrunken@|@syuk', yuk'@
@shuttle of the back strap loom that is used to weave the weft thread (that holds everything together) through the warp thread@|@twab'il@
@sick@|@yab', yab'ti@
@sickle@|@semi'l@
@sickness@|@k'ixk'oj, yab'il@
@sickness that is peculiar to a certain part of the body (The child can't survive because he has a sickness of the head)@|@tyab', yab'@
@side@|@plaj, txlaj@
@sidestep@|@txlajil@
@sidewalk@|@ttxa'nklab'@
@sideways@|@txalalan, txlaxh@
@sieve@|@mab'il, tz'amil, xk'amil@
@sieve or sifting screen@|@payan k'uxb'il@
@sift@|@tz'amil, xk'amil@
@sifter@|@txijob'il mo xk'amsb'il@
@sifter (for sand or pebbles)@|@txijob'il, xk'amsb'il@
@sign@|@echi'l, techal, techil, techi'l@
@sign or leftovers of food that indicates that someone ate there@|@tik'len@
@signal@|@techil@
@signature@|@sky'irb'il ex tb'i samal, techil b'ib'aj, techpeyb'il, tsky'irb'il bi'b'aj, tz'iyo'n b'ib'aj@
@significance@|@txilen@
@signifies that what is being crushed or chopped has more liquid or volume than smaller drier objects (such as meat verses dried herbs)@|@paxhul, pxhul@
@signs of having broken apart or separated dried corn or corn (It makes me very angry because it is very visible where the people have jachb'en breaking open corn in my cornfield)@|@jachb'en@
@silence@|@k'otzli, nak'b'il, xhwir@
@silent@|@numl@
@silent (referring to the ambience)@|@mi q'ajq'aj@
@silk-cotton tree@|@anup, inup@
@silver@|@saqpwaq, t'ab@
@silversmith@|@tx'nol saqpwaq@
@Silvestre (last name)@|@q'eq@
@similar@|@ayala'@
@simply@|@yalnax@
@sin@|@il, paj, wile, xjan@
@since@|@a txixa, chi@
@since (It hasn't rained since May)@|@at-xix@
@since (We haven't had rain since May)@|@atxix@
@since he she or it came (ma b'ant kab'e ab'q'i ttzajlen lq'et - Two years since I bought it - Tal meb'a qin we ntzajlene ojtxi' - I was small when I came to be an orphan)@|@ttzajlen@
@since the day before yesterday@|@atxix kab'aje, kab'jetxaka@
@since yesterday@|@ewtxi'@
@sinful@|@b'inchil il@
@sing@|@b'itz, b'itza@
@singe (transitive root)@|@ch'i'l@
@singer@|@ajb'itz, ajb'itzel, ajb'itzil@
@singing@|@b'itzin@
@singular first person suffix turning a noun or adjective into a stative verb@|@-qine'@
@singular second person suffix turning a noun or adjective into a stative verb@|@-a@
@sink@|@mulq'i@
@sink for washing hands@|@tx'ajb'il q'ob'aj@
@sinner@|@ajil, aj-il, b'inchil il@
@sinning@|@b'inchil il@
@sir@|@nman, qman, tat@
@sister@|@anb'aj@
@sister-in-law of a man@|@xna'n@
@sister (of a male)@|@wanb'a@
@sister of a man@|@anab', anb'aj, aneb'@
@sister of a man (used by a man speaking of a man's sister)@|@tanab'@
@sister of a woman@|@ik@
@sit down@|@chi qekuya, tutz'e'@
@sit down!@|@q'eka@
@sitting@|@q'uql, tutz'l@
@sitting ( a naked person)@|@slinky-@
@sitting (a barefooted person)@|@lank-@
@sitting (a fat person)@|@lenky-@
@sitting (tutz'- is a positional root)@|@tutz'-@
@sitting (without doing anything)@|@joch'@
@sitting limply@|@b'aqli@
@sitting or standing (a bald person)@|@lej-@
@sitting or standing (a person that is short and chubby)@|@xpreq@
@six@|@qaq, waqaq@
@six at a time@|@waqaqchaq@
@six each@|@qaqchaq@
@six each (I bought the candy at five cents each piece)@|@quqchaq@
@sixteen@|@waqaqlaj@
@sixteenth@|@twaqaqlajin@
@sixth@|@twaqaqin, waqaq@
@sixth (He was the sixth person in line)@|@twaqaqi'n, twuqi'n@
@sixty@|@oxk'al, oxwinaq@
@sixty, three twenties@|@oxk'al@
@size@|@quk'osib'il@
@skein@|@xhpij@
@skein (I bought several skeins of yarn)@|@kot@
@skin@|@chul, tx ab'aj, tz'umil, xk'omil@
@skin (especially of the face)@|@ttz'umul@
@skin (of a fruit or veggie etc)@|@t-xk'owil, xk'owil@
@skin (of the body)@|@tz'umil i'j@
@skin of the hands and the soles of the feet that is cracked as an effect of the cold@|@xpa'x@
@skin on body@|@tz'umal@
@skin or hide of a person or animal@|@ttz'umil@
@skin rash accompanied by stinging (when animals get this they lose their hair)@|@xhalil@
@skin removed from body@|@tz'um@
@skinny@|@b'aq, chlak', jitxa'n, jitx'un, slak', txajan, wok', xhk'li'k@
@skip@|@t'ikpajil@
@skirt@|@am-, chuy, mutz'amaj@
@skirt especially a woven skirt worn by Guatamalan women@|@amj@
@skirt that is being worn inside out@|@meltz'u'n@
@skull@|@tb'aqal wi'b'aj, tb'aqil kyimni@
@skunk@|@chuxh, tzux, xhi'wil, xi'wal@
@skunk (fox)@|@xhi'wal@
@sky@|@ka'j, kija'j, kya'j@
@sky blue@|@cha'x, saq cha'x, xq'ilan@
@skycap@|@iqal iqatz@
@slack@|@ko'l, xko'w@
@slander@|@jk'uj yolil, poqil, stz'imil@
@slap@|@tz'ajal@
@slap (on the face)@|@chloqb'aj@
@slats used as part of the structure of a roof where tiles or grass are placed@|@saqtze'@
@sleep@|@q'ajt, tan-, wta@
@sleep snuggled up (The mother and baby sleep cuddled together)@|@b'unil, tz'ulil@
@sleeper@|@wtal@
@sleeping@|@nwtan, wtal@
@sleeping place@|@wa'tb'il@
@sleeve (of a shirt or blouse etc)@|@tq'ab'@
@slender part@|@sil@
@slept@|@ma' tan@
@slice (ie a slice of something)@|@lixh@
@slick@|@b'iq'iq'in@
@slick (person)@|@jawna twitz@
@slime (a slug or snail)@|@xheri@
@sling (like that for a broken arm or wrist)@|@su'tj@
@slingshot@|@ub'b'il@
@slip (pertains to the hand)@|@q'ipchaj@
@slipped@|@ma tz'el jilj@
@slippery@|@b'iq'iq'in, jilin, sjililin, xhjilin, xhq'ilin@
@slippery (the skin of my hog is very slippery because he is so fat)@|@b'i'q@
@slippery surface@|@jilin@
@slippery surfaces@|@xhq'ilin@
@slither@|@liky'iky'ik@
@slob@|@kuch@
@slobber@|@xheri@
@slobberer (disrespectful way to refer to someone who drools)@|@lxheri@
@slope@|@qotx@
@slouch@|@syuk', yuk'@
@slow@|@cheb'a@
@slow down@|@wa'bil, wa'b'il@
@slowly@|@chab'a, cheb'a@
@sluggishness (I feel sluggish after taking a nap)@|@ky'ajil@
@sly@|@jawna@
@small@|@b'o's, b'o'tz, ch'in, chtal, kok', kok'a, much', mutz', mu'x, mu'xh, ne', ne'ch, netz', ni, nuch, nuch', nuchu, nux, nuxh, tojk'uj@
@small (quality of a fat animal that has short legs)@|@b'e'q@
@small airplane@|@tal k'uxlip, tal sis@
@small amount@|@ch'i'nch'i'n@
@small amount of something@|@txab'an@
