@English@|@Greenlandic@
@particles which have fallen down@|@nakkaalaniku@
@particularly.@|@malummik@
@partition@|@talu@
@partridge@|@aqissiusaq@
@passage over a mountain@|@majoriaq, majoqqaq, majorteqivoq, maassak, majuarpoq, maannak@
@passes beside it@|@saneqquppaa@
@passes by this@|@maanaqquppaa@
@passes him@|@paarlappaa@
@passes it@|@qaangerpaa (qaa)@
@passes over a rock@|@ikkarlisaarpoq@
@passes round a headland or the like@|@uiarpaa@
@passes something through it from the side@|@sannerutserpaa@
@passes through here@|@maanaqquppoq  tamaanaqquppoq@
@passion@|@illigutsanneq@
@pattern@|@allak, uuttuut@
@pays attention to it@|@naapertorpaa@
@pays attention to what he wants to say@|@naalaannarpaa@
@pays close attention to him or it@|@nalunaarsorpaa@
@pea@|@eertaq@
@peace@|@eqqissineq, eqqississuseq@
@peels it@|@qaapiarpaa@
@peg@|@paagut, paaguseq, paattuut@
@pegs it fast@|@paaguppaa@
@pegs it together@|@kaaguppaa (kaavaa)@
@pellets for two shots@|@amerlasuut marloriagassat@
@pendulum (in a clock)@|@nalunaaquttap issartua@
@penetrates the pack ice@|@sikorsuit appakarpai@
@people@|@inulaat@
@people who believe@|@inuit uppertut@
@perishable@|@naassaavoq (naavaa)@
@permission@|@peqqusaq, peqqussut@
@permits it@|@peqqussutigaa@
@perspiration@|@kiagunneq@
@perspires@|@kaguppoq@
@pets it@|@aqarpaa@
@phonograph@|@oqaasalik@
@photography@|@assiliaq@
@physician@|@katsorsaasoq, nakorsaq (nakuaq)@
@piano@|@pattagiaq@
@pick-axe@|@ikuttaat@
@picklock@|@mappiiniut, mappiuppaa@
@picks them clean@|@salippai@
@piece of bone from which the marrow has been extracted@|@pattaku@
@piece of bone or bone ring on dog traces@|@orseq@
@piece of meat which has been cut out@|@uulliaq (uuvoq)@
@pieces of ice@|@kaavalanerit@
@pieces of ice which at low water rest against the stones@|@issinnerit@
@pieces which are to be divided into two parts@|@marlunngortussat@
@piles them up@|@qassorarpai@
@pillar@|@nappaqqut@
@pilot@|@ajoqersortaq@
@pimple@|@maqunnak@
@pin@|@kappoqqut@
@pin cushion@|@meqqusivik@
@pinches him with his fingers@|@nakallorpaa@
@pinches it@|@kiggippaa@
@pipe bowl@|@aqajaruusaq@
@pit of the stomach@|@ersaroq, qallipiaq, qallupiaq@
@pity (in deed)@|@naakkinninneq, naakkinnissuseq@
@place it uppermost@|@qallingortigut, qallinngorlugu iliuk@
@place of abode@|@illusimmavik@
@place of crossing@|@ikaariaq@
@place of grace@|@saammaaffik@
@place of the refuse heap@|@attakoorfik@
@place of worship@|@naalagiarfik@
@place where the towing line is attached@|@kaluserfik@
@place where there is shelter@|@oqquaq@
@placed at the side of or beside something else@|@sanerarut@
@place-name@|@manermiut@
@placename@|@sangujaat@
@places him in front of himself@|@saamiuliuppaa@
@places his foot in front of a sledge@|@kalisattorpoq@
@places it against the wall@|@qarmaanut iigartippaa@
@places it on the scaffold@|@napasorpaa@
@places it uppermost@|@qallinngortippaa, qalliuppaa, qallisai, qallisissai@
@places it upright@|@napparpaa@
@places something heavy on it@|@naneqquserpaa@
@places the tent poles@|@qanappoq@
@places them above each other@|@qaleriippai, qaleriisippai@
@plaice (Pleuronectes platessa)@|@nakunaq@
@plait@|@perlaavaa@
@plaits it together@|@sakamappaa@
@plane@|@qapiut@
@planes it@|@qapiarpaa@
@plank@|@salliligarsuaq@
@plants a tree@|@orpimmik ikkussivoq@
@plants himself there@|@ikkuppoq@
@plaster@|@mattut@
@plaster for a wound@|@massaat@
@platform@|@illeq@
@plays a violin@|@agiarpoq@
@plays at being a bear@|@nanunnguusaarpoq@
@plays at draught@|@tammoorpoq@
@plays at hide-and-seek@|@ersulleraappoq@
@plays ball@|@pattaappoq@
@plays it@|@agiarpaa@
@plays ninepins@|@nakatarpoq@
@plays ring-and-pin@|@ajagarpoq@
@plays the organ or the piano@|@pattagiarpoq, pattagiarsorpoq, pattappoq@
@please@|@ikinngutinnersumik, Utilaaruk@
@Please help me@|@Ikiulaannga@
@please say it again@|@uteqqissinnaviuk@
@please speak more slowly@|@arriitsumij aqalulaalit@
@please write it down@|@qanoq aleqarpa@
@pleased to meet you@|@nuanneq naapillutit@
@pledge@|@sallunaveerut@
@pliable@|@eqaallisarpaa, eqaallivoq, eqaappoq@
@plough@|@assallatserut@
@plucked-off shells or eggs@|@qalipakut@
@pluckedout hairs or feathers@|@eritsakut, eritsarlukut@
@plucks hairs and feathers out of it@|@erippaa@
@plumb-rule.@|@makittarissaat@
@plunder@|@paggatigisaq@
@pocket@|@kaasarfik@
@pocket book@|@allattaaviit@
@pocket handkerchief@|@kakkissarfik@
@poem@|@taalliaq@
@point of bone or wood@|@nuffisaat@
@pokes at something@|@ajassarpoq@
@polar bear@|@nanu, nanoq@
@Polar cod@|@eqalugaq, eqaluaq, eqaloraq@
@pole@|@ajaataq, kaaviffik@
@police station@|@politeeqarfik, Politeeqarfik@
@policeman@|@politi@
@polka@|@kaaviinnaq@
@poor little dear!@|@igg@
@poor thing!@|@iggorarsunnguaq-una@
@port@|@umiarsualivik@
@portage@|@maqigiaq, maqqaq@
@porter@|@matuuisartoq@
@possesses it@|@pigaa@
@post office@|@allakkerivik, Allakkerivik@
@posteriors@|@eqqoq, eqquk (iteq)@
@postpones it until tomorrow@|@aqaguppoq@
@potato@|@issuusaq@
@potter@|@marriortoq@
@poultry@|@marloraaqqaaq@
@povo@|@inuit@
@powder@|@paassat@
@powder flask@|@paasivik@
@powder measure@|@paalersaat@
@powerful@|@sanngippoq, sanngivoq@
@powerfully armed@|@sakkutooq@
@practises idolatry@|@Guutipilussiorpoq@
@practises kayaking@|@qajartuarpoq@
@practises standing upon his head@|@napasaqattaarpoq, napasartaarpoq@
@practises throwing a sling@|@illoorpoq@
@preaches@|@oqaluussivoq@
@preaches of him or it@|@oqaluussissutigaa@
@precious stones@|@ujaqqat erlinnartut@
@preludes@|@appinissarpoq@
@prepared skin@|@ersortaq@
@preparer of skins@|@ersorsisoq@
@prepares a belly@|@aqajaqqivoq@
@prepares dried meat or fish@|@panertulivoq@
@prepares himself@|@periarpoq@
@prepares it@|@ersorpaa (erippaa)@
@presently@|@erniinnarluinnaq@
@presents himself@|@takoqqusaarpoq, takoqqusungaa@
@press (n)@|@naqittaat@
@presses him or it downwards@|@nanerpaa@
@presses it down@|@naqippaa@
@presses it down several times@|@naqittarpaa@
@presses something@|@patuguppoq@
@presses through something@|@ukeruuppoq@
@prevents him from doing something@|@nangarpaa@
@prevents or disturbs him repeatedly@|@persaqusersorpaa@
@price@|@aki@
@prides himself on it@|@makittatigaa@
@printed@|@naqitigaq@
@printed at Godthaab@|@nuummi naqitikkat@
@printed matter@|@naqitikkat@
@printer's error@|@naqinnerlunneq@
@printer's press@|@naqiterivik@
@prisoner@|@parnaarussaasoq@
@privation@|@maqaasineq@
@problem@|@ajornartorsiut@
@prohibition@|@nangartaat, nangartuut@
@projecting@|@napasoq@
@projecting bone@|@napasortaq@
@projecting headland@|@kangaaq, kangaarsuk@
@projecting land which one must skirt@|@uiffaq@
@projects@|@napparippoq@
@pronounces it the wrong way@|@taanerluppaa@
@prop@|@pakkut (patippaa)@
@prop against the side of a loaded umiak@|@napaqqut@
@property@|@pequt@
@prophecy@|@takorluukkersaarut@
@proposes to her@|@aappassiarserpaa@
@props it@|@ajagutserpaa@
@props it up@|@ajagutarpaa@
@protector@|@illersuivoq, illersuisoq@
@protects it@|@eriagaa@
@protests@|@naaggaarpoq@
@provides a word with an accent@|@oqaaseq taalluartaaserpaa@
@provides him with a sewing needle@|@meqquserpaa@
@provides him with weapons@|@sakkulerpaa, sakkulersorpaa@
@provides himself@|@eqqanaarsarpoq@
@provides his platform with boards@|@illitsersuuppaa, illisilersuuppaa, illisserpaa, illissersorpaa@
@provides it (the stock-ing) with a sole@|@ikernusserpaa@
@provides it with a cross piece@|@ikaaruserpaa@
@provides it with a door@|@matserpaa@
@provides it with an underlayer@|@ikorfarpaa@
@provision-basket@|@taquarfik@
@provisions for the waiting period@|@paggit@
@ptarmigan@|@aqisseq@
@pull-over boot@|@kameruaq, kamippak, kamippaq@
@pulley@|@kaassaq@
@pulls at hooks with him@|@pakassipput, pakassummipput@
@pulls at hooks with him.@|@pakassippaa, pakassippaa, pakassummippaa@
@pulls himself together@|@assoruuppoq@
@pulls it over something@|@qaaqquarpaa @
@pulls it up@|@mallorpaa (makippoq), massorpaa, qaqippaa@
@pulls it with him under the water@|@eqqumavaa@
@pulls it with the teeth@|@mangiarpaa@
@pulls of his waterproof clothes@|@taatserpoq@
@pulls off his boots@|@kamillarpaa@
@pulls off his boots (reft.)@|@kamillarpoq@
@pulls off his over-clothes@|@mattarpoq@
@pulls on his sleeve@|@aarpaa@
@pulls the inner and outer parts of a double garment@|@kapippaa@
@pulls them into each other@|@kapiterpai@
@pulls up his trousers round his loins@|@majoriaq, majoqqaq, majorteqivoq, maassak, majuarpoq, maannak@
@pulpit@|@oqaluttarfik@
@pupil@|@ajoqersugaq@
@pupil at a school for teachers@|@ajoqiitissaq (S.G.)@
@pursues him or it@|@malersorpaa@
@push off a little!@|@ajaamitsiarlugu@
@pushed himself forward@|@ajappattorpoq@
@pushes forward@|@kaassorpoq @
@pushes him@|@ikuserpaa, ikusimmippaa, kavasappaa, sakappaa@
@pushes him away@|@ajattorpaa@
@pushes into his kayak@|@illerpoq (ikivoq)@
@pushes it (the umiak)@|@kaamisarpaa@
@pushes it aside@|@illerpaa (illuk), saggarpaa@
@pushes it away@|@ajappaa@
@pushes it before him@|@kaamippaa (kappaa)@
@pushes it from him@|@ajattarpaa@
@pushes it in front of himself@|@kaassuarpaa@
@pushes off from the shore@|@ikaarsaarpoq@
@pushes the kayak or the sledge forward on it@|@kaassorfigaa@
@pushes the sledge in front of himself@|@kaassuarpoq@
@put it into the bag@|@manna puumut ikissagit@
@put it on top of the wardrobe@|@ilisiviup qanut iliuk@
@put out the lamp!@|@qulleq qamillugu@
@puts a cover on it@|@pallerpaa@
@puts a cross-tree into it@|@ajasserpaa@
@puts a facing round it@|@attorqutserpaa@
@puts a gore into it@|@qaquaa@
@puts a hanging before it@|@saaguaa@
@puts a lateral point on it@|@aalerpaa@
@puts a mark or marks@|@nalunaaqqutsiorpoq@
@puts a ring into it (the kayak)@|@paalerpaa@
@puts a seat on it@|@issiaatserpaa@
@puts a weight on it@|@peruaa@
@puts a weight on it in several places@|@peroorpaa@
@puts a window into it@|@igalasserpaa@
@puts an obstacle in his way@|@kanngisippaa@
@puts an underlayer under it@|@millialerpaa, millisserpaa@
@puts blubber into it@|@orserpaa, orsuuserpaa@
@puts blubber on it@|@orsuarlerpaa@
@puts boards on it (the platform)@|@illitserpaa, illisilerpaa, illitsersorpaa, illisilersorpaa@
@puts by something for him@|@peersivaa@
@puts clay on it@|@marrarpaa@
@puts cross-beams on it@|@paakkaruserpaa, paakkarusersorpaa@
@puts cross-trees into it@|@ajassersorpaa@
@puts him away from him@|@ajangisaarpaa, ajangitippaa@
@puts him back@|@nakkaallatsippaa@
@puts him into boots@|@kamippaa@
@puts him into warm clothes@|@oqoruserpaa, oqorusersorpaa@
@puts him or it into a necklace@|@ujamerpaa, ujamilerpaa@
@puts his arm into the sleeve@|@aarpoq@
@puts his head backwards@|@malarpoq@
@puts it (the child) into a diaper@|@nanngerpaa@
@puts it by together@|@illippaa (ilivoq)@
@puts it in a safe place@|@eqqanaarpaa@
@puts it into@|@ikioqqarpai, ikivaa, issorarpai@
@puts it into his mouth@|@oqummerpaa@
@puts it into something@|@mannguppaa@
@puts it on a level with something@|@naleqqiuppaa@
@puts it out@|@qamippaa@
@puts it together crosswise@|@paarlatsippaa@
@puts meat or balls into it@|@tangertalerpaa@
@puts obstacles in his way@|@ajoquserpaa, ajoqusersorpaa@
@puts on a necklace@|@ujammerpoq, ujamilerpoq@
@puts on her trousers@|@takisorpoq@
@puts on his boots@|@kamippoq@
@puts on his boots (reft.)@|@kamittorpoq@
@puts on his water-proof jacket@|@kapiterpoq@
@puts on his water-proofjacket@|@kapitserpoq@
@puts out his tongue@|@oqarsorpoq@
@puts out his tongue at him@|@oqarsorfigaa@
@puts powder into it@|@paasserpaa@
@puts props against the sides of an umiak@|@umiaq naparisserpaa, umiaq napariarpaa@
@puts something by so as to make it rot@|@igunarsiivoq@
@puts something on the shore@|@qassivoq@
@puts something under it here and there@|@ikorfartorpaa@
@puts stanchions on it@|@naparisserpai@
@puts the breast against something@|@sakiammippoq@
@puts the coffee over the fire@|@kaffiliuserpoq@
@puts the meat (which has been cut out) into the pot@|@uullerpaa, uullissuippaa@
@puts the pot on the fire@|@iggaserpoq@
@puts the pot over the fire@|@iga naleqqiuppaa@
@puts them to rhyme@|@naggateqatigiissarpai@
@puts them together@|@patitsippaa, patitippaa@
@puts them upon each other@|@patiterpai@
@puts up a partition for him@|@taluaa@
@puts up a partition for himself@|@taluvoq@
@puts up a partition in it@|@talulerpaa@
@puts up with all importunity@|@paamitsajuippoq@
@puts up with him@|@kamagaa@
@quantity@|@amerlassuseq, katersarsuit, katersaarsuit katersarpassuit@
@quarrel@|@pagginneq@
@quarrels with him@|@saqitsarpaa@
@question@|@apeqqut@
@quill@|@kapinartoq@
@quite close to us@|@eqqannguatsinni@
@quite few@|@ikittunnguit@
@rabbit@|@ukalinnguaq, ukaliusaq@
@rain@|@sialuk@
@raises a mast in it@|@napparuserpaa@
@raises him up@|@makitippaa@
@raises it@|@allisippaa, nappartippaa, qangaatartippaa, qangattarpaa@
@rake@|@assalittaatit, eqiterutit@
@rakes up something@|@qaqilerpoq@
@rarely@|@qaqutigorsuaq@
@rather much@|@assungaatsiaq@
@ravishes her@|@paaniarpaa@
@ray@|@immap nattoralia, tarraleqisaaq@
@razor@|@savik salissut@
@razor bill (Alca torda)@|@apparluk@
@reaches a place and slays there@|@ikkutiinnarpoq@
@reaches as far as it@|@nallerpaa (nali)@
@realm@|@naalagaaffik@
@reason@|@patsit@
@recognizable@|@ersippoq@
@reconciles him@|@saammaavartippaa@
@reconciles him (the enemy)@|@saammaassisippaa@
@reconciles them to each other@|@saammarsarpai@
@recovers consciousness@|@qaaqquppoq@
@recovers stength little by little@|@kigaatsumik nukittoriartorpoq@
@rectum@|@erloq (iteq)@
@redbreasted merganser@|@paaq@
@reducer@|@tammartitsisoq@
@redwood@|@ikkeq@
@refuse (persons or things)@|@perujuk@
@refuse heap@|@attakut, attat@
@reinbuck@|@panneq@
@Reindeer@|@tuttu@
@reindeer which is shedding its hairs@|@karnalak@
@rejoices that he has got something@|@malugusuppoq@
@relative@|@eqqarleq@
@religion@|@Guutisiorneq, upperuseq@
@religious book@|@uppersaarut@
@religious mind@|@uppersuseq, uppissuseq, uppersutsimigut@
@remedy against a feeling of heart-sickness@|@ukutserissaat@
@remembers by means of it@|@eqqaasutigaa, eqqaaniutigaa@
@remembers it@|@eqqaavaa@
@remembrance@|@eqqaassutissaq, eqqaaniutissaq@
@reminds him of@|@eqqaasippaa@
@reminds him of something@|@eqqartuuppaa@
@reminds someone of it@|@eqqaasissutigaa@
@remiss@|@eqiattarpoq@
@remnant@|@affaku@
@Repeat that@|@Utilaaruk@
@repents@|@peqqissimivoq@
@repents it@|@peqqissimigaa, peqqissimissutigaa@
@reproves him@|@assuaraa@
@reproves someone for it@|@assuarliutigaa@
@reptile@|@paarmortoq@
@reservoir@|@ermiaq, ermiugaq, ikisivik, issivik@
@restaurant@|@nerisarfik@
@rests on him or it with all his weight@|@nanertorpaa@
@reticulum@|@assit@
@reveals himself@|@takutippoq@
@revelation@|@takorluugaq@
@revolution@|@kaajallanneq, kaajaluinneq, kaajaluitsoq@
@revolves it@|@kaavitippaa@
@rheumatism@|@ujalerineq, ujallerineq@
@rhyme in verse@|@naggateqatigiit@
@rib@|@sakiak, sanningasoq@
@ribbon@|@qaleq (qaa)@
@rice@|@qaqorteqqasut@
@riddle@|@nalorsitsaarut@
@ridiculous@|@illarnarpoq@
@right arm or foreleg@|@talerpik@
@right here@|@maangaannaq@
@right side@|@talerpiup tungaa@
@rights itself (himself)@|@makiterpoq@
@ring-and-pin game@|@ajagaq, ajakkaat@
@rinses it@|@errortorpaa@
@rise@|@qaffiaq@
@rises@|@majorpoq, malivoq, massippoq, qaffarpoq, qangattarpoq@
@rises (into the air)@|@erfarpoq@
@rises and subsides regularly@|@qaffiumisaarpoq@
@rises here and there@|@massikarpoq@
@rises with it@|@qangattaappaa@
@rising ground@|@majuariaq, majorajaaq@
@roars@|@ittulaarpoq@
@roars with laughter@|@illalaarpoq@
@roasts@|@saattuliorpoq@
@robber@|@piiaasoq, ujajaasoq@
@rock@|@qaarsoq@
@rocking chair@|@issiavik ukamartulik@
@roller@|@kaavittoq@
@rolling pin@|@assalikaarut@
@rolls@|@orraavoq (uerpoq)@
@rolls dough@|@assalittaavoq@
@rolls down@|@nakkakaavoq@
@rolls it round@|@assakaatippaa@
@room@|@ini@
@root (of tr'oe@|@manngoq (maavoq)@
@rose@|@ruusi@
@rose root (Rhodiola)@|@pakalak@
@rotifer@|@kaassalunnguaq@
@rough-plane@|@qallilerut@
@rough-planes it@|@qallersorpaa, qaagippoq, qallilerpaa@
@rouses him@|@eqeersarpaa@
@row of stones on which one hops@|@naanngisat@
@rows with alternate quick@|@kiiarput@
@rubbing stone@|@agiut@
@rubbish@|@perujuit@
@rubs@|@agiarpoq@
@rubs against something@|@tagiuppoq@
@rubs his eyes@|@isini assalippai@
@rubs it@|@tagiarpaa, tangiarpaa@
@rubs it against something@|@agiuppaa, tagiuppaa@
@rubs it between his hands@|@assalippaa@
@ruin of house@|@illuku@
@ruler of the country@|@nunap naalagaa@
@runs@|@pangalippoq@
@runs against a rock@|@ikkarlippoq@
@runs in the stanchions@|@napariarsiorpoq@
@runs it (the vessel) aground@|@ikklarlisippaa@
@runs over@|@ernarpoq, erngarpoq@
@runs round@|@assakaavoq@
@runs the boat for some dislance along the Oat sea shore@|@majorappoq@
@rush@|@ittuk@
@rushes@|@ittuppoq, ittuppaluppoq@
@rushes back in fear of something@|@uloriarpoq@
@rusk@|@qapuusaq@
@sable@|@katsorik (kajoq)@
@sacrament@|@sakramente@
@sacrifice@|@pilliaq, pilliut, ussiut aatsuineq@
@sacrifices@|@pilliivoq@
@sacrifices himself@|@erlikkeerpoq@
@sails in a rough sea@|@maligaarsiorpoq@
@salmon@|@eqaluk@
@salmon fisher@|@eqalunniaq@
@salmon net@|@qassutit eqalunniutit@
@salves it@|@qallorpaa@
@sand hopper@|@napasariaq, napatariaq@
@satisfies him@|@nalequtsivigaa@
@saw him in a vision@|@takorloornikkut takuaa@
@saws wood for boards@|@sallilikkiorpoq@
@says ê.@|@eertorpoq@
@says fie@|@eerpoq@
@says ke to him@|@keertorpaa@
@says no to him@|@naaggaarfigaa@
@says qâ@|@qaartorpoq@
@says rude things@|@oqalorujuppoq, oqalupiluppoq@
@says rude things to him@|@oqalupiluffigaa@
@says something@|@oqarpoq@
@says something about him or it@|@oqaatigaa@
@says something in an ugly manner@|@oqapiluppoq@
@says something in an ugly spiteful manner@|@oqapiluffigaa@
@says something in jest@|@oqalualuppoq, oqalukuluppoq, oqaruserpoq@
@says something to him@|@oqarfigaa@
@scaffold@|@ikaaq, pl. ikaat@
@scallop@|@uiluik@
@scansorial birds@|@majuffasillit@
@scar (on seal skin from eruptions)@|@igileq@
@scatters@|@saggarpai@
@scatters them@|@tamallarterpai@
@school@|@atuarfik@
@scolds because he is offended@|@massuavoq@
@scolds him@|@appisaluuppaa, oqalorujuffigaa, oqarpaa@
@scolds him sharply@|@kanngusaarpaa@
@scoop@|@qallut@
@scoops into it@|@qaloorfigaa@
@scoops them (the caplin)@|@qaloorpai@
@scoops up into it.@|@qalluigaa@
@scoops up with it@|@qalluppaa, qallutigaa@
@scours it@|@meqqorterpaa@
@scrap@|@affaku@
@scraper@|@ersaat, qaqilerut, qaqersaat@
@scrapes@|@qapiarpoq@
@scrapes it@|@qaperpaa (qaa)@
@scrapes it out@|@qaqersarpaa@
@scrapes or wipes it dry@|@saluarsarpaa, salummarsarpaa@
@scrapes out something which is choked up@|@qaqilerpaa@
@scrapes the hair off it@|@saalivaa@
@scrapes the paint off it@|@qalipaataarluerpaa@
@scrapes the rust off it@|@manngertorniiarpaa, manngertorneriarpaa@
@scraping bench@|@qapiarfik@
@screamer@|@meerujuk@
@screw driver@|@qinnilinnik piiaat@
@scrubbing broom@|@masatserut@
@scrubbing brush@|@meqqorterutit@
@sea@|@malik@
@sea drift@|@persori@
@sea lion@|@liiviusaq@
@sea scorpion@|@kanajaat@
@sea trout@|@eqaluk, eqalukaaq, eqalullukaaq@
@sea urchin (Echinus)@|@eqqusaq@
@seal@|@puisi@
@seal blood boiled as porridge@|@qajulaaq@
@seal creeping on the ice@|@paarmuliaq, paarnguliaq@
@Sealer@|@Piniartoq@
@sealing wax@|@naqitsit@
@seals it@|@naqinnilerpaa, naqissuserpaa@
@seal-thong@|@allunaaq@
@seat@|@issiaataq@
@seat with support for the back@|@issiavik iigarfilik@
@seaweed@|@qaqqut@
@second cousin@|@illuusaq@
@second cousins@|@illuusariit@
@secret@|@nalunartoq@
@secretary@|@allattartoq@
@secures day labourers@|@laajarsivoq@
@secures it@|@qajannaarsorpaa@
@seducer@|@ajunaarsaarsoq@
@see you@|@takuus@
@seeks it@|@ujarpaa@
@seeks shelter@|@oqqiorfissarsiorpoq, oqquiffissarsiorpoq, oqqiffissarsiorpoq, oqquippoq, oqqippoq@
@sees again@|@takuummaavoq@
@sees him or it@|@takorloorpaa@
@sees it for the first time@|@takkutigaa, takornarpaa@
@sees it indistinctly@|@takujarsuppaa@
@sees it once more@|@takoqqippaa@
@sees something new@|@takornarpoq@
