@English@|@Manx@
@nerve@|@asney@
@nerveless@|@neufehagh@
@nervous@|@er craa, fehagagh@
@nest@|@troggal edd@
@nesting@|@guirragh, troggal edd@
@nests@|@idd@
@net@|@ceau lieen (er), ingagh@
@nether@|@inshley@
@nether regions@|@niurin@
@nettle@|@cur ferg er@
@network@|@ingagh@
@neutral@|@neuchommeeagh@
@neutralism@|@neuchommeeaght@
@neutrality@|@neuchommeeaght@
@never mind@|@gummey: nagh gummey@
@nevermore@|@dyn dy bragh@
@nevertheless@|@ny yei shen as ooilley@
@new@|@noa, oor (f)@
@new cheese@|@caashey noa@
@new ground@|@banejagh@
@new heather@|@myn-freoagh@
@New Year's Eve@|@Oie Nollick Veg@
@new-born@|@noa-ruggit, noa-verht, noa-vreyit@
@newcomer@|@Juan Haink Noal@
@new-fallen@|@noa-cheaut@
@newfangled@|@noa-chiaddit@
@new-found@|@noa-feddynit@
@newlaid@|@noa-verht, noa-vreyit@
@newly@|@ass-y-noa, dy noa, dy noa@
@newly-shaven@|@noa-vaarit@
@new-made@|@noa-yeant@
@news@|@naight, rick@
@newspaper@|@pabyr-naight@
@next@|@by niessey, my-niessey@
@next year@|@yn vlein ry heet@
@next-by@|@my-niessey@
@nibs@|@gib@
@nice@|@mie@
@nice; right (hand)@|@jesh@
@nicely@|@dy jesh, dy mie@
@nick@|@agg, aggad, beam@
@nicked@|@aggagh@
@nickel@|@nicklaghey@
@niece@|@inneen shayrey, inneen vraarey@
@night@|@oie@
@nightcap@|@jough oie@
@nightingale@|@kiaulleyder oie, spittag oie@
@nightly@|@oieoil@
@nihilism@|@neunheeys@
@nil@|@neuhnee@
@nincompoop@|@lutchynagh@
@nine@|@nuy@
@nineteenth@|@nuyoo jeig@
@ninetieth@|@jeihoo as kiare feed@
@ninny@|@lutchynagh@
@ninth@|@nuyoo@
@nip@|@jeeylag@
@nipple@|@keeagh, kione ny kee, sheeiney@
@nisi@|@er conaant@
@nitwit@|@kione shoggyl@
@no@|@dyn@
@no admittance@|@Gyn entreilys@
@No kidding!@|@Gyn breag erbee!@
@nobility@|@onnoroilid, ooashlid, ooashlys@
@nobleman@|@krink@
@nobleness@|@ooashlys@
@nobody@|@peiagh erbee@
@nocturnal@|@oieagh@
@node@|@noad, uddan@
@noisome task@|@obbyr ghraney@
@noisy@|@sheeanagh@
@no-load@|@gyn laad@
@nomad@|@jurnaaghagh@
@nonage@|@myneash@
@noncomformist@|@anchochredjuagh@
@non-commissioned@|@neuchomishoonit@
@non-communicant@|@gyn goaill y chreestiagh@
@nonconformism@|@anchochredjue@
@nondescript@|@gyn coontey jeh@
@none@|@veg@
@nonentity@|@neuhnee@
@non-essential@|@neufemoil@
@non-functional@|@neuobbree@
@non-member@|@neuoltey@
@nonsense@|@boghtynid, neuhappey@
@Nonsense!@|@Friogganym!@
@non-smelling@|@neuhoaral@
@non-stop@|@gyn scuirr@
@nonsuch@|@doo-veddick@
@non-violent@|@oayllaashagh@
@noodle@|@noodyl@
@Nordic@|@Nordagh@
@norm@|@norm@
@normal@|@cadjin@
@Norman@|@Normanagh@
@north@|@my hwoaie@
@North Africa@|@Yn Affrick Hwoaie@
@North Channel@|@Ammyr ny Halbey@
@north wind@|@teay hwoaie@
@north-east@|@niar-hwoaie@
@north-easterly@|@niar-hwoaie@
@northerly@|@my hwoaie@
@north-north-east@|@my hwoaie shiar hwoaie@
@northward@|@lesh y twoaie, my hwoaie@
@north-west@|@my heear hwoaie@
@Norway@|@Norlann@
@Norway pine@|@juys Loghlinagh@
@Norwegian@|@Norlannagh@
@nose@|@stroin@
@nosebleed@|@fuill stroaney@
@nostril@|@towl stroaney, towl stroaney@
@not known@|@dyn-yss@
@notable@|@ladoosagh@
@notation@|@noteyraght@
@notch@|@agg, aggad@
@note@|@baghtag, notey@
@notecase@|@askan sreeuyn@
@notes@|@imraaghyn@
@noteworthy@|@feeu baght@
@nothing@|@neu-nhee, neuhnee, veg@
@nothingness@|@neuhnee@
@notice@|@cur scansh da, fogrey, geill@
@noticing@|@cur my ner@
@notify@|@cur fys da@
@notion@|@smooinaght@
@notoriety@|@imraaghys@
@notorious@|@er fys@
@notwithstanding@|@agh son shen as ooilley, kione harrish shen@
@nougat@|@noogar@
@nought@|@neu-nhee@
@novel@|@oor (f)@
@November@|@Mee Houney@
@novice@|@novishagh@
@now@|@nish, nishtagh@
@now and then@|@nish as reesht@
@now or never@|@nish ny dyn dy bragh@
@noways@|@er aght erbee@
@nowise@|@er aght erbee@
@null@|@ass bree@
@null and void@|@ass bree@
@nullify@|@cur gys veg, neunhaghey@
@nullity@|@neuvree@
@numb@|@kyrloghey@
@number@|@dreeaght, earroo@
@numberless@|@gyn earroo@
@numbing@|@kyrloghee@
@numbskull@|@kione shoggyl, kione teayst@
@numerous@|@ymmodee@
@nun@|@ben austeyr, cailliagh ghoo@
@nuncio@|@nuntys@
@nurse; nurses@|@boandyr (pl. boandyryn)@
@nursee@|@cur keeagh da@
@nutcracker@|@scolteyder croiyn@
@nuthatch@|@scolteyder croiyn@
@nutritive@|@beeoil@
@nuts@|@ass (e) cheeayll@
@nylon stockings@|@oashyryn nailyn@
@nymph@|@nymphagh@
@oaf@|@awaneagh@
@oafish@|@awaneagh@
@oafishness@|@awaneaght@
@oak@|@ree ny keylley@
@oak grove@|@keyll gharree@
@oar@|@ymmyrt@
@oarsman@|@ymmyrtagh@
@oarsmanship@|@ymmyrtys@
@oatmeal@|@meinn chorkey@
@obelisk@|@obelisk@
@object@|@nhee@
@objection@|@plaiynt@
@objective@|@er cheu mooie@
@objector@|@shassooder noi@
@oblate@|@oblaidagh@
@oblige@|@cur fo booise@
@oblivion@|@neugeheillid, neuimraa@
@oboe@|@obo@
@obscene@|@awane@
@obscenity@|@awanid@
@obscure@|@neureayrtagh, ooignyssagh@
@obscurity@|@ooignys@
@obsequiousness@|@ammyssaght@
@observation@|@baght, trow@
@obsolete@|@ass cliaghtey, ass oash, ass ymmyd@
@obstinacy@|@roon@
@obstinate@|@frassyrtagh, kione-eairkagh, raghtal@
@obvious@|@baghtal, cronnal@
@occasion@|@caa@
@occupation@|@keird@
@ochre@|@oghyr, oghyrey@
@o'clock@|@er y chlag@
@October@|@Jerrey Fouyir@
@octopus@|@oghtapus@
@octupus@|@hoght-choshagh@
@ode@|@ode@
@of@|@dy, jeh, voish@
@of (the) sea@|@keayin@
@of a claw@|@ingney@
@of a dish@|@jystey@
@of a floor@|@laarey@
@of a mire@|@laaghey@
@of a sheep@|@keyrragh@
@of a son@|@mic@
@of a wedding@|@banshey@
@of a wood@|@keyljey@
@of an instant@|@tullee@
@of blessing@|@bannee@
@of fire@|@ailey@
@of foot@|@coshey@
@of her@|@jee@
@of him@|@jeh@
@of it@|@jeh@
@of me@|@jeem@
@of moss@|@keynnee@
@of no value@|@gyn feeuid@
@of peat@|@moaney@
@of sand@|@geinnee-@
@of sleeping@|@cadlee@
@of small value@|@anchlaghtagh@
@of summer@|@souree, souree@
@of sun@|@greiney@
@of them\@|@jeu@
@of wind@|@geayee@
@of winter@|@geuree@
@of wool@|@olley@
@of year@|@bleeaney, bleeaney@
@off the hook@|@ass boirey@
@off the record@|@gyn dy ve scruit sheese@
@offal@|@bee brisht@
@offend@|@frioggan (er)@
@offender@|@olkeyr@
@offer@|@chebbal@
@offer up@|@ouraley@
@offered@|@chebbit@
@offering@|@garral, oural, ourallagh@
@offhand@|@gyn aarlaghey, neu-ullee@
@office@|@offish, oik@
@officer@|@cur fir oik er, offishear, oikagh, oikagh@
@offices@|@oikyn@
@official@|@oikagh, oikagh, oikoil@
@official (male)@|@fer-oik@
@offset@|@ashchlou@
@often@|@menkey, mennick@
@oftenest@|@by venkey@
@oftentimes@|@keayrtyn ny ghaa@
@ogre@|@gruagagh@
@oil@|@ooill@
@oil cake@|@keeak ooill@
@oil paint@|@peint ooill@
@oiliness@|@ooillaght@
@oil-linseed cake@|@keeak ooill@
@oilstone@|@cur foyr er@
@oily@|@oillagh@
@OK@|@ooilley kiart@
@old@|@shenn@
@old female@|@gueshag@
@Old Testament@|@ass yn chenn Chonaant@
@old woman@|@caillagh [f]@
@older@|@shinney@
@oldes@|@by hinney@
@oldest@|@shinney@
@olive@|@olive@
@olive oil@|@ooill olive@
@omelet(te)@|@oohagan@
@ominous@|@drogh-aaishnagh@
@omission@|@meerioose@
@omit@|@cur shlee er, cur shleh er@
@omnipotent@|@ooilley-niartal@
@omnipresent@|@ooilley-ynnydagh@
@omniscient@|@ooilley-creenagh@
@omniverous@|@ooiley-eeagh@
@on@|@er@
@on a large scale@|@dy mooar@
@on account of@|@ass-leih, er coontey@
@on call@|@er eam@
@on him@|@er@
@on it@|@er@
@on loan@|@er eeasaght@
@on me@|@orrym@
@on my behalf@|@ass my lieh@
@on several occasions@|@keayrt ny ghaa@
@on spec@|@er caa@
@on that score@|@er coontey shen, er e hon shen@
@on the brink@|@er broogh@
@on the point of@|@er-çhee@
@on the sly@|@gyn yss@
@on the trot@|@dy trick@
@on trust@|@er daill@
@on us@|@orrin@
@on you@|@erriu, ort@
@on your oath@|@er dt'ockle@
@onager@|@assyl feie@
@once@|@keayrt@
@once in a while@|@nish as reesht@
@once more@|@keayrt elley@
@once only@|@un cheayrt ynrican@
@one@|@fer, fer  (pl. fir), nane, un, unnane@
@one day@|@laa dy row@
@one of these days@|@laa jeh ny laghyn@
@one or other of you@|@peccagh j'iu@
@one person)@|@slane lhiat@
@one person; more than one person)@|@slane lhiu@
@one time@|@keayrt@
@ones; men@|@fir@
@onion@|@unnish@
@only@|@agh, ynrican@
@opal@|@opal@
@opalescence@|@opalaght@
@opalescent@|@opalagh@
@open@|@gyn eirkey, gyn kiangle@
@open!@|@foshil!@
@open(ed)@|@foshlit@
@opening@|@fosley@
@open-mouthed@|@beeal-oshlit, beeal-oshlit@
@operate@|@cur fo skynn@
@operation@|@obbraid, obbreeaght@
@operational@|@obbraidagh@
@operator@|@obbraidee, obbreyder@
@opiate@|@cadleenag@
@opinion@|@barel@
@opium@|@cadleen, fraue cadleen@
@opponent@|@asscharrey@
@opportuneness@|@caaoilid@
@opportunity@|@caa, caaoileyder@
@opposite@|@hoal noi@
@opposition@|@noiys, oiys@
@or not@|@ny dyn@
@oracle@|@oracle, ynnyd faishnagh@
@oral tradition@|@beealeydys@
@orange@|@oranje@
@orangism@|@oranjaghys@
@orate@|@jannoo oraid@
@oration@|@oraataght, oraid@
@oratory@|@keeill (f), oraaidaght@
@orc@|@ork@
@Orcaidian@|@Orkagh@
@orchard@|@garey mess, ooylagh@
@ordain@|@oardaghey@
@ordained@|@oardit@
@ordeal@|@piantaghys@
@order@|@dy lieragh, oardaghey, oardreilys, reir, rere, rick@
@order in@|@oardaghey stiagh@
@order off@|@oardaghey jeh@
@order out@|@oardaghey magh@
@ordered@|@oardit@
@orderly@|@oardoil@
@ordinal@|@oardoil@
@ordinance@|@oardagh@
@ordinand@|@oardreilagh@
@ordinate@|@oardinaid@
@organ@|@organe@
@organic@|@orgaanagh@
@organist@|@organeyr@
@organizer@|@reagheyder@
@orgasm@|@attys@
@originator@|@noader@
@ornament@|@jesheeney, ornaid@
@ornate@|@ornaidagh@
@orphan@|@treoghan@
@orthodox@|@cair-chredjuagh@
@orthodoxy@|@cair-chredjue@
@orthography@|@cairsreeu@
@osprey@|@shawk eeastee@
@Ossian@|@Oshin@
@ossuary@|@shamyr chraueyn@
@ostrich@|@ostrich@
@other@|@elley@
@otheres@|@reddyn elley@
@our@|@ain, nyn@
@ours@|@ain, nyn@
@ousted@|@currit magh (ass)@
@out@|@ass@
@out (motion)@|@magh@
@out (no motion out)@|@mooie@
@out and out@|@ass, ass as ass, ooilley as ass@
@out of@|@ass@
@out of date@|@ass date, ass fashan@
@out of earshot@|@ass eaishtagh@
@out of her@|@assjee@
@out of place@|@ass ynnyd, neuchooie@
@out of proportion@|@gyn reir rish y cheilley@
@out of them@|@assdaue@
@out of us@|@assdoin@
@out of you@|@assdiu, assyd@
@outbreak@|@irree magh@
@outcome@|@eiyrtys@
@outcry@|@shillaa, yllagh as eam@
@outer edge@|@oirr mooie@
@outer garments@|@eaddagh mooie@
@outfall@|@tuittym harrish@
@outflow@|@roie harrish@
@outgoing tide@|@tidey traih@
@outgrow@|@aase ro vooar@
@outlet@|@kessagh@
@outnumber@|@ve ny s'earrooee (na)@
@outrage@|@drogh-ghellal, jiarg-chorree@
@outrageous@|@drogh-ghellal@
@outrageousness@|@drogh-ghellalid@
@outright@|@ass yn eddin@
@outside@|@çheu-mooie@
@outward@|@cadjin-foshlit@
@outwear@|@ceau ny share (na)@
@outwork@|@obbyr vooie@
@oval@|@oohchroo@
@over and above that@|@harrish as erskyn shen, harrish as erskyn shen@
@over and over@|@harrish as tarrish@
@over her@|@harree@
@over me@|@harrym@
@over them@|@harroo@
@over there@|@hoal@
@over us@|@harrin@
@over you@|@harriu, harryd@
@overall@|@er fud@
@overalls@|@eaddagh obbree@
@overbear@|@dy ve stronaasagh rish@
@overboard@|@harrish boayrd@
@overcharge@|@rolught@
@overdo@|@fuinn, rour@
@overdone@|@fuinnit, rour@
@overdue@|@harrish yn traa@
@overflow@|@freayn, freayney, roie harrish@
@overgrown@|@lane sarkil@
@overhaul@|@karraghey@
@overheat@|@ro-hiow@
@overland@|@har cheer@
@overload@|@laadey rour@
@overlook@|@jarrood@
@overlord@|@ard-hiarn@
@overlordship@|@ard-hiarnys@
@overrule@|@reill noi@
@oversea@|@har mooir@
@oversee@|@freayll rick er@
@overseer@|@oaseir@
@overshadow@|@ceau scaa (er), ceau scadoo harrish@
@oversleep@|@cadley ro anmagh@
@overspend@|@ceau rour@
@overstep@|@immee harrish@
@overstrain@|@cur harrish e niart@
@overturn@|@tuittym harrish@
@overvalue@|@cur leagh ro ard er@
@overwhelming@|@lane niartal@
@ovine@|@keyrragh@
@owing to@|@kyndagh rish@
@owing to that@|@kyndagh rish shen@
@owl@|@hullad@
@owlish@|@hulkadagh, hulladagh@
@own@|@hene@
@owner@|@caireyder, onnar, shellooder@
@ownership@|@caireydys@
@owning@|@by lesh, my lesh@
@oxen@|@dew@
@oxide@|@ocsaid@
@oxygen@|@ocsajeen@
@oxygenate@|@ocsajeeneaghey@
@oyster@|@ooastyr@
@ozone@|@osoan@
@pa@|@jishag@
@pacify@|@cur shee er, kiunaghey@
@pacing@|@mynneragh, mynneraght@
@pack wool@|@ollan phaggey@
@package@|@mynjeig@
@packet@|@kianglaghan@
@pad@|@lapadane, pardoge@
@paddle@|@keaysley@
@padlock@|@cur glass essynagh er@
@page@|@guilley@
@pain@|@gew, guinn, guinney, pian@
@pain of death@|@guinn y vaaish@
@pained@|@guint, pianit@
@painer@|@guinneyder@
@painful@|@gonnagh, guinnagh@
@painless@|@gyn guinn@
@pains@|@triorys@
@paint@|@daahghey, peint@
@painter@|@peinteyr@
@paintwork@|@peintal@
@pair@|@piyr, piyrey@
@paired@|@lannoonit@
@pairing@|@piyrey@
@paleface@|@bane-eddinagh@
@paleness@|@baneid@
@palisade@|@cur radling fendeilagh er@
@pall@|@irree dree@
@pall bearer@|@merre-vaaish@
@pallor@|@banid@
@palm grove@|@keyll phalm@
@pamby@|@thoot@
@panacea@|@ooilley-lheeys@
@panache@|@froaish@
@pancake@|@pannag lurrag@
@pan-Celtic@|@ooilley Cheltiagh@
@pandemic@|@er feie ny cruinney@
@pane@|@kerrin@
@pane of glass@|@kerrin glonney@
@panegyric@|@daane moyllee@
@panel@|@cur pannyl er@
@panelled@|@pannylit@
@pang@|@guinnag@
@panic@|@cur sevreain er, sevreain, sevreainey@
@panicky@|@sevreainagh@
@pant@|@feddey, pandoogh, pandooghey@
@panther@|@panther@
@panting@|@pandooghey@
@pantomime@|@panto@
@pap@|@sheeiney@
@papa@|@jishag@
@paper@|@pabyr@
@paper mill@|@mwyllin pabyragh@
@papoose@|@papoose@
@parabola@|@paraboil@
@parade@|@paraid, paraidal@
@paraffin@|@ooill gheayil@
@paragon@|@ard-hampleyr@
@paralyze@|@kyrloghey@
@paramount@|@ard-scanshoil@
@parapet@|@obbyr ught, ughtvoalley@
@parasite@|@sheadane@
@parcel@|@kianglaghan, mynjeig@
@parch@|@perch@
@pardon@|@pardoon, pardooney@
@pardoner@|@leihder@
@pardoning@|@perdooney@
@paring@|@kinneig, kynneen@
@Paris@|@Paarys@
@parish@|@skyll@
@parlance@|@glare (f)@
@parliament@|@ardwhaiyl@
@parrot@|@parrad@
@parry@|@cur shaghey@
@parsimonious@|@freayllagh@
@parsley@|@perslee@
@parsnip@|@pesmad@
@part@|@ayrn, cooid@
@partial@|@anleighagh, baiagh@
@partiality@|@paartnaght@
@particle@|@kinneig, meereen, partigal, yn vonney@
@particular@|@mynphoynt, ynrican@
@particularity@|@mynchooishaght, ynricanys@
@partridge@|@patrag@
@party@|@partee@
@parvenu@|@fer noa@
@pass@|@keyllys@
@Pass!@|@Harrym!@
@passion@|@ouyl, paish@
@passionate@|@er finnue@
@passive@|@fuillaghtagh@
@passiveness@|@fuillaghtaght@
@passover@|@caisht ny hewnyn@
@passport@|@kied-troailt, kied troailt@
@pastel@|@pastyl@
@pasteurize@|@pasteuraghey@
@pasturage@|@aber@
@pasture@|@pasagh, pastyr, yndyr@
@pastured@|@fassit@
@pasty@|@pastee@
@patch@|@karraghey, meer, paitsey@
@patchy@|@peeshagh, preabanagh@
@patent@|@paiteen@
@paterfamilias@|@kione thie@
@pathetically@|@dy treih@
@pathless@|@gyn cassan@
@patience@|@meeinid@
@patient@|@fuillaghtagh, fullynagh@
@patiently@|@dy meen, dy surransagh@
@patina@|@pateen@
@patriarch@|@ard-ayr@
@patrol@|@patrole@
@patron@|@ard-charrey, ard-charrey, patroon@
@patronage@|@custameyrys, patroonys@
@patroness@|@ben-phatroon@
@patronize@|@jannoo patroonys, kionnaghey (ayn)@
@patronizing@|@patroonagh@
@paunch@|@kewyl, panshaghan@
@pause@|@farkaght@
@pave@|@pavail, peamadey, pemmal@
@paved@|@peamadit, pemmadit@
@pavement@|@peamad, pemmad@
@paving@|@peamadys, pemmal@
@paw@|@maaig, maaigey@
@pay@|@eeck (da), faill@
@pay day@|@laa-faillee@
@pay homage to@|@ooashlaghey@
@pay off@|@cur gys yn dorrys@
@pay!@|@eeck!@
@paying@|@eeck, geeck@
@peace@|@shee@
@peace of mind@|@shee aigney@
@peaceful@|@sheeoil@
@peach@|@peitshag@
@peach tree@|@billey peitshag@
@peacock@|@peacock@
@peafowl@|@peacock@
@peak@|@peeik@
@peaked@|@beinntagh@
@peanut@|@pishyr hallooin@
@pear@|@peear@
@pear tree@|@billey peear@
@pearl@|@pearl@
@pearly@|@pearlagh@
@peat@|@moain@
@peat moss@|@keynnagh voaney@
@pecadillo@|@mynpheccah@
@peck@|@cur paagag da, tubbag@
@pecking order@|@ordrailys spulgee@
@peckish@|@beggan accryssagh@
@pedal@|@obbraghey ny coshallyn@
@pedant@|@pedant, ynsagh yesheeneyr@
@pedantry@|@ynsagh-yesheeneyraght@
@peddlar@|@cadjer@
@peddle@|@mynghellal@
@peddling@|@mynghellal@
@pedestrianization@|@jannoo cooie da coshee@
@pedigree@|@caardys, caardyssagh, fuilleeaght@
@pedlar@|@mynghelleyder@
@pedlary@|@mynghellal@
@peel@|@roost@
@peep@|@meekey, peeikearagh, peep@
@peeping@|@keekagh@
@peerage@|@ooashlid@
@peeress@|@ben chiarn@
@peg@|@dhull, pinn (f), pinney@
@peg of whiskey@|@bine@
@pelican@|@pellagan, pellaghan@
@pelvic@|@pelvagh@
@pelvis@|@pelvis@
@pen@|@ollay woirrin, penn (f), penney@
@penalizer@|@kerreyder@
@penalty@|@kerraghys, kerraghys@
@penance@|@pannys, pennys@
@penetrating@|@towallagh@
@penetrative@|@towllagh@
@penicillin@|@penisillin@
@peninsual@|@kione cheerey@
@penis@|@bwoid, bwoid niargan@
@penman@|@penneyr@
@pennywort@|@lus yn imleig@
@pen-pusher@|@myn-chleragh@
@pension@|@argid bea@
@pensive@|@fastagh@
@people@|@ashoon, cur sleih ayn, sleih@
@pepper@|@cur pibbyr er, pibbyral, pibbyrey@
@peppermint@|@mynthey phibbyragh@
@percussion@|@bwoallee@
@percussive@|@bwoallee@
@peremptory@|@gyn obbal@
@perennial@|@yl-vleeantagh@
@perfection@|@slanejeantys@
@perfidiousness@|@neuhreisteilys@
@perforce@|@er egin@
@perhaps@|@foddee@
@period@|@amm@
@periodic@|@voish traa dy hraa@
@peripatetic@|@shooylagh@
@peripheral@|@ymmyllagh@
@periphrasis@|@ym-loayrtys@
@perished@|@frogh@
@periwinkle@|@fughage@
@perjury@|@oaiys@
@perkiness@|@bialid@
@perm@|@beayntonney@
@permanency@|@obbyr veayn@
@permanent@|@beayn@
@permissible@|@kiedoil@
@permissiveness@|@neusmaght@
@permit@|@cur raad da@
@pernicious@|@scryssoil@
@pernickety@|@mynchooishagh@
@peroration@|@oraid vlaaoil@
@perplexed@|@fud y cheilley@
@perservering@|@ladoosagh@
@persimmon@|@daaitphlummey@
@persistent@|@shassooagh@
@persistently@|@dy shassooagh@
@persnonation@|@jannoo arrish er peiagh@
@person@|@peccagh, peiagh, pyagh@
@person in pain@|@guintagh@
@personally@|@dy persoonagh@
@personigy@|@persooney@
@perspicacious@|@gyere hastagh@
@perspicacity@|@gyere hastaght@
@pert@|@assagagh, glib@
@pertinacity@|@rag-wannalaght@
@pertness@|@assagys@
@perusal@|@mynscrutaghey@
@pest@|@paitt@
@pestilence@|@paitt@
@pet@|@jannoo biggin jeh, meen@
@petal@|@petyl@
@petition@|@aghinaghey, jannoo aghin (hug), yeearreeaght@
@petrify@|@agglaghey yn annym ass, jannoo clagh jeh@
@petrol@|@pedryl@
@petticoat@|@bwoirrin, oanrey@
@pettiness@|@mynchoosihaghys@
@petty cash@|@myn-argid@
@petty expenses@|@mynchostys@
@petty theft@|@mynghaddeeaght@
@petty thief@|@mynghaddee@
@petty-minded@|@mynchooishagh@
@petty-mindedness@|@mynchooishaght@
@pew@|@caair charre@
@pewter@|@peedyr@
@phallic@|@bwoiddagh@
@phallus@|@bwoid@
@pheasant@|@kellagh keylley, kiark cheylley@
@phenomenal@|@phenomenagh@
@phonetics@|@sheeanaghtys@
@photographs (pl.)@|@caslysyn-soilshey@
@phrase@|@abbyrt, meeraghey@
@phraseology@|@abbyrtys@
@physical@|@corpagh, corpoil@
@physical exercise@|@lheiltys@
@physical science@|@sheanse fishigoil@
@physics@|@fishig@
@physiology@|@oayllys cholbey@
@piano@|@pianney@
@pickle@|@piggylaghey@
@pickled@|@piggylit@
@picnic@|@picnic@
@Pict@|@Pict@
@Pictish@|@Pictagh@
@picture@|@jalloo@
@pictures@|@jallooyn@
@pidgin@|@Baarle Heenagh@
@pie@|@pye@
@pie dish@|@jyst pyre@
@piebald horses@|@cabbil vreckey@
@piece@|@meer, meeraghey, peesh, peeshal@
@piece of luggage@|@meer scudlee@
@piece of timber@|@ammaid@
@piece together@|@meeraghey@
@piecemeal@|@dy peeshyn@
@piece-work@|@meer-obbyr@
@pier@|@calloo marrey, peer@
@pig@|@muc@
@pigeon@|@calmane@
@piglet@|@bannoo@
@pigs (pl.)@|@muccyn@
@pigtail@|@famman muickey@
@pike@|@shleiy@
@pile@|@peel@
@pilfer@|@myngyraght@
@pilferer@|@mynghaddee@
@pilfering@|@mynghaddeeaght, myngyraght@
@pilgrim@|@pirgrin, troailtagh crauee@
@pilgrimage@|@pirgrinid@
@pilgrimmage@|@troailtys chrauee@
@pill@|@pilley@
@pills@|@milleenyn@
@pimple@|@gurrin, plucan@
@pin@|@cur freenaghyn ayn, freenaghey, freeney@
@pin up@|@freenaghey@
@pincers@|@ordaagyn, pinshuryn@
@pinch-penny@|@peajeog@
@pine@|@juys@
@pine tree@|@juys@
@pine wood@|@keyll yuys@
@pinewood@|@juys, juys kaig@
@pink@|@bane-yiarg@
@pinkish@|@bane-yiargagh@
@pinkness@|@bane-jirgid@
@pinnacle@|@baare@
@pin-point@|@cur mair er@
@pint@|@pynt@
@pintail duck@|@laagh fammanagh@
@pintle@|@yiarn stiuree@
@piny@|@juyssagh@
@pious@|@mie@
@piper@|@piobeyr@
@piracy@|@roosteyrys marrey@
@pirate@|@maarliagh lhuingey, roosteyr marrey@
@piss@|@feayl, shynnee@
@pistol@|@gunn laue@
@pit of the stomach@|@beeal ny cleeau@
@pitch@|@faaie, pick, pickey, ynnyd boayl@
@pitch pine@|@juys rosinagh@
@pitchfork@|@ceau lesh gollage@
@pitiable@|@treih@
@pitiful@|@treih@
@pitiful person@|@dreih@
@pitifully@|@dy treih, treihagh@
@pitiless@|@gyn chymmey, neuerreeishagh@
@pity@|@trocair@
@pivot@|@pinney@
@placate@|@cur shee er@
@place@|@ynnyd (f)@
@place of devotion@|@ulican@
@place of worship@|@keeill (f)@
@places@|@buill@
@placid@|@oayllaashagh@
@placidity@|@oayllaashaght@
@plague@|@paitt@
@plain@|@baghtal, blaare@
@plainess@|@neuwoyid@
@plain-spoken@|@neu-ymloayrtagh@
@plaintiff@|@shualtagh@
@plan@|@plan@
@plane@|@billey plaaney, plaanagh@
@planet@|@mac greiney, planaid@
@planetary@|@planaidagh@
@planned@|@eabit@
@plant@|@glassyraght, rassan, settal@
@plant life@|@glassyraght@
@plantation of oaks@|@keyll gharree@
@plasma@|@plasmey@
@plastic@|@plastagh@
@plate@|@siyn, siyn@
@platoon@|@platoon@
@platter@|@trenshoor@
@play!@|@cloie!@
@played@|@bwoaillit@
@playing@|@cloie@
@plays@|@cloie (pl. cloiaghyn)@
@plea@|@aghin@
@plead@|@pleadeil@
@pleading@|@leighderaght@
@pleasant@|@taitnyssagh@
@pleasing@|@bwooisal@
@pleasure@|@taitnys@
@plebian@|@pleabagh@
@pledge@|@iu slaynt, iulaynt@
@pledged@|@gioaldit@
@plenitude@|@laanid@
@plenteous@|@palchey@
@plenty@|@palchey@
@plinth@|@plinthey@
@plod@|@troagyr@
@plot@|@ploht@
@plotter@|@oayllee caslys cheerey@
@plough@|@keeaght@
@plough irons@|@yiarn shesheree@
@ploughed@|@traaueit@
@ploughman@|@traaueyder@
@ploughshares@|@sick@
@ploy@|@fillosher@
@plug@|@dhull@
@plum@|@plumbis@
@plum tree@|@billey plumbis@
@plump@|@beeit@
@plunder@|@roosteyraght, roosteyrys@
@plundering@|@gruiaghey@
@pluperfect@|@yl-lanejeant@
@plural@|@yl-rey, ymmodagh@
@plurality@|@yl-raght@
@ply@|@obbraghey@
@pneumonia@|@niumoan@
@poached@|@poatchit@
@poacher@|@poatcher@
@pocked@|@lane spuitt@
@pocket@|@poggaid@
@pockmark@|@ynnyd y vreck@
@podgy@|@beggan roauyr@
@poem@|@daan@
@poet@|@bard, bardagh@
@poetess@|@bard ven, ben-eelee@
@poetical@|@bardoil@
@poetics@|@ellyn ny feeleeaght@
@poetry@|@bardaght@
@point@|@jeeraghey@
@pointed@|@birragh, gibbagh@
@pointer@|@leeid@
@pointless@|@gyn baare, gyn bree, gyn kione@
@poison@|@cur nieu da, pyshooney, pyshooney@
@poison gas@|@gas caggee@
@poisoned@|@pyshoonit@
@poker@|@pokyr@
@polar@|@poulleyr@
