@Greenlandic@|@English@
@pallerpaa@|@puts a cover on it @
@palligassaanngilaq@|@it is not to be approached@
@palliguppaa@|@comes quite close with it@
@palliguppoq@|@steps close to someone @
@palliliarpoq@|@is out gathering willow for fuel@
@pallimavaa@|@approaches him @
@pallimavoq@|@concerns@
@pallippaa@|@comes close up to him or it@
@pallit@|@willow capse@
@pallittorpaa@|@comes closer to it@
@pallorfigaa@|@falls down on his face before him worships him@
@pallorpoq (paluvoq)@|@lies down on his stomach@
@pallungavoq@|@lies on the stomach@
@palluumivaa@|@comes quite up to it@
@paluaq@|@butterfly@
@palungataaq@|@dog with hanging ears@
@palungavoq@|@has hanging ears (a dog)@
@palusippaa@|@bends it down@
@paluvoq@|@lies on its belly (a seal)@
@pamialluk@|@tail (of seal or walrus)@
@pamiaq@|@terminal peg of harpoon@
@pamioq@|@tail@
@pamiortooq@|@long-tailed otter @
@pana@|@large knife@
@panaapput@|@they fight with swords@
@panaarsorpaa@|@lashes it @
@panaasalik@|@sword-fish@
@panaattaqattaarput@|@they fence with each other @
@panaavoq@|@lovely@
@panalerpoq@|@buckleo on a sword@
@panarpaa, panavaa@|@strikes him with a sword@
@panerfaa@|@his concubine@
@panerfaq@|@concubine@
@panerfarserpoq@|@takes a concubine@
@panerfi@|@his (refl.) concubine@
@panerfiuppaa@|@takes her for a concubine@
@panernaveeqqut@|@water-proof covering for poultices@
@panernermit eqikkami, eqiasuppaluk@|@for it had shrunk because of the drought@
@panernitannguaqanngilaq@|@he is wet through and through@
@panerpaa@|@has dried it.@
@panerpoq@|@is dry@
@panersarpaa@|@dries it (by a special treatment)@
@panerserpaa@|@dries it (by hanging it aside)@
@panertoq@|@dried meat or fish@
@panertulivoq@|@prepares dried meat or fish@
@pangalippoq@|@runs@
@pangallappoq@|@falls forward@
@pangalluppaa@|@pangalluppaa@
@pania@|@his daughter@
@paniasaat@|@turpentine@
@panik@|@daughter@
@panikaaq, pannakaaq@|@pancake (loan-word)@
@panikaasiassat@|@wheat flour@
@panissaarpoq@|@has got a daughter@
@panissaq@|@step daughter@
@panissiaq@|@foster daughter@
@panna, passuma@|@he in the east@
@pannarippoq@|@is quite dry@
@panneq@|@reinbuck@
@panniligarpoq@|@kills a reinbuck@
@panniligartaa@|@his (killed) reinbuck@
@papavoq, papattappoq@|@leaps with joy@
@papeqquppoq@|@gets the tail piece of a white whale@
@paperoq@|@fish tail@
@paperorsorpoq@|@uses its tail@
@paperortortippaa@|@lets him eat the tail@
@paperuusaq@|@tail (of a lizard or the like)@
@papik@|@end of harpoon shaft@
@papikajak, papikatsuk@|@short-rumped dog@
@papikilavoq, papeqilavoq@|@wags its tail @
@papikuuju@|@parrot@
@papilik@|@fir stake@
@papilleraq@|@thong connecting dog harness with the traces@
@papilluppoq@|@lacks feathers in its tail @
@papimmisarujunnguaq@|@wagtail@
@pappangavoq@|@walks slightly bent forward@
@pappappoq (papik)@|@thrusts out the posterior@
@pappiara, pappiala, pappilia@|@paper (loan-word)@
@paqqa@|@the marrow in it@
@paqqerpoq, panerpoq@|@gets dry@
@paqqingavoq@|@is pale@
@paqqippoq@|@without moisture@
@paqqisaarpoq, paqqasaarpoq@|@asks for assistance@
@paqumigaa@|@is shy of it for religious reasons@
@paqumisuppoq@|@is shy of something for cultic reasons@
@parnaarpaa, pajannaarpaa@|@lashes it@
@parnaarsaat@|@shutter@
@parnaarsaat naatittariaq@|@padlock@
@parnaarsimaffik, parnaarsimmavik@|@that to which something is lashed@
@parnaaruppaa@|@locks him or it up@
@parnaarussaaffia@|@his prison@
@parnaarussaarpaa@|@takes off the lashings@
@parnaarussaasoq@|@prisoner@
@parnaarussanik paarsisoq@|@gaoler@
@parnaarussivik@|@arrest@
@parnaarut@|@lashing@
@parnivaa@|@the air has dried it up so that it shrinks@
@parnivoq@|@is dried up so that it sticks shrinks@
@parnuppaa@|@the air has dried it to some-thing @
@parnuppoq@|@is dried up@
@parruppa (paarpoq)@|@tries to keep pace with @
@parsangavoq@|@is delicate @
@pasillerpaa@|@blames@
@pasilliut@|@accusation@
@pasinaarsaarpoq@|@tries to avert the suspicion from himself@
@pasinanngilaq@|@is not suspicious@
@pasisaarpaa@|@makes him suspected@
@pasitsaalivaa@|@excuses him@
@pasitsaalivoq@|@excuses himself@
@pasitsaappaa@|@suspects him of being guilty@
@pasitsappoq@|@becomes suspicious@
@pasivaa@|@accuses@
@Påskisiorluarisi@|@Eater greatings@
@passappoq@|@is not sure in a kayak@
@passarluppaa@|@missed him@
@passumaak@|@listen you (sing.) @
@patajaappoq@|@is steady on his legs or in his kayak@
@patajavoq@|@walks or paddles unsteadily@
@patanaarpaa@|@makes it stand firm@
@patanarpoq@|@stands unsteadily@
@pateq@|@marrow @
@patequt@|@blotting paper@
@paterpaa@|@extracts the marrow from it@
@paterut, paqqut, patiiaat@|@marrow extractor@
@patinnguvoq@|@has a pain in the marrow@
@patippaa@|@lays hands on him@
@patiterpai@|@puts them upon each other @
@patitsippaa, patitippaa@|@puts them together @
@patitsisaa@|@his birch@
@patitsit@|@birch @
@patittariaq, patiffik@|@key on piano or organ@
@patittarissat, patiffiit@|@keyboard@
@patsisaa naluara@|@I do not know the reason@
@patsisaavoq@|@is the cause of something@
@patsiseqarpoq@|@has cause @
@patsisigaa@|@mentions it as a cause@
@patsisissaqarpoq@|@tries to find a pretext@
@patsissarpoq@|@feigns@
@patsit@|@reason@
@pattaappoq@|@plays ball@
@pattaat@|@drum stick@
@pattaffiit@|@keyboard@
@pattaffik@|@key on piano@
@pattagiaasaq@|@concertina@
@pattagiaq@|@piano@
@pattagiarpoq, pattagiarsorpoq@|@plays the organ or the piano@
@pattaku@|@piece of bone from which the marrow has been extracted@
@pattapalaarpoq@|@thrums@
@pattappaa@|@accompanies him@
@pattappoq@|@plays the organ or the piano@
@pattattorpoq@|@beats its wings together @
@pattorneq@|@blow or mark of blow @
@pattorpaa@|@beats him or her @
@pattorput@|@they fight @
@patuguppaa@|@the cephalopod the animal@
@patuguppoq@|@presses something@
@pava@|@upwards@
@pavani@|@in the east@
@pavaniippoq@|@is to the east of here@
@pavannga@|@from the east@
@pavanngarnisaq@|@Eastlander@
@pavunga@|@towards the east@
@pavunnarpoq@|@goes towards the east@
@pavuuna@|@to the east@
@pavuunaqquppaa@|@goes to the east of it@
@peerit@|@out of the way with you!@
@peerpaa@|@takes it away@
@peerpoq@|@is removed@
@peersaat@|@bone at the end of a trace@
@peersippaa@|@lets it be removed or taken away@
@peersivaa@|@puts by something for him@
@peeruppaa@|@strips him or it of something@
@peeruppoq@|@is stripped of everything@
@peqangaarpoq@|@abundance@
@peqanngilaq@|@is not here@
@peqanngitsoorpaa@|@does not meet him@
@peqanngitsoorpoq@|@does not happen to be there@
@peqaqqippoq@|@is a good housekeeper@
@peqarpoq@|@has something @
@peqasaarpoq@|@there are rather many@
@peqataarpoq@|@is conceited@
@peqatigiinniat@|@association@
@peqatigiipput@|@they have@
@peqimivoq@|@dives up a little and then goes down at once @
@peqingavoq@|@is bent @
@peqinngarippoq@|@is greatly bent @
@peqippaa@|@bends it up@
@peqippoq@|@curves@
@peqitippaa@|@curves it@
@peqitsivik@|@a curved piece of wood across which to bend @
@peqqarniippoq@|@makes too much of it@
@peqqarpoq@|@has a narrow escape from it@
@peqqarpoq@|@is cautious@
@peqqartaappoq@|@exaggerates@
@peqqiilliorpoq@|@becomes unwell@
@peqqiippoq@|@is sickly@
@peqqippoq@|@is healthy@
@peqqissaarpaa@|@is careful about it@
@peqqissaarpoq@|@does something with care@
@peqqissaat@|@medicine@
@peqqissarpaa@|@heals him@
@peqqissimigaa, peqqissimissutigaa@|@repents it@
@peqqissimivoq@|@repents@
@peqqissivoq@|@has become well@
@peqquaa@|@bids him@
@peqquk@|@crayfish@
@peqqumaarpaa@|@economizes with it@
@peqqumaasiorpoq@|@gathers stores@
@peqqumaat, peqqumaasiaq@|@stores@
@peqqunngilaa@|@does not permit it@
@peqquppaa@|@bends over it@
@peqqusaanik@|@by his order@
@peqqusaarpoq@|@eggs on@
@peqqusaatut piumaarputit@|@you must do as he has ordered@
@peqqusaq@|@permission@
@peqquserluppoq@|@is a hypocrite@
@peqqusersiorfigaa@|@uses wiles towards him@
@peqqusersiorpoq@|@uses wiles@
@peqqusersuippoq@|@is sincere@
@peqqusersuusaarpoq@|@does something falsely@
@peqqusersuuvoq@|@is cunning@
@peqqusiileqivoq@|@gets shy@
@peqqusissarsiorpoq@|@tries to find excuses @
@peqqussut@|@permission@
@peqqussutigaa@|@permits it@
@peqqutserpoq@|@dissimulates@
@peqquttaq@|@shrimp@
@pequerpoq@|@is confused@
@pequsaavaq@|@mosquito larva@
@pequsarpoq, pequsappoq@|@bends several times@
@pequt@|@property@
@pequtikka ulerutilerpakka@|@I am no longer able to make head@
@pequtissat@|@ammunition@
@pequusiaq@|@stores gathered@
@pequusiorpoq@|@gathers stores@
@pequusivik@|@store-room@
@pequut@|@stores@
@pequvoq@|@bends up @
@periarpaa@|@attacks it@
@periarpoq@|@prepares himself@
@perlaajaq@|@twisted sinew thread@
@perlaaq@|@twisted sinew thread@
@perlaarpoq@|@loses its shoeing@
@perlaavaa@|@plait @
@perlarnikka@|@my plaits@
@perlarpaa@|@twists it @
@perlasserpaa@|@shoes it @
@perlataarpoq@|@overturns@
@perlequjaaq@|@fool@
@perlequjaavoq@|@is a fool@
@perleraa@|@starves before his eyes@
@perlerorpoq@|@is mad@
@perlerpoq@|@is starved to death@
@perlilerpoq@|@is hungry@
@perloorpaa@|@turns it away@
@perloqqunarsili@|@cursed be he!@
@perloqqussut@|@curse@
@perloqqussutaa@|@his curse @
@perloqquvaa@|@curses him or it@
@perluk@|@misfortune@
@perluliorpoq, perleerivoq@|@causes trouble@
@perluppoq@|@gets into trouble@
@perlussiorpoq@|@is out in a storm@
@perlussivoq@|@gets into trouble@
@perlussuaq@|@storm@
@perlutsippaa@|@gets him into trouble@
@perluut@|@misfortune@
@pernaat@|@that to which one does something for the first time@
@pernaataa@|@her first- born@
@pernaavoq, pernarpoq@|@does something for the first time@
@pernaq, perngaq, pernaaq@|@unpractised@
@pernartaa@|@the first animal he has killed@
@pernartaq@|@first catch@
@perneq@|@elbow joint@
@pernera kaagullugu pissavat@|@you must peg it together.@
@pernermippaa@|@carries him or it on the arm@
@pernerpaa@|@joins it together @
@peroorpaa@|@puts a weight on it in several places@
@peroorpoq@|@is conceited@
@perorpoq@|@develops@
@perorsarpaa@|@educates him@
@perpaluk (pi)@|@sound@
@perpaluppoq@|@a noise is heard@
@perpassuit@|@great quantity@
@perrannarpoq@|@is easy to ride on@
@perrappoq@|@goes smoothly@
@perrassaat@|@something to smoothe with@
@perroorpoq@|@is conceited@
@perrortuvoq@|@swaggers@
@perruualaarpoq@|@is conceited@
@persalivoq@|@stumbles @
@persaqquppaa@|@misses him or it@
@persaqqut@|@obstacle@
@persaqusersorpaa@|@prevents or disturbs him repeatedly@
@persaqutigaa@|@misses someone for that reason@
@persataraa@|@shakes him@
@perserpa@|@snows it up@
@perserpoq@|@it drifts (the air)@
@persinnilik@|@crook-backed@
@persoq@|@snow storm@
@persora@|@snows it up@
@persori@|@sea drift@
@persorivoq@|@there is a sea drift@
@persorpoq@|@drifts @
@persuaq@|@large object@
@persuarpaa@|@treats him with violence@
@persuarsiorpoq@|@holds great festivities@
@persuppaa@|@treats him with violence@
@persuttaapput@|@they heap blows or abuse upon each other@
@persuuppaa@|@mostly in pI. perssũpât they attack@
@persuusiaraa@|@considers him or it as something great@
@persuussaq@|@an animal which several have had a hand in killing@
@pertaq@|@chip box@
@perterpaa, pertiterpaa@|@folds it up several times @
@pertujaappoq@|@is firmly seated@
@pertujavoq@|@is apt to capsize with his kayak@
@peru@|@weight @
@peruaa@|@puts a weight on it@
@peruerpaa, peruiarpaa@|@takes the weight oft it@
@perugaa@|@is weighed down by it@
@perujuit@|@rubbish@
@perujuk@|@refuse (persons or things)@
@peruseq@|@appurtenances@
@perusoqanngilaq@|@does not feel inclined at all@
@perusuppoq@|@is ready@
@pi@|@thing@
@piaaqqusiaq@|@only child@
@piaaraaq@|@does something on pur-pose@
@piaaralugu aserorpaa@|@he broke it on purpose@
@piaaraluni@|@on purpose@
@piaarinaatsoorpoq@|@happened to do something against@
@piaarinngilaq@|@does something involuntarily@
@pialunnguit@|@trifles@
@piaqqivoq@|@gets young ones@
@piarai@|@its young ones@
@piaralik@|@animal with young@
@piaraq@|@young one@
@piareerpaa@|@has prepared@
@piareersarpaa@|@works to prepare it@
@piareersarpoq@|@makes himself ready@
@piarittorpoq@|@has ceased growing@
@piarsuk, piarsunnguaq@|@trifle@
@piarsunnguit@|@trifles@
@piartorpaa@|@fetches it@
@piartorpoq@|@is on his way to someone @
@piartortippaa@|@lets him or it be fetched@
@pigaa@|@possesses it@
@pigaappaa, piggappaa@|@watches over him or it@
@pigaarfik@|@time or place of watching@
@pigaarpoq@|@keeps vigil@
@pigaartoq@|@watchman@
@pigaassisoq@|@night watch@
@pigajuppoq@|@often gets something@
@piggatigaa@|@keeps a night watch for that reason@
@pigilerpaa@|@has got it@
@pigiliuppaa@|@appropriates it @
@piginnaanera@|@his ability or authority@
@piginnaanertuvoq@|@can do something@
@piginnaanngorsarpaa@|@enables him to do something@
@piginnaavoq@|@is able to@
@pigippoq@|@is tidy about everything belonging to him@
@pigissaarpoq@|@is well-to-do@
@piiaasoq@|@robber@
@piiaat@|@tool to remove something with@
@piiarpaa@|@takes something away from him@
@piiarpoq@|@goes away@
@piiavoq@|@is easily removed or wiped out@
@piit nalinginnaat@|@everything possible@
@pilara aat?@|@let me have it@
@pillerpaa, pillerfigaa@|@sets food or drink before him@
@pillerpoq@|@holds a festival@
@pilliaq, pilliut@|@ sacrifice@
@pilliaraa, pillutigaa@|@sets it before someone@
@pilliivoq@|@sacrifices@
@pingajua allisaq@|@minor third (in music)@
@pingasut@|@three@
@piniartoq@|@hunter@
@Piniartoq@|@Sealer, whaler@
@piniartup@|@hunters@
@Pisiniarfik@|@shop@
@Pisiniarniarpunga@|@I am going shopping@
@politeeqarfik@|@police station@
@Politeeqarfik@|@police station@
@politi@|@policeman@
@politiimik kalerriigitsi!, politiinut sianerit, politiinut sianeritsi@|@call the police@
@puisi@|@seal@
@pujoq@|@fog@
@Pujorpoq@|@It's foggy@
@puugutaq marraasaq@|@earthenware dish@
@puuguttat asakkukkit errortorumaarpatit@|@when you have washed the plates you must rinse them@
@puuguttat ujaraasiat@|@china plate@
@puulik@|@something in a bag or case@
@qaa@|@all right! well then, try it!@
@qaa qaa@|@hurry!@
@qaa qak@|@surface@
@qaa, qaava@|@its surface, outer side@
@qaagippoq@|@has a beautiful surface@
@qaagut- qaatigut@|@along it@
@qaajoraa@|@shudders at having to go out into it@
@qaajornaqaaq@|@one hesitates to go out in that cold@
@qaajorpoq@|@is thin-skinned@
@qaajutooq@|@chilly person@
@qaajutuvoq@|@is very chilly@
@qaakippoq@|@has a low forehead@
@qaakkallaak@|@bring it here for a moment!@
@qaalanga?@|@Did you call me?@
@qaalertanarpoq@|@is damp@
@qaalertavoq@|@is disagreeably wet.@
@qaali, qaatsiarli@|@let him come here!@
@qaalli@|@let it be brought! let me get it@
@qaallorpoq@|@thrusts his finger down his throat in order to vomit@
@qaaluppoq@|@has an ugly surface@
@qaammat illoqalerpoq@|@the moon is in its first quarter@
@qaammat illueruppoq@|@the moon is in its last quarter@
@qaana, qaatsiarna, qaagallaat@|@come here for a moment!@
@qaaneq@|@the space below the sleeping platform@
@qaanermiippoq@|@it lies below the sleeping platform@
@qaangerpaa (qaa)@|@passes it@
@qaangiuppoq@|@has passed@
@qaangiussivaa@|@lets it pass@
@qaangiuttoorpoq@|@is too late @
@qaani, qaavani@|@above, on top of@
@qaaniorpaa@|@makes a kayak for him@
@qaannamut ooqattaartikkakku@|@for I let him try to paddle the kayak@
@qaannap ajai@|@the cross-trees of the kayak@
@qaannap paa@|@kayak ring @
@qaannap pequtai@|@the appurtenances of the kayak@
@qaannat marluk aggerput@|@there are two kayak men who come paddling@
@qaanneq@|@blister (on the skin)@
@qaannerivoq, qaanneraaq@|@is at work on his kayak @
@qaanngup uukkaappaanga@|@the ice edge fell down with me@
@qaanni assattorpaa@|@he strikes on his kayak in order to be heard@
@qaanniorpoq@|@makes a kayak@
@qaannivik@|@kayak scaffold@
@qaannivoq@|@leaves his kayak@
@qaapiarpaa@|@peels it@
@qaappaa@|@comes here with it@
@qaappoq@|@sticks (in something)@
@qaappoq, (qaa)@|@gets a blister on the skin@
@qaaq (qaa)@|@skin for sleeping plaform@
@qaaq portusooq@|@a high forehead@
@qaaq pukkitsoq@|@a low forehead@
@qaaqqortuvoq@|@has a high forehead@
@qaaqquaa@|@invites him@
@qaaqquarpaa@|@pulls it over something @
@qaaqquppoq@|@recovers consciousness@
@qaaqqusaq@|@mounting for a paddle@
@qaaqqusivoq, qaaqqusinera@|@his invitation@
@qaaqqussarpaa@|@tries to make him recover consciousness@
@qaaqqussut@|@invitation@
@qaaraa@|@feather-bed@
@qaarajunneq@|@vault@
@qaarajuppoq@|@arched@
@qaarsaat@|@water and blood which is alternately rubbed on the sledge runners@
@qaarsaavoq nerriviup qaaniippoq@|@treats the sledge runners in that way@
@qaarsoq@|@rock@
@qaartorpoq@|@says qâ, croaks (a raven)@
@qaaruserpoq@|@ties a kerchief round his forehead@
@qaarut@|@kerchief to be tied round the forehead@
@qaasaanera@|@his invitation@
@qaasarpaa@|@invites him@
@qaaseqigatta kamanaaqaagut@|@we are so wet that no one can approach us@
@qaassuk@|@bring it here!@
@qaatigooq@|@over-clothing@
@qaatigoorpoq@|@gets up into the surface (a fish)@
@qaatigut kusanarpalukkarluarpoq@|@outwards it looks fine enough@
@qaatsinneq@|@water that runs over the edge of the ice and freezes@
@qaattaavoq@|@catches several in a net@
@qaattaq, qaattugaq@|@marine animal@
@qaattarpaa, qaattorpaa@|@sets out nets for it@
@qaattarpoq, qaattorpoq@|@carries on net hunting (seals)@
@qaava@|@his forehead@
@qaavoq (qaa)@|@is visiting@
@qaffaat@|@jack screw@
@qaffappoq@|@gets up into the surface of the water@
@qaffarpaa@|@heaves@
@qaffarpoq@|@rises@
@qaffarsaat@|@baking powder@
@qaffarsarpaa, qaffartippaa@|@makes it rise@
@qafferpaa@|@lets it rise@
@qaffiaq@|@rise@
@qaffiavoq@|@moves up and down@
@qaffiivoq, qaffatsikkiartorput@|@feels sick@
@qaffiumisaarpoq@|@rises and subsides regularly @
@qajaajarpoq@|@has had his kayak damaged@
@qajaalaq@|@kayak which is alone at sea@
@qajaalarsiorpoq@|@is the only kayak at sea@
@qajaaraq@|@small kayak@
@qajaarserpoq@|@loses his kayak@
@qajaartorpoq@|@calls out "kayak"@
@qajaaruppoq@|@is without a kayak@
@qajaasaq@|@kayak model@
@qajaasat@|@odiferous heather plant @
@qajaavoq@|@has perished in a kayak@
@qajagaa@|@considers it fragile@
@qajalugaq@|@beginner at kayaking@
@qajannaappoq@|@does not break@
@qajannaarsorpaa@|@secures it@
@qajannarpoq@|@is fragile@
@qajaq@|@kayak@
@qajaq una kiaana sanaa@|@whose work is that kayak?@
@qajaqat@|@kayak companion@
@qajara iluarsarallarlara@|@let me first arrange my kayak@
@qajariaavoq@|@goes with someone as a kayaker@
@qajariaq@|@canoe @
@qajarmiu@|@lance for hunting from a kayak@
@qajartaq@|@kayaker@
@qajartorpoq@|@paddles a kayak@
@qajartuaq@|@man out in a kayak for several days@
@qajartuarpoq@|@practises kayaking@
@qajartuuseq@|@kayak costume@
@qajarujoorpoq@|@paddles in a kayak for his pleasure@
@qajassuarpoq@|@is cautious@
@qajassuuppaa@|@deals cautiously@
@qajoq@|@soup@
@qajorlak@|@froih (on soup)@
@qajua@|@the soup of it@
@qajulaalik@|@boiled seal blood mixed with crow berries@
@qajulaaq@|@seal blood boiled as porridge@
@qajuusat@|@wheat flour@
@qajuusiassat@|@wheat@
@qajuutaasaq, qajuuppaasaq@|@breast bone (its lower end)@
@qajuuttaq@|@coal scuttle@
@qakkorsii, qakkorsii-aa, qakkuakkut-aa@|@listen you (pl.) in there!@
@qakku, qakkua@|@they in there (or out there)@
@qalaarneq@|@bubble@
@qalaarpoq@|@is on the point of boiling@
@qalak, qalaneq@|@bubble@
@qalaliavoq@|@it bubbles @
@qalangavoq@|@is hump-backed@
@qalappaa@|@has boiled it@
@qalappoq@|@has got his Iood to boil@
@qalappunga@|@now my Iood is boiling@
@qalaruluppoq@|@boils vigorously@
@qalaseq@|@umbilical cord@
