@English@|@Jerriais@
@pickle@|@lé picl'ye@
@pickpocket@|@lé filou@
@picture@|@bibi@
@pie@|@lé pâté@
@pied wagtail@|@un s'meux@
@pie-dish@|@la lachefraie@
@pig@|@la bête à saie, lé couochon, lé gronneux, lé por@
@pig (1)@|@lé moussieu, lé quétot@
@pigeon@|@un pigeon@
@pig's trotter@|@un piot@
@pigsty@|@la cotte@
@pike@|@un brochet@
@pike (La Rocque)@|@un brochet@
@pile of vraic@|@eune couèrte@
@pilgrim@|@lé pèlerîn@
@pilgrimage@|@lé pélérinnage@
@pillow@|@l'ouothilyi, ouothilyi@
@pillowcase@|@l'ântchie@
@pills@|@les boulets@
@pilot@|@lé pilote@
@pimento@|@lé piment@
@pimp@|@lé maquereau@
@pin@|@êpîle@
@pinch@|@pînchi@
@pincushion@|@un plotîn@
@pinecone@|@eune pomme dé sapîn@
@pins and needles@|@les freunmions@
@pint of milk@|@eune pînte dé lait@
@pip@|@un pépîn@
@pipe@|@un tuyau@
@pipefish@|@lé longnez@
@piracy@|@la pirat'tie@
@pirate@|@un pirate@
@pit saw@|@scie d'but, scie d'long@
@Pitcairn Islands@|@Îles dé Pitcairn@
@pitcher plant@|@du soulié d'la Vièrge@
@pitchfork@|@lé monte-paille, monte-paille@
@pitching tool@|@pouaîsson@
@pit-saw@|@cônué@
@place@|@pliaichi@
@plague@|@la mouôthinne@
@plaice@|@eune pliaie@
@plain and purl@|@pliain et damâsé@
@plait@|@eune tresse@
@plaiting@|@la tress'sie@
@plane@|@l'avion, rabot@
@planet@|@la plianète@
@planking@|@du bord dé baté, la bordaille, lé bordage@
@planner@|@lé plianneu, lé plianneux@
@plant@|@la pliante@
@planting@|@la pliant'tie@
@plaster@|@lé pliâtre, pliâtre, un empliâtre@
@plasterer@|@lé pliâtreux@
@plasterer's hod@|@porte-caux@
@plastic@|@plastique@
@plates@|@l's assiettes@
@play@|@jouer@
@play giddy-up@|@faithe jojo@
@playful spirit@|@l'ouotho@
@pleading@|@un plaidoyer@
@please@|@pliaithe@
@pleat@|@un plié@
@Pleiades@|@la Pouochinniéthe@
@pleurisy@|@la plieurêsie@
@plough@|@la tchéthue@
@ploughed soil@|@la mie@
@ploughing@|@la tchéthuethie, la touônn'nie@
@ploughman@|@lé tchethtchi@
@plover@|@un êprivyi@
@plug@|@plogue@
@plugging tool@|@êt'lîn@
@plughole@|@nâbl'ye@
@plum@|@la preune@
@Plum tree@|@lé preunyi@
@plumber@|@lé plionmi@
@plumbline@|@pliomb@
@Pluto@|@Pliuton@
@Plymouth@|@Pliémue@
@plywood@|@fielletas@
@pneumonia@|@l'enfliammâtion d'ponmons@
@poacher@|@lé braconnyi@
@pocket@|@eune pouchette, la paûte, la pouchette@
@pocket-knife@|@brioche@
@poet@|@lé poète@
@poisoner@|@un empouaîsonneux@
@poker@|@pôkeur, poqueur@
@Poland@|@Polongne@
@polar bear@|@lé blianc-ours@
@pole@|@lé pôle@
@Pole Star@|@L'Êtaile du Nord@
@polecat@|@lé pitouais, lé putouais@
@police@|@la police@
@police station@|@stâtion d'police@
@Polish@|@Polonnais@
@polisher@|@un polisseux@
@polishing pad@|@un v'loûsé@
@political@|@politique@
@politician@|@lé politicien@
@politics@|@la politique@
@polka@|@eune polka@
@pollard@|@un têtard@
@pond@|@la mathe@
@pondweed@|@d'la vraicque, du vrai d'vivi@
@Pondweed@|@lé vrai d'vivyi@
@pony@|@lé bidet, lé p'tit j'va, lé pônîn@
@ponytail@|@eune coue d'ponîn@
@poo@|@caca@
@poodle@|@lé tchian d'St Mâlo@
@poop@|@la poupe, lé tillac@
@poorly@|@îndispos@
@Poplar@|@un peuplyi@
@population@|@la populâtion@
@porch@|@un portico@
@pork@|@du lard@
@porpoise@|@un pourpais@
@port@|@à babord, lé babord, lé vîn d'Porto@
@Portbail@|@Porbas@
@porter@|@lé portchi, lé porteur@
@Portsmouth@|@Porchémue@
@Portugal@|@Portûnga@
@Portugal laurel@|@du louothi du Portûnga@
@Portuguese@|@lé Portundgais, Portûndgais@
@possessor@|@lé possesseu@
@post box@|@boête à lettres@
@post office@|@la poste, poste@
@postage@|@lé tîmbrage@
@postal@|@postal@
@postcard@|@la carte postale@
@postcode@|@lé codement postal@
@postman@|@lé porteux d'lettres@
@postmaster@|@lé maître d'poste@
@Pot Marigold@|@d'la soucique@
@Pot Purslane@|@du pourpyi@
@potato@|@la patate@
@Potato@|@des patates@
@potato fork@|@cro à patates@
@potato harvest@|@lé dêfouage@
@poultice@|@lé poussot, lé vithicatouaithe@
@poultry@|@la volaille@
@pour@|@vèrser@
@powder-flask@|@pouèrre@
@powder-puff@|@poudrette@
@power of attorney@|@eune protchulâtion, eune protchule@
@practical joker@|@lé farceux@
@practice@|@la pratique@
@Praguer@|@Pradgais@
@prawns@|@d'la grosse chèrvette@
@prayer@|@la priéthe@
@prayer book@|@la litourgie, lé livre d'priéthes@
@praying@|@la priethie@
@preacher@|@un prêcheux, un prédicateu@
@prefer@|@préféther@
@pregnant@|@encheinte@
@prehistoric@|@préhistorique@
@prehistory@|@la préhistouaithe@
@premature@|@v'nu d'vant, v'nu d'vant san temps@
@prepare@|@graie@
@prescription@|@la prescription@
@presidency@|@la présidence@
@president@|@lé président@
@press house@|@lé preinseu@
@prevent@|@empêchi@
@price@|@lé prix@
@Prickly Saltwort@|@du geon d'mielle@
@Prickly Sow-thistle@|@du laiteron@
@priest@|@lé minnistre@
@priest (Catholic)@|@lé prêtre@
@priesthood@|@la prêtrise@
@priest-in-charge@|@l'minnistre dêssèrvant@
@Primrose@|@des pip'soles, pip'roles, pip'solles, piptholes@
@primrose (1)@|@preunoles, prinm'noles, prunm'noles, prunoles@
@primrose (2)@|@pieunm'tholes, prînm'tholes, prînmeroles@
@primrose (3)@|@pâqu'roles, pâqu'tholes ou coucou, prînm'soles@
@prince@|@lé prînce@
@Prince Eduard Island@|@Île du Prînce Êdouard@
@Prince Edward Islander@|@Prînce-Êdouardgiens@
@princess@|@la prîncêsse@
@printer@|@l'împrînmeux, lé printeu@
@printing@|@l'împrînm'thie@
@prison@|@la prison@
@prisoner@|@un prisonnyi@
@private@|@un simpl'ye, un simpl'ye soudard@
@privateer@|@lé cap'taine à la course, un cap'taine@
@privateer (1)@|@un cap'taine à la course@
@Privet@|@d'la troène@
@problem@|@un problième@
@program@|@eune émission, lé programme, un programme@
@programme@|@un programme@
@projet@|@lé projet@
@promise@|@promettre@
@promontory@|@la capée@
@pronounce uvular@|@grâssier@
@propaganda@|@la propagande@
@propeller@|@l's aubes@
@property@|@la propriêté@
@proposer@|@lé proposant@
@proposition@|@la proposition@
@props@|@les bétchil'yes@
@prosecution@|@la poursuite@
@prostitute@|@eune prostituée@
@Prostrate Broom@|@du genêt d'falaise@
@protestant@|@protestant@
@prow@|@lé d'vant@
@psalm@|@lé sieaume@
@pub@|@aubèrge@
@pub landlord@|@l'aubèrgiste@
@pubic hair@|@du pouail@
@pudding@|@lé podîn@
@pudding-stone@|@du bréha@
@Puerto Rico@|@Puerto Rico@
@Puff-ball@|@la vêne-dé-loup, lé pet d'nonne@
@puffin@|@la gode à rouoge bé, un poffîn@
@pull@|@haler, tither@
@pull out@|@dêhaler@
@pullet@|@eune poulette@
@pulse@|@lé pouls@
@pumice@|@la pièrre dé ponce, pièrre dé ponce@
@pump@|@eune pompe, pompe@
@pumpkin@|@lé m'lon, un m'lon, un potithon@
@punch@|@mandrîn, un co d'poing, un coup d'tampon@
@punch-up@|@eune escarmuche@
@puncture@|@un tyeur bosté@
@punishable@|@peunnissabl'ye@
@punishment@|@la peunnition@
@pupil@|@l'êcolyi, la preunelle dé l'yi@
@purchase@|@eune empliette, un acat@
@puree@|@la puthée@
@purgative@|@eune purge@
@Purple Moor-grass@|@du sectîn@
@Purple Viper's-bugloss@|@d'la grâsse-g'linne@
@purveyor@|@lé fournisseux@
@pus@|@la pouôrrituthe@
@pussycat@|@minnet@
@put@|@mettre@
@put back into port@|@èrlâchi, r'lâchi@
@put out to sea@|@sorti au baté@
@put over to opposite tack@|@vither la vaile@
@putlog@|@lé bouolîngni@
@putty@|@poté@
@pyjamas@|@les pyjamas@
@Qatar@|@Qatar@
@quack@|@lé dgéthisseux@
@quack doctor@|@un dgéthisseux@
@quart@|@eune quarte@
@quarter-deck@|@lé gaillard d'arriéthe@
@quartermaster@|@lé quartchi-maître@
@quarter-round plane@|@quart-dé-rond@
@Quebec@|@Tchubec@
@Québec@|@Tchubec@
@Quebecker@|@Tchubécouais@
@queen@|@la danme, la Reine@
@queen bee@|@la méthe ès moûques, la vielle des bourdes@
@queen bee (1)@|@lé maître bourdon, lé péthe ès bourdons@
@Queen Elizabeth II@|@La Reine Lîzabé II@
@queens@|@des callifichieaux@
@questionnaire@|@un tchestionnaithe@
@Quiberon@|@Tchibéthon@
@quicklime@|@vive-caux@
@quicksand@|@la mouoilliéthe@
@Quimper@|@Tchîmpèr@
@Quince tree@|@un bouais d'coing@
@quinsy@|@la stchinnancie@
@quintal@|@un tchînta@
@quiz@|@lé quiz@
@quoin@|@l'êcouêson, lé couongnet, lé parcoin@
@rabbet plane@|@dgilliaume, fieillâtre, rabot à fieilleuse@
@rabbit@|@un lapîn@
@rabies@|@la rage@
@Rachel@|@Râché@
@rack@|@lé râclyi@
@radio@|@lé radio@
@radio station@|@eune stâtion d'radio@
@radish@|@la radiche@
@rafter@|@lé crévon@
@rag@|@eune chique, la chitchette@
@Ragged Robin@|@du coucou d'pré@
@rail@|@eune râle@
@railings@|@des grilles@
@railway@|@lé c'mîn d'fé@
@railway sleeper@|@eune dormiéthe@
@rain@|@la plyie, pliôre@
@raise@|@êl'ver, èrhaûchi, haûchi@
@raising piece@|@lé raisîn@
@rake@|@lé râté, râté@
@ramp@|@la rampe@
@rampart@|@lé rempart@
@rape@|@du rubîn, lé feu, lé viol, râpe@
@Rape@|@des suidiches@
@raspberry@|@la frambrouaise@
@rat@|@lé rat@
@rate assessor@|@l'expèrt@
@rates@|@lé rât@
@rations@|@les râtions@
@ratlins@|@les raquelinnes@
@ratteen@|@la r'vêche@
@raven@|@un corbîn, un grand corbîn, un gros corbîn@
@raw@|@crû@
@ray@|@eune fliée, eune raie, la cârrée@
@rayon@|@lé rayon@
@razor@|@râseux, un râseux@
@razor fish@|@un manchot@
@razorbill@|@lé bliu poffîn, un godîn@
@read@|@liéthe@
@reading@|@la lectuthe, liéthie@
@reamer@|@ouothelle d'âne@
@reaper-binder@|@la dgèrbeuse@
@rear harness chains@|@les traits des tchulasses@
@rear uprights@|@l's êcouards@
@rear wheel@|@la reue dé driéthe@
@rebel@|@lé révolté@
@receipt@|@un èrchu@
@receive@|@r'chéver@
@reception@|@la réception@
@recipe@|@eune èrchette@
@recipient@|@l'èrchéveux@
@recite@|@èrciter@
@record@|@un r'cord@
@rector@|@lé recteu@
@rectory@|@lé rectorat@
@red@|@Rouoge@
@red admiral@|@l'êcarlate@
@Red Campion@|@d's iliets d'fôssé, du rouoge coucou@
@Red Campion (1)@|@d'la p'tite molène, des vièrs garçons@
@Red Clover@|@du rouoge trêfl'ye, l'încarnat@
@Red Currant@|@des gradiles@
@Red Dead-nettle@|@d'l'enchens@
@red hair@|@des g'veux d'Judas@
@red herring@|@un rouoge héthan@
@Red River@|@la Rouoge Riviéthe@
@Red Sea@|@la Rouoge Mé@
@red spider@|@lé rouoge soudard, lé soudard@
@Red Valerian@|@du lilas, du muthaille, du valérien, ou lîlas@
@Red Valerian (1)@|@du lilas d'Espangne@
@red)@|@rouoge), un mulet (gris)@
@red-breasted merganser@|@un alicracq@
@Redeemer@|@lé Redempteu@
@redhaired@|@rousseau, roux@
@redhead@|@un rousseau@
@Redshank@|@du paîvre à j'va, eune hèrbette dé grève@
@red-throated diver@|@un cadras, un cat-dras@
@reduce@|@rêduithe@
@redwing@|@eune grive dé france, eune rouoge grive, lé maûvi@
@Reed Canary-grass@|@du riban (dans les gardîns)@
@reef@|@l'êtché, la barre, un ris, un ris d'vaile@
@reef knot@|@un pliat noeud@
@reefing point@|@la pointe à risi@
@reflector@|@un èrfliecteur@
@reform@|@la r'forme@
@Reformation@|@la R'formâtion@
@refugee@|@lé r'fugié@
@refuse@|@èrfuser@
@regime@|@lé régînme@
@regiment@|@lé régînment@
@regular soldier@|@un rédgulyi@
@reheat@|@rêcaûffer@
@reins@|@les brides, les c'mandes@
@relate@|@raconter@
@relics@|@les r'liques@
@religious studies@|@l's êtudes èrligieuses@
@remark@|@r'mèrtchi@
@remedy@|@la r'miède@
@Renaissance@|@la R'naîssance, la R'naîssance@
@rent@|@lé louoyi@
@repair@|@èrpather@
@repairer@|@lé griyeux@
@repetition@|@la répétition@
@replace@|@rempliaichi@
@reply@|@la rêponse@
@report@|@un rapport@
@Republic of the Congo@|@République du Congo@
@resemble@|@èrsemblier@
@respond@|@èrpotchi@
@rest@|@èrposer@
@restaurant@|@restaurant@
@resurrection@|@èrssuscitâtion, la rêsurrection@
@Reunion Island@|@Île d'Rêunion@
@revenge@|@la r'venge@
@rheumatic fever@|@la fièvre d'rhonmatisses@
@rheumatic pains@|@les catèrres@
@rheumatism@|@les rhonmatisses@
@rhinoceros@|@lé rhinocéros@
@Rhode Islander@|@Rhodgien@
@rib@|@la côte@
@Ribbed Melilot@|@du mélilot@
@ribbon@|@lé riban@
@Ribwort Plantain@|@d'l'ancelée, d's ouothelles dé lapîn, des né têtes@
@rich man@|@lé richard@
@rich person@|@lé milsoutchi@
@Richard@|@R'chard@
@rickets@|@étchitchettes@
@rig@|@ridgi@
@Rigan@|@Ridgais@
@right@|@la drouaite@
@rights@|@les drouaits@
@rim@|@les gantes@
@ring@|@la bague, sonner@
@ringed plover@|@un p'tit boeu@
@ringing in the ears@|@chantebé@
@ring-ouzel@|@lé mêle à blianche gorge@
@ringworm@|@la tangne@
@rinse@|@rinchi@
@rinsing machine@|@eune machinne à rinchi@
@riot@|@eune êmeute@
@ripper saw@|@scie d'but@
@ripples@|@les bouoillons@
@risers@|@les hauches@
@rising tide@|@la mé montante@
@risk@|@ristchi@
@ritual@|@un rituel@
@river@|@la riviéthe@
@River Detroit@|@lé Dêtrait@
@rivet@|@rivet@
@rivet hammer@|@marté à river@
@rivet tool@|@riveux@
@rivet washer@|@contré-riveûthe@
@riveting block@|@riveux@
@Rivière au Renard@|@la Riviéthe ès R'nards@
@road@|@la route@
@Roads Committee@|@lé Conmité des C'mîns@
@roadsweeper@|@lé gratteux@
@roar@|@beûler@
@roast meat@|@la viande au fou, la viande au fou@
@Robert@|@Robèrt@
@robes@|@la robe@
@robin@|@eune rouoge-gorge@
@rock@|@la boue, la greune, la rocque, lé rotchi@
@rock (1)@|@un rotchi@
@rock cress@|@d'la né, du crémé, du lait cailli, du lait doux@
@rock dove@|@un pigeon d'falaise, un pigeon d'mé@
@rock fish@|@un vra@
@rock ledge@|@lé bantchet@
@rock pipit@|@eune alouette dé banque, eune alouette dé grève@
@rock pipit (1)@|@eune alouette dé rotchi@
@rock pool@|@lé pits, un pits dg'ieau@
@Rock Samphire@|@d'la pèrche-pièrre@
@rocket@|@eune fîsée@
@rock-worm@|@du vèr dé rocque, du vèr dé rotchi@
@rocky@|@rotcheux@
@rogue@|@lé ch'napan, lé cotchîn, lé filou, lé scélérat@
@roll@|@rouôler@
@roll of bread@|@lé p'tit pain@
@rolling of waves@|@lé rouôlais d'la mé@
@rolling pin@|@la rôllinne-pinne@
@roly-poly@|@lé rouôlot@
@Roman@|@Romain@
@Romania@|@Roumanie@
@Romanian@|@Roumain@
@rood@|@eune pèrque@
@roof@|@lé lief@
@roof leads@|@les pliombs@
@roof light@|@la lutchèrne@
@roof ridge@|@lé faît@
@roof truss@|@lé renfort@
@rook@|@eune caûvette, la cahouette@
@room@|@l'appartément@
@root@|@eune raichinne@
@rope walk@|@la cordéthie@
@ropemaker@|@lé cordgi@
@rose@|@rose@
@Rose of Sharon@|@rosé dé Sharon@
@Rosemary@|@du romathîn, lé romathîn, ou romarîn@
@rosette@|@la rôsette@
@Rouen@|@Rouën@
@rough@|@lé brouoillon@
@roundabout@|@lé rond carrefour@
@Round-headed Leek@|@des gênottes@
@round-headed Poppy@|@des roses à tchian@
@router@|@dent d'manman@
@row of lifted potatoes@|@la riole, lé rion@
@rowing boat@|@un baté à nagi@
@royalty@|@la rouoyauté@
@royal-yard@|@la vèrgue dé cacatouais@
@rub@|@frotter@
@rubbish bin@|@lé bathi à tés@
@ruby@|@rubis@
@ruff@|@lé rouffl'ye@
@ruins@|@les ruinnes@
@ruler@|@la relle@
@rum@|@lé rhonme@
@rumbling stomach@|@lé runguement@
@run@|@couôrre@
@run aground@|@couôrre à tèrre, êchouer@
@runner@|@lé couotheux@
@runner-beans@|@les pais brantcheurs@
@Russia@|@Russie@
@Russian@|@Russe@
@Russian Comfrey@|@d'la console@
@rust@|@roui@
@Rwanda@|@Rwanda@
@sacking@|@la sèrpiliéthe@
@sacrament@|@un sacrément@
@sad@|@triste@
@saddle@|@eune selle, la selle, lé sellot@
@saddlebags@|@lé bîssa@
@saddler@|@lé sellyi@
@saddlery@|@la sell'lie@
@safety razor@|@un râseux à rabot@
@saffron@|@du jaûnisse, du safran, lé safran@
@sage@|@la sauge@
@sail@|@eune vaile, la vaile, navidgi@
@sailing ship@|@lé vailyi@
@sailing-ship@|@lé navithe à vailes@
@sailor@|@lé navidgant@
@saint@|@un saint@
@Saint Helena@|@Saint Helena@
@Saint Kitts and Nevis@|@Saint Kitts et Nevis@
@Saint Lucia@|@Sainte Lucie@
@Saint Vincent@|@Saint Vîncent@
@Saint-Pierre and Miquelon@|@Saint-Pièrre et Miquelon@
@salad burnet@|@la salade@
@salary@|@lé salaithe@
@sale@|@eune vente@
@saliva@|@l'êcopi@
@salmon@|@du saumon@
@salt@|@lé sé, sé@
@salt pan@|@la salinne@
@salt-cellar@|@la saliéthe@
@salvation@|@lé salut@
@salvo@|@eune saluette@
@same@|@même@
@Samoa@|@Samoa@
@San Franciscan@|@San Francistchain@
@San Marino@|@Saint Mathîn@
@sanctuary@|@lé sanctuaithe@
@sand@|@du sablion, du sablion, lé sablion, sablion@
@Sand Couch@|@du bas d'sablion@
@Sand Crocus@|@des gênottes@
@sand dune@|@mielle@
@sand eel@|@un lanchon@
@sand hopper@|@un sauticot@
@sand martin@|@un martinnet@
@sandbank@|@lé banc d'sablion@
@sandcastle@|@lé châté dé sablion@
@sanderling@|@un couotheux, un couotheux d'grève@
@sandpaper@|@papi tîmbré@
@sandstone@|@la pièrre dé grès, pièrre dé grès@
@sandwich@|@la sannouiche, sannouiche@
@sang-froid@|@sang-fraid@
@sanitary@|@sannitaithe@
@São Tomé and Principe@|@São Tomé et Principe@
@sap@|@d'la sève@
@sardine@|@eune sardinne@
@Sarkese@|@Sèrtchais@
@sash window@|@la sèche@
@Saskatchewan@|@Saskatchéouan@
@Saskatchewaner@|@Saskatchéouannais@
@satin@|@lé satîn, satîn@
@Saturday@|@Sanm'di@
@Saturn@|@Saturne@
@saucepan@|@lé sâsse-paine, sâsse-paine@
@saucer@|@la souôtâsse@
@Saudi Arabia@|@Arabie Saudi@
@sausage@|@la saûciche@
@sausages@|@des saûciches@
@save@|@sauver@
@savings@|@les sou d'êpaîngne@
@Saviour@|@lé Sauveur@
@Savoy@|@Savouaie@
@savoy cabbage@|@lé milan@
@saw@|@scie@
@sawdust@|@moulée d'bouais@
@say@|@dithe@
@scab@|@lé malon@
@scabies@|@la rouongne@
@Scabious@|@la flieur au veuvyi@
@scaffolding@|@chaûfaud, mâtant@
@scald@|@eune scâl'lie@
@scale@|@l'êcrède@
@scales@|@la balanche@
@scallop@|@eune scalope, un vanné@
@scanner@|@lé scanneu@
@scar@|@eune pliaie, la couôtuthe@
@scarf@|@l'êcharpe, lé mouoché@
@scarlet fever@|@la fièvre êcarlate@
@Scarlet Pimpernel@|@la baronmette ès pouôrres gens, la piprénelle@
@Scarlet Pimpernel (1)@|@lé mouéthon@
@Scented Mayweed@|@d'la m'soûque@
@school@|@êcole@
@school uniform@|@l'unniforme d'êcole@
@schooling@|@l'êcolage@
@schoolmaster@|@lé maît' d'êcole@
@schoolmistress@|@la maitrêsse d'êcole@
@sciatica@|@la sciatique@
@science@|@la scienche@
@Scillonian@|@Seurlîndgais@
@scissors@|@chîsieaux, les chîsieaux@
@scone@|@la gâche dé lait d'beurre@
@scoop@|@dgichon@
@scornful person@|@lé sgorneux@
@Scotish@|@Êcossais@
@Scotland@|@Êcosse@
@scrambled egg@|@un oeu sus l'ticl'ye@
@scrambled/poached egg@|@un oeu sus l'ticl'ye@
@scrap iron@|@féthaille@
@scratch@|@êgrînflias@
@screech@|@rouaûder@
@screen@|@l'êcran@
@screensaver@|@un saûveux d'êcran@
@screw@|@vis@
@screw stock@|@bouôlette, filiéthe@
@screwdriver@|@tournévis@
@scrofula@|@êcrouelles@
@scrollbar@|@un rouôleux@
@scrotum@|@la pouque@
@scrubbing brush@|@la scrobinne-broche, scrobbine-broche@
@scud@|@des couotheurs@
@scud before the wind@|@aver l'vent souos vèrgue@
@scudding-sail@|@l'êtouinne@
@scuffle@|@eune freûlée, s'freûler@
@sculptor@|@lé stchulpteux@
@scupper@|@lé dalot@
@scurvy@|@scorvé@
@scythe@|@faux, la faux@
@sea@|@la mé@
@sea anemone@|@un con d'rotchi@
@Sea Beet@|@des bettes@
@Sea bindweed@|@des belles d'un jour, des cannes à lait@
@Sea bindweed (1)@|@des veîl'yes dé sablion@
@Sea Campion@|@d's iliets d'rotchi, du blianc coucou@
@Sea Campion (1)@|@blianches femmes, bouonnefemmes, d'mouaîselles@
@Sea Campion (2)@|@bouonnefemmes@
@sea eagle@|@eune orfinne@
@sea lettuce@|@d'la cliaque@
@Sea Mayweed@|@d'la m'soûque@
@Sea Plantain@|@d'l'ancelée d'falaise@
@Sea Rocket@|@d'la julienne@
@Sea Stock@|@d'la violette dé mielle@
@sea-chest@|@un côffre d'bord@
@seadog@|@lé tchian d'mé@
@seagull@|@la mauve, mauve@
@Sea-holly@|@du housse dé mielle, du tcheurdron d'mielle@
@seahorse@|@un j'va d'mé@
@Sea-Kale@|@du chou-mathîn@
@seal@|@la sirène, lé loup-mathîn@
@sea-lion@|@lé lion d'mé@
@Sea-Radish@|@des flieuthions, du bréha@
@seasickness@|@lé ma d'la mé@
@seaside@|@lé bord d'la mé@
@seat@|@lé siège@
@seat post@|@la tigue dé selle@
@seawall@|@lé talustre@
@seawater@|@l'ieau d'la mé@
@seaweed@|@lé vrai@
@secateurs@|@becque-de-corbîn, eune becque-de-corbîn@
@second@|@eune s'gonde@
@second hand@|@d'deuxième main, dé s'gonde main@
@Second World War@|@la Deuxième Dgèrre Mondiale@
@second-cousin@|@lé couôsîn r'mué@
@seconder@|@lé s'gondant@
@secretary@|@lé s'grétaithe@
@sect@|@eune secte@
@secular@|@sétchulyi@
@sedative@|@un sédatif@
@seducer@|@lé dêbaûcheux@
@see@|@vaie@
@see out of the corner of eye@|@vaie d'la carre d'san yi@
@See you next week!@|@À la s'maine tchi veint!@
@seed@|@d'la grainne@
@seem@|@pathaître, semblier@
@self-treatment@|@la doctrinn'nie@
@sell@|@vendre@
@seller@|@eune vend'rêsse, un vendeux@
@Senator@|@lé Sénateu@
@send@|@env'yer@
@send for the doctor@|@faithe v'nîn lé docteu@
@sender@|@l'env'yeux@
@sending@|@l'env'yêthie@
@Senegal@|@Sénégal@
@sentence@|@eune condamnâtion@
@separate@|@s'pather@
@September@|@Septembre@
@Serbia@|@Sèr@
@Serbia and Montenegro@|@Serbie et Monténégro, Serbie et Monténégro/Nièrmont, Serbie et Nièrmont@
@Serbian@|@Sèrbe@
@serge@|@la sarge@
@sergeant@|@lé sèrgent@
@sergeant-major@|@lé sèrgent-mâjeur@
@sermon@|@lé sèrmon@
@serrated sickle@|@dard@
@service@|@lé sèrvice@
@serviette@|@la sèrviette@
@set of shelves@|@eune êtagéthe@
@set square@|@êtchèrre, l'êtchèrre@
@seven@|@sept@
@seven hundred@|@sept chents@
@seven hundred and one@|@sept chents ieune@
@seven hundred and two@|@sept chents deux@
@seventeen@|@dgiêx-sept@
@seventy@|@septante@
@seventy one@|@septante tch'ieune@
@seventy two@|@septante-deux@
@sew@|@couôtre@
@sewing-machine@|@la machinne à couôtre@
@Seychelles@|@Seychelles@
@shaft collar@|@lé vitheu@
@shaft iron@|@la frette@
@shafts@|@les limons@
@shag@|@un cormoran, un cormouothan@
@shake@|@châtchi@
@shake hands@|@châtchi d'main@
@shale@|@bliu-pièrre, d'la bliu-pièrre@
@shallot@|@la châlote@
@share@|@chârer@
@shark@|@cheurque, un cheurque@
@sharp@|@aidgu@
@shaver@|@un râseux êlectrique@
@shaving brush@|@la savonnette, savonnette@
@she@|@oulle@
@she was speaking@|@ou 'tait à pâler@
@she will have spoken@|@oulle étha pâlé@
@she will speak@|@ou pâl'la@
@shears@|@forches, les forches@
@shearwater@|@la gode@
