@English@|@Sesotho@
@November@|@Pudungwana, Pundungwane@
@now@|@jwale@
@now and then@|@ka mohlomong@
@now then@|@jwale he@
@nowadays@|@mehleng ena@
@nowhere@|@tao@
@nterest@|@diintheresete, intheresete@
@nucleon@|@dinyutleleone, nyutleleone@
@nucleus@|@dinutlere, nutlere@
@nuisance@|@dikgathatso, kgathatso@
@number@|@dinomoro, nomoro@
@number format@|@nomoro fomate@
@number plate@|@dinomoropolata, nomoropolata@
@numbering@|@ho nomora@
@nun@|@baitlami, moitlami@
@nurse@|@baoki, dinese, mooki, mooki, nese, oka@
@nutrition@|@phepo@
@nyala@|@phuthiatsana@
@nylon@|@dinaelono, naelono@
@oak@|@eike@
@oar@|@lesokwana, masokwana@
@oath@|@dikano, kano@
@oats@|@habore@
@obedient@|@ikokobeditse@
@obey@|@ikokobetsa@
@object@|@dintho, diobjeke, ntho, objeke@
@object properties@|@dithepa tsa sesebediswa@
@objectionable@|@hanwang@
@objectival concord@|@a, bo, di, mo, o, se, se, se@
@obscenity@|@manyala@
@observe one another@|@bonana@
@observer@|@balemohi, molemohi@
@obstinate@|@nkane@
@obstruction@|@ditshitiso, tshitiso@
@obtain@|@fumana@
@obvious@|@ho totobetse@
@ocean@|@leoatle, lewatle, lewatle, mawatle@
@ocean liner@|@sekepe se seholo@
@oceans@|@mawatle@
@ochre@|@letsoku@
@octahedron@|@dioketehahaeterone, oketehahaeterone@
@October@|@Mphalane@
@oesophagus@|@mmetso@
@of@|@la, tsa@
@offence@|@ditshitelo, tshitelo@
@offend@|@sitelwa@
@offended@|@fahleha@
@offensive@|@hlokofatsang@
@office@|@dikantoro, diofisi, kantoro, ofisi@
@official@|@mohlanka wa mmuso@
@official opposition@|@mokgatlo o hanyetsang semmuso@
@off-ramp@|@mmila o kgelohang@
@often@|@hangata, kgafetsa@
@oh!@|@kgele!@
@oil@|@dioli, oli@
@oil tanker@|@sekepe sa oli@
@OK button@|@konopo ya lokile@
@old lion@|@botaumoholo, taumoholo@
@Old men quarrelling in a cave@|@Maqheku a qabana ka lehaheng?@
@older brother@|@aubuti, boaubuti, kgaitsedi, moholwane@
@older brother (1)@|@bokgaitsedi@
@Older brother has watched TV@|@Aubuti o bonne telebishene@
@older sister@|@ausi, boausi, bokgaitsedi, kgaitsedi, moholwane@
@Older sister helps mother@|@Ausi o thusa mme@
@OLE object@|@diobjeke tsa OLE, objeke ya OLE@
@olifants@|@Lepelle@
@Olifants River@|@Lepelle@
@ombudsman@|@baahlodi, moahlodi@
@omission@|@dikgeo, sekgeo@
@on@|@Hodima@
@on its own@|@ka bobona, ka bolona, ka bosona, ka bowona, ka boyona@
@on Monday@|@ka Mmantaha@
@on the bed@|@betheng@
@on the chair@|@setulong@
@on the farm@|@polasing@
@on the ground@|@faatshe@
@on the side@|@lehlakoreng@
@on the table@|@tafoleng@
@on their own@|@ka boona, ka botsona@
@once@|@hang@
@one@|@ngoe, nngwe@
@One@|@Bongwe@
@one cat@|@katse e le nngwe@
@One forty-five@|@Mahlano pele ho hora ya bobedi@
@one good turn deserves another@|@fi fo fa fi@
@one hundred@|@lekgolo@
@One is blind to one's faults@|@Tshwene ha e ipone lekopo@
@one million@|@milione, Milyone@
@One never refuses a gift@|@Mpho ha e halalwe@
@one of the ancestoral chiefs@|@monaheng@
@one of the female leaders@|@mantsopa@
@one of the wisest leaders@|@mohlomi@
@one person@|@motho ya mong@
@one thousand@|@sekete@
@one to love me@|@nthati@
@one way street@|@tsela e le nngwe@
@one who pays@|@malefane@
@one who uses charms@|@baupi, moupi@
@One who was sent@|@Keromang@
@one who will choose@|@Mokgethi@
@onion@|@anyanese@
@online@|@kenomoleng@
@only child@|@ngwana ya mong@
@on-ramp@|@mmila o kenang ho o mong@
@ooze@|@tshwehla@
@open@|@bula, bulehile, butse@
@Open@|@Butswe@
@open file@|@bula faele@
@open for me@|@mpulele@
@open HTML file@|@bula faele ya HTML@
@open up@|@pakolla@
@opened@|@butse@
@opening@|@boahlamo@
@openly@|@pontsheng@
@operation@|@diopareishini, opareishini@
@operation table@|@tafole ya ho buhela@
@opium@|@opiamo@
@oppose@|@lwantsha@
@opposed@|@lwantshitse@
@opposition@|@kganyetso@
@oppressor@|@batubi, motubi@
@optical@|@optikhale@
@optical density@|@teteano ya optikhale@
@options@|@ditlhopho@
@optometrist@|@ngaka ya mahlo, tidima ya mahlo@
@orange@|@dilamunu, lamunu, Senqu@
@orange juice@|@lero la lamunu@
@Orange River@|@Senqu@
@orchestra@|@diletsi@
@organ@|@dikahare, kahare@
@organisation@|@mekgatlo, mokgatlo@
@organist@|@borathomo, rathomo@
@oribi@|@hlwaele@
@origin@|@tlhaho@
@originate@|@hlaha@
@orphan@|@dikgutsana, kgutsana@
@orphanage@|@dikgutsaneng@
@orthopaedic@|@tidima ya masapo@
@Oryx gazella@|@letsa, matsa@
@Osmium@|@Osmiamo@
@ostrich@|@dimphse, mpshe@
@other character@|@tlhaka engwe@
@others@|@ba bang@
@otherwise@|@ho seng jwalo, ka hosele@
@otter@|@dinanabolele, diqibi, dithene, nanabolele, qibi, thene@
@ought to@|@tshwanela ho@
@ound an alarm@|@palaola@
@our@|@heso, rona@
@Our parents@|@Batswadi ba rona@
@ours@|@oarona@
@out@|@ka ntle@
@outcome@|@pheletso@
@Outcomes-Based Education@|@Thuto e Theilweng Diphethong@
@outer terms@|@ditheme tse ka ntle@
@outstanding@|@phihlello e babatsehang@
@outwit@|@phelekanyetsa@
@oven@|@dionto, onto@
@over@|@ka hodimo@
@overalls@|@diobarolo, obarolo@
@overcast@|@maru a thibile@
@overcrowd@|@subuhlellana@
@overdose@|@ho nwa ho feta tekano@
@overflow@|@kgaphatseha@
@overgrown@|@pupeditsweng@
@overhead projector@|@porojeketara e behwang hodimo@
@overseas@|@mose, mose ho mawatle@
@overtime@|@ho feta nako@
@owl@|@sephooko@
@owner@|@beng, mong@
@ox@|@dipholo, pholo@
@Oxygen@|@Okesejene@
@oyster@|@dioesetere, oesetere@
@ozone@|@diosoune, osoune@
@Pacific Ocean@|@Lewatle la Phasifiki@
@pack@|@pakela@
@packaging@|@mepako, mopako@
@packet@|@diphakete, phakete@
@padlock@|@diloto, seloto@
@paediatrician@|@tidima ya bana@
@pagan@|@bahedene, mohedene@
@page@|@leqephe, maqephe@
@page background color@|@mmala wa bokamorao ba leqephe@
@page count@|@palo ya leqephe@
@page format@|@sebopeho sa leqephe@
@page margins@|@merumo ya leqephe@
@page number@|@dinomoro ya leqephe, nomoro ya leqephe@
@page styles@|@ditaele tsa maqephe@
@page title@|@sehloho sa leqephe@
@paid@|@lefile, lefjwa@
@pain@|@lehlaba@
@painfully@|@ha bohloko@
@painkiller@|@sebolaya bohloko@
@paint@|@dipente, penta, pente@
@paint brush@|@boratjhe ba pente@
@painting@|@boferefi@
@pair of scissors cutting hair@|@Sekere; ha se kuta moriri@
@palace@|@dipaleisi, ntlo ya borena, paleisi@
@palate@|@lehalapa, mahalapa@
@pale@|@retetseng@
@Palladium@|@Palladiamo@
@palm@|@diatla, seatla@
@pamphlet@|@bukana, dibukana@
@pan@|@dipane, pane@
@pancreas@|@manyeme@
@panda@|@dipanda, panda@
@panic@|@letshoho, tshoha@
@Panjabi person@|@Lepanjabi, Mapanjabi@
@pantry@|@dipenteri, penteri@
@pants@|@borikgwe@
@panty@|@dipenti, penti@
@paper@|@dipampiri, pampiri@
@paraffin@|@diparafini, parafini@
@paragraph@|@ditemana, temana@
@paragraph styles@|@ditaele tsa seratswana@
@parallel@|@bapile@
@paramedic@|@mothusi nakong ya kotsi, pharamediki@
@paramedic (1)@|@dipharamediki@
@parameter@|@dipharametara, pharametara@
@parent@|@batswadi, motswadi@
@parents@|@batsoali@
@park@|@dipaka, emisa, paka@
@Parking@|@Kemong ya dipalangwang@
@parking bay@|@tulo ya ho emisa dikoloi@
@parking garage@|@karatjhe ya ho paka@
@parking meter@|@metara wa paka@
@parking ticket@|@tekete ya ho paka@
@parliament@|@dipalamente, kgotlakgolo, palamente@
@parole@|@diparole, parole@
@parse@|@qhaqholla@
@part@|@arohana, dikarolo, karolo@
@partiality@|@leeme@
@particular@|@ikgethang@
@parting@|@karohano@
@partner@|@bahwebisane, mohwebisane@
@partridge@|@dikgwale, kgwale@
@party@|@mekga, mokga@
@Parys@|@Pareisi, Tumahole@
@pascal@|@diphasekhale, phasekhale@
@pass@|@fetisetsa@
@pass on@|@fetela pele@
@pass to@|@fetela@
@passive verb@|@leetswa, maetswa@
@passport@|@dipasepoto, pasepoto@
@Passport@|@Pasporoto@
@password@|@lentswe-kunutu@
@password protected files@|@difaele tsa mabitsosephiri@
@past@|@nako e fetileng@
@paste@|@kgomaretsa, mamaretsa@
@pasture@|@makgulo@
@patch@|@dipetjhe, petjhe@
@path@|@ditsela, ditselana, tselana@
@Path@|@tsela@
@pathologist@|@tidima ya tse jang motho@
@patience@|@mamello@
@Patience is a virtue@|@Ho bea ditho ho hlahisa kgomo@
@Patience is a virue@|@Ho bea ditho ho hlahisa kgomo@
@patient@|@ba le mamello, bakudi, mamellang, mokudi, mokudi@
@patiently@|@ka mamello@
@patient's chart@|@tjhate ya mokudi@
@pattern@|@dipaterone, paterone@
@Paul@|@Paolosi@
@paunch@|@lekuka, makuka@
@pauper@|@bafutsana, mofutsana@
@pavement@|@ditselathoko, tselathoko@
@pawpaw@|@diphopho, phopho@
@pay@|@lefa, lefile@
@pay for@|@lefela@
@pea@|@dierekisi, erekisi@
@peace@|@kgotso, kgotso, khotso@
@Peace@|@Kgotsong@
@peach@|@diperekisi, perekisi@
@peach tree@|@sefate sa perekisi@
@peak@|@ditlhoro, tlhoro@
@peanut@|@letokomane, matokomane@
@pear@|@pere@
@pear tree@|@sefate sa pere@
@peck@|@kota@
@Pedi person@|@Bapedi, Mopedi@
@peel@|@ebola@
@peeler@|@diebodi, seebodi@
@peep@|@hlodisa@
@peer@|@dithaka, mphato, thaka@
@peer education@|@thuto ya dithaka@
@peer pressure@|@ho lahlana ha dithaka@
@peg@|@dithakgisa, thakgisa@
@pen@|@dipene, pene@
@pencil@|@dipensele, dipotloloto, pensele, potleloto, potloloto@
@pencil case@|@lebokose la dipene@
@pencil sharpener@|@teotsa ya pensele@
@pendulum@|@diphentulamo, phentulamo@
@penetrate@|@phunyeletsa@
@penetration@|@ho sunya@
@penguin@|@diphenkwene, phenkwene@
@peninsula@|@dipeninsula, peninsula@
@penis@|@botona, ntoto@
@pension@|@diphenshene, phenshene@
@pentagram@|@dipenthakeramo, penthakeramo@
@people@|@batho@
@peper@|@pepere@
@pepper@|@dipepere@
@Pepper@|@pepere@
@perceive by a sense@|@utlwa@
@percent@|@diphesente, phesente@
@percolate@|@monyela@
@perfect@|@phethahetseng@
@perfect of verb@|@lephethi, maphethi@
@performer@|@baetsi, moetsi@
@perimeter@|@diperimetere, perimetere@
@perimeter of a circle@|@perimetere ya sedikwedikwe@
@period@|@dinako, nako@
@periodic@|@periodiki@
@periodic table@|@ditafole tsa periodiki, tafole ya periodiki@
@perish@|@timela@
@perjury@|@bopaki ba leshano@
@permanent@|@tsitsitseng@
@permutation@|@diphemutheishene, phemutheishene@
@perplexity@|@makalo@
@perseverance@|@tiisetso@
@Perseverance pays@|@Leboela le a ja@
@person@|@batho, motho@
@personal hygiene@|@bohlweki@
@perspiration@|@mofufutso@
@perspire@|@fufulelwa@
@persuade@|@qophella@
@persuasion@|@qophello@
@pest@|@phehli@
@pet@|@phoofolo e ratwang@
@petal@|@diepetale, petale@
@peter@|@peterose@
@petrol@|@dipeterolo, peterolo@
@petrol cap@|@sekwahelo sa tanka ya mafura@
@petrol pump@|@dipompo tsa peterolo, pompo ya peterolo@
@petticoat@|@dionnoroko, onnoroko@
@pharao@|@difaro, faro@
@pharmacist@|@bafamasi, mofamasi@
@pharmacy@|@dikhemisi@
@Pharmacy@|@Khemisi@
@phela@|@live@
@phenolphthalein@|@finolofothaleini@
@Philemon@|@Filemone@
@philippolis@|@poding-tse-rolo, podingtserolo@
@philosopher@|@bafilosofe, mofilosofe@
@philosophy@|@difilosofi, filosofi, tsebo ya tsebo@
@phlegm@|@dihohlola, sehohlola@
@Phosphorus@|@Fosforase@
@phrase@|@dikapolelo, sekapolelo@
@Phuthi person@|@Lephuthi, Maphuthi@
@Physical@|@Thuto tsa Mahlale@
@physics@|@fisika, Saense ya tlhaho, saense ya tlhaho, thutahlaho@
@physiology@|@fisioloji@
@physique@|@seemo sa mmele@
@pianist@|@baletsathomo, moletsathomo@
@piano@|@dithomo, thomo@
@pick@|@dipeke, kga, peke, thonya@
@picked@|@kguwa@
@pickpocket@|@basetjhi, mosetjhi@
@picnic@|@dipikinike, pikinike@
@piece@|@dikotwana, sekotwana@
@pier@|@borokgo bo kenang lewatle@
@pierce@|@phunya@
@Pietermaritzburg@|@Mokokotlofo@
@pietersburg@|@polokwane@
@pig@|@difariki, dikolobe, fariki, kolobe@
@pile@|@pokello@
@pill@|@dipilisi, pilisi@
@pilot@|@mofofisi wa sefofane@
@pin@|@qhwaela@
@pin code@|@khoutu ya pin@
@pin down@|@thakgisa@
@pinch@|@tsipa@
@pineapple@|@dipeineapole, dipeineapole, dipeneapole, peineapole, peineapole, peneapole@
@pineapple juice@|@lero la peneapole@
@pink@|@a mapinki, e mepinki, pinki, se sepinki, tse pinki@
@pink (1)@|@ba bapinki, bo bopinki, le lepinki, o mopinki@
@pint@|@dipaente, paente@
@pip@|@ditlhodiso, tlhodiso@
@pipe@|@dipeipi, diphaepe, peipi, phaepe@
@pit@|@dikoti, sekoti@
@pith@|@kgafole@
@pitiful@|@haulang@
@pity@|@qenehelo@
@Pity@|@Mohau@
@pixel@|@dipente-pente, diphiksele, pente-pente, phiksele@
@place@|@nqalo@
@place mat@|@meseme ya tafoloe, moseme wa tafole@
@place of flowers@|@dipalesang@
@place of salt@|@maletswai@
@place upright@|@tsepamisa@
@placed@|@behwa@
@plain colour@|@mmala o hlakileng@
@plait@|@dithapo, thapo@
@plan@|@hlopha, leqheka, maqheka@
@plane@|@dipholeini, pholeini@
@planet@|@dipolanet, polanete@
@plank@|@lepolanka@
@plant@|@dijalo, jala, sejalo, sunya@
@planted@|@jadile@
@planter@|@dipolantare, polantare@
@plaster@|@dipolasetara, polasetara@
@plastic bag@|@dipolasetike, dipolasetike, polasetike, polasetike@
@plasticine@|@letsopa, matsopa@
@plate@|@dipoleiti, poleiti, sejana@
@plateau@|@dithota, thota@
@platform@|@dibae, dipolatefomo, polatefomo, sebae@
@platform number@|@nomoro ya polatefomo@
@platform shoe@|@seeta sa polatefomo@
@platinum@|@platinamo@
@play@|@bapadile, bapala, ditshwantshiso, tshwantshiso@
@player@|@sebapadi@
@plea@|@dithapedi, thapedi@
@Plea (male name)@|@thapelo@
@plead@|@rapela@
@pleasant man@|@monna ya mosa@
@please@|@ako, hle, kgahlisa, Tswee tsweee@
@Please@|@Ako...hle, Ka kopo, Tswee tsweee, Tswee tsweee@
@Please bring the bill@|@Ditshenyehelo di reng@
@Please forgive him@|@Mo tshwarele hle@
@please!@|@wee@
@plenty@|@tletsetletse@
@pliers@|@dikinipitang, kinipitang@
@plot@|@mmommori@
@plough@|@lema, lema@
@plough without sowing@|@moriba@
@ploughed@|@lemile, lemme@
@ploughed land@|@ditema, tema@
@pluck@|@kgola@
@plug@|@dipolaka, polaka@
@plum@|@diporeima, poreima@
@pluto@|@puluto@
@plutonium@|@plutoniamo@
@pneumonia@|@nyumonia@
@pod@|@menawa, monawa@
@poem@|@dithothokiso, thothokiso@
@pointed@|@bontshitse, hlahisitse@
@poison@|@ditjhefo, fa tjhefo, tjhefo@
@poke@|@kgwatha@
@poke a fire@|@uputsa@
@polaroid@|@pholaroete@
@pole@|@Dipalo, diphoulo, palo, phoulo@
@pole-cat@|@dinakedi, nakedi@
@police car@|@koloi ya mapolesa@
@police officer@|@lepolesa, lepolesa, mapolesa@
@Police station@|@Sepoleseng@
@policy@|@leano, maano@
@policy document@|@tokomane ya leano@
@polish@|@dipoleshe, polesha, poleshe@
@Polish person@|@Lephoulishi, Maphoulishi@
@political party@|@mokgatlo wa dipolotiki@
@political science@|@tsebo ya tsa mmuso@
@politician@|@radipolotiki@
@politics@|@dipolitike, politiki@
@pollen@|@modula@
@polling booth@|@lebokoso la ho kgethela@
@pollution@|@ditshilafatso, tshilafatso@
@polonium@|@poloniamo@
@polygon@|@dipholekone, dipolikone, pholekone, polikone@
@polyhedron@|@dipholihaterone, pholihaeterone@
@polymer@|@dipholimere, pholimere@
@polynomial@|@pholinomiale@
@polynominal@|@pholinomi@
@pond@|@Letsha, matsha@
@ponder@|@lohotha@
@pool@|@diqanthana, etshanyana, matshanyana, matshanyana, qanthana@
@poor@|@ba futsanehileng, futsaneha, mafutsana@
@poor (1)@|@futsanehileng@
@poor me!@|@joo!@
@pope@|@bapapa, mopapa@
@poplar@|@dipopuliri, populiri@
@population@|@baahi@
@pop-up menu@|@menyu o runyang@
@pop-up menu not open@|@menyu o runyang ha wa buleha@
@porcupine@|@dinoko, noko@
@pork@|@nama, nama ya kolobe, ya kolobe@
@porridge@|@dipapa, papa@
@Port Elizabeth@|@Baye@
@porter@|@morwalathoto@
@portfolio@|@dipotefolio, dipotefoliyo, potefolio, potefoliyo@
@porthole@|@lesoba le lenyenyane sekepeng@
@Portuguese person@|@Lepotoketsi, Mapotoketsi@
@positive charge@|@tjhatje ya posethifi@
@possessed@|@ruuwa@
@possible@|@etsahalang@
@post@|@posa@
@post office@|@diposong, Posong@
@Post office@|@Posong@
@postal box@|@lebokoso la poso, mabokoso a poso@
@postal order@|@diposetaleota, posetaleota@
@postbox@|@mabokose a poso@
@postcard@|@diposekarete@
@Postcard@|@Poskarete@
@posterity@|@leloko, maloko@
@posters@|@diphosetara, diphousetara@
@postman@|@boraposo, raposo@
@postpone@|@suthisetsa morao@
@pot@|@dipitsa, pitsa@
@pot scourer@|@dihohlpitsa, sehohlapitsa@
@potassium@|@potassiamo@
@potato@|@ditapole, tapole@
@potato chips@|@ditjhipise, tjhipise@
@pottery@|@bobopi@
@Poultry@|@Nama ya kgoho@
@pound@|@tula@
@pour@|@tshela@
@pour out sticky liquid@|@olosa@
@pout@|@petlekisa melomo@
@poverty@|@bofutsana@
@practical@|@ka etswang@
@praise@|@dithoriso, roka, thoriso, thothokisa@
@praise poem@|@dithoko, thoko@
@praiser@|@mphafane@
@praises@|@diboko, liboko@
@praiseworthy@|@lokelang ho roriswa@
@praseodymium@|@praseodymiamo@
@pray@|@rapela@
@pray for@|@rapella@
@prayer@|@dithapelo, melefi, molefi, ntho, thapelo@
@prayers@|@lithapelo@
@preach@|@ruta@
@preacher@|@baruti, moruti, moruti@
@precede@|@etella pele@
@precious@|@bohlokoa, bohlokwa@
@precipice@|@dilemo, selemo@
@predict@|@porofeta@
@prediction@|@boporofeta@
@preface@|@diketapele, ketapele@
@preformat@|@hloleho pele@
@pregnancy@|@boimana, bokgatjhane, kemaro@
@pregnant@|@imme, ithwetse@
@pregnant woman@|@baimana, moimana@
@premier@|@ditonakgolo, tonakgolo@
@preparation@|@tokisetso@
@prepare@|@hlamela, lokisetsa@
@prepare oneself@|@itokisa@
@prepare oneself for@|@itokisetsa@
@prepared@|@lokisitse@
@prepared for@|@lokiseditse@
@prescribed@|@baletsweng@
@prescription@|@taelo ya meriana@
@presentation@|@nehelano@
@presenting@|@ho nehelana@
@presents@|@dimpho@
@preserved beef@|@bifi, dibifi@
@president@|@baporesident, baporesitente, moporesident, moporesitente@
@press@|@dikgatiso, kgatiso, penya@
@press down@|@hatella@
@pressure@|@dikgatello, kgatello@
@pretence@|@boikaketsi@
@pretend@|@ikaketsa@
@pretoria@|@pritoriya@
@Pretoria@|@Tshwane@
@pretty@|@le letle@
@prevent@|@thiba@
@prevention@|@thibelo@
@preview@|@ponelopele@
@previous content@|@dikahare tsa fetileng@
@previous error@|@phoso e fetileng@
@previous page@|@leqephe le fetileng@
@prey@|@dilope, selope@
@price@|@ditheko, theko@
@prickly pear@|@ditorofei, torofei@
@pride@|@boikgohomoso@
@priest@|@baprista, moprista@
@primary blue@|@tala ya lehodimo ya mantlha@
@primary green@|@tala ya mantlha@
@primary key@|@senotlolo sa pele@
@primary red@|@kgubedu ya mantlha@
@primitive@|@seholoholo@
@primus stove@|@diporaema, poraema@
@princess@|@dikgosatsana, kgosatsana@
@principal@|@dihloho, hloho@
@principal's office@|@diofisi tsa mosuwehlooho, ofisi ya mosuwehlooho@
@principle@|@ditheo, theo@
@print@|@hatisa, hatisetsa, porinta, printa@
@print server@|@seabi sa ho printa@
@print this page@|@hatisetsa leqephe lena@
@printer@|@dihatisi, diprinta, printa, sehatisi@
@printer settings@|@diseting tsa sehatisi@
@prism@|@diporisimi, porisimi@
@prison@|@diteronko, ditjhankana, teronko, tjhankana@
@prisoner of war@|@motshwaruwa wa ntweng@
@private@|@poraefete@
@proactinium@|@proaktiniamo@
@problem@|@bothata, mathata, qaka@
@proceedings@|@diketsahalo@
@proclaim@|@hoeletsa@
@professor@|@baporofesara, moporofesara@
@profile@|@diporofaele, porofaele, profaele@
@profile settings@|@diseting tsa profaele@
@profit@|@fumana phaello@
@profitable@|@putsang@
@program aborted@|@lenaneo le emisitswe@
@programme@|@lenaneo, mananeo@
@progress@|@tswelopele@
@progression@|@kgatelopele@
@progressive@|@tswelang pele@
@project@|@diporejeke, porejeke@
@projector@|@diporojeketara, porojeketara@
@prolonged fever@|@feberu e nkang nako e telele@
@promethium@|@prometiamo@
@prominent@|@tsebahalang@
@promise@|@ditshepiso, tshepisa@
@Promise (female name)@|@Tshepiso@
@promotion@|@diphahamiso, phahamiso@
@pronoun@|@leemedi, maemedi@
@pronounce@|@utlwahatsa@
@pronounce good@|@qapodisa@
@pronunciation@|@qapodiso@
@property@|@thoto@
@property can't be initialized@|@dithepa di ke ke tsa qadiswa@
@prophet@|@baporofeta, moporofeta@
@proposal@|@ditlhahiso, tlhahiso@
@propose riddle@|@lotha@
@prosecution@|@ho nqosa@
@prosecutor@|@batjhotjhisi, motjhotjhisi@
@prosperous@|@atlehile, atlehileng@
@prostitute@|@dihlola, diotswa, sehlola, seotswa@
@protection@|@paballo@
@protolytic reaction@|@ketsahalo ya protoliki@
@proton@|@diporotone, diprotone, porotone, protone@
@proud@|@ikgohomosang@
@proverb@|@maele@
@province@|@diporofensi, porofensi@
@provinces@|@diporovinse@
@provincial government@|@mmuso wa diporofensi@
@provision@|@mefaho, mofaho@
@prune@|@faola@
@psalm@|@dipesaleme, pesaleme@
@psychiatrist@|@tidima ya moya@
@psychology@|@saekholoji, tsebo ya maikutlo@
@puberty@|@bohlanka, borwetsana, ho kena boholo@
@public holiday@|@letsatsi la phomolo, matsatsi a phomolo@
@public telephone@|@mohala wa batho bohle@
@public toilet@|@ntlwana ya bohle@
@publish@|@tsebisahatsa@
@publish page@|@tsebisahatsa leqephe@
@puff adder@|@marabe@
@pull out@|@tosa@
@pull with teeth@|@tsirola@
@pump@|@dipompo, pompa, pompo@
@pumpkin@|@mekopu, mokopu@
@puncture@|@dipantjhara, pantjhara@
@punish me@|@nkotla@
@punishment@|@tjhapo@
@puppy@|@dintjanyana, ntjanyana@
@pure@|@hlwekileng@
@pure life@|@bophelo bo botle@
@purgative@|@sehlare sa ho tshollisa@
@purity@|@hlweko@
@purple@|@perese@
@purpose@|@maikemisetso@
@purse@|@dikgwama, sekgwama@
@pursue@|@lelekisa@
@pus@|@boladu@
@push@|@sunya, susumetsa, sututsa@
@push violently@|@kgarametsa@
@put aside for@|@behela@
@put charms on something@|@upella@
@put in@|@uta@
@put on@|@apara, apere, tena@
@put on lots of clothes@|@titiela@
@puzzle@|@dilotho, dilotho, lelepa, malepa, selotho, selotho@
@pyjamas@|@dipejama, pejama@
@pyramid@|@diphiramiti, phiramiti@
@python@|@ditlhware, tlhware@
@quadratic equation@|@ikhoishene ya khwateratiki@
@quadrilateral@|@dihlakorenne, hlakorenne@
@quake@|@ditshisinyeho, sisinyeha, tshisinyeho@
@qualification@|@boithutelo, lengolo la thuto, mangolo a thuto@
@qualified@|@rutehileng@
@quality@|@boleng, bonono@
@quality of life@|@boleng ba bophelo@
@quantity@|@bokaakang@
@quantum@|@kwanthamo@
@quarrel@|@diqabang, qabana, qabang@
@quava juice@|@lero la kwaba@
@quench@|@nyorolla@
@question@|@ditposto, potso@
@queue@|@koloka@
@quiet@|@kgutsa, thotseng@
@quilt@|@kobo ya masiba@
@quince@|@dikwepere, kwepere@
@quiver@|@thothomela@
@quiz@|@thutiso@
@quotation@|@diqotso, qotso@
@quote@|@ditsopollo, qotsa, tsopollo@
@rabbit@|@mmutla, mmutlanyana@
@race@|@beisa, direisisi, mejaho, mejaho, mojaho, mojaho, peiso, reisisi@
@race (1)@|@dipeiso@
@racehorse@|@pere ya peiso@
