@English@|@Kiribati@
@to reduce in size a stick by hewing@|@tiribaea@
@to reflect at length so as to formulate good ideas@|@iangororoko@
@to refrain@|@tabui@
@to regard food sulkily@|@bararaia@
@to reject in coughing@|@bekona@
@to render@|@buri n auau@
@to repeatedly turn horizontally@|@bibita@
@to require pressing@|@autaki@
@to resound@|@bukirurunga@
@to resound as a coconut that is broken@|@baru@
@to resound as a large coconut when cracked@|@barubaru@
@to resound as an empty cask@|@bengu@
@to ressemble@|@tî, tii@
@to restitute@|@bomwi@
@to return@|@ôg, ôug, ûgi@
@to reverberate@|@bakatokitoki@
@to rid the fish of bones@|@akea te ika@
@to riddle with arrows@|@ewabana@
@to ride a bicycle@|@batika@
@to ridicule@|@bai n takakaro, bainingareakina@
@to roast@|@dindin@
@to rob@|@aubanga@
@to rock oneself@|@bakaieie@
@to roll@|@tiroron@
@to roll it up@|@niiria@
@to roll them up@|@niiri@
@to row@|@bwetua@
@to rub it@|@bubuia@
@to rub with oil@|@tiroba@
@to run@|@bibiribiri, birimâk, birimâr@
@to run a thing several times@|@kabuubuta@
@to run after@|@biririmwi@
@to run away@|@birikewekewe, birinako, birinok@
@to run here and there like an imbecile@|@biri n aiwa@
@to run hither and thither@|@biriaitua@
@to run in front@|@biririmoa@
@to run like mad@|@biritete@
@to run towards@|@birimai@
@to rush at with great force@|@bakamaurua@
@to ruthlessly destroy all the babai@|@boratia@
@to saay@|@atónga@
@to sail away@|@paraunok@
@to save@|@kamaiu@
@to say@|@táku@
@to say bere to@|@kabereberea@
@to say bete to@|@kabetea@
@to say thankful words@|@karab'arab'a@
@to scar as the arm with burns@|@baiturua@
@to scent coconut oil with bonubonu@|@bonubonua@
@to scold@|@boaboa@
@to scrape pandanus fruit@|@bekaea@
@to scratch@|@angoa, ngóa@
@to search for something that gives a pleasant odor@|@binata@
@to see@|@naori, nóra, nôria@
@to see any thing@|@noráp@
@to seek@|@binera@
@to seing by the hands and arms as on the branch@|@tinentaura@
@to select@|@bineta@
@to sell@|@boboba, kaboa te bai nako@
@to send for@|@enáñ@
@to serve (a master)@|@arobaia@
@to set@|@boñ, boña, buña@
@to set out@|@butaniwae@
@to set out for a long voyage@|@borau nako@
@to set sail first@|@iemoa@
@to settle down by the knees@|@titiku@
@to sew@|@itua, itutu, itutua, wei@
@to shave@|@kurubuai@
@to shoot@|@katébea@
@to shorten@|@ka-ekimôteta@
@to shout@|@watî, witîi@
@to show@|@katerea@
@to simulate@|@babaka n@
@to sing@|@anene, anene, takataka@
@to sing them@|@anenei@
@to sit@|@takateka, tékateka@
@to skim along@|@bebei@
@to skin@|@kuo(ta)@
@to skip@|@ewebwerei@
@to sleep@|@mæ/tu, matu, matuu, mwe@
@to slide against@|@batua nako@
@to slide in a certain way@|@butiroko@
@to slide over@|@botua nako@
@to slight@|@bakainê@
@to slip away before the arrival of one@|@bibitanikai@
@to smell@|@aroka@
@to smell bad@|@buíra@
@to smoke@|@moko@
@to smoke slightly@|@bakabubu@
@to smooth over a space covered with tracks in hunt@|@tirikurerea@
@to sneeze@|@môdia@
@to sniff@|@aroki, neneboi@
@to soften@|@burimaeai@
@to solace@|@kabetea@
@to speak@|@ñôñô@
@to spear by throwing@|@bakarerea@
@to spill@|@baroake, kabaroa@
@to spill of flow on@|@baroa@
@to spill on@|@baroakina@
@to spit@|@baáware, baware@
@to spit upon@|@bawarea@
@to split@|@aea, b'énæ, bwena, bwenakai, réwa@
@to split with bwere@|@bwerena@
@to spout@|@tinako@
@to spread about@|@banebane@
@to spread out@|@kabaoa@
@to spread out like soft paste@|@tiranga@
@to sprout@|@bukarekare@
@to sprout up in great numbers@|@bukarerake@
@to spurt in a little stream@|@bunong@
@to spurt out from the mouth@|@bururua@
@to spurt out in a little stream@|@bunonginong@
@to spurt upwards@|@tirake@
@to squander@|@bakataea@
@to squeeze@|@gôn, ong@
@to squirt@|@bakati@
@to stab@|@ewa, naiwar@
@to stagger@|@bebe@
@to stammer@|@banatabataba@
@to stand@|@tî@
@to stand facing in ruoia as a man@|@buka@
@to stand up@|@teirake@
@to stay@|@tok, toka, tuk@
@to steal@|@ira, kimoa, tôtô@
@to steer@|@bakamau bakamaua, biririo@
@to steer for@|@bweakina@
@to steer towards@|@bakataua@
@to steer towards the land@|@birirake@
@to stick up@|@tañitañi@
@to stop@|@bakatokia, kakabono@
@to straighten@|@borika, kaïti@
@to straighten by cutting off@|@tiribao@
@to strengthen@|@kakorokoro@
@to strike@|@pô@
@to strip off as dead leaves@|@bwenea@
@to strip off the leaves of young coconut@|@bebenea@
@to struggle@|@ibabu@
@to stumble@|@eubaka, nibakabaka@
@to suck@|@nam@
@to support with a post@|@boutokoa@
@to surround@|@bomanea@
@to surround the bei with fishing net@|@tao bei@
@to swallow@|@baut'@
@to swell@|@bwea, uati@
@to swell as rice by being boiled@|@bunai@
@to swim@|@uôua@
@to swim well@|@uôua-mâk@
@to swin@|@uáua@
@to swoon@|@raraúnok@
@to take@|@ana, bakorana@
@to take another's@|@kare boti@
@to take away energy@|@kabana te nano@
@to take care of@|@akinna, akoakona@
@to take down as a basket from a shelf@|@baita@
@to take final leave@|@barekatia@
@to take in passing@|@biria@
@to take refuge in or with@|@batikutiku@
@to take ripe coconut from the tree@|@bunra@
@to take up@|@tabigi@
@to take with scoop net@|@animana@
@to talk@|@karaki@
@to tattoo@|@taitai, taítoa@
@to teach@|@rî, riri@
@to thank@|@ka-aitaua@
@to the eastward@|@uôiak@
@to thee@|@ôt@
@to them@|@nakoiia@
@to think@|@iango@
@to think in a confused way@|@iangobuaka@
@to think in a serious way@|@iango n aomata@
@to throw@|@baka, ibeka nako, kárea@
@to throw away@|@ka-aki (kaki)@
@to throw down with noise@|@buke@
@to throw straight on@|@bakarerea@
@to throw up the feather in the game called kabane@|@euman@
@to tie@|@pê, pêi@
@to tie coconuts in bunches of ten@|@bakabwia@
@to tie the sail to yard@|@boua te ie@
@to tie up@|@bae, kabáe@
@to tie with a loop knot@|@arena@
@to touch@|@rin@
@to trade@|@bakaukau, bô, bô, kabóboi@
@to trade in oil@|@boba@
@to travel by sea@|@borau nako@
@to travel for health reasons@|@kaboraua@
@to trawl a fishing line@|@kauaaki@
@to treat a dead person to a bomaki@|@bomakia@
@to treat as@|@kabinota, kabuanrongo@
@to treat as awkward@|@kabakea@
@to treat as good for nothing@|@kabanabana@
@to treat as...@|@kabangaomata@
@to treat kindly outwardly but not at heart@|@babakanakoa@
@to treat or call one so@|@kabuanranga@
@to treat with care@|@akakana, aneanea@
@to treat without care@|@aki akona@
@to treat...@|@aki akaka@
@to trickle@|@barara@
@to trifle@|@bakanrerei@
@to trim off sprouts@|@tiribwebwe@
@to try on as dress@|@kataua@
@to try to escape by breaking the hold of another@|@tiribai@
@to try to get possession of in an indirect way@|@bukinananga@
@to tuck in as a mosquito netting@|@borabia@
@to tuck lower edge of mosquito net@|@borabi@
@to tumble@|@bakabaka@
@to turn@|@butinibaba, tæn, tan@
@to turn into jest@|@bakanrereia@
@to turn one's nose up at something@|@kabibia@
@to turn round@|@ériak, iria, íriak, îrik@
@to turn the back on@|@akua@
@to turn the cold shoulder to@|@titinanikua@
@to twist with the fingers as strands@|@binoka@
@to twitch@|@burita@
@to understand@|@igina@
@to undo@|@kabaranakoa@
@to undo completely@|@kabaranakoa@
@to unskillfully settle a little in the ruoia@|@titikubeka@
@to urge to@|@kabotika@
@to urge to work@|@kabekua@
@to use@|@baina@
@to use a beam to serve as a support@|@boutokana@
@to use as bait@|@abeana@
@to use as means of transport@|@baona@
@to use it@|@kaboonganaa@
@to visit@|@bakatekera, kawara@
@to visit by water or land@|@bakatekea@
@to vomit@|@mûmut, múmuta@
@to voyage@|@paráu, prau@
@to wage war against@|@buakana@
@to wait till night@|@kabonga@
@to wait until the coming of@|@karokoa@
@to walk@|@butæ, butanuwae, karae, nákonako, nokonoko, nuwae@
@to walk stealthily@|@babai wae@
@to wander@|@bukitiotio, butinaiwa@
@to want@|@tañata@
@to wash@|@tianamâk@
@to waste@|@bakataea@
@to wear@|@b'aina, b'aini@
@to wear a waist-mat@|@bena@
@to wear as a finger ring@|@burenibaia@
@to weary of@|@botuakina@
@to weep@|@ndañindañi, tañi, tañitañi@
@to weep for@|@táñiri@
@to whimper@|@kabinekau@
@to whisper in the ear@|@uinuñinuñ@
@to windward@|@mai-iô@
@to wink@|@nagêgi@
@to wipe@|@teia@
@to withdraw@|@buuta@
@to work@|@bebeku, kaibekua, mm'akuri, mm'akuri, môgur@
@to work at@|@bekua@
@to work at construction of@|@bouakina@
@to work in great haste@|@bebekutata@
@to work rapidly@|@babaitabare, baitata@
@to yawn@|@ka, kararæ, nimæn@
@to you@|@nakoim@
@tobacco@|@baakee@
@today@|@te bong aei@
@toe@|@abuniwai@
@toes@|@tapounoue@
@tomorrow@|@ñaboñiboñi, niñabu, niñabu, niñân, ningaabong, niñiabo, niñiabo@
@tomorrow and the day after@|@niñábu o ari o ari@
@tomorrow night@|@niñân te boñ@
@tongue@|@neve, newe, néwe@
@tonight@|@inaboñ@
@too much liquid@|@bunran@
@too short as a skirt@|@banebaneieta@
@tooth@|@ûi, wi, wii@
@tooth brushing@|@irewii@
@toothache@|@maraki ni wil@
@toothpaste@|@toobu ni irewi@
@top of@|@taberan@
@top of the head@|@taubukan te atu@
@top part of the foot@|@raurau ni wae@
@top sail@|@ieniborobi, te ie ni boroto@
@torch fishing@|@kibee@
@torch fishing for flying fish@|@tatae@
@torch for torch-fishing@|@oi n tatae, oi ni kibee@
@torch light made by rolling dry coconut leaves@|@oi@
@tortoise-shell@|@on@
@toss up as in kabane@|@euta@
@tough and stringy@|@baia@
@tough food removed from the mouth@|@betinoma@
@towel@|@taara@
@towing@|@aeaea@
@town@|@kana@
@town on Tarawa where Central Hospital is located@|@Bikenibeu@
@translation of@|@rairan@
@travail@|@ariri@
@travel@|@m'ananga@
@travellers@|@kain te bou@
@trawl fishing@|@kauaaki@
@treat a woman as one's mother@|@tinana@
@treat kindly@|@akoa@
@tree@|@ango, aroma, kai, nî@
@tree trunks stranded@|@te baki ni kuia@
@trees@|@kaai@
@tremulous voice@|@banaruru@
@trick in the game of kabane@|@ieao@
@tridacna@|@auboña@
@triggerfish@|@bubuakai, bubuikai, bubutakawa@
@trim@|@korouia@
@trim with fringe@|@etetena@
@trimming with a fringe as a house@|@etete@
@trouble@|@nano bubu@
@truly@|@bon, boni, dokóv@
@truly!@|@ai@
@trumpet@|@bikura@
@trunks of trees stranded on beach@|@baki ni kuia@
@truth@|@koaua@
@try it@|@kataia@
@try to throw into the shade another's skill@|@ibebure@
@Tuesday@|@Kauabong, te kauabong@
@tumor in the abdomen.@|@banaoraki@
@tuna@|@atiuaro, baara@
@turn@|@rairaki@
@turned over@|@baraki@
@turtle@|@on, tohount@
@turtle chase@|@tau on@
@turtle shell@|@boran te on@
@Tuvalu (islands formerly named Ellice Islands)@|@Tuvalu@
@twenty@|@houanpoui, uábwi, uángaun@
@twilight@|@bongibong, bonoanara@
@twist the benu on thigh to make string@|@kakano@
@twisted@|@beu@
@two@|@houa, houa, ua, uabaa, uabaa, uoman, uóua@
@two against one@|@bambanta@
@two days@|@uabong@
@two hundred@|@ua-bubua@
@two months@|@uôiag@
@two species@|@iaro@
@two stars at each side of Antares@|@bau n rimwimata@
@two times@|@uatai@
@type sea-cucumbers@|@tinatinanikoinawa@
@unceasingly ginen to plotting@|@banganikarabakau@
@under@|@aan, iâ, iâ, iaan, iân@
@under the dwellings@|@anikainga@
@under the sky@|@iâ ni karawa@
@underneath of chin@|@a ni bange@
@understand@|@oota, tahete@
@underwood@|@anikai@
@undone@|@b'ara, kabaraaki@
@unduly hasten preparation@|@ientabakaua@
@unhappy@|@nanokaawaki@
@union@|@buno@
@unjust@|@bangaomata@
@unprovided for@|@butirawa@
@unravelling@|@korouia@
@unskilled in climbing@|@baratu@
@unskillled in fitting canoe planks@|@baiuki@
@unsuitable@|@aitara buaka@
@untie@|@kab'araa@
@unusual@|@bainanti@
@up@|@eta, iô@
@upon@|@iô@
@upon the mat@|@iôn te kíe@
@upper floor@|@buia@
@upper plank in a canoe@|@atanga@
@upper set of teeth@|@areieta@
@upper thigh@|@biroton te boto n ranga, boto n ranga@
@upward@|@rake@
@urinate@|@mimi@
@use@|@kaboonganai@
@use of@|@boonganan, kaboonganaan@
@use to battle@|@bubuaka@
@use to gather together@|@bobootaki@
@used@|@b'ainaki, kaboonganaaki@
@used to aching@|@mamaraki@
@used to traveling@|@m'am'ananga@
@useful@|@boongana, manena@
@usual manner@|@aroaro@
@vagabond@|@boutowa@
@vagina@|@kere@
@vagrancy@|@buti ni wa@
@vanishing@|@amauna@
@variety of coral@|@barang@
@variety of crab@|@tinanei@
@variety of large shark@|@araboto@
@variety of the bara@|@baratau@
@variety of the kua a very large fish@|@bikeiniku@
@veins@|@ia@
@venial sin@|@te bure ae bebete@
@vermilion@|@bakabaka@
@verse of a song or poetry@|@kibu@
@versed in@|@inaguínagu@
@very@|@ara, bai, moan, moan, rangi, rangi ni@
@very bad@|@baibuaka@
@very big in size@|@totooa@
@very black@|@bengoingoi@
@very closely packed@|@bonikanibanga@
@very costive@|@bonobanga@
@very crooked@|@kiribaobao@
@very dark@|@ererô tuñituñ, rootongitong@
@very dark night@|@bongiroro@
@very dark skinned@|@batabata@
@very deceptive@|@kabakaroro@
@very dirty@|@barakatuatua@
@very entangled@|@beako@
@very firm or hard@|@iberoro@
@very fragrant as the uri@|@boiautima@
@very great@|@ara bâbak, kamâg@
@very high as the tide@|@iababa, iabubuti, iakebokebo@
@very hungry@|@bakaobo, bakiroro@
@very large@|@ara bubura, atamaumau@
@very large shell fish@|@aubunga@
@very light@|@abebete, abete@
@very long@|@anaukaei@
@very long chin@|@bange ni bakoa@
@very low@|@e rinano barabara, ianora@
@very many@|@banaonao@
@very moderate as a breeze@|@angkau@
@very slightly cooked@|@amataroro@
@very slow in walking@|@aubeabea@
@very small@|@bibingi, bingingi, uañiñi@
@very stinking@|@binoti@
@very stormy@|@bonobabaturua@
@very stout@|@tinaubati@
@very straight@|@etiruru@
@very straight as a tree@|@awaruru@
@very thick@|@bukamaumau@
@very thick grass skirt@|@bukamaru@
@very tiny@|@bingingitangoingoi@
@very wide shelf@|@aontebora@
@very young coconut tree.@|@ene@
@victim of Na Areau@|@autima@
@vile@|@bureti@
@village@|@káan, kaawa, kaawa@
@village on Tarawa@|@eita@
@villainous@|@aonikai@
@vinegar@|@beneka@
@violent headache@|@bomaieta@
@violent wind@|@angitaururu@
@viper@|@baiba@
@virgin@|@tepouno@
@visit at regular times@|@rooroko@
@voice@|@punâ@
@voice from the throat@|@bebekorara@
@voice of@|@b'anaan@
@vomit@|@mumuta@
@voracious@|@bu ni kai, buanikai@
@vow@|@bau@
@waist-mat@|@bain-n-te-nuku, ben-te-nuku@
@wait@|@taninga@
@wait for@|@tataningaa@
@wait for him@|@taningaia@
@wait for me there@|@táïñai iñkán@
@walk@|@eutaniwae, nako nako, nakonako@
@walk fast@|@waekoa@
@walk slowly@|@waeremwe@
@wall of@|@oon@
@Walter@|@Waoreta@
@wandering or roaming about@|@tiotio@
@wandering up and down on the way@|@e batiraeraea kawaina@
@want@|@kan, kani, tangira@
@want me@|@tangirai@
@want to do nice and careful work@|@banganrino@
@wanting to@|@kani beka@
@war@|@buók, buóx@
@war club@|@ehoumpo@
@warbler@|@bokikokiko@
@warm@|@angibue, buê, búe, bui, kabue@
@warrior@|@te tia buaka@
@was the meat good?@|@e kañkan e tirigo@
@wash@|@dibûg, ni reire, uaati@
@wash one's face@|@kabururu@
@wash self@|@kaupourourou@
@watch@|@tai@
@water@|@houaran, maem, mam, raen, ran@
@wave@|@nao, naou@
@waves@|@naao@
@waves of@|@naon@
@waves very near each other@|@te nao batia@
@we@|@ñaira, ngáira, ti, ti ti@
@we and our wives@|@ñair' o ara bû@
@we are indebted to the teacher@|@ti bae iroun te tia reirei@
@we are not@|@ti' iduai@
@we are stronger than you@|@tia korokoro ñair e kaimi@
@we beg you to become our chief@|@e buñagam ko na rok ar nea@
@we come@|@tia roko ñaira@
@we come from playing foot-ball@|@tia roko main tirirep@
@we have come from the leeward@|@tia parau mai maiâ@
@we pray thee-O Tabuerik@|@ia buñagam, Tabuerik@
@we pray you to be our chief@|@buñagam ko na rok' ar uea@
@we respect thee@|@tia iakaigo@
@we were hospitably received by him@|@ti akoaki irouna@
@we will drop our anchor here@|@tia kabaka ar ëtin-rô ikai@
@we will meet@|@tia bô@
@we will meet here@|@ia bô ikai@
@we will not go on shore@|@ti akî roko binu@
@we will put the canoe about@|@tia íriak ma te wa@
@we will sail to the westward@|@tia paraunok iâ@
@weak hands@|@baimara@
@weak in throwing or striking@|@batimara@
@weak minded@|@arotau@
@weak with hunger@|@bakiruru@
@weak-minded person@|@arobaba@
@wealth@|@baikoraki@
@weapon@|@betia@
@weapon thrown@|@te kai ni bakarere@
@weather-side of island@|@iaí-nuk@
@weave@|@raranga@
@weaving@|@raranga@
@Wednesday@|@Katenibong, te katenibong@
@week@|@wiiki@
@week of@|@wiikin@
@welcome@|@butim'aai@
@well@|@m'anib'a@
@well done@|@moi@
@well furnished@|@bairaraoi@
@well proportioned@|@buaki@
@well-established principles@|@kabotoa nako@
@well-risen bread@|@te karikini buraua ae banabana@
@we're going to sail windwards@|@tia kana paraunok i maio@
@west@|@maeao@
@west of@|@maeaon@
@west of them@|@maeaoia@
@western side of@|@tanrion@
@westward@|@iâ@
@wet@|@aoi, m'aim'ai, maera, maimai, maki, mara, mona@
@whale@|@ôkua@
@whale's tooth@|@buangi, buáñui@
@what ... doing?@|@aera@
@what are you crying about?@|@tera ko tañíria@
@what are you going to do?@|@tera go na mogur@
@what day?@|@kairabong@
@what for@|@éra@
@what is it?@|@amda, amdra, amra, paikara@
@What is it?@|@Teikara?@
@what is said applies directly to him@|@e bakaturu te taeka i aona@
@what is thy name?@|@antai arám?@
@What is your name?@|@Nanta aram?@
@what sort of a chin have you?@|@bangekanga@
@what things?@|@baikara@
@what?@|@ra, tera, teraa, tikara@
@What's your name?@|@Antai aram?@
@whell barrow@|@wiib'ara@
@when@|@ngkana, ngke@
@when did you get your land?@|@to tok' iniayai@
@when will the fire be lighted?@|@e bôbo te ai iniañai?@
@when you build your house?@|@ko na katia batam íniañai?@
@when?@|@íniañai, n tai ra, níngai, nningai@
@whence@|@nî@
@whence come you?@|@ko noko mai îa?@
@whence comest thou?@|@ko nako mai êa, ko nako mai îa@
@Where are you coming from?@|@Ko boo maiia?, Ko nako maiia?@
@Where are you going?@|@Ko na aera?, Ko na boo nakea?, Ko na nakea?@
@where are your canoes?@|@e nag: wâmi@
@where did you sleep last night@|@ko matû îa iñgêbo?@
@where do you come from?@|@ko bo maiia?@
@where is your slave?@|@e ñâ 'm kaw'?@
@where shall we set the victual@|@kâk e îa te amarak@
@where to?@|@nakea@
@where were you hurt?@|@ko márak îa?@
@Where will you stop?@|@Ko na toki iia?@
@where wilt thou bury him?@|@ko taunaia îa@
@where?@|@êa, engaa, gna, ia, iaa, ñâ, ngaa@
@where's the knife you got@|@e ñâ te tapa ko anáia erâ?@
@which@|@ae, akana@
@which do you like?@|@e ñâ ko tan@
@which dost thou like?@|@e nag: ko tan@
@which dwindles away from thick to very thin@|@bukintikunei@
@which looks alive@|@buramaiu@
@which looks to be dying@|@bura mate@
@which swells@|@bunnai@
@which were@|@ake@
@which?@|@ñâ@
@whirlwind@|@bua n ang@
@whistle@|@kanimoumoui@
@white@|@koroheina, mái, máina, mainaina@
@white haired person@|@atumainaina@
@whitish@|@beremai@
@who@|@aika, are, atai@
@who beats you?@|@antai ia diriñkami?@
@who hurt thee?@|@antai ia kamarakego@
@who hurt you?@|@antai ia kamárakego?@
@who is the chief of your land?@|@antai môn apami?, antai môn apami?, antai uean apami@
@who is there?@|@antai iñkán?@
@who tattooed thee?@|@antai ia taitaigo@
@who was king before him?@|@antai nea e môn teua@
@who was your chief formerly?@|@antai mômi uñwâ@
@who was your first king?@|@antai uéami îramô@
@who was your king after him?@|@antai momi e muín teua@
@who?@|@anda, antai@
@wholesale department@|@tina ni boboti@
@whose are these houses?@|@anta batáia iaia?@
@whose canoe is this?@|@antina wân ai?, anto wân ai?@
@whose knife is this?@|@antina tapa ai, antina tapa ai?@
@whose knives are these?@|@antina tapáia iaia, antina tapáïa iáia?@
@whose?@|@anti, ántina, anto@
@why did the chief strike you?@|@kuéra pôko te ôamata@
@why did you beat the children?@|@ko díriñ atai in tera?@
@why do you cry?@|@era tañ uñoe?@
@why do you not walk like us?@|@kuera ko akîa nokonoko erûr@
@why do you talk?@|@tera ko taitai-ni-kawai?@
@why don't you do it thus?@|@kuera ko akî karoia eran?@
@why don't you love one another@|@kam akî iakaígami erûm?@
@why?@|@éra@
@wicked looking@|@burabe@
@wide@|@atumatoa, wárebwe@
@wide as a canoe@|@benga@
@wide or broad@|@ata@
@wife@|@bu, kainaba@
@wife of or husband of@|@buun@
@wife or husband@|@buu, kaainabau@
@will@|@ina, na, Nang@
@will you go with me or stay?@|@ko irai, to tok?@
@will you retrun or not@|@ko ûgi ko ak@
@William@|@Uriam, Wiriam@
@wilt thou go with me or stay?@|@ko tok@
@wind@|@ang, hang@
@wind like nou@|@anginou@
@windy@|@angang@
@wing@|@bái@
@winter@|@aumeang@
@wipe@|@taheia@
@wipe your face@|@teia môm@
@witch-craft@|@tabunaák@
@with@|@ma@
@with quick vibrations@|@ae tang beroro@
@with the bure@|@maneaba@
@with whom did you come?@|@ko iri ma 'ntai@
@withered@|@rai@
@withered as an arm@|@batakataka@
@within@|@inánan@
@within my breast@|@inanan a panupanu@
@without@|@n akea@
@without being weary@|@n aki botuakina@
@woman@|@aiíne, aine, áine, âine, ainenuma, tohaine@
@woman with nice figure@|@te buangi n aine@
@womanish as a man@|@binaine@
@women's clothes@|@bain aine@
@women's club@|@baba na aine@
@wont to carry off thievishly@|@bairawerawe@
@wood@|@buákoakónikai, taki, tekai@
@wood carving@|@nini@
@wood of@|@kain@
@wooden beads@|@ni-kadarakara@
@wooden peg@|@bokai@
@woods@|@buakoakonikai, buoguínyikai, buokonikai, buôkunyikai@
@woods (1)@|@buâxanikai, buônikai@
@wool@|@burae n tibu@
@word@|@taeka@
@word of@|@taekan@
@word to call a man's or boy's attention@|@Nao@
@words or news about him@|@taekana@
@work@|@mm'akuri@
@work neatly and tidily@|@akoako@
@working badly@|@baitabuaeti@
@working rapidly@|@babaitoka, baitoka@
@worm@|@íbo, ino, m'áta@
@wormlike marine animal@|@ibo@
@worn out@|@tákara@
@worn thin@|@tingo@
@worship@|@taromauri@
@wound@|@akai, kái@
@wounded person@|@ikoaki@
@woven@|@rarangaaki@
@wrasse@|@arinamawa@
@wrath@|@bononnano@
@wrestle@|@kaunrab'ata, tooun@
@wrestling@|@kaunrab'ata@
@wrinkeled@|@batutu@
@wrinkled@|@bariku, batiatia@
@wrinkled skin@|@batu@
@wrist@|@atunipai@
@write@|@korea, koroboki@
@write them@|@koroi@
@writing book@|@te boki ni koroboki@
@wrong tone@|@ebuaka@
@yam@|@iam@
@yard@|@iaati, iari@
@yard (sail)@|@ipi@
@yawn@|@teha@
@ye@|@iñgámi, ñkam@
@ye are making a fool of me@|@ñkam kamaniñiai@
@year@|@ririki, riríki@
@yellow@|@babooboo, îru, méamea@
@yellow snapper@|@bukibaraba, bukirabaraba@
@yellowfin tuna@|@baewe@
@yes@|@Aeng, aia, eai, eng@
@yesterday@|@ngkoananoa@
@yonder@|@arei@
@you@|@I aki n ongo, kam, kam kam, ko, Kuriko naerea, ngkámi@
@you (pl.)@|@ngkamii@
@you (sing)@|@ngkoe@
@you are but a slave@|@bu te rañ uñgoe@
@you are cross-eyed@|@e bô matam@
@you are dead beat@|@ko rangi ni bora iai@
@you are discouraging@|@ko a kabaka@
@you are disturbing@|@kaaiwaea te aba@
@you are good@|@ko rap@
@you are good for nothing@|@ko kabana@
@you are only a slave@|@bün te rañ uñgoe@
@you are the last@|@ko iramui@
@you are troublesome@|@ko tebéri@
@you are very cross@|@ko baibete 'n dídiri@
@you came with whom?@|@ko iri ma 'ntai?@
@you crowd me@|@ko gônai@
@you do not chew the food@|@ko akî kántia te amarak@
@you don't give me a favourable treatment@|@ko aki barongai?@
@you gulp it down@|@ko kabautia@
@you prayed fro me@|@ko tabunai@
@you received it from me@|@ko anáia e rû@
@you saved my life@|@ko kamaiwai@
@you slight me@|@ko bakainêai@
@you stutter@|@tabutabu punâm@
@you won't get a livelihood@|@ko akî bô ma bautam@
@young cocoa-nut@|@tenimuimui@
@young coconut leaf@|@banikimaimai@
@young coconut tree@|@uto@
@young coconut with well developed kernel@|@bikoko@
@young man@|@pakouak@
@young pan tree without branches@|@arokai@
@young woman@|@ateiaine@
@youngest child who supplants its elders@|@bina rereke@
@your@|@am, ami, ana bo@
@your (pl)@|@amii@
@your cloth@|@kunnikaim@
@your country@|@abam@
@your cry@|@tangim@
@your dress@|@b'aim@
@your fingernail@|@uki ni baim@
@your fishing@|@akawam@
@your hand@|@baim@
@your islands@|@abamii@
@your knife is blunt@|@e kabub am tap@
@your lavalava@|@beem@
@your left-hand side@|@maingim@
@your life@|@maium@
@your name@|@aram@
@your names@|@aramii@
@your sibling of same sex@|@tarim@
@your sister/brother (opp. sex sibling)@|@m'aanem@
@your speech to me is false@|@e kivitai am tak a kaiu@
@your voice@|@b'anaam@
@You're returning?@|@Ko a oki?@
@you're upright in your speech@|@ko akî rap in am tak@
@zizania@|@titania@

