@English@|@Old English@
@moulder@|@gemolsnian@
@mound@|@beorg, beorgstede, byre, eorðweall, eorþbyrig, eorþweall, hlæw, hlæw, hypel@
@mound of stone@|@beorg@
@mount@|@astigan, astigian, bestridan, gehleapan, gestigan, oferstigan, stigan@
@mount (with silver)@|@berenian@
@mountain@|@beorg, beorg, dun, dun, firgenbeorg, heahbeorg, hlæw, mor, munt@
@mountain cave@|@dunscræf@
@mountain dwelling@|@beorgseðel@
@mountain elf@|@beorgælfen, dunælf@
@mountain goat@|@stanbucca@
@mountain height@|@beorghliþ@
@mountain nymph@|@beorgælfen, muntælfen@
@mountain of waves?@|@sæbeorg@
@mountain prison@|@muntclyse@
@mountain slope@|@beorghliþ@
@mountain stream@|@fiergenstream, firgenstream@
@mountain tree@|@firgenbeam@
@mountain waste@|@morland@
@mountain wood@|@firgenholt@
@mountain-dwelling@|@dunlic@
@mountain-heath@|@morhæþ@
@mountainous@|@beorhtte, dunlendisc@
@mountainous country@|@heahland@
@mountain-stream@|@firgenstream@
@mounted band@|@flocrad@
@mounted detachment@|@floccrad@
@mounted force@|@ridehere@
@mounted man@|@onstigend@
@mounted troop@|@rædehere@
@mounted troops@|@eored@
@mourn@|@ageomrian, bemurnan, bewepan, bewepan, cwanian, cwiðan, geomrian, gnornian, grornian, grymman, murnan, murnan, rarian, reotan, sicettan@
@mourn for@|@begnornian, begnornian@
@mournful@|@heofendlic, reonig, reonigmod, reotig, sarigmod, þeostor, wependlic@
@mournfully@|@sarlice@
@mourning@|@gnornung, heof, heofung@
@mourning for friends@|@winegeomor@
@mouse@|@mus, mus@
@mouse?@|@hearma@
@mouse-colored@|@musfealu@
@mouse-hawk@|@mushafoc@
@mouse-pea@|@musepise@
@mousetrap@|@musfealle@
@mouth@|@gemyðe, muþ, muþ@
@mouth of a river@|@muða@
@mouth-disease@|@muþadl, muþcoðu@
@mouthless@|@muþleas@
@mouth-salve@|@muþsealf@
@move@|@acweccan, æthrinan, ahreran, astyrian, astyrian, ateon, awecgan, cweccan, gan, gangan, gerecan, hreran, hrisian, hwearfian, hweorfan, hweorfan, hwierfan, onbregdan, onhreran, onstyrian, onstyrian, onþringan, racian, scriðan, scriðan, sigan, stigan, styrian, wadan, wagian, wecgan@
@move about@|@ridan@
@move against@|@andhweorfan@
@move around@|@tyrnan@
@move away@|@ateon@
@move convulsively@|@spreawlian@
@move forward@|@astyrian@
@move off@|@oþscufan@
@move quickly@|@abregdan@
@move quickly to and fro@|@sceacan@
@move rapidly@|@iernan, plegan, scotian@
@move softly@|@slupan@
@move stealthily@|@bestealcian, bestelan@
@move up@|@upstigan@
@move up and down@|@lacan, lacan@
@moveable@|@wendende@
@movement@|@onstyrednes, onwendednes, plega, styrenes, swangettung@
@mover around?@|@onþunian@
@moving@|@cweccung, styrigendlic, styrung, unstille, unstille, wagung@
@moving rapidly?@|@cwiccliende@
@moving upon the earth@|@moldhrerende@
@moving with the sun@|@sunganges@
@mow@|@mawan, muga, sniðan@
@mow?@|@amawan@
@mower@|@mæðre@
@mowing@|@mædræden@
@mowing of a meadow@|@mædmæwect@
@mozicia@|@sealtleaf@
@much@|@fela, genog, manig, micel, micel, micel, micel, micle, micle, swiþe, ungehwæde@
@much speaking@|@felaspræc@
@much traveled@|@felageonge@
@much-traveled@|@forliden@
@muck@|@scearn@
@mucose@|@horwiht@
@mucous@|@dylstiht@
@mucous?@|@gillister@
@mucus@|@dylsta, gesnot, horh, hraca, mældropa, snofl@
@mucus from the nose@|@hrog, snyflung@
@mud@|@adela, clam, fenn, gyr, meox, sol, wase@
@muddy@|@drof, gyru@
@muddy place@|@sloppe@
@muddy stream@|@horwyll@
@mud-pit@|@horpytt@
@muffle up@|@wealcian@
@mugwort@|@mucgwyrt@
@mulberry@|@byrigberge, morberie@
@mulberry tree@|@morbeam@
@mule@|@mul, seamere@
@mule-keeper@|@mulhyrde@
@mulled@|@milisc@
@mulled wine?@|@þefel@
@mullein@|@feltwyrt@
@mullet@|@hacod, mecefisc, sliw@
@mullet?@|@heardra@
@multiform@|@þusendhiwe@
@multiplicity@|@manigfealdnes@
@multiply@|@gemanigfealdan, gemanigfealden, gemanigfieldan, manigfealdan, tieman@
@multitude@|@corðor, dryht, felafealdnes, folcsweot, gemang, getælscipe, geþryl, here, heremægen, mannmenigu, menigu, menigu, micelnes, scolu, swearm, þrymm, þryþ@
@mumble@|@clumian, clumian@
@municeps@|@duguþnæmere@
@municipal@|@ceasternisc@
@munificence@|@cyst, duguþgifu, lacdæd, selen@
@muraenula@|@tigle@
@murder@|@banweorc, cwalu, cwealm, cwealm, cwellan, formyrðian, formyrðrian, manslean, manslieht, morðor, morðorbealu, morðorbealu, morðorcwalu, morðorcwealm, morðorslagu, morðorslege, morþ, morþdæd, morþsliht, morþweorc, myrðra, myrðrung, ofmyrðrian, slege, slieht@
@murder by a member of a gang of troublemakers@|@hloþsliht@
@murder of a relation@|@mægcwalm@
@murder of a relative@|@mægmyrðra, mægsliht@
@murder of kin@|@mægþmorðor, mægþmyrðra@
@murderer@|@bana, cwellere, dædbana, ferhþbana, flæscbana, manslaga, morðorslaga, morþwyrhta, ordbana, wælslihta@
@murderer of a priest@|@mæsserbana@
@murderer or murderess of children@|@bearnmyrðra@
@murderess@|@bane@
@murdering spear@|@bangar@
@murderous@|@cwealmbære, deaþreow@
@murderous attack@|@inwitscear@
@murderous crime@|@morðorcræft@
@murderous hate@|@billhete@
@murderous song?@|@wælrun@
@murderous sprite@|@wælgæst@
@murderous visitor@|@cealmcuma@
@murena@|@merenæddra@
@murenula@|@tygele@
@murex@|@wurma@
@murkiness@|@mirce@
@murky@|@mirce@
@murmur@|@bemurcian, ceorian, clumian, clummian, gehyrstan, gnornian, hwæstrian, hwæstrung, hwisprian, missprecan, murcnian, runian, þeotan, twisprecan, wiðercwiddian@
@murmur at@|@beceorian, bemurcian@
@murmuring@|@ceorung, hwisprung@
@murrain@|@cwild, fæsteorfa, orfcwealm, yrfcwealm@
@muscle@|@lira@
@muscle of the arm@|@mus@
@muscular@|@earmstrang, earmswiþ@
@mushroom@|@swamm@
@music@|@gleo, gliw, gliwcræft, gliwdream, hwistlung, sangdream, son, soncræft, swegcræft, swegldream, sweglrad, swinsungcræft@
@music?@|@swegl@
@musical@|@dreamlic, gliwhleoþriendlic, piplic@
@musical instrument@|@gliwbeam, organa?, sweg@
@musician@|@dreamere, organystre@
@musicians' art@|@swegcræft@
@musk@|@disma@
@mussel@|@muscelle, muscule@
@must@|@agan, mot, motan, motan, must, sceal, sculan, þurfan@
@mustache@|@cenep, granu@
@mustard@|@senep@
@mustard seed@|@senepsæd@
@musty@|@fynig@
@mutability@|@awendendlicnes, hwurfulnes@
@mutilate@|@behamelian, besnædan, hamelian, spillan@
@mutilated@|@forþwyrft, sceard@
@mutilation@|@limlæw@
@mutter@|@abyffan, ceorigan, clumian, hwæstrian@
@muttering@|@hwæstrung, reonung@
@mutual@|@gemæne, gemænelic, wrixendlic@
@muzzle@|@cæfl, cama, forbindan, midlian@
@my@|@min, min, min@
@myrrh@|@myrra@
@myrtle@|@wir, wirtreow, wirtreowen@
@myrtle grove@|@wirgræfe?@
@mysterious@|@deogol, deop, diegolful@
@mystery@|@run, ryne, sægednes@
@mystic rite@|@ryne@
@mystical@|@runlic, rynlic@
@naiad@|@sæælfen@
@nail@|@nægel, nægl, næglian, næglian, pil, spicing@
@nailed down@|@anægled@
@nail-fastened vessel@|@nægledcnearr@
@naked@|@bær, nacod, nacod, unbehelod, unscrydd@
@nakedness@|@nacod, næcednes, næcedu@
@name@|@ahatan, benemnan, cennan, ciegan, cleopian, cweðan, gecigednes, gecignes, nama, nama, namian, nemnan, nemnan, nemnian, nemning, tonemnan@
@name (be)@|@hatan@
@name besides@|@getonamian@
@name for the rune for 'cw'@|@cweorþ@
@name for the rune for 'i'@|@is@
@name of a bird@|@sæltna@
@name of a plant@|@bogen, hierdewyrt, smeringwyrt, stiðe, strælwyrt@
@name of a plant?@|@reosan@
@name of a rune@|@cen@
@name of the rune for  'l'@|@lagu@
@name of the rune for 'b'@|@beorc@
@name of the rune for c@|@cen@
@name of the rune for G@|@giefu@
@name of the rune for 'h'@|@hagol@
@name of the rune for 'm'@|@mann@
@name of the rune for 'n'@|@nied@
@name of the rune for 'o'@|@os@
@name of the rune for r@|@rad@
@name of the rune for s@|@sigel@
@name of the rune 'p'@|@peorþ@
@naming@|@namcyging, nemniendlic@
@nap@|@hnæpp, hnappian@
@nape@|@sweora@
@napkin@|@cneorift, handhrægl, handlin, lin, meshrægel, sceat, sceata, swatclaþ, swatlin, wætersceat, wæterscyte@
@napping@|@hnappung@
@narative@|@saga@
@nard@|@elesealf@
@narow path@|@stig@
@narrate@|@asecgan, reccan, reccan, singan@
@narration@|@cyðing@
@narrative@|@edcwide, gerecednes, gerecenes, gesaga, gesetnes, gesetnes, giedd, insiht, racu, racu, ræding, reccing, recednes, saga, setnes, spell, spellung, spræc, stær, talu, talu@
@narrator@|@secgend@
@narrow@|@angsum, enge, enge, nearo, nearu, nearu, nearu, smæl, unbrad@
@narrow passage@|@crypel@
@narrow path@|@anpæþ, stig@
@narrow path?@|@anstig@
@narrow place@|@nirewett@
@narrowly@|@nearolice, nearwe@
@narrowness@|@engu, engu, nirewett@
@nasal mucus@|@nebgebræc@
@nasturtium@|@leaccærse, tuncerse@
@nation@|@cneorisn, cneoriss, cynerice, ðeod, folc, folc, folcscipe, gecyndnes, geþeode, gumcynn, ingeþeod, leod, leod, leodscearu, leodscipe, leodscipe, mægburg, mægþ, rice, þeod, þeod, þeod, þeodland, þeodscipe, þeodstefn@
@national@|@þeodlic@
@national anthem@|@dryhtleoþ@
@national army@|@þeodhere@
@national assembly@|@heremeðel@
@national council@|@witenagemot@
@native@|@acennedlic, gecynde, inboren, inboren, inbyrdling, inlenda, inlende, inlic, landagend, landbegenga, landbuend, landbuend, landleod, landmann, þeodisc, þiderleodisc@
@native army@|@innhere@
@native city@|@burglond@
@native country@|@cnosl, eðelrice@
@native dwelling@|@eðeleard@
@native force@|@landhere@
@native land@|@cyððu, cyþ(þ), cyþþu, eard, eard, eardland, eðel, eþel, eþel@
@native preacher@|@eðelboda@
@native race@|@ingefolc@
@native wine@|@liþ@
@natives@|@landfolc@
@nativity@|@frumacennes@
@natural@|@æðelboren, cwiðenlic, cyndelic, geæþele, gebyrde, gecynde, mennisc@
@natural fortress@|@landfæsten@
@natural heir@|@mæghand@
@natural successor@|@yrfehand@
@natural to@|@onæðele@
@nature@|@andefn, cynd, gebyrd, gecynd, gecynd, gesceaft, had, swilcnes@
@nature of the eye@|@eaggebyrd@
@nature of water@|@wætergesceaft@
@naught@|@naht, nanwiht@
@nausea@|@snoffa, wlætta, wlættung@
@nauseating substance@|@wlætta, wlætta@
@nauseous?@|@wealg@
@nautical@|@flotlic@
@naval@|@flotlic, scipherelic, sciplic@
@naval attack force@|@sciphere@
@naval battle@|@scipgefeoht@
@naval expedition@|@scipfierd@
@naval expedition?@|@æxfaru@
@naval force@|@æschere, scipcræft, scipliþ@
@nave of a wheel@|@nafeða@
@navel@|@nafulsceaft@
@navel-wort@|@berwinde@
@neap-tide@|@nepflod@
@near@|@æt, æt, æt, ætrihte, ætrihte, ætstandan, be, be, be, birihte, gearwe, gehende, gehende, gehende, lenge, neah, neah, neah, nealic, onemn, ongeanweard, onmyrran, to, wiþ, wiþ@
@near (at near place)@|@neah@
@near (dative)@|@genealæcan@
@near (from near)@|@nean@
@near (to near)@|@near@
@near bllod relation@|@heafodmæg@
@near blood-relation@|@heafodmæg@
@near friend@|@neahfreond@
@near in time@|@lenge@
@near kinsman@|@neahfreond@
@near relation@|@neahmæg@
@near relationship@|@neahsibb@
@near to@|@getenge@
@nearer@|@near, near, neara, nearora@
@nearest@|@nearwost, niehst, niehst, niehst@
@nearest town@|@neahceaster@
@nearly@|@abutan, æthwon, ætrihte, forneah, lytesna, neah, nealice, nean@
@nearly all@|@eallmæst@
@nearness@|@neahnes, neawest, neawung, spærnes@
@neat@|@neat, syferlic@
@neatly@|@cyrtenlice, syferlice@
@necessaries@|@biwiste@
@necessarily@|@anunga, niede, niedenga@
@necessary@|@behefe, behoflic, neodþearf, neodþearflic, niedbehæfdlic, niedbehefe, niedbehefe, niedbehof, niedbeþearf, niedþearf, niedþearflic, nydlic, þearf, þearflic@
@necessary equipment@|@neadprin?@
@necessary thing@|@neadþing@
@necessary to life@|@liflic@
@necessity@|@ðearf, neadclamm, ned, nied, nied, niedbehæfednes, niedþearf, niedþearfnes, nyd, nydnes, þearf@
@neck@|@hals, heals, heals, hnecca, sweora, sweora, sweorban@
@neck of a tunic@|@healsed, healseta@
@neck-armor@|@healsbeorg@
@neck-band@|@sweorbeag@
@neck-bone@|@sweorban@
@neck-chain@|@sweorracenteh@
@neckcloth@|@sweorclaþ@
@neck-cloth@|@healsed@
@necklace@|@bul, healsbeag, healsmyne, healswriða, mene, mene, sigle, sigle, sweorbeag@
@neck-ornament@|@healsmyne@
@neck-tumor@|@healsgang, healsgund, healsome@
@necromancy@|@licwiglung@
@nectar@|@frummeoluc, meledeaw, tear@
@nectar-like@|@hunigtearen@
@need@|@behefþ, behof, beþearf, beþearfan, beþurfan, ðearf, gad, næft, nied, nied, niedþearf, niedþearfnes, nydbrice, þearf, þearf, þurfan@
@need (grievous)@|@weaþearf@
@needed room@|@niedhus@
@needful@|@neadwis, niedbehefe, niedful, þearf@
@needing food@|@meteþearfende@
@needle@|@nædl@
@needs@|@niede@
@needy@|@beþearfende, beþearfod, hafenleas, þearfa, þearfende, þearfendlic, wanhafol@
@needy (be)@|@geþearfan@
@needy person@|@unmaga@
@nefarious@|@manlic@
@negation@|@and-@
@neglect@|@agælan, agiemeleasian, anforlætan, areceleasian, forgieman, forgiemeleasian, forgymeleasian, forhogian, forlætan, forseon, forseon, forsittan, giemeleasian, giemeleast, misgyman, mishealdan, ofergapian, ofergietan, ofergiman, ofergumian, oferhebban, oferhieran, oferhiernes, oferhyrnes, oferseon, receleasian, uncafscipe, wandian@
@neglected@|@giemeleas@
@neglectful@|@oferhyre@
@negligence@|@giemeleasnes, recceliest, receleasnes, ungecnyrdnes@
@negligent@|@giemeleas, hnesce, læt, recceleas, receleas, sæne@
@negligently@|@ungeorne, unmedomlice, wace@
@negotiation@|@formæl@
@negotiator@|@dælere@
@neigh@|@hnægan@
@neighbor@|@landgemaca, neahbuend, neahgebur, neahgebyren, neahgebyrild, neahgehusa, neahmann, niehsta@
@neighborhood@|@efenniehþ, gehendnes, neahdæl, neahland, neahnes, neahstow, neawest@
@neighboring@|@nealic, ymbgesett, ymbsett@
@neighboring church@|@neahcyrice@
@neighboring convent@|@neahnunmynster@
@neighboring hill@|@neahdun@
@neighboring island@|@neahealand@
@neighboring mountain@|@neahmunt@
@neighboring nation@|@neahþeod@
@neighboring people@|@bifylce@
@neighboring priest@|@neahfæder@
@neighboring river@|@neahea@
@neighboring town or village@|@neahtun@
@neighboring tribe@|@neahmægþ@
@neighboring water@|@neahwæter@
@neighboring wood@|@neahwudu@
@neighbors@|@cyþ(þ)@
@neighbour@|@ymbsittend@
@neighbourhood@|@efenehþ, neawist@
@neighing@|@hnægung@
@Neil@|@Nel@
@neither@|@naðer, nægðer, nahwæðer, nawþer, ne, nohwæðer@
@neither...nor@|@ne...ne@
@neither…nor@|@ne...ne@
@neophyte@|@larhlystend, leafhlystend, niwcumen, underfangen@
@nephew@|@broðorsunu, geswigra, mæg, nefa, nefa, suhterga, sweostorbearn@
@nephew (sister's son)@|@sweostorsunu@
@nerve@|@ædre@
@ness@|@næss, nose@
@nest@|@nest, selegesceot@
@nestle (make a nest)@|@nestlian@
@net@|@masc, max, nett@
@net (large fishing)@|@segne@
@net for sea fishing@|@sænet@
@net of malice@|@inwitnet@
@nether darkness@|@hinderþeostru@
@nethermost@|@niðeweard@
@net-like caul@|@nette@
@netting@|@nett@
@nettle@|@netele, worðignetele@
@network@|@nett@
@neuter@|@nægðer cynn@
@never@|@na, no, næfre, nahwær, nawa@
@never to be taken away@|@unbereafigendlic@
@nevertheless@|@ðeah, gehwæðere, huru, hwæðere, hwæðere, naþylæs, noðyleas, soþhweðere, swaðeah, swaþeah, þeah, þeah hwæðre, þeana@
@new@|@edniwe, geong, neowe, niewe, niwe, niwe@
@new creation@|@edsceaft@
@new dispensation@|@godspelbodung@
@new wine@|@ceren@
@newborn@|@niwanacenned, niwcend@
@newborn zeal@|@frumwylm@
@newcomer@|@nifara, niwcumen@
@newly@|@niewe, niwan, niwan, niwan, niwinga, niwunga@
@newly consecrated (of a king)@|@nigehalgod@
@newly converted@|@nigecyrred, nigehwyrfed, nighworfen@
@newly crowned@|@nigehalgod@
@newly initiated@|@nilæred@
@newly tarred@|@niwtyrwed@
@newly turned@|@nigecyrred, nigehwyrfed, nighworfen@
@newly whitewashed@|@niwcilct@
@newly-baked@|@niwbacen@
@newly-boiled@|@nisoden@
@newness@|@niwnes@
@news@|@ærende, spell, spell, spell, tidung@
@newt@|@efeta@
@next@|@æfterra, neahst, niehst, niehst, oðer@
@next of kin@|@niehsta@
@next to@|@æt@
@next to that@|@þærnehst@
@next year@|@oðergeara@
@Nicene Creed@|@mæssecreda@
@niece@|@broðordohter, nefene, nift, sweostorbearn@
@niggardly@|@gneað, gneaþ, hnag, hneaw, uncystig@
@nigh@|@neah, neah@
@night@|@neaht, niht, niht@
@night of silence@|@swigeniht@
@night prowler@|@nihtgenga@
@night season@|@nihternnes@
@night walker@|@sceadugenga@
@night watch@|@nihtwacu, uhtwæcca@
@night work@|@nihtweorc@
@nightfall@|@æfenrepsung@
@night-goer@|@nihtgenga@
@nightingale@|@nihtegale@
@night-jar@|@nihtegale, nihthræfn@
@nightmare@|@ælfadl, ælfsiden, mare, mare@
@night-prowler@|@nihtgenge@
@night-raven@|@nihthræfn, nihthroc@
@night's sleep@|@nihtslæp@
@night-sacrifice or service@|@nihtgild@
@nightshade@|@ælfþona, mixenplante, nihtscada@
@nimble@|@cwifer-, hræd@
@nine@|@nigon@
@nine days old@|@nigonnihte@
@nine in the morning@|@underntid@
@nine-fold@|@nigonfeald@
@nineteen@|@nigontiene@
@nineteenth@|@nigonteoða, nigonteoþa@
@ninetieth@|@hundnigonteoða, nigonteoða@
@ninety@|@hundnigontig, nigontig@
@ninety years old@|@hundnigontigwintre@
@nine-years-old@|@nigonwintre@
@ninth@|@nigoða, nigonþa, nigoþa@
@ninth hour@|@non, nontid@
@ninth part (weak)@|@nigoða@
@ninthly@|@nigoðe@
@nipple@|@delu, titt@
@nit@|@hnitu@
@nit which lives on the neck of animals@|@sweorhnitu@
@no@|@na, na, no, nænig, nænig, nænig, nan, ne, nese, nic@
@no one@|@nænig@
@nobility@|@æðelnes, æðelu, æþelu, eorlscipe, indryhto, inndryhtu@
@nobility of birth or nature@|@æðelborennes@
@noble@|@æðele, æðele, æðelic, æþele, æþele, beorht, beorn, breme, cynegod, cynelic, cynerof, cynewyrðe, cynnig, ðegnlic, dryhtlic, duguþlic, eorlcund, freo, freolic, hærlic, healic, herlic, hlafordlic, ranc, rof, rof, rot, rum, sel, sel, þegn, þegnlic, torht, unforcuþ, welboren, weorþ@
@noble (high ranking)@|@geþungen@
@noble (official as opposed to hereditary)@|@þegn, þegen@
@noble (very)@|@indryhten@
@noble born@|@æþelboren@
@noble creature@|@heahgesceaft@
@noble dwelling@|@þryþgesteald@
@noble house@|@ðryþærn, þryþærn@
@noble judgment@|@dryhtdom@
@noble king (Christ)@|@æðelcyning@
@noble lady@|@siþwif@
@noble lineage@|@æðelu@
@noble man@|@ceorl@
@noble origin@|@æþelo@
@noble queen@|@dryhtcwen@
@noble retinue@|@æðelduguþ@
@noble work@|@mærweorc@
@nobleman@|@æðeling, ealdorman, ealdormann, eorl, eorl, þegn, þegen@
@nobleness@|@æðelcundnes@
@nobly@|@manlice, þegenlice@
@nocturn (religious service)@|@noctern@
@nocturnal@|@nihtlic, uhtsanglic@
@nocturnal terror@|@nihtegesa@
@nod@|@biecnan@
@nodding@|@bicnung@
@noise@|@breahtm, cearm, cierm, clatrung, gebræc, gedyne, gehlyd, gehruxl, gestun, gestund, hleoðor, hlyd, hlyding, hlynn, hlynn, hream, prass, prass, sang, sang, sweg, sweg, swegdynn, þunung, ungerydnes, woma, woma@
@noise in battle@|@wigcyrm@
@noise of an army@|@heresweg@
@noisy@|@hlud, hludclipol, hristlende, maðelig, oferhlud@
@noisy company@|@gedræg@
@nomadic@|@simbelfarende@
@nominate@|@cennan, namian, nemnan@
@nominative@|@nemniendlic@
@none@|@nænig, nænig, nænig, nan, nan@
@none of you@|@eower nan@
@nones@|@non, nonsang@
@non-monastic life@|@woruldscir@
@nonsense@|@fleard, lodrung, woffung@
@nook@|@healh@
@nook?@|@snoca@
@noon@|@middæg, middægtid, middeldæg, non, underntid@
@noon-bell@|@nonbelle@
@noontide@|@nontid@
@noose@|@grin, þelma, wocie@
@nor@|@ne@
@normal (customary)@|@gewunelic@
@Normandy@|@wealland@
@north@|@norþ, norþdæl, norþhealf@
@north (at north) (to north)@|@norþ@
@north (from north)@|@norðan@
@north corner@|@norþhyrne@
@north door@|@norþduru@
@north lane@|@norþlanu@
@north porch@|@norþportic@
@north quarter@|@norþdæl@
@North Sea@|@Eastsæ@
@north side@|@norþhealf@
@north slope@|@norþhylde@
@North Star@|@scipsteorra@
@north wind@|@norðanwind, norþanwind, norþwind, rihtnorðanwind@
@north-along@|@norþlang@
@northeast@|@eastnorðerne, norþeast@
@northeast corner@|@norþeasthyrne, norþeastrodor@
@northeast end@|@norþeastende@
@northeast wind@|@eastannorðanwind, eastnorþwind, norðaneastanwind@
@northeasterly@|@eastnorþ, norðaneastan@
@northern@|@norð, norðerne, norðeweard, norþ, norþlic@
@northern border@|@norþefes@
@northern fleet@|@norþsciphere@
@northern folk@|@norþfolc, norþleode@
@northern land or shore@|@norþland@
@northern limit@|@norþgemære@
@northern part@|@norþdæl, norþdæl@
@northern people@|@norþþeod@
