@English@|@French@
@groaning@|@gémissement@
@groat; have not a ~@|@sou; ne pas avoir un ~@
@grocer {n}@|@épicier {m}, épicière {f}@
@groceries {npl}@|@provisions {fpl}@
@grocer's {n} [Br.]@|@épicerie {f}@
@grocery {n}@|@épicerie {f}@
@grocery store {n}@|@épicerie {f}@
@grog {n}@|@grog {m}@
@groin {n} [ANAT]@|@aine {f} [ANAT]@
@groin {n} [ARCH]@|@arête {f} de voûte [ANAT]@
@groom [v tr]@|@panser [v tr‚ un cheval]@
@groom {n}@|@valet {m} d'écurie@
@groom {n} [Br.]@|@gentilhomme {m}@
@groom {n} [bridegroom]@|@marié {m} [lors du mariage]@
@grooming {n} [of a horse]@|@pansage {m} [d'un cheval]@
@groove@|@rainer, rainurer@
@grope [v tr]@|@palper [v tr], sentir [v tr], tâter [v tr]@
@grope around [v intr]@|@tâtonner [v intr]@
@grope for [v intr]@|@chercher à tâtons [v intr]@
@grope; to ~ one's way along@|@aveuglette; avancer à l'~@
@gropingly [adv]@|@tâtons; à ~ [loc adv]@
@gross@|@vulgaire@
@gross blunder@|@lourde bévue@
@gross ignorance@|@ignorance crasse@
@gross mass@|@poids total@
@gross national product@|@produit national brut@
@gross profit@|@bénéfice brut@
@gross tonnage (NAUT)@|@jauge brute (MAR)@
@gross weight {n}@|@poids {m} brut@
@grossly [adv]@|@grossièrement [adv]@
@grotesque@|@grotesque@
@grotto@|@grotte@
@ground@|@fond@
@ground (fig)@|@terrain (fig)@
@ground [v tr‚ AERO]@|@interdire de vol [v tr‚ AÉRO], sol; clouer au ~@
@ground {n} [ELEC‚ Am.]@|@terre {f} [ÉLEC]@
@ground coffee@|@café moulu@
@ground crew@|@équipe au sol@
@ground floor box {n} [THEA]@|@baignoire {f} [THÉÂ]@
@ground forces@|@armée de terre@
@ground frost@|@gelée blanche@
@ground glass screen {n}@|@verre {m} dépoli@
@ground steak {n}@|@haché; steak {m} ~@
@ground swell@|@lames de fond@
@ground water {n}@|@phréatique; nappe {f} ~@
@groundhog {n} [ZOOL]@|@marmotte {f} d'Amérique [ZOOL], siffleux {m} [marmotte‚ CAN]@
@groundless [adj]@|@plaisir; à ~ [loc adj]@
@groundnut@|@arachide@
@groundnut {n} [BOT]@|@arachide {f} [BOT‚ plante]@
@groundnut oil {n}@|@arachide {f}; huile d'~@
@grounds@|@terrain@
@grounds (fig)@|@motif (fig), raison@
@grounds; on what ~?@|@raisons; pour quelles ~ ?, titre; à quel ~ ?@
@groundsheet@|@tapis de sol@
@groundsman@|@gardien de stade@
@groundswell@|@fumure@
@group@|@collection, ensemble, troupe@
@group practice {n} [MED]@|@cabinet {m} collectif [MÉD]@
@group therapy {n} [PSYCHO]@|@psychothérapie {f} de groupe@
@grouper {n} [ZOOL]@|@mérou {m} [ZOOL]@
@grouping@|@groupement, regroupement@
@grouse@|@maugréer, râler, ronchonner, rouspéter@
@grouse {n} [ZOOL‚ Bird]@|@grouse {f} [ZOOL], lagopède {m} rouge d'Ecosse@
@grouser@|@râleur, rouspéteur@
@grousing@|@rouspétance@
@grout@|@lait de ciment@
@grove@|@bocage, bosquet@
@grovel@|@ramper, se vautrer@
@grovel before [v intr]@|@plat; être à ~ ventre devant@
@grow [v intr‚ BOT]@|@pousser [v intr‚ BOT]@
@grow [v intr‚become gradually]@|@devenir [v intr]@
@grow [v tr‚ AGR]@|@cultiver [v tr‚ AGR], pousser; faire ~ [AGR]@
@grow less [v intr]@|@diminuer [v intr]@
@grow up [v intr]@|@grandir [v intr]@
@grow; to ~ again@|@repousser [v intr‚ BOT]@
@grow; to ~ in scale@|@ampleur; prendre de l'~@
@grower {n}@|@cultivateur {m}, cultivatrice {f}@
@growing [adj]@|@grandissant(e) [adj], pousse; qui ~ [loc adj]@
@growing crops {npl}@|@récolte {f} sur pied@
@growl [v intr]@|@grogner [v intr], râler [v intr]@
@grown [past part. of grow]@|@crû [pp de croître]@
@grown-up {n}@|@grand {m} [~e personne], grande {f} [~ personne]@
@grown-ups {npl}@|@grandes personnes {fpl}@
@growth {n} [act of growing]@|@accroissement {m}, croissance {f}@
@growth {n} [PATHOL]@|@grosseur {f} [PATHOL‚ tumeur]@
@growth curve {n}@|@courbe {f} de croissance@
@growth retardation {n} [MED]@|@retard {m} de croissance [MÉD]@
@growth targets {npl}@|@objectifs {mpl} de croissance@
@grub (am.)@|@bouffe@
@grub {n} [ZOOL]@|@larve {f} [ZOOL]@
@grubby@|@pouilleux@
@grudge@|@rancune@
@grudge; bear someone a ~@|@vouloir; en ~ à quelqu'un@
@grudge; to ~ bear a ~@|@rancunier; être ~@
@grudge; to bear a ~ against@|@vouloir; en ~ à@
@grudge; to bear sb a ~@|@rancune; garder ~ à qqn@
@grudge; to have a ~ against@|@dent; avoir une ~ contre@
@grudging [adj]@|@donné; fait(e) à ~ [loc adj], enthousiasme; sans ~ [loc adj]@
@grudgingly [adv]@|@contrecœur; à ~ [loc adv], gré; de mauvais ~ [loc adv]@
@grudgingness {n}@|@réticence {f}@
@gruel {n}@|@gruau {m} d'avoine@
@gruelling [adj]@|@exténuant(e) [adj]@
@gruesome [adj]@|@abominable [adj], hideux (-euse) [adj]@
@gruff@|@revêche@
@grumble@|@grogner, râler@
@grumbler@|@bougon, grognon@
@grumpily@|@de façon maussade@
@grumpy@|@de mauvais poil@
@Grunstein-Hogness procedure@|@hybridation sur colonie@
@grunt@|@grogner@
@Gruyère {n} [cheese]@|@gruyère {m} [fromage]@
@Gruyère {n} [dep. in Switz.]@|@Gruyère {f} [région suisse]@
@Gruyère cheese {n}@|@gruyère {m} [fromage]@
@Gruyères {n} [city in Switz.]@|@Gruyères {f} [ville suisse]@
@G-sharp minor {n} [MUS]@|@sol {m} dièse mineur [MUS]@
@Guadeloupe {n}@|@Guadeloupe {f}@
@guarantee [v tr‚ COMM]@|@garantir [v tr‚ COMM]@
@guarantee [vtr‚give a promise]@|@cautionner [v tr], garantir [v tr‚ cautionner]@
@guarantee {n} [COMM]@|@garantie {f} [COMM]@
@guarantee {n} [formal promise]@|@garantie {f} [engagement]@
@guaranteed vintage@|@appellation contrôlée (vin)@
@guarantor@|@accréditeur, garant, répondant@
@guaranty@|@garantie@
@guard@|@défense, garde, garder, préserver@
@guard of honour@|@garde d'honneur@
@guard; to be on ~@|@faction; être de ~ [MIL], garde; être de ~ [MIL]@
@guarded (fig)@|@circonspect@
@guardedly [adv]@|@prudemment [adv]@
@guardhouse@|@corps de garde, salle de police@
@guardian@|@gardien@
@guardian angel@|@ange gardien@
@guardianship@|@garde, tutelle@
@guardrail@|@rambarde@
@guardroom@|@corps de garde@
@Guatemala {n}@|@Guatemala {m}@
@Guatemalan [adj]@|@guatémaltèque [adj]@
@Guatemalan {n}@|@Guatémaltèque {f/m}@
@Guelderland {n} [GEOG]@|@Gueldre {f} [prov. néerland.]@
@Guelders {n} [GEOG]@|@Gueldre {f} [prov. néerland.]@
@guerilla {n} [s. guerrilla ¤]@|@franc-tireur {m (~s~s)}, guérillero {m}, guérilléro {m}@
@guerrilla [adj]@|@guérilla; de ~ [loc adj]@
@guerrilla ¤{n}@|@guérillero {m}, guérilléro {m}@
@guerrilla leader {n}@|@guérilla; chef {m} de ~@
@guerrilla war {n}@|@guérilla {f} [guerre], guerre {f} de partisans@
@guerrilla warfare {n}@|@guérilla {f} [guerre], guerre {f} de partisans@
@guerrillas; band {n} of ~@|@guérilla {f} [troupe]@
@guess@|@conjecture, estimation@
@guess (to)@|@deviner, spéculer@
@guess; at a ~ [adv phr]@|@a priori [loc adv], à priori [loc adv‚ RO], nez; à vue de ~ [loc adv]@
@guess; it's anybody's ~!@|@Dieu seul sait !, qui sait ?@
@guess; to have a ~@|@deviner [v tr], deviner; essayer de ~@
@guessing game {n}@|@devinette {f}@
@guesswork {n}@|@devinette {f}@
@guest@|@convive, hôte, invité@
@guest book {n}@|@livre {m} d'or@
@guest house@|@pension de famille@
@guest room@|@chambre d'amis@
@guffaw@|@gros rire, rire bruyamment@
@guidance@|@conseil, direction@
@guide@|@diriger, guide, guider@
@guide book@|@guide@
@guide line@|@directive@
@guide through@|@écluser@
@guide to second-hand car price@|@argus {m} de l'automobile@
@guidebook@|@guide@
@guided missile@|@missile téléguidé@
@guided tour@|@visite guidée@
@guideline@|@directive, indication@
@guidelines@|@lignes directrices@
@guides@|@poteau indicateur@
@guiding [adj]@|@directeur (-trice) [adj]@
@guild@|@association, guilde@
@guilder@|@florin@
@guile@|@astuce, subtilité@
@guillotine@|@guillotine, guillotiner@
@guilt {n}@|@culpabilité {f}@
@guiltily [adv]@|@coupablement [adv]@
@guiltiness {n}@|@culpabilité {f}@
@guiltless [adj]@|@innocent(e) [adj]@
@guilty [adj]@|@coupable [adj]@
@guilty conscience {n}@|@mauvaise conscience {f}@
@Guinea {n}@|@Guinée {f}@
@guinea {n} [NUMIS‚ HIST]@|@guinée {f} [NUMIS‚ HIST]@
@Guinea Bissau {n}@|@Guinée-Bissau {f}@
@guinea-fowl {n} [ZOOL‚ Bird]@|@pintade {f} [ZOOL‚ Oiseau]@
@guinea-pig {n}@|@cobaye {m}, cochon {m} d'Inde@
@guitar {n} [MUS]@|@guitare {f} [MUS]@
@guitarist {n} [MUS]@|@guitariste {m/f} [MUS]@
@gulden {n} [NUMIS‚ HIST]@|@florin {m} [NUMIS‚ HIST]@
@gulf {n} [abyss]@|@abîme {m}, gouffre {m}@
@gulf {n} [GEOG]@|@golfe {m} [GÉOG]@
@Gulf of Aden {n}@|@Golfe {m} d'Aden@
@Gulf of Danzig {n}@|@Golfe {m} de Gdansk@
@Gulf of Finland {n}@|@Golfe {m} de Finlande@
@Gulf of Mexico {n}@|@Golfe {m} du Mexique@
@Gulf of Saint Lawrence@|@Golfe {m} du Saint-Laurent@
@Gulf Stream {n}@|@Courant {m} du Golf, Gulf Stream {m}@
@gull {n} [ZOOL‚ Bird]@|@goéland {m} [ZOOL‚ Oiseau]@
@gullet {n} [ANAT]@|@œsophage {m} [ANAT]@
@gullibility {n}@|@crédulité {f}@
@gullible [adj]@|@crédule [adj]@
@gully@|@petit ravin@
@gulp@|@avaler, gorgée, lampée, trait@
@gulp down@|@avaler vite, gober@
@gum@|@gencive@
@gumboil@|@fluxion dentaire@
@gumboots {npl}@|@bottes {fpl} en caoutchouc@
@gun@|@fusil@
@gun licence@|@permis de port d'armes@
@gun wound@|@blessure par balle@
@gunboat@|@canonnière@
@gunfight@|@fusillade@
@gunfire@|@canonnade, tir d'artillerie@
@gunman@|@bandit armé@
@gunner@|@artilleur@
@gunpowder {n} [MIL]@|@poudre {f} à canon [MIL]@
@gunpowder factory@|@poudrerie@
@gunrunning@|@trafic d'armes@
@gunshot {n}@|@coup {m} de feu@
@gunslinger {n}@|@franc-tireur {m (~s~s)}, pistolero {m}@
@gunsmith {n} [COMM]@|@armurier {m} [COMM]@
@gunsmith's {n}@|@armurerie {f} [magasin]@
@gunsmith's shop{n}@|@armurerie {f} [magasin]@
@guppy {n} [ZOOL‚ Fish]@|@guppy {m} [ZOOL‚ Poisson]@
@gurgle@|@gargouiller, glouglou, glouglouter@
@gurgling@|@gargouillis@
@gurnard@|@rouget grondin@
@gurnet {n} [ZOOL‚ fish]@|@grondin {m} [ZOOL]@
@guru@|@maître à penser@
@gush@|@jaillir@
@gush [v intr]@|@répandre; se ~ en compliments@
@gush in@|@entrer en bouillonnant@
@gush out@|@couler à gros bouillons, jaillir@
@gust of rain@|@averse@
@gust of wind@|@bourrasque, coup de vent, rafale de vent@
@gustatory@|@gustative@
@gusto@|@vigueur@
@gut@|@entrailles, intestins@
@gut (to)@|@éventrer, vider (intestins)@
@guts@|@courage, cran@
@gutted@|@éventré, vidé@
@gutter@|@gouttière@
@gutter lead@|@noue (écoulement des eaux)@
@gutter press@|@presse à scandale@
@guttural [adj]@|@guttural(e) [adj]@
@guy@|@individu@
@guy-rope@|@corde de tente@
@guzzle [v intr‚ eat greedily]@|@empiffrer; s'~ [v pr], gaver; se ~ [v pr], goinfrer; se ~ [v pr]@
@guzzle [v tr‚ drink greedily]@|@descendre [v tr‚ boire], écluser [v tr‚ boire bcp], ingurgiter [v tr‚ boire]@
@guzzle [v tr‚ eat greedily]@|@bâfrer [v tr], bouffer [v tr], ingurgiter [v tr‚ manger]@
@guzzle [vi‚ drink greedily]@|@imbiber; s'~ [v tr‚ boire bcp]@
@Gwent {n} [Welsh county]@|@Gwent {m} [comté gallois]@
@Gwynedd {n} [Welsh county]@|@Gwynedd {m} [comté gallois]@
@gymnasium {n (s or -sia)}@|@gymnase {m} [SPORT]@
@gymnasium {n} [in Scandinavia]@|@lycée {m}@
@gymnast {n} [SPORT]@|@gymnaste {m} [SPORT]@
@gymnastic apparatuses@|@agrès@
@gymnastics {n}@|@gymnastique {f}@
@gynaecological [adj]@|@gynécologique [adj]@
@gynaecologist {n} [MED]@|@gynécologue {m/f} [MÉD]@
@gynaecology {n} [MED]@|@gynécologie {f} [MÉD]@
@gynecological [adj‚ Am.]@|@gynécologique [adj]@
@gynecology {n} [MED‚ Am.]@|@gynécologie {f} [MÉD]@
@gyp {n} [an act of cheating]@|@duperie {f}@
@gyp {n} [pain]@|@peine {f} [affliction]@
@gyp {n} [scolding]@|@réprimande {f}@
@gypped [adj]@|@escroqué(e) [adj]@
@gyppo@|@ouvrier aux pièces@
@gypsum@|@plâtre@
@gypsum flower {n}@|@rose {f} des sables@
@Gypsy {n (-ies)}@|@Égyptien {m} [tzigane], manouche {m}, Tzigane {m/f}, zingaro {m (-ri)}@
@Gypsy moth {n} [ZOOL]@|@Bombyx {m} disparate [ZOOL]@
@gyrase {n} [BIOCH]@|@gyrase {f} [BIOCH]@
@gyrating@|@giratoire@
@gyration@|@giration, torsion@
@gyratory@|@giratoire@
@gyroscope@|@gyroscope@
@gyrostat@|@gyrostat@
@H [CHEM‚ symbol of hydrogen]@|@H [symbole de l'hydrogène]@
@H {n} [Roman alphabet]@|@H {m} [alphabet latin]@
@haberdasher@|@mercier@
@haberdasher's shop@|@mercerie@
@haberdashery@|@mercerie@
@habit@|@accoutumance, coutume, habitude@
@habit; it has grown into a ~@|@habitude; c'est devenu une ~@
@habitable [adj]@|@habitable [adj]@
@habitat@|@habitat@
@habitation@|@demeure, habitation@
@habit-forming@|@qui crée une accoutumance@
@habitual@|@d'usage, habituel@
@habitual criminal@|@récidiviste@
@habitually [adv]@|@habitude; d'~ [loc adv], habituellement [adv]@
@habituate@|@accoutumer à, habituer@
@habituation {n}@|@accoutumance {f}@
@Habsburg@|@Habsbourg@
@HACCP@|@HACCP@
@hacienda@|@hacienda, propriété foncière@
@hack@|@entaille, hacher, tailler@
@hack about@|@mutiler@
@hack off@|@trancher@
@hack up to pieces@|@tailler en pièces@
@hack writer@|@mauvais écrivain@
@hacker@|@pirate@
@hackney cab@|@fiacre@
@hackneyed@|@banal, rebattu, usé@
@hackneyed expression@|@cliché (fig)@
@hacksaw {n}@|@scie {f} à métaux@
@haddock {n} [ZOOL]@|@aiglefin {m} [ZOOL], églefin {m} [ZOOL]@
@Hades {n} [MYTH‚ underworld]@|@enfers {mpl} [MYTH]@
@Hadith {n} [REL]@|@hadith {mpl} [REL musulmane]@
@haematology {n} [MED]@|@hématologie {f} [MÉD]@
@haematoma {n}@|@hématome {m}@
@haemoglobin {n} [BIOCH]@|@hémoglobine {f} [BIOCH]@
@haemophilia {n} [PATHOL]@|@hémophilie {f} [PATHOL]@
@haemophiliac {n} [PATHOL]@|@hémophile {m/f} [PATHOL]@
@haemorrhage {n} [PHYSIO]@|@hémorragie {f} [PHYSIO]@
@haemorrhoid {n} [PATHOL]@|@hémorroïde {f} [PATHOL]@
@hafnium {n} [CHEM]@|@hafnium {m} [CHIM]@
@haft@|@manche, poignée@
@hag {n} [a witch]@|@sorcière {f}@
@hag {n} [an ugly old woman]@|@sorcière {f}; vielle ~[mégère]@
@haggard@|@décharné, hagard, hâve@
@haggle@|@marchander@
@haggle (to)@|@chicaner, lésiner, marchander@
@haggling@|@marchandage@
@hail@|@acclamer, grêle, héler, saluer@
@hail (weather)@|@grêle, grêler@
@hail from@|@venir de@
@Hail Mary@|@Ave Maria@
@hail of bullets@|@mitraille@
@hail; within ~ [adj phr]@|@portée; à ~ de voix [loc adj]@
@hailstone@|@grêlon@
@hailstorm@|@averse de grêle@
@Hainaut {n} [Walloon province]@|@Hainaut {m}[province wallonne]@
@hair {n}@|@chevelure {f}, cheveu {m (x)}@
@hair piece{n}@|@postiche {m}@
@hair remover{n}@|@crème {f} épilatoire@
@hair spray{n}@|@laque {f}@
@hair; by a ~'s breadth@|@in extremis [adv]@
@hair;body ~ {n}@|@poil {m} corporel@
@hairbreadth [adv]@|@cheveu; à un ~ [loc adv], justesse; de ~ [loc adv]@
@hairbrush {n}@|@brosse {f} à cheveux@
@hair-curler {n}@|@bigoudi {m}@
@haircut {n}@|@coupe {f} de cheveux@
@hairdo {n}@|@coiffure {f} [arrangement]@
@hairdresser {n}@|@coiffeur {m}@
@hairdresser; female ~ {n}@|@coiffeuse {f}@
@hairdresser's {n}@|@salon {m} de coiffure@
@hairdressing {n}@|@coiffure {f} [arrangement]@
@hairdressing salon {n}@|@salon {m} de coiffure@
@hair-drier {n}@|@fœhn {m} [sèche-cheveux‚ CH], sèche-cheveux {m inv}, séchoir {m} à cheveux@
@hair-dryer {n}@|@fœhn {m} [sèche-cheveux‚ CH], sèche-cheveux {m inv}, séchoir {m} à cheveux@
@hair-grip {n}@|@pince {f} à cheveux@
@hairless [adj]@|@chauve [adj], glabre [adj]@
@hairlessness {n}@|@calvitie {f}@
@hairpiece {n}@|@perruque {f}@
@hairpin {n}@|@épingle {f} à cheveux@
@hairs@|@cheveux@
@hairsbreadth; by a ~@|@cheveu; à un ~ [loc adv], justesse; de ~@
@hairspring (CLOCK)@|@ressort spiral@
@hairstyle {n}@|@coiffure {f} [coupe]@
@hairy@|@chevelu, poilu, velu@
@Haiti@|@Haïti@
@hake {n} [COMM]@|@colin {m} [COMM‚ merlu]@
@hake {n} [ZOOL]@|@merlu {m} [ZOOL], saumon {m} blanc [ZOOL]@
@hale [adj]@|@robuste [adj], vigoureux (-euse) [adj]@
@half- [adj‚ pref]@|@demi- [adj‚ préf], hémi- [adj‚ préf]@
@half- [adv‚ pref]@|@demi; à ~ [loc adv], moitié; à ~ [loc adv]@
@half {n}@|@demi {m}, moitié {f}@
@half an hour@|@demi heure@
@half as big as@|@moitié moins grand que@
@half as much again@|@moitié plus@
@half as much as@|@moitié moins que@
@half done@|@semi fini@
@half length portrait@|@portrait en buste@
@half smile@|@sourire en coin@
@half-and-half [adv]@|@moitié-moitié [adv]@
@half-board {n}@|@demi-pension {f (~~s)}@
@half-brother {n}@|@demi-frère {m (~~s)}@
@half-caste@|@métis@
@half-cocked [adj]@|@ivre; à moitié ~ [loc adj]@
@half-dead [adj]@|@mort(e); à moitié ~ [loc adj]@
@half-fare {n}@|@demi-tarif {m (~~s)}@
@half-fill@|@remplir à moitié@
@half-hearted@|@peu enthousiaste@
@halfhearted [adj]@|@enthousiasme; sans ~ [loc adj]@
@half-heartedly@|@sans entrain@
@halfheartedness {n}@|@réticence {f}, tiédeur {f} [manque d'ardeur]@
@half-light@|@pénombre@
@half-make a gesture [v tr]@|@esquisser un geste [v tr]@
@half-mast@|@mettre en berne@
@half-mast the flag@|@berne; mettre le pavillon en ~@
@half-mast; at ~@|@berne; en ~, mis-mât; à ~@
@half-mast; flag {n} at ~@|@berne; pavillon {m} en ~@
@half-open@|@entrebâillé, entrebâiller, s'entrouvrir@
@half-price [adv]@|@prix; à moitié ~ [loc adv]@
@half-staff the flag@|@berne; mettre le pavillon en ~@
@half-staff; at ~ [Am.]@|@mis-mât; à ~@
@half-starved@|@famélique@
@half-timbered@|@en colombage@
@half-timbered house@|@maison à colombage@
@half-timbering@|@colombage@
@half-time {n} [SPORT]@|@mi-temps {f inv} [SPORT]@
@halftone {n}@|@demi-teinte {f (~~s)}, demi-ton {m (~~s)}@
@halfway [adv]@|@mi-chemin; à ~ [loc adv]@
@half-wit@|@demeuré (péj), pauvre d'esprit@
@half-year@|@semestre@
@half-yearly@|@semestriel@
@halibut@|@flétan@
@hall@|@entrée, hall, vestibule@
@hall of fame@|@Panthéon@
@hall porter@|@concierge@
@hallmark@|@contrôle, poinçon, poinçonner@
@hallow@|@sanctifier@
@Hallowe'en@|@veille de la Toussaint (la)@
@hallowing@|@sanctification@
@halls of residence@|@cité universitaire@
@hallucinate@|@halluciner@
@hallucination@|@hallucination@
@hallway@|@couloir, vestibule@
@halo@|@auréole@
@halt@|@arrêt, halte, s'arrêter@
@halter@|@longe@
@halting@|@hésitant, imprécis@
@halve@|@réduire de moitié@
@ham@|@jambon@
@Hamburg@|@Hambourg@
@hamburger@|@hamburger@
@hamlet@|@hameau@
@hammer@|@marteau, marteler@
@hammer; power ~ {n}@|@marteau-pilon {m (~x~s)}@
@hammering@|@martelage@
@hammock@|@hamac@
@hamper@|@bourriche, huche, panier d'osier@
@Hampshire {n} [English county]@|@Hampshire {m} [comté anglais]@
@hamster {n} [ZOOL]@|@hamster {m} [ZOOL]@
@hand [v tr]@|@donner [v tr‚ remettre], remettre [v tr‚ délivrer]@
@hand [v tr] … on to …@|@passer [v tr] de … à …@
@hand {n} [ANAT]@|@main {f} [ANAT]@
@hand {n} [applause‚ colloq]@|@applaudissement {m}@
@hand {n} [author]@|@main {f} [auteur]@
@hand {n} [bunch of bananas]@|@régime {m} de bananes@
@hand {n} [in a game]@|@main {f} [jeu]@
@hand {n} [pledge of marriage]@|@main {f} [symbole du mariage]@
@hand {n} [pointer of a clock]@|@aiguille {f} (d'un cadran)@
@hand {n} [skill]@|@main {f} [habileté]@
@hand {n} [unit of measure]@|@main {f} [unité de mesure]@
@hand {n} [worker]@|@ouvrière {f}@
@hand {n}; hour ~ [of a clock]@|@aiguille {f} des heures, aiguille {f}; petite ~ [HORL]@
@hand {n}; minute ~[of a clock]@|@aiguille {f} des minutes, aiguille {f}; grande ~ [HORL]@
@hand back@|@rendre@
@hand basin {n}@|@lavabo {m}, lave-mains {m inv}@
@hand brush@|@balayette@
@hand down@|@léguer, transmettre@
@hand drill@|@drille@
@hand fork {n}@|@déplantoir {m}@
@hand gear@|@levier@
@hand grenade@|@grenade@
@hand in@|@remettre@
@hand in hand@|@main dans la main@
@hand in one's checks@|@mourir@
@hand in one's resignation@|@remettre sa démission@
@hand it round@|@faire circuler (document)@
@hand labour@|@travail manuel@
@hand lever@|@manette@
@hand luggage {n}@|@bagages {mpl} à main@
@hand made@|@fait à la main@
@hand on@|@transmettre@
@hand out@|@distribuer@
@hand over@|@rendre@
@hand over personally [v tr]@|@remettre en main propre [v tr]@
@hand over the money direct@|@payer de la main à la main@
@hand over to sb@|@passer la parole à qqn@
@hand round@|@faire circuler@
@hand towel {n}@|@essuie-main {m inv}@
@hand transport@|@bardage@
@hand writing@|@écriture manuelle@
@hand; a picture by the same ~@|@main; un tableau de la même ~@
@hand; at ~ [adj phr]@|@main; sous la ~ [loc adj]@
@hand; at first ~ [loc adv]@|@main; de première ~[loc adv]@
@hand; by ~ [adv phr]@|@main; à la ~ [loc adv]@
@hand; from ~ to mouth[adv phr]@|@jour; au ~ le ~ [loc adv]@
@hand; on ~s and knees [adv]@|@patte; à quatre ~s [loc adv]@
