@English@|@Naskapi@
@light-weight (stone@|@iyaahkaapiskaaw (vii)@
@light-weight: he/she is ~@|@iyaastisuw (vai-i)@
@like him/her: he/she ~s@|@miywaaimaaw (vta)@
@like it: he/she ~s@|@miywaaihtim (vti)@
@like the looks of him/her/it (an.): he/s doesn't ~@|@waakaasinuwaaw (vta)@
@like the looks of him/her: he/she ~s@|@miyuunaawaaw (vta)@
@like the looks of it: he/she ~s@|@miyuunim (vti)@
@like the looks of it: he/she doesn't ~@|@waahkaasinim (vti)@
@like the sound of him/her/it (an.): he/she ~s@|@miyuuhtuwaaw (vta)@
@likeness@|@isinaakusuun (ni)@
@limp: he/she ~s@|@maaschipiyuw (vai+i)@
@line drawn: there is a ~@|@puuskusinaataaw (vii)@
@line it (an.) up: he/she ~s@|@kuiiskumwaahaaw  (vta)@
@line it up: he/she ~s@|@kuiiskumuuhtaaw  (vai+o)@
@ling@|@miyiy (na)@
@liniment@|@suupwaachiiun (ni)@
@lining for leather mittens@|@piihtuunaaustisaan (na)@
@linoleum@|@kaaitaakistaach (nip)@
@lion@|@misipisuw (na)@
@lip: his/her upper ~@|@wiituch (nid)@
@lipstick@|@kaamiihkutuunaanuuch (nip)@
@liquid fuel@|@pimiiy (na)@
@liquid) over: he/she ~s@|@kutipipiyaahaaw (vta)@
@liquid: it (an.) is ~@|@musaakimisiiw (vai)@
@liquid: it is ~@|@musaakimuw (vii-i)@
@liquid: it is red ~@|@miihkwaakimuw (vii-i)@
@liquid: it is seasoned (salty or sweet) ~@|@siiwaakimuw (vii-i)@
@liquor: hard ~@|@iskutaawaapuy (ni)@
@listen to him/her: he/she ~s@|@nituuhtuwaaw (vta)@
@listen to him/her: he/she goes to ~@|@pischiituwaaw (vta)@
@listen to it: he/she ~s@|@nituuhtim (vti)@
@listen to it: he/she goes to ~@|@pischiihtaaw (vai+o)@
@little value: it is of ~@|@waahtin (vii)@
@live righteously: he/she ~s@|@kuiiskutaatisiiw (vai)@
@live: it ~s@|@pimitin (vii)@
@liver: his/her ~@|@uskun (ni)@
@living together: they are four ~@|@naauiichiisuuch (vai-u pl)@
@living together: they are many ~@|@miihchaatuiichiisuuch (vai-u)@
@living together: they are three ~@|@nistuiichiisuuch (vai-u pl)@
@living together: they are two ~@|@niisuiichiisuuch (vai-u pl)@
@living: he/she/it (an.) is ~@|@pimaatisiiw (vai)@
@load a toboggan or sled: he/she ~s@|@utaapaaniihchaaw (vai)@
@load him/her/it (an.) into smth: he/she ~s@|@puusaahaaw (vta)@
@load it into smth (canoe@|@puusiihtaaw (vai+o)@
@load things into smth: he/she ~s@|@puusitaasuw (vai-u)@
@loader@|@kaasuuhchiit (nap)@
@location to set fish hooks: it is a ~@|@kuskaanuuw (vii-uu imp)@
@log@|@mistikw (ni)@
@logging@|@nuutaahtikwaaw (vai)@
@lonely because he/she misses him/her: he/she is ~@|@mwaastaataaw (vta)@
@lonely because he/she misses it: he/she is ~@|@mwaastaatim (vti)@
@lonely by his/her absence: he/she makes him/her ~@|@mwaastaachaahaaw (vta)@
@lonely by his/her absence: he/she makes it ~@|@mwaastaachiihtaaw (vai+o)@
@lonely: he/she sounds ~@|@mwaastaasiihtaakusuw  (vai-i)@
@long (an.@|@chinwaaskusuw (vai-i)@
@long (stick-like): it is ~@|@chinwaaskun (vii)@
@long ago@|@wiipich (p)@
@long distance: he/she thinks of it as a ~@|@piihtaaihtim (vti)@
@long fingers: he/s has ~@|@chinutiihchaaw (vai)@
@long for him/her: he/she ~s@|@muustaanaaimaaw (vta)@
@long for it: he/she ~s@|@muustaanaaihtim (vti)@
@long for: he/she ~s@|@siipaaimaaw (vta)@
@long hands: he/she has ~@|@chinutiihchaaw (vai)@
@long time@|@naaus (p)@
@long time: a ~@|@naaus (p)@
@long time: for a ~@|@naaus (p)@
@long way: he/s travels a ~@|@piichiiw (vai)@
@long way: it is possible to see a ~@|@piihtaaminaakun (vii)@
@long while: (for) a ~@|@saamaach (p)@
@long-lasting: it is ~@|@siipin (vii)@
@longs: he/she ~@|@siipaaihtim (vti)@
@long-suffering about him/her: he/she is ~@|@naahkaataaimaaw (vta)@
@long-suffering about it: he/she is ~@|@naahkaataaihtim (vti)@
@long-suffering: he/she is ~@|@naahkaatispinaaw (vai)@
@look after children: he/she ~@|@kinuwaasaaw (vai)@
@look after him/her: he/she ~s@|@kinuwaapimaaw (vta)@
@look after it for him/her: he/she ~s@|@kinuwaaihtimuwaaw (vta)@
@look after: he/she ~s@|@kinuwaapaahtim (vti)@
@look at him/her/it (an.) with binoculars: he/she ~@|@tuuskaapimaaw (vta)@
@look at it with binoculars: he/she ~s@|@tuuskaapaahtim (vti)@
@look at it without being seen: he/she ~s@|@chiimusaapaahtim (vti)@
@look back: he/she ~s@|@aapisaapuw (vai-i)@
@look capable: he/she ~s@|@chisuusunaakusuw (vai-i)@
@look for money in it: he/she ~s@|@nituusuunaayaawaatim (vti)@
@look frightful: he/she/it (an.) ~s@|@kustaachiiunaakusuw (vai-i)@
@look hard to do: it ~s@|@aaiminaakun (vii)@
@look him/her/it (an.) over: he/she ~s@|@tipaapimaaw (vta)@
@look it over: he/she ~s@|@tipaapaahtim  (vti)@
@look like: he/she ~s@|@isinaakusuw (vai-i)@
@look out! watch out!@|@aakwaa (p)@
@look peaceful: it ~s@|@chiiyaamaaunaakun (vii)@
@look strong: it ~s@|@suuhchinaakun (vii)@
@look young: it ~s@|@ustiniichiunaakun (vii)@
@looked after: it is to be ~@|@kinuwaaihtaakun (vii)@
@looking after him/her: he/she is busy ~@|@aaimiihkaawaaw (vta)@
@looking after: he/she is ~@|@kinuwaapuw (vai-i)@
@looking for it@|@nituuwiiutim (vti)@
@looks after it: he/she ~@|@kinuwaaihtim (vti)@
@looks like: it ~@|@isinaakun (vii)@
@loon (Gavia immer): common ~@|@mwaakw (na)@
@loon (Gavia stellata): red-throated ~@|@aasimwaakw (na)@
@'loon month')@|@aasimwaakw-piisim (na-w)@
@loops on the side of a tent for ropes@|@sistipiihkaan (ni)@
@loose: it is ~@|@misaapiyuw (vai/ii-i)@
@loosen in the heat: it (an.) ~s@|@paahkutiikaasuw (vai-u)@
@loosen in the heat: it ~s@|@paahkutiihkaataaw (vii)@
@lop-sided: it is ~@|@uuhpimaayaaw (vii)@
@lord@|@tipaaiihchichaasuw (na)@
@lose him/her/it (an.): he/she ~s@|@unaahaaw (vta)@
@lose it: he/she ~s@|@uniihtaaw (vai-o)@
@lost: it is ~@|@uniihtin (vii)@
@lot on his/her mind: he/she has a ~@|@chiiskwaayaaihtim (vti)@
@lotion@|@suupwaachiiun (ni)@
@lottery: he/she draws it (an.) in a (drawing) ~@|@taaunaaw (vta)@
@lottery: he/she draws it in a (drawing) ~@|@taaunim (vti)@
@loud: it is ~@|@chiswaawaamikin (vii)@
@louse@|@iihkw (na)@
@lovable: he/she is ~@|@suwaaihtaakusuw (vai-i)@
@love@|@saachiihiiyiwaaun (ni)@
@love him/her: he/she ~s@|@saachaahaaw (vta)@
@love it: he/she ~s@|@saachiihtaaw (vai+o)@
@lower him/her/it down: he/she ~s@|@pistaapiihchaasimaaw (vta)@
@lower himself/herself down: he/she ~s@|@pistaapiihchaasimutim (vti), pistaapiihchaasimutuwaaw (vta), pistaapiihchaawiiw (vai)@
@lower it (an.) down: he/she ~s@|@pistaapiihchaanaaw (vta)@
@lower it (ex. sail): he/she ~s@|@niihtaakaaham (vti)@
@lower it down: he/she ~s@|@pistaapiihchaanim (vti), pistaapiihchaapiihtaaw (vai+o)@
@lower leg bone: his/her ~@|@uskaatikin (nid)@
@lubricant@|@tuuminikin (ni)@
@luck: no ~@|@aaiwaas (p)@
@luckless@|@aaiwaas (p)@
@lucky charm@|@nituchikin (ni)@
@lump of it: there is a big ~@|@piskutimuw (vai/ii-u)@
@lump on his/her/its skin: he/she/it has a ~@|@piskupiyuw (vai/ii-i)@
@lump on the ice: it is a ~@|@piskusikwaaw (vii)@
@lump or in his/her flesh: he/s has a ~@|@piskusiiw (vai)@
@lump-like: it (an.) hangs ~@|@piskutikuchin (vai)@
@lumpy@|@pipaaskusiiw (vai r)@
@lumpy: it is ~@|@pipiskwaaw (vii r)@
@lunch@|@niimaaun (ni)@
@lunch bag@|@niimaaut (ni)@
@lunch box@|@niimaaut (ni)@
@lunch sack@|@niimaaut (ni)@
@lunch: he/she takes ~@|@niimaaw (vai)@
@lunches: he/she makes ~@|@niimaauniihchaaw (vai)@
@lunches: he/she packs ~@|@niimaauniihchaaw (vai)@
@lung: his/her ~@|@wiihpin (nid)@
@lungs are swollen: his/her ~@|@paachipinaapiyuw (vai-i)@
@lust@|@michinituwaaihtimuun (ni)@
@lye water@|@piihkutaawaapuy (ni)@
@lynx@|@pisuw (na)@
@lynx meat@|@pisuw-wiyaas (ni)@
@lynx skin@|@pisuuyaan (na)@
@lynx snares: he/she sets ~@|@pisuukutaaw (vai)@
@lynx trap@|@pisuuschiihkumaan (ni)@
@lynx trap: he/she sets a ~@|@pisuustaaw (vai)@
@lynx: young ~@|@pisiis (na d)@
@magic tricks: he/she performs ~@|@minituusiiw (vai)@
@magistrate@|@kaatipaaskuiichaat (nap)@
@make a big thing of it: he/she ~s@|@mimaahikwaaihtim (vti r)@
@make a bridge with smth: he/she ~@|@aasuukiniihkaachaaw (vai)@
@make a bridge: he/she ~s@|@aasuukiniihchaaw (vai0@
@make a cake: he/she ~s@|@yaakaautuuchaaw (vai)@
@make a canoe: he/she ~s@|@astuiiw (vai)@
@make a cracking noise from the cold: it ~s@|@mitwaayaaskitin (vii)@
@make a face without knowing it: he/she ~s@|@maahchiihkwaapiyuw (vai-i)@
@make a hole in it (an.) with a saw: he/she ~s@|@paakuchipuyaaw (vta)@
@make a hole in it (an.) with an axe: he/she ~s@|@paakuchikaahwaaw (vta)@
@make a hole in it by hand or paws: he/s/it ~s@|@paakuchipitim (vti)@
@make a hole in it by his/her movement: he/she ~s@|@paakuchisimaaw (vta)@
@make a hole in it with a saw: he/she ~s@|@paakuchiputaaw (vai+o)@
@make a hole in it with an axe: he/she ~s@|@paakuchikaaham (vti)@
@make a hole with a chisel: he/she ~s@|@paakutaaichaaw (vai)@
@make a long speech: he/she ~s@|@chinwaapaachinim  (vti)@
@make a noise by hitting it repeatedly: he/she ~s@|@mimitwaaham (vti r)@
@make a paddle: he/she ~s@|@apuuchaaw (vai)@
@make dust (an.): he/she/it ~s@|@pichiihtaapiihtaaw (vai)@
@make fun of him/her: he/she ~s@|@unisaaw (vta)@
@make fun of smth: he/she ~s@|@unisitaaw (vai)@
@make him/her comfortable: he/she ~s@|@miywaaimwaahaaw (vta)@
@make him/her look like: he/she ~s@|@isinaakwaahaaw (vta)@
@make it (an.@|@chinwaaskwaahaaw (vta)@
@make it (an.) last a long time: he/she ~s@|@piisaakunaaw (vta)@
@make it (an.) lean to the side (skidoo): he/she ~s@|@uuhpimaaskaahwaaw (vta)@
@make it (an.) long: he/she ~s@|@chinwaahaaw (vta)@
@make it (stick-like): he/she ~s@|@chinwaaskwaahtaaw (vai+o)@
@make it at an angle (an.): he/she ~s@|@piimikaamaahaaw (vta)@
@make it at an angle: he/she ~s@|@piimikaamaahtaaw (vai+o)@
@make it break off by moving it: he/she ~s@|@kiskichipiihtaaw (vai+o)@
@make it fall over: he/s ~s@|@kuwaapinim (vti)@
@make it last a long time: he/she ~s@|@piisaakunim (vti)@
@make it long: he/she ~s@|@chinuuhtaaw (vai+o)@
@make it look like: he/she ~s@|@isinaakuuhtaaw (vai+o)@
@make it shorter by tool (an.)@|@achuuwaahwaaw (vta)@
@make moccasins/shoes/boots: he/she ~s@|@mischiniihchaaw (vai)@
@make one of it: he/s ~s@|@paaikuuhtaaw (vai+o)@
@make signs with his/her hand: he/she ~s@|@chistinuwaatiihchaawiiw (vai)@
@make smth worse: he/she ~s@|@aahkwaachiihtaaw (vai+o)@
@make snowshoes: he/she ~s@|@asaamiihchaaw (vai)@
@make socks: he/she ~s@|@asikiniihchaaw (vai)@
@make someone else's bed for him/her: he/she ~@|@kuusimuniihkuwaaw (vta)@
@make sure@|@yaaitaay (p)@
@make the water move: he/she ~s@|@aahtaakimipiihtaaw (vai)@
@make things from wood: he/she ~s@|@iyuuniihchaaw (vai)@
@make things nice: he/she ~s@|@miyustaasuw (vai-u)@
@make: he/she ~s@|@usiihtaaw (vai+o)@
@maker of moccasins@|@mischiniihchaaw (na)@
@making his/her bed: he/she is ~@|@kuusimuniihkaasuw (vai-u)@
@making up his/her mind: he/she is ~@|@kukwaataaihtim (vti r)@
@Maliotenam: Village of ~@|@maaniiutaanaam (ni)@
@man: bad ~@|@michinaapaaw (na)@
@man: old ~@|@chisaaiiyuw (na), chisaanaapaaw (na)@
@man: poor ~@|@chistimaachik (na)@
@man: ugly ~@|@michaapaaw (na)@
@manage to pull him/her/it (an.): he/she ~s@|@suupitaaw (vta)@
@manager@|@uchimaaw (na)@
@manager: assistant ~@|@uchimaas (na d)@
@manager: bank ~ (na)@|@suunaayaauchiwaapis-uchimaaw@
@manager's house@|@uchimaauchiwaahp (ni)@
@manners@|@iihtuun (ni)@
@many@|@miihchaat (p)@
@many different ways (locations@|@miihchaatuwiich (p)@
@many times@|@miihchaatutaahtwaaw (p), miihchaatwaaw (p)@
@many: there (an.) are ~@|@miihchaatuuch (vai-uu pl)@
@map@|@aschiiumisinaaikin (ni)@
@March (lit.@|@michisu-piisim (na-w)@
@marijuana@|@kaapiihtwaataakinuuch (nip)@
@mark it by cutting: he/she ~s@|@chistiniwaachisim (vti)@
@mark it so it can be distinguished (an.): he/she ~@|@chistinuwaachaahaaw (vta)@
@mark it: he/she ~s@|@chistiniwaachiihtaaw (vai+o), chistinuwaachiihtaaw (vai+o)@
@marker@|@chistinuwaachiihtaakin (ni)@
@married: he/she pretends to be ~@|@niipuuhkaasuw (vai-u)@
@marrieda: he/she gets ~@|@niipuuw (vai-uu)@
@marrow@|@wiin (ni)@
@marrow: he/she extracts bone ~@|@pikisuw (vai-u)@
@marten (Martes americanus)@|@waapistaan (na)@
@marten skin: he/she stretches a ~@|@siipaahaayaapistaanuwaaw (vai)@
@marten trap@|@waapistaanuschiihkumaan (ni)@
@marten trap: he/she sets a ~@|@waapistaanustaaw (vai)@
@marten: female ~@|@iskwaayaapistaan (na)@
@marten: he/she skins a ~@|@paahkunaapistaanwaaw (vai)@
@marten: male ~@|@naapaayaapistaan (na)@
@marten: young ~@|@waapistaanis (na d)@
@marten: young female ~@|@iskwaayaapistaanis (na d)@
@marten: young male ~@|@naapaayaapistaanis (na d)@
@mash berries: he/she ~s@|@pichiskaaiminaaw (vai)@
@mash it (an.) with his/her weight: he/she ~s@|@pichiskuwaaw (vta)@
@mash it (potatoes): he/she ~s@|@pichiskaaikinim (vti)@
@mash it with his/her body or feet: he/she ~s@|@pichiskim (vti)@
@mash it: he/she ~s@|@sikwaahwaaw (vta)@
@mashed: it's ~@|@pichiskaaw (vii)@
@masher (ex for potatoes)@|@pichiskaaikin (ni)@
@massage him/her: he/she ~s@|@suukwaachinaaw (vta)@
@massage himself/herself: he/she ~s@|@suukwaachiniisuw  (vai-u)@
@mast of a ship@|@mistikuuhkaanaaskw (na)@
@mast pole@|@pimaasuwaakinaahtikw (ni)@
@masturbate: he/she ~s@|@nuuchiihiisuw (vai-u)@
@match@|@kutuwaakin (ni)@
@Matimekosh: village of ~@|@maatimaakus (ni)@
@May (lit.@|@aasimwaakw-piisim (na-w)@
@maybe@|@kwaaswaan (p)@
@me@|@niiy (pro)@
@meal: evening ~@|@utaakusiiumiichisunaanuuw@
@mean: he/she is ~@|@michikaausiiw (vai)@
@meander: he/she ~s@|@waawaaihtaaw (vai r)@
@meanwhile@|@maakwaach (p)@
@measles@|@kaamiihkusaanuuch (nip)@
@measure him/her/it (an.) with a look: he/she ~s@|@tipaapimaaw (vta)@
@measure him/her/it (an.) with a ruler: he/she ~s@|@tipaaskunaaw  (vta)@
@measure him/her/it(an.) with tape measure: he/s ~s@|@tipaapaataaw (vta)@
@measure it w/ ruler: he/s ~s@|@tipaaskunim (vti)@
@measure it with a look: he/she ~s@|@tipaapaahtim (vti)@
@measure it with a tape measure: he/she ~s@|@tipaapaatim (vti)@
@measure with a line: he/she ~s@|@tipaapaakaaichaaw (vai)@
@measuring tape@|@tipaaikin (ni)@
@meat roasted on a stick@|@apwaan (ni)@
@mechanic@|@kaaschiihkumaaniichaat (nap)@
@medicine@|@nituuhkuun (ni)@
@medicine (for pain)@|@uchipitikwaapuy (ni)@
@medicine: bush ~@|@nuuhchimiiunituuhkuun (ni)@
@medicine: cough ~@|@ustumu-nituuhkuun (ni)@
@medicine: he/she/it (an.) smells like ~@|@wiinituuhkuunimaakusuw (vai-i)@
@medicine: it smells like ~@|@wiinituuhkuunimaakin (vii)@
@meditation@|@maamitunaaihtimuun (ni)@
@meet him/her before he/she arrives: he/s goes to ~@|@nituunichiskuwaaw (vta)@
@meet him/her: he/she goes to ~@|@nitwaapuskuwaaw (vta)@
@meet him/her: he/she is on his/her way to ~@|@naachiskuwaaw (vta)@
@meet it before it arrives: he/she goes to ~@|@nituunichiskim (vti)@
@meet with people: he/s ~s@|@nistuwiiw (vai)@
@meeting): he/s ~@|@waahkaaiiwaaw (vai+o)@
@meeting): he/she@|@waahkaaiiwaaw (vai+o)@
@meeting: he/she goes to a ~@|@nistuwiiw (vai)@
@meeting: he/she has a ~@|@nistuwiiw (vai)@
@meeting: there is a ~@|@nistuwiinaanuuw (vai-uu pl)@
@melt (ex snow): it ~s@|@tiihkaakusuw (vai-i)@
@melt a bigger hole: the snow ~s@|@piiskaayaakuuhtaaw (vii)@
@melt away (in spring): the snow starts to ~@|@maastaakusuw (vai-i)@
@melt it: he/she ~s@|@tiihkaapaautaaw (vai+o)@
@melt metal: he/she ~s@|@chiihchim (vti)@
@melt off: it ~s@|@miniihkuuhtaaw (vii)@
@melt snow: he/she ~s@|@chiipaakisuwaaw (vai)@
@melt: it (an.@|@chiipaakusuw (vai-u)@
@melt: it ~s@|@tiihkaapaawiiyaaw (vii)@
@memory@|@mituunaaichikin (ni)@
@memory: he/she has a good ~@|@siipichischuw (vai-i)@
@mending: he/she is ~@|@miisaaichaaw (vai)@
@Menihek Dam@|@minaaikw (ni)@
@Menihek Lake@|@minaaikw (ni)@
@mental hospital@|@chiiskwaauchiwaahp (ni)@
@mercy@|@chisaawaatisiiun (ni)@
@merganser (Mergus spp)@|@usikw (na)@
@mermaid@|@taamipaakuskwaaw (na)@
@merman@|@taamipaakw-iiyuw (na)@
@mesh: he/she makes it (an.@|@sikwaahwaaw (vta)@
@mesh: he/she makes it with fine ~@|@sikwaaham (vti)@
@mess: he/she leaves smth (an.) laying in a ~@|@pinuwiiw (vai-u)@
@messy from wetness: it is ~@|@iyipaataapwaawaaw (vii)@
@messy with mud: it is ~@|@iyipaachischuukaaw (vii)@
@messy with sand: it is ~@|@iyipaataawaahkaaw (vii)@
@messy: it is ~@|@iyipaatin (vii)@
@metal@|@isaakw (ni), isaakwaapiskw (ni), puutuwaapischisuw (vai-i)@
@metal spring@|@aahchaapiiy (na)@
@metal) has a ~@|@kaahtipaasuw (vai-i d)@
@metal) is a ~@|@kaahtipaapiskaaw (vii)@
@metal) it is ~@|@maaskaapiskaaw (vii), miihchaapiskaaw (vii), ustuuwaapischisuw (vai-i), ustuuwaapiskaaw (vii)@
@metal) straight across: he/s ~s@|@tiskimaapiskimuuhtaaw (vai+o)@
@metal) to a point: he/she ~s@|@chiinaapischiputaaw (vai+o), chiinaapischipuyaaw (vta)@
@metal): he/she ~s@|@naawaapiskimuuhtaaw (vai+o), niiswaapiskimuuhtaaw (vai+o), nistwaapiskimuuhtaaw (vai+o), tuumaapischinim (vti)@
@metal): it has a ~@|@piskwaapischisuw (vai-i), piskwaapiskaaw (vii)@
@metal): it is ~@|@iyaahkaapischisuw (vai-i), iyaahkaapiskaaw (vii), iyikiskaapischisuw (vai-i), iyikiskaapiskaaw (vii), maaskaapischisuw (vai-i), miihchaapischisuw (vai-i), niiswaapiskimuw (vii-u), nuutimaapischisuw (vai-i), nuutimaapiskaaw (vii), pichiskinaapischisuw (vai-i), pichiskinaapiskaaw (vii), suwiihkwaapischisuw (vai-i), suwiihkwaapiskaaw (vii)@
@metal): it is a ~@|@kaahtipaapischisuw (vai-i)@
@metal): it is very ~@|@chisaapistaaw (vii)@
@metal): they are ~@|@niiswaapischisuuch (vai-i pl)@
@metal: it (an.) is ~@|@isaakwaapischisuw (vai-i)@
@metal: it is ~@|@isaakwaapiskaaw (vii)@
@meter@|@tipaaskwaaik (ni), tipaaskwaaikin (ni)@
@middle@|@tistuwiihch (p)@
@middle of a bog@|@taauschaahch (p)@
@middle of a lake: out in the ~ (or body of water)@|@taaukaam (p)@
@middle of a swamp@|@taauschaahch (p)@
@midget@|@apisiiyiis (na d), kaapisiisit (nap)@
@midnight: it is ~@|@aapiihtaatipiskaaw (vii)@
@mid-point: at the ~@|@niyaauuhch (p)@
@mid-river: it is a strong current in ~@|@taasuwaayaakimichuun (vii)@
@midway@|@niyaauuhch (p)@
@mid-winter@|@maakwaapun (vii)@
@mild day in winter: it is a ~@|@chiisipwaayaaw (vii)@
@mile: one ~@|@paaikuispisaaw (p)@
@miles: four ~@|@naauispisaaw (p)@
@miles: how many ~@|@taahtuispisaaw (p)@
@miles: many ~@|@miihchaatuispisaaw (p)@
@miles: so many ~@|@taahtuispisaaw (p)@
@miles: three ~@|@nistuispisaaw (p)@
@miles: two ~@|@niisuispisaaw (p)@
@milk@|@chiichinaapuich (na pl)@
@milk it (an.@|@uchikuwaaw (vta)@
@Milky Way@|@waastuuskw (ni)@
@mimic@|@kaanaaspituutaachaat (nap)@
@minced: it (an.) is ~@|@pichischiiw (vai)@
@minced: it is ~@|@pichiskaaw (vii)@
@mind@|@mituunaaichikin (ni)@
@mineral dye@|@wiimin (ni)@
@Mingan@|@kwaanihiiw (ni)@
@Mingan: person from ~@|@kwaanichiiw-iiyuw (na)@
@minister@|@iyimiyaaw-uchimaaw (na)@
@mink (Mustela spp)@|@achikaas (na)@
@mink pelt@|@achikaasuyaan (na)@
@mink skin@|@achikaasuyaan (na)@
@mink trap@|@achikaasuuschiihkumaan (ni)@
@mink: female ~@|@iskwaachikaas (na)@
@mink: he/she skins a ~@|@paahkunichikaasuwaaw (vai)@
@mink: male ~@|@naapaachikaas (na)@
@mink: young ~@|@achikaasiis (na d)@
@minute@|@aachaakistaach (vii cj)@
@miscarriage: she has a ~@|@uniihtaasuw (vai-u)@
@miserly@|@minaastaaw (vai)@
@miserly: he/she is ~@|@chaatisiiw (vai)@
@misery: he/she causes ~@|@chistimaayuwaaw  (vai)@
@miss getting into and slips off: he/she ~s@|@pisikuskim (vti)@
@miss getting into it (an.) and slips off: he/s ~s@|@pisikuskuwaaw (vta)@
@miss him/her because he/s is already gone: he/s ~s@|@michaaskuwaaw (vta)@
@miss him/her because he/she arrived too late@|@mwaastiskuwaaw (vta)@
@miss his/her target: he/she ~s@|@mwaastaaihchaaw (vai)@
@miss it by arriving late: he/she ~s@|@mwaastiskim (vti)@
@miss seeing him/her: he/she ~s@|@michaastuwaapimaaw (vta)@
@miss seeing it: he/she ~s@|@michaastuwaapaahtim (vti)@
@miss to the side of it (an. shooting): he/she ~s@|@isaahwaaw (vta)@
@miss to the side of it (shooting): he/she ~s@|@isaaham (vti)@
@miss: he/she ~s@|@miihtaataaw (vta), miihtaatim (vti)@
@mistake: he/she enters the wrong house by ~@|@pistuuchaaw (vai)@
@mistake: he/she hits him/her/it (an.) by ~@|@pistaahwaaw (vta)@
@mistake: he/she makes a ~@|@pistaaham (vti)@
@mistake: he/she plucks it (bird) by ~@|@pistipiskunaaw (vta)@
@mistake: he/she plucks it (head) by ~@|@pistipiskunim (vti)@
@mistake: he/she takes him/her/it by ~@|@pistinaaw (vta)@
@Mistissini Post@|@mistisiniiy (ni)@
@Mistissini: person from ~@|@mistisiniiw-iiyuw (na)@
@mitten@|@astis (na)@
@mittens@|@chiisikwaataaw (vta)@
@mittens: he/she has new ~@|@uskistisaaw (vai)@
@mittens: he/she puts on his/her ~@|@puustistisaaw (vai)@
@mix it together: he/she ~s@|@maamupiihtaaw (vai+o)@
@mix together: they ~@|@maamupiyuuch (vai-i pl)@
@mixed gasoline@|@skiituupimiiy (ni)@
@mixer@|@kaayaakaautuuchaapiich (nip)@
@mixture of caribou bone marrow and meat@|@atiihkupimiiy (na)@
@moan with pain: he/she ~s@|@maamaatwaaspinaaw (vai r)@
@moan: he/she ~s@|@mimaatwaaw (vai r)@
@mobile home@|@miichiwaahp-kaapipaamitaapaanu@
@moccasin@|@iiyuuschin (ni)@
@moccasin laces@|@chistinaakunaayaapiiy (ni)@
@moccasin: hide ~@|@piisaakinischin (ni)@
@moccasin: leather ~@|@piisaakinischin (ni)@
@moccasins on: he/she has his/her ~@|@chikischinaaw (vai)@
@moccasins): it is badly ~@|@michipichiihkwaapiyuw (vai/ii)@
@moccasins: moosehide ~@|@muusuyaanischin (ni)@
@moccasins: two pairs of ~@|@niisuschin (ni)@
@mocked: he/she is ~@|@maayaaihtaakusuw (vai-i)@
@mocked: it is ~@|@maayaaihtaakun (vii)@
@modify him/her: he/s ~s@|@miiskutuunaaw (vta)@
@molar (tooth): his/her ~@|@umistaapit (nid)@
@molasses@|@kaanipiiusch (nip)@
@mold it by hand: he/she ~s@|@maamaakunim  (vti r)@
@mole: his/her ~@|@umiinim (nid)@
@momentum: he/she/it comes with ~@|@niihaakaachipiyuw  (vai/ii-i)@
@mommy! (vocative)@|@niikaa (na), niikaa (na)@
@Monday (lit first day of work)@|@uskichituuskaan (ni)@
@money@|@suunaayaaw (ni)@
@money in the bank) it (an.) ~s@|@ispipiyuw (vai-i)@
@money: he/she has lots of ~@|@usuunaayaanimuw (vai-i)@
@monkey@|@atimu-iiyiis (na-d), atimu-iiyiis (na d)@
@monster@|@aachaan (na)@
@Montagnais: a ~@|@waasaaw-iiyuw  (na)@
@month before last@|@usitaahch-piisim (p-w)@
@month: next ~@|@kutik-piisim (na-w)@
@Montreal (loc)@|@muuniyaan (ni)@
@moonlight: it is ~@|@chiisikaastaaw (vii)@
@moose (Alces alces)@|@muus (na-w)@
@moose hide@|@muusuyaan (na)@
@moose hide cord@|@muusuyaanaayaapiiy (ni)@
@moose hide string@|@muusuyaanaayaapiiy (ni)@
@moose meat@|@muusu-wiyaas (ni)@
@moose skin@|@muusuyaan (na)@
@moose: old ~@|@chisaamuus (na-w)@
@moosehide moccasins@|@muusuyaanischin (ni)@
@Moosonee (loc)@|@muusuniiy (ni)@
@Moosonee: person from ~@|@muusuniiw-iiyuw (na)@
@mop@|@kaasiitikaaikaawaakinaaskw(ni)@
@more@|@miin (p), ustaa (p)@
@more of smth (-er@|@aayaask (p)@
