@English@|@Danish@
@message header@|@brevhoved@
@messed up@|@gå kuk i@
@messenger@|@bud(-et), budbringer(-en), bybud(-et), kurér(-en)@
@messenger boy@|@bydreng(-en)@
@messenger office@|@budcentral(-en)@
@Messina@|@Messina@
@messroom@|@messe (lokale)@
@messroom boy@|@messedreng@
@messy@|@griset, nasset, rodet@
@mestizo@|@mestiz (hvid-indiansk)@
@met@|@mødte, traf@
@metabolic disorder@|@stofskiftesygdom@
@metabolism@|@stofskifte (metabolisme)@
@metacarpus (forms the palm)@|@mellemhånd@
@metal@|@metal@
@metal (broken stones)@|@skærver@
@metal goods@|@metalvarer@
@metal lustre@|@metalglans@
@metal value@|@metalværdi@
@metal-filament lamp@|@metaltrådslampe@
@metalled road@|@asfaltbelægning(-en) (vej), skærvevej@
@metallic@|@metalagtig, metallisk@
@metallic ring@|@malmklang(-en)@
@metallic sound@|@metalklang@
@metallurgy@|@metallurgi@
@metalwork@|@metalsløjd@
@metamorphosis@|@forvandling(-en), metamorfose, omskabelse@
@metaphor@|@metafor@
@metaphorical@|@billedlig@
@metaphorically@|@så at sige, uegentlig@
@metaphysical@|@metafysisk@
@metaphysician@|@metafysiker@
@metaphysics@|@metafysik@
@metastasis@|@metastase@
@mete out@|@udmåle@
@meteor@|@meteor@
@meteor shower@|@meteorfald@
@meteor(ic) shower@|@meteorregn@
@meteoric fall@|@meteorfald@
@meteoric iron@|@meteorjern@
@meteorism@|@trommesyge@
@meteorite@|@meteorsten@
@meteoroligical service@|@vejrtjeneste@
@meteorological@|@meteorologisk@
@meteorological - met.@|@meteorologisk@
@Meteorological Office@|@meteorologisk institut@
@meteorologist@|@meteorolog@
@meteorology@|@meteorologi@
@meter@|@måler, tæller@
@meter reader@|@måleraflæser, målerkontrollør@
@meter reading@|@måleraflæsning@
@meterman@|@måleraflæser, målerkontrollør@
@meters above sea level@|@meter over havet (m.o.h.)@
@metetarsus (forms the instep)@|@mellemfod@
@methane@|@sumpgas@
@method@|@fremgangsmåde(-en), metode, modus@
@method of cultivation@|@dyrkningsmåde(-en)@
@method of functioning@|@modus operandi@
@method of functioning. M.O.@|@modus operandi@
@methodical@|@metodisk, planmæssig, systematisk@
@methodical person@|@metodiker, ordensmenneske@
@Methodism@|@metodisme@
@methodist@|@metodist@
@methodology@|@metodik@
@meths@|@denatureret sprit@
@Methuselah@|@Methusalem (969 år)@
@methuselah/pine(about 5000 years)@|@børstekogle fyr (knap 5000 år)@
@methyl alcohol@|@metylalkohol@
@methylated  spirits (meths)@|@denatureret sprit@
@methylated spirit@|@sprit@
@methylated spirit tablets@|@tørsprit@
@methylated spirits@|@kogesprit@
@methylated-spirit drinker@|@spritter@
@meticulous@|@nøjere, omhyggelig, pertentlig, pinlig@
@meticulousness@|@pertentlighed, sirlighed@
@metre@|@meter, metrum@
@metre (measuring)@|@metermål@
@metre ruler@|@meterstok@
@metric system@|@metersystemet@
@metric ton@|@ton@
@metric ton (tonne)@|@ton (1000 kg)@
@metrical@|@metrisk, på vers@
@metrics@|@metrik@
@metronome@|@metronom@
@metropolis@|@hovedstad, storby@
@metropolitan@|@hovedstads - (mæssig)@
@metropolitan electric train@|@S-tog@
@mettle@|@fyrighed(-en), hvad man har i sig, mod@
@mettwurst@|@medisterpølse@
@mew@|@mjave (kat)@
@mews@|@atelierlejlighed(-en)@
@Mexico-Mexican@|@Mexico-mexikaner-meksikansk@
@mezzanine@|@mezzanin (mellemetage)@
@'mezzanine floor'@|@hems (platform)@
@mezzo-soprano@|@mezzosopran@
@mezzotint@|@sortekunst (mezzotinto)@
@MFT (MasterFileTable)@|@MFT (styrings fil liste)@
@miaow@|@mjav, mjave, mjave (kat), mjave (kat)@
@miasma@|@forurening, usund@
@mica@|@glimmer(-et), marieglas(-et)@
@micaceous sand@|@glimmersand(-et)@
@mice@|@mus (flertal)@
@Michaelmas Day (29.Sept.)@|@mikkelsdag@
@Michaelmas Eve@|@mikkelsaften@
@'Michelin man'@|@bibendum (ca. drikkegilde)@
@microbe@|@bacille(-en), mikrobe@
@microbiologist@|@mikrobiolog@
@microbiology@|@mikrobiologi@
@microbrewery@|@mikrobryggeri (lille bryghus)@
@microfilm@|@mikrofilm@
@microgroove@|@mikrorille@
@micrometer(1 millionth of a m)@|@mikrometer (0.000001 m)@
@microphone@|@mikrofon@
@microphone nerves@|@mikrofonskræk@
@microphone noise@|@mikrofonstøj@
@microscope@|@mikroskop@
@microscope (use of ~)@|@mikroskopere@
@microscopic@|@mikroskopisk@
@microwave@|@mikrobølge (ovn)@
@mid-@|@i midten af@
@midday@|@middag@
@midday heat@|@middagshede@
@midday meal@|@middag, middagsmåltid@
@midday rest@|@middagshvile@
@midday sun@|@middagssol@
@middle@|@bæltestedet, mellemst, midte, midterst@
@middle-@|@midter-@
@Middle Ages@|@middelalderen@
@middle building@|@mellembygning@
@middle class@|@borgerlig, mellemstand@
@middle class(es)@|@middelklasse, middelstanden@
@middle course@|@mellemvej, middelvej@
@middle cut (food)@|@mellemstykke@
@middle distance@|@mellemgrund@
@middle ear@|@mellemøre@
@Middle English@|@middelengelsk@
@middle finger@|@langemand(-en)@
@middle line@|@køllinie(-en)@
@middle piece@|@mellemstykke@
@middle register (voice)@|@mellemleje@
@middle section@|@midterstykke@
@middle third of ~@|@medio@
@middle toe@|@rundtå (digitus tertius pedis)@
@middle watch@|@hundevagt@
@middle weight@|@mellemvægt@
@middle-aged@|@midaldrende@
@middleclass citizen@|@borger(-en)@
@middleman@|@mellemhandler, mellemmand@
@middleman's profit@|@mellemhandleravance@
@middlemost@|@midterst@
@middle-sized@|@mellemstor@
@middleweight@|@mellemvægt (69-75 kg)@
@middling@|@mellemgod, middelmådig, nogenlunde, så som så@
@midge@|@myg@
@midges (mosquitoes)@|@mitter (myg art)@
@midget@|@dværg(-en), lilleput@
@midget golf@|@minigolf@
@midget state@|@lilleputstat(-en)@
@midmost@|@midterst@
@midnight@|@midnat, midnatstid@
@midnight- 4 in the mornin@|@hundevagt@
@midnight hour@|@midnatstime@
@midnight performance@|@midnatsforestilling@
@midnight show (cinema)@|@midnatsforestilling@
@midnight snack@|@natmad(-en)@
@midnight sun@|@midnatssol@
@midriff@|@mellemgulv@
@midship@|@midtskibs@
@midshipman@|@kadet(-en), søkadet@
@midst@|@i midten af, iblandt os@
@midsummer@|@midsommer, skærsommer@
@midsummer bonfire@|@sankthansaftensbål@
@Midsummernight's dream (a~)@|@skærsommer (en~nats drøm)@
@Midsummer's Day@|@Sankthans dag (24. juni)@
@Midsummer's Night@|@Sankthansaften (23. juni)@
@midway@|@midtvejs@
@midwife@|@jordemoder(-en), jordemor@
@midwifery@|@fødselshjælp(-en)@
@midwifery forceps@|@fødselstang(-en)@
@midwinter@|@midvinter@
@miff@|@fornærmet, mopset@
@miffed@|@opbragt@
@might@|@kraft, magt(-en), styrke@
@might be@|@kan/kunne(måske)være, monne@
@might have been@|@kunne have været@
@might have happened@|@kunne være sket@
@mighty@|@gevaldig, mægtig, stormægtig, vældig@
@mignonette@|@reseda@
@migraine@|@hovedpine, migræne@
@migrant@|@omstrejfer, omvandrende, trækfugl@
@migrant worker@|@fremmedarbejder(-en), gæstearbejder(-en)@
@migrate@|@drage bort, emigrere, trække (fugle)@
@migrating (animals/people)@|@vandring@
@migrating dune@|@vandreklit@
@migrating urge@|@udlængsel@
@migration@|@folkevandring(-en), træk (fugle), vandring (til et andet sted)@
@migratory birds@|@trækfugle@
@Mikado (emperor of Japan)@|@Mikado (japansk kejser)@
@mikado (play)@|@mikado (spil)@
@mike - microphone@|@mikrofon@
@Milan@|@Milano@
@milch cow@|@malkeko(-en)@
@mild@|@blid, fredsommelig, godartet, lun, mild, myg (blød/smidig), sagtmodig, spag, spagfærdig, stilfærdig@
@mildew@|@mug, skimmel@
@mildew (fungus)@|@meldug, rust@
@mildly@|@mildt@
@mild-mannered@|@ukrigerisk@
@mildness@|@blidhed(-en), spagfærdighed@
@mile@|@engelsk mil (1609.344 m), engelsk mile (1609.344 m), mil (engelsk: 1609@
@mileage@|@afstand i miles, kørte miles@
@mileometer@|@kilometertæller(-en), mile-tæller@
@miles from anywhere@|@bøhlandet, bølandet@
@milestone@|@milepæl, milesten@
@milfoil@|@røllike@
@miliaria@|@soleksem@
@milieu@|@miljø@
@militant@|@krigerisk, militant@
@militarism@|@militarisme@
@militarist@|@militarist@
@militarist(ic)@|@militaristisk@
@militarization@|@militarisering@
@military@|@militær, militæret@
@military academy@|@officerskole@
@military age@|@tjenestealder@
@military attaché@|@militærattache@
@military band@|@militærorkester@
@military cap@|@uniformskasket@
@military college@|@officerskole@
@military court@|@standret@
@military event@|@krigsbegivenhed(-en)@
@military exercise@|@militærøvelse, øvelse (militær~)@
@military forces@|@stridskræfter@
@military heel@|@officerhæl@
@military history@|@krigshistorie(-en)@
@military hospital@|@militærhospital@
@military life@|@krigerliv(-et)@
@military machine@|@krigsmaskine(-en)@
@military man@|@militær@
@military matters@|@krigsvæsen@
@military music@|@militærmusik@
@military officer@|@fendrich(-en), fenrik(-en)@
@military power (by~)@|@våbenmagt (med~)@
@military service@|@militærtjeneste, soldatertjeneste@
@military spirit@|@soldaterånd@
@military training@|@militæruddannelse@
@militia@|@landeværn(-et), milits@
@milk@|@malke, mælk@
@milk bar@|@mælkebar, mælkeri@
@milk bottle@|@mælkeflaske@
@milk boy@|@mælkedreng@
@milk can@|@junge(-en), mælkejunge@
@milk cart@|@mælkevogn@
@milk chocolate@|@flødechokolade(-en)@
@milk cure@|@mælkekur@
@milk foods@|@mælkemad@
@milk grading@|@mælkebedømmelse@
@milk jug@|@mælkekande@
@milk of sulphur@|@svovlmælk@
@milk pail@|@malkespand(-en), mælkespand@
@milk powder@|@mælkepulver@
@milk sickness@|@mælkesyge (ageratina)@
@milk sold unbottled@|@spandemælk@
@milk sugar@|@mælkesukker@
@milk supply@|@mælkeforsyning@
@milk testing@|@mælkebedømmelse@
@milk tooth@|@mælketand@
@milk yield@|@mælkeydelse@
@milkboy@|@mælkeassistent@
@milking@|@malkning(-en)@
@milking machine@|@malkemaskine(-en)@
@milking-parlour@|@malkestald(-en)@
@milking-stool@|@malkeskammel(-en), malkestol(-en)@
@milkmaid@|@malkepige(-en)@
@milkman@|@mælkehandler, mælkekusk, mælkemand@
@milksop@|@kagekone(-en)@
@milk-train@|@bumletog(-et)@
@milk-white@|@mælkehvid@
@milky@|@mælkeagtig, mælkelignende@
@Milky Way@|@mælkevejen (vores galakse)@
@mill@|@brug, fabrik(-en), hvirvle rundt, kværn(-en), male, maskine(-en), mølle, mølleri, valse@
@mill (f.x. on revolving lathe)@|@fræse@
@mill stream@|@møllebæk, mølleå@
@mill wheel@|@møllehjul@
@millboard@|@pap@
@milldam@|@mølledæmning@
@milled rice@|@ris (poleret)@
@millennial reign@|@tusindårsriget@
@millennium@|@årtusind-årtusinde, årtusind (1000 år), årtusinde(-et)@
@millennium (the~)@|@tusindårsriget@
@miller@|@møller@
@millet@|@hirse@
@milliard (10^9 billion)@|@milliard (10^9)@
@millibar@|@millibar@
@milligram@|@milligram@
@milligramme@|@mg@
@millimetre@|@millimeter, mm@
@milliner@|@hattesyerske, modehandler, modist@
@milliner's (lady)@|@hatteforretning@
@milliners block@|@skabilken-hoved (model)@
@millinery@|@modeartikler, modepynt@
@milling@|@mølleri@
@milling machine@|@fræsemaskine(-en), fræser(-en)@
@million (10^6)@|@million@
@millionaire@|@millionær@
@millipede@|@tusindben@
@millpond@|@mølledam@
@mill-pond sea@|@havblik@
@millstone@|@møllesten@
@millwork@|@mølleværk@
@millwright@|@montør, møllebygger@
@milt@|@mælke (fiske sædstokke)@
@milter@|@hanfisk, mælkefisk@
@mime@|@mime, parodiere@
@mimic@|@efterabe, efterligner, mimiker, mimisk, parodiere@
@mimicry@|@efterligning(-en), mimik, pantomime@
@mimosa@|@mimose@
@min. - minimum@|@minimum, minimum@
@minacious@|@urovækkende@
@minaret@|@minaret@
@mincab@|@minitaxi@
@mince@|@hakke, trippe@
@minced flesh of fish@|@fiskefars@
@minced meat (beef)@|@hakket oksekød@
@minced meat/flour and eggs@|@kødfars(-en)@
@minced meat/flour/eggs@|@fars(-en)@
@minced pork@|@flæskefars(-en), hakket svinekød@
@mincer@|@hakkemaskine (kød evt.), kødmaskine(-en)@
@mincing@|@affekteret, trippende@
@mincing machine@|@kødmaskine(-en)@
@mincing-knife@|@hakkekniv(-en)@
@mind@|@fornuft(-en), hjerne, pas på, psyke, sind, sjæl@
@mind (care)@|@kere (~sig om)@
@mind reading@|@tankelæsning@
@mind the step@|@pas på trinet@
@mind your own business@|@pas din egen næringsvej@
@mind-boggling@|@forbløffende, ufattelig (overvældende)@
@mind-reader@|@tankelæser@
@mind-your-own-business@|@husfred (plante)@
@mine@|@bjergværk(-et), bryde, grave efter, grube(-en), min, mine, mine (grube), minere, mit@
@mine (bomb)@|@sømine@
@mine detector@|@minesøger@
@mine thrower@|@minekaster@
@minecart@|@tipvogn@
@minefield@|@minefelt@
@minelayer@|@minelægger, mineudlægger@
@minelaying@|@mineudlægning@
@miner@|@grubearbejder(-en), minearbejder@
@mineral@|@mineral, mineralsk@
@mineral kingdom@|@mineralrige@
@mineral salt@|@minralsalt@
@mineral spring@|@brønd(-en), mineralkilde@
@mineral water@|@mineralvand@
@mineralogical@|@mineralogisk@
@mineralogist@|@mineralog@
@mineralogy@|@mineralogi@
@mine-recovery vessel@|@minekran@
@minesterial (departemental)@|@ministeriel@
@minesweeper@|@minestryger@
@mingle@|@blande, blande sig med, cirkulere i selskabet@
@mingled@|@blandet@
@mingled with tears@|@grådblandet@
@mingy@|@fedtet, nærig, snoldet, sølle@
@miniate@|@mønjere@
@miniature@|@miniatur@
@miniaturist@|@miniaturmaler@
@minicar@|@minibil@
@minim@|@halvtone(-en)@
@minimal@|@ganske lille, mindst, mindste, mindste, minimal@
@minimize@|@bagatellisere, formindske, minimere, undervurdere@
@minimum@|@lavmål(-et), mindste, mindste, minimum, minimum@
@minimum age@|@lavalder(-en)@
@minimum size limit@|@mindstemål@
@minimum sum@|@mindstebeløb@
@minimum wage@|@minimalløn@
@minimum-(of whatever)@|@mindstemål@
@mining@|@brydning (mine), grubearbejde(-et), grubedrift(-en), minearbejde, minedrift@
@mining district@|@minedistrikt@
@mining town@|@mineby@
@mining village@|@mineby@
@mining-timber (for pit props)@|@minetræ@
@minion of the law@|@ordenshåndhæver@
@miniskirt@|@lårkort@
@minister@|@gesandt(-en), minister, præst@
@Minister for War@|@krigsminister(-en)@
@Minister of Commerce@|@handelsminister, handelsminister(-en)@
@Minister of Cultural Affairs@|@kulturminister(-en)@
@Minister of Defence (defense)@|@forsvarsminister(-en)@
@Minister of Economic Affairs@|@økonomiminister(-en)@
@Minister of Education@|@undervisningsminister@
@Minister of Foreign Affairs@|@udenrigsminister@
@Minister of Health@|@sundhedsminister@
@Minister of Justice@|@justitsminister(-en)@
@Minister of Naval Affairs@|@marineminister(-en)@
@Minister of Social Affairs@|@socialminister@
@Minister of the environment@|@miljøminister@
@Minister of the Interior@|@indenrigsminister(-en)@
@Minister of Transport@|@trafikminister@
@ministerial@|@ministeriel@
@ministerial change@|@ministerskifte@
@ministerial crisis@|@ministerkrise@
@ministerial office@|@ministerpost, ministertaburet@
@ministerial office (post)@|@ministertaburet@
@ministerial posting@|@ministerpost@
@Ministers of State meeting@|@statsråd@
@ministry@|@ministerium, ministeriun, regering@
@Ministry of Cultural Affairs@|@kulturministerium(-et)@
@Ministry of Economic Affairs@|@økonomiministerium(-et)@
@Ministry of Education@|@undervisningsministerium@
@Ministry of Foreign Affairs@|@udenrigsministerium@
@Ministry of Health@|@sundhedsministerium@
@Ministry of Justice@|@justitsministerium@
@Ministry of Naval Affairs@|@marineministerium@
@Ministry of Social Affairs@|@socialministerium@
@Ministry of the Environment@|@Miljøministeriet@
@Ministry of the Interior@|@indenrigsministerium(-et)@
@Ministry of Transport@|@trafikministerium@
@minium@|@mønje@
@miniver@|@gråværk (pelskrave)@
@mink@|@mink@
@mink (mink fur)@|@nertz@
@mink coat@|@nertzpels(-en)@
@minke whale@|@vågehval@
@minnesinger@|@visesanger@
@minnow@|@elritse(-en) (karpe)@
@minor@|@mindre, mindreårig, ubetydelig, underordnet@
@minor (f.x. b-minor)@|@mol (toneart)@
@minor chord@|@molakkord@
@minor in naval training@|@skibsdreng@
@minor scale@|@molskala@
@minor subject@|@bifag(-et)@
@minor works@|@småarbejder@
@minority@|@fåtal, mindretal, mindreårighed, minoritet@
@minster@|@domkirke(-en), klosterkirke(-en)@
@minstrel@|@barde (skjald), sanger, troubadour/trubadur(visesanger, trubadur@
@mint@|@mynte, mønte, pebermyntebolsje, præge (mønter)@
@mint (in~condition)@|@ubrugt@
@mint condition@|@ustemplet@
@mintmaster@|@møntdirektør@
@minuet@|@menuet@
@minus@|@-, minus, minus, minustegn, ringere, uden@
@minute@|@meget lille, minut, minutiøs, udførlig, øjeblik(-et)@
@minute description@|@udpensle@
@minute guns@|@minutskud@
@minute hand@|@minutviser@
@minutely@|@minutiøs@
@minutes@|@minutter, referat@
@minutes (records of a meeting)@|@mødeprotokol@
@minutes of proceedings@|@forhandlingsprotokol(-en)@
@minx@|@taske@
@mirabile dictu@|@forunderligt at sige, mirabile dictu, sjov nok@
@miracle@|@jærtegn(-et), mirakel, under (mirakel), underværk, vidunder@
@miracle cure@|@mirakelkur@
@miracle man@|@mirakeldoktor@
@miracle worker@|@mirakelmager@
@miracle-monger@|@mirakelmager@
@miraculous@|@mirakuløs, underfuld, undergørende@
@miraculous cure@|@mirakelkur@
@mirage@|@blændværk(-et), fata morgana, luftspejling(-en), spejling@
@mirage (French jet fighter)@|@fransk jetjager@
@Miranda Rights@|@sigtedes rettigheder (USA)@
@mire@|@dynd(-et), morads, mudder, sump, tørvemose@
@mirror@|@afspejle, genspejle, spejl@
@mirror writing@|@spejlskrift@
@mirror-like@|@spejlklar@
@mirth@|@lystighed, munterhed@
@misadventure@|@uheld@
@misalliance@|@mesalliance@
@misanthrope@|@menneskehader, misantrop@
@misanthropic(al)@|@menneskefjendsk@
@misanthropist@|@menneskehader, misantrop@
@misanthropy@|@menneskehad@
@misantrophic(al)@|@misantropisk@
@misapprehend@|@misforstå@
@misappropriate@|@forgribe sig på, snuppe, tilegne sig uden ret@
@misbehave@|@opføre sig dårlig, opføre sig forkert, være uartig@
@misbehaving@|@uvorn@
@misbehavior@|@dårlig opførsel, udskejelse@
@miscalculate@|@fejlbedømme, fejlvurdere, forregne, regne forkert, regnefejl@
@miscalculation@|@fejlregning(-en)@
@miscarriage@|@abort (spontan), abort(-en)@
@miscarriage of justice@|@justitsmord(-et)@
@miscarry@|@mislykkes@
@miscegenation@|@indgifte, raceblanding@
@miscellaneous@|@blandet, diverse, forskelligt, uensartet@
@miscellaneous (small) expenses@|@diverse udgifter@
@miscellany@|@blanding(-en), mangfoldighed@
@mischief@|@fortræd, gale streger, skarnsstreger, unoder@
@mischief (create~)@|@lave ulykker@
@mischief (you little~)@|@utyske@
@mischief brewing@|@ugler i mosen@
@mischief-maker@|@spilopmager, uromager@
@mischievious@|@drilagtig, drillevorn, drilsk@
@mischievous@|@djævelskab(-et), drillesyg, maliciøs, polisk, skadelig, skælmsk, uvorn@
@mischievous child@|@smertensbarn@
@mischievous youngster@|@laban(-en), skarnsknægt@
@mischievousness@|@malice (skadefryd), skadefryd@
@miscible@|@blandbar@
@misconception@|@forkert opfattelse@
@misconcieve@|@forregne@
@misconduct@|@embedsmisbrug(-et), mislighed, tjenesteforseelse, utroskab@
@misconstruction@|@mistydning@
@misconstrue@|@misfortolke, mistyde@
@miscount@|@fejltælling(-en)@
@miscounting@|@fejltælling(-en)@
@miscreant@|@nidding(-en)@
@misdeal@|@fejlgivning (f.x. kort)@
@misdeed@|@misdåd, misgerning, udåd, ugerning@
@misdemeanor@|@forbrydelse (mindre), udskejelse@
@misdemeanors (minor~)@|@småforseelser@
@misdemeanour@|@forbrydelse (mindre), forbrydelse(-en), forseelse(-en), mindre forbrydelse@
@misdiagnosis@|@forkert diagnose@
@misdirected aggression@|@hus forbi@
