@English@|@Persian@
@one who fails in his duty@|@moqasser@
@one who falls short@|@moqasser@
@one who hires out@|@mujer@
@one who hopes@|@motamanni@
@one who prohibits@|@mâne'@
@one who refuses@|@mâne'@
@one who rejects@|@monker@
@one who strikes@|@zanande@
@one who supports a republic@|@jomhurikhâh@
@one who takes refuge@|@panâhande@
@one who takes the hand@|@dastgir@
@one who takes trouble@|@zahmatkash@
@one who talks foolishly@|@yâvegu@
@one who talks vainly@|@yâvegu@
@one who wishes@|@motamanni@
@one who worships God@|@khodâparast@
@one-sixteenth of a sir@|@mesqal@
@one-sixteenth of a zar'@|@gere@
@onion@|@piâz@
@only@|@faqat@
@ooze@|@lajan@
@oozing@|@tarâvosh@
@open@|@bâz, dâer, dâyer, goshâd, rok, sâde@
@open [to]@|@bâz kardan, goshâdan, goshudan, vâ kardan@
@open country@|@dasht, sahrâ@
@open field@|@meidân@
@opened@|@maftuh@
@opening@|@eftetâh, goshâyesh@
@opening chapter of the Qor'ân@|@fâtehe@
@operate [med] [to]@|@amal kardan@
@operating theatre@|@otâqe amal@
@operation@|@konesh@
@operation (surgical)@|@amal@
@opinion@|@aqide@
@opinions@|@aqâyed (pl. of aqide)@
@opium@|@taryâk@
@opportunity@|@forsat@
@opposed@|@mokhâlef@
@opposing@|@khalâf, khelâf@
@opposite@|@barâbar, mokhâlef, moqâbel, motaqâbel, zedd@
@opposite (facing)@|@dar moqâbel(e), ru be ru@
@opposition@|@monâfât@
@oppressed@|@mazlum@
@oppression@|@jafâ, jour, setam, ta'addi, zolm@
@oppressive@|@darâzdast, zâlem@
@oppressive (of atmosphere)@|@khafe@
@oppressor@|@setamkâr, zâlem@
@option@|@ekhteyâr@
@option of terminating@|@ekhteyare faskh@
@optional@|@ekhteyâri@
@or@|@yâ@
@oral@|@shefâhi@
@orange (fruit)@|@portoqâl@
@oration@|@notq, sokhanrâni@
@orator@|@sokhanrân, sokhanvar@
@order@|@entezâm, farmâyesh, nasaq, neshân, radif@
@order (command)@|@amr, farmân, hokm, ma'muriyat@
@order (discipline)@|@enzebât, nazm@
@order (for goods)@|@sefâresh@
@order (goods) [to]@|@sefâresh dâdan@
@order (system)@|@nezâm@
@order [to]@|@farmudan@
@ordered@|@ma'mur@
@ordered by law@|@moqannan@
@orderly@|@monazzam, morattab@
@ordinary seaman@|@nâvi@
@ore@|@felezz@
@organization@|@bongâh, sâzmân@
@orientalist@|@khâvarshenâs@
@orifice@|@dahane@
@origin@|@asl, asli, ma'khaz, mansha', masdar, senkh@
@origin (source)@|@mabda', mamba'@
@original [adj]@|@bekr@
@originating@|@sâder@
@origins@|@ma'âkhez, osul (pl. of asl)@
@ornament@|@helye, zinaf, zivar@
@orphan@|@yatim@
@orphanage@|@dâr ol-eitâm, parvareshgâhe yatimân@
@orphanage (for babies)@|@shirkhârgâh@
@ostrich@|@shotormorgh@
@other@|@digar, gheir, joz, sâ'er, sâyer@
@other than@|@be joz, gheir az@
@otherwise@|@va ellâ@
@Ottoman@|@osmani@
@ought@|@bâyad [impers. verb]@
@our lord@|@moulânâ@
@out@|@birun@
@out of@|@az, men@
@out of goodness of heart@|@be tibe khâter@
@out of order@|@kharâb, mokhtall, nâdorost@
@out of sorts@|@kesel@
@outer@|@zâher@
@outlaw@|@yâghi@
@outlawry@|@yâghigari@
@outline@|@shâlude@
@out-runner@|@pâdou@
@outside@|@birun, khârej@
@outspoken@|@rokgu@
@outstanding [adj]@|@barjaste@
@oven@|@tanur@
@over@|@sar(e)@
@overcoat@|@pâltou@
@overcome@|@maghlub@
@overflowing [adj]@|@labriz@
@overhanging@|@moshref@
@over-hastiness@|@shetâbzadegi@
@overlooking@|@dar shorof(e)@
@overlooking [adj]@|@moshref@
@overseer@|@mobâsher, nâzer@
@overshadow [to]@|@taht osh-sho'â qarar gereftan@
@oversight@|@sahv@
@overtake [to]@|@dar rasidan@
@overthrow [to]@|@bar andâkhtan@
@overturned@|@monqaleb, sarnegun@
@owl@|@bum@
@owner@|@mâlek, sâheb@
@owner of the house@|@sâhebkhâne@
@ownership@|@mâlekiyat@
@ox@|@gâv@
@pace@|@gâm, qadam@
@pack horse@|@yâbu@
@pack one's belongings [to]@|@rakht bastan@
@package@|@baste@
@packing sheet@|@parvande@
@page@|@safhe@
@pail@|@satl@
@pain@|@azâb, dard, ranj@
@painful@|@dardnâk@
@paint [to]@|@kashidan, negâshtan@
@painted tile work@|@kâshikâri@
@painted tiles@|@kâshi@
@painter@|@naqqâsh@
@painting@|@naqsh, negâresh, tasvir@
@pair@|@joft, zouj@
@pair of scales@|@mizân@
@palace@|@kâkh, qasr@
@palm of the hand@|@kaff@
@palm-tree@|@nakhl@
@pansy@|@banafshe@
@panther@|@yuzpalang@
@paper@|@kâghaz@
@parade-ground@|@meidân@
@paradise@|@behesht@
@paragraph (official document)@|@band@
@paralyzed@|@falaj@
@paramount@|@fâeq, fâyeq, mostouli@
@paraphernalia@|@basât@
@parasite@|@angal, tofeil@
@parasite [fig]@|@moftkhâr, moftkhor@
@parasitologist@|@angalshenâs@
@parasitology@|@angalshenâsi@
@parcel@|@baste@
@pardon@|@afv, bakhshudegi, ghofrân, ma'zarat@
@pare [to]@|@tarâshidan@
@parent@|@vâled@
@parenthetic@|@mo'tarez@
@parity@|@barâbari@
@parrot@|@tuti@
@parsimonious@|@momsek@
@part@|@bahr, bahre, joz', nasib, qesmat@
@partial (to)@|@mâel, mâyel@
@partiality@|@tarafdâri@
@participate (in) [to]@|@sherkat jostan@
@participation@|@eshterâk@
@particle@|@joz', zarre@
@particle to begin a question@|@âyâ@
@particle used in counting@|@tâ@
@particles@|@joz'iat@
@particular@|@khâss, khosus, makhsus@
@particularities@|@khosusiyât (pl. of khosusiye)@
@particularizing [subs@|@tashkhis@
@particulars@|@keifiyat, tafsil@
@partisan@|@tarafdâr@
@partner@|@sharik@
@partners@|@shorakâ (pl. of sharik)@
@partnership@|@eshterâk, sherkat@
@partridge@|@dorrâj, kabk@
@partridge [kind of]@|@dorrâj@
@party@|@shi'e@
@pass@|@manfaz, parvâne@
@pass [to]@|@gozashtan@
@pass away [to@|@separi shodan@
@pass over [to]@|@dar gozashtan, peimudan@
@pass through [to]@|@obur kardan@
@pass water [to]@|@shâshidan@
@passage@|@gozar, manfaz, râh, timce@
@passing by@|@morur@
@passing from one to another@|@sarâyat@
@passing over (across@|@morur@
@passing the night (noun)@|@beitute@
@passing through@|@morur@
@passport@|@gozarnâme@
@past@|@gozashte@
@past [n]@|@sâbeqe@
@past acquaintance@|@sâbeqe@
@past career@|@savâbeq (pl. of sâbeqe)@
@past events@|@savâbeq (pl. of sâbeqe)@
@past experience@|@sâbeqe@
@paste put in stews@|@reshte@
@pasture@|@marghzâr, marta'@
@pastures@|@marâte' (pl. of marta')@
@pat@|@mâlesh@
@patcher@|@pineduz@
@paternal aunt@|@amme@
@paternal uncle@|@ammu, amu@
@path@|@râh@
@patience@|@housele, sabr, tahammol@
@patient@|@sabur@
@patrimony@|@mirâs@
@patriot@|@mihandust, mihanparast, vatanparast@
@patriotic@|@vatanparast@
@patriotism@|@mihandusti, minanparasti, vatanparasti@
@patrol@|@gasht@
@patrol (military and scouting)@|@jukhe@
@patrol-leader@|@sarjukhe@
@patrolling@|@gasht@
@pauper@|@meskin@
@paved with stone@|@sangfarsh@
@pavement@|@piâderou@
@pawn@|@gerou, rahn@
@pay [to]@|@adâ kardan, pardâkhtan@
@payable on sight@|@didâri@
@payee (of a cheque)@|@barâtgir@
@paying attention@|@tavajjoh@
@paying attention to@|@moltafet@
@payment@|@adâ, pardâkht@
@pea@|@nokhod@
@peace@|@âshti, solh@
@peace (be) upon you (greeting)@|@salâm aleikom@
@peach@|@holu@
@peacock@|@tâus@
@pear@|@golâbi@
@pearl@|@morvarid, sadaf@
@peasant@|@dehâti, dehqân, raiyat, ra'iyat, zâre@
@peasant proprietor@|@khordemâlek@
@pease@|@mâsh@
@peculiar@|@khâss, makhsus, mokhtass@
@peculiarities@|@khosusiyât (pl. of khosusiye)@
@peculiarity@|@ekhtesâs@
@peddler@|@dastforush@
@pedlar@|@dastforush@
@pedlary@|@dastforushi@
@peel@|@qeshr@
@pen (for writing)@|@khâme, qalam@
@penal@|@jazâi@
@penal code@|@qânune jazâi@
@penalty@|@mojâzât@
@pen-case@|@qalamdân@
@pencil@|@medâd@
@penetrate [to]@|@nofuz kardan@
@penetrating@|@sarâyat@
@penetrating [adj]@|@nâfez@
@penitence@|@toube@
@penitent@|@pashimân@
@penknife@|@câqu@
@pension@|@hoquqe taqâ'od@
@pensioned@|@motaqâ'ed@
@pensioned off@|@bâzneshaste@
@penury@|@darmândegi@
@people@|@ahl, mardom, mardomân, mellat, ommat, qoum, tâyefe@
@peoples@|@ahâli (pl. of ahl), aqvâm (pl. of qoum)@
@pepper@|@felfel@
@peppery@|@tond@
@perception@|@daryâft, ehsâs@
@perchance@|@ahyânan@
@perfect@|@kâmel, tamâm@
@perfecting@|@takmil@
@perfection@|@kamâl, takâmol@
@perform [to]@|@be jâ âvardan@
@perfume@|@atr@
@perfumed@|@mo'attar@
@perhaps@|@balke, guyâ, magar, shâyad@
@peril@|@mokhâtere@
@perilous@|@vakhim@
@period@|@doure@
@period (of time)@|@asr, moddat@
@period before dawn@|@sahar@
@period from midnight to dawn@|@sahar@
@period immediately before dawn@|@sefideye sobh@
@period of forty days@|@cele@
@period of years@|@dour@
@periodical@|@majalle@
@periods@|@advâr (pl. of doure)@
@perish [to]@|@az dast raftan@
@perished@|@zaye'@
@perishing@|@halâk@
@permanent@|@dâem, dâemi, dâyem, dâyemi@
@permanently@|@alad-dâvâm, dâeman, dâyeman@
@permissible@|@ravâ@
@permission@|@dastur, ejâze@
@permission to leave@|@morakhkhasi@
@permit@|@ejâzenâme, parvâne@
@permit [to]@|@gozâshtan@
@permitted@|@jâhez, mojâz@
@permitted to leave@|@morakhkhas@
@permutation@|@qalb@
@pernicious person@|@tabahkâr@
@perpetration@|@ertekâb@
@perpetual@|@dâem, dâemi, dâyem, dâyemi@
@perpetually@|@dâeman, dâyeman@
@perpetuating@|@edâme@
@perpetuity@|@modâvamat, modâvemat@
@perplexed@|@moraddad@
@perplexity@|@giji, taraddod@
@perquisites@|@madâkhel (pl. of madkhal)@
@perseverance@|@poshtekâri, poshtekâr@
@persevering@|@poshtekâr@
@Persia@|@irân@
@Persian (language)@|@fârsi@
@Persian (of Persia)@|@irâni@
@Persian [n]@|@irâni@
@persistence@|@modâvamat, modâvemat@
@person@|@âdam, kas, nafar, shakhs, tan, vojud, zât@
@personal@|@khosusi@
@personally@|@shakhsan@
@personified@|@mojassam@
@personnel@|@kârkonân@
@personnel department@|@kârgozini@
@persons@|@nofus (pl. of nafs)@
@persuaded@|@qâne'@
@pertaining to@|@dâer bar, dâyer bar@
@pertaining to common people@|@avâmane@
@pertaining to economic affairs@|@eqtesâdi@
@pertaining to game@|@shekâri@
@pertaining to hunting@|@shekâri@
@pertaining to prey@|@shekâri@
@pertaining to shooting@|@shekâri@
@pertaining to the conscience@|@vejdâni@
@perturbation@|@âshoftegi@
@perverse@|@sharir@
@pest@|@âfat@
@pestilence@|@tâ'un@
@petal@|@par@
@petition@|@arz, eltemâs, ma'ruz@
@petition (legal)@|@dâdnâme@
@petition [to]@|@arz kardan@
@petitioner@|@khâstâr@
@petitioning@|@arz, eltemâs@
@petrol@|@naft@
@petrologist@|@sangshenâs@
@petrology@|@sangshenâsi@
@petty local rulers@|@moluk ot-tavâef@
@petty officer (naval)@|@mehnâvi@
@pharmacologist@|@dârushenâs@
@pharmacology@|@dârushenâsi@
@pharmacy (shop)@|@dârukhâne@
@phase@|@marhale@
@philosopher@|@filsuf, hakim@
@philosophy@|@falsafe, hekmat@
@photograph@|@aks@
@photographer@|@akkâs@
@photographic establishment@|@akkâskhâne@
@photography@|@akkâsi@
@phrase@|@ebârat@
@physical@|@tabi'i@
@physician@|@tabib@
@pickaxe@|@kolang@
@pickles@|@torshi@
@picture@|@naqsh, tasvir@
@piebald@|@ablaq@
@piece@|@pârce@
@piece of metal on a shoe heel@|@na'l@
@pier@|@eskele@
@pierce [to]@|@softan@
@piercing@|@nâfez@
@piety@|@taqvâ@
@pig@|@khuk@
@pigeon@|@kabutar, kaftar@
@pigeon-fancier@|@kaftarbâz@
@pigeon-fancying@|@kaftarbâzi@
@pilgrimage@|@ziârat@
@pill@|@habb@
@pillage@|@ghârat, yaghmâ@
@pillar@|@rokn, sotun@
@pillow@|@nâzbâlesh@
@pin@|@sanjâq@
@pincers@|@gâzambor@
@pine tree@|@kâj@
@pink [adj]@|@surati@
@pious@|@dindâr, khodâparast, pârsâ@
@pious bequests@|@mouqufât@
@pipe@|@lule, nei@
@pipe (for tobacco)@|@copoq@
@pipeline@|@lule@
@piping of water@|@lulekashi@
@pistachio nut@|@peste@
@pistol@|@tapânce@
@piston-rod@|@mile@
@pit@|@câh, câl@
@pitch@|@qir@
@pitch a tent [to]@|@câdor zadan, kheime zadan@
@pity@|@marhamat@
@pivot@|@qotb@
@place@|@jâ, jâh, mahall, makân, maqâm@
@place (in compounds)@|@gâh@
@place [to]@|@gozâshtan, nehâdan@
@place at the disposal [to]@|@be ekhteyâr gozâshtan@
@place for easing nature@|@mostarâh@
@place of arrival@|@moured@
@place of exposure (to view)@|@ma'raz@
@place of the prayer-leader@|@mehrâb@
@place watered by many streams@|@rudbâr@
@place where anything flows@|@majrâ@
@place where anything happens@|@mouqe'@
@place where anything stands@|@jâigâh@
@place where drums are beaten@|@naqârekhâne@
@place where ice is kept@|@yakhcâl@
@place with a hot climate@|@garmsir@
@placed before@|@moqaddam@
@plague@|@tâ'un, vabâ@
@plain@|@dasht, jolge, sâde, sahrâ@
@plain speaking@|@sarâhate lahje@
@plaint@|@da'vâ, gerie, zâr@
@plaintiff@|@dâdkhâh@
@plan@|@naqshe, shâlude, tadbir, tarh@
@plane tree@|@cenâr@
@plank@|@dorud, takhte@
@plans@|@tadâbir (pl. of tadbir)@
@plant@|@bote, nabât@
@plantation@|@bishe@
@planting (trees)@|@ghars@
@plaster@|@gac, sâruj@
@plaster [to]@|@andudan@
@plate@|@poshqab@
@platter@|@douri@
@play@|@namâyesh@
@play (an instrument) [to]@|@navâkhtan, zadan@
@play [to]@|@bâzi kardan@
@play a dirty game [to]@|@nârou zadan@
@playing at dice@|@qomâr@
@pleaded@|@cindâr@
@pleading before a judge@|@mohâzere@
@pleasant@|@bâsâfâ, khosh, pasand@
@pleasantry@|@maskhare@
@please [to]@|@pasand âmadan@
@pleased@|@mahzuz, mash'uf, râzi@
@pleasure@|@ekhteyâr, eshrat, keif, lezzat, zouq@
@pleasure-seeker@|@aiyâsh@
@pleat@|@cin@
@pledge@|@gerou, rahn@
@plentiful@|@farâvân@
@plenty@|@farâvâni@
@plot@|@dasise, toute'e@
@ploughshare@|@khish@
@plum@|@âlu, gouje@
@plunder@|@ghârat, yaghmâ@
@plunder [to]@|@câpidan, ghârat kardan@
@plundering excursion@|@torktap@
@pneumonia@|@sinepahlu, zât or-rie@
@pocket@|@jib@
@pockmarked@|@âbeleru@
@poem@|@qaside@
@poet@|@shâ'er, sokhansanj@
@poetical@|@shâ'erâne@
@poetical for az@|@ze@
@poetry@|@she'r@
@poetry composed of distichs@|@masnavi@
@poets@|@sho'arâ (pl. of shâ'er)@
@point@|@nokte, noqte, nuk@
@point [to]@|@eshâre kardan@
@points@|@nokât (pl. of nokte), noqât (pl. of noqte)@
@poison@|@samm, zahr@
@poisoned@|@masmum@
@pole@|@qotb@
@police@|@nazmiye, shahrbâni@
@police officer (brigadier)@|@sarpâs@
@police officer (captain)@|@sarbahr, soltân@
@police officer (colonel)@|@pâsyâr@
@police officer (lieutenant)@|@rasadbân@
@police officer (major)@|@yâvar@
@police officer (sergeant)@|@sarpâsbân@
@police official@|@sarkalântar@
@police post@|@pâsgâh@
@police station@|@kalântari, nazmiye, shahrbâni@
@policeman@|@pâsbân@
@policy@|@siâsat, tadbir@
@polish@|@seiqal@
@polish [to]@|@seiqal zadan, zadudan@
@polite@|@adib, mo'addab@
@politeness@|@adab, molâtefat, nezâkat@
@political@|@siâsi@
@political party@|@hezb@
@political science@|@elme hoquq@
@politics@|@siâsat@
@pollen@|@garde@
@polytheism@|@sherk@
@polytheist@|@moshrek@
@pomegranate@|@anâr@
@pond@|@houz@
@poor@|@binavâ, darvish, kambazâ'at, meskin, mofles@
@poor (indigent)@|@faqir@
@poorhouse@|@dâr ol-masâkin, meskinkhâne, navânkhâne@
@poplar@|@kabude, tabrizi@
@poplar [kind of]@|@kabude@
@populace@|@avâm, avâmm@
@popular@|@avâmane, mahbub ol-qolub, melli@
@population@|@jam'iyat@
@populous@|@âbâd@
@porcelain@|@cini@
@porch@|@eivân@
@port@|@bandar@
@portion@|@bahre, bakhsh, joz', nasib, qesmat, qet'e, sahm@
@portion settled for the wife@|@mahr@
@portrait@|@peikar@
@position@|@maqâm, mouqe'iyat, vaz'@
@positive@|@mosbat@
@possess [to]@|@dâshtan@
@possessed@|@mazbut@
@possessed of@|@ahl(e), khodâvand, sâheb, zi, zu@
@possessed of authority@|@motamakken@
@possessed of little capital@|@kambazâ'at@
@possessing [adj]@|@bar khordâr, dârâ, hâlâ@
@possession@|@mâlekiyat@
@possessions@|@dârâi, mâl@
@possessor@|@mâlek, motasarref@
@possessors of@|@ulu (used as plural of zu)@
@possibility@|@emkân@
@possible@|@emkânpazir, momken@
@post@|@mansab, maqâm, post@
@post office@|@postkhâne@
@postage stamp@|@tambr@
@posterior@|@mo'akhkhar, pasin@
@posterity@|@akhlâf (pl. of khalâf)@
@postponed@|@mouquf@
@postscript@|@zeil@
@pot@|@dig, zârf@
@potato@|@sibe zamini@
@potherbs@|@sabzi@
@pottage@|@âfe kashk, âsh@
@pottage [kind of]@|@âfe kashk@
@pound [to]@|@kubidan, kuftan@
@pour [to]@|@rikhtan@
@poverty@|@falâkat, faqr@
@powder@|@gard@
@power@|@ekhteyâr, ezz, qadr, qovve, salte, tâb, tâqat, zur@
@power (dominion)@|@doulat, saltanat@
@power (strength)@|@qodrat, qovvat, tir@
@power (wealth)@|@dastgâh@
@powerful@|@moqtader, mostouli, motamakken, tavânâ, tavângar@
@powerful person@|@tavânâ, tavângar@
@practical@|@amali@
@practice@|@amal, mashq@
@practice of medicine@|@tabâbat@
@practice oppression [to]@|@ta'addi kardan@
@practice tyranny [to]@|@ta'addi kardan@
@practise [to]@|@amal kardan@
@practising doctor@|@tabibe mojâz@
@praise@|@dorud, hamd, shokr, ta'rif@
@praise [to]@|@setudan, sotudan@
@praise be to God@|@al-hamdo lellâh@
@praised@|@mamduh@
@prayer@|@da'vâ, da'vat, do'â, eltemâs@
@prayer-leader@|@pishnamâz@
@prayers@|@namâz@
@preacher@|@vâ'ez@
@preaching@|@va'z@
@preamble@|@moqaddame@
@precautionary@|@ehteyâti@
@precedence@|@sebqat@
@precedent@|@sâbeqe@
@preceding@|@moqaddam, motaqaddem@
@precious@|@aziz, gerânbahâ@
@precipice@|@partgâh@
@precipitance@|@shetâbzadegi@
@precipitancy@|@shetâbzadegi@
@precipitately@|@dastpâce@
@precipitation@|@dastpâcegi, mobâderat@
@predestination@|@jabr, qazâ, taqdir@
@predestined@|@moqaddar@
@predetermined@|@moqaddar@
@predominant@|@ghâleb, mostouli@
@preface@|@dibâce, moqaddame@
@preference@|@emteyâz@
@preferring@|@tarjih@
@premium@|@sarf@
@preparation@|@tahiye@
@prepare [to]@|@âmâdan, hâzer kardan@
@prepare a pipe [to]@|@copoq câq kardan@
@prepared@|@farâham, mohaiyâ, mojahhaz, moyassar@
@preparing@|@tahiye@
@prescribing limits@|@tahdid@
@prescription@|@noskhe@
@presence@|@hazrat, hozur, vajâhat, vojud@
@present@|@bakhshesh, hadiye, moujud, tohfe@
@present (from an inferior)@|@pishkash@
@present [adj]@|@konuni@
@present [n]@|@konun@
@presenting@|@taqdim@
@presenting [subs]@|@mo'arrefi@
@presents@|@hadâyâ (pl. of hadiye)@
@preservation@|@hefz, mohâfeze@
@preserve [to]@|@hefz kardan@
@preserved@|@mahfuz@
@press@|@matbu'ât@
@press [to]@|@afshordan, feshordan@
@pressure@|@feshâr@
@prestige@|@vejhe@
@prevail [to]@|@dast bordan@
@prevailing@|@ghâleb, hokmfarmâ@
@prevent [to]@|@jelougiri kardan (az)@
@preventing@|@man'@
@prevention@|@jelougiri, man', momâne'at@
@previously@|@qablan@
@prey@|@seid, shekâr@
@price@|@bahâ, nerkh, qeimat@
@prices (rates of exchange)@|@as'âr@
@pride@|@takabbor@
@priest (Christian)@|@kashish@
@primary school@|@dâbestân@
@prime minister@|@nakhostvazir@
@primitive [gramm]@|@jâmed@
@prince@|@shâhzâde@
@principal@|@asli, omde@
@principle@|@asl, qâ'ede@
@principles@|@osul (pl. of asl)@
@print@|@câp@
@printed@|@câpi@
@printed calico@|@qalamkâr@
@printed cotton@|@cit@
@printing@|@tab'@
@printing house@|@câpkhâne, matba'e@
@printing office@|@câpkhâne@
@printing press@|@matba'e@
@prison@|@mahbas, zendân@
@prisoner@|@asir, zendâni@
@private@|@mahramâne, mokhtass@
@private soldier@|@sarbâz@
@privately-owned (of a school)@|@melli@
@probability@|@ehtemâl@
@probable@|@mohtamel@
@probation@|@kârâmuzi@
@probationer@|@kârâmuz@
@problem@|@mas'ale@
@problems@|@masâel (pl. of mas'ale)@
@proceed [to]@|@gozashtan@
@proceeding@|@sâder@
@proceeding (noun)@|@sodur@
@proclaimed@|@monâdâ@
@proclamation@|@jâr, monâdâ@
@proclamations@|@manâdi@
@procrastination@|@ta'anni@
@prodigal@|@velkharj@
@prodigality@|@esrâf, velkharji@
@produce@|@bar, hâsel, hosul, samar@
@produce [to]@|@be amal âvardan, dar âvardan, toulid kardan@
@produce of anything@|@mahsul@
@producing@|@ehdâs@
@production@|@toulid@
@profession@|@pishe@
@professor@|@ostâd@
@profit@|@fâede, fâyede, hosul, sarfe, sud@
@profitable@|@nâfe'@
@profits@|@manâfe (pl. of manfa'at)@
@programme@|@barnâme@
@progress@|@pishraft, taraqqi@
@progressive@|@motaraqqi@
@prohibited@|@momtane', nâravâ@
@prohibiting@|@nahi, tahrim@
@prohibition@|@nahi, tahrim@
@prohibition of the veil@|@kashfe hejâb@
@projecting [adj]@|@barjaste@
@prolongation@|@tamdid@
@prolonged@|@momtadd@
@promise@|@mou'ed, va'de@
@promise [to]@|@qoul dâdan, va'de dâdan, va'de kardan@
@promise made to God@|@nazr@
@promontory@|@damaghe, ra's@
@prong@|@panje@
@proof@|@dalil, esbât, gavâhi, namudâr@
@prop@|@poshti, rokn@
@propaganda@|@tabligh@
@propagandist@|@moballey@
@propagation@|@enteshâr@
@proper@|@darkhor, farâkhor, sazâ@
@property@|@mâl, melk@
@prophet@|@nabi, peighambar@
@prophet (Mohammad)@|@rasul@
@prophetic office@|@resâle@
@prophets@|@morsalin@
@proportion@|@andâm, nesbat, tanâsob@
@proportionate@|@monâseb, motanâseb@
@proposal@|@pishnehâd@
@proposition@|@mouzu'@
@propounded@|@matrah@
@proprietor@|@mâlek@
@propriety@|@monâsebat, salâh@
@prose@|@nasr@
@prosecutor (legal)@|@dâdyâr@
@prospect@|@cashmandaz@
@prosperity@|@yomn@
@protected@|@mahfuz@
@protection@|@mohâfeze@
@protector@|@mohâfez@
@protectorate@|@qeimumiyat@
@protégé@|@dastparvarde@
@protest@|@e'terâz@
@protract [to]@|@kashidan@
@proud@|@moftakher, motakabber@
@prove [to]@|@âzmudan@
@proved@|@mosbat, sâbet@
@proverb@|@masal@
@proverbs@|@amsâl (pl. of masal)@
@provided for@|@manzur@
@provided that@|@dar suratike@
@providence@|@ruzgâr@
@provident@|@ma'âlandish@
@providing@|@ta'min@
@province@|@velâyat@
@provincial court of appeal@|@dâdgâhe ostân@
@proving@|@âzmâyesh@
@provision@|@ta'min@
@provision (budgetary)@|@mahall@
@provisions@|@moqarrarât@
@prudence@|@hazar@
@prudent@|@hoshyâr, hushyâr, modabber, ulol-albâb@
@puberty@|@bolugh@
@public@|@fâsh@
@public [n]@|@omum@
@public health@|@behdâri, behdâsht@
@public notary's office@|@mahzar@
@public opinion@|@afkâre omum@
@public prosecutor@|@dâdsetân@
@Public Prosecutor@|@modda'iol-omum@
@public sale@|@harâj@
@publication@|@enteshâr@
@publication of libel@|@nâfre akâzib@
@publicity@|@shohrat@
@published@|@mo'allaf, montasher, shâye'@
@publisher@|@nâsher@
