@English@|@Nahuatl@
@one who knows@|@tlamatini@
@one who leads the singing@|@cuicaanqui@
@one who listens@|@tlacaquini@
@one who lives in concubinage@|@momecatitinemi@
@one who owns chia@|@chiane, chieme@
@one who plays the two-toned drum@|@teponazoani@
@one who polishes; something which polishes@|@tlapetlahuani@
@one who provides people with drink@|@teatlitiani@
@one who provides support@|@tetlanaquini@
@one who puts stripes on things@|@tlahuahuanqui@
@one who remembers@|@tlalnamiquini@
@one who s merry@|@aahuieni@
@one who seeks it@|@quitemoani@
@one who sells wrinkled chia@|@chientzotzolnamacac@
@one who sews@|@tlatzonqui@
@one who shakes out clothing@|@tlatzetzeloani@
@one who shouts@|@tzatzini@
@one who sighs@|@elcicihuini@
@one who sleeps@|@cochini@
@one who sorrows; sorrower; sad one@|@tlaocoyani@
@one who stalks; ambusher@|@motepachihuiani@
@one who stalks; one who stalks someone@|@motlapachihuiani@
@one who stands as a man@|@moquichquetzani@
@one who takes care of people@|@motecuitlahuiani@
@one who takes care of things@|@tlamocuitlahuiani@
@one who takes responsibility@|@tlayecoltiloni@
@one who uses a sifter@|@tlatzetzelhuazhuiani@
@one who watches@|@tetlachialiani@
@one who weeps; one who cries; weeper@|@chocani@
@one who wheedles@|@tetenxochitzotzonani@
@one who whispers@|@anahuatl@
@one will go; people will go@|@huiloaz@
@one word@|@cententli@
@one year@|@cexihuitl, cexiuh@
@one; a; an; single@|@ce@
@one; single; a; an@|@centetl@
@one's aunt@|@teahui@
@one's beloved second daughter@|@teiuctzin@
@one's cape@|@tetilma@
@one's child; one' s son@|@tepiltzin@
@one's child; one's daughter@|@teconeuh@
@one's color@|@teezzo, tetlapallo@
@one's conduct; someone's life@|@tenemiliz@
@one's daughters@|@teichpochhuan@
@one's father@|@teta@
@one's first-born@|@teyacpan@
@one's grandmother@|@teci@
@one's guild; wrongdoing@|@tetlatlacol@
@one's head@|@tetzontecan@
@one's lot@|@tetonal@
@one's reward@|@temacehual, temachtia@
@one's second daughter@|@teiuc@
@ones who beat gold; goldbeaters@|@teocuitlatzotzonque@
@ones who died in war@|@yaomicque@
@ones who have something in their charge@|@pialeque@
@one's words; someone's words@|@tetlatol@
@onion@|@xonacatl@
@onlooker@|@tlachixqui@
@only@|@iyo@
@only boy@|@cemoquichtli@
@only child@|@centeconetl@
@only male child@|@cemoquichtli@
@only; just@|@zah@
@opal@|@huitzitziltetl@
@opening@|@cueponcayotl@
@openining in a bone@|@omicamac@
@opossum@|@tlacuatl@
@opossum tail@|@tlacuacuitlapilli@
@opposum; they eat@|@tlacua@
@or@|@nozo@
@or perhaps@|@intlanozo@
@or; or else; but; perhaps@|@manozo@
@or; or else; or perhaps; else; if perhaps@|@anozo@
@or; or else; perhaps@|@anoce@
@orange; purple@|@camopaltic@
@oriole@|@xochitototl@
@ornamenters@|@tlachichiuhque@
@ornamenting is done@|@tlachichihualo@
@orphan@|@icnopiltzintli@
@osprey@|@aitzcuauhtli@
@other; still; yet@|@oc@
@others@|@oc cequi@
@others; some; in part; one; part; some things@|@cequi@
@otter@|@aitzcuauhtli@
@our (various) children@|@topipilhuan@
@our (various) houses@|@tocacal@
@our abdomen; our lip@|@tote@
@our adversaries@|@totecocolicahuan@
@our backbone@|@tocuitlatetepan@
@our battle@|@toyaoyouh@
@our big toe@|@tohueixopil@
@our bile@|@tochichicauh@
@our binding of the years@|@toximmolpia@
@our bladder@|@taxixteco, taxixtecon@
@our blood@|@teezio@
@our body@|@totlac, totlac@
@our body; our flesh@|@tonacayo@
@our bones@|@tomio, tomiyo@
@our breaking place@|@tonepoztequia@
@our breast@|@telchiquiuh@
@our breath@|@tehcauh@
@our breathing place; our place for breathing@|@toneihiyotiaya@
@our breechcloths@|@tomaxtli@
@our cartilage; our freshness@|@tocelica@
@our charge@|@tonahuatil@
@our cheek@|@tocamateuh@
@our chest@|@telchiquiuh@
@our child; our child (h.)@|@toconetzin@
@our clay@|@tozoquio@
@our cylindrical (parts); our loins@|@tomimiliuhca@
@our daughter@|@tochpochtzin@
@our death@|@tomiquiz@
@our desert@|@tolhuil, tomacehual@
@our dysuria@|@taxixtetzahualiz@
@our ears@|@tonacaz@
@our elbow@|@tomolicpi@
@our enemies@|@totecocolicahuan, toyaohuan@
@our enemy@|@totecocolicauh@
@our enemy; our foe; our adversary@|@toyaouh@
@our excrement@|@tonemanahuil@
@our eyeball; our eyes@|@tixtelolo@
@our face@|@toxayac@
@our fat@|@topochquio@
@our father@|@tota@
@our fathers@|@tothuan@
@our feet@|@toxocpal@
@our feet; our hands@|@tocxi@
@our finger bone@|@tomapilomio@
@our fingernails@|@tozti@
@our foes; our adversaries@|@toyaohuan@
@our forefathers@|@tocolhuan@
@our friends@|@tocnihua@
@our front tooth@|@totlanizcua@
@our genitals@|@toquichyo@
@our gift; our lot@|@tonemac@
@our god@|@toteoh@
@our goddessess; our ladies; our lords@|@toteucyohuan@
@our goods@|@totlatqui@
@our grandfathers@|@tocolhuan@
@our grandmother@|@toci@
@our grandson@|@toxuiuhtzin@
@our grease@|@tochiahuaca, tochiauaca@
@our gullet@|@totlatolhuaz@
@our hair@|@totzon@
@our hand; our arm; our hands@|@toma@
@our hands@|@tomacpal, tomacpal@
@our head@|@tocua, totzontecon@
@our heart@|@otoyollo@
@our heart; our chest; our soul@|@toyollo@
@our home@|@tocha@
@our house@|@tocha@
@our humble ocelot warrior@|@tocnocelouh@
@our hunger@|@tapiz@
@our interior; abdomen@|@titic@
@our ladies; our lords@|@toteucyohua@
@our leaders@|@tohueliacahuan@
@our life@|@tonemiliz@
@our liquid; our moisture@|@tayo@
@our little riddle; our little story@|@tozazaniltin@
@our lung@|@tomimiyahuayo@
@our manliness; our penis@|@toquichyo@
@our manliness; our semen@|@toquichio@
@our member@|@tototouh@
@our merit@|@tolhuil, tomacehual@
@our mirror@|@totezcauh@
@our mother@|@tonan, tonana, tonani, tonantze, tonantzin@
@our mothers@|@tonahuan@
@our nerves@|@totlalhuayo@
@our nose@|@toyac@
@our nourishment@|@toyolca@
@our number@|@totlapoal@
@our omen; our evil omen; our portent@|@totetzauh@
@our order@|@tonahuatil@
@our organ; our penis@|@tototouh@
@our outer skin@|@topanehuayo@
@our perspiration@|@totzoyo@
@our place of tasting@|@totlahuematia@
@our possessions@|@totlatqui@
@our possessions; our goods@|@taxca@
@our prince; our son@|@topiltzin@
@our rectum@|@tocuitlapampa@
@our redness@|@totlapallo@
@our road to ruin@|@tonetlapololtilizo hhui@
@our ruin@|@topolihuiliz@
@our ruler@|@totlatocatzin, totlatocauh@
@our saliva@|@tochichi, toztlac@
@our septum@|@toyacelica@
@our side (i.e.@|@toxillan@
@our sin@|@totlatlacol@
@our skin of the sole of the foot@|@toxocpalehuayo@
@our souls@|@tanima@
@our speaking place@|@totlatoaya@
@our stomach@|@totlatlaliaya, totlatlalil, totlatlalilteco@
@our sustenance@|@toyolca@
@our sustenance; our nourishment@|@tonenca@
@our sweat@|@totzoyo@
@our temple@|@tocanahuacan@
@our temples@|@tocanahuaca@
@our testicle@|@tochiquiz@
@our thickness@|@totilahuaca@
@our throat@|@totozqui@
@our thumb@|@tohueimapil@
@our tongue@|@tonenepil@
@our torso@|@totlac, totlac@
@our tribute@|@totequiuh@
@our tube@|@topiazio@
@our tubes@|@topihpiazyo@
@our umbilical cord@|@toxic@
@our urine@|@taxix@
@our uvula@|@totozcatecuacuil@
@our various thicknesses@|@totitilahuaca, totitilahuaca@
@our words@|@totlatol@
@our wrist bone@|@tomaquequeyol@
@our years@|@toxiuh@
@our youth@|@totelpoch@
@outside; out of doors@|@quiyahuac@
@over the grass@|@zacaticpac@
@owner of a book@|@amoxhua@
@owner of chia@|@chieme@
@owner of chia fields@|@chienmille@
@owner of wrinkled chia@|@chientzotzole@
@owner; possessor of goods@|@tlatquihua@
@owners of captives; slave owners@|@maleque@
@oyster@|@atzcalli@
@oyster; pearl@|@eptli@
@painful@|@tecoco@
@paint dish@|@tlapalcaxitl@
@painted@|@mocuilo@
@painted cape@|@tlacuiloltilmatli@
@painted design@|@tlatlacuilolli@
@painted gourd vessel@|@tecontlacuilolli, tlacuilolxicalli@
@painted like a star@|@citlalcuicuiltic@
@painted pattern@|@tlacuilolmachiotl@
@painted reed mat@|@petlatlacuilolli@
@painted; design; representationn@|@tlacuilolli@
@painter@|@tlacuilo@
@painters@|@tlacuiloque@
@painting done with blood@|@tlaezicuilolli@
@pale@|@ixtenextic, pinectic@
@pale; pallid@|@pinehuac@
@pale; whitish; chalky@|@iztalehuac@
@pale; yellow@|@iztalectic@
@palm-leaf basket@|@tompiatli, tonpialti, tonpiatli@
@paltry incense@|@copaltzintli@
@paltry paper@|@amatzintli@
@paper@|@amatzintli@
@paper adornment; paper array@|@amatlatquitl@
@paper banner; paper streamer@|@tetehuitl@
@paper crown@|@amacalli@
@paper cutters@|@amatecque@
@paper designers; those skilled with paper@|@amatlamatque@
@paper goods@|@amatlatquitl@
@paper headdress with feathers of cotinga@|@xiuhtotoamacale@
@paper is cut@|@amaxotlalo@
@paper pattern@|@amamachiotl@
@paper streamer@|@amatethitl@
@paper; book@|@amatl@
@paper-like; papery@|@amatic@
@paralyzing@|@coacihuizio@
@parent@|@pilhua@
@parents of the maiden@|@ichpocheque@
@parents; those who have children@|@pilhuaque@
@path@|@icxiohtli@
@paths are adorned; paths are prepared@|@ochichihuab@
@peace@|@tlacacemelle, yocoxcayotl@
@peaceful life@|@paccanemilizyotl@
@peaceful person@|@yocoxcatlacatl@
@peacefully@|@ihuiantzin, tlacaco@
@peacefully; peace; peaceful;in tranquility@|@ihuian@
@peaked ocelot skin cap@|@ocelocopilli@
@pearl@|@epyollotli@
@pebble@|@xaltetl@
@peccary; pig@|@coyametl@
@peg@|@tlaxichtli@
@pelican@|@atotoli@
@penance@|@tlamacehualitztli@
@penis@|@tepolli@
@penis of a dog@|@itzcuintepolli@
@people arrange things; there is preparation@|@tlacencahualo@
@people ascended@|@tlecohuaya@
@people ate@|@tlacualoc@
@people come; there is coming@|@huiloatz@
@people cure someone@|@tepatilo@
@people danced@|@onnetotiloc@
@people died@|@omicoac, omicohuac@
@people died; there was death; there was dying@|@micoac@
@people do battle; people wage war@|@yaotihua@
@people drank@|@atlihuaya@
@people drink@|@tlaihua@
@people enter@|@calacoa@
@people go back; there is departing; there is going@|@hualhuiloa@
@people go; there is going@|@huilohuaya@
@people made various offerings@|@ontlatlamanaloc@
@people make offerings; there are offerings@|@tlamanalo@
@people of the earth@|@tlalticpactlaca@
@people on earth@|@tlalticpactlaca@
@people return; there is returning@|@hualnecuepalo@
@people scatter@|@onnetepehualo@
@people search@|@tlatemolo@
@people stumble@|@netepotlamilo@
@people swept@|@tlachpanoya@
@people who are governed@|@tlatconi tlamamaloni@
@people who live on the water@|@apantlaca@
@people will go@|@onhuiloaz@
@people will guard@|@tlapialoz@
@people will marvel@|@tlamahuizoloz@
@people wrap themselves in mantles@|@nequentilo@
@people wrap themselves up@|@nelpililo@
@people; people sleep@|@cochihua@
@people's wives@|@tecihuahuan@
@perchance; perhaps@|@cuix@
@perfect@|@tzompatic, tzontic@
@perforated; having holes; pierced@|@cocoyonqui@
@perform your (h.) office; do your (h.) duty@|@ximotlacotili@
@performs it@|@quichihua@
@perfumed; pleasing; odiferous; savory@|@ahuiac@
@perhaps@|@acazoc, acazoc, ahnoce, ahzo, at, azoc, zahzo@
@perhaps not@|@acanozomo, acazomo, acazomo@
@perhaps; or; perchance; maybe; about; lest@|@ahzo@
@perhaps; perchance@|@ahzoc@
@persecution@|@tecocoliliztli@
@person who is jealous of her virtue@|@motlazotlani@
@perspiration@|@tzocuitlatl, tzotl, tzoyotl@
@perspiration of the body@|@tlactzocuitlatl@
@perspiration of the face@|@ixtzocuitlatl@
@perverse@|@tlahueliloc, tlatlahueliloc@
@perverse; pervert; perverted@|@tlacamicqui@
@perverted woman@|@tlacamiccacihuatl@
@pestilence@|@temoxtli ehecatl@
@pestle-shaped@|@texolotic@
@petal of a tree flower@|@cuauhxiuhatlapalli@
@pheasant@|@quetzalcoxcox@
@physician's bowl@|@ticicaxitl@
@physicians; women physicians@|@titici@
@piece@|@tlatlapantli@
@piece of cloth@|@zotl@
@piece of wood@|@cuanmaitl@
@pieces of iron@|@tetepoztin@
@pig@|@pitzotl, pitzotl@
@pigsty@|@caltepipitzotl@
@piles@|@xochihcihuiztli@
@pillar@|@tlaquetzalli@
@pimple; pox; smallpox@|@zahuatl@
@pine branch; pine log; pine tree; pine wood@|@ococuahuitl@
@pine flower@|@ocoxochitl@
@pine needle; pine-tree grass@|@ocozacatl@
@pine nut@|@ococintli@
@pine nut skirt@|@ococalcueitl@
@pine resin is applied@|@mocotzohuia@
@pine resin seller@|@ocotzonamacac@
@pine resin; resin@|@ocotzotl@
@pine sticks@|@ocome@
@pine wood cage@|@ococalli@
@pine; pine (resin); pine stick; pine wood; torch@|@ocotl@
@pious@|@cualnemilice@
@pitch@|@chapopotli@
@pithy; pithy within@|@itipochinqui@
@pl.)@|@xiccaquican, xicmolhuilican, xiquillhuican, xitequitlanelocan, xitlacaquican, xitlacuacan@
@pl.) cry out.@|@anmotzatzitia@
@pl.) lament@|@anmotzatzitia@
@pl.) possession@|@amaxcatzin@
@pl.) property@|@amaxcatzin@
@pl.) rest (command; pl.)@|@ximocehuican@
@pl.); go! (command; pl.)@|@xihuian@
@place for dancing@|@netotiloyan@
@place for sleeping@|@cochihuaya@
@place of awe@|@tlamahuizyocan@
@place of death@|@mictla@
@place of death from thirst@|@amicohuaya@
@place of duality@|@omeyocan@
@place of eating@|@otlacualoyan, tlacualoyan@
@place of eating; there was eating@|@tlacualoya@
@place of fatigue@|@iciahuia@
@place of flies@|@zayolla@
@place of flowers@|@xochitla@
@place of hunger@|@teocihuayan@
@place of misery@|@netoliniloya, tetolinican, tetolinican@
@place of starvation@|@teociohuaya@
@place of the deer@|@mazatla@
@place of the youths; youths' place@|@telpochpan@
@place of thirst@|@amicoayan@
@place of weeping@|@chocoaya@
@place of wild beasts@|@tecuanitla@
@place to grow old in@|@huehcahualoya@
@plae of discussion; place of judgement@|@tlatoloyan@
@plague@|@totomonaliztli@
@plaited green stone neck band@|@chalchiuhcozcapetlatl@
@plank house@|@huapalxacalli@
@planted@|@tlatoctli@
@pleasing of speech@|@tlatolahuiyac@
@pleasing; infragrant@|@ahahuiac@
@pleasurable@|@pacoani@
@pleasure girls@|@ahuienime@
@pleasure song; song of debauchery@|@ahuilcuicatl@
@plover@|@cuixi@
@plum@|@mazaxocotl@
@plum sauce@|@mazaxocomolli@
@podered cacao@|@cacahuatlalli@
@poinsettia@|@cuetlaxochitl@
@pointed at the end; sharp at the end@|@yacahuitzauhqui, yacahuitzauhqui@
@pointed at the head; narrow at the top@|@cuapitzahuac@
@pointed bill@|@tenhuitztic, tenhuitztli@
@pointed on top; tapered@|@cuahuitztic@
@pointed; sharp@|@huitztic@
@pointer@|@tlamapilhuiani@
@poisonous@|@tecuani@
@pole@|@cuahuacatl, cuauhacatl@
@polish@|@tlapetlahualli@
@polishable@|@petlahualoni@
@polished; refined; shiny; smooth; glossy@|@tetzcaltic@
@polygyny@|@tlaomepializtli@
@pond@|@atezcatl@
@poor commoner@|@macehualtzintli@
@poor old men@|@icnohuehuetque@
@poor old woman@|@ilamapol@
@poor sons; oor children@|@icnotepilhuan@
@poorly fired (re pottery)@|@aiuccic@
@popcorn@|@momochitl@
@popcorn flower@|@izquixochitic, izquixochitl@
@popcorn flower tree@|@izquixochicuahuitl@
@porous@|@cacamatic@
@porous; soft; spongy@|@poxactic@
@portent@|@tetzahuitl@
@position of dignity; rulership; rule@|@teucyotl@
@possessions are procured@|@axcahuilo@
@possessor of pine resin@|@ocotzohua@
@possessor of pine resin tress@|@ocotzocuahue@
@possessor; possessor of goods@|@axcahua@
@pot@|@comitl@
@potsherd; sherd@|@tapalcatl@
@potter@|@zoquichiuhqui@
@potters@|@zoquichiuhque@
@pottery ear plug@|@zoquinacochtli@
@poult@|@totolconetl@
@poverty; misery; affliction; suffering@|@netoliniztli@
@powdered@|@coxonqui@
@powdered; dusty; like dust; powdery@|@teuhtic@
@prayer@|@tlatlatlauhtliztli, tlatlauhtli@
@precious@|@tlazotic@
@precious arm band@|@tlazomacuextli@
@precious blouse@|@tlazohuipilli@
@precious cypress tree@|@quetzallahuehuetl@
@precious feather; quetzal feather; tailfeather@|@quetzalli@
@precious flower@|@tlazoxochitl@
@precious green stone; green stone@|@chalchihuitl@
@precious necklace@|@tlazocozcatl@
@precious persons@|@tlazotitlaca@
@precious shift@|@tlazohuipilli@
@precious skirt@|@tlazocueitl@
@precious stone@|@tlazotetl@
@pregnant woman@|@otztli@
@prepare yourselves (command)@|@ximochichihuacan@
@priceless@|@tlazotic@
@prickly@|@ahuayo@
@prickly pear; tuna cactus fruit; tuna@|@nochtli@
@priestess@|@cihuatlamacazqui@
@priests@|@tlamacazque, tlenamacaque@
@priests; guardians of god; keepers of the gods@|@teopixque@
@princely@|@tlazopilli@
@princely breechcloth@|@tlatocamaxtlatl@
@princes@|@tlazopipilti@
@princesses@|@cihuapipilti@
@principal merchants@|@pochtecatlatoque@
@procuress@|@tetzinnamacac@
@producer@|@tlacatini@
@producer of runners@|@moyacatlazani@
@profession@|@netlayecoltiliztli@
@profitless man@|@nenoquich@
@profitless woman@|@nencihuatl@
@proper@|@mimatqui@
@prosperity; riches@|@netlamachtilli@
@prosperous person; rich person@|@mocuiltonoa@
@provision for war@|@yaoitacatl@
@prudence@|@nematiliztli@
@prudent@|@mimatini, tlanemachtilli@
@pulverized lead@|@temetztlalli@
@pulverized; soft@|@molonqui@
@puma skin@|@mizehuatl@
@punisher@|@tzitzicace@
@punishment@|@alcecec tzitzicaztli@
@punishment; reprimands@|@atl cecec tzitzicaztli@
@puppy; small child; small one; young; young boy@|@pilontli@
@pure@|@atle neneliuhqui, ayatle neneliuhqui, chipahuaca@
@pure of heart@|@yollochipahuac@
@pure; whole@|@macitica@
@purslane@|@itzmiquilitl@
@purulent excrement@|@cuitlatetemalli@
@pus@|@temalli, timalli@
@pustule medicine@|@nanahuapatli@
@pustule; pustules@|@nanahuatl@
@quail@|@coli, zoli, zollin@
@quail (pl.); quails@|@zozolti@
@quail bean; speckled bean@|@zoletl@
@quail egg@|@zoltetl@
@quail meat@|@zolnacatl@
@quails@|@zozoltin@
@quetzal feather fan@|@quetzalecacehuaztli@
@quickly; soon; briefly; then@|@cuel@
@quite varicolored@|@cuicuilpatic@
@rabbit@|@tochcuicatl, tochi, tochin, tochtli@
@rabbit fur@|@tochomitl@
@rabbit hair@|@tochomitl@
@rabbitmeat@|@tochnacatl@
@rabbits; wine gods@|@totochin@
@rabid warrior@|@tlahiloquichtli@
@raccoon@|@mapachitli@
@radiating mat@|@petlamoyahuac@
@rag@|@tatapatli, tatapatzintli, tzotzomatzin, tzotzomatzintli, tzotzzomatli@
@rail (a kind of bird)@|@pohpocalex@
@rain@|@quiahuitl, quiyahuitl@
@rain)@|@moquetzaz@
@rainbow@|@ayauhcozamalotl@
@rainwater@|@quiyahuatl@
@rare feather@|@tlazoihhuitl@
@rather@|@ach@
@rather ashen@|@nextontli@
@rather long@|@huihuiacatotonti, melacpil@
@rather long; small and long@|@huiacatontli@
@rather squat; small and squat; squat@|@pachtontli@
@rather thin; small and slender@|@pitzactontli@
@rather; a little; a little bit; slightly@|@achi@
@rattle@|@tzitzilli@
@raven-stone; crow-egg@|@cacalotetl@
@ravine@|@atlauhtli@
@raw meat@|@nacaxoxouhqui@
@razor@|@neximaloni@
@really@|@nel, niman@
@realm; rulership@|@petlatl icpalli@
@rearing@|@huapahualoni, nezcaltiliztli@
@red@|@chihchiltic, tlatlactli, tlatlahuic, tlatlahuillo@
@red (pl.)@|@tlatlauhque@
@red amaranth@|@tlapalhuauhtli@
@red bean@|@echichilli@
@red feather@|@tlapalihhuitl@
@red or ruddy on the surface@|@ixtlatlauhqui@
@red pepper@|@chilli@
@red reed mat@|@ezpetlatl@
@red spoonbill@|@tlauhquechol@
@red warbler@|@chiltotopil@
@red; reddish; ruddy@|@tlatlauhqui@
@red; vermillion@|@chichiltic@
@red-crowned parrot@|@tlalacuezali@
@reddish@|@tlatlactic@
@reddish dried ear of maize@|@tlapalcintli, tlatlauhcacintli@
@red-faced@|@ixchichilpol@
@reed@|@aacatl@
@reed basket@|@tanatli@
@reed chest; woven reed chest@|@petlacalli@
@reed ear plug@|@acanacochtli@
@reed mat seller@|@petlanamacac@
@reed; rush@|@toli@
@region of battle@|@yaotitlan@
@reign; rule@|@tlatocayotl@
@reinforced cotton@|@ichcatlahuapahualli@
@remedy for dandruff@|@cuatequixicihuizpatli, cuatequixquiicihuizpatli@
@rememberer@|@tlalnamiquini@
@remembers it@|@quitlalnamictia@
@renowned@|@tocayoh@
@report@|@tlatlatolli, tlatolli@
@reprimander@|@tetzitzicazhui@
@reprimanding words@|@teahualiztlatolli@
@reserved person@|@mocuiliani@
@resilient; rubbery; rubber-colored; yielding@|@oltic@
@resin@|@oxitl@
@resin exudes@|@oxiquiza@
@resin flows out@|@oxiquiza@
@respect others@|@teimacaciz@
@respected; revered@|@imacaxtli@
@resplendent trogon@|@quetzaltototl@
@rest@|@necehuiliztli@
@rest (command@|@ximocehuican@
@restricted@|@tzoltic@
