@Laotian (romanized)@|@English@
@nóm hao@|@swollen breast@
@nom kai@|@bend over@
@nóm khor@|@implore@
@nóm khoun@|@condensed milk@
@nóm khua:y@|@tree@
@nóm laew@|@flabby breast@
@nóm maew@|@tree whose flowers are used as spice@
@nóm nam@|@lead away@
@nóm narn@|@long ago@
@nóm ngua@|@vine@
@nóm ngua@|@cow's milk@
@nóm nharn@|@drooping breasts@
@nóm nharn@|@tree@
@nom nom@|@stirred or agitated lightly@
@nóm nou@|@gasoline intake valve in a carburetor@
@nóm phar@|@stalagmite@
@nóm phar@|@stalactite@
@nóm phuang@|@large firm breasts@
@nóm rar xa si:@|@bush used medicinally@
@nóm sa ni:@|@tree@
@nóm sao@|@vine whose wood is used medicinally to increase the production of milk@
@nóm sod@|@frest milk@
@nóm sod@|@evaporated milk@
@non@|@lie down@
@non@|@sleep@
@non aow kam lung@|@sleep to rebuild strentgth@
@non bor em@|@sleep insufficiently@
@non bor lurb@|@cannot sleep@
@non chay@|@be improvident@
@non chay@|@be confident@
@non chay@|@unhurrie@
@non dack@|@sleep soundly@
@non deuk@|@go to bed late@
@non don@|@sleep long@
@non em@|@have or get enough sleep@
@non harb@|@lie flat@
@non hua kham@|@go to bed early@
@non ing@|@lie leaning against@
@non khaeng@|@lie on a side@
@non kham@|@lie with face back@
@non khou@|@sleep bent over@
@non khuam@|@lie or sleep prone@
@non kin@|@live by private income@
@non kod@|@lie curled up@
@non kom kan@|@sleep together@
@non kon@|@settle at the bottom@
@non laeng@|@go to bed without eating@
@non laew@|@have gone to sleep@
@non laew leu nhung@|@Are you in bed yet?@
@non lin@|@lie restine@
@non lin@|@in repose@
@non long@|@lie down@
@non luad diew@|@only sleep@
@non lub@|@sleep deeply@
@non lub tar@|@lie or sleep with the eyes closed@
@non meun tar@|@lie awake@
@non meun tar@|@lie with the eyes open@
@non morb long@|@lie prostrate@
@non moub nar@|@lie prostrate@
@non nam@|@lie with@
@non ngai@|@lie face up@
@non nharm@|@sleep on duty@
@non ning@|@sleep peacefully@
@non nork@|@sleep outside@
@non pae@|@lie flat@
@non phack phon@|@lie down@
@non phack phon@|@recline@
@non phack phon@|@rest@
@non phae@|@lie stretched out@
@non phae@|@sprawled out@
@non sa khaeng@|@lie or sleep on one's side@
@non sa nid@|@sleep soundly@
@non song@|@sleep two together@
@non suei@|@take a nap@
@non suei@|@siesta@
@non ta khaeng@|@sleep on one's side@
@non tae hua kham@|@go early to bed@
@non tai@|@lie dead@
@non tam@|@lie low@
@non tar bor larb@|@sleep with the eye's open@
@non tar bor larb@|@sleep fitfully@
@non tar khang@|@insomnia@
@non tar larb@|@sleep peacefully@
@non teng@|@be lain on@
@non teun@|@wake up@
@non tieng@|@lie In a bed@
@non ven@|@siesta@
@non ven@|@nap@
@non yeid@|@lie stretched out@
@nong@|@swollent@
@nong@|@inundated@
@nong@|@abundant@
@nong@|@much@
@nong@|@many@
@nong@|@too@
@nong@|@much@
@nong@|@many@
@nong@|@too@
@nong@|@heel@
@nong@|@back of the foot@
@nong@|@calf@
@nong@|@younger brother or sister@
@nong@|@girl@
@nong@|@woman@
@nong@|@with defective accent@
@nong ai@|@brothers & sister@
@nong harm@|@beautiful woman@
@nong keir@|@younger brother -in -law@
@nong kharn@|@beautiful woman@
@nong khau@|@buffalo placenta@
@nong lack@|@pretty woman@
@nong lack@|@charming girl@
@nong lar@|@the youngest child@
@nong leuad@|@sanguinary@
@nong leuad@|@bloodshed@
@nong mei@|@wife's younger brother or sister@
@nong meuang@|@pouring torrential@
@nong nam tar@|@stream down@
@nong nan@|@noisy@
@nong nan@|@tumultuous@
@nong nard@|@beautiful woman@
@nong ngua@|@cow's placenta@
@nong nhaow@|@little girl@
@nong nhaow@|@unmarried woman@
@nong nhing@|@young sister@
@nong noud@|@younger sister@
@nong noung@|@younger brother or sister@
@nong pha ngar@|@beautiful woman@
@nong phaeng@|@dear young lady@
@nong pharn@|@little girl@
@nong pharn@|@young lady@
@nong phay@|@younger sister -in -law@
@nong phon@|@lead troops@
@nong phua@|@husband's younger brother or sister@
@nong sa phay@|@younger brother's wife@
@nong sao@|@younger sister@
@nong sao mei@|@wife's younger sister@
@nong sao phua@|@husband's younger sister@
@nong soud thong@|@the youngest brother or sister@
@nong xai@|@younger brother@
@nōp@|@pray@
@nōp@|@greet respectifully@
@nōp niew@|@join hands in sign of respect@
@nōp nom@|@bow down@
@nōp pa don@|@nine-tiered umbrella@
@nōp pha kaow@|@princess ring@
@nōp pha kaow@|@with nine jewels of different colors in a raised setting@
@nōp pha khoun@|@nine-karat gold@
@nōp pha kork@|@the nine planets@
@nōp pha rad@|@the nine jewels@
@nōp vay@|@pray@
@nor@|@the 13th consonant of the Lao alphabet@
@nor@|@a low group consonant@
@nor@|@fimal particle@
@nor@|@denoting request@
@nor@|@isn?t it (question tag)@
@nor@|@horn@
@nor@|@horny protuberance@
@nor@|@question word to agreement@
@nor@|
@nor par@|@tree@
@nor ra@|@person@
@nor ra sa kon@|@an assembly or multitude of men@
@nor ra seid@|@the best of men@
@nor ra sing@|@lionhearted man@
@nor raed@|@rhinoceros horn@
@nor reid@|@king@
@nor reid@|@upper class@
@nork@|@general term for a bird@
@nork@|@out@
@nork@|@beyond@
@nork@|@outside@
@nork@|@outside of@
@nork@|@abroad@
@nork aen@|@swallow@
@nork am nard@|@beyond or outside one's authority or power@
@nork ban har@|@out of the question@
@nork barn@|@outside of village@
@nork chaow@|@heron@
@nork chaow@|@marabou@
@nork charb@|@rice bird@
@nork chark@|@except@
@nork chark nan@|@besides that@
@nork chark ni:@|@also@
@nork chark ni:@|@besides@
@nork chark var@|@unless@
@nork chay@|@unfaithful@
@nork chip@|@pink warbler@
@nork chork@|@sparrow@
@nork daen@|@outside of border@
@nork fung@|@offshore@
@nork haeng@|@vulture@
@nork heb@|@jacana@
@nork hid@|@immoral@
@nork hid khong@|@unconventionally@
@nork hid khong@|@not according to tradition@
@nork hon@|@hoopoe@
@nork hong@|@swan@
@nork hua khuan@|@woodpecker@
@nork i koy@|@sandpiper@
@nork ieng@|@singing mina@
@nork ieng@|@blackbird@
@nork ieng morng@|@singing mynah@
@nork ka bar@|@nightjar@
@nork ka chork@|@the Flying Fish@
@nork ka chork@|@a type of skyrocket@
@nork ka chork@|@sparrow@
@nork ka sar@|@crane@
@nork ka thar@|@quail@
@nork ka thar@|@partridge@
@nork ka xaeng@|@species of toucan@
@nork kaeng@|@hornbill@
@nork kaew@|@parrot@
@nork kang kae@|@pigeon@
@nork kang khein@|@robin@
@nork kar nam@|@marsh hen@
@nork kar vaow@|@blackbird@
@nork kar vaow lai@|@type of sandpiper@
@nork keuang@|@irrelevant@
@nork keuang@|@off the subject@
@nork kha min@|@oriole@
@nork khaeb khae@|@grebe@
@nork khaek@|@parrakeet@
@nork khaow@|@dove@
@nork khaow@|@turtle dove@
@nork khaow@|@owl@
@nork khaow nhay@|@large owl@
@nork khaow thuang tar mae@|@The pot calling the kettle black@
@nork kharp@|@roller@
@nork khaum@|@outside of subject@
@nork khay@|@woodpecker@
@nork kheid@|@excessive@
@nork kheid@|@beyond the bounds of@
@nork khi ri boun@|@canary@
@nork khi: ka deuan@|@snipe@
@nork khi: thi:@|@large owl@
@nork khor@|@quail@
@nork khor karn@|@penguin@
@nork khoum@|@quail@
@nork khoum@|@quail@
@nork khoum@|@pet bird@
@nork khoum@|@outside of quarter@
@nork khua@|@pheasant@
@nork kod mai@|@outlaw@
@nork kor keua nhay@|@leguminous vine used medicinally@
@nork kord@|@large red finch@
@nork kord@|@living in bamboo@
@nork kord daeng@|@large red bird@
@nork kord hoy@|@small bird with a striped collar@
@nork kork@|@large toucan@
@nork kork kham@|@large toucan@
@nork korl@|@tree@
@nork kuak@|@bulbul@
@nork laew ka chork@|@sparrow hawk@
@nork lieng@|@tame or domestic bird@
@nork maem poun@|@lapwing@
@nork mom@|@type of wild pigeon@
@nork nan@|@besides that@
@nork nang aen@|@swallow@
@nork nang nuan@|@gull@
@nork nang nuan@|@seagull@
@nork nar thi:@|@outside one's duty@
@nork neua chark ni:@|@beside this@
@nork neua chark ni:@|@over an above@
@nork neua kua@|@beside that@
@nork neua kua@|@aside from that@
@nork neua kua@|@unless@
@nork nhang@|@stork@
@nork nhang@|@crane@
@nork nhang@|@egret@
@nork nhar@|@stork@
@nork nhar@|@crane@
@nork nhoung@|@peacock@
@nork nou@|@birds in general@
@nork noy bor hou chack tung@|@Small bird doesn?t know glue@
@nork ork lor@|@white owl@
@nork pa den@|@irrelevant@
@nork paow@|@green pigeon@
@nork ped@|@wild duck@
@nork ped hong@|@swam@
@nork ped nam@|@teal@
@nork peid kar@|@the largest type of teal@
@nork peun@|@hammer of gun@
@nork pid@|@ortolan@
@nork pid@|@type of black sparrow@
@nork poung@|@wood pigeon@
@nork sab deua noy@|@snipe@
@nork sab deuan@|@woodcock@
@nork sar li kar@|@jackdaw@
@nork sar li kar@|@mandarin blackbird@
@nork say@|@woodpecker@
@nork say@|@medium size@
@nork si: dar@|@seagull@
@nork song hua@|@servant of two masters@
@nork song hua@|@servant of two masters@
@nork sung kar@|@jackdaw@
@nork tae@|@except@
@nork taed tae@|@plover@
@nork tam rar@|@contravene@
@nork tam rar@|@go against or not follow a text@
@nork ten@|@king fisher@
@nork ten xiew@|@smaller kingfisher@
@nork thang@|@out of the way@
@nork thar@|@partridge@
@nork theb@|@water hen@
@nork thong@|@an open field@
@nork thong@|@plain or clearing outside of a village@
@nork tor@|@decoy bird@
@nork vei lar@|@overtime@
@nork xaew@|@black drongo@
@nork xarn@|@open porch: back of the house@
@nork xay@|@small unidentified bird@
@noud@|@younger sibling@
@noum@|@tender@
@noum@|@soft@
@noum nuan@|@swollen@
@noy@|@little@
@noy@|@small@
@noy bor xar@|@soon@
@noy chay@|@feel disparaged@
@noy chay@|@timid@
@noy khon@|@a few people@
@noy kua@|@less@
@noy kua@|@smaller than@
@noy kua ni:@|@smaller than@
@noy long@|@decrease@
@noy long@|@lessen@
@noy long thouk theua@|@less and less@
@noy mark phik@|@small but healthy@
@noy mark phik@|@intelligent and hardheaded@
@noy nar@|@feel infenor@
@noy nar@|@feel outdone@
@noy neua tam chay@|@disappointed@
@noy neua tam chay@|@heartbroken@
@noy neua tam chay@|@very sad@
@noy neung@|@a little@
@noy neung@|@a bit@
@noy neung@|@a little@
@noy neung@|@a bit@
@noy noy@|@very little@
@noy ong pong@|@short and small@
@noy ork noy chay@|@feel inferior@
@noy ork pork@|@small and lovable@
@noy ork tork chay@|@disappointed@
@noy ork tork chay@|@heartbroken@
@noy phord@|@too small@
@noy thay@|@have to decrease@
@noy thi: soud@|@the smallest@
@nu@|@mouse@
@nu@|@rat@
@nu phuk@|@brown rat@
@nu phuk@|@guinea pig@
@nu thong khao@|@white rat@
@nua@|@delicious@
@nua@|@tasty@
@nua@|@to mix@
@nua@|@mingle@
@nua@|@mediey@
@nuad@|@knead@
@nuad@|@squeeze@
@nuad@|@massage@
@nuad khaow@|@thresh or flail rice@
@nuad khaow@|@shell@
@nuad nung@|@tan hides@
@nuad paeng@|@knead dough@
@nuad sa nei@|@magic love wax@
@nuak@|@deaf@
@nuak@|@too noisy@
@nuam@|@quilt@
@nuam@|@wad@
@nuam@|@blanker@
@nuam meu@|@glovers@
@nuam nuam@|@stirred or agitated stroungly@
@nuan@|@soft@
@nuan@|@of beautiful color@
@nuan@|@beat repeatedly@
@nuang@|@to ratarin@
@nuang niav@|@to besseech@
@nuang niav@|@get@
@nuang niav@|@hold up@
@nuang niav@|@retain@
@Nuay@|@unit@
@Nuay@|@beard@
@Nuay@|@moustache@
@Nuay hua hoi@|@unit hundred@
@Nuay hua pan@|@unit thousand@
@Nuay hua sib@|@unit ten@
@Nuay mak mai@|@fruit@
@Nuay ni@|@this one(unit,fruit)@
@Nuay ta@|@eye ball@
@num@|@swollen@
@num@|@rotten@
@num@|@putrid@
@num@|@thom@
@num@|@young@
@num@|@youth@
@num@|@soft@
@Num jai@|@soft satisfying@
@num noi@|@young@
@num sao@|@young girl@
@nun@|@to subport@
@nun@|@help@
@nun naen khao ma@|@to attack by force@
@nūng@|@put on@
@nūng@|@wear@
@nūng hom@|@wear clothes@
@nūng kheung@|@dress@
@nūng kheung@|@wear clothes@
@nūng la theid@|@exile@
@nūng lom hom far@|@naked@
@nūng lom hom far@|@exposed to the elements@
@nūng seua@|@pull on Lao pants@
@nūng sin@|@pull on Lao skirt@
@nūng song@|@pull on Lao pants@
@nuung@|@the number one@
@nuung khao@|@to steam rice@
@nya@|@separate@
@nya@|@honorable@
@nya@|@paternal grandmother@
@nya aok@|@speared apart@
@nya cha@|@miserable@
@nya cha na@|@request@
@nya cha na@|@demand@
@nya cha na@|@requisition@
@nya hai mo tho@|@anger@
@nya hai mo tho@|@provoke@
@nya ka@|@small carriage@
@nya ka na@|@liver@
@nya kha@|@spend the legs@
@nya khu@|@monk@
@nya khun thon@|@the mountain chain surrounding the center of paradise@
@nya ma@|@pair@
@nya ma@|@couple@
@nya ma@|@period of three hours@
@nya ma@|@the third of seven stages in paradise@
@nya ma ka@|@name of the Buddhist Bible dealing with dharma@
@nya ma ka pha ti than@|@supernatural demonstration by proofs in pairs given by the Buddha to non-Buddhist priests to prove his superiority@
@nya ma nyok@|@an auspicious time@
@nya mae@|@honorific applied to mother or an older woman@
@nya mak kan@|@diacritical mark@
@nya mik@|@guardian@
@nya na@|@vehicle of any kind@
@nya na@|@litter or palanquin@
@nya na kan@|@the repetition sign@
@nya ni@|@one endowed with knowledge or intelligence@
@nya nu mat@|@royal palanquin@
@nya pha na@|@the preservation of all life@
@nya phor@|@honorific to father or an older man@
@nya sa@|@honor@
@nya sa@|@reputation@
@nya sa@|@renown@
@nya so@|@conceited@
@nya ta na@|@torment@
@nya ta na@|@pain@
@nya tha@|@comparatively similarly@
@nya tha kam@|@at random@
@nya tha kam@|@at random@
@nya tha kan@|@at the proper time@
@nya tha phu ta nyan@|@knowledge of the truth@
@nya thao@|@grandmother@
@nya thod@|@great grandmother@
@nya ti@|@restraint@
@nya ti@|@control@
@nya ti@|@cessation@
@nya ti@|@brothers and sisters@
@nya ti@|@blood relative@
@nya ti ka@|@blood relative@
@nya ti phi nong@|@relatives and friends@
@nya ti phong phan@|@relatives@
@nya ti thang@|@the artificial pause observed between the rhymed word and the following word in reading poety@
@nya va dee@|@young lady (poetic)@
@nya va na li@|@young woman@
@nya va rat@|@crown prince@
@nya za ka@|@one who officiates at a sacrifice@
@nya zu ra vate@|@the name of the second book of the Brahman Bible which treats of magic spells and how to use them@
@nyae@|@unfold@
@nyae@|@open out@
@nyae@|@break open@
@nyae@|@separate@
@nyae@|@hold out@
@nyae@|@truth@
@nyae@|@reality@
@nyae@|@the real object as opposed to the picture or name@
@nyae meu@|@hold out the hand@
@nyae zu@|@jesus@
@nyaek@|@good@
@nyaek@|@separate@
@nyaek@|@separate@
@nyaek aok@|@analyze@
@nyaek aok@|@divide@
@nyaek aok@|@divide@
@nyaek kan@|@divide@
@nyaek kan@|@separate@
@nyaek nyay@|@divided@
@nyaek nyay@|@separate@
@nyaek phai@|@separate@
@nyaek that@|@separate@
@nyaem@|@smile@
@nyaem@|@laugh silently@
@nyaen@|@inclined@
@nyaen@|@aslant@
@nyaen@|@be very thirsty@
@nyaep@|@trick@
@nyaep khai@|@correct@
@nyaep khai@|@legal@
@nyaep nyon@|@trick@
@nyaep nyon@|@wile@
@nyaev@|@whirl around head several times before throwing@
@nyai@|@fiber@
@nyai@|@filament@
@nyak@|@rapidly moving@
@nyak@|@hard@
@nyak@|@difficult@
@nyak@|@difficult@
@nyak  nyok@|@giantess@
@nyak chaay@|@in penury@
@nyak chay@|@in difficult@
@nyak chon@|@in difficulty@
@nyak chon@|@impoverished@
@nyak chon@|@very poor@
@nyak chon@|@impoverished@
@nyak hai@|@impoverished@
@nyak hai@|@very poor@
@nyak hia@|@poverty@
@nyak khaen@|@unhappy@
@nyak khaen@|@in poverty@
@nyak khai ni@|@still young@
@nyak ki ni@|@giant@
@nyak kor bor va@|@so much difficult@
@nyak lam bak@|@difficult@
@nyak lam bak@|@distress@
@nyak lay@|@hard wood@
@nyak lay@|@hard wood@
@nyak lom bak@|@very difficult@
@nyak mam@|@kind of orgre (poetic)@
@nyak nyak@|@giant@
@nyak nyan@|@rapidly moving@
@nyak nyan nyan@|@rapidly rushing(as a hooked fish)@
@nyak nyok@|@embezzle@
@nyak phan dai@|@doesn’t matter@
@nyak phan nyang ni@|@distress@
@nyak sa@|@even so difficult it@
@nyak viek@|@impede by work@
@nyam@|@encourage@
@nyam@|@beat@
@nyam@|@hanging without order@
@nyam@|@season of the year@
@nyam@|@bag with straps carried over the shoulder@
@nyam@|@the first drop to fall (as of blood, sap, etc)@
@nyam bai@|@afternoon@
@nyam dai@|@when?@
@nyam eu@|@shortage@
@nyam eu viek had@|@slack time@
@nyam eu viek had@|@dull season@
@nyam fang@|@Coast Guard@
@nyam hak@|@loving period@
@nyam hak sa@|@nuptial season@
@nyam hon@|@treatment period@
@nyam kham@|@night@
@nyam khong laeng@|@evening@
@nyam khong nyay@|@late morning@
@nyam khop khan@|@critical period@
@nyam kiev khao@|@harvest time@
@nyam kin khao@|@harvest time@
@nyam laeng@|@evening@
@nyam laeng@|@dry season@
@nyam lom@|@windly season@
@nyam meu@|@when@
@nyam nan@|@on that time@
@nyam nan@|@Richfield season@
@nyam nao@|@cold season@
@nyam non@|@time to sleeping@
@nyam nyak@|@hard times@
@nyam nyam@|@oppress tyrannize@
@nyam nyam@|@confront@
@nyam nyang@|@chop rapidly@
@nyam nyen@|@evening@
@nyam nyen@|@cool time@
@nyam nyi@|@beat out the time@
@nyam nyi@|@molest@
@nyam nyi@|@ravage@
@nyam nyi@|@ravage@
@nyam phan sa@|@Buddhist lent@
@nyam sam ta@|@method of fortune-telling involving three observations taken at different times of the day@
@nyam thae kai kham@|@dusk@
@nyam thao@|@mark time@
@nyam thieng@|@noon@
@nyam thoa@|@go by foot@
@nyam thuk@|@time of trouble@
@nyam tok@|@bold@
@nyam tok@|@mark time@
@nyam tud saow@|@morning@
@nyam tud zay@|@early afternoon@
@nyam vang@|@leisure time@
@nyan@|@taste good (ordinarily of betel)@
@nyan@|@press down on@
@nyan@|@vehicle@
@nyan@|@stage of a journey@
@nyan hai@|@hanging banyan root@
@nyan hua long@|@press someone down@
@nyan long@|@press down@
@nyan na va@|@small boat@
@nyan na va@|@craft@
@nyan nyan@|@loose@
@nyan nyon@|@motor vehicle@
@nyan pha ha na@|@vehicle@
@nyan pha ha na@|@conveyance@
@nyan pha phat@|@brilliant with knowledge@
@nyan som phan@|@repository for knowledge@
@nyan ta kam@|@mechanical science@
@nyan that sa na@|@supreme knowledge@
@nyan vi thi@|@the way of knowledge@
@nyang@|@yet@
@nyang@|@still@
@nyang@|@not yet@
@nyang@|@meaningless syllable added to a word for emphasis or for tone in poetry@
@nyang@|@a tribe of mountaineers in North Burma@
@nyang@|@walk@
@nyang aok chak@|@step out from@
@nyang aok phai@|@go out@
@nyang aok phai@|@walk outside@
@nyang bor@|@not yet@
@nyang bor@|@still not@
@nyang bor dai theu@|@still don’t have it@
@nyang bor haeng theu@|@still not dry@
@nyang bor ker theu@|@unborn@
@nyang bor ker theu@|@not born yet@
@nyang bor leow@|@it is not yet finished@
@nyang bor lerm@|@still unforgotten@
@nyang bor lot la@|@with unabated vigor@
@nyang bor phor@|@still not enough@
@nyang bor sa at@|@still not clean@
@nyang bor ta lort@|@still not right@
@nyang bor taem theu@|@not yet full@
@nyang bor taem theu@|@not yet full@
@nyang bor than hot@|@still not finished@
@nyang bor than leow@|@still not completed@
@nyang bor than ma aok@|@not yet@
@nyang bor than na hot@|@still ntot coming@
@nyang bor than na hot@|@still not arrived@
@nyang bor than phai@|@still not going@
@nyang bor than phai@|@still not left@
@nyang cha@|@will still@
@nyang chep nyu@|@still sick@
@nyang chep nyu@|@still ill@
@nyang daeng@|@Red Nyang@
@nyang dam@|@Black Nyang@
@nyang dok@|@not yet@
@nyang haeng hay@|@it is still worse than@
@nyang kai@|@portable chicken cage@
@nyang khai dae@|@That’s better@
@nyang khao@|@a tree of the Dipterocarpus family@
@nyang khao ma@|@go into@
@nyang khao ma@|@walk into@
@nyang khao ma@|@go into@
@nyang khao ma@|@walk into@
@nyang khao phai@|@step into@
@nyang khao phai@|@walk into@
@nyang kheuk na@|@outdistance@
@nyang kheuk na@|@outstrip@
@nyang kheun phai@|@walk back@
@nyang khit bor aok@|@still unable to think of the result@
@nyang khit hot ha@|@still thinking of@
@nyang khit hot nyu@|@still thinking about@
@nyang khong nyu@|@remain@
@nyang kin nyu@|@still eating@
@nyang kop ma@|@walk back from@
@nyang kop phai@|@walk back to@
@nyang leu@|@be left@
@nyang leu nyu@|@be left@
@nyang leua@|@there’s still something left@
@nyang leua@|@be left@
@nyang leua@|@there’s still something left@
@nyang leua nyu@|@be left@
@nyang mai nyu@|@still burning@
@nyang mai nyu@|@still burning@
@nyang me tor@|@follow@
@nyang mee@|@have something@
@nyang mee@|@have still@
@nyang mee@|@there is@
@nyang mee@|@there are@
@nyang mee khuam phit@|@be mistaken still@
@nyang mee ve la nyu@|@there is still time@
@nyang mee ze vit nyu@|@there is still alive@
@nyang meut nyu@|@be dark still@
@nyang nai chay@|@still in the heart@
@nyang nai chay@|@still kept in confidence@
@nyang ngam nyu@|@still pretty, still beautiful@
@nyang nyang eek@|@what else?@
@nyang nyang eek bor@|@is there something else?@
@nyang nyang heua bor@|@is there anything still left?@
@nyang nyang heua bor@|@is there anything still left?@
@nyang nyang long chak@|@step out of@
@nyang nyang vai tha@|@strut@
@nyang nyang vai tha@|@flaunt@
@nyang nyang vai tha@|@walk proudly@
@nyang nyeun@|@stable@
@nyang nyeun@|@living or lasting a long time@
@nyang nyoy@|@drip@
@nyang nyu@|@remain@
@nyang nyu nai@|@still inside@
