@English@|@Ojibwe@
@mother: my ~ [archaic]@|@ing (n3D)(voc), inga (n3D), ning (n3D)(voc), ninga (n3D), ninge (n3D)(voc), ogiin (n3D')@
@mother: my ~’s sister@|@ingye (n3D)(PO)@
@mother: my ~s [archaic]@|@ingayag (n3D), ningayag (n3D)@
@mother: my late ~@|@ningashiban (n3D)@
@mother: my step ~@|@nindoozis+ag (n3D)(NW)@
@mother: my step-~@|@ninoosheh+yag (n3D)(PO/NW)@
@mother: our(1p) ~ [archaic]@|@inganaan (n3D), ninganaan (n3D)@
@mother: our(1p) ~s [archaic]@|@inganaanig (n3D), ninganaanig (n3D)@
@mother: our(21) ~ [archaic]@|@giganaan (n3D)@
@mother: our(21) ~s [archaic]@|@giganaanig (n3D)@
@mother: their ~ [archaic]@|@ogiwaan (n3D)@
@mother: their ~s [archaic]@|@ogiwaan (n3D)@
@mother: your ~@|@giga+g (n3D), gigaag+ag (NW/WO), giinge+g (NW)@
@mother: your(2p) ~ [archaic]@|@gigiwaa (n3D)@
@mother: your(2p) ~s [archaic]@|@gigiwaag (n3D)@
@mother: your(2s) ~ [archaic]@|@giga (n3D)@
@mother: your(2s) ~s [archaic]@|@gigayag (n3D)@
@Mother’s Day@|@ningashi-giizhigad (vii)(SE)@
@motherhood@|@giwin+an@
@mother-in-law@|@ozigosimaa+g (n3D)@
@mother-in-law: my ~@|@inzigozis+ag (n3D), nizhigosh+ag (n3D)(WO), ninzigos+ag (n3D)(NW/WO), ninzigozis+ag (n3D), nizigosis+ag (n3D)(SE)@
@motherwort@|@nibiishikaabijigan+an@
@motion [legal]@|@gagwedwewin gegoon ji-ikidonaaniwang onaakonigewin+an@
@motion: be in ~@|@bimishkaa (vai), maajiishkaa (vai), maajiishkaamagad (vai)>(vii), mamaajii (vai), mamaajiimagad (vai)>(vii)@
@Motley (MN)@|@Gaagaagiwigwani-ziibi-aazhogemoog@
@motor@|@akik+oon (NW), maajiishkaajigan+an (NW), maajiishkaachigan+an (NW/WO), waasigan+an (NW/WO)@
@motor -@|@waasigani- (pv4)(NW/WO)@
@motor boat@|@waasamoo-jiimaan+an@
@motor downstream in a boat@|@niisaajiwanebizo (vai)@
@motor launch@|@waasamoo-jiimaan+an@
@motor oil@|@aadomoobiin-bimide+n (PO)@
@motor: car ~@|@waasigan+an (NW/WO), waasiganidaabaanensi-waasigan+an, odaabaanensiwi-maajiishkaachigan+an (NW)@
@motor: electric ~@|@waasamoo-maajiishkaajigaans+an (NW)@
@motor: outboard ~@|@akikoons+ag, bimishkaa-bootaagan+an, maajiishkaajigan+an (NW), maajiishkaachigan+an (NW/WO), waasiganaabik+oon (NW/WO), waasigan+an (NW)@
@motorcycle@|@niizhoodetibisenh-odaabaan+ag (SE)@
@mottle: be ~d@|@gidagaa (vii)@
@mottle: have ~d feathers@|@gidagigwane (vai)@
@mottled -@|@gijig= (pv4)@
@mottled rock: be a ~@|@gidagaabikaa (vii)@
@MOU@|@anokiiwin nisidotamowin mazina'igan+an, nakomidiwin nisidotaadiwin+an (NW), nakomidowi-nisidotaadowin+an, nakondiwi-nisidotaadiwin+an (SW)@
@mould@|@ziiga'aaboowe (vai)@
@mould musket balls@|@anwiike (vai)@
@mould ST@|@ziiga'an (vti)@
@mould: bullet ~@|@anwiikaajigan+an@
@moult@|@aanjigwane (vai), binigwaane (vai)@
@moult [duck/goose/etc.]@|@bako (vai)@
@moulting@|@bakowin+an@
@moulting duck@|@bakoshib+ag@
@moults@|@zhiigotaa (vai)@
@mound@|@akosijigan+an (NE/SE)@
@mound on the ground@|@bikwakamig (pc)@
@mound: be a ~@|@waawiyekamigaa (vii)@
@mound: be a ~ on the ground@|@bikwakamigaa (vii)@
@mount a horse@|@agodoomigo (vai)(SE), omboomigo (vai)@
@Mount Ashwabay (WI)@|@Ashiwaabiwin, Ashiwaabiwin-wajiw@
@Mount McKay (ON)@|@animikii-wajiw@
@Mount of Olives@|@bimide-wajiw (geo)@
@mount: be dry bluffs/~s/peaks@|@bengwayaabikaa (vii)@
@mount: dry bluffs/~s/peaks@|@bengwayaabik (pc)@
@mountain@|@bikwadinaa+n, waji+in, wajiw+an@
@mountain ash@|@makwaminagaawanzh+iig, makwiminaatig+oog, makominaatig+oog (NW/WO), makominagaawanzh+iig, makominanaatig+oog (NW), makominzh+iig (SW)@
@mountain ash: American ~@|@ajimag+oog@
@mountain ash: showy ~@|@ajimag+oog, makwaminaatig+oog, makwamin+an, makominaatig+oog, makominagaawanzh+iig@
@mountain box@|@makoonsimin+an@
@mountain goat@|@ajidawinew+ag (NW)@
@mountain has a point@|@giinikwaamadinaa (vii)@
@Mountain Lake (MN/ON)[Cook]@|@Gaa-jiigajiwegamaag-zaaga'igan@
@Mountain Lake (ON)@|@Wajiwigamaa@
@mountain maple@|@zhaashaagobiimagwaatig+oog (NO/NW/WO), zhaashaagobiimag+oon, zhaashaagobiimag+oon, zhaashaagobiimizh+iig (PO/AL)@
@Mountain Pine Lake (MN)[Cass]@|@Gaa-jiigajiwegamaag-zaaga'igan@
@mountain range@|@ishpaabikadinaa (vii)@
@mountain tea@|@wiinisiibagoons+an@
@mountain top: on a ~@|@ogidaabik (pc)(NE)@
@mountain: arrive at ~/hill summit@|@giizhaamajiwe (vai)@
@mountain: ascend a ~/hill in a certain way@|@inaamajiwe (vai)@
@mountain: ascend a hill/~@|@aamajiwe (vai)@
@mountain: ascend a hill/~ from shore@|@gopaamajiwe (vai)@
@mountain: be ~’s far side@|@awasinakedinaa (vii)@
@mountain: be ~’s other side@|@awasinakedinaa (vii)@
@mountain: be ~ous@|@babiikwadinaa (vii)(RD), babiikodinaa (vii)@
@mountain: be a ~@|@bikwadinaa (vii), wajiwan (vii)@
@mountain: be a ~/big hill ~@|@gichi-bimadinaa (vii)(NW)@
@mountain: be a ~ous area@|@babiikwadinaa (vii)(RD)@
@mountain: be a hollow in a ~@|@waanadinaa (vii)@
@mountain: be a low place between ~s@|@dawadinaa (vii)@
@mountain: be a sheer-sided ~@|@giishkaabikaa (vii)@
@mountain: be a sloping ~@|@anibedinaa (vii)@
@mountain: be a steep-descent ~@|@anibedinaa (vii)@
@mountain: be fully atop a ~/hill@|@giizhaamajiwe (vai)@
@mountain: be lofty ~s@|@ishpaabikaa (vii)@
@mountain: be on the ~-side@|@aasamadinaa (vii)@
@mountain: be on top of a ~@|@wagidadinaa (vii)@
@mountain: be the ~’s summit@|@gakadinaa (vii)@
@mountain: beyond the ~@|@awasajiw (pc), awasaaki (pc)@
@mountain: by a ~@|@jiigwajiw (pc)@
@mountain: climb a ~@|@akwaamajiwe (vai)@
@mountain: come out over a ~@|@zaagajiwe (vai)@
@mountain: far side of the ~@|@awasinakedin (pc)@
@mountain: go down the ~@|@niisajiwe (vai)@
@mountain: go up a ~/hill carrying (a pack) on back@|@aamajiwewane (vai)@
@mountain: go up a ~/hill carrying TH on shoulder@|@aamajiwenige (vai)@
@mountain: halfway up a ~/hill@|@aabitawaamajiw (pc)@
@mountain: half-way up the ~@|@aabitadinaa (vii)@
@mountain: near a hill/~@|@jiigajiwe (pc)@
@mountain: on the other side of ~@|@awasaaki (pc)@
@mountain: on this side of a ~@|@ondaasajiw (pc), ondaasaaki (pc)@
@mountain: on top of a ~@|@agidajiw (pc), wagidadin (pc), wagidajiw (pc), ogidajiw (pc)@
@mountain: on top of a hill/~@|@ogidaaki (pc)@
@mountain: other side of the ~@|@awasajiw (pc), awasinakedin (pc)@
@mountain: road winds alongside the ~@|@opimiyaamajiwezhimon (vii)@
@Mountain: Rocky ~s@|@asiniiwajiw (n0)@
@mountain: run up a hill/~@|@aamajiwebatoo (vai)@
@mountain: slanted rock/~/peak@|@ashaweyaabikaa (vii)@
@mountain: start of a hill/~@|@maadidinaa (vii)@
@mountain: there are beautiful ~s@|@minwaabikaa (vii)(NW/WO)@
@mountain: tilted rock/~/peak@|@ashaweyaabikaa (vii)@
@mountain: walk about ~/hill summit@|@bimaamajiwe (vai)@
@mountain: walk across hill/~@|@aazhawajiwe'ose (vai)@
@mountain´go about ~/hill summit@|@bimaamajiwe (vai)@
@mountainous@|@zagadinaa (vii)(AL)@
@mountainous: be ~ ground@|@bikokamigaa (vii)@
@mountains~ have many jagged ridges@|@daataashkaabikaa (vii)(NW)@
@mountain-side@|@aasamadinaa+n@
@mountain-side: on the ~@|@aasamadinaang (pc)@
@mountian: arrive at the ~ summit@|@bagamaamajiwe (vai)@
@Mountie@|@Gaa-miskogonawej dakonikewinini+wag (NW)@
@mourn@|@inigaazi (vai), nanekaadendam (vai2), nanii'awendan (vai)(SE), naniinawendam (vai2), naniinawendan (vai), nitaage (vai)@
@mourn of SO@|@mawim (vta)@
@mourn: be ~ful@|@wasidaawendam (vai2), osidaawendam (vai2)@
@mourn: be a ~er@|@naniinawizi (vai)@
@mourn: be wearing ~ing dress@|@nitaage (vai)@
@mourn: give the appearance of ~ing@|@gashkendaminaagozi (vai)@
@mourner’s bundle: carry a ~@|@ganawendaaso (vai)@
@mourner’s crape@|@nitaagewayaan+ag@
@mourner’s dress@|@nitaage'owin+an@
@mourning@|@naniinawendamowin+an, nitaagewin+an@
@mouse@|@baabiganoojiikwe+g (PO), waabiganoojii+g (NW), waabiganoojiih+yag (WO), waabiganoojiinh+yag, waabigozhiish+ag (NW), waabigonoojii+g (NW), waabigonoojiinh+yag (SE), waawaabiganoojiinh+yag, waawaabigonoojenzhish+ag, waawaabigonoojiih+yag, waawaabigonoojiinh+yag (NE/NW)@
@mouse [device]@|@inoo'igan+an@
@mouse pad@|@inoo'igan-apisijigan+an@
@mouse: field ~@|@nanapaajinikesii+g, nenaapaajinikesi+wag@
@mouse: jumping ~@|@wabigozish+ag (WO)@
@mouse: little ~@|@waabiganoojiiyens+ag (WO)@
@mouse: meadow jumping  ~@|@gwaashkondaabigozhiish+ag (NW)@
@mouse: sharp-snouted ~@|@jiiboshkizhii-waabigozhiish+ag (NW)@
@mouse-trap@|@waawaabigonoojii-dasoonaagan+an@
@moustache@|@miishidoon+an@
@moustache: have a ~@|@miishidoon (vai), miishidoone (vai)@
@moutain rim: be a ~@|@biminaabikaa (vii)(NE)@
@mouth@|@odoon+an (n3D')(NW), odoonimaa+n@
@mouth: at the river ~@|@zaagiing (pc)(loc)@
@mouth: be a river ~@|@zaagidawaa (vii), zaagiiwan (vii)@
@mouth: be a small river ~@|@zaagiinsiwan (vii)@
@mouth: be washing ~@|@giziigwaneyaabaawazo (vai)@
@mouth: chew SO in OS ~@|@dakwanem (vta)@
@mouth: close OS ~@|@zipodoonetaa (vai)@
@mouth: close OS ~ tight@|@mashkawaakwadooneni (vai), mashkawaakodooneni (vai)(SE)@
@mouth: crush SO in OS ~@|@dakwanem (vta)@
@mouth: dissolve SO in OS mouth@|@ninganem (vta)@
@mouth: dissolve ST in OS mouth@|@ninganendan (vti)@
@mouth: firmly shut OS ~@|@mashkawaakwadooneni (vai), mashkawaakodooneni (vai)(SE)@
@mouth: foam at ~ from anger@|@biitewidoonegidaazo (vai)@
@mouth: foam at the ~@|@biitewanaamo (vai)@
@mouth: go around catching SO in ~@|@babaa-debam (vta)(NW)@
@mouth: grind in ~ ST@|@bigishkandan (vti)(NW)@
@mouth: have a ~@|@biinjidawaamagad (vii)>(vii)@
@mouth: have a ~ that smells like shit@|@moomaagwadoon (vai)(SW), moomaagwadoone (vai)(NW)@
@mouth: have a bald ~@|@bashkodoon (vai)@
@mouth: have a beard around the ~@|@miishidoon (vai), miishidoone (vai)@
@mouth: have a big/large ~@|@mangidoon (vai), mangidoone (vai), mangidoone' (vii)@
@mouth: have a clean ~@|@biinidoon (vai)@
@mouth: have a foamy ~@|@biitewidoon (vai), biitewidoone (vai)@
@mouth: have a greasy ~@|@boonzidoone (vai)(NW/WO)@
@mouth: have a numb ~@|@giikimidoone (vai)@
@mouth: have a small ~@|@agaasidoon (vai), agaasidoon (vai), agaasidoone (vai), agaasidoone (vii)@
@mouth: have a swollen ~@|@baagidoon (vai), baagidoone (vai)@
@mouth: have a twisted ~@|@biimidoon (vai)@
@mouth: have enough of SO in OS ~@|@debanem (vta)@
@mouth: have enough of ST in OS ~@|@debanendan (vti)@
@mouth: have hair around the ~@|@miishidoon (vai), miishidoone (vai)@
@mouth: have OS ~ fall open@|@daawinagoojin (vai)@
@mouth: have OS ~ hang open@|@daawinagoojin (vai)@
@mouth: have OS ~ open@|@daawani (vai)@
@mouth: have OS ~ smell like shit@|@moowimaagwadoone (vai)(CN)@
@mouth: have SO slip from OS ~@|@bishigonem (vta)@
@mouth: have SO stick out of OS ~@|@zaaganem (vta)(SE)@
@mouth: have spit running out of ~@|@zikawidoon (vai)@
@mouth: have ST slip from OS ~@|@bishigonendan (vti)@
@mouth: have ST stick out of OS ~@|@zaaganendan (vti)(SE)@
@mouth: hold OT in OS ~@|@dakwange (vai)@
@mouth: hold SO in OS ~@|@dakwam (vta)@
@mouth: hold ST in OS ~@|@dakwandan (vti), dakwanenindan (vti)(AL/NO/CS), dakondan (vti), minjimanenindan (vti)(AL/NO/CS)@
@mouth: hold TH in OS ~@|@agwanenjige (vai)@
@mouth: holds TH in OS ~@|@dakonge (vai)@
@mouth: inside (of) the ~@|@biinjidoon (pc)@
@mouth: inside of the ~@|@ogonew+an (n0D)@
@mouth: keep OS ~ open@|@daawanishkaa (vai)@
@mouth: let SO drop from ~@|@bagidam (vta)@
@mouth: melt SO in OS ~@|@ninganem (vta)@
@mouth: melt ST in OS ~@|@ninganendan (vti)@
@mouth: miss SO with the ~@|@banam (vta)@
@mouth: miss ST with the ~@|@banandan (vti)@
@mouth: miss with the ~@|@bananjige (vai)@
@mouth: my ~@|@indoon+an, nindoon+an@
@mouth: open ~@|@baakidoonemagad (vai)>(vii)@
@mouth: open ~ to SO@|@baakidoonetaw (vta)@
@mouth: open and close OS ~@|@dataawini (vai)(RD)@
@mouth: open OO ~@|@baakidooneni (vai)@
@mouth: open OS ~@|@dataawini (vai)(RD), daawani (vai), daawini (vai)@
@mouth: open SO’s ~@|@baakidoonezh (vta), daawanon (vta)@
@mouth: place food in OS ~@|@zhakamo (vai)@
@mouth: place food in SO’s ~@|@zhakamoozh (vta)@
@mouth: place SO in OS ~@|@zhakamaw (vta)(CN/NW)@
@mouth: place SO/ST in OS ~@|@zhakamo (vai+o)@
@mouth: purse OS ~@|@zipodoonetaa (vai)@
@mouth: put OS fingers in SO's ~@|@biinjidoonebizh (vta)@
@mouth: put SO in ~@|@dakom (vta)@
@mouth: put SO in OS ~@|@agwanem (vta)@
@mouth: put SO/ST in OS ~@|@zhakamon (vai+o)(CN/NW)@
@mouth: put ST in OS ~@|@agwanendan (vti)@
@mouth: put ST in OS's ~@|@zhakamoozh (vta)(CN)@
@mouth: put TH in OS ~@|@agwanenjige (vai)@
@mouth: shut OS  ~@|@gashkamodooneni (vai)@
@mouth: sleep with OS ~ open@|@daawaningwaam (vai), daawanongwaam (vai)@
@mouth: stop using ~ to hold SO@|@bagidam (vta)@
@mouth: stretch out OS ~ wide@|@zhiibiigidoonetaa (vai)(NW/WO)@
@mouth: strike SO on the ~@|@basidooneganaam (vta)@
@mouth: swollen ~@|@e-baagidoonesej+ig@
@mouth: wash OS ~@|@giziigwaneyaabaawanidizo (vai)@
@mouth: wash SO’s  ~@|@giziigwaneyaabaawazh (vta)@
@mouth: your ~@|@gidoon+an@
@mouth; have a crooked ~@|@biimidoon (vai)@
@mouthful: one ~@|@ningododoon (pc)@
@mouthwash@|@giziibiigigonewaaboo+n, giziigwaneyaabaawazon+an (NW/WO)@
@move@|@goshkose (vii), maajii (vai)(NE), mamaajii (vai), mamaajiimagad (vai)>(vii), mamaazikaa (vai), mamaazikaamagad (vai)>(vii)@
@move (residency to SP else)@|@bimigozi (vai)@
@move [change location]@|@aanjii (vai)@
@move about@|@babaa-danizi (vai), babaamibide (vii), babaamibizo (vai)@
@move across@|@aazhogebizo (vai), aazhogedaabii'iwe (vai)@
@move along@|@ani-maajaa (vai), bimibizo (vai)@
@move along steadily@|@biijinibide (vii)(NW), biijinibizo (vai)(NW)@
@move along/by@|@bimibide (vii)@
@move around@|@babaamibide (vii), babaamibizo (vai), mamaajii (vai), mamaajiimagad (vai)>(vii)@
@move aside@|@ajich= (pv4)@
@move at night@|@niibaabizo (vai)@
@move at such speed@|@apiichii (vai)¹@
@move away@|@akotaa (vai)(AL), animibide (vii), animibizo (vai), maajiidoode'o (vai)@
@move away making noise@|@animwewebide (vii), animwewebizo (vai)@
@move away with noise@|@animiwewebide (vii), animiwewebizo (vai)@
@move away!@|@awasiwidi (pc)@
@move back home@|@giiwegozi (vai)(NW/WO)@
@move camp to the lake shore@|@madaabiigozi (vai)@
@move constantly@|@aabijibide (vii), aabijibizo (vai)@
@move dwelling SP else@|@gozi (vai)@
@move fast@|@gizhiibizo (vai), gizhiishkaa (vai), gizhiishkaa (vii)@
@move from there@|@onjibide (vii), onjibizo (vai)@
@move here@|@biijibide (vii)@
@move homeward@|@giiweshkaa (vai)@
@move in@|@biinjibide (vii), biinjibizo (vai)@
@move in error@|@wanibani'o (vai)@
@move in such a direction while sitting@|@izhi-gikabi (vai)@
@move incorrectly@|@wanibani'o (vai)@
@move inside@|@biindigebide (vii), biindigebizo (vai)@
@move locale@|@aanjigozi (vai)@
@move nimbly@|@ojepibani'o (vai)@
@move off@|@maajiibizo (vai), maajise (vai), maajisemagad (vai)>(vii), onashkinadaaso (vai)@
@move on@|@maajise (vai), maajisemagad (vai)>(vii)@
@move OS arm so@|@izhinikeni (vai)@
@move OS belongings@|@gozi (vai)(NW)@
@move OS camp@|@gozi (vai)@
@move OS foot so@|@izhizideni (vai)@
@move OS hand so@|@izhininjiini (vai)@
@move OS head@|@mamaadikweni (vai)@
@move OS head so@|@inikweni (vai)@
@move OS head up & backwards@|@daatagikweni (vai)@
@move OS residence@|@gozi (vai)@
@move out of the way@|@akogaabawi (vai)(AL)@
@move over there!@|@awas-odi! (pc)(SE)@
@move quickly@|@mamaajise (vai), mamaajisemagad (vai)>(vii)@
@move residence: make SO ~@|@gozi' (vta)@
@move slowly@|@bejibide (vii), bejibizo (vai), bezikaa (vai), bezikaamagad (vai)>(vii)@
@move SO@|@mamaadin (vta), mamaazikaw (vta)@
@move SO (SE/NE)@|@mamaadizh (vta)@
@move SO back@|@azhegandin (vta)@
@move SO back(ward)@|@azhen (vta)@
@move SO backwards@|@azhebizh (vta)@
@move so fast@|@apiichii (vai)¹@
@move ST@|@mamaadinan (vti), mamaazikan (vti)@
@move ST back@|@azhegandinan (vti)@
@move ST back(ward)@|@azhenan (vti)@
@move ST backwards@|@azhebidoon (vti2), azhebinan (vti)@
@move ST SP else@|@aanjiwidoon (vti2)@
@move suddenly@|@goshkobani'o (vai)@
@move suddenly next to OT@|@opimebani'o (vai)@
@move TH along@|@bimibidejige (vai)@
@move TH back(ward)@|@ashenige (vai)@
@move TH SP else@|@aanjiwizh (vta)@
@move thus@|@izhise (vai), izhisemagad (vai)>(vii)@
@move to a new location@|@aanjigozi (vai)@
@move to a new place@|@anijigozi (vai)(NW)@
@move to a new residence@|@aanjigozi (vai)@
@move to new home@|@gozi (vai)@
@move to SP else@|@gozi (vai)@
@move to such a location@|@izhigozi (vai)@
@move to the side@|@bakeshkaa (vai)@
@move towards TH while sitting@|@bi-izhi-gikabi (vai)@
@move upward@|@bazigwii (vai), bazigwiin (vii)@
@move well in dancing@|@jiikibani'o (vai)@
@move while lying down@|@mamaajishin (vai)@
@move while sitting@|@gikabi (vai)@
@move while standing@|@mamaajigaabawi (vai)@
@move with agility@|@ojepibani'o (vai)@
@move with posessions@|@aandoodegozi (vai)@
@move: be ~d@|@goshko (vai)@
@move: begin to ~@|@maajiishkaa (vai), maajiishkaamagad (vai)>(vii), mamaajii (vai)(NE/SE)@
@move: go about ~ing@|@babaamibizo (vai)@
@move: keep on ~ing@|@aabijibide (vii), aabijibizo (vai)@
@move: make a quick ~@|@maajibagizo (vai)@
@move: make SO ~ SP else@|@gozi' (vta)@
@move: rustles when ~ing about@|@zaaskii (vai)(NW/WO)@
@move: ST ~s fast@|@gizhiibide (vii)@
@move: start to ~@|@maajiishkaamagad (vai)>(vii)@
@move: stop  ~ing@|@gibichise (vai), gibichise (vii)@
@move: stop ~ing@|@noogibide (vii), noogibizo (vai)@
@movement of residence@|@aanjigoziwin+an@
@moves here@|@biijibizo (vai)@
@movie@|@gaa-mazinaateseg+in (NW), gaa-mazinaati'eseg+in (NW), mezinaateseg+in@
@movie begins@|@maadaatese (vii)@
@movie ends@|@boonaatese (vii), ishkwaatese (vii)@
@movie projector@|@mazinaatewebinigan+an, mazinaatesijigan+an (SE)@
@movie reel@|@mazinaatesijiganaatig+oon (NW)@
@movie theater@|@endazhi-mazinaatesijigeng (SE), mazinaatesewigamig+oon, mazinaatesijigewigamig+oon@
@movie: appear in a ~@|@mazinaatese (vii)@
@movie: be ~ with sexual content@|@bishigwaadaatese (vii)@
@movie: be a ~@|@mazinaatese (vii)@
@movie: be a dirty ~@|@wiinaatese (vii)@
@movie: be a funny ~@|@jiikaadaatese (vii), gagiibaadaatese (vii), wawiiyazaatese (vii)@
@movie: be a good ~@|@minwaatese (vii)@
@movie: be a scary ~@|@zegaatese (vii)@
@movie: be a strange ~@|@mayagaatese (vii)@
@movie: be such a kind of ~@|@inaatese (vii)@
@movie: show a ~@|@mazinaatesijige (vai)(NW/WO)@
@movie: watch ~s@|@mazinaatesijige (vai)(NW/WO)@
@Movil Lake (MN)[Beltrami]@|@Baswewe-zaaga'igan@
@moving to a different campsite@|@goziwin+an@
@mow@|@bashkwashkizhige (vai), giishkakizhige (vai)(NE), giishkashkizhige (vai), giishkashkizhigewin+an, giishkashkosiwe (vai)@
@mow ST@|@bashkwashkizhan (vti), bashkozhan (vti)@
@mow ST with a scythe/sickle@|@giishkashkizhan (vti)@
@mower@|@giishkashkizhigewinini+wag@
@mower [person]@|@giishkashkosiwewinini+wag@
@mower: lawn ~@|@giishkashkosiwaazhigan+an (NW)@
@mowing@|@giishkashkosiwewin+an@
@Mozomana Point (MN)[Mille Lacs]{Mille Lacs Lake}@|@Moozomaane-neyaashi@
@mp3 player@|@bi-dewesijiganens+an@
@Mt. Wachuset (MA)@|@Wajiwensed@
@much@|@aapiji (pc), enigok (pc), gagetin (pc), geyaabaj (pc), geyaabi (pc), git= (pv4), gichi- (pv4)¹, giyaabaj (pc)(AL/NO), giyaabij (pc)(NE/CN/NO), gwaashkawad (pc), maaned (pc)(AL/NE), maaneg (pc)(AL/NE), minjinaad (pc)(NE), nawaj (pc), nawanj (pc)(NE/SE), niibawa (pc)(CN/SW/WO), niibiyo (pc)(NW), niibina (pc)(AL/NE/SE), niibiwa (pc)(NE/CN/CS/NW), niibona (pc)(SE), niibowa (pc)(CS/SW/NW), onjida (pc)@
@much better@|@awashime onizhishin (pc)@
@much every time@|@neniibiwa (pc)(CS)@
@much later@|@wiikaa go (pc), wiikaad (pc)(AL/NO), wiikaaj (pc)(NE)@
@much less@|@nawaj bangii (pc), nawanj bangii (pc)(NE/SE)@
@much more good@|@awashime onizhishin (pc)@
@much of __@|@maane- (pf)(NE/SE)@
@much to each@|@neniibiwa (pc)(CS)@
@much: able to hold ~@|@bisagwan (vii), bisagozi (vai)@
@much: as ~ as@|@ganage (pc), inigik (pc), minik (pc), minigik (pc)@
@much: be ~@|@baatayiinad (vii), baatayiinad+oon (viip), baatayiino+wag (vaip), baata'iino+wag (vaip)(AL/NE), maane (vii)(SE)@
@much: be ~ of it@|@niibowagad+oon (viip)@
@much: be ~ of TH@|@baatayiini (vai)@
@much: be ~ of them@|@niibowagizi+wag (vaip)@
@much: be burnt too ~@|@ozaamaakide (vii)@
@much: be heated too ~ [liquid]@|@onzaamaagamide (vii)@
@much: be roasted too ~@|@onzaamaakide (vii), onzaamaakizo (vai)@
@much: be telling too ~@|@onzaamidoone (vai)@
@much: be too ~@|@onzaamiinad (vii), onzaamiino (vai)@
@much: consider ST to be ~@|@baatayiinadan+oon (vtip)@
@much: does not hold ~@|@naawaadad (vii), naawaadizi (vai)@
@much: drank too ~@|@onzaamaakizige (vai)@
@much: drink too ~@|@onzaamibii (vai)@
@much: eat too ~@|@onzaamipo (vai+o), onzaami'o (vai)@
@much: eat too ~ of SO@|@onzaami' (vta), onzaamipon (vta)@
@much: give too ~ consideration@|@onzaamendam (vai2)(SW/CS)@
@much: have ~ of SO@|@baatayiino' (vta)@
@much: have ~ of ST@|@baatayiinatoon (vti2)@
@much: have ~ pain@|@onzaamine (vai)@
@much: have had too ~ to drink@|@ozaamibii (vai)@
@much: have too ~@|@ozaama'o (vai)(SE/NE)@
@much: have too ~ care@|@onzaamendam (vai2)(SW/CS)@
@much: laugh too ~@|@nibaadaapi (vai)@
@much: laugh too ~ at SO@|@onzaamaapi' (vta)@
@much: not ~@|@gaanaapiji (pc)(NW), gaawiin aapiji (pc)(NW)@
@much: run too ~@|@onzaamibatoo (vai)@
@much: sit about too ~@|@nibaadabi (vai)@
@much: sleep too ~@|@onzaamingwaam (vai)@
@much: so ~@|@inigik (pc), minik (pc), minigik (pc), minigong (pc)@
@much: speak too ~@|@onzaamidoon (vai)(AL/CS), ozaamidoon (vai)(SE/CS), ozaamidooni (vai)(NE)@
@much: speak too ~ of SO@|@onzaamodam (vta)@
@much: talk about SO too ~@|@nibaazom (vta)@
@much: talk about ST too ~@|@nibaazondan (vti)@
@much: talk to SO too ~@|@nibaazom (vta)@
@much: talk to ST too ~@|@nibaazondan (vti)@
@much: talk too ~@|@onzaamidoon (vai)(AL/CS), onzaamiinowe (vai), ozaamidoon (vai)(SE/CS), ozaamidooni (vai)(NE)@
@much: tell too ~@|@onzaamaajimo (vai)@
@much: that ~@|@iwe minik (pc)(NW)@
@much: too ~@|@nipaad= (pv4), onzaam (pc)(AL/SW), onzaam= (pv4)(AL/SW), onzaam niibiwa (pc), onzaami- (pv4), ozaam (pc)(NE/NW/CS), ozaam= (pv4)(NW)@
@much: too ~ __@|@nibaaji- (pv4)@
@much: use SO too ~@|@onzaami' (vta)@
@much: very ~@|@aapiji (pc), aapiji-niibiwa (pc)@
@muck@|@azhashki+in, azhishki+in (CS/NW)@
@muck: be ~@|@azhashkiiwi (vai)@
@muck: be ~y@|@azhashkiiwan (vii)@
@Muck’s Island (MN)[Aitkin]{Big Sandy Lake}@|@Makamaadwewinini-minis@
@mucous@|@miniskiig+oon (AL/NE), wiiniskiig+oon (AL/NE), ziibiskanaamowin+an, ziiniskiig+oon (AL/NE)@
@mucous: eye ~@|@miniingwaan+an (AL/SE)@
@mucous: have ~@|@ziiniskiigome (vai)(AL)@
@mucous: have ~ in OS eyes@|@bazagojaabi (vai)(NW/WO)@
@mucous: my ~@|@niskiigom+an@
@mucous: secrete ~@|@ziibiskanaamo (vai)@
@mud@|@azhaki+in (NE), azhashki+in, azhishki+in (CS/NW), dootoobijiishkiwag (pc)@
@mud clogs the area@|@gibojiishkiwagise (vai)(NW), gibojiishkiwese (vii)(NW)@
@Mud Creek (MI)@|@Azhashkiikaag-ziibiwishenh@
@Mud Creek (MN)[Kanabec]@|@Basa'igaani-ziibiins@
@Mud Creek (MN)[St. Louis]{Lake Vermilion}@|@Ziibi-zaasagigobag-ziibiins@
@Mud Creek Bay (MN)[St. Louis]{Lake Vermilion}@|@Ziibi-zaasagigobag-wiikwed@
@mud hen@|@aajigade+g, aajigate+g (WO), azhigateh+yag (PO), manoominikeshiinh+yag (NE)@
@mud is of such an extent@|@akojiishkiwagaa (vii)@
@mud is so deep@|@apiichijiishkiwagaa (vii)@
@mud is so thick@|@apiichijiishkiwagaa (vii)(NW)@
@Mud Lake (MI)@|@Azhashkiikaag-zaaga'igan@
