@Georgian@|@English@
@კონსპექტები@|@conspectuses, epitomes, synopses, workbooks@
@კონსპექტი@|@conspectus, epitome, précis, synopsis, workbook@
@კონსპექტი შეადგინა@|@epitomized@
@კონსპექტირება@|@epitomize@
@კონსპექტირებული@|@epitomized@
@კონსპექტის შედგენა@|@précis@
@კონსპექტს ადგენს@|@epitomizes, epitomizing@
@კონსტებლები@|@constables@
@კონსტებლი@|@constable@
@კონსტიტუცია@|@constitution@
@კონსტიტუციები@|@constitutions@
@კონსტიტუციის შესაბამისად@|@constitutionally@
@კონსტიტუციონალიზმი@|@constitutionalism@
@კონსტიტუციონალისტები@|@constitutionalists@
@კონსტიტუციონალისტი@|@constitutionalist@
@კონსტიტუციური@|@constitutional@
@კონსტრუქცია@|@construction@
@კონსტრუქციები@|@constructions@
@კონსტრუქციულად@|@constructively@
@კონსულები@|@consuls@
@კონსული@|@consul@
@კონსულის თანამდებობა@|@consulship@
@კონსულის თანამდებობები@|@consulships@
@კონსულისა@|@consular@
@კონსულტანტები@|@consultants@
@კონსულტანტი@|@consultant@
@კონსულტაცია@|@consultation@
@კონსულტაციები@|@consultations@
@კონტაქტები@|@contacts@
@კონტაქტი@|@contact@
@კონტაქტში შედის@|@contacting, contacts@
@კონტაქტში შევიდა@|@contacted@
@კონტაქტში შესვლა@|@contact@
@კონტაქტში შესული@|@contacted@
@კონტექსტები@|@contexts@
@კონტექსტი@|@context@
@კონტექსტუალური@|@contextual@
@კონტინენტები@|@continents@
@კონტინენტი@|@continent@
@კონტინენტური@|@continental@
@კონტინენტშთშორისი@|@intercontinental@
@კონტრაბანდა@|@contraband@
@კონტრაბანდისტები@|@smugglers@
@კონტრაბანდისტი@|@smuggler@
@კონტრაბანდისტობა@|@smuggle@
@კონტრაბანდისტობდა@|@smuggled@
@კონტრაბანდისტობს@|@smuggles, smuggling@
@კონტრაბანდული საქონლით ვაჭრობს@|@bootlegs@
@კონტრაბასები@|@contrabasses, double-basses@
@კონტრაბასი@|@contrabass, double-bass@
@კონტრ-ადმირალები@|@rear-admirals@
@კონტრ-ადმირალი@|@rear-admiral@
@კონტრალტო@|@contralto@
@კონტრალტოები@|@contraltos@
@კონტრაპუნქტები@|@counterpoints@
@კონტრაპუნქტი@|@counterpoint@
@კონტრაპუნქტული@|@contrapuntal@
@კონტრასტები@|@contrasts@
@კონტრასტი@|@contrast, opposition@
@კონტრასტული ფერის ლაქებით დაფარა@|@dappled@
@კონტრასტული ფერის ლაქებით დაფარვა@|@dapple@
@კონტრასტული ფერის ლაქებით დაფარული@|@dappled@
@კონტრასტული ფერის ლაქებით ფარავს@|@dapples, dappling@
@კონტრატენორები@|@countertenors@
@კონტრატენორი@|@countertenor@
@კონტრაქტით სასწავლებლად მიბარება@|@article@
@კონტრაცეპტივები@|@contraceptives@
@კონტრაცეპტივი@|@contraceptive@
@კონტრაცეფცია@|@contraception@
@კონტრდაზვერვა@|@counterespionage, counterintelligence@
@კონტრიერიშები@|@counterattacks@
@კონტრიერიშზე გადადის@|@counterattacking, counterattacks@
@კონტრიერიშზე გადავიდა@|@counterattacked@
@კონტრიერიშზე გადასვლა@|@counterattack@
@კონტრიერიშზე გადასული@|@counterattacked@
@კონტრიერიში@|@counterattack@
@კონტრმაგალითები@|@counter-examples@
@კონტრმაგალითი@|@counter-example@
@კონტრნაღმები@|@countermines@
@კონტრნაღმები ჩაყარა@|@countermined@
@კონტრნაღმების ჩაყრა@|@countermine@
@კონტრნაღმებს ყრის@|@countermines, countermining@
@კონტრნაღმებჩაყრილი@|@countermined@
@კონტრნაღმი@|@countermine@
@კონტროლი@|@superintendence@
@კონტროლიორები@|@checkers, controllers@
@კონტროლიორები, რევიზორები@|@comptrollers@
@კონტროლიორი@|@checker, controller@
@კონტროლიორი, რევიზორი@|@comptroller@
@კონტროლის მოხსნა@|@decontrolled@
@კონტროლისგან გათავისუფლება@|@decontrol@
@კონტროლს ხსნის@|@decontrolling, decontrols@
@კონტრრევოლუცია@|@counter-revolution@
@კონტრრევოლუციები@|@counter-revolutions@
@კონტრრევოლუციონერები@|@counter-revolutionaries@
@კონტრრევოლუციონერი@|@counter-revolutionary@
@კონტრრევოლუციური@|@counter-revolutionary@
@კონტრშეთქმულება@|@counterplot@
@კონტრშეთქმულება მოაწყო@|@counterplotted@
@კონტრშეთქმულებამოწყობილი@|@counterplotted@
