@English@|@Ukrainian@
@treys@|@трійки@
@triabrodil@|@триабродил@
@triacetate@|@триацетат@
@triad@|@предметів, тріада@
@triads@|@тріади@
@triage@|@сортування@
@trial@|@вболівання, випробний, випробовування, випробувальний, випробування, іспит, іспитовий, переживання, проба, пробіг, слушно, спокуса, справедливо, спробний, суд, халепа@
@trials@|@випробування@
@triangle@|@косинець, трикутник@
@triangles@|@трикутники@
@triangular@|@партій, тригранний, трикутний@
@triangulate@|@трикутний@
@triarchy@|@тріумвірат@
@trias@|@тріас@
@triaxial@|@тривісьовий@
@tribade@|@лесбіянка@
@tribal@|@родовий@
@tribe@|@клан, компанія, плем'я@
@tribes@|@клани, племена@
@tribrach@|@трибрахій@
@tribulation@|@горе, нещастя@
@tribulations@|@горе@
@tribunal@|@суд, трибунал@
@tribunals@|@трибунали@
@tribunate@|@трибунат@
@tribune@|@трибуна@
@tribunes@|@трибуни@
@tribunitian@|@трибунський@
@tributary@|@приплив, притока, притоку@
@tribute@|@данина, данину, дань, нагорода, належне, підношення@
@tributes@|@данина@
@trice@|@втроє, мить, тричі@
@tricentenary@|@трьохсотрічний@
@triceps@|@трицепс@
@trices@|@миті@
@trichina@|@трихіна@
@trichinosis@|@трихіноз@
@trichobezoar@|@трихобезоар@
@trichromatic@|@триколірний@
@tricipital@|@триглавий, триголовий@
@trick@|@омана, слабий, слабкий, фокус, хитрість, хитрощі@
@trickeries@|@шахрайства@
@trickery@|@обдурювання, облуда, облуду, обман, ошуканство, хитрість, шахрайство@
@trickily@|@хитро@
@trickle@|@цівка@
@trickled@|@сочиться@
@trickles@|@цівки@
@trickling@|@цівка@
@tricks@|@хитрощі@
@trickster@|@шахрай@
@tricksters@|@шахраї@
@tricksy@|@грайливий, ненадійний, оманливий, оманний, ошатний, пустотливий, чепурний@
@tricktrac@|@триктрак@
@tricky@|@винахідливий, вправний, ловкий, митецький, мудрований, ненадійний, складний, спритний, хитрий@
@tricolor@|@трикольоровий@
@tricolour@|@триколірний, трикольоровий, французький@
@tricorn@|@трикутний@
@tricot@|@трико, трикотаж@
@trictrac@|@триктрак@
@tricycler@|@мотоцикліст@
@tricyclist@|@мотоцикліст@
@tridactil@|@трипалий@
@trident@|@тризуб, тризубець@
@tridents@|@тризубці@
@tried@|@спробуваний@
@triennial@|@трирічний@
@trier@|@людина, отой, суддя, той, щуп@
@tries@|@спроби@
@trifle@|@дрібниця@
@trifles@|@дрібниці@
@trifling@|@дріб'язковий, жартування, незначний, нецікавий@
@trifocal@|@трифокальний@
@trifoliate@|@трилистий@
@triform@|@триформний@
@trig@|@акуратний, здоровий, набивати, наряджати, охайний, ошатний, чепуристий, чепурний@
@trigger@|@тригер@
@triggered@|@запущений@
@trigger-happy@|@агресивний, войовничий@
@triggering@|@запускання@
@triggerman@|@вбивця, убивця@
@triggers@|@тригери@
@trigon@|@трикутник@
@trigonometric@|@тригонометричний@
@trigonometrical@|@тригонометричний@
@trigonometries@|@тригонометрії@
@trigonometry@|@тригонометрія@
@trigonous@|@трикутний@
