@English@|@Yiddish@
@sit oneself down@|@zetsn zikh@
@site@|@plats@
@sitting on pins and needles@|@zitsn oyf shpilkes@
@Sitting on pins and needles@|@Zitsen ahf shpilkes@
@situation@|@situatsie@
@six@|@zeks@
@six o'clock@|@zekse@
@sixteen@|@zechtsn, zekhtsn@
@sixteenth@|@zekhtsnt@
@sixth@|@zekst@
@sixtieth@|@zekhtsikst@
@sixty@|@sechtsik, zekhtsik@
@skier@|@nartler@
@skilled@|@kvalifitsirt@
@skillful person@|@berye@
@skin@|@hoyt@
@Skin someone alive@|@Reisen di hoit@
@skirt@|@rekl@
@skunk@|@tkhoyr@
@sky@|@himl@
@slander@|@rekhiles@
@slang@|@voylerishe loshn@
@slap@|@frask, patsh, patshn@
@Slap in the face@|@Frassk in pisk@
@slaughter@|@shkhite@
@slave@|@knekht, shklaf@
@slavery@|@shklaferay@
@sledgehammer@|@shmidhamer@
@sleep@|@shlof, shlofn@
@sleepless@|@shlofloz@
@sleepy@|@shleferdik, shleferik, shlofndik@
@sleeve@|@arbl@
@sleeved@|@arbldik@
@Sleeveless shirt@|@Leibtzudekel@
@slender@|@shlank@
@slide@|@rukn@
@slide rule@|@rukvire@
@slime@|@shmuts@
@slip garment@|@unterkleyd@
@slipper@|@latsh, meshte, shtekshikh, shtekshukh@
@sloppy@|@blotik, fartatshish, opgelozn@
@slow@|@krikhn, pavolye@
@slowly@|@Pamelech, pamelekh@
@Slowly@|@Gemitlich@
@slurp@|@zupn@
@Slut@|@Shlooche@
@sly person@|@khitrak@
@smack@|@a klap ton mit, klap@
@smack on the cheek@|@patsh@
@small@|@kleyn@
@small belly@|@baykhl@
@small board@|@bretl@
@small bread@|@breytl@
@small child@|@Pitseler@
@small covered wagon@|@baydl@
@small hat@|@kapele@
@small home@|@shtubl@
@small house of prayer@|@shtibl@
@small jar@|@sloyik@
@small person@|@karlik, liliput@
@small piece of paper@|@papirl@
@small pieces@|@Shtiklech@
@Small pieces of baked dough@|@Taiglech@
@Small pockets@|@Kreplach@
@small pot@|@tepele@
@small shoe@|@shikhele@
@small synagogue@|@kloyz@
@small town@|@shtetl@
@Smart guy@|@Foigel@
@smart person@|@kluger@
@smear@|@patshken, shmir, shmir, shmirn@
@smell@|@aver@
@smell (something)@|@shmekn@
@Smelled bad@|@Shtark gehert@
@Smells bad@|@farshtunken@
@smile@|@shmeykhl, shmokh@
@smokestack@|@koymen@
@smuggle@|@shmuglen@
@snack@|@nash@
@Snack@|@nosh@
@Snack food@|@Nosherie@
@snail@|@shnek@
@snake@|@shlang@
@snap@|@knakn, knakn mit@
@snare@|@farplontern@
@snatch@|@araynkhapn, aroyskhapn@
@snatch down@|@aropkhapn@
@snatch up@|@oyskhapn@
@sneeze@|@nos@
@snore@|@khropen@
@Snore@|@Chropen@
@snot@|@noz-shleym, smark@
@snow@|@shney@
@snowflake@|@shneyele@
@snug@|@nuredik, shtilne@
@snug (fit)@|@shlisik@
@so called@|@azoy gerufn@
@so good@|@alevay vayter@
@So I guessed wrong!@|@Nisht getrofen!@
@So I made a mistake@|@Host du bie mir an avleh!@
@so long@|@tsum vider zeen@
@So now?@|@Ober yetzt?@
@So soon?@|@Azoy gich?@
@so that@|@kedey, kedey@
@soap@|@zayf, zeyf@
@sober@|@nikhter@
@so-called@|@azoy gerufn@
@soccer@|@fusbol@
@social@|@sotsyal@
@socialist@|@sotsyalist@
@sociolinguistics@|@sotsiolingvistik@
@sociological@|@sotsialistish@
@sock@|@zok@
@Socrates@|@sokrates@
@soda@|@sode@
@sodium@|@natrium@
@sof; 26th letter of alphabet@|@sof@
@sofa@|@divan@
@soft@|@Shtil@
@soldier@|@soldat, zelner@
@sold-out@|@oysfarkoyft@
@solemn@|@fayerlekh@
@solidarity@|@solidarishkeyt, solidaritet@
@soloist@|@solist@
@some@|@etlekh@
@someone@|@emetser@
@Someone@|@Emitzer@
@Someone doing the dirty work@|@Shabbes goy@
@Someone else's@|@Yenems@
@someone who is out of it@|@Potzevateh@
@Someone without a trade@|@Batlan@
@something@|@epes, yesh@
@Something@|@Eppes@
@something cheap@|@shlok@
@something extremely trivial@|@bopkes, bubkes@
@sometimes@|@a mol@
@somewhat@|@epes@
@somewhere@|@ergets@
@son@|@zin, zun@
@son of@|@ben@
@Sonderkommando@|@sonderkomando@
@song@|@shir, shire, zinglid@
@son-in-law@|@eydem@
@Son-in-law@|@Aidim, Aydem@
@sons@|@bonem@
@soon@|@bald@
@soprano@|@sopran@
@sorrow@|@leyd, tsar@
@Sorry (for a mistake)@|@Zay moykhl!@
@so-so@|@azoy azoy, nishkoshe@
@soul@|@nefesh, nefoshes, neshome@
@Soul condemned to wander@|@Dybbuk@
@sound@|@batonen@
@soup@|@zup@
@sour@|@zoyer@
@Sour cream@|@Smetteneh@
@sour milk@|@zoyermilkh@
@source@|@kval@
@south@|@dorem@
@Soviet@|@sovetish@
@sow@|@zeyen@
@space (outer space)@|@roym@
@space ship@|@kosmosshif@
@spacious@|@rakhvesdik@
@spade@|@lopete, ridl@
@Spain@|@shpanye@
@Spaniard@|@shpanier@
@Spanish@|@shpanish@
@spank@|@opshmaysn, shmits@
@spark@|@funk@
@sparkle@|@broyzn, finkl, finkl, finklen@
@sparkling@|@finkldik@
@speak@|@aroyszogn@
@Speak through the nose@|@fonfen@
@speak with a twang@|@fonfen@
@Speak Yiddish with me!@|@red tsu mir yidish!@
@speaker@|@redner@
@speaker of a language@|@reder@
@Speaker's fluff@|@Funfeh@
@special@|@spetsiel@
@special dance for parents@|@Mezinka@
@specialist@|@mumkhe@
@specimen@|@ekzemplar@
@spectacle@|@spektakl@
@speculation@|@khkire@
@speech@|@droshe, rede@
@spell@|@kishef, kishef, kishufim@
@spelling@|@oysleyg@
@spelling of a word@|@shraybshteger@
@spend@|@farbrengen@
@spend money@|@fartrinken, oysgebn@
@spicy@|@bsimedik@
@spider@|@shpin@
@spider web@|@shpinvebekhts, shpinvebs@
@spin@|@shpinen, vikl, vikl, viklen zikh@
@spinach@|@spinat@
@spinning top@|@dreydl@
@Spinning top used in a game@|@Dreidal@
@spirit@|@Neshomeh@
@Spirit of philanthropy@|@Tzedakeh@
@spirits@|@shtimung@
@spit@|@shpayen@
@spit out@|@oysshpayen@
@spite@|@lehakhes@
@Spite@|@Tsalooches@
@spiteful@|@lehakhesdik@
@Spiteful person@|@Tsaloochesnik@
@Spitefully@|@Ahf zu lochis@
@spleen@|@milts@
@split@|@platsn@
@spoil@|@farshtern@
@spoiled@|@Kalyeh@
@spoiled food@|@kaliedik@
@spoken language@|@red-loshn@
@Sponger@|@Shlepper@
@spoon@|@lefl@
@Spoon@|@Leffel@
@sport@|@sport@
@sports@|@sportn@
@spot@|@derzen, flek, pintele@
@spotted@|@baflekt@
@Spread out@|@Oysgeshprait@
@spring@|@sprenzhine, sprunzhine, spruzhine@
@Spring@|@friling@
@Spring season@|@vesne@
@sprinkle@|@shpritsn@
@sprout@|@shprotsn@
@spurt@|@shprits@
@squander@|@oysbrengen@
@square@|@kvadrat@
@Square@|@plats@
@square foot@|@kvadratfus@
@Squealer@|@Mosser@
@squeeze@|@kvetshn@
@squeeze through@|@adurkhvetshn@
@squirm@|@tsapln zikh@
@squirming@|@tsapldik@
@squirrel@|@veverke, vevrik@
@stage@|@bine, opshpiln, oyffirn@
@stagnant@|@shteyendik, shteyik@
@stained@|@farshmirt@
@stalk@|@shprayzn, zang@
@stall for horses@|@shtal@
@stamp@|@shtemplen@
@stamp (of a tool)@|@shtempl@
@Stamps@|@markes, postmarkes@
@stand@|@aynshteyn zikh, laydn, laydn, shteyn, shteyn@
@stand up@|@shteln zikh@
@standard@|@klal, klolim@
@standard Yiddish@|@klal-yidish@
@standpoint@|@shtandpunkt@
@stanza@|@strofe@
@star@|@shtern@
@star (celestial)@|@shtern@
@Star of David@|@Mogen Dovid@
@start@|@lozn in gang@
@state@|@matsev, maymed, shtotish@
@state (government)@|@melukhe, shtat@
@Statue@|@Getchke@
@stay overnight@|@ibernekhtikn@
@steal@|@baganvenen@
@stealthily@|@begneyve@
@Steam bath@|@Shvitz bod@
@steel@|@shtal, shtol, shtoln@
@steeple@|@kloyster-turim@
@step@|@shpan, shtopl@
@step-@|@shtif- (e.g. shtif-bruder)@
@step by step@|@trit bay trit@
@step into@|@araytretn@
@step over something@|@ibertretn@
@step words@|@Trepsverter@
@steppe@|@step@
@stew@|@tsholnt@
@stick@|@shtekel, shtekn, shtekn@
@still@|@nokh alts, ruik, ruik, Shtil@
@sting@|@shtokh@
@stink@|@reyakh, reyekh, reykhes@
@stinky@|@farshtunken@
@stitch@|@neyen@
@stomach@|@mogn@
@stone@|@shteyn@
@stone deaf@|@toyb vi di vant@
@stony@|@shteynern@
@stop@|@blaybn shteyn, oyfher@
@Stop bending my ear@|@Hak mir nit in kop!@
@Stop talking nonsense!@|@hak mir nisht keyn tshaynik!@
@Stop talking yourself into ill@|@A lung un leber oyf der noz@
@storage@|@lager@
@Store@|@gesheft@
@storekeeper (female)@|@kremerke@
@storekeeper (male)@|@kremer@
@stork@|@bushl@
@storm@|@shturem, shturemen, shturm@
@stormy@|@shturemdik, shturemish@
@story@|@mayse, mayses@
@straight@|@tsuglaykh@
@Straight@|@glaych@
@straighten@|@oysglaykhn@
@straightjacket@|@meshugoim-hemdl@
@strain@|@zayen@
@strained@|@ongeshtrengt@
@strange@|@fremd, meshune, modne, oysterlish@
@stranger@|@fremder@
@Stranger@|@Mr. Fremder@
@strangle to death@|@oysvargn@
@strap@|@rimen@
@strategic@|@strategish@
@straw@|@shtroy, shtroyen, shtroyern@
@strawberry@|@pozemke, truskafke@
@stray@|@blondzhen, hefker@
@stream@|@shtrom@
@Street@|@gas@
@Street urchin@|@Arumloifer@
@Street-urchin@|@yungatsh@
@strength@|@koyekh, koyekh, koyekhes, koyekhes@
@strengthen@|@shtarkn@
@stress (grammar)@|@kvetsh@
@stretch@|@oystsien@
@stretch out@|@oysshtrekn@
@stretcher on which a corpse is@|@mite@
@strict@|@shtreng@
@strictly observant@|@khareydish@
@stride@|@shprayz@
@string@|@shnirl, shtrikl@
@stripe@|@shtrayf@
@strive@|@bamien, shtraykhn zikh@
@striving@|@shtreb@
@stroke@|@makh@
@Strong as a horse@|@Gezunt vi a ferd, Shtark vi a ferd@
@strong person@|@shtarker@
@strongly@|@bekoyekh@
@structure@|@boy@
@struggle@|@kemfn@
@stubborn@|@akshn, farbisn@
@Stubborn@|@Eingeshpahrt@
@stubborness@|@ayngeshparkeyt@
@student@|@student, talmid@
@Student of talmudic academy@|@Yeshiveh bocher@
@studies@|@limudim, limudim, shtudium@
@study@|@forshn, lernen, limud, limudim, shtudirn@
@Stuff and nonsense!@|@Vais ich vos@
@stuffed@|@ongeshtopt@
@Stuffed@|@Farshtopt@
@stuffed cabbage@|@holeptses@
@Stuffed Cabbage@|@Holishkes@
@Stuffed derma@|@Kishkeh@
@Stuffed neck flesh@|@Heldzel@
@Stuffed shirt@|@Ongeblozzener@
@stuffy@|@dushne@
@stumble on@|@fartshepen zikh (ikh)@
@stunned@|@farblift@
@stupid person@|@shmo@
@style@|@stil@
@subculture@|@subkultur@
@subject matter@|@tematik@
@subject of study@|@limed, limudim@
@subscribe to@|@abonirn@
@subscriber@|@abonant, abonent@
@subscription@|@abonanament@
@Substance@|@Mamoshes@
@substitute@|@bimkem@
@subterfuge@|@ramoes@
@subtle argumentation@|@pilpl@
@suburb@|@forshtot@
@subway@|@unterban@
@Subway@|@metro, untererd ban@
@Subway station@|@metro statsye@
@success@|@hatslokhe@
@succession@|@nokhanandikeyt@
@successive@|@nokhanandik@
@successively@|@nokh ander@
@successor@|@nokhfolger@
@such@|@azelkher, azoyner@
@such a@|@aza, azan@
@suck@|@zoygn@
@suckle@|@zeygn@
@suddenly@|@mit a mol, oyf@
@suffer@|@mutshen zikh@
@suffering@|@laydn@
@suffix (grammar)@|@sufiks@
@suffocate@|@dershtikt vern@
@sugar@|@tsuker@
@suicide@|@zelbstmord@
@suit (of clothes)@|@ontsug@
@suitcase@|@tshemodan@
@Sukkoth@|@sukes@
@sulphur@|@shvebl@
@sum total@|@skhum@
@sum up@|@sumirn@
@summary@|@kitser, kitsurim@
@Summer@|@zumer@
@Summer boarding house@|@Kochalain@
@summer(y)@|@zumerdik@
@summit@|@shpits@
@sun@|@zun@
@Sunday@|@zuntik@
@sunny@|@zunik@
@sunrise@|@zunoyfgang@
@sunset@|@zunfargang, zununtergang@
@superfluous@|@iberik@
@supernatural@|@ibernatirlekh@
@supervise@|@oyfpasn@
@supper@|@ovntbroyt, vetshere@
@supplement@|@baylage@
@support@|@shtitsn, unterhaltn, unterhaltn, untershtitsn@
@supporter@|@shtitser@
@suppose@|@meshaer zayn@
@suppression@|@unterdrikung@
@sure@|@Zikher@
@Sure@|@Balt@
@sure!@|@Ayn klaynigkeit@
@surface@|@oybnoyf@
@surpass@|@aribershtaygn@
@surprise@|@iberrashn, iberrashung@
@surrounding@|@arumik@
@survey@|@iberblik@
@survival@|@kiem@
@survive@|@iberkumen@
@survivor@|@lebn geblibener@
@suspicious@|@fardekhtik, khoyshed@
@swaddle@|@viklen@
@swallow@|@aropshlingen@
@swamp@|@zump@
@swan@|@shvan@
@swastika@|@haknkreyts@
@swaying@|@tseveynt@
@swear@|@shvern@
@sweat@|@shvitsn@
@sweating@|@Shvitz@
@sweaty@|@Farshvitst@
@sweeping@|@koyleldik@
@sweet@|@kepele, zis@
@Sweet cake made of paper-thin@|@Shtrudel@
@Sweet carrot compote@|@Tsimmes@
@sweet soul@|@Neshomeleh@
@Sweet soul@|@Ziseh neshomeh@
@Sweet talk@|@Ziseh raidelech@
@sweet young boy@|@boytshikl@
@sweetheart@|@Ziskeit@
@sweetness@|@ziskeyt@
@swim@|@shvimen@
@Swimming Pool@|@shvim baseyn@
@swindle@|@shmeykhlen@
@swindler@|@dreykop@
@Switzerland@|@shveyts@
@Swollen@|@Geshvollen@
@sword@|@shverd@
@symbol@|@simbol@
@symmetry@|@simetrie@
@sympathize@|@hobn mitgefil@
@synagogue@|@beysakneses, shil@
@Synagogue@|@Bes medresh, shul@
@tab@|@blaybl, kleptsetl, kvitl@
@tabernacle built for Sukkoth@|@suke@
@table@|@tish@
@table (chart)@|@tabele@
@tablecloth@|@tishtekh@
@taiga@|@tayge@
@tail@|@ek, ek, vidl@
@Tailor@|@Shneider@
@tailor (female)@|@shnayderke@
@tailor (male)@|@shnayder@
@tailor shop@|@shnayderay@
@take@|@nemen@
@take (from)@|@nemen bay@
@take a chance@|@rizikirn@
@take a nap@|@khapn a dreml@
@take a vote@|@makhn an opshtim, opshtimen@
@take aim@|@tsilen@
@take an interest in@|@interesirn zikh mit@
@take away@|@aveknemen@
@take back (by vehicle)@|@tsurikfirn biz@
@take care of@|@derleydikn@
@take down@|@aropnemen@
@take in@|@araynnemen@
@Take it easy@|@Hot tzayt, Pavolie@
@take pity@|@derbaremen zikh (oyf)@
@take place@|@firkumen, forkumen@
@take turns at@|@baytn zikh bay@
@take up@|@farnemen@
@taker@|@rizikant@
@tale@|@dertseylung@
@talent@|@talant@
@talk@|@redn, reyd, Shmooz, shmues, shmuesn, shmuess@
@Talk in vain@|@Redn tzu der vant@
@talk nonsense@|@hakn a tshaynik@
@talk over@|@arumredn@
@Talk your heart out@|@Me redt zich oys dos hartz!@
@talkative@|@baredevdik@
@talkative woman@|@Yenteh@
@Talkative woman@|@Klaperkeh@
@tall@|@vuksik@
@tall story@|@bobe-mayse@
@Talmud@|@mishne, mishne, talmud@
@Talmud Torah@|@talmetoyre@
@Talmudic tractate@|@mesekhte@
@talmudical academy@|@Yeshiveh@
@Tammuz; 10th month@|@tamez, tamuz@
@tank@|@tank@
@tap@|@tupen@
@Targem; Aramaic translations@|@targem, targum@
@task@|@uvde@
@tassels on the Orthodox Jews@|@tsitses@
@taste@|@farzukhn@
@tasty@|@batamt@
@tatoo@|@tatuirung@
@tavern@|@kretshme, shenk@
@tax@|@shtayer@
@tax collector@|@shtayer-moner@
@taxable@|@shtayerdik@
@taxi@|@taksi@
@Tea@|@tey@
@teach@|@lernen@
@teacher (female)@|@lererin, lererke@
@teacher (male)@|@lerer@
@teacher of children@|@melamdim, melamed@
@teapot@|@tshaynik@
@tear@|@ris, trer@
@tear (onself) away@|@avekraysn, avekraysn zikh@
@tear open@|@oyfraysn@
@tearful@|@veynerish@
@teaspoon@|@lefele@
@technical@|@tekhnish@
@technician@|@tekhniker@
@technique@|@tekhnik@
@technology@|@tekhnologye@
@tedious@|@marudne@
@teenager@|@tsenerling@
@teeth@|@tseyn@
@Tel Aviv@|@telaviv@
@telephone@|@telefon@
@telescope@|@teleskop@
@television@|@televizye@
@television receiver@|@televizor@
@tell@|@dertseyln@
@tell a lie@|@lign zogn@
@Tell a lie@|@Zogen a ligen@
@tell off@|@araynzogn@
@temperature@|@temperatur@
@temple@|@templ@
@temptation@|@nesoyen, nisyoynes@
@ten@|@tsen@
@tend to@|@noyte zayn@
@tender@|@veykh@
@tense@|@ongeshpant@
@tense (grammar)@|@tsaytforme@
@tenth@|@tsent, tsentl@
@term@|@term@
@term of time@|@zman@
@terminology@|@terminologye@
@terrible@|@Paskidnye, sakones@
@terrible thing@|@Shreklecheh zach@
@terror@|@shrek@
@terrorist@|@terorist, teroristish@
@tes; 9th letter of alphabet@|@tes@
@test@|@prubirn@
@testament@|@tsavoe, tsvoes@
@Testicles@|@Baitsim@
@text@|@tekst@
@thank@|@badanken, danken@
@Thank God@|@Got tsu danken@
@Thank God!@|@Danken Got!@
@thank you@|@a dank aych, a dank dir@
@Thank you@|@A dank@
@thank you very much@|@a sheynem dank@
@Thank you very much@|@ich dank aych zeyer@
@Thank you very much!@|@A dank!, A sheynem dank!@
@thankful@|@dankbar@
@thanks@|@dank@
@thanks to@|@yasher koyekh@
@that@|@yene, yenem, yener@
@That's all@|@Dos iz alts@
@That's all!@|@Zol zein!@
@That's enough!@|@Shoyn genug!@
@That's good!@|@Dos iz gut!@
@That's how it goes!@|@Azoy gait es!@
@That's right!@|@Okurat@
@the@|@der, di, Dos@
@the Ark of the Covenant@|@mishkn@
@the bottom line@|@Die untershte sheereh@
@The business@|@Shmeer@
@The cantor's ecstatic@|@Tsiklen zich@
@The complete treasury@|@talmud@
@the Creator@|@boyre@
@the diacritical point@|@dagesh@
@The distaff k'nacker@|@Knackerke@
@the evil eye@|@Kaynahorah@
@The evil eye@|@Einhoreh@
@the Exodus from Egypt@|@yetsies-mitsraim@
@The faster; the better@|@Vos gicher; alts besser@
@The Forward@|@forverts@
@the golden country@|@Die goldene medina@
@the heel of the bread@|@shpits@
@The hell with it!@|@Zol es brennen!@
@the Holocaust@|@khurbm, khurbn, khurbones@
@the Jewish afternoon prayer@|@minkhe@
@the letter "X"@|@iks@
@The marriage is off!@|@Oys shiddech@
@the next morning@|@oyf tsu morgn, oyf tsu morgns, tsu morgn@
@the next morning (1)@|@tsu morgns@
@The nuisance is here already!@|@Er iz shoyn du; der nudnik!@
@The other world@|@Yeneh velt@
@The perennial cuckold@|@Chaimyankel kooternooz@
@the Polish city of Bialystock@|@Bialy@
@the prayer over wine@|@kidesh@
@the rabbi's wife@|@Rebitsin@
@The real article!@|@Richtiker chaifetz@
@The same@|@Dos zelbeh@
@The sneeze confirmed the truth@|@G'nossen tsum emess!@
@The state of being dead@|@Geshtorben@
@The sticks@|@Druchus@
@the Temple in Jerusalem@|@beysamigdesh@
@The Ten Commandments@|@aseres-hadibres@
@the Ten Lost Tribes@|@aseres-hashvotim@
@The truth@|@emes@
@The upper thigh@|@Pulke@
@The youngest child@|@mizinik@
@theater@|@teater@
@their@|@zeyer@
@then@|@den, dentsmol, nakher, to, yemolt, zhe@
@theological@|@teologish@
@theology@|@teologye@
@theoretical@|@teoretish@
@theory@|@teorye@
@there@|@ahin, dort, dortn@
@there is@|@es iz faran@
@There you go@|@Ot gaist du@
@There you have it@|@Na!@
@thereby@|@dermit@
@therefore@|@bekheyn, bemeyle, derfar, deriber, deriber@
@these@|@dos doziker@
@these days@|@haynttsutog@
@they@|@zey, zey@
@They don't let you live!@|@Me lost nit leben!@
@thigh@|@dikh, polke, polke@
@thimble@|@fingerhut@
@thin@|@dar, dar, din, moger@
@thin person@|@langer loksh@
@thing@|@dvar, dvorem, dvorim, dvorim, kheyfets, zakh@
@think@|@klern, trakhtn@
@think up@|@oystrakhtn, tsutrakhtn@
@thinker@|@denker@
@third@|@drit, dritl@
@thirdly@|@dritns@
@thirst@|@dorsht@
@thirsty@|@dorshtik@
@thirteen@|@draytsn@
@thirteenth@|@draytsnt@
@thirtieth@|@draysikst@
@thirty@|@draysik@
@this@|@doziker@
@This@|@Dos@
@This pleases me@|@Dos gefelt mir@
@This too is a living!@|@Oych mir a leben!@
@this way@|@do arumert, durkh danen@
@this year@|@hayyor@
@this year's@|@hayorik@
@thong@|@fingershikh, fingershukh@
@thorax@|@brustkastn@
@thought@|@makhshove@
@thoughtful@|@baklerik, fartrakht@
@thousand@|@toyznt@
@three@|@dray@
@three o'clock@|@draye@
@threshold@|@shvel@
@thrill@|@fartsiter@
@through@|@adurkh, durkh@
@through and through@|@durkh un durkh@
@through the@|@durkhn@
@throw@|@varfn@
@throw away@|@avekvarfn@
@throw in@|@araynvarfn@
@throw out@|@aroysfvarfn@
@throw up@|@aroyfvarfn@
@Thrown out@|@Aroisgevorfen@
@Thrown out money@|@Aroisgevorfene gelt@
@Thumb@|@Grober finger@
@thunder@|@duner, dunern@
@thunderous@|@dunerdik@
@Thursday@|@donershtik@
@thus@|@amer, azoy@
@Ticket@|@bilet@
@tickle@|@kitslen@
@Tickle@|@Kitsel@
@tie@|@bindn, bund, bund@
@tiger@|@tiger@
@tight@|@eng@
@tighten@|@farshtayfn@
@tightwad@|@Karger@
@till@|@baarbetn@
@time@|@tsayt@
@timely@|@aktuel@
@times@|@tsvey mol tsvey@
@tin badge@|@blekhl@
@tin foil@|@zilberpapir@
@tin plate@|@blekh@
@tiny@|@kleyntshik, Pitsel, pitsink@
@Tiny box affixed to the right@|@Mezuzah@
@Tired@|@Farmatert@
@Tired out@|@Ongematert@
@Tishebov; the 9th day of Ov@|@tishebov@
@Tishre; 1st month of calendar@|@tishre@
@title@|@titl@
@Tkhine; prayer in Yiddish@|@tkhine@
@to@|@keyn, tsu@
@to absorb@|@aynzapn@
@to all the demons@|@tsu alde rukhes@
@To annoy@|@Tshepen@
@To be destined@|@Bashert zein@
@To be greedy@|@hobn groyse oygn@
@To be miserly@|@Kamtsoness@
@To be ruined@|@Veren a tel@
@To be sparing@|@Zhaleven@
@to be sure@|@svor@
@To beat up@|@Shlogen@
@To bless@|@Bentsh@
@To bribe@|@Geben shoychad, Unterkoifen@
@To burst@|@plotz@
@To bury@|@Bagroben@
@To butter up@|@Shmeichel, Untershmeichlen@
@To chatter without end@|@Reden on a moss@
@to conceal@|@oysbahaltn@
@To die@|@Shtarben@
@To die (animal)@|@Paigeren@
@To do all the talking@|@A breyte deye hob'n@
@to do business@|@handlen@
@To drag@|@Shleppen@
@to enjoy@|@hanoe hobn@
@To fall asleep@|@Tsumakhn an oyg@
@To fornicate@|@Yentzen@
@To get all dressed up@|@Farpitzed@
@To get married@|@Veren ferherret@
@To gossip@|@Bareden yenem@
@To hate@|@Haissen@
@To hell with him@|@Ich hob im in bod!@
@To hell with it@|@Ich hob es in drerd!@
@To hell with you!@|@Ich hob dich in bod!@
@to life@|@tsu leben@
@To life!@|@L'chei-im, le'chayim!@
@To live to see@|@derlebn@
@To look out for@|@Varfen an oyg@
@To lounge around@|@Patteren tseit@
@To make a guess@|@Trefn oyfn oyg@
@To masturbate@|@Nechvenin@
@to needle@|@Utz@
@to nibble secretly@|@nosh@
@To offer unsolicited advice@|@To Kibbitz@
@To one's face@|@In di oygn@
@To our future together@|@Tsu undzer tsukunft tzuzamen@
@To plan and execute a wedding@|@Chassene machen@
@To shake@|@Shokklen@
@To sing@|@Zingen@
@To suffer@|@Leiden, Plagen zich@
@To sweat out a job@|@Mutshen zich@
@To swindle@|@Schmeikel@
@To take after@|@Grooten@
@To tear@|@Reissen@
@to the left@|@oyf links@
@to this day@|@adayem@
@To tremble@|@Tziter@
@To use@|@nitsn@
@To visit@|@kumen tsu gast@
@To wander@|@Blondjen@
@To wander around aimlessly@|@Voglen@
@To yearn for@|@Benken@
@To you be peace@|@Alaichem sholom@
@To your health!@|@Lehayim!@
@toadying@|@khnife@
@tobacco@|@tabak@
@Today@|@Haynt@
@today's@|@hayntik@
@toe@|@finger@
@toenail@|@fusnogel@
@Toes@|@Fisfinger, Shpitsfinger@
@tof; 25th letter of alphabet@|@tof@
@together@|@in eynem, tsunoyf, tsuzamen@
@tomato@|@pomidar, pomidor, tomat@
@tom-foolery@|@opnarerey@
@tomorrow@|@Morgn@
@tongs@|@tsvang@
@tongue@|@tsung@
@tonight@|@haynt bay nakht@
@too@|@tsu@
@Too emotional to talk@|@Farklempt@
@too Germanic@|@daytshmerish@
@too much@|@tsu fil@
@Too much!@|@Tzufil!@
@tool@|@makhsher, makhshirim@
@tooth@|@tseyn, tseyner, tson@
@toothbrush@|@tsonbarsht@
@toothpaste@|@tsonpaste@
@top-hat@|@tsilinder@
@topic@|@sugye, teme@
@Torah@|@toyre@
@torture@|@farpeynikn, mutshen, peynikn@
@toss@|@tsuvarfn@
@total@|@sakhakl, skhakl@
@totally@|@ingantsn@
@totally stupid person@|@Ungerissen beheiman@
@touch@|@barir, batapn, onrirn, rir, tshepn@
@touch upon@|@barirn@
@Tough luck!@|@Az och un vai!@
@tourist@|@turist@
@Tourist Information@|@informatsye far turistn@
@tower@|@turm@
@Tower@|@turem@
@town@|@shtot@
@toy store@|@shpilkhlkrom@
@trace@|@zeykher@
@trace a drawing@|@ibertsaykhnen@
@tract@|@shetekh, shtokhim@
@trade@|@fakh, fakh, farbaytn zikh mit, handlen, melokhe@
@tradition@|@mesoyre@
@Traditional Jewish skull@|@Yarmelkeh@
@traffic@|@farker@
@traffic light@|@farkerlomp@
@trail@|@nokhforn, vegl@
@train@|@tsug@
@Train@|@ban@
@Train station@|@ban statsye@
@trample@|@tretn@
@tranquil@|@shalvedik, zakht@
@tranquility@|@zakhtkeyt@
@tranquilize@|@baruikn@
@tranquilizer@|@baruekhts@
@transfer ownership of@|@opshraybn@
@transition@|@ibergang@
@translate@|@iberzetsn@
@translation@|@iberzetsung@
@transmit@|@ibergebn@
@transparent@|@durkhzikhtik@
@transplant@|@iberflantsn@
@transport@|@ariberfirn@
@travel@|@arumforn iber@
@traveler@|@durkhgeyer, forer@
@treasure@|@oytser, oytsres@
@treat@|@bahandlen, mekhabed zayn@
@treats@|@maykhl, maykholim@
@tree@|@beymer, boym@
@tremble@|@tsiter@
@trembling@|@fartsitert, Tziterdik@
@triangle@|@drayek@
@tribe@|@sheyvet, shvotim@
@tribute@|@kibed, kibudim@
@Tricks@|@Kuntzen@
@Tricky@|@Genaivisheh shtiklech@
@trinket@|@tsatske, tshatshke@
@trip long@|@nesie@
@triplets@|@drayling@
@tripod@|@drayfus@
@triumph@|@nitskhoynes, nitsokhn@
@troops@|@militer@
@trouble@|@bamien, tsore, tsores@
@Trouble@|@bamien, Shtuk@
@troubles@|@tirkhe@
@Truckdriver@|@Balegoola@
@truly@|@emesdik@
@trusted@|@bagleybt@
@truth@|@emes@
@truthful@|@verhaftik, vorhaftik@
@try@|@pruvn@
@try on (clothes)@|@onmestn@
@try out@|@oyspruvn@
@try to revive@|@mintern@
@tsadek; letter of alphabet@|@tsadek@
@Tu Bishvat; New Year's day@|@khomishoser bshvat@
@tub@|@bit@
@tuck up@|@farshartsn@
@Tuesday@|@dinstik, dinstog@
@tug@|@shlepn@
@tulip@|@tulpan@
