@English@|@Greek@
@mouthful@|@μπουκιά@
@mouthpiece@|@επιστόμιο, μικρόφωνο τηλεφώνου@
@mouth-to-mouth@|@το φιλί ζωής@
@movable@|@κινητός@
@move@|@κίνηση, κινούμαι, κινώ, μετακομίζω, σαλεύω, συγκινώ@
@move heaven and earth@|@κινώ ουρανό και γη@
@move off@|@απομακρύνομαι, ξεκινώ@
@movement@|@κίνημα, κίνηση@
@movie@|@ταινία@
@moving@|@συγκινητικός@
@mow@|@θερίζω@
@mozzarella@|@μοτσαρέλα@
@MP@|@βουλευτής@
@mph@|@μίλια ανά ώρα@
@mprovisation@|@αυτοσχεδιασμός@
@mrs@|@κυρία@
@mu@|@μι@
@much@|@πολύ, πολύς@
@much ado about nothing@|@πολύ φασαρία γιά το τίποτε@
@much advice is@|@πολλές συμβουλές είναι@
@much debated@|@πολύ συζητημένος@
@much furniture is@|@πολλά έπιπλα είναι@
@much harder@|@πολύ πιο σκληρός@
@much information about@|@πολλές πληροφορίες για ...@
@mucilage@|@βλέννα@
@muck@|@βόρβορος, βρομιά, κοπριά@
@muck-raking@|@σκανδαλοθηρία@
@mucosa@|@βλεννογόνος υμένας@
@mucus@|@βλέννα@
@mud@|@βόρβορος, ιλύς, λάσπη@
@mud brick@|@πλίνθος λάσπης@
@mud flow@|@ροή της λάσπης@
@muddle@|@ανακατεύω, μπερδεύω, συγχέω@
@muddy@|@ιλυώδης, λασπώδης, λασπωμένος@
@mudflaps@|@λασπωτήρες@
@mudguard@|@λασπωτήρας, φτερό@
@mudhole@|@ιλυοθυρίδα@
@muezzin@|@μουεζίνης@
@muff@|@μανσόν, χάνω@
@muffle@|@κουκουλώνω, πνίγω@
@muffled@|@υπόκωφος@
@muffler@|@μάλλινο κάλυμμα λαιμού@
@mug@|@κούπα, ληστεύω (στο δρόμο), μούρη@
@mugger@|@ληστής@
@mugging@|@ληστεία@
@muggy@|@πνιγηρός@
@mugwort@|@αρτεμισία, λεβιθόχορτο@
@mukluk@|@υπόδημα Εσκιμώων@
@mulatto@|@μιγάς@
@mulberry@|@μούρο@
@mulch@|@στρώνω με άχυρα@
@mulct@|@πρόστιμο@
@mule@|@μουλάρι@
@mulish@|@πεισματάρης@
@mull@|@ζεσταίνω, μπύρα ή κρασί με μπαχαρικά@
@mullah@|@μουλάς@
@mullein@|@φλόμος@
@mullet@|@κέφαλος@
@mulligatawny@|@σούπα με κάρι@
@mullion@|@διάστυλο@
@multi-celled@|@πολυκύτταρος@
@multi-coloured@|@πολύχρωμος@
@multi-faceted@|@πολύπλευρος@
@multifarious@|@πολυειδής@
@multi-layered@|@με πολλές στρώσεις@
@multilingual@|@πολύγλωσσος@
@multimedia@|@πολύμεσα@
@multimillionaire@|@πολυεκατομμύριος@
@multinational@|@πολυεθνικός@
@multiple@|@πολλαπλός@
@multiple sclerosis@|@σκλήρυνση κατά πλάκας@
@multiplex bus network@|@δίκτυο πολυπλεκτικής αρτηρίας@
@multiplexing@|@πολυπλεξία@
@multiplication@|@αναπαραγωγή, πολλαπλασιασμός@
@multiply@|@πολλαπλασιάζω@
@multiply by@|@πολλαπλασιάζω@
@multi-storey building@|@πολυόροφο χτίριο@
@multi-talented@|@πολυτάλαντος@
@multitude@|@πλήθος@
@multi-vitamins@|@πολυβιταμίνες@
@mum@|@μαμά, μάνα@
@mumble@|@μουρμουρίζω@
@mumbo jumbo@|@κορακίστικα@
@mummify@|@ταριχεύω@
@mummy@|@μαμά, μούμια@
@mumps@|@μαγουλάδες@
@munch@|@τρώω κάτι τραγανιστό@
@mundane@|@κοσμικός, τετριμμένος@
@municipal@|@δημοτικός@
@municipal council@|@συμβούλιο της πόλης@
@murder@|@δολοφωνία, σκοτώνω, φόνος@
@murderer@|@δολοφόνος@
@murderous@|@φονικός@
@murk@|@ζόφος@
@murmur@|@γκρινιάζω, μουρμουρίζω@
@muscle@|@μύς@
@muscular@|@μυϊκός, μυώδης@
@muse@|@ρεμβάζω@
@museum@|@μουσείο@
@mushroom@|@μανιτάρι@
@music@|@μουσική@
@musical@|@μουσική ταινία@
@musical instrument@|@μουσικό όργανο@
@musician@|@μουσικός@
@musket@|@μουσκέτο, τουφέκι@
@muslim@|@μουσουλμάνος@
@mussel@|@μύδι@
@must@|@μούστος, πρέπει, πρέπει / έπρεπε@
@mustard@|@μουστάρδα@
@muster@|@συγκεντρώνομαι, συγκεντρώνω@
@mutant@|@μεταλλασσόμενος@
@mutation@|@μεταλλαγή, μετάλλαξη@
@mute@|@μουγγός@
@muted@|@ανέκφραστος, απαλός (χρώμα)@
@muted gasp@|@άναρθρη κραυγή@
@mutilate@|@κουτσουρεύω@
@mutter@|@μουρμουρίζω@
@mutton@|@ζυγούρι@
@mutual@|@αμοιβαίος@
@muzzle {animal}@|@μουσάδα@
@muzzle {gun}@|@μπούκα@
@my back aches@|@η πλάτη μου πονάει@
@my back hurts@|@πονάει η πλάτη μου@
@my better half@|@το έτερο μου ήμισυ@
@my leg hurts@|@πονάει το πόδι μου@
@my plans are in ruins@|@χάλασαν τα σχέδια μου@
@my stomach hurts@|@πονάει το στομάχι μου@
@my throat hurts@|@πονάει ο λαιμός μου@
@mycelium@|@μυκήλιο@
@myeloma@|@μυέλωμα@
@myocardial infarction@|@μυοκαρδιακό έμφραγμα@
@myriad@|@μύριος@
@myringotomy@|@μυριγγοτομία@
@myrtle@|@μερσίνη, μυρσίνη, μύρτος@
@myself@|@εγώ ο ίδιος, ο εαυτός μου@
@mysterious@|@αινιγματικός, μυστηριώδης@
@mysteriously@|@μυστηριωδώς@
@mystery@|@αίνιγμα, γρίφος, μυστήριο@
@mystery about@|@μυστήριο για@
@mystic@|@μυστικιστής@
@mystique@|@αίσθηση μυστηρίου@
@mythology@|@μυθολογία@
@nab@|@πιάνω, σουφρώνω, συλλαμβάνω@
@nacelle@|@άτρακτος@
@nacre@|@σεντέφι@
@nadir@|@ναδίρ@
@naff@|@φτηνός@
@nag@|@αποπαίρνω, γκρινίαρα, καυγαδίζω, παλιάλογο@
@naiad@|@νεράιδα@
@nail@|@καρφί, νύχι, πρόκα@
@nail bomb@|@βόμβα γεμάτη καρφιά@
@nailbiting@|@γεμάτος αγωνία, ονυχοφαγία@
@naive@|@αφελής@
@naivety@|@αφέλεια@
@naked@|@γυμνός, τσίτσιδος@
@naked natives@|@γυμνοί ιθαγενείς@
@naked property@|@ψιλή κυριότητα@
@naked violence@|@ωμή βία@
@name@|@όνομα, ονομάζω, ονομασία@
@name day@|@ονομαστική εορτή@
@named@|@που ονομάζεται@
@nameday@|@ονομαστική εορτή@
@nameless@|@ανώνυμος@
@namely@|@ήτοι@
@namesake@|@φερώνυμος@
@nanny@|@νταντά, παραμάνα@
@nanny goat@|@κατσίκα@
@nap@|@το πέλος, υπνάκος@
@nape@|@σβέρκος@
@napkin@|@πετσέτα, πετσέτα φαγητού, πετσετάκι, χαρτοπετσέτα@
@nappy@|@πάνα@
@narcotics@|@ναρκωτικά@
@narrator@|@αφηγητής@
@narrow@|@στενός@
@narrowly@|@στενά@
@narrow-minded@|@στενόμυαλος@
@nasturtium@|@τροπαίουλο@
@nasty@|@απαίσιος@
@nation@|@έθνος@
@national@|@εθνικός@
@national carrier@|@εθνική αεροπορική εταιρία@
@national guard@|@εθνοφρουρά@
@National Health System@|@Εθνικό Σύστημα Υγείας@
@national holidays@|@εθνικές εορτές@
@nationalisation@|@κρατικοποίηση@
@nationalise@|@κρατικοποιώ@
@nationalism@|@εθνικισμός@
@nationalist@|@εθνικιστής@
@nationality@|@ιθαγένεια, υπηκοότητα@
@native@|@ιθαγενής, ντόπιος@
@natives@|@ιθαγενείς@
@natural beauty@|@φυσική ομορφιά, φυσική ομορφιά@
@natural disaster@|@φυσική καταστροφή@
@natural selection@|@φυσική επιλογή@
@naturalisation@|@πολιτογράφηση@
@naturally@|@φυσικά@
@nature@|@φύση@
@nature reserve@|@εθνικό πάρκο@
@naughty@|@άτακτος@
@nausea@|@εμετός, ναυτία@
@nautical@|@ναυτικός@
@naval@|@ναυτικός@
@nave@|@σηκός@
@navigation@|@ναυσιπλοϊα, ναυτιλία@
@navigator@|@αεροναυτίλος, ναυτίλος@
@navy@|@ναυτικό@
@neap tide@|@διχοτομική παλίρροια@
@near@|@κοντά@
@nearby@|@κοντά, κοντινός@
@nearer@|@πιο κοντός@
@nearly@|@παραλίγο, σχεδόν@
@near-sighted@|@μυωπικός@
@neat@|@ακριβής@
@neatly@|@κομψά@
@necessarily@|@απαραίτητα@
@necessary@|@αναγκαίος@
@necessitate@|@καθιστώ αναγκαίο@
@necessity@|@αναγκαιότητα@
@necessity for@|@ανάγκη για@
@neck@|@αυχένας, λαιμός, σβέρκος@
@necklace@|@κολιέ@
@neckwear@|@ρούχα που φορούνται στο λαιμό@
@nectar@|@νέκταρ@
@need@|@ανάγκη, χρειάζομαι@
@need for@|@ανάγκη για@
@needle@|@βελόνα, βελώνα@
@nefarious@|@άνομος, κακοηθής, φαύλος@
@negative@|@αρνητικός@
@negatively@|@αρνητικά@
@negatives@|@αρνητικά@
@neglect@|@αμέλεια, αμελώ@
@neglect oneself@|@παραμελώ τον εαυτό σου@
@neglected@|@παραμελημένος@
@negligent@|@αμελής@
@negligible@|@αμελητέος@
@negotiate@|@διαπραγματεύομαι@
@negotiate with@|@διαπραγματεύομαι με@
@negotiation@|@διαπραγμάτευση@
@negotiations@|@διαπραγματεύσεις@
@negotiator@|@διαπραγματευτής@
@neigh@|@χλιμιντρίζω@
@neighbour@|@γείτονας@
@neighbourhood@|@γειτονιά, μαχαλάς@
@neighbouring@|@γειτονικός@
@neighbourly@|@φιλικός@
@neighbours@|@γείτονες@
@neither@|@κανείς από τους δύο@
@neither ..... nor@|@ούτε .... ούτε@
@neither do I@|@ούτε εγώ@
@neither of them@|@κανείς από τους δυο@
@neo-@|@νέο-@
@neo classical@|@νεοκλασσικός@
@Neolithic Period@|@νεολιθική εποχή@
@neon@|@νέον@
@neon signs@|@φωτεινές επιγραφές@
@nephew@|@ανηψιός@
@nephric@|@νεφρικός@
@nerve@|@νεύρο@
@nervous@|@νευρικός@
@nervous about@|@ανήσυχος για@
@nervous system@|@νευρικό σύστημα@
@nervous wreck@|@ράκος@
@nervously@|@ανήσυχα@
@nest@|@θαλάμη, φωλιά, φωλιάζω@
@nestle@|@βρίσκομαι χωμένος, φωλιάζω@
@net@|@δίχτυ@
@net operating surplus@|@καθαρό λειτουργικό πλεόνασμα@
@net operational income@|@καθαρά έσοδα εκμεταλλεύσεως@
@nettle@|@τσουκνίδα@
@network@|@δίκτυο@
@neural@|@νευρικός@
@neurone@|@νευρώνας@
@neutral@|@νεκρό, ουδέτερος@
@never@|@ποτέ@
@never you mind@|@μη το ψάχνεις@
@nevertheless@|@ωστόσο@
@new@|@καινούριος, νέος@
@New Years Day@|@Πρωτοχρονιά@
@New Years Eve@|@παραμονή Πρωτοχρονιάς@
@New Year's Eve party@|@ρεβεγιόν@
@New Year's present@|@μποναμάς@
@newcomer@|@νεοφερόμενος@
@newfangled@|@καινοφανής@
@new-look@|@καινούριας εμφάνισης@
@newly@|@πρόσφατα@
@newly established@|@νεοσύστατος@
@newly-opened@|@που εγκαινιάστηκε πρόσφατα@
@news@|@ειδήσεις, νέα@
@news broadcast@|@δελτίο ειδήσεων@
@news of@|@νέα για@
@news reader@|@παρουσιαστής ειδήσεων@
@news reporter@|@δημοσιογράφος, ρεπόρτερ@
@newscaster@|@παρουσιαστής ειδήσεων@
@newspaper@|@εφημερίδα@
@newsroom@|@γραφείο σύνταξης@
@news-stand@|@περίπτερο πώλησης εφημερίδων@
@next@|@επόμενος, μετά@
@next of kin@|@ο πλησιέστερος συγγενής@
@next to@|@διπλανός@
@nib@|@πενάκι@
@nibble@|@δαγκώνω με μικρές μπουκιές, τσιμπολόγημα@
@nice@|@ωραίος@
@nicely@|@ωραία@
@nicety@|@ακριβολογία@
@niche@|@σηκός, σηκός@
@nicitating membrane@|@επικανθίδα@
@nick@|@εγκοπή@
@nickname@|@παρατσούκλι@
@nicotine@|@νικοτίνη@
@nidation@|@εμφύτευση@
@Nigeria@|@Νιγηρία@
@niggard@|@τσιγκούνης@
@niggardly@|@σπαγγοραμένος@
@night@|@νύχτα@
@night heron@|@νυχτοκόρακας@
@night is approaching@|@η νύχτα ζυγώνει@
@nightclub@|@νυχτερινό κέντρο@
@nightdress@|@νυχτικό@
@nightie@|@νυχτικό@
@nightingale@|@αηδόνι@
@nightlife@|@νυχτερινή ζωή@
@nightmare@|@εφιάλτης@
@nimbleness@|@ευστροφία@
@nimbus@|@αύρα, σύννεφο βροχής@
@nin infectuous@|@μη μεταδοτικός@
@nine@|@εννέα@
@ninth@|@έννατος@
@nip@|@τσιμπώ@
@nipper@|@πιτσιρίκος@
@nipple@|@ρόγα@
@nirvana@|@νιρβάνα@
@nitride@|@νιτρίδιο@
@nitrogen@|@άζωτο@
@nitwit@|@βλάκας@
@no@|@κανένας, όχι@
@no admittance@|@απαγορεύεται η είσοδος@
@no end@|@αμέτρητα@
@no entry@|@απαγορεύεται η είσοδος@
@no fault divorce@|@συναινετικό διαζύγιο@
@no longer@|@όχι πιά@
@no longer use@|@δεν χρησιμοποιώ πιά@
@no matter what I do@|@ότι κι αν κάνω@
@no one@|@κανείς@
@no par value share@|@μετοχή χωρίς ονομαστική αξία@
@no result@|@μηδέν στο πηλίκο@
@no smoking@|@απαγορεύεται το κάπνισμα@
@no sooner said than done@|@αμ' έπος αμ' έργον@
@nobility@|@αριστοκρατία, ευγενείς@
@noble@|@αβρός, ευγενής@
@noble rot@|@ευγενής σήψη@
@nobleman@|@ευγενής@
@nobody@|@κανείς@
@nocturnal@|@νυχτερινός@
@nod@|@κατανεύω, κουνώ το κεφάλι@
@nod off@|@λαγοκοιμάμαι@
@noddle@|@κεφάλι, μυαλό@
@node@|@όζος@
@noise@|@θόρυβος@
@noise pollution@|@ηχορύπανση@
@noise squelch muting@|@περιορισμός θορύβων@
@noise temperature@|@θερμοκρασία  θορύβου@
@noisy@|@θορυβώδης@
@nolt@|@μανταλώνω@
@nomad@|@νομάς@
@nomadic@|@φερέοικος@
@nomenclature@|@ονοματολογία@
@nominal@|@ονομαστικός@
@nominate@|@διορίζω, προτείνω@
@nomination@|@υποψηφιότητα, χρίσμα@
@nominative@|@ονομαστικός@
@non-@|@μη -@
@non combatant@|@άμαχος@
@non compliance@|@έλλειψη συμμόρφωσης@
@non compos mentis@|@ακαταλόγιστος, μη υγιής στο πνεύμα@
@non profit making@|@μη κερδοσκοπικός@
@non return@|@ανεύ επιστροφής@
@nonchalant@|@αδιάφορος, οκνός, ράθυμος@
@non-commissioned officer@|@υπαξιωματικός@
@nondescript@|@ακαθόριστος, που δεν ξεχωρίζει καθόλου@
@none@|@κανένας@
@none of them@|@κανένας από αυτούς@
@nonentity@|@ασήμαντος άνθρωπος@
@nonetheless@|@εν τούτοις, όμως@
@nonplus@|@σαστίζω, φέρνω σε αμηχανία@
