@Ligurian@|@English@
@peâ@|@to peel@
@pecatô@|@sinner@
@pecatôa@|@sinner (f)@
@pecétto@|@robin (bird)@
@pecòu@|@sin@
@Pedemónte@|@Pedemonte (GE)@
@pedestàllo@|@pedestal@
@pedìnn-a@|@pawn (chess)@
@pedón@|@pawn (chess), pedestrian@
@Pedrìn@|@Peter@
@pe-e@|@for the (fpl)@
@Pegasàn@|@Pegazzano (SP)@
@Pêgi@|@Pegli (GE)@
@pêgoa@|@sheep@
@pe-i@|@for the (mpl)@
@Péi@|@Il Pero (SV)@
@péi (nm)@|@pear@
@peîgo (pop.)@|@danger@
@peigóllo@|@stalk@
@péivie (nm)@|@pepper (spice)@
@péixe (nf)@|@pitch (substance), tar@
@peizafùmme@|@meticulous person@
@péizo@|@weight@
@pelâ@|@to peel@
@pelæ (nfpl)@|@chestnuts (boiled peeled), peeled boiled chestnuts@
@pelàmme@|@mop of hair, fur@
@pelandrón@|@idler, lazybones@
@pelegrìn@|@pilgrim@
@pelegrinàggio@|@pilgrimage@
@pelêuia@|@whistle@
@pelìssa@|@coat, fur coat@
@pélle (nf)@|@skin@
@penàcco@|@billhook, pruning hook@
@pendìn@|@earring@
@péndolo@|@pendulum@
@penéllo@|@brush@
@peniténsa@|@penance@
@penìzoa@|@peninsula@
@pénna@|@feather, pen@
@pénn-a@|@pity, sorrow, penalty@
@pénn-a de mòrte@|@death penalty@
@pensâ@|@to think@
@pénsa 'n pö!@|@Go figure!@
@penscêo@|@thought@
@pensción@|@pension, retirement@
@penscionòu@|@pensioner@
@Péntema@|@Pentema (GE)@
@pentemìn@|@from Pentema (GE)@
@pentîo@|@regretful, repentant@
@pentîse@|@to regret@
@pe-o@|@for the (msing)@
@Pêo@|@Peter@
@pe-o ciù@|@in general, mostly@
@pe-o moménto@|@for the moment, for the time being, for now@
@pe-o móndo@|@around the world@
@pe-o rèsto@|@for the rest@
@per ezénpio@|@for example@
@perché@|@why, because, so that@
@percorî@|@to tour, to cover a distance@
@percórso@|@route, trajectory@
@percöse@|@what for@
@pèrde@|@to lose@
@pèrde i cavélli@|@to go bald, to be balding@
@pèrdia@|@loss@
@pèrdia di cavélli (nf)@|@hair loss@
@perdigiórni@|@idler, lazybones@
@pèrdise@|@to get lost@
@perditénpo (nm)@|@loss of time@
@perdón@|@forgiveness, excuse@
@perdonâ@|@to forgive@
@perdónime!@|@forgive me!@
@perdûo@|@lost@
@perfeçión@|@perfection@
@perfeçionâ@|@to perfect@
@perfètto@|@perfect@
@perî@|@to perish@
@perìcolo@|@danger@
@pericolôzo@|@dangerous@
@perlenghéuia@|@spell (n)@
@perlengoâ@|@to cast a spell@
@permétte@|@to allow, to permit@
@permìsso@|@permission@
@pernîxe (nf)@|@partridge@
@però@|@however@
@perpétoo@|@perpetual@
@pèrsa (nf)@|@marjoram@
@perscìste@|@to persist@
@persecuçión@|@persecution, pursuit@
@persecutâ@|@to pursue, to chase, to persecute@
@pèrsega@|@peach@
@pèrsego@|@peach, peach tree@
@persegoitâ@|@to pursue, to chase, to persecute@
@persiànn-a@|@blind (outside window)@
@pèrsiga (Savona)@|@peach@
@pèrso@|@lost@
@persoâde@|@to persuade@
@personàggio@|@character@
@personâle@|@personal@
@personalitæ@|@personality@
@persónn-a@|@person@
@persónn-e (nfpl)@|@people@
@pertûxi do nâzo (nmpl)@|@nostrils@
@pertuzâ@|@to make holes in, to pierce@
@pertûzo@|@hole@
@pertûzo da ciavéuia@|@keyhole@
@Perù@|@Peru@
@perùcca@|@wig@
@peruchê@|@hairdresser, hairstylist@
@peruviàn@|@Peruvian@
@perversción@|@perversion@
@pervèrso@|@perverted@
@pervertî@|@to pervert@
@pesâ (nf)@|@kick@
@pescâ@|@to fish@
@peschêa@|@fishmonger's, fish shop@
@pescherîa@|@fishmonger's, fish shop@
@peschéuia@|@fisherwoman@
@peschêuia@|@fisherwoman@
@pésci sæ (nmpl)@|@salted fish@
@pesciâ (nm)@|@fishmonger, fish dealer@
@pesciæa@|@fishmonger (f), fish dealer (f)@
@pesciaieu@|@fishmonger, fish dealer@
@pèscimo@|@dreadful, terrible@
@péscio@|@fish@
@péscio a scabéccio@|@marinated fish@
@péscio spâ@|@swordfish@
@pesciocàn@|@shark@
@pescòu@|@fisherman@
@pesigâ (insètti)@|@to sting@
@péssa@|@mend, patch, cloth@
@pésso@|@piece, bit, nothing@
@pésso de mûxica@|@music piece@
@pestâ@|@to crush@
@pèsta@|@plague, epidemic@
@pestâ l'ægoa into mortâ@|@to lose one's time@
@pestéllo@|@pestle@
@pésto@|@pesto (Ligurian basil sauce)@
@pestùmmo@|@piece, little piece, fragment@
@petàrdo@|@firecracker, petard@
@pêtenâ@|@to comb@
@pêtenæa@|@hairdresser, hairstylist@
@pêtene (nm)@|@comb@
@pêtenìn (nm)@|@comb@
@peteu@|@sniffy young person@
@petî@|@to creak@
@petiçión@|@request@
@petìn (Savona)@|@bit, little bit@
@pêto@|@fart@
@petròlio@|@petrol, kerosene@
@pétto@|@breast@
@peu@|@later, then, after that@
@peu dâse@|@maybe@
@péuzzo@|@mount@
@peverón@|@pepper (fruit)@
@pevión@|@pepper (fruit)@
@pevionétti (mpl)@|@small peppers@
@pevionòtto@|@hot pepper@
@pêxìn de l'oêgia@|@lobe@
@pezâ@|@to weigh, to be heavy@
@pezànte@|@heavy@
@pezô@|@nightmare@
@pêzo@|@worse, worst@
@pezoâ@|@to get worse@
@pezoaménto@|@worsening (n)@
@pezón@|@nightmare@
@piâ (v)@|@to peel, to skin, to peel off, to shell@
@piæ (fpl), pelæ (fpl)@|@chestnuts (boiled peeled)@
@piæ (nfpl)@|@chestnuts (boiled peeled), peeled boiled chestnuts@
@pianìsta@|@pianist@
@pianofòrte@|@piano@
@piâto@|@plate, dish@
@piâto da frûta@|@fruit bowl@
@piaxéi (nm)@|@pleasure, favour@
@piaxéi (v)@|@to like, to be liked@
@piaxéi tànto@|@to like very much@
@piaxéighe@|@to like@
@picâ@|@to beat, to knock@
@picâ a pòrta@|@to knock the door@
@picagétta@|@dishcloth, rag, towel@
@picàggia@|@ribbon@
@pìcco@|@woodpecker (great spotted)@
@picìn@|@small (msing), small (mpl)@
@picinéssa@|@trifle@
@picinìn@|@small (diminutive)@
@picìnn-a@|@small (fsing)@
@picìnn-e@|@small (fpl)@
@piconsìn@|@woodpecker (lesser spotted)@
@picónso@|@woodpecker (great spotted)@
@picòssa@|@axe@
@picòsso@|@axe@
@Piemónte@|@Piedmont@
@piemontéize@|@Piedmontese (from Piedmont)@
@pìfero@|@fife@
@pighéuggio@|@louse@
@pigiâ@|@to take, to grab@
@pigiâ bìsce pe bàggi (fig.)@|@to mistake@
@pigiâ còpia@|@to copy@
@pigiâ de l'âia@|@to get some (fresh) air@
@pigiâ in gîo@|@to mock, to poke fun on, to make fun of, to tease@
@pigiâ màio@|@to get married (woman)@
@pigiâ o tetìn@|@to suck (baby/raising)@
@pigiâ sciòu@|@to take a breath@
@pigiölo@|@balcony@
@pìgna@|@pine cone@
@pìgna (fig.)@|@greedy man, tightfisted man@
@pignàtta@|@pan, casserole@
@pignavèrde@|@greedy, miser, avaricious@
@pigneu@|@pine kernel/nut@
@pigrìçia@|@laziness@
@pìloa@|@pill@
@pilöta (nm)@|@pilot@
@pìn@|@full (msing), full (mpl), pine@
@pìn de sæximo@|@judicious, wise@
@pìn de sósta@|@conceited@
@pìn marìtimo@|@maritime pine@
@pìnfou@|@fife@
@pìnn-a@|@full (fsing)@
@pìnn-e@|@full (fpl)@
@pìppa@|@pipe (to smoke)@
@Pìppo@|@Philip@
@piroétta@|@pirouette@
@pisciâ@|@to pee@
@piscìnn-a@|@swimming pool@
@pìscio@|@pee@
@piscioelâ (nf)@|@whiff@
@piserîa@|@pizzeria@
@pìssa@|@pizza@
@pistàccio@|@peanut@
@pistòlla@|@pistol@
@pitâ@|@to peck@
@pìtima (nm)@|@greedy man, tightfisted man@
@pitìn@|@bit, little bit@
@pitinìn@|@bit, little bit@
@pitô@|@painter@
@pitorésco@|@picturesque@
@pìtto@|@food@
@pitûa@|@painting, paint@
@piturâ@|@to paint@
@pivélla@|@girl@
@pivéllo@|@boy, young man@
@pivétto@|@young guy@
@pixón (nf)@|@rent@
@Pîza@|@Pisa (Tuscany)@
@pizàggia@|@nap@
@pizagiâ@|@to take a nap@
@pizàn@|@from Pisa (Tuscany)@
@planêta@|@planet@
@planetâio@|@planetary@
@planezâ@|@to plan@
@plurâle@|@plural@
@Plutón@|@Pluto@
@poâ@|@to prune@
@poæ (nm)@|@father@
@poænn-a@|@pruning shears@
@pöca cûa@|@carelessness@
@pöc'asæ@|@a bit@
@pöco@|@few, a bit@
@pöco de bón (nm)@|@good-for-nothing@
@pöco fa@|@recently@
@podrâga@|@gout@
@poéi@|@to can@
@poéi (nm)@|@power@
@poéixo@|@pea@
@poêla@|@frying pan, skillet@
@poelétta@|@bilberry, blueberry@
@poêta@|@poet@
@poetéssa@|@poet (f)@
@poexîa@|@poetry@
@poêza@|@pulley@
@póffo@|@debt@
@Pogiàsca@|@Pogliasca (SP)@
@pogiölo@|@balcony@
@pöi@|@then, later@
@poîa@|@fear, scare, fright@
@poiégno@|@stepfather@
@poìn@|@godfather@
@poiscétto@|@pea@
@poîsci sécchi scciapæ (mpl)@|@split peas@
@poîscio@|@pea@
@poistæ@|@podesta' (medieval magistrate)@
@polàcco@|@Polish@
@polaieu (nm)@|@poultry farmer@
@Polànexi@|@Pollanesi (GE)@
@polàstro@|@chicken@
@polêo@|@pony@
@polî@|@to clean, to polish@
@poligrìnn-a@|@bleach@
@polìn@|@chicken (diminutive)@
@polîo@|@clean@
@poliscîa@|@police@
@polìtica@|@politics@
@polìtichi (mpl)@|@politicians@
@polìtico@|@political, politician@
@polîto (it.)@|@clean@
@polixîa@|@cleaning@
@pòllo@|@chicken@
@polmón@|@lung@
@pölo@|@pole@
@Pològna@|@Poland@
@polverizâ@|@to pulverize@
@pomâ@|@ointment@
@poméllo@|@button@
@pómmo@|@knob@
@pómmo d'Adàmmo@|@Adam's apple (throat)@
@Ponçéivia@|@Polcevera (Genoese river), Polcevera (GE)@
@ponénte@|@West@
@pónn-e@|@to put, to place@
@pónn-e unna domànda@|@to make a question@
@ponpâ@|@to pump@
@ponpê@|@firefighter, fireman@
@ponpélmo@|@grapefruit@
@Ponsàn@|@Ponzano (SP)@
@ponsón@|@awl, punch@
@pónta@|@tip, point, end@
@pontaieu@|@pin@
@pontapê (nm)@|@kick@
@pónte (nm)@|@bridge@
@pónte de bàrche (nm)@|@deck (ship)@
@Pontedêximo@|@Pontedecimo (GE)@
@Pontexéllo (Zêna)@|@Ponticello (square)(GE)@
@pontézzo@|@score@
@pontûa@|@puncture, prick@
@pónze@|@to prick, to puncture@
@ponzigiâ@|@to sting@
@ponzigiâ (nf)@|@bite, sting@
@ponzigiâ (v)@|@to sting, to bite (insect)@
@ponzigión@|@sting@
@popolâ@|@to populate@
@popolaçión@|@population@
@popolâre@|@popular@
@pòpolo@|@people@
@popón@|@kid, child, doll@
@popónn-a@|@doll@
@póppa@|@stern@
@porcàia@|@dirt@
@porcàia de oêge (nf)@|@earwax@
@porçelànn-a@|@porcelain@
@porçión@|@portion@
@pòrco@|@pig@
@pòrco sarvægo@|@wild boar@
@porìn@|@leek, wart@
@pormón@|@lung@
@pornografîa@|@pornography@
@pórpa@|@pulp@
@pórpa da gànba@|@calf@
@porpàsso@|@calf@
@porpétta@|@meatball@
@pórpo@|@octopus@
@porsémmo@|@parsley@
@portâ@|@to bear, to take, to carry@
@pòrta@|@door@
@portâ (nf)@|@reach@
@portâ (nm)@|@gate@
@portâ fortùnn-a@|@to bring good luck@
@portâ inderê@|@to take back@
@portâ rispètto@|@to respect@
@portâ vîa@|@to take away@
@pòrtaciâve (nm)@|@key ring, key chain@
@pòrtaféuggio@|@wallet@
@pòrtagòtti (nm)@|@tray, coaster@
@pòrtamonæe (nm)@|@purse@
@pòrtarioplàn (nm)@|@aircraft carrier@
@pòrtasavón@|@soap dish@
@pòrtavôxe@|@spokesperson@
@portê@|@porter, doorman@
@pòrtego@|@porch, portico, arcade@
@portixeu@|@harbor (diminutive)@
@pòrto@|@harbor, port@
@portoâle@|@dockworker, port worker@
@Pòrtofìn@|@Portofino (GE)@
@Pòrtogàllo@|@Portugal@
@pòrtoghéize@|@Portuguese@
@Portöia@|@Portoria (GE)@
@portoliàn@|@from Portoria (GE)@
@portón@|@gate@
@pòrtopighéuggio@|@shelter, refuge@
@portòu@|@carrier, bearer@
@Pòrtovénere@|@Portovenere (SP)@
@pòrze@|@to hold out, to give, to hand@
@pòrze a màn@|@to hold out@
@pösa@|@pause@
@pösâ@|@to pose, to put down@
@poscìbile@|@possible@
@poscibilitæ@|@possibility@
@posêde@|@to own, to have@
@posescîvo@|@possessive@
@posesô@|@owner@
@posèsso@|@possesion@
@pôso@|@pulse, wrist@
@pöso@|@stale, rancid@
@póssa@|@puddle, pool@
@pósso@|@well (n)@
@pòsta@|@mail, post@
@pòste (fpl)@|@mail, post@
@postìn (nm)@|@postman, mailman@
@postìsso@|@false@
@pòsto@|@place@
@poténsa@|@power@
@potìggio@|@mush@
@pötrón@|@lazy@
@pötrónn-a@|@armchair@
@pòula@|@word@
@poulàssa@|@insult@
@Poulìn@|@Paul@
@Pòulo@|@Paul@
@povertæ@|@poverty@
@pôvie (nfsing)@|@gunpowder@
@poviêa@|@powder magazine@
@pôvìn (nm)@|@gravel@
@pövio@|@poor@
@pövou@|@poor@
@poxiçión@|@position@
@poxitîvo@|@positive@
@Prà@|@Pra (GE)@
@præ@|@priest@
@præ...@|@Mr@
@præve (nm)@|@priest@
@praìn@|@from Pra (GE)@
@prànso@|@lunch, meal@
@pràtica@|@practice@
@praticaménte@|@practically@
@pràtico@|@practical@
@precaoçión@|@caution@
@precêde@|@to precede@
@preçiôzo@|@precious@
@preçipìçio@|@precipice@
@precixón@|@precision@
@precîzo@|@precise@
@precizûa@|@precision@
@precorsô@|@foregoer@
@predî@|@to predict, to foretell@
@predicâ@|@to preach@
@prediçión@|@prediction@
@preferî@|@to prefer@
@preferîo@|@favourite@
@prefìsso@|@prefix@
@prefìzze@|@to establish, to specify@
@pregâ@|@to beg, to pray@
@preghêa@|@pray@
@pregìn (Savona)@|@tap, faucet@
@Preinàodo@|@Perinaldo (IM)@
@préixo (Savona)@|@price@
@préiza@|@dam, dose@
@preliminâre@|@preliminary@
@prelùdio@|@prelude@
@premiâ@|@to award@
@premûa@|@hurry, rush@
@preòcupâse@|@to worry@
@preparâ@|@to prepare@
@preparaçión@|@preparation@
@préscide@|@principal, vice-chancellor, rector@
@prescidénsa@|@presidence@
@prescidénte@|@president@
@prescinsêua@|@curd (Ligurian)@
@presción@|@pressure@
@preservâ@|@to preserve@
@prestâ@|@to lend@
@prestanómme@|@figurehead@
@présto@|@early, fast@
@pretûa@|@court (law)@
@prêuva@|@test, proof@
@prevài@|@to prevail@
@prevédde@|@to foresee@
@prevegnî@|@to prevent@
@prevensión@|@prevention@
@previxón@|@forecast@
@prêxo@|@price@
@prêxo raxonòu@|@reasonable price, reasonable charge, fair price@
@prexón@|@jail@
@prexonê@|@prisoner@
@prezénpio@|@for example@
@prezénsa@|@presence@
@prezentâ@|@to present@
@prezentaçión@|@presentation, introduction@
@prezénte@|@present@
@prezépio@|@crib@
@prezùtto@|@ham@
@prîa@|@stone@
@Prîa Bisciæa@|@Pietrabissara (GE)@
@primavéia@|@spring (season)@
@prìmma@|@before@
@prìmma de tùtto@|@first of all@
@prìmmo@|@first@
@primogénito@|@firstborn, eldest son@
@Principâto de Mónego@|@Principality of Monaco@
@prìnçipe@|@prince@
@prinçipéssa@|@princess@
@prinçipiâ@|@to begin, to start@
@prinçipiànte@|@beginner@
@prinçìpio@|@principle, start, beginning@
@prionâ (nf)@|@blow from a stone, throw of a stone@
@privòu@|@private@
@pró (nm)@|@advantage, benefit@
@prôa@|@bow (nautical)@
@probàbile@|@likely@
@probabilménte@|@probably@
@problêma@|@problem, trouble@
@procêde@|@to proceed@
@procedûa@|@procedure@
@procesción@|@procession@
@proçesción@|@procession@
@procèsso@|@process@
@procuòu@|@attorney, lawyer@
@pròcupaçión@|@worry, concern@
@pròcupâse@|@to worry@
@prodìggio@|@prodigy@
@produçión@|@production@
@prodûe@|@to produce@
@produtô@|@productor@
@prodûto@|@product@
@profesô@|@professor@
@profesoréssa@|@professor (f)@
@profonditæ@|@depth@
@profóndo@|@deep@
@profùmmo@|@parfum@
@progràmma@|@programme@
@progredî@|@to make progress@
@progrèsso@|@progress@
@proibî@|@to forbid, to prohibit@
@proibiçión@|@prohibition@
@proietô@|@projector@
@proìn@|@typhoon@
@prométte@|@to promise@
@promìssa@|@promise@
@promoxón@|@promoción@
@pronómme@|@pronoun@
@pronosticâ@|@to forecast@
@prónto@|@ready@
@propagâ@|@to spread, to propagate@
@propagaçión@|@spread@
@pròpia@|@own (f)@
@propiêtæ@|@property@
@propiêtâio@|@owner@
@pròpio@|@own (m), just@
@propónn-e@|@to propose@
@proporçión@|@proportion@
@propòxito@|@purpose@
@pròscimo@|@next@
@pròspero@|@prosperous@
@proteçión@|@protection@
@protèsta@|@protest@
@protetô@|@protector@
@protêze@|@to protect@
@protezûo@|@protected@
@pròu@|@meadow@
@provâ@|@to test@
@Provénsa@|@Provence@
@provìnsa@|@province@
@provocâ@|@to provoke@
@Prùscia@|@Prussia@
@prûxa@|@flea@
@psicologîa@|@psychology@
@psicòlogo@|@psychologist@
@psicopàtico@|@psychopath, psychopathic@
@pûa@|@dust, powder@
@publicitæ@|@advertisement@
@publiçitæ@|@advertisement@
@pùblico@|@public@
@pùbrico@|@public@
@Pùggia@|@Apulia (Puglia)@
@pugnàtta@|@pan, casserole@
@puniçión@|@punishment@
@pûo@|@pure@
@puréssa@|@purity@
@purgatêuio@|@purgatory@
@purificâ@|@to purify@
@purtròppo@|@unfortunately@
@quàccio@|@ducked@
@quàddro@|@square@
@quadèrno@|@notebook@
@quadrâto@|@square@
@quadriféuggio@|@clover, shamrock@
@quæ@|@which@
@quæ se sæ@|@whichever@
@quæîxima@|@Lent@
@quæxi@|@almost@
@quâgia@|@quail@
@quâgiâ@|@to laze in bed@
@quaîxima@|@Lent@
@qualificâ@|@to qualify, to classify@
@qualitæ@|@quality@
@quànde@|@when@
@quànte@|@how many (f), how many (m), how much, how much (f)@
@quantitæ@|@quantity@
@quànt'o vâ?@|@how much is it worth?, how much does it cost?@
@quànt'o vêgne?@|@how much does it cost?@
@quantomêno@|@at least@
@quarànta@|@fourty@
@quàrche@|@some, any@
@quarchedùn@|@anyone, anybody, somebody, someone@
@quarchedùnn-a@|@anyone (f), anybody (f), somebody (f), someone (f)@
@quarcösa@|@something, anything@
@quarêxima@|@Lent@
@quarsevéuggia@|@any@
@quartê@|@neighborhood, district@
@quàrto@|@fourth, quarter@
@Quàrto (Zena)@|@Quarto dei Mille (GE)@
@quatòrz'ànni@|@fourteen years@
@quatòrze@|@fourteen@
@quatorzén@|@fourteenth@
@quatòrz'ôe@|@fourteen hours@
@quàttro@|@four@
@queitâ@|@to relax@
@quélla@|@that (f)@
@quélla li@|@that over there (f)@
@quélle@|@those (f)@
@quélle li@|@those over there (f)@
@quélli@|@those (m)@
@quélli li@|@those over there (m)@
@quéllo@|@that (m)@
@quéllo che ti veu@|@what you want@
@quéllo li@|@that over there (m)@
@quend'ànche@|@even when, even if@
@Quéssi@|@Quezzi (GE)@
@quésta@|@this (f)@
@quésta chi@|@this one (f)@
@quéste@|@these (f)@
@quéste chi@|@these ones (f)@
@quésti@|@these (m)@
@quésti chi@|@these ones (m)@
@questión@|@matter, question@
@questô@|@police commissioner@
@quésto@|@this (m)@
@quésto chi@|@this one (m)@
@questûa@|@police headquarters@
@quetâ@|@to relax@
@quintèrno@|@notebook@
@quìnto@|@fifth@
@Quìnto (Zêna)@|@Quinto al Mare (GE)@
@quòtâ@|@to quote@
@quöta@|@share, amount, portion, quota@
@quòtaçión@|@quotation@
@rabêlo@|@tramp, crook@
@Racæle@|@Rachel@
@racomandâ@|@to recommend@
@racomandaçión@|@recommendation@
@ràdar@|@radar@
@radìccia@|@chicory, radicchio@
@ràdio@|@radio@
@radrisâ@|@to redirect@
@radunâ@|@to gather@
@ræ (nf)@|@net, Internet@
@ræna@|@frog@
@rænétta@|@tadpole@
@ræo@|@few@
@rætìn (nm)@|@pollack, pollock@
@Rafaêle@|@Raphael@
@ràfega@|@gust@
@rafinâ@|@to refine@
@rafinòu@|@refined@
@rafreidâ@|@to cool@
@rafreidâse@|@to catch a cold@
@rafreidô@|@cold (n)(illness)@
@rafreidòu@|@having a cold@
@ràggia@|@rage, anger@
@ràggio@|@ray@
@râgiâ@|@to bray@
@râgnâ@|@to miaow, to bray@
@ràgno@|@spider@
@râgno@|@bray, braying@
@raieu@|@ravioli@
@ralegrâ@|@to cheer up@
@ramâ d'ægoa (nf)@|@downpour, heavy shower, cloudburst@
@ramadàn@|@mess, hubbub@
@ràmmo@|@copper, branch@
@ramognìn@|@apricot@
@rànçio@|@rancid@
@ranghezâ@|@to limp@
@ràngo (ag.)@|@limp@
@ràngo (nm)@|@range@
@rangógno@|@complaint@
@rangognón@|@whiner@
@rangotàn@|@orangutan@
@rànn-a@|@frog@
@ranpicànte (nm)@|@creeper, climbing plant@
@ràntega@|@+@
@rantegôzo@|@hoarse, husky@
@Rapàllo@|@Rapallo (GE)@
@rapî@|@to kidnap@
@rapiditæ@|@speed@
@ràpido@|@steep@
@rapìnn-a@|@robbery@
@rapòrto@|@relationship@
@ràppa@|@grappa, wrinkle@
@ràppo@|@bunch@
@raprezentâ@|@to represent@
@raraménte@|@seldom, rarely@
@raritæ@|@rarity, rareness@
@rasccêuia@|@shavings@
@rascciâ@|@to scratch, to scrape@
@rascciatûa@|@shavings@
@rasegnaçión@|@resignation@
@rasegnâse@|@to resign oneself@
@raspâ@|@to scrape@
@raspusâ@|@to rob@
@rastelâ@|@to rake@
@rastéllo@|@rake@
@râta@|@instalment, installment@
@rataieu (nm)@|@trap@
@ratelâ@|@to argue@
@ratélla@|@quarrel, argument@
@ràtto@|@mouse, rat@
@ràtto penûgo@|@bat@
@ràtto pernûgo@|@bat@
@râva@|@turnip@
@ravanéllo@|@radish@
@ravanétto@|@radish@
@ravàtto@|@knickknack, knick-knack, piece of junk@
@ravâxo@|@mess@
@ravieu@|@ravioli@
@raxón@|@reason@
@raxonâ@|@to reason, to think carefully@
@raxonaménto@|@reasoning@
@raxonòu@|@reasonable@
@razìsmo@|@racism@
@razìsta@|@racist@
@razô@|@razor, shaver@
@razónze@|@to reach@
@ràzza@|@race@
@rè (nm)@|@king@
@reagî@|@to react@
@reâle@|@real@
@realtæ@|@reality@
@rebàtte@|@to insist@
@rebelâ@|@to drag@
@rebelâse@|@to crawl@
@rebelón@|@ragged@
@rebîgo@|@circumlocution@
@réboe (nfpl)@|@chestnuts (dried peeled boiled)@
@recamâ@|@to embroider@
@recamadô (nm)@|@embroiderer@
@recamadôa (nf)@|@embroiderer@
@recangiâ@|@to return@
@recanìsso@|@liquorice, licorice@
@recànto@|@corner@
@recaregâ@|@to reload@
@reçénte@|@recent@
@reçenteménte@|@recently@
@reçetô@|@recipient, receiver@
@rechelìn@|@from Recco (GE)@
@rechéugge@|@to pick up@
@reciamâ@|@to demand@
@reciàmmo@|@demand@
@recilâ@|@to cheer up@
@reciocâ@|@to resound, to boom, to echo@
@reciòcco@|@roar, racket, echo@
@reçitâ@|@to act (theatre)@
@réçita@|@acting (theatre)@
@reclutâ@|@to recruit@
@recreaçión@|@leisure@
@recugéita@|@compilation, collection@
@reculâ@|@to back up, to move back, to reverse@
@recuveâ@|@to restore@
@recûvio@|@relief@
@rédeno@|@steep, stiff, numb@
@rédito@|@return, yield, income@
@redogiâ@|@to hitch up, to roll up@
@redûe@|@to reduce@
@refâ@|@to redo@
@refiôzo@|@unpleasant, unfriendly@
@reflètte@|@to reflect@
@refórma@|@reform@
@refraçión@|@refraction@
@refreidâ@|@to cool@
@refreidâse@|@to catch a cold@
@refreidô@|@cold (n)(illness)@
@refreidòu@|@having a cold@
@refrescùmme (nm)@|@stink, stink coming from the sea, stink of fish, stink of dirty dishware@
@refuâ@|@to refuse, to reject, to deny, to oppose@
@refuâse@|@to refuse to do@
@refûo@|@rejection, refusal, waste@
@regagîo@|@spry, sprightly, hale@
@regalâ@|@to give as a present@
@regàllo@|@gift, present@
@reganìsso@|@liquorice, licorice@
@regatónn-a@|@fruiterer (f), greengrocer (f)@
@regàtta@|@regatta@
@regìmme (nm)@|@regime@
@regìnn-a@|@queen@
@regîo@|@deceit@
@regîo de paròlle@|@word game@
@región@|@region@
@regionâle@|@regional@
@registrâ@|@to record, to register@
@registraçión@|@registration, recording@
@regìstro@|@register@
@regjâ@|@to turn@
@regnâ@|@to reign, to rule@
@régno@|@kingdom@
@regnòcco@|@hump@
@rêgoa@|@rule@
@rêgola@|@rule@
@regolâre@|@regular@
@regòrdo@|@memory@
@réixe (nf)@|@root@
@réizego@|@risk@
@reizegôzo@|@risky@
@relaçión@|@relationship@
@relatîvo@|@relative@
@relénto (nm)@|@stale smell@
@releuiâ (nm)@|@clockmaker, watchmaker@
@relêuio@|@clock, watch (n)@
@relêuio a péndolo@|@grandfather clock@
@reléuio a sô@|@sundial@
@relêuio da stàcca@|@pocket/fob watch@
@religión@|@religion@
@religiôzo@|@religious@
@relìquia@|@relic@
@remenâ@|@to touch up, to finger@
@remescéllo@|@ball of wool@
@remesciâ@|@to mix, to blend@
@remìssa@|@garage@
@rémmo@|@oar, paddle@
@remorcâ@|@to tug, to tow@
@rén (nm)@|@kidney@
@renàsce@|@to be reborn@
@réncio@|@stiff, rigid@
@rénde@|@to convert, to restore, to give back, to translate@
@rénde felîçe@|@to make (somebody) happy@
@rénde gràçie@|@to thank@
