@English@|@Cheyenne@
@jingling bells: walk with ~@|@áxâxévaohtsé (vai)@
@jittery@|@nonótov- (i)@
@job: apply for a ~@|@hotse'óhétanó (vai)@
@join@|@hó'xêseohtsé'tov (vta), hó'xêseohtsé (vai), hó'xêseotse (vai), ho'xêstan (vti), ho'xêstsehné (vai)@
@join ST/SB@|@hotona'én (vti)@
@join together@|@hóna'on (vti)@
@join: want to ~@|@ho'xêstanó (vai), ho'xêstsêhnétanó (vai)@
@joined@|@hotona'é- (pv)@
@joined: be ~@|@hótona'oo'e (vai)@
@joint(s)@|@hotoná'eoná (mbp)@
@joints: double ~@|@hotona'éonaestôtse (vii)@
@joke@|@ná'so'eémetahe (vai), tátsetanó (vai)@
@joke around@|@totáto'eétahe (vai)@
@jokester@|@háaenóvetane (na)@
@jokesters@|@háenóvetaneo'o (na pl)@
@jolly: person who is ~@|@háxee'êse  (na)@
@journey: he went on a ~@|@évé'otse (vai)@
@joyful@|@hetótae (p), hetótaetanó (vai), vóešetanó (vai)@
@joyful eyes: have ~@|@hetótae'éxané (vai)@
@joyful mood: get into a ~@|@héohnétanó (vai)@
@joyful personality: have a ~@|@hetótanahe (vai)@
@joyful: be ~@|@xo'omóhtahe (vai)@
@joyful: cause SB to be ~@|@hetótaem (vta)@
@joyful: he's ~@|@éhetótaetäno (vai)@
@joyfully@|@hetótae- (pv), vóeše- (i)@
@joyfully regard@|@hetótaetsestá (vti)@
@joyfully: live ~@|@hetótaéstanove (vai)@
@judge@|@ho'emanéhe (na), ho'emanéve'ho'e (na)@
@judge SB@|@oo'hátam (vta)@
@judge SB (variant)@|@ho'emaov (vta)@
@judge: female ~@|@ho'emanéve'ho'á'e (na)@
@judge: juvenile ~@|@ka'êškóneho tséohkêho'emáóvôh@
@judge: woman ~@|@ho'emanéve'ho'á'e (na)@
@jug@|@kâso'eške (na dim), kâso'eške (ni)@
@juggle@|@nonáho'eétahe (vai)@
@jugs@|@kâso'êškeho (na dim pl)@
@juice@|@vé'keemanestôtse (ni nom)@
@juice: apple ~@|@ma'xemenémahpe (ni)@
@juice: grape ~@|@hohpâháa'éhemenémahpe (ni)@
@juice: orange ~@|@heóvema'xemenémahpe (ni)@
@July@|@Sétoveméanéeše'he@
@jump@|@e'a'xe (vai), ka'a'ó (vai)@
@jump (single jump)@|@ka'a'xe (vai)@
@jump across@|@hóxova'xe (vai)@
@jump at SB@|@nóhta'ó'tov (vta)@
@jump at ST@|@nóhta'o'tá (vti)@
@jump off hurriedly@|@hótoma'ó (hotáma'ó?) (vai)@
@jump on after the first pers@|@tóe'e'a'ó (vai)@
@jump on SB@|@táha'xé'tov (vta)@
@jump over@|@nó'êstá'o (vai)@
@jump repeatedly@|@koká'a'xe (vai)@
@jump repeatedly: make SB ~@|@koká'a'ham (vta)@
@jump up@|@ohaéšeotse (vai), ohaeška'a'xe (vai)@
@jump: broad ~@|@aseka'a'xe (vai)@
@jump: make SB ~@|@ka'a'ham (vta)@
@jumped: he ~@|@éka'a'xe (vai)@
@jumping up and down: he's ~@|@ékoká'a'xe (vai)@
@juncture: at this ~@|@tšêše- (pv)@
@June@|@asêtoem (vta), Méanéeše'he@
@June (Fattening Up Moon)@|@É'omeéše'he (pn)@
@June (Planting Moon)@|@Énano'eéše'he (na)@
@juneberries@|@hetanemenôtse (ni pl)@
@juneberry bark tea@|@hetanémenó'êhestóomo'éhohpe@
@juneberry bush@|@hetanémenö'e (ni)@
@juneberry bush area@|@hetanémenó'êšé'e (ni obl)@
@juneberry bushes@|@hetanémenö'êstse (na pl)@
@juneberry leaves tea@|@hetanémenó'evéhpotséhohpe@
@junebug@|@vó'ho'kâsénoma'ne (ni)@
@junebugs@|@vó'ho'kâsé-nomá'ne (ni pl)@
@jury@|@tséhóhtâhnéšese (vai)@
@just@|@otáxa (p), vá'ne- (pv)@
@just (temporal)@|@móne- (pv)@
@just anyplace@|@naesê häma@
@just fine@|@oóxésta (p)@
@just for that@|@ó'- (pv)@
@just in time@|@nónâxeto (p)@
@just kidding!@|@eee (p)@
@just the same@|@hóhoóvaeto (p)@
@just the same (not expected)@|@hoháeto (p)@
@just wants to be served: he ~@|@épopá'etano (vai)@
@just where at?@|@tósa'ê häma (p)@
@Kaw@|@Oo'kóhtâxétane (pn)@
@Kaw Indian@|@Oo'kóhtâxétane (na)@
@Kaw Indians@|@Oo'kóhtâxétaneo'o (na pl)@
@keep (ST) for SB@|@ho'tseov (vta)@
@keep directly on@|@tó'menêše- (pv)@
@keep his (inan things)@|@ho'tomóv (vta)@
@keep in mind (lit hold on in mind)@|@toetanó (vai)@
@keep in mind SB@|@toetanó'tov (vta)@
@keep in mind ST (lit hold on to ST in mind)@|@toetanó'tá (vti)@
@keep on@|@nêše- (pv), nêševetanó (vai)@
@keep on going@|@nêšenóohe (vai)@
@keep someone@|@ho'h (vta)@
@keep ST for SB@|@ho'tomev (vta ben)@
@keep ST from SB@|@étsêstomev (vta), hóestóv (vta)@
@keep ST in reserve@|@taose (vti ai+o)@
@keep ST well@|@pêhévo'tsé (vti)@
@keep up ST@|@he'amoéstsé (vti)@
@Kentucky twist (chewing tobacco)@|@hesto'toe'óono (na)@
@kerosene lamp@|@amêškévo'ho'kâsénâhnestôtse@
@kettle@|@kâso'ee'e (na)@
@kettle: curved spout tea ~@|@ka'a'évetohko (ni)@
@kettle: tea ~@|@éškôsetoo'o (ni)@
@key (lit opener)@|@ta'ta'ôheo'o (ni)@
@key: car ~@|@amâho'héta'ta'ôheo'o (ni)@
@keys@|@ta'ta'ôheonôtse (ni pl)@
@kick@|@o'hohtánová (vai)@
@kick legs@|@tšêhešé'hahta'xe (vai)@
@kick loose SB@|@po'e'ov (vta)@
@kick out SB@|@hóesto'evo'e'ov (vta)@
@kick over ST by foot@|@hotáavo'e'á (hotáov?) (vti)@
@kick SB@|@o'hohtá'ov (vta), o'hohtán (vta), oo'hohta'ov (vta)@
@kick SB in the crotch@|@tôhovóoná'ov (vta)@
@kick SB in the shin(s)@|@kóea'oná'ov (vta)@
@kick ST@|@o'hohtá'á (vti)@
@kicked him: he ~@|@éo'hohtá'ovóho (vta)@
@kidney@|@hestsetâtse (na), htsêstsetâtse (na poss)@
@kidney fat@|@hestsétâxáveta (ni), vôhtato (na)@
@kidney fat (variant)@|@hestsétâxévetšêške (ni)@
@kidneys@|@hestsétato (na pl)@
@kill@|@na'hané (vta), nohtsé (fti), not (fta)@
@kill (people)@|@na'sené (vai)@
@kill all@|@mâhenot (vta)@
@kill all of SB@|@má'senot (vta), mâhešem (vta)@
@kill all of SB: thus quickly ~@|@nêhestôhénôxévaen (vta)@
@kill game@|@na'tóné (vai)@
@Kill him!@|@na'xeha (vta impv)@
@kill quickly@|@na'hanéoohe (vai)@
@kill SB@|@na'h (vta)@
@kill SB by tool@|@ováhanoh(n) (vta)@
@kill SB on spot@|@tó'omeoesemas (vta)@
@kill ST@|@na'tsé (vti)@
@kill ST with finality@|@tó'ovenohtsé (vti)@
@killdeer@|@táhtaenotováhe (na), tóhtaenotováhe (na)@
@killdeer(s)@|@táhtaenotováheo'o (na pl)@
@killed him by stepping on him: he ~@|@éáhaneoha'ovóho (vta)@
@killed in a collision (ex car wreck): he was ~@|@éáhaneoešeše (vai)@
@killl SB@|@na'xévaen (vta)@
@Kills Back Woman@|@Évana'hané'e (pn)@
@Kills in the Morning Woman@|@Méona'hané'e (pn)@
@Kills Last@|@Hestóxena'häne (pn)@
@Kills Last Woman@|@Hestóxena'hané'e (pn)@
@Kills Twice Woman@|@Nexa Na'hané'e (pn)@
@Killsnight Woman@|@Taa'évena'hané'e (pn)@
@Killsontop@|@Táxena'häne (pn)@
@kind@|@hoto' (p)@
@kind to SB: be ~@|@vovéahetsêstov (vta)@
@kind: be ~@|@tâhpe'êstáhá (vai)@
@kind: be of that ~@|@nêhestâhevónó'é (vii)@
@kind: he's ~@|@éhoto'ahe (vai)@
@kind: that ~@|@nêhestâhévónó'êse (p)@
@kind: what ~@|@tónêstâhevónó'é (vii)@
@kindling@|@kâhamaxêstse (ni pl)@
@king (of cards)@|@heóvevé'ho'e (na)@
@king: be ~ (chief work)@|@véhonotse'ohe (vai)@
@kingdom@|@véhono'emanestôtse (ni nom)@
@kingdom of God@|@ma'heónêhéstánóva (obl)@
@kingfisher@|@matsenêstse (na)@
@Kingfisher (OK)@|@Nomá'heo'hé'e (loc)@
@kinky hair: have ~@|@mamaestséá'e (vai)@
@kinnikinnic@|@ma'kóomeehëso (na)@
@kinnikinnic mixtures for smoking@|@no'aneonôtse (ni pl)@
@Kiowa (tribe/nation)@|@Vétapâhaetó'e (na)@
@Kiowas (lit greasy wood ones?)@|@Vétapâhaetó'eo'o (na pl)@
@kiss SB@|@môsém (vta), vôsém (vta)@
@kiss ST@|@vôsémohtá (vti)@
@kit fox@|@vóhkéso (na)@
@kit fox (variant)@|@vóhkése (na)@
@Kit Fox Men (society)@|@Vóhkêséhetaneo'o (na pl)@
@Kit Fox Walking@|@Vóhkésôhtameÿhtsêstse (pn)@
@kit foxes@|@vóhkêseho (na pl)@
@kitchen@|@homôsémâhéó'o (ni), tsé'ôhkêhomôséstove (ni), tsé'ôhkêhomôséstove (vii cj)@
@kitchen (lit where there is cooking)@|@tsé'ôhkêhomôsénove (vii cj)@
@kite@|@amo'a'hasenestôtse (ni)@
@Kitfox society@|@Hémo'eoxeso (na pl)@
@Kitfox Society@|@Monêsóonetaneo'o (na pl)@
@Kitfox society person@|@mónêsóonetane (na)@
@Kitfox society sister@|@mónêsóonetané'e (na), mónêsóonetaneo'o (na pl)@
@kitten@|@ka'eeséhotamëso (na dim), ka'eeséhotamëso (na), póhkéso (na dim)@
@kittens@|@póhkêsono (na pl)@
@knee@|@manêstäne (mbp), nêstané (mbp), nêstané (na poss)@
@knee bone meat@|@henêstäne (ni)@
@kneel@|@nêstanévaenánee'e (?) (vai)@
@knife@|@mota (ni), mótâhkame (ni poss), motšêške (ni)@
@knife (archaic)@|@motâhke (ni)@
@knife (poss.)@|@mótšêškame (ni poss)@
@knife: have a ~@|@he-mótâhkame (vai), he-mótseške (vai)@
@knob@|@pa'- (i), pa'(k)- (i), popá'ke- (pv)@
@Knob Pipe@|@Pa'e'ohko  (pn)@
@Knobbed Foot@|@Pa'kêhahtáhe (pn)@
@Knobbed Neck@|@Pa'êháne'e (pn)@
@knobbed nose: have a ~@|@a'keesé  (vai)@
@knobby: be ~@|@popé'ó (vii)@
@knock@|@kó'konôhené (vai)@
@knock (repeated action)@|@kó'kon-(i)@
@knock away SB by tool@|@asevo'oh(n) (vta)@
@knock dead@|@áhaneoestôhëne (vai)@
@knock down@|@ávevo'oh(n) (vta)@
@knock down SB (by tool)@|@anevo'koh(n) (vta), anoh(n) (vta)@
@knock down SB by speaking@|@anevo'om (vta)@
@knock down SB by tool@|@anovo'oh(n) (vta)@
@knock on SB with a tool@|@kó'konohn (vta)@
@knock out SB@|@naoestoh(n) (vta)@
@knock out SB by tool@|@onóh(n) (vta)@
@knock over@|@ávevo'oh(n) (vta)@
@knock over SB@|@áva'ham (vta)@
@knock over ST@|@áva'hahtsé (vti), ávevo'en (vti)@
@knock SB out@|@hóesto'ovo'oh(n) (vta)@
@knock ST down (by tool)@|@anevo'kohá (vti)@
@knocked down by wind: be ~@|@ano'eoesta'há (vii)@
@knocked down by wind: be ~ (variant)@|@ano'eoesta'xe (vai)@
@knot ST@|@pa'kêsééstse (vti)@
@know how@|@nôhtóv- (i), nohtóv (vai)@
@know how to@|@nôhtóve- (pv)@
@know how to cook@|@nôhtóvâhá'ené (vai), nôhtóvâhé'ené (vai)@
@know how to dance@|@nôhtóvôhomo'he (vai)@
@know how to do beadwork@|@nôhtóvôhtâhéné (vai)@
@know how to do ST@|@nôhtóva'o'tsé (?) (vti), nôhtóvan (vti)@
@know how to do things@|@nôhtóvahe (vai)@
@know how to drive@|@nôhtóva'éno'hamé (vai)@
@know how to drive ST@|@nôhtóva'ená (vta)@
@know how to eat@|@nôhtóve'haná (vai)@
@know how to plow@|@nôhtóvoma'ôxová (vai)@
@know how to read@|@nôhtóvoéstóné (vai)@
@know how to ride a bicycle@|@nôhtóvo'a'óvá (vai)@
@know how to sign@|@nôhtóvôhóne (vai)@
@know how to sing@|@nôhtóvenoné (vai), nôhtóvenonéoohe (vai)@
@know how to talk@|@nôhtóvenestse (vai)@
@know how to think of SB@|@nôhtóvátam (vta)@
@know how to use ST@|@nôhtóvotse'óhtá (vti)@
@know how to work@|@nôhtóvotse'ohe (vai)@
@know it quickly@|@héne'enáotsé'tá (vti)@
@know it: he ~s@|@éhéne'enovâhé'ta (vti)@
@know people@|@héne'enósané (vai)@
@know ST@|@héne'ëna (vti)@
@know: want to ~@|@he'anátanó (vai)@
@knowledgeable: be ~@|@nôhtóva'ov (vta)@
@knowledgeable: he's ~@|@éhéne'enovahe (vai)@
@known: he is well ~@|@éhéne'enóseoneve (vai@
@knows him: he ~@|@éhéne'enovóho (vta)@
@knows how to do things: he ~@|@énôhtóvahe (vai)@
@knows it: he ~@|@éhéne'ëna (vti)@
@Kool Aid@|@vé'keemanestôtse (ni nom)@
@labor: she is in ~@|@éanétanó (vai)@
@lack@|@o'hémahe (vai)@
@lack hair@|@o'hémêstséá'e (vai)@
@lack sleep@|@áno'xe (fai)@
@lack ST@|@o'hémeotse (vii)@
@lacks (ST): he ~@|@éo'hémeotse (vai)@
@ladder@|@é'evonôhó'o (ni)@
@ladder: step ~@|@anôhevôho'one (ni), anovôho'one (ni)@
@ladle out a drink for SB@|@nóohomev (vti)@
@ladle ST@|@nóohá (vti)@
@ladle ST in@|@énohá (vti)@
@lady: old ~@|@mâhtámâhaahe (voc), mâhtamâháahéh (na)@
@ladybug@|@môhenêšemo (na)@
@ladybugs@|@môhenêšemono (na pl)@
@lake@|@né'háne@
@Lake De Smet@|@ma'xene'hanééva (obl)@
@lamb@|@kôsáéso (na dim)@
@lambs@|@kôsáesono (na dim pl)@
@lambs quarters@|@ho'enóse (na pl)@
@Lame Bear@|@Náhkôhenóhnéhe (pn)@
@Lame Deer (lit black lodge place)@|@Mo'ôhtávôheomeneno (pn)@
@Lame Deer Agency@|@méave'ho'éno (ni loc)@
@Lame Deer Creek@|@Vó'aehéo'hé'e (pn loc)@
@Lame Deer district (Black Lodge place)@|@Mo'ôhtávôheomenéno (pn-loc)@
@Lame Deer Forks@|@Tséhnésovaotse (pnloc)@
@Lame Deer IGA store (big store)@|@ma'xêhohtóvamâheo'o (loc)@
@Lame Deer pers@|@Mo'ôhtávôheomenétane (na)@
@Lame Deer person@|@Mo'ôhtávôheomëne me (na)@
@Lame Whiteman@|@Vé'ho'énôhnéhe (pn)@
@lamp@|@nanévêsévo'ho'kâsénâhnestôtse@
@lamp: kerosene ~@|@amêškévo'ho'kâsénâhnestôtse@
@lance@|@hásohko (ni dim), xomoo'e (ni)@
@lanced open@|@ó'ôsé'o'he (vai)@
@land@|@ho'e (ni), hto'e (ni poss), óehá (vii), óeše (vai), óma' (m), óma'o'e (fii)@
@land book (lit land paper)@|@ho'évôxe'êstoo'o (ni)@
@land monster (similar to rhinoceros)@|@axe (na)@
@land on SB@|@óešé'tov (fta), táxeóešé'tov (vta)@
@land turtle (prairie turtle)@|@tóhtoo'éma'âno (na)@
@land: have ~@|@hesto'e (vai)@
@land: own ~@|@hesto'e (vai)@
@landmark@|@ne'evátsêsaného'e@
@language that way: speak ~@|@nêhe'enestse (vai)@
@language: pronounce the old ~@|@nésta'oméévó'ané (?) (vai)@
@language: sign ~@|@évôhónestôtse (ni nom)@
@language: speak a foreign (non Indian)@|@nétâhévevé'ho'énestse (vai)@
@language: speak the old ~@|@nésta'omeénestse (vai), nésta'omeévenestse (vai)@
@languages: speak many ~@|@háestôhnóvavenestse (vai)@
@lantern@|@hoóneanatóevó'ho'kâsénâhnestô@
@laptop computer (ni) (neologism)@|@toetanohtôtsetsé'ôhkenoóestove@
@lard@|@amêške (ni), vó'komeamêške (ni)@
@lard pail@|@amêškévetoo'o (ni)@
@large@|@háahp (p), ma'haa'eotse (vii)@
@large (berry shaped): be ~@|@háahpe'emenoo'é (vii)@
@large number of@|@vonêstoha (p)@
@large number of: be a very ~@|@vonêstoxe (vai)@
@large: be ~@|@ma'haö'o (vii)@
@larger: be ~@|@hehpao'ó (vii), ma'hao'ó (vii)@
@lariat@|@heévaho (na pl)@
@laryngitis: have ~@|@hoxe'hahe (vai)@
@last@|@hestóx- (i), hestóxe (pv), ho'óx- (i), ho'óxe- (pv), hó'óxe (p)@
@Last Bear@|@Hestóxenáhkohe (pn)@
@Last Bull@|@Hestóxêhotóá'e (pn)@
@last in mind@|@hestóxévétanó (vai)@
@last one: be the ~@|@ho'óxeve (vai)@
@Last Pipe Woman@|@Hestóxe'óoná'e (pn)@
@last: be ~@|@hestóxehe (vai), hestóxévétó (vii)@
@last: eat ~@|@hestóxe'haná (vai)@
@last: put SB ~@|@hestóxan (vta)@
@last: walk ~@|@ho'óxehné (vai)@
@last: written ~@|@hestóxôxe'ohe (vii)@
@late@|@háa'éše-  (pv), nóv- (i)@
@late in the night@|@tóne'honôhtáa'e (p)@
@late: arrive ~@|@nóveohe (vai)@
@late: come ~@|@nóveohtsé (vai)@
@late: he is ~@|@éhehpeotse (vai)@
@late: too ~@|@nótse- (pv)@
@late: very ~@|@hoháa'eše (p)@
@later@|@hehpe'xóvéva (p), hehpeto (p), novêse- (pv), novôse- (pv)@
@later on@|@hó'hóma (p)@
@later: a little while ~@|@nenóve'xóvéva (obl)@
@later: awhile ~ (variant)@|@nonóve'xóvéva (p)@
@laugh@|@átamao'ó (fai)@
@laugh at SB@|@hohátse'tov (vta)@
@laugh sarcastically@|@hohátše'šee'e (vai)@
@laugh so hard there is crying@|@omómatamao'ó (vai)@
@laugh: all ~@|@mâhátamao'ó (vai)@
@laugh: come to ~@|@hohátseotse (vai)@
@laugh: make SB ~@|@he'konemaneh (vta), hohátsem (vta)@
@laughed: he ~@|@éhohatse (vai)@
@laughed: they ~@|@éhohátseo'o (vai)@
@laughing quietly: he is ~@|@éémoohtátamaö'o (vai)@
@laughing: he is ~@|@éhohatse (vai)@
@laughing: he stopped ~@|@éénatamaö'o (vai)@
@laughing: stop ~@|@énatamao'ó (vai)@
@laughingstock@|@ná'so'eéseo'o (na)@
@laughingstocks@|@ná'so'eéseono (na pl)@
@laughter: be full of ~@|@hohátse'šeehe (vai)@
@laundress@|@nêše'hanené-ve'ho'á'e (na), nêše'hanenéve'ho'á'e (na)@
@laundromat@|@nêše'hanené-mâhéó'o (ni), nêše'hanenémâhéó'o (ni)@
@laundry@|@nêše'hanené-mâhéó'o (ni), nêše'hanenémâhéó'o (ni)@
@law@|@ho'emanestôtse (ni nom), hto'emanestôtse (ni nom poss)@
@law book@|@ho'emanévôxe'êstoo'o (ni)@
@law: make ~@|@heto'emané (vai rr)@
@law: old ~@|@noónêho'emanestôtse (ni)@
@lawn mower@|@oo'kó'êxovahtôtse (ni)@
@lawnmower@|@oo'kó'ôheo'o (ni)@
@laws@|@ho'emanéstotôtse (ni pl)@
@laws: make ~@|@ho'emané (vai)@
@lawyer@|@ho'emanéhe (na), ho'emanéve'ho'e (na)@
@lawyer: woman ~@|@ho'emanéve'ho'á'e (na)@
@lay down SB@|@évêšem (vta)@
@lay eggs@|@nôho'honá (vai)@
@lay head of SB towards@|@tsêheta'éšem (vta)@
@lay him on his stomach: he ~@|@éamóešem (vta)@
@lay out@|@évêšem (vta)@
@lay SB straight@|@xanovêšem (vta)@
@lay ST across@|@hóxovêhahtsé (vti)@
@layer@|@totóov- (i)@
@laying eggs: sit ~@|@nôho'honaa'e (vai)@
@laziness@|@nóavootsestôtse (ni nom)@
@lazy because of the heat: he's ~@|@éhónetsêstâho'he (vai)@
@lazy people@|@nóavooto (na pl)@
@lazy person@|@nóavoo'ôtse (na), nóvavoo'ôtse (na)@
@lazy to cook: he's too ~@|@éhónetsêstâhomöse (vai)@
@lazy women@|@ma'êhoohevá'eo'o (na pl)@
@lazy: be ~@|@hóvanahe (vai)@
@lazy: be very ~@|@háónétsestá (vai)@
@lazy: feel ~@|@kâhanévomóhtahe (vai)@
@lazy: he's ~@|@éhónétsésta (vai)@
@lead@|@hahpe (pv), véhon- (i)@
@lead (metal)@|@pâhoehó'hovama'kaeta (ni)@
@lead astray SB@|@no'hé'ov (vta)@
@lead away SB@|@asêtóoneeváen (vta)@
@lead in SB@|@éstoonean (vta)@
@lead SB along@|@ameotseh (vta)@
@lead SB along as by a rope@|@amóonean (vta)@
@lead SB along by rope@|@amónean (vta)@
@lead SB off track@|@vóhkoonean (vta)@
@lead ST/SB as with a rope@|@hoónean (vta)@
@lead to@|@tsêhe'otse (vii)@
@lead up@|@e'ehá (vii)@
@lead: take the ~@|@vovóeohtsé (vai)@
@leader: be a ~@|@vóeóó'e (vai)@
@leading him in: he is ~@|@ééstooneanóho (vta)@
@leaf@|@véhpôtse (ni)@
@leaf shape: be a ~@|@tsé-véhpotsévevetovátó (vii)@
@leaf: be in ~@|@véhpotseve (vai)@
@leak@|@ése'eé'e (vii)@
@leak all over@|@mâhe'eé'e (vii)@
@leaking: it's ~@|@éése'eé'e (vii)@
@lean against (over)@|@no'êstâseše(ná) (vai)@
@lean against (ST) while standing@|@hó'ôseóó'e (vai)@
@lean against SB@|@hó'kôhtóé'tov (vta), hó'ôseóé'tov (vta)@
@lean against SB (lit leansitagainst)@|@hó'ôhtoé'tov (vta)@
@lean against while lying down (lit against lie)@|@hó'ôseše(ná) (vai)@
@lean backwards laughing very hard@|@hánôhtátamaö'o (vai)@
@lean ST against@|@hó'ôseóéstsé (vti)@
@lean to@|@totâháéško (ni)@
@lean to the side@|@némoo'e (vai)@
@leaning against@|@ho'öse (p)@
@leaning against: sit ~@|@hó'ôhtoo'e (vai)@
@leap@|@asêta'ó (vai)@
@lease money@|@néeto'haméma'kaeta (ni)@
@lease money (ni pl)@|@néeto'haméma'kaetánêstse@
@leather@|@vé'ho'évôhtá'hohkôhtse (ni), vôhtá'hoo'ôtse (ni)@
@leather (lit whiteman tanned hide)@|@vé'ho'évôhtá'hoo'ôtse (ni)@
@leather (variant)@|@vé'ho'évôhtá'hohkôtse (ni)@
@leather arm bands (ni pl)@|@vé'ho'évôhtá'hohkotsévôhonôtse@
@leather in color: be old ~ (buckskin)@|@môséanó (vii)@
@leather: hand-tanned ~@|@xamaemé'šéško (ni)@
@leave@|@aseohe (vai), éneváen (vti), hóman (vti), noose- (pv)@
@leave (variant)@|@aseöhtse (vai)@
@leave angry@|@asêta'oveohe (vai)@
@leave behind SB@|@noo'hová'tov (vta)@
@Leave Everything Woman@|@Énóóhtsé'e (pn)@
@leave from@|@noo'ohtsé (vti)@
@leave livestock@|@éna'ovo'hamé (vai)@
@leave on horse@|@asêta'haso'he (vai)@
@leave out@|@noohto'eétahe (vai), noose- (pv)@
@leave out SB in speaking@|@noosem (vai)@
@leave out SB: want to ~@|@noosetanó'tôsané (vai)@
@leave out ST@|@noohtan (vti), noosestá (vti)@
@leave room for ST@|@po'anomóhtá (vti)@
@leave SB@|@noo'o'tsé'tov (vta), noo'ôhtséh (vta), noosané (vai), noot (vta)@
@leave scattered tracks@|@pe'pe'êhohtsé (vai)@
@leave ST@|@noo'êhé'tá (vti), noo'ôhtsé'tá (vti), noohtá (vti)@
@leave ST as leftover food@|@he'óhtá (vti)@
@leave ST behind@|@noo'ehe (vti ai+o)@
@leave ST in a hurry@|@noo'o'tsé (vti)@
@leave with@|@aseohé'tov (vta)@
@leave with a man@|@ano'oohe (vai)@
@leave with pack@|@aseto'xe (vai)@
@leave!@|@taanáasêstse! (voc), taasêstse! (voc)@
@leave! (pl addressee)@|@taanáase (voc)@
@leave: motion SB to ~@|@asetôhóov (vta)@
@leave: want to ~@|@aseohtsétanó (vai), noosetanó'tov (vai)@
@leaves@|@véhpotôtse (ni pl)@
@leech@|@héško'e (na)@
@leeches@|@heškö'e (na pl)@
@leery of him!: be ~@|@nâhahétsêstoveha! (voc)@
@leery: be ~@|@nâhahétáno (vai)@
@leery: he feels ~@|@éé'e'etanó (vai)@
@Left Handed Woman@|@Námôsé'héhe (pn)@
@left him: he ~@|@énootóho (vta)@
@left of SB: to the ~@|@htsenamósésto (p poss)@
@left out@|@étseotse (vii), nétôheotse (vii), nétseotse (vai), no'héotse (vii)@
@left out: be ~@|@kánomeotse (vai)@
@left over: be ~@|@kánomeotse (vai), momotoeotse (vii)@
@left side: on the ~@|@henamósésto (p)@
@left with nothing: be ~@|@pónomeše(ná) (vai)@
@left-handed@|@namósé (vai)@
@left-handed (variant)@|@henamósé (vai)@
@left-handed person@|@námosêstse (na)@
@left-handed: he is ~@|@éhenamöse (vai)@
@leftover@|@évaneo'o (p), he'eotse (vai), he'ósanestôtse (ni), kánoma'e (vii)@
@leftover food: leave ST as ~@|@he'óhtá (vti)@
@leftover piece@|@évâxeo'o (ni)@
@Lefty@|@námosêstse (pn)@
@leg@|@hahtahtôtse (na), he'ko (ni), htse'ko (ni poss), mâhtse'ko (ni), óhtá (mbp)@
@leg aches: have ~@|@hó'ho'enáohtsé (vai)@
@leg(s): have nice ~@|@pêhéveóhtá (vai)@
@leg: have a broken ~@|@é'êškóhtá (vai)@
@leg: have a stubby ~@|@tameóhtá (vai)@
@leg: my ~@|@nâhtse'ko (ni poss)@
@legging@|@vohtó (ni poss)@
@legging (single leg)@|@höhto (ni)@
@legging w/ flat flap along outside edge (variant)@|@kokóhkono'xähto (ni)@
@legging: buckskin ~@|@vó'aehno'xähto (ni pl)@
@legging: fringy ~@|@vó'êševo'xýhto (šé?) (ni)@
@leggings@|@hohtóhonôtse (ni pl)@
@Leggings@|@Otsévóhto (pn)@
@leggings: female ~@|@hohtoho (na), hohtóhono (na pl)@
@leggings: fringy ~@|@vó'êševo'xâhtóhonôtse (ni pl)@
@Legislature: MT State ~@|@Ho'honáéšé'etséhestoo'emanese@
@legs@|@he'konôtse (ni pl)@
@legs become numb@|@nonaeškóhtáohtse (vai)@
@legs red from cold@|@ma'eóhtavose (vai)@
@legs: have big ~@|@tótâhpe'eóhtá (vai)@
@legs: have many ~@|@háestôheóhtá (vai)@
@legs: my ~@|@nâhtse'konôtse (ni poss)@
@lemon@|@heóvemá'xeme tséhá'haaéneests, vé'ôhkêheóvemá'xeme (na)@
@lemon (variant)@|@heóvemá'xeme (na)@
@lemons@|@heóvema'xemeno (na pl), vé'ôhkêheóvema'xemeno (na pl)@
@lesbian@|@hetanémáné'e (na)@
@less@|@novôse (p)@
@let (hortative)@|@ta- (pv)@
@let go@|@éénanené (vai), nétse'omev (vta)@
@let go of SB@|@nétse'ov (vta)@
@let go of ST@|@nétse'á (vti)@
