@English@|@Laotian@
@medicinal plant used to facilities expulsion of the afterbirth@|@ດີປີ@
@medicinal plants@|@ຊາຍສະເດັນ@
@medicinal plaster@|@ຢາຂົມ@
@medicinal quinine vine@|@ເຂົາຮໍ@
@medicinal rhizome or tea@|@ຢາເລືອດ@
@medicinal root@|@ກາວທຽນ, ຊັກຟ້າ, ຕີນຕັ່ງໂຄກ, ຢາຮາກໄມ້@
@Medicinal root@|@ປີຕອງ@
@medicinal shrub@|@ຂີ້ແຮດດ່ອນ, ສັກນ້ອຍ, ຜີເສື້ອນ້ອຍ, ຝາງແດງ, ພວງພີ່ຂາວ, ແມດທຽນ@
@medicinal tree@|@ສັ້ງ, ຕັບເຕົ່າໃຫຍ່, ເບັນມອນ@
@medicinal tree whose bark is used for an affiction of the mouth called@|@ສັງຄຳ@
@medicinal tree with spiny fruit@|@ໂຄກກະສຸນ@
@medicinal vine@|@ໄກສອນກ້ວຍ, ກຳພີ້, ຂາມເຄືອ, ເຂືອງລາຍ, ເຂົາແກບ, ເຂົາປອກ, ເຂົາຫນັງ, ແສນພັນ, ໄສ້ຕັນ, ໄສ້ມັ່ງ, ລີ້ນແຮດ, ແຮນ@
@medicinally plant@|@ຂີ້ໄຟນົກຂຸ້ມ@
@medicinally shrub@|@ຂີ້ມົດ@
@medicine@|@ແພດສາດ, ແພດທະຍາສາດ, ຢາ, ຢາຮັກສາໂຣກ, ຢຸກຢາ, ຢຸກຢາ@
@medicine bag@|@ຖົງຢາ@
@medicine for regular menstruation@|@ຢາເລືອດ@
@medicine mixed in alcohol@|@ຢາບອງເຫລົ້າ@
@medicine to hold in rice pot@|@ຢາອົມ@
@mediey@|@ໜິ້ວ@
@meditate@|@ເຂົ້າສະມາທິ, ຕັ້ງສະມາທິ, ໄຕ່ຕອງ, ພາວະນາ, ຮ່ຳເພິງ@
@meditate vengeance@|@ຈອງເວນຈອງກັມ, ຈອງເວນຈອງກຳ@
@meditation@|@ການເຂົ້າສະມາທິ, ກຳມະຖານ, ຈິນຕະນາ, ສະມາທິ, ທັມມາພິສະໄມ, ວິປັດກັມມັດຖານ@
@meditation in the wrong way@|@ມິດສາສັງກັບປະ@
@meditation on the good deeds performed by the priestnood@|@ສັງຄານຸດສະຕິ@
@medium@|@ຮາມ@
@medium machine gun@|@ກົນກາງ, ປືນກົນກາງ@
@medium size@|@ກະມັນ, ຂະຫນາດກາງ, ນົກໄສ່@
@medium-sized gray forest turtle@|@ເຕົ່າສາມສັນ@
@mediumsized person@|@ມັດສີມະບູຣຸດ@
@medocinal bush@|@ກຳລັງເສືອໂຄ່ງ@
@meek@|@ຈຽມໃຈ, ຈຽມຕົວ@
@meet@|@ເຈິ, ເຈີ, ສົມ, ສົມທົບກັນ, ຊຸມນຸມ, ປະຈົນ, ປະຈົບ, ປະຈວບ, ປະສົບ, ປະຊຸມ, ປະຊວມ, ຜະຈົນ, ຜະຊຸມ, ພະພານ, ພົບ, ພົບປະ, ພົບພານ, ພໍ້, ມາພໍ໊@
@meet an obstacle@|@ຕິດຂັດ@
@meet and speak with or to@|@ພົບປະ@
@meet each other@|@ພົບກັນ@
@meet face to face@|@ປະທະກັນຫນ້າຕໍ່ຫນ້າ, ຜະເຊີນຫນ້າ@
@meet on route@|@ພົບກາງທາງ@
@meet secretly as a group@|@ສ້ອງສຸມ@
@meet the demand@|@ພໍກັບຄວາມຕ້ອງການ@
@meet the eyes of another@|@ປະສົບຕາກັນ@
@meet to celebrate@|@ຊຸມແຊວ@
@meet together@|@ສະໂມສອນ, ສົມທົບກັນ, ຊຸມກັນ@
@meet with@|@ສົມທົບ, ພົບກັບ@
@meet with approval@|@ໄດ້ຮັບຄວາມຊອບ, ໄດ້ຮັບຄວາມເຫັນຊອບ, ໄດ້ຮັບຄວາມເຫັນດີ@
@meet with misfortune@|@ສະເວີຍເຄາະ@
@meet with suffering@|@ສະເວີຍທຸກ@
@meeting@|@ການຊຸມນຸມ, ການປະຊຸມ, ກອງປະຊມ, ສະມາຄົມ, ສະມິຕິ, ສະໂມທານ, ສະມັດຊາ, ຊຸມນຸມຊົນ, ມິດຕິ໋ງ, ເວລາປະຊຸມ@
@meeting of more than four bonzes around the meal table@|@ຄະນະໂພດ@
@meeting place@|@ບ່ອນປະຊຸມ@
@meetm meet face to face@|@ພ້ອງພານ@
@megacity@|@ມະຫານະຄອນ, ມະຫານະຄອນ@
@megalomania@|@ບ້າຍົດ, ບ້າອຳນາດ@
@megalomaniac@|@ບ້າອຳນາດ@
@megaphone@|@ກະບອກສຽງ@
@meiancholy@|@ສະຫລົດ, ສະຫຼົດ@
@Mekong River@|@ນ້ຳຂອງ, ແມ່ຂອງ, ແມ່ນ້ຳຂອງ@
@Mekong River bank@|@ແຄມຂອງ@
@Mekong River town of southern Laos@|@ປາກເຊ, ປາກເຊ@
@melancholy@|@ໂສກເສົ້າ, ມົວຫນອງຫມົ້ນ@
@melia indica@|@ກະເດົາ@
@melodious@|@ນິ້ມນວນ, ໄພເຣາະ, ມາທຸຣະ@
@melodious sound@|@ສຽງເພາະ@
@melodious speech@|@ສະວະນີ@
@melodious voice@|@ສຽງມ່ວນ@
@melon@|@ແຕງ, ແຕງຫອມ, ແຕງລາຍ, ໝາກແຕງສຸກ, ໝາກແຕງລາຍ@
@melon cucumber@|@ໝາກແຕງ@
@melt@|@ເຊື່ອມ, ເປື່ອຍ, ລະລາຍ@
@melting pot for metals@|@ເບົ້າ@
@member@|@ສະມາຊິກ, ເທສະມົນຕີ, ພາຄີ@
@member of a group ‘great lovers’@|@ຂາເຈົ້າຊູ້@
@member of a high council of bonzes@|@ສັງຄະມົນຕີ@
@member of a hooligan group@|@ຂານັກເລັງ@
@member of a municipal council@|@ເທດສະນາມົນຕີ@
@member of a pair (the same)@|@ຄູ່ກັນ@
@member of a political party@|@ສະມາຊິກພັກການເມືອງ, ຜູ້ຜະຈົນ@
@member of or participant in a group or committee@|@ຂາປະຊຸມ@
@member of parliament@|@ສະມາຊິກສະພາ, ຜູ້ແທນລາດສະດອນ@
@member of the lower house@|@ສະມາຊິກສະພາຕ່ຳ@
@member of the signal Corps@|@ທະຫານສື່ສານ@
@members of the cat family@|@ເສືອສາງ@
@membrane surrounding young buds of sugarcane@|@ກາບອ້ອຍ@
@memorandum@|@ປະມວນເຣຶອງ@
@memorandum book@|@ສະມຸດບັນທຶກ, ສະມຸດພົບ@
@memorial@|@ສາລະນີຍະ, ອະນຸສາວະລີ, ອະນຸສອນ@
@memorial day@|@ມື້ທີ່ລະລຶກ@
@Memorial Day@|@ວັນຣະລຶກ@
@memorize@|@ຈົດຈຳ, ຈຳໄວ້@
@memorize a lesson@|@ທ່ອງບົດຮຽນ, ເລົ່າບົດຮຽນ@
@memorize by heart@|@ຂຶ້ນໃຈ@
@memorize by rote@|@ສັດຊາຍະ@
@memory@|@ໃຈລ່ອງ, ສະຣະນະ, ສັນຍາ, ທີ່ລະລຶກ, ອະນຸສະຕິ@
@men@|@ບັນດາຄົນ@
@men and women@|@ຊາຍຍິງ, ທັງນັ້ນ@
@menace@|@ການຂູ່ໃຫ້ຢ້ານ, ການນາບຂູ່, ຂູ່ໃຫ້ຢ້ານ, ສະແຍກ, ນາບຂູ່@
@menace; threaten; scream at@|@ຄຸກຄາມ@
@menage@|@ຢັ້ງໃຈ@
@mend@|@ສ້ອມແຊມ, ຕາບຈູນ@
@mend a net@|@ຈຸນແຫ@
@mend a shirt@|@ຕາບເສື້ອ@
@mend one’s ways@|@ເຂັດຂຍາດ, ເຂັດຫລາບ@
@mend one's ways@|@ວາງໃຈເກົ່າ, ວາງຈິດເກົ່າໃຈຫລັງ@
@mended clothing@|@ເສື້ອຕາບ@
@mendicant@|@ວະນິພົກ@
@mending@|@ການສ້ອມແຊມ@
@menses@|@ຕ່ອມໂລຫິດ@
@menstrual cycle@|@ລະດູ@
@menstrual period@|@ຣະດູ@
@menstruate@|@ເປັນລະດູ@
@mental@|@ໃນໃຈ, ປະຈຳໃຈ@
@mental arithmetic@|@ເລກໃນໃຈ, ເລກປາກເປົ່າ@
@mental kor moral health@|@ສຸກໃຈ@
@mental state leading to an elephant running amok@|@ມະທະ@
@menthol@|@ຢານັດ@
@mention@|@ລະບຸ@
@mentioned@|@ລະບຸໄວ້@
@menu@|@ບັດລາຍການ, ລາຍການ@
@Meo@|@ໄທມົ້ງ@
@Meo draft horse@|@ມ້າລາກ@
@mercantile caste@|@ສະກຸນແພດ@
@merchandise@|@ເຂົ້າຂອງ, ເຄື່ອງຂາຍ, ສິນຄ້າ, ບັນຊີສິນຄ້າ@
@merchandise in general@|@ສິນຄ້າທົ່ວໄປ@
@merchant@|@ພໍຄ້າ, ວະນິຊາ, ວານິດ@
@merchant ship@|@ພີຕາ@
@Merchant ship@|@ເຮືອພໍ່ຄ້າ@
@Merchant vessel@|@ເຮືອຄ້າຂາຍ@
@merciless@|@ສາພອນ@
@mercilessly@|@ໂດຍບໍ່ປານີໃດໆເລີຍ@
@mercurochrome@|@ຢາແດງ, ຢາທາແຜ@
@mercury@|@ນະວະໂລຫະ, ນ້ຳເາຫລອດ@
@Mercury@|@ດາວພະພຸດ@
@Mercury planet@|@ພະພາຍ@
@mercy@|@ກູນາ, ມະຫາກະຣຸນາ, ເມດຕາ, ເມດຕາປານີ@
@mere talk@|@ລົມໆແລ້ງໆ@
@merely as a matter of custom@|@ພໍເປັນພິທີ@
@merge@|@ຮ່ວມເຂົ້າກັນ@
@meridian@|@ເສັ້ນສູນທ່ຽງ@
@merit@|@ກະຕາທິການ, ກຸສົນ, ກິດຕິຄຸນ, ຄວາມຊອບ, ສົມນ້ຳຫນ້າ, ສົມພື້ນ, ບຸນ, ບຸນກຸສົນ, ບຸນນິທິ@
@merit & service given@|@ບຸນຄຸນ@
@merit and demerit@|@ບຸນບາບ@
@merit attained by helping others@|@ໄວຍາວັດຈະໄມ@
@merit through charity@|@ການສ້າງສົມບຸນໃຫ້ທານ@
@meritorious@|@ສຸພະກອນ, ມີບຸນມີຄຸນ@
@meritorious action@|@ຄວາມດີຄວາມຊອບ@
@meritoriously@|@ກະບັກກະບວນ@
@mermaid@|@ນາງເງືອກ@
@mess@|@ພິທີມິສາ@
@messanger@|@ຜູ້ສົ່ງຂ່າວ@
@messenger@|@ນາຍນັກການ, ຜູ້ຖືຈົດຫມາຍ@
@metacapus@|@ດູກອົ້ງມື@
@metal@|@ທອງ, ໂລຫະ@
@metal bed@|@ຕຽງເຫລັກ@
@metal bowl@|@ໂທນະ@
@metal bucket@|@ກະຫລ່າງ@
@metal flag hanging from a a pole in Buddhist ceremonies@|@ທຸງເຫລັກ@
@metal grater@|@ກະຕ່າຍເຫລັກ@
@metal melting furnace@|@ເຕົາລໍ່@
@metal water container used for drinking@|@ຕິກນ້ຳ@
@metal wire@|@ສາຍລວດ@
@metallic circle clasping the handle of a knife to the blade extension@|@ແຂ່ວ@
@metallic sound@|@ຕິ້ງ@
@metallic spring@|@ສະປຣິງ@
@metals@|@ໂລຫະທາດ@
@metamorphose@|@ຈຳແລງ, ຈຳແລງເພດ, ແປງ, ປ່ຽນຮູບ@
@metamorphosis@|@ການປ່ຽນແປງເພດ, ແປງກາຍ@
@metaphor figure of speech@|@ຄຳປຽບທຽບ, ຄຳອຸບປະມາ@
@metaphysical science@|@ອະພິທັມ@
@metaphysical section of the Buddhist Bible@|@ອະພິທັມ@
@metaphysically@|@ສິດທັດຖະ@
@metaphysics)@|@ໄຕປີດົກ@
@metatarsus@|@ດູກອົ້ງຕີນ@
@metel-loined gloves@|@ສະຫນັບມື, ສະໜັບມື@
@meteor@|@ດາຣາວັນ, ດາວສະເດັດ, ດາວຊ້າງ, ດາວຕົກ, ທຸມະເກດ@
@meteorological@|@ສະຖານີອຸຕຸນິຍົມວິທະຍາ@
@meteorological bureau@|@ກົມອຸຕຸນິຍົມວິທະຍາ@
@meteorological station@|@ສະຖານີອຸຕຸນິຍົມ@
@meter@|@ແມັດ, ໄມ້ແທກ@
@Meter@|@ແມັດ@
@methane@|@ທາດເມທານ@
@method@|@ຕັນຕິ, ແນວທາງ, ວິທີການ@
@method means@|@ວິທີ@
@method of enlistment under the ancient regime@|@ສົມພົນ@
@method of fortune-telling involving three observations taken at different times of the day@|@ຍາມສາມຕາ@
@method of gaining merit@|@ກຸສົນລະກັມມະບົດ@
@method of meditation leading toward extinotion of desire@|@ນິໂຣດທະສະມາບາດ@
@method or system leading to bad results@|@ມິດສາບົດ@
@method second@|@ວິທີ@
@methods@|@ສັນຕິພາບສັນຕິວິທີ@
@metric system@|@ມາດຕາເມຕຣິກ@
@metric ton@|@ໂຕນ@
@metropolis@|@ນະຄອນບານ@
@metropolitan@|@ສ່ວນກາງ@
@metropolitan police@|@ຕຳຫລວດນະຄອນບານ@
@Metteyya@|@ເມດໄຕ@
@mettlesome horse@|@ມ້າຫ້າວ@
@meurosis@|@ເສັ້ນປະສາດພິການ@
@meutralist centrist@|@ສາຍກາງ@
@mial plane@|@ໄປສະນີອາກາດຍານ@
@miasm@|@ກິ່ນເຫມັນຮ້າຍ@
@micro-@|@ຈຸນລະ@
@microbe@|@ແມ່ພະຍາດ@
@Microchites jacqueti@|@ຄໍ້ເຫລືອງ@
@micron@|@ມິຄຣອນ@
@micro-organism@|@ຈຸລິນສີ@
@microphone@|@ໄມໂກຣໂຟນ@
@microscope@|@ກ້ອງຈຸນລະທັດ@
@mid@|@ສະຕິ@
@midday@|@ທ່ຽງວັນ@
@middie@|@ທາງກາງ@
@middle@|@ກາງ, ກາງ, ໃຈກາງ@
@middle age@|@ມັດສີມະໄວ, ມັດທະຍະມະສະໄຫມ@
@middle class@|@ປານກາງ, ຜ້ານກາງ@
@middle consonant@|@ອັກສອນກາງ@
@middle drawer@|@ລີ້ນຊັກກາງ@
@middle finger@|@ນິ້ວກາງ, ອັງຄຸລີ@
@middle of the road@|@ສາຍກາງ@
@middle of the tenth month@|@ບຸນຫໍ່ເຂົ້າສະຫລາກ@
@middle ranks or grade@|@ຊັ້ນກາງ@
@middle-aged@|@ຊຳລາ@
@middle-sized@|@ສ່ຳກາງ@
@middle-sized yellow upland frog@|@ຂຽດເຫລືອງ@
@middstream@|@ກາງນ້ຳ@
@midge@|@ແມງມີ່@
@midiocre@|@ກະເທີນ@
@midle row@|@ແຖວກາງ@
@midnight@|@ທ່ຽງຄືນ, ມັດສີມະຍາມ, ເວລາທ່ຽງຄືນ@
@midstream@|@ແປວນ້ຳ@
@midtone@|@ສຽງສາມັນ@
@midway@|@ກຶ່ງທາງ@
@midway.@|@ອັດທະບົດ@
@midwife@|@ນາງພະດຸງຄັນ, ແພດຜະດຸງຄັນ, ແມ່ຕຳແຍ@
@mien@|@ສີຫນ້າ, ສີໜ້າ@
@milch cow@|@ໂຄນົມ@
@mild@|@ມຸທຸ@
@mile@|@ໄມ@
@miliraty engineeering inspector department@|@ກົມເບັ່ຍບຳນານ@
@militant@|@ຜູ້ຜະຈົນ@
@militarism@|@ການເມືອງ@
@military@|@ຂອງທັບ@
@military attache@|@ທູດທະຫານ@
@military base@|@ຖານທັບ@
@military cadet school@|@ໂຮງຮຽນນາຍຮ້ອຍ@
@military camp@|@ຂັນທາວານ, ສິພິຣະ, ໂດນທະຫານ@
@military code of conduct@|@ກົດຍຸທະວິໄນ@
@military company@|@ກອງຮ້ອຍ@
@military court@|@ສານທະຫານ@
@military direction@|@ພາລາທິການ@
@military encampment@|@ຄ້າຍທະຫານ@
@military engineering inspector general department@|@ກົມທະຫານຊ່າງ@
@military equipment@|@ຍຸດທະໂທປະກອນ@
@military exercise@|@ຊ້ອມຮົບ@
@military formation@|@ພະຍຸຫະບາດ@
@military ground forces council@|@ສະພາກອງທັບບົກ@
@military headquarters@|@ເສນາທິການກອງທັບ@
@military hospital@|@ໂຮງເສນາຮັກ, ໂຮງທະຫານ@
@military landing@|@ຍົກກຳລັງຂຶ້ນບົກ@
@military mission@|@ຄະນະທູດທະຫານ@
@military nurse@|@ພົນພະຍາບານ@
@military pact@|@ສົນທິສັນຍາທາງທະຫານ@
@military police@|@ສາລະວັດທະຫານ@
@military power@|@ກຳລັງທະຫານ, ແສນຍານຸພາບ@
@military region@|@ເຂດທະຫານ@
@military regulation@|@ຍຸດທະວິໄນ@
@military review@|@ສວນສະຫນາມ, ສວນສະໜາມ, ອະນີກະທັດສະນະ@
@military ruse@|@ກົນລະຍຸດ@
@military science@|@ສັດສະສາດ, ຍຸດທະສາດ@
@military signal corps@|@ກົມທະຫານສື່ສານ@
@military staff@|@ເສນາທິການກອງທັບ@
@military team@|@ຄະນະທະຫານ@
@military technician@|@ທະຫານຊ່າງ@
@military troops@|@ເສນາ@
@militry tactics@|@ກົນເສິກ@
@milk@|@ກະສິຣະ, ຂີຣະ, ສະຕັນ, ໃສ່ນົມ, ນົມ, ນ້ຳນົມ, ບີບນ້ຳນົມ, ຮີດນ້ຳນົມ, ຮີດນົມ@
@milk curd@|@ທະທິ@
@milk tooth@|@ແຂ້ວນ້ຳນົມ@
@mill@|@ໂຮງສີ, ໂຮງຫີບ, ໂຮງອິ້ວ@
@mill flour@|@ຕຳແປ້ງ, ປົ່ນແປ້ງ@
@mill hopper@|@ເຂິງ@
@millet@|@ເຂົ້າຟ່າງ@
@milligram@|@ມິນລີກຣາມ@
@milli-meter@|@ມິນລີແມຕ@
@million@|@ລ້ານ@
@million elephants@|@ສັດຕະນາຄະນະຫຸດ@
@millionaire@|@ເສດຖີ, ທະນະບໍດີ@
@millions@|@ແສນໂກດ@
@millipede@|@ກື, ບົ້ງກື, ແມງບົ້ງກື@
@millititer@|@ມິນລີລີຕຣ@
@milter male fish@|@ປາຜູ@
@mimic@|@ລໍ້ລຽນ, ເຮັດຕິ@
@mince@|@ຊອຍ@
@minced meat dish@|@ລາບ@
@mind@|@ເຈຕະ, ຈິດ, ຈິດໃຈ, ສະຫມອງ, ສະໝອງ, ສະຫມອງ, ສະໝອງ, ດວງຈິດ, ມະນະ, ມະໂນຈິດ, ມະນັດ@
@mind and precept@|@ສະຕິປັດຕະຖານ@
@mine@|@ຂອງຂ້ອຍ, ທາຕະວາກອນ, ບໍ່ແຮ່@
@Mine layer@|@ເຮືອຖິ້ມທຸ່ນລະເບີດ@
@mineral@|@ສິນແຮ່, ແຮ່@
@mineral wate@|@ນ້ຳແຮ່@
@mineralogy@|@ໂລຫະສາດ@
@Minesweeper@|@ເຮືອກວາດທຸ່ນລະເບີດ@
@mingle@|@ປະປົນ, ປົນ, ໜິ້ວ@
@mingled@|@ປົນເປ@
