@English@|@Hmong@
@perception@|@to taub paub txog@
@perch@|@las ntoo, nqaj ntoo@
@perfecly white@|@dawb paug@
@perfect@|@zoo tagnrho@
@perfectly black@|@dub txig@
@perfectly white@|@ntawm ib puas@
@perform@|@ua tawm, ua tejyam dabtsi@
@performance@|@kev ua tej yam dab tsi@
@performance ability@|@muaj peev xwm kawm tau@
@perfume@|@tshuaj tsw qab, tshuaj tsw qab los sis tsw zoo@
@perhaps@|@saib tsam, saib tsam, tej zaum@
@peril@|@kev ceev faj tsam muaj xwm@
@perimeter@|@puag ncig@
@period@|@caij coj khaub ncaws, lub caij, tee deb deb@
@period of time@|@ntu@
@perjure@|@dag@
@permanent@|@nyob mus tas li, tshem tsis tau tawm hlo li@
@permanent (1)@|@nyob ntev, ua ntev@
@permission@|@kam, kheev, tso cai@
@permit@|@cia, kheev, ntawv cia, pub@
@pernmit@|@tso kev@
@perplexed@|@tov, ua kom paub tsis meej@
@persecute@|@tsim txom@
@persevere@|@mob siab, rau siab@
@persist@|@mob siab, rau siab@
@person@|@neeg, neeg, neeg xa xov liaison, tibneeg@
@personal@|@tus kheej li@
@personality@|@cwm pwm@
@personnel@|@neeg@
@perspective@|@raws li xav losis pom@
@perspiration@|@fws, hws@
@perspire@|@tawm fes, tawm hws@
@persuade@|@haub, ntxias, sib yab sib yaum, yaum@
@persuade not to do something@|@txw@
@pessimistic@|@xav phem heev@
@pest@|@zes@
@pet@|@tsiaj nyob hauv tsev@
@petal@|@nplaim paj@
@petition@|@ntawv thov lus tso cai, ntawv thov uaibyam dab tsi@
@petroleum@|@roj@
@petty@|@khoom tseem tsis heev@
@pharmacist@|@kws tov tshuaj, kws tshuaj@
@phase@|@ib lwm, ib zaug ntawm ib tus lub neej@
@pheasant@|@nraj@
@phenomenal@|@zoo kawg li@
@phesant@|@nraj@
@phlegm@|@hnoos qeev, qeev@
@phobic@|@rhiab@
@phone@|@xovtooj@
@phoneme@|@tus tsiaj ntawv lub suab@
@phonics@|@kev kawm lub suab tsiaj ntawv@
@photograph@|@yees duab@
@photographer@|@kws yees duab@
@phrase@|@kab lus@
@phuas@|@curds@
@physical@|@hais txog lub cev@
@physician@|@kws kho mob, neeg kho mob@
@pick@|@khaws, muab, ntais pobkws, ntsiab nkaus@
@pick flowers@|@de paj@
@pick out certain pieces@|@vos@
@pick up@|@khaws@
@pickle@|@dib qaub@
@pickled green vegetables@|@zaub tsib@
@picnic@|@mus noj mov hav zoov@
@picture@|@daim duab, duab@
@pie@|@ncuav qab zib@
@piece@|@daim, thooj@
@piece of paper@|@daim ntawv@
@pieces@|@tej daim@
@pier@|@ntswg thaiv dej caij nkoj@
@pierce@|@chob, hno, nkaug, tho, tshau@
@pierce through@|@tshab@
@pig@|@npua@
@pigeon@|@nquab@
@piglet@|@menyuam npua@
@pigment@|@xim@
@pigtail@|@yiv tws@
@pile@|@pawg@
@pile on top of each other@|@tum@
@pile up@|@tib@
@pile up on top of another@|@tsub@
@pill@|@ntsiav, ntsiav tshuaj, tshuaj luv@
@pillar of house@|@ncej@
@pillar of the house@|@ncej@
@pillow@|@hauv ncoo, tog hauv ncoo@
@pillowcase@|@hnab hauv ncoo, plhaub hauv ncoo@
@pimple@|@pob kab ntxau@
@pimples@|@ntxau@
@pin@|@chob rau, koob, koob ntsia@
@pince@|@tub huab tais@
@pinch@|@de, de, npaws de, xais@
@pine tree@|@thuv@
@pineapple@|@txiv puv luj@
@pink@|@liab dawb muag, liab txiv tsuav, paj yeeb@
@pink (1)@|@leab txiv ruav@
@pink eye@|@mob muag liab@
@pint@|@hnyav li ib khob dej@
@pipe@|@kais, kav, kav khoob plawv, raj hlau, yeeb nkab@
@pirate (1)@|@neeg phem ntawm ntug dej, nkoj nyob rau hauv dej@
@pistol@|@yaj phom@
@pit@|@qhov@
@pitch@|@suab@
@pitcher@|@tshob rau dej@
@pitchfork@|@hmuv yawm suab@
@pity@|@hlub, khuv@
@place@|@chaw, qhov chaw@
@place in horizontal position@|@txhawb@
@place in salt@|@las ntsev@
@placement@|@kev tso npe kawm ntawv, qhov chaw kawm ntawv@
@placenta@|@tsho menyuam@
@plagiarize@|@saib lwm tus li ntawv@
@plague@|@mob nkeeg nyav@
@plain@|@tiaj nras@
@Plain of Jars@|@Tiaj Rhawv Zeb@
@plains of mountain's bottom@|@moos@
@plan@|@npaj ua, tswvyim npaj ua, tswvyim uas yuav ua@
@plane@|@dav hlau, tiaj tiaj@
@planet@|@ntiajteb@
@plank@|@txiag@
@planning@|@npaj tswv yim, tawm tswv yim yuav ua@
@plant@|@cog, tsob ntoo@
@plant rice@|@cog nplej@
@plant sprout@|@txhawv, yub@
@plants@|@hlav, nroj tsuag, xyoob ntoo@
@plaque@|@hniav khub@
@plastic@|@yas hnab yas@
@plataform@|@chaw tiaj nres tos tsheb, ntxaij, sam thiaj@
@plate@|@phaj, tais@
@plateau@|@toj siab@
@plateau people@|@neeg toj siab@
@platoon@|@tub rog@
@platter@|@phaj@
@play@|@si, ua si, ua yeeb yam@
@play around@|@tawb@
@play soccer@|@ncaws pob@
@playground@|@chaw ua si, tiaj ua si@
@plea@|@thov pab@
@plead@|@nyoos, thov@
@pleasant@|@kab siab, nraj@
@please@|@thov@
@Please come in.@|@Los tsev os.@
@Please continue eating@|@Av tsij noj tiag@
@Please sit down@|@Zaum os.@
@Please stay for supper@|@Nrog peb noj hmo os@
@pleased@|@txaus siab@
@pleat@|@nre, nre tiab@
@pledge@|@cog lus, lav lus@
@plentiful@|@ntau heev@
@plenty@|@ntau, txaus@
@pliable@|@muag, phom@
@pliars@|@ciaj@
@pliers@|@ciaj@
@plinter@|@ntshiv ntoos@
@plod@|@mus qeeb thiab nrov heev@
@plot@|@kev npaj, kev tuav hauv, tuav hauv npaj@
@plow@|@khais, laij@
@plow paddy@|@laij liag@
@plow rice paddies@|@laij liag@
@pluck@|@de@
@plug@|@ntsaws@
@plug up a hole@|@laum@
@plugged up@|@txhaws@
@plum@|@txiv moj mab@
@plumber@|@kws kho kav dej@
@plump@|@rog@
@plunge@|@poob los@
@plural@|@ntau tshaj ib tus@
@plus@|@muab sib ntxiv txuas, ntxiv, ntxiv, ntxiv rau@
@plush@|@zoo heev@
@pneumonia@|@kab mob ntsws, mob ntsws txham dej@
@poach@|@tub sab nyiag tua tsiaj@
@pocket@|@hnab tsho@
@pod@|@plhaub taum mog, plhaub taum pauv@
@poem@|@paj huam@
@poetic line@|@txwm@
@poetry@|@paj huam@
@point@|@taw tes@
@point in a game@|@qhab nees@
@point of view@|@raws li xav thiab pom@
@pointy@|@muaj lub hauv ntse ntse@
@poise@|@mus taw zoo@
@poison@|@lom, taug, tshuaj lom@
@poisoning@|@mob npuagblood@
@poisonous@|@lom@
@poisonous snake@|@nab muaj taug@
@poisonous tree in S.E. Asia@|@ncaib@
@poke@|@to@
@polar@|@ncov qaumteb qabteb@
@polar bear@|@dais dawb@
@pole@|@ncej, ncej, ntas@
@pole for beans or peas@|@nreeg@
@police@|@tub ceev xwm@
@police car@|@tsheb tub cheev xwm@
@police officer@|@meeg ceev xwm@
@policy@|@ntawv tswjfwm, ntsiab lus ua raws@
@polish@|@txhuam@
@polite@|@paub cai@
@political@|@kasmoos@
@politician@|@kasmoos@
@politics@|@dej num tseem fwv@
@poll@|@nug seb cov neeg xav lis cas@
@pollen@|@tsw ntsim, ua dej num rau hauv tsoom fwv@
@polluted@|@nro@
@pollution@|@kev ua qias tuaj@
@polygamy (1)@|@kev yuav poj niam ntau@
@polygon@|@duab uas muaj ntau sab@
@polytheism@|@kev ntseeg ntau tus vajtswv@
@pomelo@|@txiv lwj zoov@
@pond@|@pas dej@
@pony@|@nees me@
@poop@|@quav@
@pooped@|@lim, nkee@
@poor@|@neeg kob huam, nyem, pluag, tsis muaj nyiaj, txom@
@poor (1)@|@txom nyem@
@pop@|@dej qab zib, nrov, nto moo, suab tawg@
@popcorn@|@paj kws, paj pob kws@
@popular@|@koob npe nto, muaj koob muab npe@
@population@|@pej xeem huab hwm, pejxeem@
@porch@|@awj, qab khav, qhov rooj loj@
@porcupine@|@nploos, tsaug@
@pores@|@qhov hws@
@pork@|@nqaij npua, nqaij npuas@
@pork chops@|@nqaij npuas@
@pornography@|@duab pom chaw txaj muag@
@porous@|@dej txeem@
@port@|@chaw nres nkoj@
@portable@|@yam tshem tau rau txhua qhov@
@porter@|@neeg nqa khoom@
@portion@|@ib feem@
@portion of@|@yas@
@portrait@|@ib tus neeg daim duab@
@pose@|@ua thaj@
@position@|@chaw, nyob rau theem, qib dejnum, thaj chaw@
@position (1)@|@kev xav, zaj tswvyim@
@positioning@|@muab tso rau, tig cev@
@positive@|@muaj tseeb, qhov zoo, xav zoo@
@positive number@|@leb tshaj lub@
@possess@|@muaj@
@possession@|@cov no muaj tswv lawm, cov no yog kuv li@
@possession of@|@tug@
@possessive@|@qhia tias muaj tswv lawm@
@possible@|@ntxim yuav tau, yuav tsum ua tau xwb@
@post@|@chaw nyob, ncej, rooj vag, rooj vag, tswg@
@post office@|@tsev xa ntawv@
@post to hold up the foundation@|@tswg@
@postage@|@nqi xa ntawv@
@post-traumatic stress disorder@|@hom mob raws kev ntshai@
@posture@|@cwjpwm ntawm lub cev@
@pot@|@hub, lauj kaub mov@
@potato@|@qos yaj ywm, qos yajywm@
@potent@|@hwj chim@
@potential@|@tej zaum@
@pouch@|@hnab@
@poultry@|@tu tsiaj txhuv@
@pounce@|@tsuab khawm@
@pound@|@hnyav li ob khob dej, ib phaus, phaus, phos@
@pound (1)@|@tuav txhuv@
@pound out@|@tuav@
@pound with fist or foot@|@ntaug@
@pour@|@hliv, laub@
@pour out@|@laub, nchuav@
@pout@|@chim@
@poverty@|@muaj kev txom nyem, txom nyem nyiaj txiag@
@poverty (1)@|@huam, neeg kob huam@
@powder@|@hmoov, tshuaj hmoov@
@power@|@hwjchim, hwjchim, lub zog txoj cai@
@powerful@|@fwv, hwj chim@
@powerful spirit@|@dab ntxaug, nyuj vaj@
@practical@|@tswv yim@
@practice@|@xyaum ua@
@prairie@|@tiaj pom khab@
@praise@|@qhuas@
@pratice@|@xyaum ua@
@prause@|@qhuas@
@pray@|@thov@
@prayer@|@lus thov piv yeem, lus thov txog, thov@
@praying mantis@|@ntsuas@
@precipitate@|@los nag los daus, tshwm sim sai sai, ua sai sai@
@precipitation@|@nag lossis daus@
@precise@|@npliag, npliag, yog kiag@
@predator@|@tsiaj uas tom tsiaj noj@
@predicament@|@caij nyuaj siab@
@predict@|@twv ua ntej@
@prediction@|@twv ua ntej@
@predominantly@|@feem ntau@
@pre-employment skills@|@txawj ua txoj hauj lwm lawm@
@prefer@|@nyiam dua, nyiam tshaj@
@preferential seating@|@qhov chaw zaum tshwj tseg@
@pregnancy@|@cev xeeb tub lawm, muaj menyuam lawm@
@pregnant@|@muaj menyuam, xeeb menyuam hauv plab, xeev tub@
@preliminary@|@yam ua ntej@
@premature@|@cauj@
@premature birth@|@yug ua ntej txog caij@
@prenatal@|@thaum tseem suab hauv plab@
@preoccupied@|@xa tob dhau@
@preparation@|@hev npaj@
@prepare@|@npaj ua, tswvyim npaj ua@
@prepare for@|@hwjxwm@
@prepare meat killed@|@tseev@
@prepare the heart@|@npaj siab@
@prepared for@|@hwjxwm@
@preposterous@|@tsis xav txog@
@pre-read@|@nyeem ua ntej@
@prereferral intervention@|@kev pab ua ntej, kev txhawb ua ntej@
@prescribe@|@sau tseg cia@
@prescription@|@daim ntawv muas tshuaj, kev txhaj tshuaj@
@present@|@khoom plig, tam sim no, tuaj txog no lawm@
@present (1)@|@khoom saib dab muag, nthuav tswv yim, tamsim@
@present level of functioning@|@kev paub tab tam sim no, kev txawj ua tam sim no@
@present level of performance@|@kev txawj ntawv tam sim no, qhov kawm tau ntawv tam sim no@
@presentation@|@kev nthuav tswvyim@
@preserve@|@khaws cia, tshwj tseg, txuag@
@president@|@thawj kav teb chaws, tsoom txoov@
@President's Day@|@hnub tsoom txoov nom hnub@
@press@|@luam@
@press charges@|@foob rau tub ceev xwm@
@press down@|@tswm@
@press together@|@tsub@
@pressure@|@kev nias, nias, yuam@
@prestige@|@neeg tseem ceeb@
@presume@|@sav ua ntej@
@pretend@|@piv ntxwv, piv xam, tsab, ua txuj@
@pretty@|@zoo nkauj@
@prevent@|@nres@
@prevention@|@ceev faj, kev xyuam xim ua ntej, tiv thaiv@
@preview@|@kev saib ua ntej, saib ua ntej@
@previous@|@xub@
@prey@|@uas raug lwm tus tom noj@
@price@|@nqe, nqi@
@prick@|@txhaj@
@pride@|@khav txiv, muaj nuj nqis, txaus siab, txim txiaj@
@priest@|@haujsam@
@primary@|@pib hauv paus, ua ntej, xub thawj@
@primary source@|@yam thib ib@
@primitive@|@txheej thaum ub@
@prince@|@tub fuabtais, tub huabtais@
@princess@|@ntxhais fuabtais, ntxhais huabtais@
@principal@|@thawj saib tsev kawm ntawv@
@principle@|@txojcai, txujci@
@print@|@luam@
@printer@|@kev luam ntawv, luam ntawv, tshuab luam ntawv@
@prior@|@ua ntej, xub thawj@
@priority@|@yam ceev tshaj plaws, yuav yuav tam sim no@
@prison@|@loj faj, tsev loj faj, tsev rau txim@
@prison (1)@|@tsev qhov taub@
@prisoner@|@tibneeg raug txim@
@private@|@luag tug@
@private (1)@|@khoom ntiav@
@privilege@|@tsim nyog@
@prize@|@nqi zog, rau nqu@
@probability@|@kev yuav muaj tia, yuav muaj tiag, yuav muaj tseeb, yuav muaj tseeb@
@probably@|@lam, tejzaum muaj tiag@
@probation (1)@|@saib xyuas nruj@
@problem@|@teeb meem@
@proboscis@|@kaus@
@procedural safeguards@|@kev tiv thaiv raws txoj cai@
@procedure@|@txojkev yuav ua mus@
@proceed@|@ua tauj mus@
@process@|@kev samsim ua, nqis tes ua, tabtom ua@
@proclaim@|@tshaj tawm@
@proclamation@|@lus tshaj tawm@
@procrastinate@|@laug sim haum@
@produce@|@tsim kom muaj, txiv mab txiv ntoo, zaub@
@produce (1)@|@ua kom muaj tejyam, ua qoob loo@
@produce smoke@|@ncho pa@
@producer@|@tsim kom muaj@
@product@|@khoom, qoob loo, zauv teb ntawm cov zaug zauv@
@profanity@|@hais lus dev@
@profession@|@hom haujlwm, txoj num@
@professor@|@xib feb, xibfwb@
@proficiency@|@txawj ntse txaus@
@proficient@|@txawj txaus lawm@
@profile@|@qauv npaj ua@
@profit@|@muaj txiaj ntsim, paj tau paj, tau paj, tsam txiaj@
@profit (1)@|@hom tau los, tau tsam, tau txiaj ntsim@
@program@|@hom phiaj, ib txoj kev pab, teev caij nyoos@
@program (1)@|@kom tswj, rooj haujlwm@
@program aid@|@tus pab qhia ntawv tshwj xeeb@
@progress@|@kev vam meej, nce qib lawm, ua tau zoo tshaj lawm@
@progress (1)@|@vam meej@
@prohibit@|@caiv, nres, tsis pub, txwv txiav@
@prohibition@|@caiv@
@project@|@hauv phiaj, ib lub hom phiaj, ib teg num ua, pov@
@project (1)@|@kev ua ib tesnum, npaj ua ib yam dab tsi@
@prolific@|@muaj menyuam coob coob@
@prolong@|@cas sim haum@
@promise@|@cog lus, lav, lav lus, lus cog tseg, npav lus@
@promise made to spirits@|@fiv dab@
@promote@|@nce qib rau, txhawb@
@promotion@|@nce theem siab zog@
@prompt@|@raws sim hawm caij nyoog, txhob@
@pronouce@|@hais qhia paub@
@pronoun@|@chaw, losyog khoom, siv hloov tibneeg npe@
@proof@|@pov thawj, qhov tseeb, xyuas kom raug@
@propeller@|@kiv cua@
@property@|@tug, yam khoom muaj tus tswv@
@proportion@|@kev faib ua feem, kev sib piv ob yam khoom@
@proposal@|@nug seb nws puas kam yuav kuv@
@propose@|@hais tawm, qhia, tawm txwv yim, tshaj tawm, tswvyim npaj ua@
@prosecute@|@nug, tsuam@
@prosper@|@vam meej@
@prosperity@|@kev vam meej@
@prosperous@|@vam meej@
@prostitute@|@niam ntiav, pojniam ntiav@
@protect@|@kav, kav, ntis, povhawm, povhawm, thaiv, tiv thaiv, tsomkwm@
@protest@|@qw cem, tawm tsam@
@protractor@|@pas ntsuas ces kaum@
@proud@|@khav@
@prove@|@pov thawj, ua kom pom@
@proverb@|@paj lug@
@provide@|@muab pab, pub losis muab rau@
@province@|@xeev@
@provisions@|@khoom noj, khoom siv@
@provoke@|@meem txom@
@prudent@|@txawj ntse@
@prume@|@tav@
@prune@|@tav, txiv moj mab@
@pry into someone's business@|@xauj@
@pry open@|@nyom@
@pry out@|@dawj@
@psychic@|@ua saub@
@psychologist@|@kws paub txog siab neeg, tus paub txog siab neeg@
@psychosomatic@|@xiam hlwv@
@puberty@|@tiav nkauj tiav nraug@
@public@|@tseem fwv tug@
@public library@|@tsev khaws-qiv ntawv nyeem@
@public school (1)@|@tsev  kawm ntawv dawb@
@publicity@|@tshaj tawm@
@publish@|@luam ntawv, luam tawm@
@puckery@|@pluas@
@pudding@|@paj npleg@
@pull@|@diaj, rub, rub los@
@pull apart with force@|@nriaj@
@pull back on bowstring@|@nta@
@pull out@|@rho@
@pull tight in a noose@|@soo@
@pull up by the roots@|@dob@
@pull weeds@|@dob nroj@
@pulley@|@lub log uas siv pab rub@
@pulse@|@mem tes@
@pulseless@|@mem tes tsis dhia@
@pump@|@ru@
@pump blood@|@ru ntshav@
@pumpkin@|@taub dag@
@punch@|@dej txiv mab txiv ntoo, ntaus nrig, tshum@
@punctuate@|@cuam tshuam, tus cim@
@puncture@|@hno, txhaj, txhaj@
@punish@|@qhuab, rau txim@
@punishment@|@txhub muj txim txom@
@punitive@|@raug nplua@
@puny@|@me, tsawg@
@pupil@|@menyuam kawm ntawv, ntsiab muag, tub kawm ntawv@
@puppy@|@menyuam dev@
@purchase@|@muas@
@pure@|@ntshiab, tseem tsistau luaj tus kov@
@purge@|@ntxuav tawm, txhuam tawm@
@purple@|@paj yeeb, paj yeeb ntsha, xiav@
@purpose@|@ntsiab lus his cia@
@purr@|@miv lub suab@
@purse@|@hnab tawv pojniam, hnav poj niam@
@pursue@|@caum@
@pursuit@|@caum qab, raws qab@
@pus@|@nqaij lwj ua paug, paug, ua paug@
@push@|@fiav, laub, thawb, tshum, xyeeb, xyob@
@push and pull back and forth@|@diaj@
@push back and forth@|@diaj@
@push by the end of something@|@tsij@
@push something out@|@ntsub@
@pusher@|@voom@
@put@|@muab cia, muabtso, tso, tso, tso rau, txawb rau@
@put aside@|@tshaj@
@put aside to use later@|@txawm@
@put away@|@muab cia@
@put on@|@sia siv@
@put together@|@dhos, tso ua ke@
@putify@|@lim@
@putrid@|@tsw phem@
@puttees@|@nrhoob@
@puzzle@|@duab dhos ua si, yam teb nyuaj@
@pyramid@|@duab peb ceg zuag hauv@
@python@|@nab hab sej, sej@
@quack!@|@os quaj@
@quad@|@plaub…@
@quadrangle@|@plaub xa xeeb kaum@
@quadrilateral@|@plaub xa xeeb kaum@
@quadruple@|@plaub npaug, plaub yam@
@quail@|@noog w, ws@
@quake@|@qeeg@
@qualified@|@txawj@
@quality@|@hom khoom@
@qualms@|@ntxhov siab, nyuaj siab, txhawj xeeb@
@quandary@|@tsis paub ua li cas@
@quantity@|@cov ua tau, ib co, ib cov, ib pawg, ib thooj@
@quarantine@|@cais tawm@
@quarrel@|@sib cav@
@quarry@|@chaw txua txiag zeb@
@quart@|@ib khuaj, khuaj@
@quarter@|@ib ntawm plaub, Npib 25 xee, Npib 25 xee, npib nees nkaum tsib@
@quarter moon@|@ib feem plaub ntawm lub hli@
@queen@|@poj fuabtais, poj huab tais, poj huabtais@
@queer@|@txawv@
@quench@|@txaus siab@
@query@|@lus nug@
@question@|@lus nug, noog, nug, nug@
@quick@|@ceev, ceev nrooj, maj ceev, sai@
@quickly@|@nrawm, tsuag tsuag@
@quickly go in@|@chaws nplho@
@quicksand@|@av zom@
@quiet@|@ntsiag to@
@quietly@|@twjywm@
@quilt@|@pam rwb, rwb@
@quip@|@hais lus raug@
@quirrel@|@nas ncuav@
@quit@|@tso tseg, tsum tsis ua@
@quite@|@heev, kawg@
@quiver@|@co, nchos@
@quiz@|@xeem ntawv@
@quotation marks@|@hais los ntawm ib tug neeg, hais tias@
@quotient@|@qhov teb ntawm kev faib@
@rabbit@|@luav@
@rabies@|@kab mob dev vwm@
@raccoon@|@mab@
@race@|@haiv neeg, huas, sib tw, sib tw khiav@
@race track@|@chaw sib twv@
@racial@|@haiv neeg@
@rack@|@khib@
@racket@|@ntxhe@
@radiant@|@tshav ntuj ci nra iab@
@radiator@|@cav lim dej kom txias, cav rhaub dej kom tsev sov@
@radio@|@vib thab nyub, xovtooj cua@
@radio technician@|@kws kho vib thab nyub@
@radish@|@zaub ntug hauv paus kheej, zaub pooj pwm@
@raft@|@phuaj@
@rafters@|@puam, qhab@
@rage@|@npau taws heev heev@
@ragged@|@khaub hlab@
@rags@|@khaub hlab@
@railroad@|@kev tsheb ciav hlau@
@railroad station@|@chaw nres tsheb ciav hlau@
@railroad track@|@txoj kev lub cia hlau khiav@
@rain@|@los nag, los nag, nag, nag los xuj xuav, tshia, xuj@
@rain boots@|@khau tiv nag@
@rain shower@|@nag tshauv@
@rainbow@|@zaj sawv@
@raincoat@|@tsho tiv nag@
@rainfall@|@dej nag@
@rainstorm@|@los nag hlob hlob@
@rainy@|@los nag@
@rainy season@|@caij ntuj nag@
@raise@|@nce ntxiv, tsa sawv, ua kom sawv@
@raise animals@|@yug@
@raise something with a block@|@xiab@
@raisin@|@txiv quav ntswv qhuav@
@rake@|@rab sua teb, sua teb@
@ram@|@laug yaj, ntaus kom sab sab heev@
@ramble@|@hais mus hais los@
@rambunctious@|@ceeblaj@
@ranch@|@tsev yug tsiaj tuaj noj@
@rancid@|@lwj@
@range of emotion@|@kev tig tau cev li cas, tig tau@
@rap@|@ntaus@
@rape@|@txhom tsoob@
@rapid@|@ceev ceev, ntxhee@
@rapids@|@dej raws ntxhe@
@rare@|@tsis tshua muaj, txawv txawv, yam tsis swm@
@rare (1)@|@tsis tshuaj siav@
@rascal@|@neeg tsis mloog lus li@
@rash@|@ua pob khaus@
@raspberry@|@txiv pos@
@rat@|@na tsuag, nas@
@rate@|@nrawm, ntsuam xyuas, paj tau paj, soj ntsuam@
@rather@|@theej@
@ratify@|@nrog pom zoo@
@ratio@|@kev sib piv ntawm ob yam@
@rational@|@meej pem, ua xws teb xws chaw@
@rattan@|@theej@
@rattle (1)@|@cuam tshuam, tab kaum, thab@
@rattlesanake@|@nab@
@ravage@|@tawm tsam kom puam tsuaj@
@rave@|@qhuas lus zoo@
@raw@|@nyoos@
@ray@|@duab tshav, txoj sab ci, txoj sab hnub@
@raze@|@muab rhuav@
@razor@|@chais fwj txwv, rab chais@
@razz@|@tawb@
@reach@|@cuag, cuag, ncav kom txog, txij, txog@
@reach the top@|@nto@
@react@|@rov ua dua@
@reaction@|@kev ua rov qab@
@read@|@nyeem ntawv@
@reader@|@nyeem ntawv@
@reading comprehension@|@to taub cov lus uas tau nyeem@
@ready@|@npaj txhij, tau lawm, tiav lawm, ua tiav@
@real@|@tiag, yog tiag@
@realistic@|@muaj tiag, zoo li yog tiag@
@reality@|@kev muaj tiag@
@realize@|@pom tau@
@realtor@|@kws muag tsev@
@real-world@|@qhov tseeb@
@reap@|@nruam, sau/@
@rear@|@hauv plag, sab nraud@
@rear animals@|@yug@
@rear end@|@tw@
@reason@|@kev vim li cas, kev xav thiab ntseeg, txoj cai@
@reason (1)@|@qhia saib vim li cas, txog li siab xav cai@
@reasonable@|@muaj cai, siv tau, yog lus@
@reasoning@|@txawj daws teeb meem, txawj xav@
@rebel@|@fav xeeb, ntxeev siab@
@rebellious@|@nros@
@rebound@|@thaws@
@rebuke@|@hnyos, ncua@
@recall@|@nco qab, nco tau@
@recant@|@thim yexu, tso vajtswv tseg@
@recede@|@nkaum, saus@
@receipt (1)@|@daim ntawv txais khoom@
@receive@|@txais@
@recent@|@sai sai no, tsis ntev los no@
@reception@|@rooj noj haus, txais tos@
@receptive language@|@mloog raug, to taub cov lo lus hais@
@receptive vocabulary@|@kev to taub lub ntsiab lus@
@recess@|@caij so, so ua si, tsum no@
@recession@|@hauj lwm nqis, tawm mus nraum zoov@
@recipe@|@daim ntawv qhia ua zaub mov@
@reciprocate@|@ua rau luag li luag ua rau yis@
@recite@|@hais dab los kev@
@reckless@|@lwj liam@
@recognize@|@cno tau, paub tau, txais paub@
@recognotion@|@kev lees paub, kev tos txais paub@
@recollect@|@rov qab rov@
@recomend@|@qhia thiab qhuas@
@recommend@|@qhia rau, qhuab qhia@
@reconcile@|@rov qab sib raug zoo@
@record@|@ntaub ntawv khaus tseg, ntawv xeev xwm txheej@
@record (1)@|@daim phaj kwv txhiaj, kaw, xeev xwm txheej@
@records@|@daim ntawv khaws tseg, keeb kwm@
@recover@|@nquag, nquag lawm, zoo rov los@
@recovered@|@zoo, zoo mob lawm@
@recovery@|@zoo lawm@
@recreation room@|@chav ua si@
@rectangle (1)@|@duab plaub sab ntev@
@rectum@|@thooj nyuv laus loj@
@recycle@|@zom ua dua tshiab@
@red@|@liab@
@red pepper@|@kua txob liab@
@Red pepper.@|@Kuatxob liab@
@red-bellied@|@nas hoo tws@
@red-bellied squirrel@|@nas hoo tws@
@redeem@|@txhiv@
@redemption@|@txhiv@
@reduce@|@txo kom tsawg, ua kom me, ua kom qis, ua kom tsawg@
@reduce (1)@|@tsawg zus@
@reduction@|@txo kom tsawg@
@reed of wind instrument@|@nplaim@
@reek@|@tsw phem@
@re-evaluation@|@kev rov ntsuam xyuas dua@
@reexamine@|@rov qab tshawb xyuas dua, saib dua@
@refer@|@hais raws, xa mus, xa rau, xa tuaj@
@reference@|@hais txog leej twg, qhia txog@
@referral@|@raug xa tawm, xa rau@
@refine@|@muab kho kom zoo dua qub@
@reflect@|@suab ntxhe rov qab, teeb ci rov qab@
@reflection@|@duab hauv daim tso iav@
@reflex@|@tsis xav cias li ua@
@reform@|@hloov lawm, kho dua tshiab, pauv@
@refrain politely@|@yig@
@refresh@|@kho kom tshiab, ua tshiab@
@refreshment@|@khoom noj khoom haus@
@refrigerator@|@taubyees, txee txias@
@refuge@|@qhov chaw nkaum, qhov taub@
@refugee@|@neeg tawg rog@
@refugee camp@|@yeej tawg rog@
@refurbish@|@kho kom tshiab tuaj@
@refuse@|@xyeej, yig@
@regard@|@saib taus, xav txog@
@regarding@|@hais txog@
@regardless@|@tsis hais@
@regenerate@|@tsim dua tshiab, ua tshiab@
@regime of government@|@zimtxwv@
@regiment@|@tub rog@
@region@|@tej suam av, thaj av@
@register@|@kev sau npe, kos npe xav kawm ntawv, rau npe, rau npe@
@registrar@|@neeg sau npe kawm ntawv@
@registration@|@kev sau npe cia, rau npe@
@regret@|@khuv xim@
@regugitate@|@ntuav@
@regular@|@li ib txwm, xws li qub@
@regular education@|@kev kawm ntawv rau txhua tus@
@regularly@|@pheej@
@regulate@|@tswj@
@regulation@|@kev cai, txoj cai@
@rehabilitation@|@kev peem tsheej@
@rehearse@|@xws li qub, xyaum@
@reimburse (2)@|@them cov nyiaj tshuaj nqi@
@reincarnate@|@thawj thiab@
@reincarnation@|@kev thawj thiab@
@reinforce@|@pab txhawb ntxiv, txhib neeg tuaj pab ntxiv@
@reinforce (1)@|@rov ua kom muaj zog dua@
@reinforcement@|@qhov cuab lub zog, qhov txhawb kom coj tau zoo@
