@English@|@Yupik@
@wide mesh grass bag@|@kalzngag@
@wild celery@|@ikiitug, tulukarnaram alungellra@
@wild cliff potato@|@ulqir@
@wild parsley@|@tukayug@
@wild plant@|@naucir@
@wild potato that grow near cliffs@|@atkallar@
@will nog forcefully take something@|@allurcugnaate-@
@will not arrive@|@tekicugnate-@
@will not bite@|@keggsugnate-@
@will not enter@|@iteryugnaate-@
@will not get out easily@|@yuugarcugnaate-@
@will not get wet@|@mecungyugnaate-@
@will not learn@|@liicugnaate-@
@will not lick@|@alumcug-@
@will not live@|@anerteqsugnate-@
@will not look@|@tangssugyugnate-@
@will not make a mistake@|@alarcugnaate-@
@will not move@|@eglercugnaate-@
@will not open@|@ikircugnaate-@
@will not play@|@aquiyugnaate-@
@will not serve food@|@neqliuryugnaate-@
@will not smile@|@englaryugyugnate-@
@will not travel@|@eglercugnaate-@
@will not urinate accidentally@|@ang'uryugnaate-@
@will not watch a movie@|@tangercet'aryugnate-@
@willow@|@uqvigar@
@willow root@|@taluyiurun@
@willow shoot@|@qikmirruar@
@wind@|@anuqa@
@window@|@egaler@
@window frame@|@qiiteg@
@wing feather@|@niss'ur@
@winter@|@uksur@
@wolf@|@kegg'luner@
@wolf eel@|@quggautnarpag@
@wolverine@|@qavcig, terikaniar@
@woman@|@arnaq@
@woman's bowl@|@kalukar@
@woman's eskimo boots@|@unillugag@
@woman's fur parka@|@kinguqaleg@
@woman's ivory labret@|@aqerwig@
@woman's lip labret@|@caqiqsar@
@woman's old high skin boot@|@yuunillugar@
@woman's old long skin-boot@|@ac'upegglugar@
@woman's skirt@|@akuupag@
@wood@|@equg@
@wood that is very hard to whittle@|@pagglug@
@wood whittling knife with curved blade for carving@|@cawig@
@wood-burning stove@|@equgtutuli kenirwig@
@wooden bowl@|@aaninguar, wivvluar@
@wooden bowl-shaped lamp with nanikiitar@|@nanill'er@
@wooden dish@|@qantar@
@wooden eye-shade@|@elqipcuar@
@wooden holder for harpoon head@|@nengciutar@
@wooden mortar for preparing tobacco@|@akuyun@
@wooden piece in socket of foreshaft@|@evga@
@wooden ring that is put around a traditional mask@|@ellanguar@
@wooden stock of a rifle or shotgun@|@qapsalqur@
@wooden stop for seal poke@|@agayutar@
@woodsap@|@angeryag@
@word of advise@|@alerqun@
@worker@|@calista@
@world@|@ella@
@wormwood@|@neqnialzngur@
@wound@|@kiliner@
@woven beach grass rope used to hoist kayak@|@qik'it@
@woven grass@|@tupingqullut@
@woven grass mat@|@tupigat@
@wringer@|@ciurissun@
@wrinkles on body@|@imutat@
@wrist@|@tayarner@
@wrist tattoo@|@tayarnerutet@
@writing@|@alzngar@
@xiphoid process@|@pekutarruar@
@yarn@|@qilagarkaun@
@yellow@|@qapugngalzngur@
@yellow color or paint@|@ciwigtarngalzngur@
@yellow dryas seed head@|@paliarer@
@yellow-fin sole@|@quaryarnar@
@yes@|@aang@
@yesterday@|@akguawar, aukwaugaq@
@you@|@elpet@
@you (three or more)@|@elpec'i@
@you (two)@|@elpet'eg@
@young female private parts@|@ess'ag@
@young man@|@cun'erar(ar)@
@young seagull at first season flight@|@ciwissaar(ar)@
@young shrew@|@casrauksugar@
@young unmarried person@|@ayagyuar@
@young unmarried woman@|@nevviarcar@
@younger sibling@|@uyurer@
@Yukon River@|@Kuigpag@
@zipper@|@sipar@

