@English@|@Irish Gaelic@
@overcrowded@|@róphlódaithe@
@overdo@|@téigh thar fóir le@
@overdose@|@ródháileog@
@overdraft@|@rótharraingt@
@overdue@|@mall@
@overestimate@|@déan meastachán@
@overflow@|@sceith@
@overgrown@|@mothrach@
@overhaul@|@cóirigh@
@overhead@|@thuas@
@overhear@|@cluin@
@overjoyed@|@ríméad@
@overkill@|@barraíocht@
@overland@|@thar tír@
@overlap@|@téigh thar a chéile@
@overleaf@|@thall an taobh eile@
@overload@|@anluchtaigh@
@overlook@|@féach síos ar@
@overnight@|@thar oíche@
@overpower@|@cloígh@
@overrate@|@cuir luach rómhór ar@
@overrule@|@cuir ar neamhní@
@overrun@|@gabh de ruathar@
@overseas@|@thar lear@
@overshadow@|@bain an barr de@
@oversight@|@dearmad faillí@
@overstep@|@dúl thar an cheasaí le rud@
@overt@|@follasach@
@overtake@|@téigh thar@
@overthrow@|@bris@
@overtime@|@ragobair@
@overtone@|@seachbhrí@
@overture@|@réamhcheol@
@overturn@|@iompaigh@
@overweight@|@ramhar@
@overwhelm@|@cloígh treascair@
@overwork@|@barraíocht@
@owe@|@tá £10 aici orm@
@owl@|@ulchabhán@
@own@|@féin, is liomsa an leabhar@
@ox@|@damh@
@oxtail@|@anraith@
@oxygen@|@ocsaigin@
@oyster@|@oisre@
@ozone layer@|@brat ózóin@
@pa@|@daid@
@pace@|@coiscéim@
@Pacific@|@An tAigéan Ciúin@
@pack@|@paca@
@package@|@pacáiste@
@package tour@|@turas láneagraithe@
@packed lunch@|@lón pacáilte@
@packing case@|@cás pacála@
@pact@|@comphaontú@
@pad@|@ceap@
@paddle@|@céasla@
@paddle steamer@|@galtán rotha@
@paddling pool@|@linn lapadaíola@
@paddock@|@banrach@
@paddy field@|@gort ríse@
@padlock@|@glas fraincín@
@paediatrics@|@péidiatraic@
@pagan@|@págánach@
@page@|@leathanach@
@pageant@|@tóstal@
@pager@|@glaothán@
@pages@|@leathanaigh@
@paid@|@íoctha@
@pail@|@stópa@
@pain@|@pian, tinneas@
@painkiller@|@pianmhúchán@
@painless@|@gan phian@
@painstaking@|@dícheallach@
@paint@|@péint@
@pair@|@péire@
@pajamas@|@pitséamaí@
@Pakistan@|@An Phacastáin@
@pal@|@comrádaí@
@palace@|@pálás@
@palatable@|@dea-bhlasta@
@palate@|@carball@
@pale@|@mílítheach@
@Palestine@|@An Phalaistín@
@palette@|@spadalán@
@pall@|@púir@
@pallid@|@mílítheach@
@palm@|@bos@
@Palm Sunday@|@Domhnach na Pailme@
@palpable@|@inbhraite@
@paltry@|@scallta@
@pamper@|@peata a dhéanamh de dhuine@
@pamphlet@|@paimfléad@
@pan@|@scilléad@
@pancake@|@pancóg@
@panda@|@panda@
@pane@|@pána@
@panel@|@painéal@
@pang@|@daigh@
@panic@|@scaoll@
@panic stricken@|@faoi scaoll@
@pansy@|@goirmín@
@pant@|@cnead@
@panther@|@pantar@
@panties@|@brístín@
@pantihose@|@riteoga@
@pantomime@|@geamaireacht@
@pantry@|@pantrach@
@paper@|@páipéar@
@paper bag@|@mála páipéir@
@paper clip@|@fáiscín páipéir@
@paper hankie@|@ciarsúr páipéir@
@paperback@|@bogchlúdach@
@paperweight@|@tromán páipéir@
@paperwork@|@obair pháipéir@
@par@|@cothrom@
@parable@|@fáthscéal@
@parachute@|@paraisiút@
@parade@|@paráid@
@paradise@|@parthas@
@paradox@|@paradacsa@
@paraffin@|@pairifín@
@paragon@|@eiseamláir@
@paragraph@|@paragraf@
@parallel@|@comhthreomhar@
@paralysis@|@pairilis@
@paramilitary@|@paraimíleatach@
@paramount@|@barrthábhachtach@
@paranoid@|@paranóiach@
@paraphernalia@|@giuirléidí@
@parasol@|@parasól@
@paratrooper@|@paratrúipéir@
@parcel@|@beart, beart@
@parched@|@spallta, spalptha@
@pardon@|@pardún@
@parent@|@tuismitheoir@
@parents@|@muintir@
@Paris@|@Páras@
@parish@|@paróiste@
@park@|@páirc, páirc@
@parking lot@|@carrchlós@
@parking meter@|@méadar páirceála@
@parking ticket@|@ticéad páirceála@
@parlance@|@béarlagair@
@parliament@|@parlaimint@
@parlour@|@seomra suí@
@parochial@|@cúng@
@parody@|@scigaithris@
@parole@|@ar parúl@
@parrot@|@pearóid@
@parry@|@seachain@
@parsley@|@peirsil@
@parsnip@|@meacan bán@
@parson@|@ministir@
@part@|@cuid@
@part exchange@|@leathmhalairt@
@part time@|@páirtaimseartha@
@partake@|@bheith rannpháirteach i rud@
@partial@|@leath neamhiomlán@
@participate@|@bheith páirteach@
@participle@|@rangabháil@
@particle@|@cáithnín@
@particular@|@áirithe@
@parting@|@scaradh@
@partisan@|@páirtíneach@
@partition@|@spiara@
@partly@|@breac@
@partner@|@páirtí@
@party@|@páirtí@
@party dress@|@gúna cóisire@
@party line@|@líne bpáirt@
@pass@|@téigh thar@
@passage@|@pasáiste@
@passbook@|@pasleabhar@
@passenger@|@paisinéir@
@passer by@|@duine ag dul an bealach@
@passing place@|@áit scoite@
@passion@|@paisean@
@passive@|@síochánta@
@passive smoking@|@caitheamh éighníomhach@
@Passover@|@Cáisc na nGiúdach@
@passport@|@pas@
@passport control@|@rialú na bpas@
@password@|@focal faire@
@past@|@thar@
@pasta@|@pasta@
@paste@|@taos@
@pasteurized@|@paistéartha@
@pastille@|@paistil@
@pastime@|@caitheamh aimsire@
@pastry@|@taosrán@
@pasturage@|@innilt@
@pasture@|@féarach@
@pasty@|@pastae@
@pat@|@síoc@
@patch@|@paiste@
@pate@|@páté@
@patent@|@paitinn@
@patent leather@|@snasleathar@
@paternal@|@athartha@
@path@|@cosán@
@pathetic@|@truamhéalach@
@pathological@|@paiteolaíoch@
@pathos@|@truamhéala@
@pathway@|@cosán@
@patience@|@foighne@
@patient@|@othar, paiteanta@
@patio@|@lochtán@
@patomine@|@geamaireacht@
@patriotic@|@tírghrách@
@patrol@|@patról@
@patrol car@|@patrólcharr@
@patrolman@|@garda póilín@
@patron@|@pátrún@
@patronize@|@déan pátrúnacht ar@
@patter@|@clagarnach@
@pattern@|@patrún@
@paunch@|@maróg@
@pauper@|@bochtán@
@pause@|@sos@
@pave@|@pábháil@
@pavement@|@cosán@
@paving stone@|@cloch phábhála@
@paw@|@lapa@
@pawn@|@ceithearnach@
@pawnbroker@|@geallearbóir@
@pawnshop@|@siopa geallearbóra@
@pay@|@íoc, pá@
@pay envelope@|@fáltas pá@
@pay phone@|@táillefón@
@payee@|@íocaí@
@payment@|@íoc@
@payroll@|@párolla@
@pea@|@pis@
@peace@|@síocháin, siochán@
@peach@|@péitseog@
@peacock@|@péacóg@
@peak@|@binn, mullach@
@peak hours@|@buaicuaireanta@
@peal@|@cling@
@peanut@|@pis talún@
@pear@|@piorra@
@pearl@|@péarla@
@peas@|@pis@
@peasant@|@tuathánach@
@peat@|@móin@
@pebble@|@méaróg@
@peck@|@gob@
@peculiar@|@corr@
@pedal@|@troitheán@
@pedantic@|@saoithíneach@
@peddler@|@díoltóir@
@pedestal@|@seastán@
@pedestrian@|@coisí@
@pedestrian crossing@|@trasrian coisithe@
@pedigree@|@ginealach@
@pee@|@mún@
@peek@|@bheith ag gilúcaíocht@
@peel@|@craiceann@
@peep@|@spléachadh@
@peephole@|@poll amhairc@
@peer@|@tiarna@
@peerage@|@uasaicme@
@peeved@|@bhí múisiam air@
@peg@|@pionna@
@Pekin(g)ese@|@péicíneach@
@pelican@|@peileacán@
@pelican crossing@|@triasrian@
@pellet@|@millín@
@pelt@|@duine a rúscadh le clocha@
@pelvis@|@peilbheas@
@pen@|@peann@
@pen name@|@ainm cleite@
@penal@|@peannaideach@
@penalty@|@pionós@
@penance@|@aithrí@
@pencil@|@peann luaidhe@
@pencil case@|@cás luaidhe@
@pencil sharpener@|@bioróir@
@pendant@|@siogairlín@
@pending@|@ag feitheamh le@
@pendulum@|@luascadán@
@penfriend@|@cara pinn@
@penguin@|@piongain@
@penicillin@|@peinicillin@
@peninsula@|@glasoileán, leithinis@
@penis@|@péineas@
@penitentiary@|@príosún@
@penknife@|@scian phóca@
@penniless@|@ar phócaí@
@penny@|@pingin@
@pension@|@pinsean@
@pension fund@|@ciste pinsin@
@pent up@|@srianta@
@Pentecost@|@An Chincís@
@penthouse@|@díonteach@
@penultimate@|@leathdhéanach@
@people@|@aos, daoine@
@pep@|@brí@
@pepper@|@piobar@
@peppermint@|@milseán@
@peptalk@|@focal misnigh@
@per@|@de réir@
@per capita@|@an duine@
@per cent@|@faoin gcéad@
@perceive@|@airigh@
@percentage@|@céatadán@
@perception@|@aireachtáil@
@perch@|@fara@
@percolator@|@síothlán@
@perfect@|@foirfe@
@perform@|@comhlíon@
@perfume@|@cumhrán@
@perfunctory@|@neamhaireach@
@perhaps@|@b’fhéidir@
@peril@|@guais@
@perimeter@|@imlíne@
@period@|@tréimhse@
@period of time@|@tréimhse@
@periodical@|@tréimhseachán@
@peripheral@|@forimeallach@
@perish@|@éag@
@perjury@|@mionnú@
@perk up@|@bíog@
@perm@|@buantonn@
@permanent@|@buan@
@permeate@|@leath ar fud@
@permission@|@cead@
@perpendicular@|@ingearach@
@perplex@|@mearaigh@
@persecute@|@céas@
@persevere@|@coinneáil ort@
@persist@|@coinneáil le duine@
@person@|@duine@
@personal assistant@|@cúntóir pearsanta@
@personal column@|@colún pearsanta@
@personal computer@|@ríomhaire pearsanta@
@personal stereo@|@steirió pearsanta@
@personnel@|@foireann@
@perspective@|@peirspictíocht@
@Perspex@|@peirspéacs@
@perspicacity@|@grinneas@
@perspiration@|@allas@
@pertaining@|@a bhaineann le@
@peruse@|@grinnléigh@
@pervade@|@leath ar fud@
@perverse@|@saobh@
@pervert@|@saofóir@
@pessimist@|@duarcán@
@pest@|@plá@
@pester@|@cráigh@
@pet@|@peata@
@petal@|@peiteal@
@peter out@|@dul i léig@
@petite@|@beag@
@petition@|@achainí@
@petrified@|@stiúghta le heagla@
@petrol@|@peitreal@
@petrol can@|@canna peitril@
@petrol pump@|@caidéal peitril@
@petrol station@|@stáisiún peitril@
@petrol tank@|@umar peitril@
@petroleum@|@peitrilliam@
@petticoat@|@fo-ghúna@
@petty@|@suarach@
@petty cash@|@mionairgead@
@petty officer@|@mionoifigeach@
@petulant@|@cantalach@
@pew@|@suíochán@
@pewter@|@péatar@
@phantom@|@taibhse@
@pharmacy@|@cógaslann@
@pheasant@|@piasún@
@phenomenon@|@feiniméan@
@philosophy@|@fealsúnacht@
@phobia@|@fóibe@
@phone@|@fón, telefón@
@phone book@|@leabhar gutháin@
@phone box@|@bosca gutháin@
@phone call@|@scairt ghutháin@
@phone in@|@clár fónála istach@
@phonecard@|@cárta gutháin@
@phonetics@|@foghraíocht@
@phoney@|@bréagach@
@photo@|@grianghraf@
@photocopier@|@fótachóipire@
@photographer@|@grianghrafadóir@
@phrase@|@abairt@
@phrase book@|@leabhar ráite@
@physical@|@fisiceach@
@physical education@|@corpoideachas@
@physician@|@lia dochtúir@
@physicist@|@fisiceoir@
@physics@|@fisic@
@physiotherapy@|@fisiteiripe@
@physique@|@déanamh coirp@
@pianist@|@pianódóir@
@piano@|@pianó@
@pick@|@piocóid@
@pick up@|@truiclín@
@picket@|@picéad@
@pickle@|@picilí@
@pickpocket@|@peasghadaí@
@picnic@|@picnic@
@picture@|@pictiúr@
@picture book@|@leabhar pictiúr@
@picturesque@|@pictiúrtha@
@pie@|@pióg@
@pie chart@|@píchairt@
@piece@|@píosa@
@piecemeal@|@de réir a chéile@
@piecework@|@tascobair@
@pier@|@cé, céibh@
@pig@|@muc, muc@
@pigeon@|@colúr@
@pigeonhole@|@clóiséidín@
@piggy bank@|@bosca coigilte@
@piglet@|@banbh@
@pigskin@|@craiceann muice@
@pigsty@|@cró muc@
@pigtaile@|@trilseán@
@pike (fish)@|@liús@
@pilchard@|@pilséar@
@pile@|@carn@
@pile up@|@dul i mullach a chéile@
@pilfering@|@mionghadaíocht@
@pilgrim@|@oilithreach@
@pill@|@piollaire@
@pillage@|@creach, slad@
@pillar@|@colún@
@pillar box@|@bosca litreacha@
@pillion@|@bheith ag marcaíocht ar cúla@
@pillow@|@piliúr@
@pillowcase@|@clúdach piliúr@
@pilot@|@píolóta@
@pilot light@|@solas treorach@
@pimp@|@fostaitheoir@
@pimple@|@goirín@
@pin@|@biorán@
@PIN (number)@|@Uimhir aitheantais Phearsanta@
@pinafore@|@pilirín@
@pinball@|@cluiche mionbháil@
@pincers@|@greamaire@
@pinch@|@liomóg@
@pincushion@|@pioncás@
@pine@|@péine@
@pineapple@|@anann@
@pinecone@|@buaircín péine@
@ping@|@cling@
@ping pong@|@leadóg bhoird@
@pink@|@bándearg@
@pinpoint@|@aimsigh@
@pint@|@pionta@
@pioneer@|@ceannródaí@
@pious@|@cráifeach@
@pip@|@síol@
@pipe@|@píopa@
@pipe cleaner@|@glantóir píopa@
@pipe dream@|@speabhraidí@
@pipeline@|@píblíne@
@piper@|@píobaire@
@piping@|@dearg te@
@pique@|@stainc@
@pirate@|@foghlaí@
@Pisces@|@Na hÉisc@
@piss@|@mún@
@piss off@|@bain as@
@pissed@|@ar deargmheisce@
@pistol@|@piostal@
@piston@|@loine@
@pitch@|@airde@
@pitch black@|@dubh dorcha@
@pitched battle@|@cogadh dearg@
@piteous@|@truacánta@
@pitfall@|@gaiste@
@pith@|@fochraiceann@
@pithy@|@gonta@
@pittance@|@tuarastal@
@pity@|@trua@
@pixel@|@pixel@
@pizza@|@pizza@
@placard@|@fógra@
@placate@|@suaimhnigh@
@place@|@áit, áit@
@plague@|@plá@
@plaice@|@leathóg@
@plaid@|@breacán@
@plain@|@d’aon dath, máigh@
@plain chocolate@|@seacláid phléineáilte@
@plain clothes@|@i ngnáthéadach@
@plait@|@trilseán@
@plan@|@plean@
@plane@|@eitleán@
@planet@|@pláinéad@
@plank@|@planc@
@planning permission@|@cead pleanála@
@plant@|@planda@
@plantiff@|@éilitheoir@
@plaster@|@plástar@
@plastic@|@plaisteach@
@plastic bag@|@mála plaisteach@
@plastic surgery@|@máinliacht athdheilbhithe@
@Plasticine@|@marla@
@plate@|@pláta@
@plate glass@|@plátghloine@
@plateau@|@ardchlár@
@platform@|@ardán@
@platinum@|@platanam@
@platter@|@trinsiúr@
@plausible@|@inchreidte@
@play@|@dráma, imir@
@play off@|@cluiche cáilithe@
@playboy@|@buachaill báire@
@player@|@imreoir@
@playground@|@clós scoile@
@playgroup@|@naíolann@
@playing card@|@cárta imeartha@
@playing field@|@páirc imeartha@
@playmate@|@comrádaí@
@playpen@|@cruib shúgartha@
@plaything@|@áilleagán@
@playtime@|@am spraoi@
@playwright@|@drámadóir@
@plea@|@achainí@
@plead@|@pléadáil@
@pleasant@|@pléisiúrtha@
@please@|@le do thoil@
@pleases@|@taitníonn le@
@pleasure@|@pléisiúr@
@pleasure boat@|@bád pléisiúr@
@pleat@|@filleadh@
@pledge@|@geall, geall@
@plenty@|@flúirse, go leor@
@pliable@|@solúbtha@
@pliers@|@greamaire@
@plight@|@cor anchoai@
@plimsolls@|@bróga lúthchleasaíochta@
@plinth@|@plionta@
@plod@|@fairsigh@
@plonk@|@fíon@
@plot@|@comhcheilg@
@plough@|@céachta@
@ploy@|@cleas@
@pluck@|@pioc@
@plug@|@plocóid@
@plum@|@pluma@
@plumb@|@tomhais doimhneacht@
@plummet@|@tit go tobann@
@plump@|@ramhar@
@plunder@|@creach, creach@
@plundering@|@foghail@
@plunge@|@tumadh@
@pluperfect@|@ollfhoirfe@
@plural@|@iolra@
@plus@|@plus@
@plush@|@sóúil@
@ply@|@cleacht@
@plywood@|@sraithadhmad@
@pneumatic drill@|@druilire aeroibrithe@
@pneumonia@|@niúmóine@
@poach@|@scall@
@poached egg@|@ubh scallta@
@poacher@|@póitseálaí@
@pocket@|@póca, póca@
@pocket knife@|@scian phóca@
@pocket money@|@airgead póca@
@pocketbook@|@tiachóg@
@pod@|@cochall@
@podgy@|@beathaithe@
@podiatrist@|@coslia@
@poem@|@dán@
@poet@|@file@
@poetry@|@filíocht@
@poignant@|@coscrach@
@point@|@pointe, rinn, scoth@
@point blank@|@glan@
@point of view@|@dearcadh@
@pointer@|@snáthaid@
@pointless@|@gan tairbhe@
@poise@|@neamhchorrabhuais@
@poison@|@nimh, nimh@
@poke@|@rúisc@
@Poland@|@An Pholainn@
@polar@|@polach@
@polar bear@|@béar bán@
@pole@|@cuaille@
@Pole@|@Polannach@
@pole bean@|@pónaire cuaille@
@pole vault@|@léim chuaille@
@police@|@póilíní@
@police car@|@carr póilíní@
@police station@|@stáisiún bpóilíní@
@police woman@|@banphóilín@
@policeman@|@Garda, póilín@
@policy@|@polasaí@
@polio@|@polaimiailíteas@
@polish@|@snas@
@polite@|@múinte@
@politics@|@an pholaitíocht@
@poll@|@vótáil@
@pollen@|@pailin@
@polling day@|@lá vótála@
@pollution@|@truailliú@
@polo@|@póló@
@polo shirt@|@léine phóló@
@poltergeist@|@taibhse thorainn@
@polytechnic@|@coláiste polaiteicnice@
@polythene@|@polaitéin@
@pomegranate@|@pomagránait@
@pomp@|@mustar@
@pond@|@linn@
@ponder@|@meabhraigh@
@pong@|@bréantas@
@pony@|@pónaí@
@pony trekking@|@fálróid ar chapaillíní@
@ponytail@|@eireaball capaill@
@poodle@|@púdal@
@pool@|@slodán@
@poor@|@bocht, bocht@
@pop@|@popcheol@
@pope@|@pápa@
@poplar@|@poibleog@
@poppy@|@poipín@
@Popsicle@|@líreacán reoite@
@popular@|@coitianta@
@population@|@daonra pobal@
@porcelain@|@poirceallán@
@porch@|@póirse@
@porcupine@|@torcán@
@pore@|@piochán@
@pork@|@muiceoil@
@pornography@|@pornagrafaíocht@
@porpoise@|@muc mhara@
@porridge@|@brachán leite@
@port@|@port@
@porter@|@póirtéir@
@porter (beer)@|@leann dubh@
@portfolio@|@mála cáipéise@
@porthole@|@sliospholl@
@portion@|@roinn@
@portly@|@toirtiúil@
@portrait@|@portráid@
@Portugal@|@An Phortaingéil@
@pose@|@gothaí@
@posh@|@galánta@
@position@|@áit@
@positive@|@dearfach@
@posse@|@drong@
@possess@|@rud a bheith agat@
@possession@|@seilbh@
@possibility@|@féidearthacht@
@possible@|@is féidir go@
@post@|@an post@
@post office@|@oifig an phoist@
@post office box@|@bosca postoifige@
@postage@|@postas@
@postal order@|@ordú poist@
@postbox@|@bosca litreach@
@postcard@|@cárta phoist, cárta poist@
@postcode@|@cód poist@
@poster@|@póstaer@
@postgraduate@|@iarchéimí@
@posthumous@|@iarbháis@
@postman@|@fear an phoist, fear poist@
@postmark@|@postmharc@
@postmortem@|@scrúdú iarbháis@
@postpone@|@cuir ar athlá@
@posture@|@staidiúir@
@postwar@|@iarchogaidh@
@posy@|@pósae@
@pot@|@pota@
@potato@|@práta@
@potato peeler@|@scamhóir@
@poteen@|@poitín@
@potent@|@cumhachtach@
@potential@|@ábhar dochtúra@
@pothole@|@linntreog@
@potholing@|@uaimheadóireacht@
@potluck@|@dul sa seans@
@potted@|@i bpotáin@
@potter@|@potaire@
@pottery@|@potaireacht@
@potty@|@ar mire@
@pouch@|@póca@
@poultry@|@éanlaith@
@pounce on@|@léim ar@
@pound@|@punt, púnt@
@pour@|@doirt@
@pout@|@pus@
@poverty@|@bochtaineacht@
@poverty stricken@|@dealúsach@
@powder@|@púdar@
@powder puff@|@clúimhín púdair@
@powder room@|@leithreas na mban@
@powdered milk@|@bainne púdrach@
@power@|@cumhacht@
@power compact@|@boiscín púdair@
@power cut@|@gearradh cumhachta@
@power failure@|@cliseadh cumhachta@
@power point@|@pointe cumhachta@
@power station@|@stáisiún cumhachta@
@powerless@|@neamhchumhachtach@
@practical@|@praiticiúil@
@practical joke@|@cleas bob@
@practice@|@cleachtadh, cleachtadh@
@practitioner@|@cleachtóir@
@prairies@|@féarthailte@
@praise@|@moladh@
@praiseworthy@|@inmholta@
@pram@|@pram@
@prance@|@pramsáil@
@prank@|@cleas@
@prawn@|@cloicheán@
@pray@|@guigh@
@prayer@|@paidir@
@preach@|@tabhair seanmóir@
@precaution@|@réamhchúram@
@precede@|@téigh roimh@
@precinct@|@ceantar@
@precious@|@luachmhar@
@precipitate@|@brostaigh@
@precise@|@beacht@
@preclude@|@coisc@
@precocious@|@seanchríonna@
@precondition@|@réamhchoinníoll@
@predecessor@|@réamhtheachtaí@
@predicament@|@cruachás@
@predict@|@réamhaithris@
@predominantly@|@go mór mór@
@preempt@|@réamhcheannaigh@
@preen@|@pioc@
@prefab@|@réamhdhéantán@
@preface@|@réamhrá@
@prefect@|@maor@
@prefer@|@is fearr liom@
@prefix@|@réimír@
@pregnant@|@torrach@
@prehistoric@|@réamhstairiúil@
@prejudice@|@réamhchlaonadh@
@premarital@|@réamhphósta@
@premature@|@anabaí@
@premier@|@príomha@
@premise@|@réamhleagan@
@premium@|@préimh@
@premium bond@|@banna bisigh@
@premonition@|@mana@
@preoccupied@|@gafa@
@prepaid@|@réamhíochta@
@preparation@|@ullmhúchán@
@preparatory college@|@coláiste ullmhúcháin@
@prepare@|@ullmhaigh, ullmhaigh@
@preposition@|@réamhfhocal@
@preposterous@|@míréasúnta@
@prerequisite@|@réamhriachtanas@
@prescribe@|@ordaigh@
@prescription@|@oideas@
@presence@|@láithreacht@
@present day@|@comhaimseartha@
@presenter@|@láithreoir@
@preservative@|@leasaitheach@
@president@|@uachtarán@
@press@|@preas@
@press conference@|@preasagallamh@
@pressure@|@brú@
@pressure cooker@|@bruthaire brú@
@pressure gauge@|@brúthomhsaire@
@pressure group@|@brúghrúpa@
@prestige@|@gradam@
@presume@|@síl@
@pretence@|@cur i gcéill@
@pretext@|@leithscéal@
@pretty@|@gleoite deas@
@prevail@|@buaigh ar@
@prevent@|@coisc@
@preview@|@réamhthaispeántas@
@previous@|@roimh ré@
@prewar@|@réamhchogaidh@
@prey@|@seilg@
@price@|@praghas@
@price list@|@praghasliosta@
@priceless@|@domheasta@
@prick@|@priocadh@
@prickle@|@dealg@
@pride@|@uabhar@
@priest@|@sagart@
@priesthood@|@sagartacht@
@prim@|@deismíneach@
@primary@|@príomha@
@primary school@|@bunscoil@
@prime@|@bun@
@prime minister@|@taoiseach@
@Prime Minister@|@Príomh-Aire@
@primeval@|@cianaosta@
@primitive@|@seanársa@
@primrose@|@sabhaircín@
@primus@|@sorn@
@prince@|@prionsa@
@princess@|@banphrionsa@
@principal@|@príomh@
@print@|@lorg@
@print out@|@aisphrionta@
@printed matter@|@ábhar clóite@
@printer@|@clódóir@
@prior@|@roimh ré@
@priority@|@tosaíocht@
@prise@|@oscail le luamhán@
@prison@|@príosún, príosún@
@prisoner@|@príosúnach@
@pristine@|@gan teimheal@
@privacy@|@príobháid@
@private@|@príobháideach@
@private enterprise@|@fiontar príobháideach@
@private eye@|@bleachtaire príobháideach@
@private property@|@maoin phríobháideach@
@privet@|@príbhéad@
@privilege@|@pribhléid@
@privy@|@rún ruda a bheith agat@
@prize@|@duais, duais@
@prize giving@|@bronnadh duaiseanna@
@prizewinner@|@duaiseoir@
@pro@|@gairmí@
@probability@|@dóchúlacht@
@probable@|@dóchúil@
@probably@|@de réir dealraimh@
@probation@|@ar promhadh@
@probe@|@tóireadóir@
@problem@|@fadhb@
@procedure@|@nós imeachta@
@proceed@|@lean ort@
@process@|@próiseas@
@proclaim@|@fógair@
@procrastinate@|@moilleadóireacht a dhéanamh@
@procure@|@soláthair@
@prod@|@prioc@
@prodigal@|@drabhlásach@
@production line@|@líne tháirgeachta@
@productive@|@bisiúil@
@professor@|@ollamh@
@proficiency@|@oilteacht@
@profile@|@próifíl@
@profit@|@brabús@
@profound@|@domhain@
@profusely@|@go flúirseach@
@prognosis@|@prognóis@
@programme@|@clár, ríomhchlár@
@progress@|@dul chun cinn@
@prohibit@|@cros@
@project@|@scéim@
@prolong@|@fadaigh@
@promenade@|@promanád@
@promenade concert@|@ceolchoirm phromanáid@
@prominent@|@sustasach@
@promiscuous@|@ilchaidreamhach@
@promise@|@gealltanas@
@promote@|@tabhair ardú@
@promoter@|@tionscnóir@
@prompt@|@pras@
@prone@|@béal faoi@
@prong@|@beangán@
@pronoun@|@forainm@
@pronounce@|@fuaimnigh@
@pronunciation@|@fuaimniú@
@proof@|@cruthú@
@prop@|@taca@
@propaganda@|@bolscaireacht@
@propel@|@tiomáin@
@propeller@|@lián@
@propensity@|@claonadh@
@proper@|@cóir@
@proper noun@|@ainm dílis@
@property@|@sealúchas@
@prophecy@|@tairngreacht@
@prophesy@|@tairngir@
@prophet@|@fáidh@
@proportion@|@comhréir@
@proposal@|@moladh@
@proposition@|@moladh tairiscint@
@propriety@|@oiriúnacht@
@pros and cons@|@an dá thaobh@
@prose@|@prós@
@prosecute@|@ionchúisigh@
@prospect@|@ionchas@
@prosperity@|@rath, rathúnas@
@prostitute@|@striapach@
@protect@|@cosain@
@protein@|@próitéin@
@protest@|@agóid@
@Protestant@|@Protastúnach@
@protester@|@agóideoir@
@protracted@|@fada@
@protrude@|@gob@
@proud@|@bródúil@
@prove@|@cruthaigh@
@proverb@|@seanfhocal@
@provide@|@soláthair@
@province@|@cúige@
@provision@|@soláthar@
@proviso@|@coinníoll@
@provoke@|@saighid@
@prow@|@srón@
@prowl@|@bheith ag smúrthacht thart@
