@English@|@Czech@
@out-of-pocket@|@placený z vlastní kapsy@
@out-of-the-way@|@odlehlý, zapadlý, zastrčený@
@outpace@|@předstihnout@
@outpatient@|@ambulantní pacient@
@outperform@|@překonat@
@outplacement@|@uvedení zaměstnance do firmy@
@outplay@|@hrát lépe@
@outpost@|@pobočka, stanoviště, základna@
@outpouring@|@výlev@
@outpourings@|@citové výlevy@
@output@|@objem výroby, produkce, výkon, výroba@
@outputs@|@produkty, výstupy@
@outputting@|@produkující@
@outrage@|@pobouřit, urážka, znásilnit@
@outraged@|@pobouřený, rozhořčený@
@outrageous@|@hrubý, nemravný, ostudný, přehnaný, urážlivý@
@outrageously@|@ohavně, strašně@
@outran@|@předběhl, předstihl@
@outreach@|@přesáhnout@
@outrider@|@koňská eskorta, motocyklová eskorta@
@outrigger@|@krakorec, vahadlo@
@outright@|@otevřený, přímý, rovnou, upřímný@
@outrun@|@předběhnout, předstihnout@
@outs@|@odhaluje@
@outset@|@začátek@
@outshine@|@zastínit@
@outshone@|@zastínil@
@outside@|@mimo, ven, venku, vnější@
@outside of@|@vnější část@
@outside the theatre@|@před divadlem@
@outsider@|@outsider@
@outsiders@|@outsideři@
@outsize@|@nadměrně veliký, nadměrný, obrovský@
@outsized@|@nadměrně velký@
@outskirt@|@okraj@
@outskirts@|@okolí, předměstí@
@outsmart@|@přelstít, zvítězit chytrostí nad@
@outsold@|@prodával více než ostatní@
@outspend@|@utratit nad limit@
@outspoken@|@otevřený, upřímný@
@outspokenly@|@upřímně@
@outspokenness@|@upřímnost@
@outspread@|@roztažený@
@outstanding@|@vyjímečný, vynikající, výtečný@
@outstandingly@|@pozoruhodně, výborně@
@outstation@|@zapadákov@
@outstations@|@zapadákovy@
@outstay@|@zůstat příliš dlouho@
@outstretch@|@napnout, rozpřáhnout, roztáhnout@
@outstretched@|@natažený@
@outstrip@|@předčit@
@out-tray@|@box na dopisy k odeslání@
@out-turn@|@celková výroba, výtěžek@
@outvote@|@přehlasovat@
@outvoted@|@přehlasovaný@
@outward@|@vně, vnější@
@outwardly@|@navenek, zevně@
@outwards@|@navenek@
@outwear@|@přetrvat, setřít, smazat@
@outweigh@|@převážit, vyvážit, vyvažovat@
@outweighed@|@převážený@
@outweighs@|@převažuje@
@outwit@|@přechytračit, přelstít, vypalovat někomu rybník@
@outwith@|@vně@
@outwork@|@část opevnění@
@outworn@|@zastaralý@
@ova@|@ova, vajíčko@
@oval@|@ovál@
@ovarian@|@ovariální, vaječníkový@
@ovaries@|@vaječníky@
@ovary@|@ovarium, semeník, vaječník@
@ovation@|@ovace@
@oven@|@pec, trouba@
@oven glove@|@chňapka@
@ovenproof@|@žáruvzdorný@
@oven-ready food@|@polotovar@
@ovens@|@trouby@
@over@|@lomeno, nad, po, přes, příliš, skončit, víc než@
@over here@|@sem@
@over the edge@|@přes okraj@
@over there@|@tamhle@
@overabundance@|@nadbytek, více než nadbytek@
@over-abundance@|@nadbytek@
@overact@|@přehánět, přehrát např. roli, přehrát@
@overacting@|@hraní v afektu@
@overactive@|@nadměrně činný@
@overage@|@nad věkovou hranicí@
@overaggressive@|@přehnaně agresivní@
@overall@|@celkový@
@overalls@|@montérky@
@overambitious@|@přehnaně ctižádostivý@
@overanxious@|@přehnaně úzkostlivý@
@overate@|@přecenit se@
@overawe@|@zastrašit@
@overbalance@|@převážit@
@overbear@|@přemoci, zdolat@
@overbearing@|@arogantní, drzý, nejdůležitější, nejhlavnější, neomalený, osobitý, panovačný, převažující, zpupný@
@overbid@|@přeplatit@
@overblown@|@příliš nafouknutý, zveličený@
@overboard@|@přes palubu@
@overbore@|@přemohl, zdolal@
@overborne@|@vyvyšovat se@
@overbuild@|@příliš stavět, zastavět@
@overburden@|@přetížit@
@overbuy@|@nadměrně nakupovat@
@overcame@|@overcome/overcame/overcome, překonal@
@overcapacity@|@zbytečně velká kapacita@
@overcast@|@zataženo@
@overcautious@|@opatrnický@
@overcharge@|@předražit@
@overcharging@|@předražování@
@overcoat@|@zimník@
@overcome@|@odolat, odolávat, overcome/overcame/overcome, překonat, překonávat@
@overcomes@|@překoná@
@overcoming@|@překonání@
@overcompensate@|@překompenzovat@
@overcomplexity@|@přílišná složitost@
@overconfidence@|@přílišná důvěra@
@overconfident@|@příliš sebejistý@
@overcook@|@převařit, rozvařit@
@overcritical@|@příliš kritický@
@overcrowd@|@přecpat@
@overcrowded@|@přeplněný@
@overcrowding@|@přelidnění@
@overdid@|@overdo/overdid/overdone, přehnal@
@overdo@|@overdo/overdid/overdone, přehánět, přehnat@
@overdo it@|@přehnat to@
@overdone@|@overdo/overdid/overdone, přehnaný, převařený@
@overdose@|@předávkování@
@overdraft@|@přečerpání@
@overdraw@|@přečerpat, překreslit, překročit@
@overdrawn@|@přečerpaný@
@overdress@|@fintit se@
@overdrive@|@rychloběh@
@overdue@|@nezaplacený, promlčený@
@overeat@|@přejídat se, přejíst se@
@over-emotional@|@příliš citový@
@overemphasis@|@přílišný důraz@
@overemphasise@|@příliš zdůrazňovat@
@overemphasize@|@klást příliš velký důraz, příliš zdůrazňovat@
@overenthusiastic@|@příliš nadšený@
@overestimate@|@nadhodnotit, přecenit, přeceňovat@
@overestimated@|@nadhodnocený@
@overestimation@|@nadhodnocení@
@overexcite@|@nadmíru vzrušit, předráždit@
@overexcited@|@přebuzený@
@overexert@|@přepínat se@
@overexertion@|@přepínání, přílišná námaha@
@overexpose@|@přeexponovat@
@overexposure@|@přeexponování, přeexpozice@
@overfed@|@překrmený@
@overfeed@|@přecpávat, překrmit, překrmovat@
@overfill@|@přeplnit@
@over-filled@|@přeplněný@
@overflow@|@přeplnění, přetečení, přetékat@
@overflowed@|@přeplněný@
@overflowing@|@přelévání, přelití, přeplnění, přetečení, přetékání@
@overflown@|@přeletěl@
@overflows@|@přetéká@
@overfly@|@přeletět@
@overfull@|@přeplněný@
@over-full@|@přeplněný@
@overgeneralize@|@příliš zobecnit@
@overgraze@|@vypást@
@overgrew@|@přerostl@
@overground@|@nadzemní, povrchový, pozemní@
@overgrow@|@přerůst@
@overgrown@|@přerostlý@
@overgrowth@|@nadměrný růst@
@overhand@|@držený shora, shora, vrchní@
@overhang@|@přesahovat, převis@
@overhaul@|@generálka, generální oprava, prohlédnout, přepracování, přepracovat, přezkoušení, renovace, revidovat, vyšetření@
@overhauled@|@přepracovaný@
@overhead@|@horní, nad hlavou, nadzemní, nástropní, režie, režijní, stropní, visutý, vrchní@
@overheads@|@režie, režijní náklady@
@overhear@|@zaslechnout@
@overheard@|@zaslechl, zaslechnutý@
@overheat@|@přehřát@
@overheated@|@přehřátý@
@overheating@|@přehřívání@
@overhung@|@přečnívající, přečníval, visel@
@overindulge@|@hýčkat, kazit, příliš hovět, příliš vyhovovat, rozmazlovat@
@overindulgence@|@přílišná shovívavost@
@overindulgent@|@příliš benevolentní@
@overjoy@|@uchvátit@
@overjoyed@|@rozradostněný@
@overkill@|@přemíra@
@overladen@|@přetížený@
@overlaid@|@pokrytý, překrytý@
@overlain@|@spočíval@
@overland@|@pozemní@
@Overland Park@|@město - USA@
@overlap@|@překrýt, překrytí, překrývat se@
@overlapping@|@přečnívající, překrytí, přesahování, přesahující@
@overlaps@|@pokrývá, přečnívá, překrývá, přesahy@
@overlarge@|@předimenzovaný@
@over-large@|@příliš velký@
@overlay@|@nátěr, pokrytí, potah, překrytí@
@overlaying@|@překrytí, překrývání@
@overleaf@|@na druhé straně@
@overlie@|@ležet na něčem, zalehnout@
@overload@|@přetížení, přetížit@
@overloaded@|@přetížený@
@overloading@|@přetížení@
@overlong@|@příliš dlouhý@
@overlook@|@nedbat, přehlédnout@
@overlooked@|@přehlédnutý@
@overlooking@|@přečnívající, přehlédnutí@
@overlord@|@suverén, vrchní pán@
@overly@|@moc, příliš, tuze@
@overmantel@|@ozdoba na krbové římse@
@overmaster@|@ovládnout@
@overmodest@|@příliš skromný@
@overmuch@|@příliš@
@overnight@|@celonoční, náhlý, noční, přes noc@
@overoptimistic@|@příliš optimistický@
@overpaid@|@přeplacený@
@overpass@|@nadjezd@
@overpay@|@přeplácet, přeplatit@
@overpayment@|@přeplatek@
@overplay@|@přehánět, přehrávat@
@overpopulate@|@přelidnit@
@overpopulation@|@přelidnění, přelidněnost@
@overpower@|@přemoci, zdolat@
@overpowered@|@přemohl@
@overpowering@|@neodolatelný@
@overpraise@|@přechválit@
@overpressure@|@přetlak@
@overprice@|@předražit@
@overpriced@|@předražený@
@overprint@|@přetisk@
@overprinted@|@přetištěný@
@overprinting@|@přetisk@
@overproduce@|@nadprodukovat@
@overproduction@|@nadprodukce, nadvýroba@
@over-production@|@nadvýroba@
@overran@|@zabraný, zamořený, zamořil, zaplavený, zaplavil@
@overrate@|@nadhodnotit, přecenit@
@overrated@|@nadhodnocený, přeceněný@
@overreach@|@přehánět@
@overreact@|@přehnaně reagovat@
@overreacting@|@přehnané reakce@
@overreaction@|@přehnaná reakce@
@overrefined@|@přejemnělý@
@overridden@|@potlačený@
@override@|@anulovat, potlačit, přejít na manuální ovládání, schvátit@
@overrides@|@potlačuje@
@overriding@|@hlavní, nezvratný, prvořadý, předefinování@
@overripe@|@přezrálý@
@overrode@|@potlačil@
@overrule@|@zamítnout@
@overruled@|@zamítnutý@
@overruling@|@zamítající@
@overrun@|@obsadit, zabrat@
@overs@|@kriketové směny@
@oversampling@|@převzorkování@
@oversaw@|@dohlížel, dohlížet@
@oversea@|@zámoří, zámořský@
@overseas@|@zámořský, zaoceánský@
@oversee@|@dohlížet@
@overseen@|@dohlížel@
@overseer@|@dozorce@
@oversensitive@|@přecitlivělý@
@oversensitiveness@|@přecitlivělost@
@oversensitivity@|@přecitlivělost@
@oversexed@|@posedlý sexem, přeerotizovaný@
@overshadow@|@zastínit@
@overshadowed@|@zastíněný@
@overshoe@|@galoše, přezůvka@
@overshoot@|@překročit@
@overshot@|@minul, přečerpal, překročil, přestřelil@
@oversight@|@přehlédnutí@
@oversimplification@|@přílišné zjednodušení@
@oversimplified@|@příliš zjednodušený@
@oversimplify@|@přílišně zjednodušovat@
@oversize@|@nadměrná velikost, nadměrný, nadnormální@
@oversized@|@nadměrný, nadnormální, přerostlý@
@oversleep@|@zaspat@
@overslept@|@zaspal@
@overspend@|@příliš utrácet@
@overspent@|@překročil rozpočet@
@overspill@|@přebytek, přelidnění@
@overspread@|@rozprostřít@
@overstate@|@přehánět@
@overstated@|@přehnaný, zveličený@
@overstatement@|@nadsázka, přehánění, zveličování@
@overstating@|@zveličování@
@overstay@|@překročit@
@overstep@|@překročit@
@overstepped@|@překročený, překročil@
@overstrain@|@přepětí@
@overstress@|@přepětí, vyzdvihovat@
@overstretch@|@přetáhnout@
@overstrung@|@vystresovaný@
@oversubscribe@|@objednat více než je nabízeno@
@oversubtle@|@velice jemný@
@oversupply@|@nadbytek, nadprodukce@
@overt@|@neskrývaný, netajený, otevřený, veřejný, zjevný@
@overtake@|@overtake/overtook/overtaken, předjet@
@overtaken@|@overtake/overtook/overtaken, předjetý, předstižený@
@overtaker@|@předjíždějící řidič, předjíždějící@
@overtaking@|@předjetí, předjíždění@
@overtax@|@nadměrně zatěžovat daněmi@
@over-the-counter@|@přepážkový@
@over-the-top@|@více než obvykle, více než se očekávalo@
@overthrew@|@svrhl@
@overthrow@|@svrhnout, svržení@
@overthrown@|@přemožený, zdolaný@
@overtime@|@přesčas, přesčasový@
@overtire@|@příliš unavit@
@overtly@|@neskrývaně, otevřeně, veřejně@
@overtness@|@zjevnost, zřetelnost@
@overtone@|@podtón@
@overtones@|@nádechy, náznaky@
@overtook@|@overtake/overtook/overtaken, předjel@
@overture@|@předehra@
@overtures@|@předehry@
@overturn@|@převrátit, zvrátit@
@overturned@|@převrácený@
@overuse@|@nadměrné využívání, přílišné využívání@
@overused@|@nadužíváno@
@overvalue@|@nadhodnotit, přecenit@
@overvalued@|@nadhodnotil, přeceněný, přecenil@
@overview@|@přehled@
@Overview@|@přehled@
@overweening@|@drzý, samolibý@
@overweight@|@nadváha@
@overwhelm@|@přemoci, uchvátit, zaplavit, zdolat, zdrtit@
@overwhelmed@|@ohromený, přemožený@
@overwhelming@|@drtivý, naprostý, ohromný, zdrcující@
@overwhelmingly@|@nesmírně, ohromně@
@overwinter@|@přezimovat@
@overwork@|@přepracování, přesčas@
@overworked@|@přepracovaný@
@overwrite@|@přepsat@
@overwrites@|@přepisuje@
@overwriting@|@přepisování@
@overwritten@|@přepsaný@
@overwrote@|@přepsal@
@overwrought@|@přepracovaný@
@overzealous@|@příliš horlivý@
@oviduct@|@vejcovod@
@oviparous@|@vejcorodý@
@ovoid@|@vejcovitý@
@ovular@|@týkající se vajíčka@
@ovulation@|@ovulace@
@ovule@|@vajíčko@
@ovum@|@vajíčko@
@ow@|@au@
@owe@|@dlužit, owe/owed/owed@
@owed@|@dlužil, owe/owed/owed, vlastněný@
@Owen@|@Owen@
@Owens@|@Owens@
@owes@|@dluží@
@owing@|@dlužen, dlužení, dlužit, dlužný@
@owl@|@sova, sýček, výr@
@owlet@|@sovička@
@owlish@|@soví@
@owls@|@sovy@
@own@|@vlastní, vlastnit@
@own up@|@doznat, přiznat se k@
@owned@|@vlastněný@
@owner@|@majitel, vlastník@
@owner-occupier@|@obyvatel vlastního domu@
@owners@|@majitelé, vlastníci@
@ownership@|@vlastnictví@
@owning@|@vlastnící@
@owns@|@vlastní@
@ox@|@tur, vůl@
@oxen@|@voli, volové@
@oxidase@|@oxidáza@
@oxidation@|@oxidace@
@oxidative@|@okysličující, oxidační@
@oxide@|@kysličník, oxid@
@oxides@|@oxidy@
@oxidise@|@okysličit, oxidovat@
@oxidised@|@okysličil, oxidoval@
@oxidize@|@okysličit, oxidovat@
@oxidized@|@okysličil, oxidoval@
@oxidizer@|@okysličovadlo@
@oxidizing@|@okysličování, okysličující, oxidační, oxidování@
@Oxnard@|@město - USA@
@oxtail@|@hovězí oháňka, oháňka@
@oxygen@|@kyslík@
@oxygen mask@|@kyslíková maska@
@oxygen tent@|@kyslíkový stan@
@oxygenate@|@okysličovat@
@oxygenated@|@okysličený@
@oxygenating@|@okysličování@
@oxygenation@|@okysličení, okysličování, oxygenace@
@oxymoron@|@oxymorón@
@oyster@|@ústřice@
@oystercatcher@|@druh ptáka@
@oysters@|@ústřice@
@Oz@|@Oz@
@Ozark@|@okres v USA@
@ozone@|@ozon, ozón@
@p@|@p@
@P@|@p@
@P & L@|@zisk a ztráta@
@p.T.@|@tělovýchova@
@P/L@|@zisk a ztráta@
@pa@|@taťka@
@Pa.@|@Pensylvánie@
@Pablo@|@Pablo@
@pablum@|@banalita@
@Pabst@|@Pabst@
@pabulum@|@jídlo, výživa@
@pace@|@chodit, kráčet, krok, tempo@
@pace car@|@bezpečnostní auto@
@paced@|@odkrokováno, zpracovaný@
@pacemaker@|@kardiostimulátor, kdo udává krok, kdo udává tempo, vodič, vůdce@
@paceman@|@kdo udává krok, rychlý nadhazovač@
@pacemen@|@ti co udávají krok@
@pacer@|@kdo krokuje, mimochodník@
@pacers@|@kdož krokují, mimochodníci@
@paces@|@kroky, tempa@
@pacesetter@|@kdo udává krok, kdo udává tempo, vůdce@
@pacey@|@mrštný@
@pachyderm@|@tlustokožec@
@pacific@|@mírumilovný, pokojný@
@Pacific@|@Pacific, Pacifický, Tichý oceán@
@Pacific Ocean@|@Tichý Oceán@
@Pacific Rim@|@Pacifické pobřeží, Pacifický zlom@
@pacifically@|@umírněně@
@pacification@|@pacifikace, sjednání míru, zklidnění@
@pacified@|@uklidněný@
@pacifier@|@cumel, dudlík, šidítko@
@pacifies@|@uklidnit@
@pacifism@|@pacifismus@
@pacifist@|@pacifista@
@pacifistic@|@pacifistický@
@pacify@|@uklidnit@
@pacing@|@uklidňování@
@pack@|@balík, svazek@
@pack a punch@|@udělit ránu@
@pack ice@|@pole ledových ker@
@package@|@balík@
@packaged@|@balené, balený, obalený@
@packager@|@balíkovač, osoba balící do balíků@
@packagers@|@osoby balící do balíků@
@packages@|@balíčky, balíky@
@packaging@|@balení@
@Packard@|@Packard@
@packed@|@zabalený@
@packer@|@balič, majitel konzervárny@
@packers@|@baliči@
@packet@|@balíček, balík@
@packet (small)@|@balíček@
@packet boat@|@poštovní loď@
@packets@|@balíčky, pakety@
@packhorse@|@nákladní kůň, soumar@
@packing@|@balení, sada@
@packing case@|@bedna@
@packing house@|@konzervárna@
@packinghouse@|@konzervárna@
@packs@|@balí, balíčky, bedny, smečky@
@packsaddle@|@soumarské sedlo@
@Packwood@|@Packwood@
@pact@|@dohoda, pakt, smlouva@
@pacts@|@dohody@
@pad@|@blok, pájecí ploška, podložka, vycpat, vycpávka@
@pad (writing)@|@blok@
@Padang@|@Padang@
@padded@|@čalouněný, podložený, polštářovaný, vycpaný@
@padding@|@vycpání, vycpávka@
@paddle@|@brouzdat, lopatka, pádlo@
@paddle boat@|@kolesový parník@
@paddle wheel@|@lopatkové kolo@
@paddle your own canoe@|@hleď si svého@
@paddles@|@pádla, pádluje@
@paddling@|@pádlování@
@paddock@|@ohrazené pastvisko@
@paddy@|@rýže neloupaná, vztek, zlost@
@padlock@|@visací zámek@
@padre@|@kaplan, kurát@
@pads@|@chrániče, podložky, polštářky, vložky, vycpávky@
@paean@|@hymnus, chvalozpěv, paján@
@paediatric@|@pediatrický@
@paediatrician@|@dětský lékař@
@paediatrics@|@dětské lékařství@
@paedophile@|@pedofil@
@paedophilia@|@pedofilie@
@paek@|@temeno@
@paella@|@španělské jídlo z rýže, španělské jídlo@
@paeony@|@pivoňka@
@pagan@|@neznaboh, pohan, pohanský@
@Paganini@|@Paganini@
@paganism@|@pohanství@
@pagans@|@pohané@
@page@|@list, očíslovat stránky, páže, strana, stránka, vyvolat jménem@
@page printer@|@stránková tiskárna@
@pageant@|@okázalost@
@pageantry@|@nádhera@
@pageants@|@scény@
@pageboy@|@poslíček, sluha, účes na páže@
@page-boy@|@páže@
@paged@|@stránkovaný@
@pageful@|@plná strana knihy@
@pager@|@pager@
@pages@|@stránky@
@paginate@|@stránkovat@
@paginated@|@stránkovaný@
@paginates@|@stránkuje@
@paginating@|@očíslovat stránky, stránkování@
@pagination@|@stránkování@
@paging@|@stránkování@
@Pago Pago@|@Pago Pago@
@pagoda@|@pagoda@
@paid@|@pay/paid/paid, placený, zaplaceno@
@paid-up@|@zaplacený předem@
@pail@|@kbelík, vědro@
@pailful@|@plné vědro@
@pain@|@bolest, bolet, zarmoutit, žal@
@Paine@|@Paine, Thomas Paine (1737-1809)@
@pained@|@dotčený@
@painful@|@bolavý, bolestivý, bolestný, namáhavý, obtížný, trapný@
@painfully@|@bolestivě@
@painfulness@|@bolestivost, obtíže@
@painkiller@|@lék tišící bolest@
@painkilling@|@utišující bolest@
@painless@|@bezbolestný@
@painlessly@|@bez námahy, bezbolestně@
@painlessness@|@bezbolesnost, bezbolestnost@
@pains@|@bolesti@
@painstaking@|@přičinlivý, usilovný@
@painstakingly@|@horlivě, pilně, snaživě@
@paint@|@barva, lak, líčidlo, líčit, malovat, nátěr, natírat, popisovat, vymalovat, zobrazit@
@paint a picture@|@namalovat obrázek@
@paint the town red@|@roztočit to, vyhodit si z kopýtka@
@paintbox@|@lakovací kabina, skříňka s barvami@
@paintbrush@|@štětec@
@painted@|@malovaný@
@Painted Desert@|@oblast v Arizoně, USA@
@painter@|@lakýrník, malíř, natěrač@
@painters@|@malíři@
@painting@|@malba, malířství, malování, natírání, obraz@
@paintings@|@malby@
@paints@|@maluje@
@paintwork@|@malba, nátěr@
@pair@|@člen Sněmovny lordů, dvojice, pár@
@pair off@|@dát dohromady, dohodit, spárovat@
@pair up@|@vytvořit dvojici@
@paired@|@párovaný@
@pairing@|@párování@
@pairs@|@dvojice, páry@
@pairwise@|@párovaný@
