@English@|@Japanese@
@refacing mats@|@tatamigae@
@refer to@|@fu, futaku, kensaku@
@refer to modestly@|@kenshou@
@referee@|@referi-, shinpan, shinpan'yaku, suisensha@
@refereeing@|@shinpan@
@referee's position@|@referi-pojishon@
@reference@|@en'in, genkyuu, hikiai, inshou, refarensu, rifarensu, sankou, sanshou, shoukai@
@reference book@|@refarensubukku, sankousho@
@reference data@|@sankoushiryou@
@reference library@|@sankoutoshokan@
@reference materials@|@sankouhin@
@reference number@|@seiribangou@
@reference point@|@kiten@
@reference room@|@shiryoushitsu@
@reference service@|@refarensusa-bisu@
@referencer@|@rifarensa@
@referendum@|@ippantouhyou, jinmintouhyou@
@referring to@|@kaifu, kuchini@
@referring to precedent@|@inrei@
@refinance@|@rifainansu@
@refine@|@rifain, senren@
@refined@|@jouhin, kotta, koushou, okuyukashii, shousha, tenga, yukashii@
@refined & vulgar@|@gazoku@
@refined diction@|@gago@
@refined green tea@|@gyokuro@
@refined sake@|@seishu@
@refined taste@|@haimi, suki@
@refined tea@|@meicha@
@refinement@|@fuuga, fuuryuu, kyoufuu, kyouyou, shibumi, yuubi, yuuga, yuuga@
@refinery@|@seirensho@
@refining@|@seiren@
@reflation@|@rifure-shon@
@reflected image@|@kyouzou@
@reflecting@|@hanshateki@
@reflecting telescope@|@hanshabouenkyou@
@reflection@|@eizou, han'ei, hansei, hansha, hanshou, jisei, kaisou, rifurekushon, seisatsu, touei@
@reflection on one's self@|@naisei@
@reflective@|@hanshateki, rifurekutibu@
@reflective (safety) tape@|@hanshate-pu@
@reflector@|@hanshakyou, refurekuta-@
@reflex action@|@hanshasayou, hanshaundou@
@reflex camera@|@refurekkusukamera@
@reflex camera (abbr)@|@refu@
@reflexes@|@undoushinkei@
@reflexive@|@hanshateki@
@reflexive pronoun@|@saikidaimeishi@
@refloat@|@rishou@
@reflorescence@|@kaerizaki@
@reflowering@|@kaerizaki@
@reflux@|@kanryuu@
@reform@|@henkaku, isshin, kaikaku, kairyou, kaishin, kaitei, kakushin, kanka, koukai, koushi, kyousei, rifo-mu, sanshuu, sasshin@
@reform instructor@|@rifo-muinsutorakuta-@
@reform of morals@|@kyoufuu@
@reform school@|@shounen'in, shounenkankain@
@reformation@|@kaikaku, kaishin@
@refraction@|@kussetsu@
@refrain@|@orikaeshi, rifure-n, rifurein@
@refreeze@|@saifuusa@
@refresh@|@rifureshu@
@refresh (e.g. memory)@|@rifuresshu@
@refreshing@|@sawayaka, seiryou, sugasugashii, suzushii@
@refreshing (an)@|@soukai@
@refreshing breeze@|@ryoufuu, suzukaze@
@refreshing rain once in ten days@|@juuu@
@refreshingly@|@sawasawatoshite@
@refreshment@|@rifuresshumento, tenjin, tenshin@
@refrigerant@|@reitouzai@
@refrigerated fish@|@reitougyo@
@refrigerating machine@|@reitouki@
@refrigeration@|@reikyaku, reitou, reizou, reizouhou@
@refrigerator@|@furi-za-, reikyakuki, reitouki, reizouko@
@refrigerator car@|@reitousha, reizousha@
@refrigerator ship@|@reitousen, reizousen@
@refuge (women's)@|@kakekomidera@
@refugee@|@boumeisha@
@refugees@|@nanmin@
@refunding@|@karikae@
@refusal@|@jitai, kyohi, kyozetsu, shazetsu@
@refuse@|@kasu@
@refuse from tofu@|@unohana@
@refusing food@|@kyoshoku@
@refutation@|@benbaku, benpaku, hanbaku, hanpaku, hanron, kouben@
@regard@|@sonchou@
@regard for@|@kokorodzukai@
@regarded as dangerous@|@kikenshi@
@regarding@|@kanshite, nitsuki, tsuite@
@regarding highly@|@juuyoushi@
@regardless of@|@kakawarazu@
@regatta@|@kyousou, regatta@
@regency@|@sesshou@
@regeneration@|@kousei, saisei, taisha@
@regent@|@sesshou, shikken@
@regent style@|@ri-zentosutairu@
@regent style (abbr)@|@ri-zento@
@reggae@|@regee@
@reggings@|@reginsu@
@regime@|@ryouiki@
@regiment@|@rentai@
@regimentation@|@kesshuu@
@region@|@chihou, chiiki, ri-jon, ryouiki@
@region around Osaka@|@kinki@
@region on Japan Sea side of Japan west of Tokyo@|@shin'etsu@
@region south & south-west of Tokyo area@|@chuubu@
@region west of Tokyo on Japan Sea side of Japan@|@hokuriku@
@regional@|@ri-jonaru@
@regional distribution@|@chiikitekibunpu@
@regionalism@|@rejonarizumu, ri-jonarizumu@
@register@|@choubo, daichou, kimei, on'iki, rejisuta, rejisuta-, touroku@
@register (abbr)@|@reji@
@register of names@|@meibo@
@register of physicians@|@iseki@
@registered prostitute@|@koushou@
@registered trademark@|@tourokushouhyou@
@registration@|@todoke, touki, touroku@
@registry@|@kichou, touki@
@regrant@|@saikoufu@
@regret@|@aitou, gaitan, kaikon, kokoronokori, koukai, kui, nagorioshii, riguretto, zannen@
@regret(s)@|@miren@
@regretful@|@kuchioshii, tsuukon@
@regrettable@|@kuchioshii, kuyashii, oshii, shingai@
@regrettable (an)@|@ikan@
@regrettable (io)@|@kuyashii@
@regrettable defeat@|@sekihai@
@regrettable matter@|@konji@
@regrettably@|@atara, attara@
@regular@|@goushiki, honkakuteki, jounin, kisokutadashii, kisokuteki, nichijou, regyura-, sei, seisoku, seizen, teijou@
@regular (a-no)@|@seiki@
@regular (full-time) employee@|@seishain@
@regular (local) train@|@futsuuressha@
@regular army@|@seikigun@
@regular business@|@honmu@
@regular ceremony@|@reishiki@
@regular chain store (abbr)@|@regyura-che-n@
@regular course@|@honka@
@regular curriculum@|@seika@
@regular customer@|@jouren@
@regular dinner@|@honzen@
@regular expression (computer)@|@seikihyougen@
@regular festival@|@reisai@
@regular holiday@|@teikyuubi@
@regular meeting@|@reikai@
@regular member@|@regyura-menba-, seiin, seikaiin@
@regular pay@|@koteikyuu@
@regular pitcher@|@seitoushu@
@regular polygon (math)@|@seitakakukei@
@regular price@|@seika@
@regular rainfall@|@honburi@
@regular salary@|@honpou@
@regular session@|@honkaigi@
@regular shape@|@teikei@
@regular soldiers@|@seihei, seikihei@
@regular staff@|@teiin@
@regular teacher@|@seikyouin, seikyoushi@
@regular time@|@teiji@
@regularisation (physics)@|@seisokuka@
@regularity@|@chitsujo, teirei@
@regularization@|@honkakuka@
@regularly@|@chanchan@
@regulars@|@seikihei@
@regulation@|@chousei, chousetsu, kisei, regyure-shon, seiri, shukusei, tousei@
@regulation (a-no)@|@kitei@
@regulation ball@|@koukyuu@
@regulation cap@|@seibou@
@regulation dress@|@seifuku@
@regulation game@|@kyuukaisen@
@regulations@|@jourei, junsoku, kisoku, seirei, tensoku@
@regulator@|@seigyoki@
@Regulus (star in Leonis)@|@regurusu@
@rehabilitation@|@fukken, fukkyuu, hogoiin, kousei, rihabiri, rihabirite-shon, saiken, sosei@
@rehash@|@nibansenji@
@rehearsal@|@onshuu, riha-saru, sarai, shitageiko, yokou, yokouenshuu@
@rehearsal (of play)@|@shitayomi@
@reign@|@kunrin, touji@
@reign (i.e of a ruler)@|@zaii@
@Reiki (healing method)@|@reiki@
@reimportation@|@gyakuyunyuu, saiyunyuu@
@reimposition of an embargo@|@saikinshi@
@reincarnation@|@tensei, umarekawari@
@reindeer@|@tonakai@
@reinforce@|@kyouka, zoukyou@
@reinforcement@|@engun, hokyou, kyuuen, ouen, zouen@
@reinforcements@|@enpei, kasei, sukezei@
@reins@|@tadzuna@
@reinstatement@|@fukki@
@reinsurance@|@saihoken@
@reintroduction@|@futatabidounyuu@
@reinvestigation@|@saichousa, saikou@
@reissue@|@fukkan, saikafu, saikoufu@
@reissue of a facsimile version@|@fukkoku@
@reiteration@|@kurikaeshi@
@reject@|@rijekuto@
@rejected manuscript@|@bossho@
@rejection@|@fugoukaku, funinka, fusaika, fuseiritsu, haigeki, haijo, haiseki, hiketsu, ikishouchin, ikisosou, kikyaku, kyakka, kyohi, kyozetsu, kyozetsuhannou@
@rejection or adoption@|@shusha@
@relapse@|@gyakumodori, saihatsu@
@related@|@rinsetsu@
@related (an)@|@missetsu@
@related family@|@enka@
@related genera@|@kin'enzoku@
@related to@|@kenren, nikansuru, tsunagaru@
@related to (some place)@|@yukari@
@relation@|@en, enko, jo, kakawari, kankei, kanren, musubitsuki, naka, rire-shon, shinrui, yuen@
@relation(ship)@|@aidagara@
@relational@|@rire-shonaru@
@relations@|@majiwari@
@relationship@|@keizoku, naka, tsunagari@
@relationship (to self)@|@tsudzukigara@
@relative@|@enja, miyori, shinmi, shinseki, soutai@
@relative by marriage@|@inseki, inzoku@
@relative difficulty@|@nan'i@
@relative value@|@soutaichi@
@relatively@|@hikakuteki@
@relatively small@|@hikakutekishou@
@relatives@|@enseki, ichizoku, miuchi, shinzoku@
@relativism (phil.)@|@soutairon@
@relax@|@rirakkusu@
@relaxation@|@honeyasume, hounen, ian, kyuusoku, rirakuse-shon@
@relaxation (of muscles)@|@chikan, shikan@
@relaxed walk@|@sozoroaruki@
@relay@|@chuukei, koutai, rire-, teiden@
@relay (electric)@|@keidenki, nakatsugi@
@relay broadcasting@|@chuukeihousou@
@relay race@|@keisou, rire-re-su@
@relay station@|@chuukeijo@
@release@|@hakidasu, houmen, houshutsu, kaihou, kaijo, reri-zu, riri-su, shakuhou@
@release (film)@|@fuukiri@
@release (from prison)@|@shutsugoku@
@release from a vow@|@ganhodoki@
@release from office@|@men'eki@
@release from prison@|@shussho@
@release internal power (MA)@|@hakkei@
@release on bail@|@karishussho, karishutsugoku@
@release on parole@|@karishakuhou@
@releasing prisoners@|@kirihodoku@
@releasing stored goods@|@kuradashi@
@relentless@|@reikoku@
@relentlessly@|@bishibishi@
@reliability@|@kakujitsu@
@reliable@|@kenjitsu, kenjitsu, tanomoshii@
@reliance@|@ison, izon, shin'you, shinrai, tayori@
@reliance on others@|@hitodanomi, hitodayori@
@relic@|@iai, ibutsu@
@relics)@|@iseki@
@relief@|@ando, anshin, engo, enpei, kanwa, kawari, koutai, kyuuen, kyuugo, kyuujo, kyuusai, kyuusoku, reri-fu, riri-fu, sabasaba, sukui, ukibori@
@relief measure@|@kyuusaisaku, zengosaku@
@relief pitcher@|@koutaitoushu, riri-fupiccha-@
@relief printing@|@toppan, toppan'insatsu@
@relief squad@|@kyuugohan@
@relief work@|@horiagezaiku@
@relieving the (starting) pitcher@|@keitou@
@religion@|@shuukyou@
@religionist@|@shinjinka@
@religious@|@shinkouteki, shussekenteki@
@religious affairs@|@kyoumu@
@religious belief@|@shinkyou@
@religious exultation@|@houetsu@
@religious fanatic@|@kyoushinsha@
@religious liberty@|@shinkyounojiyuu@
@religious life@|@shinkouseikatsu@
@religious mission@|@senkyou@
@religious organization@|@kyoudan, shuukyouhoujin@
@religious purification@|@imi@
@religious service@|@saishi@
@religious-fund soliciting@|@kange@
@relinquish@|@henjou@
@relinquishment@|@iki@
@relish@|@shi, shoumi, tsumamimono@
@relishes@|@zensai@
@relocation service@|@riroke-shonsa-busu@
@reluctance@|@fuhon'i, kokoronokori, nagorioshii@
@reluctance to leave@|@teikai@
@reluctant@|@fushoubushou, iya@
@reluctantly@|@iyaiya, iyaiyanagara, shibushibu, shikatanaku, shikatanashini@
@remain@|@satsu, zairyuu, zanson@
@remain obscure@|@hinomewominai@
@remainder@|@amari, ato, eiyo, tsukainokori, tsukainokoshi, zandaka@
@remainder of one's life@|@yomei@
@remaining@|@isuwari, nokori, sanzon@
@remaining (e.g. poste-restante)@|@tome@
@remaining a spectator@|@boukan@
@remaining business@|@zanmu@
@remaining fortune@|@yozai@
@remaining heat@|@yonetsu@
@remaining in obscurity@|@shifuku@
@remaining money@|@zankin@
@remaining portion of a drink@|@yoreki@
@remaining strength@|@yoryoku@
@remaining time@|@yojitsu@
@remaining works@|@iseki@
@remains@|@amarimono, ato, igai, ikotsu, itai, nagori, nakigara, shigai, shigai@
@remains of fire@|@hidane@
@remake@|@rime-ku, tsukurikaesu@
@remake of another artist's song (a "cover")@|@kaba-kyoku@
@remanufacture@|@saisei@
@remark@|@gensetsu, rima-ku@
@remarkable@|@ichijirushii, kakudan, mezamashii@
@remarkable (an)@|@kencho@
@remarkable character@|@ketsubutsu@
@remarkable difference@|@danchigai@
@remarkable man@|@isai@
@remarkably@|@hitokiwa, mekkiri@
@remarks@|@bikou, iigusa, kahaku, serifu, serifu@
@remarriage@|@saika, tenka@
@remedy@|@kyousei, ryouhou, shiyou, zengosaku@
@remember@|@meiki, sai, shi@
@remembering@|@souki@
@remembrance@|@kioku, mioboe@
@remembrances@|@memowa-ru@
@reminder@|@bibou, nen'oshi@
@reminiscence@|@kaisou, omoide, tsuioku, tsuisou@
@reminiscences@|@iji, kaikoroku@
@reminiscingly@|@hanshatekini@
@reminting@|@kaichuu@
@remission@|@shamen@
@remittance@|@shiokuri, soukin@
@remitter@|@furidashinin@
@remitting@|@soufu@
@remnant@|@amari, amarimono, tsukainokori, tsukainokoshi@
@remnant (an)@|@hanpa@
@remnant (a-no)@|@nokori@
@remnants@|@nokorimono@
@remnants of a party or a gang@|@yorui, yotou@
@remodeling@|@isshin, kaizou@
@remodelling@|@kaisou@
@remonstrance@|@kankoku@
@remorse@|@kaigo@
@remote@|@enkaku, haruka, rimo-to@
@remote (an)@|@enkakusei@
@remote (a-no)@|@hekien@
@Remote Access Server@|@rasu@
@remote ancestors@|@enso@
@remote car@|@rimo-toka-@
@remote control@|@enkakusousa, rimo-tokontoro-ru, rimokon@
@remote country place@|@katahorori@
@remote countryside@|@katainaka@
@remote directory@|@rimo-todirekutori@
@remote mountain@|@okuyama@
@remote operation@|@enkakusousa@
@remote place@|@hekichi, hekisuu, henchi, henpi@
@remote point@|@enchi, enchiten@
@remote region@|@henkyou@
@remote sensing@|@romo-tosenshingu@
@remote switch@|@rimo-tosuicchi@
@remote viewing@|@enkakushi@
@remote village@|@hekison, hekiyuu@
@removable floor boards@|@agebuta@
@removal@|@gaijo, haijo, idou, isou, jokyo, tekishutsu, torihazushi@
@removal (extraction) of stitches@|@basshi@
@removal (in surgery)@|@tekijo@
@removal of make-up before going to sleep@|@negeshou@
@removing a bad taste@|@kuchinaoshi@
@removing a name@|@joseki@
@removing hair permanently@|@eikyuudatsumou@
@removing one's hat@|@datsubou@
@removing pots from kiln@|@kamadashi@
@remuneration@|@houshuu@
@renaissance@|@fukkou@
@Renaissance@|@bungeifukkou, runesansu, runessansu@
@rename@|@rine-mu@
@renaming@|@kaishou@
@Renault@|@runo-@
@rendering@|@rendaringu@
@rendezvous@|@auyakusoku, deai@
@renewal@|@karikae, koukai, koushi, koushin, saikafu, shinchintaisha, taisha@
@renewing mats@|@tatamigae@
@rennet@|@gyounyuu@
@renormalisation (physics@|@kurikomi@
@renormalisation group (physics)@|@kurikomigun@
@renotification@|@saikoku@
@renovation@|@koukai, koushin, rinobe-shon, sasshin, shuuchiku@
@renown@|@koumei, koumyou@
@rent@|@karichin, sakeme, shiyouryou, yabureme, yachin@
@rent allowance@|@juukyoteate@
@rent money@|@shakuryou@
@rent-a-cycle@|@rentasaikuru@
@rental@|@rentaru@
@rental room@|@rentaruru-mu@
@rental system@|@rentarushisutemu@
@rental video@|@rentarubideo@
@rented house@|@kariie, karitaku, kariya, shakka, shakuya, shakuya@
@rented room@|@karima@
@rented shop@|@karidana@
@renter@|@shakkanin, shakuyanin@
@renting@|@chingari, chinshaku@
@renting a house@|@kariie, kariya, shakka, shakuya@
@renting a room@|@magari, magashi@
@renumber@|@renanba@
@renunciation@|@houki, kikyaku@
@renunciation of a right@|@kiken@
@reopening@|@saikai@
@re-opening of offices in new year@|@goyouhajime@
@reorganization@|@kaihai, kaihen, kaiso, kaisou, saihen, saihensei, saikousei, saisetsu, saisoshiki@
@repaint@|@nurikaeru@
@repair@|@hoshuu, kaishuu, naoshi, ripea, shuuchiku, shuufuku, shuuzen, tsukuroi@
@repair expense@|@shuuzenhi@
@repair man@|@shuurikou, shuuzenkou@
@repair shop@|@shuuzenkoujou@
@repair workshop@|@shuuriya@
@repairing@|@shuuho, shuuri, shuuzou, shuzou@
@repairing clogs@|@getanaoshi, haire@
@repairs@|@teire@
@reparation@|@benshou, benshoukin, daishou, hoshou, hoshoukin, houshou, shoukin@
@reparations@|@baishou, baishoukin@
@repatriation@|@kikan@
@repatriation ship@|@koukansen@
@repayment@|@henkin, henkyaku, hensai, shoukan, shoukyaku@
@repeal@|@haishi, tekkai, tekkyo, tettai@
@repeat@|@ripi-to@
@repeat order@|@saichuu, saichuumon@
@repeated@|@juujuuno, sai@
@repeated explanation@|@saisetsu@
@repeated word or phrase@|@kasanekotoba@
@repeatedly@|@issai, juujuunimo, kasanete, kureguremo, nanbenmo, saisan, saisansaishi, shikirini, tabitabi@
@repeatedly crying@|@santan@
@repeatedly put off@|@nobinobi@
@repeater@|@ripi-ta@
@repeating the same failure@|@ninomai@
@repel (i.e. the enemy)@|@gekitai@
@repellent force@|@hanpatsuryoku@
@repelling@|@hanpatsu@
@repentance@|@koukai, kui, sange, zange@
@repercussion@|@hankyou@
@repertoire@|@repa-tori-@
@repertory@|@repa-tori-@
@repertory system@|@repa-tori-shisutemu@
@repetition@|@choufuku, futakoto, hanpuku, hanpuku, juufuku, kurigoto, kurikaeshi, orikaeshi@
@repetition mark in hiragana@|@kurikaeshi@
@repetition mark in katakana@|@kurikaeshi@
@repetition of the previous character@|@jouji, kurikaeshifugou, odoriji@
@repetitious talk@|@gotaku@
@repetitively@|@kudokudo@
@replace@|@daichi, ripure-su@
@replace mode@|@chikanmo-do@
@replacement@|@atogama, kirikae, shinchintaisha, tsukekae@
@replacement parts@|@irekaebuhin@
@replacement scheme@|@kaiketsusaku@
@replacement warship@|@daikan@
@replenish@|@juuten@
@replenishment@|@hojuu, hokyuu, hotei@
@replete with@|@juujitsushita@
@replica@|@repurika@
@replicate@|@ripurike-to@
@replication@|@ripurike-shon@
@reply@|@henji, henshin, hentou, kaihou, kaitou, oushuu, outou, ripurai, touben, toushin@
@reply card@|@henshin'youhagaki@
@reply to the emperor@|@chokutou@
@reply to the throne@|@houtou@
@report@|@denbun, fuubun, houdou, houkoku, kaihou, kiji, mousetsu, moushide, moushiide, moushiire, repo-to, ripo-to, shinkoku, todoke, todokede, tokushuu, toushin, tsuuhou, uwasa@
@report (abbr)@|@repo@
@report (gun)@|@juusei@
@report (written)@|@houkokusho@
@report card@|@seisekihyou@
@report in detail@|@guchin@
@report of a death@|@fuon@
@report of a school absence@|@kessekitodoke@
@report of an absence@|@kekkintodoke@
@report of an official's offence to the emperor@|@gaisou@
@report to a superior@|@joushin@
@report to the throne@|@fukusou, jousou, jousoubun@
@reportage@|@rupo, ruporuta-ju@
@reportage writer@|@ruporaita-@
@reporter@|@houkokusha, kisha, repo-ta-, ripo-ta-@
@reporting after careful investigation@|@kanshin@
@reporting to the emperor@|@jouso@
@repose@|@ansoku, seishi@
@repose of souls@|@chingon@
@representation@|@daihyou, dairi, hyoukihou@
@representation (math)@|@hyougen@
@representational art@|@gushoubijutsu@
@representative@|@daigiin, daihyou, daihyoukaku, daihyousha, daihyouteki, dainin, shucchouin, soudai@
@representative government@|@daigiseiji, daigiseitai@
@representative work@|@daihyousaku@
@representing others in a conference@|@daigi@
@repression@|@heitei, ripuresshon@
@reprimand@|@choubatsu, choukai, kenseki, nankitsu, shisseki, shitta@
@reprint@|@ripurinto, saikan@
@reprint(ing)@|@saihan@
@reprinting@|@fukusei, juukoku, tensai@
@reprisal@|@fukkyuu, shikaeshi@
@reprisals@|@houfukusochi@
@reproachful@|@urameshii@
@reprocessed goods@|@saiseihin@
@reproduction@|@fukusei, ripurotakushon, saigen, saiseisan, seishoku@
@reproductive@|@tasan@
@reprohibition@|@saikinshi@
@reproof@|@kenseki@
@reproving for a fault@|@kanseki@
@reptile@|@hachuu@
@reptiles@|@hachuurui@
@republic@|@kyouwakoku, ripaburikku@
@Republic of China (i.e. Taiwan)@|@minkoku@
@republican form of government@|@kyouwaseitai@
@republican government@|@kyouwaseiji@
@Republican Party@|@kyouwatou@
@republicanism@|@kyouwasei, kyouwaseido, kyouwashugi@
@republication@|@saikan@
@repudiation@|@hinin, hitei@
@repulse@|@gekitai@
@repulsion@|@sekiryoku@
@repulsive@|@iyarashii, ozomashii@
@repulsive force@|@sekiryoku@
@reputation@|@eimei, gaibun, hitodzuki, hitogiki, hyouban, menmoku, na, seimei, taimen, yobou, yosogiki@
@reputation for ability@|@saimei@
@reputation for beauty@|@kyoumei@
@request@|@irai, juyou, koi, konsei, motome, moushide, moushiide, moushikomi, negai, rikuesuto, saisoku, seikyuu, shinsei, shomou, shuchou, youbou, youkyuu, youmei, yousei@
@request to resign@|@katatataki@
@requiem@|@chinkonkyoku, indou, rekuiemu@
@Requiem Mass@|@chinkonmisakyoku@
@required@|@hissu@
@required (subject)@|@hisshuu@
@required subject@|@seika@
@required subjects@|@hissukamoku@
@requirement@|@nyuuyou, youken@
@requirements@|@hitsuyoujouken, shikaku@
@requisite@|@hitsujuhin@
@requisition@|@youkyuu@
@requital@|@henpou@
@requital of a favour@|@ongaeshi@
@rereading@|@saidoku@
@re-recording@|@sairoku@
@rerun (of a file)@|@saijouei@
@resale@|@saihan, tenbai@
@rescheduled in case of rain@|@utenjun'en@
@rescinding@|@kaijo@
@rescue@|@dakkai, dakkan, jo, kyuuen, kyuujo, kyuunan, kyuusai, kyuushutsu, resukyu-@
@rescue helicopter@|@kyuunanherikoputa-@
@rescue party@|@kyuugohan@
@research@|@kenkyuu, koukyuu, risa-chi, sadoku, tankyuu@
@research & development@|@kenkyuukaihatsu@
@research establishment (institute@|@kenkyuujo, kenkyuusho@
@research publication@|@kenkyuuhappyou@
@research society@|@kenkyuukai@
@research student@|@kenkyuusei@
@research thesis@|@kenkyuuronbun@
@researcher@|@kenkyuuin, kenkyuusha@
@resemblance@|@kokuji, souji@
@resemble@|@kokuji@
@resemble closely@|@nikayou@
@re-send@|@saisou@
@resentment@|@fundo, fungai, funman, funnu, gouhara, uppun, urami@
@reservation@|@kashikiri, yoyaku@
@reserve@|@enryo, horyuu, junbi, kitan, nokosu, riza-bu, uchiki, yobi, yutori@
@reserve bank@|@junbiginkou@
@reserve corps@|@yobitai@
@reserve currency@|@kijikutsuuka@
@reserve fleet@|@yobikantai@
@reserve fund@|@junbikin, yobikin@
@reserve funds@|@junbishikin, yobihi@
@reserve men@|@yobiin@
@reserve officers@|@yobishoukou@
@reserve officers' cadet school@|@yobishikangakkou@
@reserve player@|@yobisenshu@
@reserve strength@|@sokodzikara@
@reserve supply@|@yobihin@
@reserved@|@bichiku, hikaeme, ijiiji, kashikiri, yoyakuzumi@
