@English@|@Ligurian@
@Sessàrego (GE)@|@Sesægo@
@seven@|@sètte@
@seven hundred@|@sèteçénto@
@seventeen@|@dîsètte@
@seventeenth@|@deximosétimo, disetén@
@seventh@|@sétimo@
@seventy@|@setànta@
@several@|@bén de@
@sexy@|@seduxénte@
@shabby@|@malandæto@
@shack@|@cabànna@
@shade-fish@|@fîgou@
@shadow@|@ónbra@
@shady@|@stórbio@
@shaggy hair@|@cavélli sciâtæ (mpl), cavélli sparpagiæ (mpl)@
@shaken@|@sciâtòu@
@shakes@|@tremaxón@
@shaking@|@tremaxón@
@shame@|@verghéugna@
@shameful@|@vergognôzo@
@shamrock@|@triféuggio, quadriféuggio@
@shape@|@fórma@
@share@|@quöta@
@shark@|@pesciocàn, squæo@
@sharpened@|@agùsso@
@shaver@|@razô@
@shavings@|@rasccêuia, rascciatûa@
@she@|@lê@
@she is@|@a l'é, lê a l'é@
@sheep@|@pêgoa@
@sheet (bed)@|@lenseu@
@sheet music@|@partitûa, spartîo@
@sheet of paper@|@féuggio@
@shelf@|@sganzîa, scansîa, scafâle (nm)(it.)@
@shelter@|@rifûgio, pòrtopighéuggio@
@she-wolf@|@lôa@
@shield@|@scùddo@
@shilling@|@scilìn@
@shine@|@lùstro (nm)@
@shining@|@brilànte@
@shiny@|@brilànte, lùstro (ag.)@
@ship@|@bàrco, nâve (nf)@
@shipment@|@spediçión@
@shipowner@|@armatô@
@shipwreck@|@noufrâgio, naofrâgio@
@shirt@|@camîxe (nf)@
@shit@|@cagàdda, mèrda (volg.)@
@shock@|@resâto@
@shoe@|@scàrpa@
@shoe upper@|@tomæa@
@shoelace@|@strìnga de scàrpe@
@shoemaker@|@savatìn, scarpâ (nm), caigâ@
@shoeshine boy@|@decreteur@
@shoestring@|@strìnga de scàrpe@
@shoot (of plant)@|@zermóggio@
@shop@|@bétoa, negòçio, bitêga@
@shop window@|@vedrìnn-a@
@shopkeeper@|@bitegâ (nm)@
@shopping@|@spéiza@
@shore@|@zìnn-a, rivêa, rîva@
@short@|@cùrto@
@short & twisted Ligurian pasta@|@tròfie (nfpl)@
@short cut@|@strazétto@
@shortage@|@scarscitæ@
@shortcut@|@scorsaieu@
@short-sighted@|@òrbixàn@
@shot@|@spâro, córpo@
@shotgun@|@sccéuppo, scciupétta@
@shoulder@|@spàlla@
@shoulder blade@|@pæta da spàlla@
@shout@|@ùrlo, crîo, sbràggio@
@shove@|@ùrto, ronsón@
@shovel@|@pâa, pâla@
@shovelful@|@paâ (nf)@
@shower@|@dóssa@
@shower (rain)@|@sgoasón, ægoàssa@
@shred@|@menìsso@
@shrew@|@mezengón, muzangón@
@shriek@|@lûo@
@shrimp@|@grìtta@
@shut up!@|@no silâ!@
@Siberia@|@Scibêia@
@Siberian@|@sciberiàn@
@Sicilian (from Sicily)@|@siciliàn@
@Sicily@|@Sicìlia@
@sick@|@infèrmo, mòuto, maròtto@
@sickle@|@mesoîa@
@sickness@|@mâ (nm), malatîa (it.), moutîa@
@side@|@löo, sciànco (pop.), fiànco@
@sideboards@|@bazètte (fpl)@
@sideburns@|@bazètte (fpl)@
@sidewalk@|@marciapê (nm)@
@sieve@|@siâso, vàllo@
@sight@|@vìsta, vixón@
@sign@|@ségno@
@signal@|@ségno, segnâle (nm)@
@signature@|@fìrma@
@silence@|@scilénsio@
@silent@|@scilensiôzo@
@silhouette@|@sàgoma@
@silk@|@sæa@
@silliness@|@âzenàia, nesciàia, bàciara, mincionàia@
@silver@|@argénto@
@silverside (fish)@|@chéunou@
@similar@|@scìmile@
@Simon@|@Scimón@
@simple@|@séncio@
@simpleton@|@benàrdo (ag.), panisón, panpalûgo, tarlùcco@
@simultaneously@|@a-o mæximo ténpo, tùtti inte 'na vòtta@
@sin@|@pecòu@
@since@|@zaché@
@since (because)@|@scicómme@
@since (time)@|@scìn da@
@since then@|@da alôa@
@sincere@|@sccétto@
@sincerity@|@sccetéssa@
@sinewy@|@stopôzo (o mangiâ)@
@singing@|@cànto@
@single@|@fantìn@
@single state@|@fantinægo@
@singular@|@singolâre@
@sink (n)@|@lavéllo@
@sinner@|@pecatô@
@sinner (f)@|@pecatôa@
@Sir@|@scignôro@
@siren@|@scirénn-a@
@sirocco (wind)@|@sciròcco@
@Sirs@|@scignôi (mpl)@
@siskin (bird)@|@lùgou@
@sister@|@seu (nf)@
@sit down here!@|@asétite chi!@
@site@|@scîto@
@sitting@|@asetòu@
@situation@|@scitoaçión@
@six@|@sêi@
@sixteen@|@sézze@
@sixteenth@|@deximosèsto, sezén@
@sixth@|@sèsto@
@sixty@|@sciusciànta@
@size@|@tàggia@
@skates@|@pàtini (mpl)@
@skeleton@|@schelêtro@
@sketch@|@abòsso@
@ski@|@scî (nm)@
@skier@|@scjatô@
@skill@|@aspertîxe (nf)@
@skillet@|@poêla@
@skin@|@pélle (nf), scòrsa@
@skirt@|@fâdìn (nm), fâda@
@skittle@|@sbìggia@
@sky@|@çê (m)@
@sky blue@|@bleu do çê@
@skylight@|@luxernâ (nm), lumetâ (nm)@
@slap@|@sberlendón, lerfón, scciàffo, mascón, mascâ (nf)@
@slap on the back of the head@|@scopelòtto@
@slapdash@|@strofogión, ciapùsso@
@slate tile@|@abæn (nm)@
@slave@|@scciâvo@
@slavery@|@scciavitû@
@sleep (in the eyes)@|@scràpoa@
@sleepy@|@adormîo, adormigiòu@
@slice@|@fétta, gælo@
@slide@|@scugiæla@
@slightly@|@legerménte@
@sling@|@caciafrùsto, fiónda (it.)@
@slingshot@|@fiónda (it.), caciafrùsto@
@slip@|@scugiæla@
@sloppy@|@inciastrón, strofogión@
@Slovakian@|@slovàcco@
@slowly@|@cianìn, adâxo@
@slut@|@scorlùssa (Savona), scorlùsoa@
@small (diminutive)@|@picinìn@
@small (fpl)@|@picìnn-e@
@small (fsing)@|@picìnn-a@
@small (mpl)@|@picìn@
@small (msing)@|@picìn@
@small buttery tea biscuits (Liguria)@|@canestrelétti (nmpl)@
@small knife@|@cotelìn@
@small peppers@|@pevionétti (mpl)@
@small room@|@stansìn@
@small town@|@paizìn, vilàggio@
@small tree@|@erboetìn, erboêto@
@small village@|@borgàdda@
@smart@|@svèlto@
@smashed to bits@|@in menisétti, in menìssi@
@smear@|@inciàstro@
@smell@|@ödô, anàsto, spùssa@
@smells (pl)@|@ödoî (mpl)@
@smile@|@fatorîzo, rîzo, sorîzo@
@smock@|@scösâ (nm)@
@smoke@|@fùmme (nm)@
@smoked@|@afumegòu@
@smokey smell@|@ödô de bruxòu@
@smoking (adj.)@|@fumànte@
@smooth@|@lìscio@
@Smyrna (Turkey)@|@Smìrna@
@snail@|@lumàssa@
@snake@|@bìscia, serpénte (nm)@
@sneeze@|@stranûo@
@sniffy young person@|@peteu@
@snitch@|@sciusción@
@snitcher@|@scipatô@
@snot@|@sbrùggio (Savona), sbróggio@
@snotty@|@sbrogiôzo, sbrugiôzo (Savona)@
@snow@|@néie (nf), néive (nf)@
@so far@|@fìn òua@
@so that@|@afinché, de mòddo che, in mòddo che, perché@
@soap@|@savón@
@soap dish@|@pòrtasavón@
@social@|@sociâle@
@society@|@socjêtæ@
@sockets@|@câse (fpl)@
@socks@|@scapìn (nmpl)@
@sofa@|@divàn, sofà (nm)@
@soft@|@mòllo, sciòcco, ùmio@
@soil@|@tæra@
@sole@|@ùnico, ciànta do pê@
@sole (of shoe)@|@sêua@
@solemn@|@solénne@
@Somali@|@sòmalo@
@Somalia@|@Somàlia@
@some@|@quàrche@
@some more@|@un pö de ciù@
@some...@|@un pö de@
@somebody@|@quarchedùn@
@somebody (f)@|@quarchedùnn-a@
@someone@|@quarchedùn@
@someone (f)@|@quarchedùnn-a@
@something@|@quarcösa@
@something like@|@ciù ò mêno@
@sometimes@|@de-e vòtte@
@somewhere else@|@da unn'âtra pàrte@
@son@|@fìggio@
@son of a bitch (vulg.)@|@fìggio de 'na bagàscia (volg.)@
@son-in-law@|@zéneo, zénne (nm), zénou@
@sonnet@|@sunétto@
@soon@|@tra no goæi, sùbito@
@sophistication@|@riçercatéssa@
@sore throat@|@mâ de gôa (nm)@
@Sori (GE)@|@Söi@
@sorrow@|@despiaxéi, pénn-a@
@sorry! (formal)@|@scia me scûze!@
@sort@|@tîpo, génere (nm), ménn-a@
@soul@|@ànima@
@sound@|@són (n)@
@soup@|@menestrón, menèstra, sùppa@
@soup dish@|@xàtta@
@sour@|@ægro, âgro@
@sour cherry@|@amarêna@
@source (of water)@|@vivàgna@
@South@|@sùd@
@South Africa@|@Sudàfrica@
@South African@|@sudafricàn@
@South America@|@Sudamérica@
@South American@|@sudamericàn@
@Southern redneck@|@gabìbbo@
@sowthistle@|@scixèrboa@
@spade@|@sàppa@
@Spain@|@Spàgna@
@spark@|@zìmma@
@sparkling wine@|@vìn ch'o scciùmma, vìn co-o raspànte@
@sparrow (bird)@|@pàsoa, pasoêta@
@sparrowhawk@|@fàrco frengoelâ (nm), sparvê@
@speak!@|@dìnni!@
@speaker@|@parlànte@
@speaking of@|@a propòxito de@
@speech@|@pàrla (nf), parlâ (nf)@
@speed@|@velocitæ, rapiditæ@
@spell@|@malefìçio@
@spell (n)@|@malefìçio, incantêximo, sconzûo, perlenghéuia@
@spelling@|@grafîa@
@spendthrift@|@stralatón, spedagión, sgreión, stragión@
@sperm whale@|@coadéuggio@
@spider@|@âgna, ràgno@
@spider's web@|@tâgnâ (nf)@
@spike heel@|@tàcco a spìllo@
@spinal column@|@fî da schénn-a (nm)@
@spine@|@fî da schénn-a (nm)@
@spinning top@|@ziàrdoa@
@spinsterhood@|@fantinægo@
@spit@|@spûo, scràcou@
@spitefulness@|@rouxîa@
@spittoon@|@spuêa@
@splinter@|@buscàggia@
@split peas@|@poîsci sécchi scciapæ (mpl)@
@spokesperson@|@pòrtavôxe@
@sponge@|@spûgna@
@spoon@|@cugiâ (nm)@
@spot (skin)@|@brìgoa@
@Spotorno (SV)@|@Spötórno@
@spread@|@propagaçión@
@sprightly@|@regagîo@
@spring (of water)@|@vivàgna@
@spring (season)@|@primavéia@
@springy@|@sciòcco@
@spry@|@regagîo@
@spunk (fire)@|@ésca@
@spurt@|@róggio@
@squanderer@|@sgreión, stralatón, stragión, spedagión@
@square@|@quàddro, ciasâ (nm), quadrâto@
@squid@|@câmâ (nm)@
@squirrel@|@vinværa, sciórnia@
@stable@|@stàlla@
@stable (adj.)@|@stàbile@
@stadium@|@stàdio@
@stag do@|@adîo a-o fantinægo@
@stag night@|@adîo a-o fantinægo@
@stag party@|@adîo a-o fantinægo@
@stage (theatre)@|@parcoscénico@
@Staglieno (GE)@|@Stagén@
@stain@|@màccia@
@stained@|@amaciòu@
@stairs@|@scâa, scâe (fpl)@
@stale@|@pöso@
@stale bread@|@pàn pöso@
@stale smell@|@relénto (nm)@
@stalk@|@peigóllo@
@stammerer@|@barbòtto@
@stamp@|@francobóllo@
@standing@|@in pê@
@star@|@stélla@
@starling (bird)@|@stórno@
@start@|@inìçio, prinçìpio@
@starved to death@|@mòrto da-a fàmme@
@starving@|@alupòu@
@state@|@stâto@
@statement@|@afermaçión@
@station@|@staçión@
@statue@|@stàtoa@
@statute@|@statûto@
@steady@|@stàbile@
@steam@|@vapô@
@steamboat@|@vapô@
@steamed up@|@apanòu@
@steel@|@açâ (nm)@
@steep@|@rédeno, ràpido@
@Stella (SV)@|@Stêia@
@stench@|@spùssa@
@step@|@pàsso@
@step (stairs)@|@scæn@
@step by step@|@a pasétto a pasétto@
@stepdaughter@|@figiàstra@
@stepfather@|@poiégno@
@stepmother@|@moiégna@
@stepped (adj.)@|@fæto a scæn@
@stepson@|@figiàstro@
@sterling@|@sterlìnn-a@
@stern@|@póppa@
@sternum@|@òsso do pêto@
@Steven@|@Stevìn, Stêva, Stêa@
@stick@|@bachetìnn-a, bàcco, bastón, bachétta, pâlo@
@sticky@|@lepegôzo@
@stiff@|@abesîo, rédeno, réncio, réuido@
@still@|@ancón@
@still (adj.)@|@fèrmo@
@stimated@|@estimòu@
@sting@|@ponzigiâ (nf), ansùlla, ponzigión@
@stink@|@spùssa, tufô, tànfo, refrescùmme (nm)@
@stink coming from the sea@|@refrescùmme (nm)@
@stink of dirty dishware@|@refrescùmme (nm)@
@stink of fish@|@refrescùmme (nm)@
@stinky@|@spusoénto, spusolénto, spusolénte (it.)@
@stirrup leather@|@stafî (nm)@
@stockfish@|@stochefìsce (nm)@
@stomach@|@stêumago@
@stone@|@sàscio, rócca, ròccia, prîa@
@stone (of fruit)@|@armélla@
@stool@|@scanbéllo, scanbelétto@
@stop@|@fermâ (nf)@
@stopper@|@busción@
@store@|@bitêga@
@storekeeper@|@bitegâ (nm)@
@stork@|@çighéugna@
@storm@|@tenpèsta, tenporâle (nm)@
@stove@|@stùffa, fogoâ (nm), stîva@
@straight@|@rétto, drîto (ag.)@
@straight ahead@|@drîto (av.)@
@strait@|@stréito@
@strange@|@strànio, strâno@
@stranger@|@forèsto, strànio@
@straw@|@pàggia@
@strawberry@|@meréllo@
@stream@|@rianétto, riâ (nm), riàn (nm)@
@street@|@stràdda, vîa@
@street child@|@batôzo@
@street children@|@batôxi (mpl)@
@street urchin@|@batôzo@
@street urchins@|@batôxi (mpl)@
@streetlight@|@lanpión@
@strength@|@fòrsa@
@stress (accent)@|@acénto, açénto@
@strike@|@sciòpero@
@string@|@rèsta@
@string of garlic@|@rèsta d'àggio@
@stroke@|@córpo@
@stroll@|@pasegiâ (nf)@
@strong@|@fòrte (ag.)@
@struggle@|@barùffa, lîte (nf)@
@Struppa (GE)@|@Strùppa@
@student@|@scolâio, alêvo@
@student (f)@|@studentéssa@
@student (m)@|@studénte@
@study@|@stùdio@
@stupid@|@sciòllo, scémmo, ascemelòu, minción, tàngou@
@stupidity@|@sciolâia@
@sturdy@|@robùsto@
@Sturla (GE)@|@Stùrla@
@sty@|@orzeu@
@style@|@stîle (nm)@
@stylish@|@scìcche (ag.)@
@subject@|@afâre (nm)@
@submission@|@sotomisción@
@subordinate@|@dipendénte@
@subsidy@|@suscìdio@
@suburb@|@sobórgo@
@success@|@sucèsso@
@successor@|@sucesô@
@such (pl.)@|@tæ@
@such (sing.)@|@tâ@
@Sudanese@|@sudanéize@
@sudden@|@inprovîzo@
@suddenly@|@tùtt'asémme@
@sufficient@|@suficénte@
@suffocation@|@asfixîa@
@sugar@|@sùcou@
@sugar cube@|@mòtto de sùcou@
@sugar lump@|@mòtto de sùcou@
@suitable@|@adatòu, adàtto, adegoòu@
@suitcase@|@valîxa, valîxe (nf)@
@sulfur@|@sórfo@
@sultan@|@surtàn@
@sultry weather@|@macàia@
@summer@|@estæ (nf), stæ (nf)@
@sun@|@sô@
@Sunday@|@doménega (nf)@
@sundial@|@reléuio a sô@
@sunny@|@asoigiòu@
@sunrise@|@levâ do sô (nm)@
@sunset@|@fâ da séia (nm)@
@superior@|@supeiô, superiô@
@supermarket@|@supermercòu@
@supper@|@çénn-a@
@sure@|@segûo@
@sure!@|@segûo!@
@surely@|@seghiaménte, seguaménte@
@surname@|@cognómme, pæntòu, cazàdda, nómme de famìggia@
@surprise@|@sorpréiza@
@Susan@|@Suzànn-a@
@suspenders@|@bertèlle (fpl)@
@swallow@|@rondanìnn-a@
@swan@|@çìgno@
@swap@|@càngio, scàngio@
@swarm@|@sciàmmo@
@sweat@|@suô (nm)@
@Swede@|@svedéize@
@Sweden@|@Svéçia@
@Swedish@|@svedéize@
@sweet@|@dôçùmmi (nmpl), dôçe@
@sweetbread@|@lacétto@
@sweetened@|@adôçîo@
@sweet-toothed@|@golôzo@
@swelling@|@bòrlo, bernòcolo (it.)@
@swift (bird)@|@sbîro@
@swimming pool@|@piscìnn-a@
@swine@|@baràbba (nm)@
@swing (n)@|@bansîgo, basîgo@
@swinging@|@vànni e vêgni (nm)@
@Swiss@|@svìsero@
@Switzerland@|@Svìsera@
@swollen@|@ìnscio, bezìggio@
@swordfish@|@péscio spâ@
@syllable@|@scìlaba@
@Sylvester@|@Silvèstro@
@symbol@|@scìnbolo@
@symmetry@|@scimetrîa@
@synagogue@|@scinagôga@
@syntax@|@scintàsci@
@synthesis@|@scìntexi (nf)@
@syrup@|@sciöpo@
@system@|@scistémma@
@Tabarka (Tunisia)@|@Tabàrca@
@table@|@töa, tòua@
@table linen@|@giancàia da töa@
@tablecloth@|@tovàggia@
@tableware@|@teràggia@
@tadpole@|@bageu, rænétta@
@Taggia (IM)@|@Tàggia (Inpéria)@
@tagliatelle@|@tagén (nmpl)@
@tail@|@côa@
@tailor@|@sàrto, cuxòu@
@take!@|@têgni!@
@takings@|@ricavæ (mpl)@
@talc@|@tàlco@
@talcum@|@tàlco@
@talent@|@talénto@
@talented@|@talentôzo@
@talk@|@ciàciara@
@talk!@|@dìnni!@
@talking@|@parlànte@
@tall@|@èrto@
@tangerine@|@mandarìn@
@tangle@|@intrésso, intrîgo@
@tank (military)@|@câro armòu@
@tap@|@robinétto (it.), bronzìn, pregìn (Savona)@
@tar@|@péixe (nf)@
@tarantella@|@tarantélla@
@tarragon@|@estragón, astragón@
@task@|@facénda@
@taste@|@gùsto, savô@
@tasty@|@gustôzo, savoîo, gustéive@
@tattletale@|@sciusción@
@tawny owl@|@alòcco, òuco@
@tax@|@tàscia@
@taxes@|@tàsce (fpl)@
@taxi@|@tascì (nm)@
@taxi driver@|@tascìsta@
@tea@|@tè (nm)@
@tea strainer@|@cóìn@
@teacher (f)@|@méistra@
@teacher (m)@|@méistro@
@team@|@squàddra@
@tear@|@làgrima@
@technical@|@técnico@
@technology@|@tecnologîa@
@teetotaller@|@astémio@
@telephone@|@teléfono@
@television@|@televixón@
@tell me!@|@dìmme!@
@tell!@|@dìnni!@
@telltale@|@sciusción@
@temperature@|@tenpiatûa@
@ten@|@dêxe@
@tender@|@ùmio@
@tender (adj.)@|@ténio, téneo@
@tender (adj.mpl)@|@ténei (mpl)@
@tenderness@|@teniéssa@
@tenpin@|@sbìggia@
@tent@|@téndia, ténda@
@tenth@|@dexén, dêximo@
@terrain@|@terén (nm)@
@terrible@|@terìbile, pèscimo@
@terrified@|@terorizòu@
@territory@|@teritöio@
@terrorism@|@terorìsmo@
@terrorist@|@terorìsta@
@test@|@prêuva@
@testicles@|@bàlle (fpl)(volg.)@
@text@|@tèsto, scrîto@
@textile@|@tesciûo@
@thaler@|@tàlou@
@thank goodness!@|@mànco mâ!, ancoasæ!, ancón d'asæ!, mêno mâ!@
@thank you!@|@gràçie!@
@thankfulness@|@ringraçiaménto@
@thanks!@|@gràçie!@
@that (conj)@|@che@
@that (f)@|@quélla@
@that (m)@|@quéllo@
@that over there (f)@|@quélla li@
@that over there (m)@|@quéllo li@
@that's the way it is@|@l'é coscì@
@the (fpl)@|@e (fpl)@
@the (fsing)@|@a (fsing)@
@the (mpl)@|@i (mpl)@
@the (msing)@|@o (msing)@
@the are (f)@|@liâtre són@
@the best (f)@|@a mêgio@
@the best (m)@|@o mêgio@
@the best thing@|@o mêgio@
@the contrary@|@o contrâio@
@the day after@|@l'indomàn, a l'indomàn@
@the day after tomorrow@|@dòpodimàn, dòpodomàn@
@the day before yesterday@|@vantêi, vêi l'âtro@
@the following day@|@a l'indomàn@
@the last (f)@|@l'ùrtima@
@the last (m)@|@l'ùrtimo@
@the majority@|@a ciù pàrte, a magiorànsa@
@the next day@|@a l'indomàn@
@the other (f)@|@l'âtra@
@the other (m)@|@l'âtro@
@the other way about@|@o contrâio@
@the others@|@i âtri@
@the same@|@o mæximo@
@the same (f)@|@a mæxima@
@the same thing@|@o mæximo@
@theatre@|@teâtro, tiâtro@
@theft@|@fùrto, ladronàia@
@theme@|@têma (nm)@
@then@|@dapeu, pöi, alôa, apeu, peu, alantôa@
@theory@|@tiorîa, teorîa@
@there@|@li, la@
@there above@|@lasciù@
@there are not...@|@no gh'é...@
@there are...@|@gh'é...@
@there below@|@lazù@
@there is no more@|@no ghe n'é ciù@
@there is no need to...@|@no bezéugna...@
@there is not@|@no ghe n'é@
@there is not...@|@no gh'é...@
@there is...@|@gh'é...@
@there to be@|@êsighe@
@Therese@|@Têxo, Térre, Têxìnn-a, Têxìn@
@these (f)@|@ste, quéste@
@these (m)@|@quésti, sti@
@these ones (f)@|@ste chi, quéste chi@
@these ones (m)@|@sti chi, quésti chi@
@thesis@|@têxi (nf)@
@they@|@lô@
@they (f)@|@liâtre@
@they (m)@|@liâtri@
@they are (m)@|@liâtri són@
@they know (m)@|@liâtri sàn@
@they put@|@liâtri métan@
@thick@|@gròsso@
@thickness@|@denscitæ@
@thief@|@scipatô, mandilâ (nm), làddro@
@thigh@|@chéuscia@
@thimble@|@diâ (nm)@
@thin@|@stìggio, mâgro, sécco@
@thing@|@röba, cösa@
@things@|@cöse (nfpl)@
@thinness@|@magréssa@
@third@|@tèrso@
@thirst@|@sæ (nf)@
@thirsty@|@ch'o l'à sæ@
@thirteen@|@tréize@
@thirteen hours@|@trézz'ôe@
@thirteenth@|@trezén, deximotèrso@
@thirty@|@trénta@
@this (f)@|@quésta, sta@
@this (m)@|@quésto, sto@
@this afternoon@|@staséia@
@this evening@|@staséia@
@this morning@|@stamatìn@
@this one (f)@|@quésta chi, sta chi@
@this one (m)@|@quésto chi, sto chi@
@this side@|@in sa@
@Thomas@|@Maxìn, Tomaxìn, Mâxo, Tomâxo@
@thong@|@savàtta, sciarbèlla@
@thorough@|@meticolôzo@
@those (f)@|@quélle@
@those (m)@|@quélli@
@those over there (f)@|@quélle li@
@those over there (m)@|@quélli li@
@though@|@benscì, scibén che@
@thought@|@penscêo@
@thousand@|@migiâ (nm), mìlle@
@thousands@|@migiæa (fpl)@
@thousandth@|@milêximo@
@thread@|@fî (nm)@
@three (f)@|@træ@
@three (m)@|@tréi@
@thresher@|@verzélla@
@throat@|@gôa@
@through@|@tràmite, a travèrso@
@throw of a stone@|@sasciâ (nf), prionâ (nf)@
@thrust@|@asbrîo@
@thumb@|@dîo gròsso@
@thunder@|@trón@
@Thursday@|@zéuggia (nf)@
@thyme@|@tùmou@
@ticket@|@bigétto@
@tickling@|@bolìtigo@
@tie@|@strìnga, ligatûa@
@tightfisted man@|@arpagón, avarón, pìgna (fig.), pìtima (nm)@
@tile@|@énbrexo, cóppo, ciapélla (nf)@
@time@|@ôa (nf), ténpo@
@time (occasion)@|@òtta (pop.), vòtta@
@timetable@|@orâio@
@tin@|@làmma@
@tiniest@|@mìnimo@
@tip@|@pónta@
@tip (money)@|@mància@
@tired@|@stànco (ag.), afadigòu, stràcco@
@tiredness@|@stanchéssa@
@tissue@|@tesciûo@
@tit@|@tetìn (nm)@
@tit (bird)@|@parisêua@
@titan@|@titàn@
@titanic@|@titànico@
@title@|@tìtolo@
@to@|@a@
@to (purpose)@|@pe@
@to abandon@|@abandonâ@
@to abate@|@amainâ@
@to abbreviate@|@abreviâ@
@to abolish@|@abolî@
@to abuse@|@abuzâ@
@to accept@|@acetâ, gradî@
@to accommodate@|@acomodâ@
@to accomodate@|@alögiâ@
@to accompany@|@aconpagnâ@
@to achieve@|@ariescî, riescî@
@to act (theatre)@|@reçitâ@
@to activate@|@ativâ@
@to adapt@|@adatâ@
@to adapt oneself@|@agiustâse@
@to add@|@azónze@
@to add sugar to@|@insucâ, métte o sùcou@
@to adjust@|@agiustâ@
@to adjust oneself@|@agiustâse@
@to administer@|@aministrâ@
@to admira@|@amirâ@
@to admire@|@amiâ@
@to admit@|@amétte@
@to adopt@|@adotâ@
@to advance@|@avansâ@
@to affect@|@incìdde, afetâ@
@to afflict@|@aflìzze@
@to aggrieve@|@amagonâ@
@to agree@|@êse d'acòrdio@
@to air@|@ventilâ@
@to allow@|@permétte@
@to amuse onself@|@divertîse@
@to analyze@|@analizâ@
@to animate@|@animâ@
@to announce@|@anonçiâ@
@to annoy@|@stufâ@
@to annul@|@anulâ@
@to anoint@|@ónze@
@to answer@|@rispónde@
@to apologise@|@ciamâ scûze, aciamâ scûze@
@to apologize@|@domandâ scûza, ciamâ scûze, aciamâ scûze@
@to applaud@|@aploudî@
@to apply@|@aplicâ@
@to appreciate@|@stimâ@
@to argue@|@litigâ, ratelâ@
@to arm@|@armâ@
@to arm-wrestle@|@zugâ a-o pasagìn@
@to arrange@|@òrganizâ@
@to arrive@|@rivâ (Savona), arivâ, zónze, ariâ (pop.)@
@to ask@|@domandâ@
@to ask for@|@domandâ@
@to assault@|@agredî@
@to assemble@|@armâ@
@to assent@|@afermâ@
@to assume@|@asùmme@
@to attach@|@alegâ@
@to attach importance to...@|@tegnîghe a...@
@to attack@|@atacâ@
@to attend@|@ascìste@
@to attend to@|@ascìste@
@to attract@|@atirâ@
@to auction@|@subastâ, vénde a l'àsta@
@to audit@|@ascìste@
@to authorize@|@abilitâ@
@to avoid@|@scanpâ, evitâ@
@to await@|@aspêtâ, spêtâ@
@to award@|@premiâ@
@to babble@|@barbotâ, chechezâ@
@to back up@|@reculâ@
@to badmouth (somebody)@|@dî mâ de (quarchedùn)@
@to balance out@|@alivelâ@
@to balk@|@dâ besténto, bestentâ@
@to ballast@|@sourâ@
@to ban@|@blocâ@
@to bang one's head@|@aciapâ unna testâ@
@to baptize@|@batezâ@
@to bargain@|@tiâ in sciô prêxo@
@to bark@|@baiâ@
@to barter@|@bâtâ@
@to be@|@êse, stâ@
@to be about to@|@êse in scî pìssi de@
@to be accustomed to@|@aviâ@
@to be affectionate@|@afeçionâse@
@to be afraid@|@témme, atrovâse poîa@
@to be alert@|@stâ a l'èrta, stâ a l'éuggio, stâ aténto, stâ in sce l'averténsa@
@to be alike@|@asomegiâ@
@to be ashamed@|@vergognâse@
@to be at home@|@êse in cà@
@to be at risk@|@êse a réizego@
@to be balding@|@pèrde i cavélli@
@to be between the devil and the deep blue sea (fig.)@|@êse tra o màrco e l'anchîze, êse fra l'anchîze e o martéllo@
@to be born@|@nàsce@
@to be called@|@ciamâse@
@to be confused@|@êse into balón@
@to be crazy@|@dâ i nùmeri@
@to be disoriented@|@êse into balón@
@to be earlier@|@fâ prìmma@
@to be enough@|@bastâ, êse abastànsa@
@to be fashionable@|@andâ de mòdda, êse de mòdda@
@to be heavy@|@pezâ@
@to be hot because of alcohol@|@avéi i fumàsci@
@to be hungry@|@avéi fàmme@
@to be in a hurry@|@avéi spréscia@
@to be in danger@|@êse a réizego@
@to be in fashion@|@andâ de mòdda, êse de mòdda@
@to be late@|@êse in ritàrdo, fâ tàrdi, tardâ@
@to be left@|@arestâ@
@to be liked@|@piaxéi (v)@
@to be missing@|@mancâ@
@to be named@|@ciamâse@
@to be necessary@|@voéighe, òcôre, òcorî@
@to be on the alert@|@stâ a l'èrta, stâ a l'éuggio, stâ aténto@
@to be on the lookout@|@stâ a l'èrta, stâ a l'éuggio@
@to be on the watch@|@stâ a l'èrta, stâ a l'éuggio@
@to be opposed@|@òpónise@
@to be out of tune@|@stonâ@
@to be paid@|@schêuve@
@to be quiet@|@taxéi@
@to be ready@|@êse a tîo@
@to be reborn@|@renàsce@
@to be right@|@avéi raxón@
