@English@|@Koine Greek@
@I unite in bearing witness@|@συνεπιμαρτυρέω@
@I unload@|@ἀποφορτίζομαι@
@I unroll@|@ἀναπτύσσω@
@I unroof@|@ἀποστεγάζω@
@I unveil@|@ἀνακαλύπτω@
@I urge@|@παραβιάζομαι@
@I urge by evil persuasion@|@ἀναπείθω@
@I urge forward@|@προβιβάζω@
@I use@|@χράομαι@
@I use force@|@βίαζομαι@
@I use up@|@καταχράομαι@
@I utter@|@ἐρεύγομαι@
@I utter additional threats@|@προσαπειλέω@
@I utterly refute@|@διακατελέγχομαι@
@I value at a price@|@τιμάω@
@I veil@|@καλύπτω, κατακαλύπτω@
@I vomit forth@|@ἐμέω@
@I wage war@|@στρατεύομαι@
@I wail@|@θρηνέω@
@I wait@|@καταμένω@
@I wait at table@|@διακονέω@
@I wait for@|@ἐκδέχομαι, περιμένω@
@I wait upon@|@προσεδρεύω@
@I wake@|@ἐγείρω@
@I wake out of sleep@|@διεγείρω, ἐξυπνίζω@
@I walk@|@περιπατέω, στοιχέω@
@I walk about in a place@|@ἐμπεριπατέω@
@I walk in a straight course@|@ὀρθοποδέω@
@I want more@|@προσδέομαι@
@I warm@|@θερμαίνω@
@I warn@|@χρηματίζω@
@I wash@|@ἀποπλύνω, λούω, νίπτω, πλύνω@
@I wash dirt off@|@ἀπονίπτω@
@I wash off@|@ἀπολούω@
@I waste time@|@χρονοτριβέω@
@I watch@|@παρατηρέω@
@I waver@|@διστάζω@
@I wear the hair long@|@κομάω@
@I weave together@|@πλέκω@
@I weep@|@κλαίω@
@I weight@|@βαρέω@
@I welcome@|@ἀναδέχομαι@
@I welcome in@|@εἰσδέχομαι@
@I whisper@|@γογγύζω@
@I whiten@|@λευκαίνω@
@I whitewash@|@κονιάω@
@I will@|@βούλομαι, θέλω@
@I win@|@κτάομαι@
@I wipe@|@ἐκμάσσω@
@I wipe away@|@ἐξαλείφω@
@I wipe off@|@ἀπομάσσω@
@I withdraw@|@ὑποχωρέω@
@I withdraw from@|@ἀποτάσσομαι@
@I witness@|@μαρτυρέω@
@I wonder@|@θαυμάζω@
@I word@|@ἐργάζομαι@
@I work@|@ἐνεργέω@
@I work out@|@κατεργάζομαι@
@I work the soil@|@γεωργέω@
@I work together@|@συνεργέω@
@I worship@|@προσκυνέω, σεβάζομαι@
@I wound@|@τραυματίζω@
@I wound in the head@|@κεφαλαιόω@
@I wrap in swaddling clothes@|@σπαργανόω@
@I wrap up@|@ἐνειλέω, ἐντυλίσσω@
@I wrench away from@|@ἀποσπάω@
@I write@|@γράφω, ἐγγράφω, ἐπιστέλλω@
@I write previously@|@προγράφω@
@I write upon@|@ἐπιγράφω@
@I yield@|@ὑπείκω@
@Iconium@|@Ἰκόνιον -ου -τό@
@identical@|@ἴσος -η -ον@
@idle@|@ἀργός -ή -όν@
@idle talk@|@λῆρος -ου -ὁ@
@idolatry@|@πορνεία -ας -ἡ@
@Idumea@|@Ἰδουμαία -ας -ἡ@
@if@|@ἐάν, εἰ@
@if indeed@|@εἴγε, εἴπερ@
@if not@|@μήτι@
@if so@|@εἴπερ@
@ignoble@|@ἀγενής -ές@
@ignorance@|@ἄγνοια -ας -ἡ, ἀγνωσία -ας -ἡ@
@ignorant@|@ἀμαθής -ές@
@ill@|@ἄρρωστος -ον, κάμνω@
@illegal@|@ἀθέμιτος -ον, ἄνομος -ον@
@illegitimate@|@νόθος -η -ον@
@illness@|@ἀσθένεια -ας -ἡ, μαλακία -ας -ἡ@
@ill-treatment@|@κάκωσις -εως -ἡ@
@illumination@|@φωτισμός -οῦ -ὁ@
@illustrious@|@ἐπιφανής -ές@
@Illyricum@|@Ἰλλυρικόν -οῦ -τό@
@imbibe@|@πίνω@
@imitate@|@ἐξακολουθέω@
@immeasurable@|@ἄμετρος -ον@
@immediate@|@παραυτίκα@
@immediately@|@ἐξαυτῆς, εὐθέως, εὐθύς -εῖα -ύ, παραχρῆμα@
@immoderate@|@ὑπέρογκος -ον@
@immortality@|@ἀθανασία -ας -ἡ, ἀφθαρσία -ας -ἡ.@
@immovable@|@ἀμετακίνητος -ον, ἀσάλευτος -ον@
@impart@|@ἀνατίθημι, μεταδίδωμι@
@impartial@|@δίκαιος -ία -ιον@
@impartially@|@ἀπροσωπολήπτως@
@impend@|@ἐφίστημι@
@imperishable@|@ἄφθαρτος -ον@
@impiety@|@ἀσέβεια -ας -ἡ@
@impious@|@ἀσεβής -ές@
@implacable@|@ἄσπονδος -ον@
@importation@|@ἐπεισαγωγή -ῆς -ἡ@
@impose a name on@|@ἐπονομάζω@
@impossible@|@ἀδύνατος -ον, ἀνένδεκτος -ον@
@imposter@|@γόης -ητος -ὁ@
@imprecation@|@ἀρά -ᾶς -ἡ@
@impression of a seal@|@σφραγίς -ῖδος -ἡ -@
@imprisonment@|@φυλακή -ῆς -ἡ@
@improper@|@ἄτοπος -ον@
@improvement@|@διόρθωσις -εως -ἡ@
@impulse@|@ὅρμημα -ατος -τό@
@impulsive@|@προπετής -ές@
@impure@|@ἀκάθαρτος -ον@
@impurity@|@ἀκαθαρσία -ας -ἡ@
@in@|@ἀνά, εἰς, ἐν@
@in a circle round@|@κυκλόθεν@
@in a disorderly manner@|@ἀτάκτως@
@in a manner worthy of@|@ἀξίως@
@in an unworthy manner@|@ἀναξίως@
@in behalf of@|@ὑπέρ@
@in better health@|@κομψότερον@
@in every way@|@πάντῃ, πάντως@
@in front of@|@κατέναντι@
@in like manner@|@ὁμοίως, παραπλησίως@
@in many parts@|@πολυμερῶς@
@in many ways@|@πολυτρόπως@
@in need@|@ἐνδεής -ές@
@in order@|@καθεξῆς@
@in order that@|@ἵνα, ὅπως@
@in private@|@καταμόνας@
@in season@|@εὐκαίρως@
@in secret@|@κρυφῇ@
@in so many words@|@ῥητῶς@
@in the corner@|@ἀκρογωνιαῖος -α -ον@
@in the evening@|@ὀψέ@
@in the eyes of@|@ἐναντίον@
@in the Greek language@|@Ἑλληνιστί@
@in the Hebrew or Aramaic dialect@|@Ἑβραϊστί@
@in the Latin language@|@Ῥωμαϊστί@
@in the Lycaonian language@|@Λυκαονιστί@
@in the manner of Gentiles@|@ἐθνικῶς@
@in the manner of Jews@|@Ἰουδαϊκῶς@
@in the middle@|@μέσος -η -ον@
@in the night@|@ἔννυχος -ον@
@in the presence of@|@ἀπέναντι, ἔναντι, ἐναντίον, ἐνώπιον, παρά@
@in the second place@|@δεύτερος -α -ον@
@in the very act@|@αὐτόφωρος -ον@
@in this manner@|@οὕτως@
@in this place@|@ἐνθάδε@
@in vain@|@εἰκῇ, κενῶς, μάτην@
@in view of@|@ἀπέναντι@
@in what manner@|@πῶς@
@inadequate@|@ἀνάξιος -ον@
@inborn@|@ἔμφυτος -ον@
@incapable@|@ἀδύνατος -ον@
@incapable of being tempted@|@ἀπείραστος -ον@
@incense@|@θυμίαμα -ατος -τό, λίβανος -ου -ὁ@
@incite@|@παροτρύνω@
@incitement@|@παροξυσμός -οῦ -ὁ@
@inclination@|@προθυμία -ας -ἡ@
@inclined to excess@|@ἀκρατής -ές -@
@incomprehensible@|@ἀνεξιχνίαστος -ον@
@inconsiderate@|@ἄφρων -ονος -ον@
@incontinence@|@ἀκρασία -ας -ἡ@
@inconvenient@|@ἀνεύθετος -ον@
@incorruptibility@|@ἀδιαφθορία -ας -ἡ, ἀφθαρσία -ας -ἡ.@
@incorruptible@|@ἄφθαρτος -ον@
@increase@|@αὔξησις -εως -ἡ, πλεονάζω@
@increasing@|@αὔξησις -εως -ἡ@
@incredulous@|@ἄπιστος -ον@
@indecency@|@αἰσχρότης -τητος -ἡ@
@indecent@|@ἀσχήμων -ον@
@indeed@|@γε, δή, δήπου, μέν, μέντοι@
@indeed now@|@τοίνυν@
@indefensible@|@ἀναπολόγητος -ον@
@independence@|@αὐτάρκεια -ας -ἡ -@
@indescribable@|@ἀνεκδιήγητος -ον@
@indestructibility@|@ἀφθαρσία -ας -ἡ.@
@indicate@|@σημαίνω@
@indication@|@σημεῖον -ου -τό@
@indignation@|@ἀγανάκτησις -εως -ἡ@
@indisputable@|@ἀναντίρρητος -ον@
@indissoluble@|@ἀκατάλυτος -ον@
@indulgence@|@ἄνεσις -εως -ἡ., πλησμονή -ῆς -ἡ, συγγνώμη -ης -ἡ@
@inevitable@|@δεῖ@
@inexcusable@|@ἀναπολόγητος -ον@
@inexperienced@|@ἀπείραστος -ον, ἄπειρος -ον@
@inextinguishable@|@ἄσβεστος -ον@
@infant@|@βρέφος -ους -τό@
@infantile@|@νηπιάζω@
@inferior@|@ἐλάσσων -ον, ἧττων -ον@
@infirm@|@ἄρρωστος -ον, ἀσθενής -ές@
@infirmity@|@ἀσθένημα -ατος -τό@
@inflict punishment@|@τύπτω@
@inform@|@μηνύω@
@ingrown@|@ἔμφυτος -ον@
@inhabit@|@κατοικέω@
@inhabitant@|@τέκνον -ου -τό@
@inhale@|@ἐμπνέω@
@inherent nature@|@φύσις -εως -ἡ@
@inherited@|@πατροπαράδοτος -ον@
@inheritor@|@κληρονόμος -ου -ὁ@
@iniquities@|@πονηρία -ας -ἡ@
@iniquity@|@ἀνομία -ας -ἡ@
@injunction@|@ἐντολή -ῆς -ἡ@
@injure@|@βλάπτω@
@injurious@|@βλαβερός -ά -όν@
@ink@|@μέλαν -ανος -τό@
@inner@|@ἐσώτερος -α -ον@
@inner life@|@καρδία -ας -ἡ@
@innocent@|@ἄκακος -ον, ἀκέραιος -ον@
@innumerable@|@ἀναρίθμητος -ον, μυρίοι -ίαι -ία@
@inordinate desire@|@ἐπιθυμία -ας -ἡ hippo -@
@inquire@|@πυνθάνομαι@
@inquire into@|@ἀνακρίνω@
@inquire strictly@|@ἀκριβόω@
@inquiry@|@ἐπερώτημα -ατος -τό@
@inscribe@|@ἐγγράφω, ἐπιγράφω@
@inscribe in a register@|@ἀπογράφω@
@inscription@|@τίτλος -ου -ὁ@
@inscrutable@|@ἀνεξερεύνητος -ον@
@inside@|@ἐντός, ἔσω, ἔσωθεν@
@insist@|@ἐπισχύω@
@inspired by God@|@θεόπνευστος -ον -@
@instantly@|@ἐξαυτῆς, παραχρῆμα@
@instead of@|@ἀντί@
@institution@|@κτίσις -εως -ἡ@
@instruct@|@μυέω, συμβιβάζω@
@instruct privately@|@ὑποβάλλω@
@instructed@|@διδακτός -ή -όν@
@instruction@|@διδασκαλία -ας -ἡ, ἐπιταγή -ῆς -ἡ@
@insult@|@ὕβρις -εως -ἡ@
@insulting man@|@ὑβριστής -οῦ -ὁ@
@integrity@|@ἀδιαφθορία -ας -ἡ@
@intellect@|@διάνοια -ας -ἡ, φρήν -φρενός -ἡ@
@intelligent@|@συνετός -ή -όν, φρόνιμος -ον@
@intelligible@|@εὔσημος -ον@
@intemperance@|@ἀκρασία -ας -ἡ@
@intend@|@βούλομαι@
@intense@|@ἐκτενής -ές@
@intent@|@ἐκτενής -ές@
@intention@|@γνώμη -ης -ἡ, ἔννοια -ας -ἡ, καρδία -ας -ἡ@
@intentness@|@ἐκτένεια -ας -ἡ@
@intercession@|@ἔντευξις -εως -ἡ@
@intercourse@|@ὁμιλία -ας -ἡ@
@interest@|@τόκος -ου -ὁ@
@interpose@|@μεσιτεύω@
@interpret@|@διερμηνεύω, ἐπιλύω, ἑρμηνεύω, μεθερμηνεύω, φράζω@
@interpretation@|@ἐπίλυσις -εως -ἡ, ἑρμηνεία -ας -ἡ@
@into@|@εἰς@
@intoxicating drink@|@σίκερα -τό@
@introduction@|@ἐπεισαγωγή -ῆς -ἡ@
@investigate@|@παρακολουθέω@
@inviolable@|@ἀπαράβατος -ον@
@invisible@|@ἀόρατος -ον, ἀφανής -ές, ἄφαντος -ον@
@invite@|@εἰσκαλέομαι, καλέω@
@invoke curses@|@ἀναθεματίζω@
@involved in@|@ἔνοχος -ον@
@inward thought@|@ἐνθύμησις -εως -ἡ@
@iron@|@σίδηρος -ου -ὁ@
@irreproachable@|@ἀνέγκλητος -ον, ἀνεπίληπτος -ον@
@irreverence@|@ἀσέβεια -ας -ἡ@
@irreverent@|@ἀσεβέω@
@irritate@|@παραπικραίνω, παροξύνω@
@irritation@|@παραπικρασμός -οῦ -ὁ, παροξυσμός -οῦ -ὁ@
@is due@|@ἀνήκω@
@is fitting to@|@πρέπω@
@is present@|@ἔνι@
@Isaac@|@Ἰσαάκ -ὁ@
@Isaiah@|@Ἠσαΐας -ου -ὁ@
@Iscariot@|@Ἰσκαριώτης -ου -ὁ@
@Israel@|@Ἰσραήλ -ὁ@
@Issachar@|@Ἰσαχάρ -ὁ@
@it@|@αὐτός -αὐτή -αὐτό, κἀκεῖνος -η -ο, οὗτος -αὕτη -τοῦτο@
@it becomes@|@πρέπω@
@it concerns@|@μέλει@
@it is a care@|@μέλει@
@it is enough@|@ἀπέχω@
@it is fitting@|@καθήκω@
@it is necessary@|@δεῖ, χρή@
@it is permitted@|@ἔξεστιν@
@it is possible@|@ἐνδέχομαι@
@it profits@|@λυσιτελέω@
@it seems@|@δοκέω@
@Italian@|@Ἰταλικός -ή -όν@
@Italy@|@Ἰταλία -ας -ἡ@
@itself@|@ἑαυτοῦ -ῆς -οῦ@
@Ituraean@|@Ἰτουραῖος -α -ον@
@jacinth@|@ὑάκινθος -ου -ὁ@
@jackal@|@λύκος -ου -ὁ@
@Jacob@|@Ἰακώβ -ὁ@
@jailor@|@βασανιστής -οῦ -ὁ@
@Jairus@|@Ἰάειρος -ου -ὁ@
@Jambres@|@Ἰαμβρῆς -ου -ὁ@
@James@|@Ἰάκωβος -ου -ὁ@
@Jannai@|@Ἰαννά -ὁ@
@Jannes@|@Ἰαννῆς -ου -ὁ@
@Jared@|@Ἰαρέδ -ὁ@
@Jason@|@Ἰάσων -ονος -ὁ@
@jasper@|@ἴασπις -ιδος -ἡ@
@javelin@|@βέλος -ους -τό@
@Jechoniah@|@Ἰεχονίας -ου -ὁ@
@Jehoram@|@Ἰωράμ -ὁ@
@Jehoshaphat@|@Ἰωσαφάτ -ὁ@
@Jephthah@|@Ἰεφθάε -ὁ@
@Jeremiah@|@Ἰερεμίας -ου -ὁ@
@Jericho@|@Ἰεριχώ -ἡ@
@Jerusalem@|@Ἱεροσόλυμα -ατος -τά -ἡ, Ἱερουσαλήμ -ἡ@
@Jesse@|@Ἰεσσαί -ὁ@
@Jesus@|@Ἰησοῦς -οῦ -ὁ@
@Jewish@|@Ἰουδαϊκός -ή -όν, Ἰουδαῖος -αία -αῖον@
@Jezebel@|@Ἰεζάβελ -ἡ@
@Joanan@|@Ἰωανάν -ὁ@
@Joanna@|@Ἰωάννα -ας -ἡ@
@Job@|@Ἰώβ -ὁ@
@Joel@|@Ἰωήλ -ὁ@
@John@|@Ἰωάννης -ου -ὁ@
@join@|@ἁρμόζω@
@jointly partaking@|@συμμέτοχος -ον@
@Jonah@|@Ἰωνᾶς -ᾶ -ὁ@
@Jonam@|@Ἰωνάν -ὁ@
@Joppa@|@Ἰόππη -ης -ἡ@
@Joram@|@Ἰωράμ -ὁ@
@Jorim@|@Ἰωρείμ -ὁ@
@Joseph@|@Ἰωσήφ -ὁ@
@Joses@|@Ἰωσῆς -ῆτος -ὁ@
@Josiah@|@Ἰωσίας -ου -ὁ@
@Jotham@|@Ἰωάθαμ -ὁ@
@journey@|@ὁδός -οῦ -ἡ, πορεύομαι@
@joy@|@εὐφροσύνη -ης -ἡ, χαρά -ᾶς -ἡ@
@joyfully@|@ἀσμένως@
@joyous@|@ἱλαρός -ά -όν@
@Judah@|@Ἰούδα -ὁ, Ἰούδας -α -ὁ@
@Judaic@|@Ἰουδαϊκός -ή -όν@
@Judaism@|@Ἰουδαϊσμός -οῦ -ὁ@
@Judas@|@Ἰούδα -ὁ, Ἰούδας -α -ὁ@
@Jude@|@Ἰούδα -ὁ, Ἰούδας -α -ὁ@
@Judea@|@Ἰουδαία -ας -ἡ@
@judge@|@φρονέω@
@judging@|@κρίσις -εως -ἡ@
@judgment@|@γνώμη -ης -ἡ@
@judicial examination@|@ἀνάκρισις -εως -ἡ, διάγνωσις -εως -ἡ@
@judicial hearing@|@δίκη -ης -ἡ@
@Julia@|@Ἰουλία -ας -ἡ@
@Julius@|@Ἰούλιος -ου -ὁ@
@Junia@|@Ἰουνιᾶς -ᾶ -ὁ@
@just@|@δίκαιος -ία -ιον, ἔνδικος -ον@
@just after@|@καθεξῆς@
@just as@|@καθώς, ὥσπερ@
@just as if@|@ὡσπερεί@
@just judgment@|@δικαιοκρισία -ας -ἡ@
@just now@|@ἄρτι@
@justice@|@δικαιοσύνη -ης -ἡ, δίκη -ης -ἡ@
@justification@|@δικαίωσις -εως -ἡ@
@justify@|@δικαιόω@
@justly@|@δικαίως@
@justness@|@δικαιοσύνη -ης -ἡ@
@Justus@|@Ἰοῦστος -ου -ὁ@
@juvenile@|@νεωτερικός -ή -όν@
@keener@|@τομώτερος@
@keep@|@φρουρέω@
@keep company with@|@κολλάω@
@keep fresh and sound@|@ἁλίζω@
@keep in mind@|@συντηρέω@
@keep safe@|@συντηρέω@
@keep the peace@|@εἰρηνεύω@
@keeper@|@φύλαξ -ακός -ὁ@
@keeper of the bedchamber@|@εὐνοῦχος -ου -ὁ@
@kid@|@ἐρίφιον -ου -τό@
@Kidron@|@Κεδρών -ὁ@
@kill@|@ἀποκτείνω, διαχειρίζομαι, θύω@
@killing@|@ἀναίρεσις -εως -ἡ@
@kind@|@γένος -ους -τό, εἶδος -ους -τό, χρηστός -ή -όν@
@kind service@|@εὐεργεσία -ας -ἡ@
@kindly@|@φιλανθρώπως, φιλοφρόνως, φιλόφρων -ον@
@kindness@|@χάρις -ιτος -ἡ, χρηστότης -τητος -ἡ@
@kindred@|@συγγένεια -ας -ἡ@
@kinds of flesh@|@κρέας -έως -τό@
@kingdom@|@βασιλεία -ας -ἡ.@
@kingship@|@βασιλεία -ας -ἡ.@
@Kish@|@Κίς -ὁ@
@kiss@|@φιλέω@
@know@|@γνωρίζω@
@knowledge@|@γνῶσις -εως -ἡ, ἐπίγνωσις -εως -ἡ@
@known@|@γνωστός -ή -όν@
@Korah@|@Κορέ -ὁ@
@labor@|@ἔργον -ου -τό, κόπος -ου -ὁ, πόνος -ου -ὁ@
@lack@|@ἐλαττονέω@
